Time,john_travolta
2024-11-10,5.737959264748803
2024-11-11,3.383924694595448
2024-11-12,2.6482888914225247
2024-11-13,2.942543212691694
2024-11-14,2.942543212691694
2024-11-15,2.6482888914225247
2024-11-16,3.383924694595448
2024-11-17,6.9149765498254805
2024-11-18,2.795416052057109
2024-11-19,2.942543212691694
2024-11-20,3.0896703733262787
2024-11-21,4.119560497768371
2024-11-22,2.795416052057109
2024-11-23,3.5310518552300327
2024-11-24,5.002323461575879
2024-11-25,3.6781790158646173
2024-11-26,3.0896703733262787
2024-11-27,3.9724333371337868
2024-11-28,11.034537047593853
2024-11-29,4.560941979672125
2024-11-30,6.032213586017972
2024-12-01,6.620722228556311
2024-12-02,3.0896703733262787
2024-12-03,3.0896703733262787
2024-12-04,3.0896703733262787
2024-12-05,3.383924694595448
2024-12-06,3.6781790158646173
2024-12-07,6.032213586017972
2024-12-08,7.5034851923638195
2024-12-09,3.8253061764992022
2024-12-10,3.8253061764992022
2024-12-11,2.942543212691694
2024-12-12,3.6781790158646173
2024-12-13,2.942543212691694
2024-12-14,4.119560497768371
2024-12-15,6.620722228556311
2024-12-16,2.795416052057109
2024-12-17,4.266687658402956
2024-12-18,2.6482888914225247
2024-12-19,4.266687658402956
2024-12-20,2.942543212691694
2024-12-21,8.239120995536743
2024-12-22,9.41613828061342
2024-12-23,3.5310518552300327
2024-12-24,4.70806914030671
2024-12-25,11.475918529497607
2024-12-26,4.560941979672125
2024-12-27,4.560941979672125
2024-12-28,6.179340746652557
2024-12-29,6.179340746652557
2024-12-30,3.5310518552300327
2024-12-31,6.179340746652557
2025-01-01,14.712716063458469
2025-01-02,4.70806914030671
2025-01-03,4.266687658402956
2025-01-04,5.296577782845049
2025-01-05,6.767849389190896
2025-01-06,3.383924694595448
2025-01-07,2.795416052057109
2025-01-08,2.6482888914225247
2025-01-09,6.767849389190896
2025-01-10,5.737959264748803
2025-01-11,6.179340746652557
2025-01-12,4.560941979672125
2025-01-13,3.2367975339608632
2025-01-14,3.0896703733262787
2025-01-15,2.942543212691694
2025-01-16,2.942543212691694
2025-01-17,3.0896703733262787
2025-01-18,3.5310518552300327
2025-01-19,3.6781790158646173
2025-01-20,2.5011617307879397
2025-01-21,2.2069074095187706
2025-01-22,2.2069074095187706
2025-01-23,2.942543212691694
2025-01-24,2.942543212691694
2025-01-25,3.2367975339608632
2025-01-26,3.383924694595448
2025-01-27,2.5011617307879397
2025-01-28,2.354034570153355
2025-01-29,2.354034570153355
2025-01-30,2.0597802488841856
2025-01-31,2.354034570153355
2025-02-01,3.2367975339608632
2025-02-02,3.5310518552300327
2025-02-03,2.2069074095187706
2025-02-04,2.5011617307879397
2025-02-05,2.354034570153355
2025-02-06,2.354034570153355
2025-02-07,2.5011617307879397
2025-02-08,2.795416052057109
2025-02-09,4.266687658402956
2025-02-10,2.795416052057109
2025-02-11,1.9126530882496011
2025-02-12,1.9126530882496011
2025-02-13,2.5011617307879397
2025-02-14,2.2069074095187706
2025-02-15,3.383924694595448
2025-02-16,3.6781790158646173
2025-02-17,2.942543212691694
2025-02-18,3.6781790158646173
2025-02-19,4.119560497768371
2025-02-20,2.942543212691694
2025-02-21,2.6482888914225247
2025-02-22,3.2367975339608632
2025-02-23,3.383924694595448
2025-02-24,2.6482888914225247
2025-02-25,2.0597802488841856
2025-02-26,1.9126530882496011
2025-02-27,1.9126530882496011
2025-02-28,2.354034570153355
2025-03-01,3.2367975339608632
2025-03-02,3.5310518552300327
2025-03-03,2.942543212691694
2025-03-04,2.5011617307879397
2025-03-05,3.0896703733262787
2025-03-06,3.8253061764992022
2025-03-07,2.795416052057109
2025-03-08,3.383924694595448
2025-03-09,3.383924694595448
2025-03-10,2.0597802488841856
2025-03-11,2.942543212691694
2025-03-12,2.6482888914225247
2025-03-13,2.2069074095187706
2025-03-14,2.6482888914225247
2025-03-15,3.383924694595448
2025-03-16,3.8253061764992022
2025-03-17,2.942543212691694
2025-03-18,2.795416052057109
2025-03-19,3.2367975339608632
2025-03-20,2.6482888914225247
2025-03-21,2.795416052057109
2025-03-22,3.0896703733262787
2025-03-23,3.6781790158646173
2025-03-24,2.795416052057109
2025-03-25,2.795416052057109
2025-03-26,2.942543212691694
2025-03-27,2.354034570153355
2025-03-28,2.6482888914225247
2025-03-29,3.5310518552300327
2025-03-30,3.9724333371337868
2025-03-31,2.6482888914225247
2025-04-01,2.2069074095187706
2025-04-02,2.6482888914225247
2025-04-03,2.5011617307879397
2025-04-04,2.5011617307879397
2025-04-05,3.6781790158646173
2025-04-06,4.413814819037541
2025-04-07,2.795416052057109
2025-04-08,3.0896703733262787
2025-04-09,2.942543212691694
2025-04-10,2.942543212691694
2025-04-11,2.795416052057109
2025-04-12,3.5310518552300327
2025-04-13,3.8253061764992022
2025-04-14,3.6781790158646173
2025-04-15,3.057357398794384
2025-04-16,2.620592056109472
2025-04-17,2.983793818477092
2025-04-18,2.875756517610574
2025-04-19,4.038925385030725
2025-04-20,4.294089846531827
2025-04-21,2.802192937293282
2025-04-22,2.5470284757921795
2025-04-23,3.2389582799781937
2025-04-24,3.057357398794384
2025-04-25,2.18382671342456
2025-04-26,3.6757236226631056
2025-04-27,4.294089846531827
2025-04-28,3.057357398794384
2025-04-29,2.36542759460837
2025-04-30,2.0022258322407502
2025-05-01,2.36542759460837
2025-05-02,2.110263133107267
2025-05-03,3.4205591611620036
2025-05-04,3.4941227414792957
2025-05-05,2.18382671342456
2025-05-06,2.438991174925662
2025-05-07,2.36542759460837
2025-05-08,2.18382671342456
2025-05-09,2.110263133107267
2025-05-10,3.6757236226631056
2025-05-11,4.73085518921674
2025-05-12,2.802192937293282
2025-05-13,2.18382671342456
2025-05-14,2.18382671342456
2025-05-15,2.3768206190633845
2025-05-16,2.160746017330349
2025-05-17,2.5928952207964193
2025-05-18,4.537566636393734
2025-05-19,2.5928952207964193
2025-05-20,1.9446714155973144
2025-05-21,2.160746017330349
2025-05-22,2.3768206190633845
2025-05-23,2.160746017330349
2025-05-24,2.808969822529454
2025-05-25,3.673268229461594
2025-05-26,3.2411190259955243
2025-05-27,2.5928952207964193
2025-05-28,2.3768206190633845
2025-05-29,2.808969822529454
2025-05-30,2.3768206190633845
2025-05-31,3.2411190259955243
2025-06-01,3.2411190259955243
2025-06-02,2.160746017330349
2025-06-03,1.9446714155973144
2025-06-04,2.160746017330349
2025-06-05,2.3768206190633845
2025-06-06,3.0250444242624894
2025-06-07,3.457193627728559
2025-06-08,3.457193627728559
2025-06-09,2.5928952207964193
2025-06-10,2.5928952207964193
2025-06-11,2.5928952207964193
2025-06-12,2.5928952207964193
2025-06-13,2.3768206190633845
2025-06-14,3.0250444242624894
2025-06-15,3.0250444242624894
2025-06-16,2.3768206190633845
2025-06-17,2.5928952207964193
2025-06-18,1.9446714155973144
2025-06-19,2.3768206190633845
2025-06-20,2.5928952207964193
2025-06-21,3.0250444242624894
2025-06-22,3.457193627728559
2025-06-23,2.160746017330349
2025-06-24,2.5928952207964193
2025-06-25,2.160746017330349
2025-06-26,2.5928952207964193
2025-06-27,2.3768206190633845
2025-06-28,4.105417432927664
2025-06-29,5.834014246791943
2025-06-30,4.537566636393734
2025-07-01,2.5928952207964193
2025-07-02,2.808969822529454
2025-07-03,3.2411190259955243
2025-07-04,6.266163450258014
2025-07-05,6.698312653724083
2025-07-06,11.019804688384783
2025-07-07,6.266163450258014
2025-07-08,5.185790441592839
2025-07-09,5.4018650433258735
2025-07-10,5.834014246791943
2025-07-11,5.617939645058908
2025-07-12,6.698312653724083
2025-07-13,5.185790441592839
2025-07-14,3.0250444242624894
2025-07-15,3.457193627728559
2025-07-16,2.808969822529454
2025-07-17,2.5928952207964193
2025-07-18,2.808969822529454
2025-07-19,3.8893428311946288
2025-07-20,5.185790441592839
2025-07-21,3.457193627728559
2025-07-22,3.457193627728559
2025-07-23,3.0250444242624894
2025-07-24,3.0250444242624894
2025-07-25,3.0250444242624894
2025-07-26,4.105417432927664
2025-07-27,4.537566636393734
2025-07-28,2.808969822529454
2025-07-29,3.673268229461594
2025-07-30,3.457193627728559
2025-07-31,3.673268229461594
2025-08-01,3.2411190259955243
2025-08-02,3.2411190259955243
2025-08-03,3.673268229461594
2025-08-04,3.0250444242624894
2025-08-05,2.5928952207964193
2025-08-06,2.5928952207964193
2025-08-07,2.3768206190633845
2025-08-08,2.5928952207964193
2025-08-09,3.2411190259955243
2025-08-10,3.673268229461594
2025-08-11,2.5928952207964193
2025-08-12,2.3768206190633845
2025-08-13,2.808969822529454
2025-08-14,3.0250444242624894
2025-08-15,3.673268229461594
2025-08-16,4.753641238126769
2025-08-17,5.4018650433258735
2025-08-18,4.969715839859804
2025-08-19,2.808969822529454
2025-08-20,2.808969822529454
2025-08-21,2.160746017330349
2025-08-22,2.5928952207964193
2025-08-23,2.808969822529454
2025-08-24,3.2411190259955243
2025-08-25,2.160746017330349
2025-08-26,2.160746017330349
2025-08-27,1.9446714155973144
2025-08-28,2.160746017330349
2025-08-29,2.5928952207964193
2025-08-30,3.2411190259955243
2025-08-31,3.457193627728559
2025-09-01,3.8893428311946288
2025-09-02,2.3768206190633845
2025-09-03,2.3768206190633845
2025-09-04,2.808969822529454
2025-09-05,2.160746017330349
2025-09-06,2.808969822529454
2025-09-07,3.0250444242624894
2025-09-08,1.9446714155973144
2025-09-09,2.160746017330349
2025-09-10,1.9446714155973144
2025-09-11,2.160746017330349
2025-09-12,1.7285968138642795
2025-09-13,2.3768206190633845
2025-09-14,2.808969822529454
2025-09-15,1.9446714155973144
2025-09-16,1.7285968138642795
2025-09-17,2.160746017330349
2025-09-18,2.160746017330349
2025-09-19,2.3768206190633845
2025-09-20,3.0250444242624894
2025-09-21,3.0250444242624894
2025-09-22,1.9446714155973144
2025-09-23,1.9446714155973144
2025-09-24,2.3768206190633845
2025-09-25,2.160746017330349
2025-09-26,2.808969822529454
2025-09-27,2.808969822529454
2025-09-28,2.808969822529454
2025-09-29,1.9446714155973144
2025-09-30,2.5928952207964193
2025-10-01,1.9446714155973144
2025-10-02,2.3768206190633845
2025-10-03,2.5928952207964193
2025-10-04,3.0250444242624894
2025-10-05,3.0250444242624894
2025-10-06,2.160746017330349
2025-10-07,2.160746017330349
2025-10-08,1.7285968138642795
2025-10-09,1.9446714155973144
2025-10-10,2.3768206190633845
2025-10-11,2.5928952207964193
2025-10-12,2.808969822529454
2025-10-13,2.5928952207964193
2025-10-14,2.5928952207964193
2025-10-15,2.808969822529454
2025-10-16,2.160746017330349
2025-10-17,2.5928952207964193
2025-10-18,3.0250444242624894
2025-10-19,4.537566636393734
2025-10-20,3.0250444242624894
2025-10-21,2.160746017330349
2025-10-22,1.7285968138642795
2025-10-23,2.3768206190633845
2025-10-24,3.0250444242624894
2025-10-25,3.8893428311946288
2025-10-26,3.8893428311946288
2025-10-27,2.3768206190633845
2025-10-28,2.160746017330349
2025-10-29,2.160746017330349
2025-10-30,2.160746017330349
2025-10-31,3.2411190259955243
2025-11-01,3.673268229461594
2025-11-02,3.457193627728559
2025-11-03,2.5928952207964193
2025-11-04,2.3768206190633845
2025-11-05,2.808969822529454
2025-11-06,2.808969822529454
2025-11-07,2.5928952207964193
2025-11-08,3.457193627728559
2025-11-09,3.0250444242624894
2025-11-10,2.160746017330349
2025-11-11,2.3768206190633845
2025-11-12,2.5928952207964193
2025-11-13,2.808969822529454
2025-11-14,2.808969822529454
2025-11-15,3.457193627728559
2025-11-16,3.457193627728559
2025-11-17,2.3768206190633845
2025-11-18,2.808969822529454
2025-11-19,2.5928952207964193
2025-11-20,2.160746017330349
2025-11-21,4.105417432927664
2025-11-22,4.105417432927664
2025-11-23,3.0250444242624894
2025-11-24,3.457193627728559
2025-11-25,3.2411190259955243
2025-11-26,3.8893428311946288
2025-11-27,9.291207874520502
2025-11-28,18.79849035077404
2025-11-29,4.537566636393734
2025-11-30,4.969715839859804
2025-12-01,3.673268229461594
2025-12-02,3.0250444242624894
2025-12-03,3.0250444242624894
2025-12-04,3.457193627728559
2025-12-05,3.2411190259955243
2025-12-06,7.7786856623892575
2025-12-07,9.507282476253538
2025-12-08,4.321492034660698
2025-12-09,6.914387255457118
2025-12-10,3.673268229461594
2025-12-11,3.5484927552213907
2025-12-12,4.3115321298432985
2025-12-13,5.62153627735408
2025-12-14,7.2050228113092984
2025-12-15,4.585014516287735
2025-12-16,5.240016590043126
2025-12-17,5.348053890909644
2025-12-18,21.723105734794416
2025-12-19,9.93306840719738
2025-12-20,10.206550793641817
2025-12-21,6.3845756519759895
2025-12-22,4.96653420359869
2025-12-23,4.3115321298432985
2025-12-24,4.96653420359869
2025-12-25,11.898074628463553
2025-12-26,5.348053890909644
2025-12-27,6.168501050242954
2025-12-28,6.168501050242954
2025-12-29,4.0380497433988625
2025-12-30,4.693051817154253
2025-12-31,4.693051817154253
2026-01-01,15.446567383684943
2026-01-02,6.550020737553909
2026-01-03,4.3115321298432985
2026-01-04,4.0380497433988625
2026-01-05,2.620008295021563
2026-01-06,3.001527982332518
2026-01-07,3.001527982332518
2026-01-08,2.620008295021563
2026-01-09,2.620008295021563
2026-01-10,3.6397918827142224
2026-01-11,3.6397918827142224
2026-01-12,2.6471213692467073
2026-01-13,2.6471213692467073
2026-01-14,2.978011540402546
2026-01-15,2.6471213692467073
2026-01-16,2.6471213692467073
2026-01-17,3.970682053870061
2026-01-18,3.3089017115583843
2026-01-19,2.6471213692467073
2026-01-20,2.3162311980908687
2026-01-21,1.9853410269350305
2026-01-22,2.6471213692467073
2026-01-23,2.3162311980908687
2026-01-24,3.3089017115583843
2026-01-25,2.978011540402546
2026-01-26,2.3162311980908687
2026-01-27,2.6471213692467073
2026-01-28,2.978011540402546
2026-01-29,2.3162311980908687
2026-01-30,2.6471213692467073
2026-01-31,3.6397918827142224
2026-02-01,4.301572225025899
2026-02-02,2.978011540402546
2026-02-03,2.6471213692467073
2026-02-04,2.3162311980908687
2026-02-05,2.978011540402546
2026-02-06,2.978011540402546
2026-02-07,4.301572225025899
2026-02-08,3.3089017115583843
2026-02-09,2.6471213692467073
2026-02-10,2.3162311980908687
2026-02-11,2.3162311980908687
2026-02-12,2.3162311980908687
2026-02-13,1.9853410269350305
2026-02-14,2.978011540402546
2026-02-15,3.3089017115583843
2026-02-16,2.978011540402546
2026-02-17,2.6471213692467073
2026-02-18,4.301572225025899
2026-02-19,17.206288900103598
2026-02-20,5.2942427384934145
2026-02-21,3.970682053870061
2026-02-22,3.6397918827142224
2026-02-23,2.6471213692467073
2026-02-24,2.3162311980908687
2026-02-25,2.978011540402546
2026-02-26,2.6471213692467073
2026-02-27,2.3162311980908687
2026-02-28,2.978011540402546
2026-03-01,2.978011540402546
2026-03-02,2.3162311980908687
2026-03-03,2.978011540402546
2026-03-04,1.9853410269350305
2026-03-05,2.3162311980908687
2026-03-06,2.3162311980908687
2026-03-07,3.3089017115583843
2026-03-08,2.978011540402546
2026-03-09,2.3162311980908687
2026-03-10,1.9853410269350305
2026-03-11,1.9853410269350305
2026-03-12,1.9853410269350305
2026-03-13,2.3162311980908687
2026-03-14,2.978011540402546
2026-03-15,2.978011540402546
2026-03-16,2.3162311980908687
2026-03-17,1.6544508557791922
2026-03-18,1.9853410269350305
2026-03-19,1.9853410269350305
2026-03-20,2.3162311980908687
2026-03-21,2.6471213692467073
2026-03-22,2.978011540402546
2026-03-23,2.3162311980908687
2026-03-24,2.3162311980908687
2026-03-25,2.3162311980908687
2026-03-26,2.3162311980908687
2026-03-27,2.3162311980908687
2026-03-28,2.978011540402546
2026-03-29,2.978011540402546
2026-03-30,2.3162311980908687
2026-03-31,1.9853410269350305
2026-04-01,1.9853410269350305
2026-04-02,2.3162311980908687
2026-04-03,2.6471213692467073
2026-04-04,3.3089017115583843
2026-04-05,3.970682053870061
2026-04-06,2.978011540402546
2026-04-07,1.9853410269350305
2026-04-08,1.9853410269350305
2026-04-09,2.6471213692467073
2026-04-10,2.3162311980908687
2026-04-11,2.6471213692467073
2026-04-12,2.978011540402546
2026-04-13,2.3162311980908687
2026-04-14,1.9853410269350305
2026-04-15,1.9853410269350305
2026-04-16,1.9853410269350305
2026-04-17,2.3162311980908687
2026-04-18,3.3089017115583843
2026-04-19,4.6324623961817375
2026-04-20,2.6471213692467073
2026-04-21,2.3162311980908687
2026-04-22,1.9853410269350305
2026-04-23,2.3162311980908687
2026-04-24,2.6471213692467073
2026-04-25,3.3089017115583843
2026-04-26,2.978011540402546
2026-04-27,1.9853410269350305
2026-04-28,2.6471213692467073
2026-04-29,2.3162311980908687
2026-04-30,2.6471213692467073
2026-05-01,2.978011540402546
2026-05-02,2.978011540402546
2026-05-03,3.3089017115583843
2026-05-04,2.6471213692467073
2026-05-05,2.3162311980908687
2026-05-06,2.6471213692467073
2026-05-07,2.978011540402546
2026-05-08,2.978011540402546
2026-05-09,3.3089017115583843
2026-05-10,3.970682053870061
2026-05-11,2.6471213692467073
2026-05-12,2.6471213692467073
2026-05-13,2.978011540402546
2026-05-14,2.6471213692467073
2026-05-15,7.279583765428445
2026-05-16,33.08901711558384
2026-05-17,15.882728215480244
2026-05-18,10.919375648142667
2026-05-19,8.27225427889596
2026-05-20,15.882728215480244
2026-05-21,9.264924792363475
2026-05-22,7.941364107740122
2026-05-23,7.610473936584284
2026-05-24,6.617803423116769
2026-05-25,5.2942427384934145
2026-05-26,6.948693594272607
2026-05-27,4.6324623961817375
2026-05-28,3.3089017115583843
2026-05-29,4.301572225025899
2026-05-30,7.941364107740122
2026-05-31,5.956023080805092
