Time,descendants_4
2024-12-08,8.909090909090908
2024-12-09,5.7272727272727275
2024-12-10,5.7272727272727275
2024-12-11,7.0
2024-12-12,7.0
2024-12-13,6.363636363636363
2024-12-14,8.909090909090908
2024-12-15,8.272727272727273
2024-12-16,5.7272727272727275
2024-12-17,4.454545454545454
2024-12-18,5.7272727272727275
2024-12-19,5.090909090909091
2024-12-20,4.454545454545454
2024-12-21,6.363636363636363
2024-12-22,4.454545454545454
2024-12-23,5.090909090909091
2024-12-24,7.0
2024-12-25,10.818181818181818
2024-12-26,8.909090909090908
2024-12-27,6.363636363636363
2024-12-28,7.636363636363637
2024-12-29,7.0
2024-12-30,8.909090909090908
2024-12-31,7.636363636363637
2025-01-01,10.818181818181818
2025-01-02,7.636363636363637
2025-01-03,7.0
2025-01-04,5.7272727272727275
2025-01-05,7.636363636363637
2025-01-06,5.7272727272727275
2025-01-07,5.090909090909091
2025-01-08,5.090909090909091
2025-01-09,5.090909090909091
2025-01-10,4.454545454545454
2025-01-11,5.7272727272727275
2025-01-12,7.0
2025-01-13,4.454545454545454
2025-01-14,4.454545454545454
2025-01-15,4.454545454545454
2025-01-16,5.090909090909091
2025-01-17,5.090909090909091
2025-01-18,5.7272727272727275
2025-01-19,6.363636363636363
2025-01-20,5.090909090909091
2025-01-21,3.1818181818181817
2025-01-22,3.8181818181818183
2025-01-23,5.090909090909091
2025-01-24,3.8181818181818183
2025-01-25,7.0
2025-01-26,4.454545454545454
2025-01-27,5.7272727272727275
2025-01-28,3.8181818181818183
2025-01-29,4.454545454545454
2025-01-30,3.1818181818181817
2025-01-31,7.636363636363637
2025-02-01,5.7272727272727275
2025-02-02,7.0
2025-02-03,3.8181818181818183
2025-02-04,5.090909090909091
2025-02-05,5.090909090909091
2025-02-06,4.454545454545454
2025-02-07,4.454545454545454
2025-02-08,4.454545454545454
2025-02-09,5.7272727272727275
2025-02-10,2.5454545454545454
2025-02-11,3.1818181818181817
2025-02-12,4.454545454545454
2025-02-13,5.090909090909091
2025-02-14,6.363636363636363
2025-02-15,8.272727272727273
2025-02-16,8.272727272727273
2025-02-17,6.363636363636363
2025-02-18,5.7272727272727275
2025-02-19,4.454545454545454
2025-02-20,6.363636363636363
2025-02-21,5.7272727272727275
2025-02-22,6.363636363636363
2025-02-23,5.7272727272727275
2025-02-24,6.363636363636363
2025-02-25,4.454545454545454
2025-02-26,4.454545454545454
2025-02-27,6.363636363636363
2025-02-28,3.1818181818181817
2025-03-01,6.363636363636363
2025-03-02,3.8181818181818183
2025-03-03,4.454545454545454
2025-03-04,6.363636363636363
2025-03-05,5.7272727272727275
2025-03-06,3.8181818181818183
2025-03-07,3.8181818181818183
2025-03-08,5.7272727272727275
2025-03-09,5.7272727272727275
2025-03-10,4.454545454545454
2025-03-11,4.454545454545454
2025-03-12,3.1818181818181817
2025-03-13,5.090909090909091
2025-03-14,3.8181818181818183
2025-03-15,5.090909090909091
2025-03-16,7.0
2025-03-17,4.454545454545454
2025-03-18,3.8181818181818183
2025-03-19,4.454545454545454
2025-03-20,4.454545454545454
2025-03-21,3.1818181818181817
2025-03-22,3.1818181818181817
2025-03-23,5.090909090909091
2025-03-24,5.090909090909091
2025-03-25,5.7272727272727275
2025-03-26,5.090909090909091
2025-03-27,3.1818181818181817
2025-03-28,5.090909090909091
2025-03-29,4.454545454545454
2025-03-30,6.363636363636363
2025-03-31,3.8181818181818183
2025-04-01,3.8181818181818183
2025-04-02,5.090909090909091
2025-04-03,6.363636363636363
2025-04-04,4.454545454545454
2025-04-05,5.7272727272727275
2025-04-06,6.363636363636363
2025-04-07,5.090909090909091
2025-04-08,3.1818181818181817
2025-04-09,4.454545454545454
2025-04-10,3.1818181818181817
2025-04-11,6.363636363636363
2025-04-12,3.8181818181818183
2025-04-13,5.7272727272727275
2025-04-14,3.8181818181818183
2025-04-15,3.1818181818181817
2025-04-16,3.897727272727273
2025-04-17,3.798295454545455
2025-04-18,2.565340909090909
2025-04-19,4.613636363636363
2025-04-20,2.565340909090909
2025-04-21,3.9971590909090913
2025-04-22,3.798295454545455
2025-04-23,3.0823863636363638
2025-04-24,3.1818181818181817
2025-04-25,3.9971590909090913
2025-04-26,4.414772727272727
2025-04-27,6.463068181818182
2025-04-28,4.414772727272727
2025-04-29,3.798295454545455
2025-04-30,5.647727272727273
2025-05-01,5.84659090909091
2025-05-02,0.0
2025-05-03,5.230113636363637
2025-05-04,5.130681818181818
2025-05-05,3.9971590909090913
2025-05-06,4.414772727272727
2025-05-07,3.9971590909090913
2025-05-08,4.414772727272727
2025-05-09,3.1818181818181817
2025-05-10,5.647727272727273
2025-05-11,3.798295454545455
2025-05-12,3.897727272727273
2025-05-13,3.897727272727273
2025-05-14,3.0823863636363638
2025-05-15,2.982954545454546
2025-05-16,4.772727272727273
2025-05-17,4.772727272727273
2025-05-18,3.7784090909090913
2025-05-19,4.573863636363637
2025-05-20,4.176136363636364
2025-05-21,3.9772727272727275
2025-05-22,4.375
2025-05-23,2.3863636363636367
2025-05-24,3.579545454545455
2025-05-25,5.965909090909092
2025-05-26,3.9772727272727275
2025-05-27,2.982954545454546
2025-05-28,2.784090909090909
2025-05-29,4.573863636363637
2025-05-30,3.181818181818182
2025-05-31,5.965909090909092
2025-06-01,4.971590909090909
2025-06-02,4.176136363636364
2025-06-03,2.585227272727273
2025-06-04,4.971590909090909
2025-06-05,5.3693181818181825
2025-06-06,4.573863636363637
2025-06-07,3.9772727272727275
2025-06-08,4.375
2025-06-09,3.3806818181818183
2025-06-10,2.784090909090909
2025-06-11,3.579545454545455
2025-06-12,2.1875
2025-06-13,2.784090909090909
2025-06-14,4.176136363636364
2025-06-15,4.375
2025-06-16,3.181818181818182
2025-06-17,3.9772727272727275
2025-06-18,3.3806818181818183
2025-06-19,4.772727272727273
2025-06-20,2.982954545454546
2025-06-21,2.585227272727273
2025-06-22,4.971590909090909
2025-06-23,5.965909090909092
2025-06-24,3.7784090909090913
2025-06-25,4.573863636363637
2025-06-26,4.176136363636364
2025-06-27,5.767045454545455
2025-06-28,4.375
2025-06-29,6.363636363636364
2025-06-30,3.7784090909090913
2025-07-01,5.170454545454546
2025-07-02,5.767045454545455
2025-07-03,3.579545454545455
2025-07-04,8.352272727272728
2025-07-05,5.568181818181818
2025-07-06,8.948863636363637
2025-07-07,6.960227272727273
2025-07-08,4.772727272727273
2025-07-09,6.562500000000001
2025-07-10,8.948863636363637
2025-07-11,15.113636363636365
2025-07-12,14.119318181818183
2025-07-13,10.937500000000002
2025-07-14,10.142045454545455
2025-07-15,11.335227272727273
2025-07-16,9.943181818181818
2025-07-17,13.323863636363637
2025-07-18,18.09659090909091
2025-07-19,19.28977272727273
2025-07-20,19.886363636363637
2025-07-21,16.107954545454547
2025-07-22,14.517045454545455
2025-07-23,13.920454545454547
2025-07-24,10.738636363636365
2025-07-25,10.738636363636365
2025-07-26,10.539772727272728
2025-07-27,10.142045454545455
2025-07-28,12.13068181818182
2025-07-29,13.920454545454547
2025-07-30,11.136363636363637
2025-07-31,14.119318181818183
2025-08-01,13.522727272727273
2025-08-02,13.72159090909091
2025-08-03,12.13068181818182
2025-08-04,11.335227272727273
2025-08-05,11.136363636363637
2025-08-06,9.545454545454547
2025-08-07,7.755681818181819
2025-08-08,7.954545454545455
2025-08-09,10.142045454545455
2025-08-10,7.15909090909091
2025-08-11,7.357954545454546
2025-08-12,5.965909090909092
2025-08-13,7.15909090909091
2025-08-14,6.363636363636364
2025-08-15,4.971590909090909
2025-08-16,7.954545454545455
2025-08-17,7.15909090909091
2025-08-18,6.363636363636364
2025-08-19,6.761363636363637
2025-08-20,6.562500000000001
2025-08-21,6.960227272727273
2025-08-22,6.761363636363637
2025-08-23,8.153409090909092
2025-08-24,10.738636363636365
2025-08-25,8.352272727272728
2025-08-26,6.1647727272727275
2025-08-27,3.3806818181818183
2025-08-28,4.971590909090909
2025-08-29,4.375
2025-08-30,8.153409090909092
2025-08-31,7.954545454545455
2025-09-01,8.948863636363637
2025-09-02,5.3693181818181825
2025-09-03,6.562500000000001
2025-09-04,5.568181818181818
2025-09-05,5.568181818181818
2025-09-06,7.954545454545455
2025-09-07,7.5568181818181825
2025-09-08,4.772727272727273
2025-09-09,4.375
2025-09-10,3.7784090909090913
2025-09-11,3.9772727272727275
2025-09-12,4.772727272727273
2025-09-13,5.767045454545455
2025-09-14,7.954545454545455
2025-09-15,4.176136363636364
2025-09-16,6.1647727272727275
2025-09-17,5.3693181818181825
2025-09-18,4.573863636363637
2025-09-19,4.573863636363637
2025-09-20,5.965909090909092
2025-09-21,5.965909090909092
2025-09-22,2.3863636363636367
2025-09-23,4.375
2025-09-24,4.971590909090909
2025-09-25,3.7784090909090913
2025-09-26,2.3863636363636367
2025-09-27,3.579545454545455
2025-09-28,5.965909090909092
2025-09-29,4.971590909090909
2025-09-30,4.772727272727273
2025-10-01,3.181818181818182
2025-10-02,3.3806818181818183
2025-10-03,2.784090909090909
2025-10-04,4.176136363636364
2025-10-05,3.9772727272727275
2025-10-06,3.579545454545455
2025-10-07,3.181818181818182
2025-10-08,4.375
2025-10-09,4.573863636363637
2025-10-10,2.585227272727273
2025-10-11,5.170454545454546
2025-10-12,4.971590909090909
2025-10-13,3.7784090909090913
2025-10-14,3.3806818181818183
2025-10-15,3.181818181818182
2025-10-16,4.772727272727273
2025-10-17,3.3806818181818183
2025-10-18,4.176136363636364
2025-10-19,5.170454545454546
2025-10-20,3.579545454545455
2025-10-21,2.982954545454546
2025-10-22,3.9772727272727275
2025-10-23,3.7784090909090913
2025-10-24,2.982954545454546
2025-10-25,4.772727272727273
2025-10-26,5.568181818181818
2025-10-27,4.176136363636364
2025-10-28,4.176136363636364
2025-10-29,4.375
2025-10-30,4.375
2025-10-31,7.15909090909091
2025-11-01,3.7784090909090913
2025-11-02,3.181818181818182
2025-11-03,5.767045454545455
2025-11-04,0.0
2025-11-05,3.7784090909090913
2025-11-06,3.3806818181818183
2025-11-07,3.579545454545455
2025-11-08,4.176136363636364
2025-11-09,4.573863636363637
2025-11-10,2.784090909090909
2025-11-11,4.176136363636364
2025-11-12,3.579545454545455
2025-11-13,4.176136363636364
2025-11-14,3.579545454545455
2025-11-15,3.181818181818182
2025-11-16,2.982954545454546
2025-11-17,0.0
2025-11-18,3.9772727272727275
2025-11-19,2.982954545454546
2025-11-20,2.982954545454546
2025-11-21,4.375
2025-11-22,0.0
2025-11-23,4.176136363636364
2025-11-24,3.3806818181818183
2025-11-25,3.579545454545455
2025-11-26,4.176136363636364
2025-11-27,2.982954545454546
2025-11-28,3.3806818181818183
2025-11-29,0.0
2025-11-30,5.767045454545455
2025-12-01,3.3806818181818183
2025-12-02,3.181818181818182
2025-12-03,3.579545454545455
2025-12-04,2.1875
2025-12-05,2.3863636363636367
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,3.3806818181818183
2025-12-09,1.9886363636363638
2025-12-10,2.1875
2025-12-11,2.7716619318181817
2025-12-12,2.434836647727273
2025-12-13,3.4378551136363638
2025-12-14,2.7716619318181817
2025-12-15,2.626242897727273
2025-12-16,2.817649147727273
2025-12-17,2.151455965909091
2025-12-18,2.626242897727273
2025-12-19,6.209517045454546
2025-12-20,6.783735795454546
2025-12-21,7.357954545454546
2025-12-22,6.546342329545455
2025-12-23,3.345880681818182
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,3.391867897727273
2025-12-28,2.963068181818182
2025-12-29,3.200461647727273
2025-12-30,3.154474431818182
2025-12-31,3.4378551136363638
2026-01-01,5.160511363636363
2026-01-02,4.394886363636363
2026-01-03,4.012073863636363
2026-01-04,3.629261363636364
2026-01-05,2.5802556818181817
2026-01-06,2.7716619318181817
2026-01-07,3.774680397727273
2026-01-08,6.737748579545455
2026-01-09,4.969105113636363
2026-01-10,5.4264914772727275
2026-01-11,5.4264914772727275
2026-01-12,4.690696022727273
2026-01-13,3.311079545454546
2026-01-14,2.483309659090909
2026-01-15,3.03515625
2026-01-16,3.8629261363636367
2026-01-17,3.311079545454546
2026-01-18,3.8629261363636367
2026-01-19,2.9431818181818183
2026-01-20,5.150568181818182
2026-01-21,2.575284090909091
2026-01-22,3.678977272727273
2026-01-23,3.2191051136363638
2026-01-24,3.311079545454546
2026-01-25,7.265980113636364
2026-01-26,3.2191051136363638
2026-01-27,5.05859375
2026-01-28,5.334517045454546
2026-01-29,7.633877840909092
2026-01-30,4.322798295454546
2026-01-31,6.1622869318181825
2026-02-01,4.874644886363637
2026-02-02,5.518465909090909
2026-02-03,3.5870028409090913
2026-02-04,4.4147727272727275
2026-02-05,4.4147727272727275
2026-02-06,3.311079545454546
2026-02-07,4.230823863636364
2026-02-08,3.127130681818182
2026-02-09,3.127130681818182
2026-02-10,2.2993607954545454
2026-02-11,3.5870028409090913
2026-02-12,5.794389204545455
2026-02-13,4.598721590909091
2026-02-14,5.978338068181818
2026-02-15,4.598721590909091
2026-02-16,4.598721590909091
2026-02-17,3.311079545454546
2026-02-18,2.667258522727273
2026-02-19,3.8629261363636367
2026-02-20,6.990056818181818
2026-02-21,9.197443181818182
2026-02-22,6.254261363636364
2026-02-23,5.4264914772727275
2026-02-24,6.622159090909092
2026-02-25,5.150568181818182
2026-02-26,5.05859375
2026-02-27,5.05859375
2026-02-28,4.230823863636364
2026-03-01,6.622159090909092
2026-03-02,5.05859375
2026-03-03,6.346235795454546
2026-03-04,4.782670454545455
2026-03-05,6.898082386363637
2026-03-06,6.622159090909092
2026-03-07,5.886363636363637
2026-03-08,6.254261363636364
2026-03-09,4.966619318181818
2026-03-10,3.7709517045454546
2026-03-11,4.782670454545455
2026-03-12,4.4147727272727275
2026-03-13,5.150568181818182
2026-03-14,3.03515625
2026-03-15,4.782670454545455
2026-03-16,5.242542613636364
2026-03-17,5.242542613636364
2026-03-18,6.1622869318181825
2026-03-19,6.714133522727273
2026-03-20,4.874644886363637
2026-03-21,8.001775568181818
2026-03-22,6.346235795454546
2026-03-23,5.242542613636364
2026-03-24,4.322798295454546
2026-03-25,3.9549005681818183
2026-03-26,5.05859375
2026-03-27,7.1740056818181825
2026-03-28,4.874644886363637
2026-03-29,6.622159090909092
2026-03-30,4.4147727272727275
2026-03-31,4.782670454545455
2026-04-01,5.886363636363637
2026-04-02,6.898082386363637
2026-04-03,7.1740056818181825
2026-04-04,6.254261363636364
2026-04-05,5.334517045454546
2026-04-06,4.322798295454546
2026-04-07,1.8394886363636365
2026-04-08,4.690696022727273
2026-04-09,3.4030539772727275
2026-04-10,4.874644886363637
2026-04-11,5.242542613636364
2026-04-12,5.4264914772727275
2026-04-13,4.782670454545455
2026-04-14,2.9431818181818183
2026-04-15,2.9431818181818183
2026-04-16,2.2073863636363638
2026-04-17,4.782670454545455
2026-04-18,3.678977272727273
2026-04-19,4.966619318181818
2026-04-20,4.782670454545455
2026-04-21,4.506747159090909
2026-04-22,3.4030539772727275
2026-04-23,4.046875
2026-04-24,2.667258522727273
2026-04-25,4.506747159090909
2026-04-26,6.1622869318181825
2026-04-27,3.5870028409090913
2026-04-28,4.782670454545455
2026-04-29,4.4147727272727275
2026-04-30,7.08203125
2026-05-01,6.254261363636364
2026-05-02,6.806107954545455
2026-05-03,9.197443181818182
2026-05-04,7.265980113636364
2026-05-05,5.610440340909091
2026-05-06,4.690696022727273
2026-05-07,5.886363636363637
2026-05-08,5.242542613636364
2026-05-09,4.230823863636364
2026-05-10,7.725852272727273
2026-05-11,4.598721590909091
2026-05-12,4.506747159090909
2026-05-13,4.598721590909091
2026-05-14,6.622159090909092
2026-05-15,5.610440340909091
2026-05-16,8.369673295454547
2026-05-17,4.4147727272727275
2026-05-18,5.886363636363637
2026-05-19,3.8629261363636367
2026-05-20,4.046875
2026-05-21,4.230823863636364
2026-05-22,4.506747159090909
2026-05-23,4.322798295454546
2026-05-24,6.0703125
2026-05-25,5.978338068181818
2026-05-26,5.794389204545455
2026-05-27,4.874644886363637
2026-05-28,3.311079545454546
2026-05-29,4.690696022727273
2026-05-30,7.633877840909092
2026-05-31,5.610440340909091
