Time,candy_montgomery
2023-12-14,0.6077677131157712
2023-12-15,0.3038838565578856
2023-12-16,0.6077677131157712
2023-12-17,0.9116515696736567
2023-12-18,0.6077677131157712
2023-12-19,0.6077677131157712
2023-12-20,0.6077677131157712
2023-12-21,0.9116515696736567
2023-12-22,0.8998967500073775
2023-12-23,0.8868358392670672
2023-12-24,0.8476531070461364
2023-12-25,0.33479467864328655
2023-12-26,1.182447785689423
2023-12-27,0.9129576607476877
2023-12-28,0.9129576607476877
2023-12-29,0.8607140177864466
2023-12-30,1.1955086964297332
2023-12-31,1.3130568930925257
2024-01-01,1.1693868749491125
2024-01-02,1.234691428650664
2024-01-03,1.3130568930925257
2024-01-04,1.182447785689423
2024-01-05,1.182447785689423
2024-01-06,1.7867325892744446
2024-01-07,1.891219875196927
2024-01-08,1.4780597321117788
2024-01-09,1.1693868749491125
2024-01-10,1.234691428650664
2024-01-11,0.9129576607476877
2024-01-12,0.6957111787671937
2024-01-13,0.9913231251895493
2024-01-14,1.5172424643327096
2024-01-15,1.5564251965536404
2024-01-16,1.2608132501312845
2024-01-17,1.2216305179103537
2024-01-18,0.8998967500073775
2024-01-19,0.9129576607476877
2024-01-20,0.8607140177864466
2024-01-21,1.2538474310697858
2024-01-22,0.8097764658992366
2024-01-23,0.6269237155348929
2024-01-24,0.7052891799767544
2024-01-25,0.5224364296124108
2024-01-26,0.4440709651705491
2024-01-27,0.679167358496134
2024-01-28,0.8620201088604778
2024-01-29,0.8097764658992366
2024-01-30,1.515065645875991
2024-01-31,0.9926292162635804
2024-02-01,0.679167358496134
2024-02-02,0.5224364296124108
2024-02-03,0.6269237155348929
2024-02-04,1.1493601451473037
2024-02-05,0.7575328229379955
2024-02-06,0.6530455370155134
2024-02-07,0.6008018940542723
2024-02-08,0.5485582510930312
2024-02-09,0.4963146081317902
2024-02-10,0.6008018940542723
2024-02-11,0.9142637518217188
2024-02-12,0.6530455370155134
2024-02-13,0.4440709651705491
2024-02-14,0.339583679248067
2024-02-15,0.339583679248067
2024-02-16,0.4179491436899286
2024-02-17,0.5746800725736518
2024-02-18,0.6530455370155134
2024-02-19,0.8620201088604778
2024-02-20,0.4440709651705491
2024-02-21,0.5485582510930312
2024-02-22,0.31346185776744645
2024-02-23,0.3657055007286875
2024-02-24,0.0
2024-02-25,0.6269237155348929
2024-02-26,0.679167358496134
2024-02-27,0.4179491436899286
2024-02-28,0.4440709651705491
2024-02-29,0.339583679248067
2024-03-01,0.0
2024-03-02,0.5224364296124108
2024-03-03,0.6530455370155134
2024-03-04,0.6008018940542723
2024-03-05,0.679167358496134
2024-03-06,0.4963146081317902
2024-03-07,0.3657055007286875
2024-03-08,0.339583679248067
2024-03-09,0.8097764658992366
2024-03-10,0.5746800725736518
2024-03-11,0.4179491436899286
2024-03-12,0.0
2024-03-13,0.4179491436899286
2024-03-14,0.3657055007286875
2024-03-15,0.4440709651705491
2024-03-16,0.39182732220930805
2024-03-17,0.5746800725736518
2024-03-18,0.2873400362868259
2024-03-19,0.2612182148062054
2024-03-20,0.4179491436899286
2024-03-21,0.3657055007286875
2024-03-22,0.0
2024-03-23,0.3657055007286875
2024-03-24,0.47019278665116965
2024-03-25,0.4440709651705491
2024-03-26,0.2873400362868259
2024-03-27,0.31346185776744645
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.339583679248067
2024-03-31,0.47019278665116965
2024-04-01,0.3657055007286875
2024-04-02,0.0
2024-04-03,0.339583679248067
2024-04-04,0.2873400362868259
2024-04-05,0.2873400362868259
2024-04-06,0.47019278665116965
2024-04-07,0.39182732220930805
2024-04-08,0.31346185776744645
2024-04-09,0.39182732220930805
2024-04-10,0.2873400362868259
2024-04-11,0.2612182148062054
2024-04-12,0.0
2024-04-13,0.31346185776744645
2024-04-14,0.0
2024-04-15,0.0
2024-04-16,0.2873400362868259
2024-04-17,0.5485582510930312
2024-04-18,0.0
2024-04-19,0.2873400362868259
2024-04-20,0.0
2024-04-21,0.6008018940542723
2024-04-22,0.339583679248067
2024-04-23,0.39182732220930805
2024-04-24,0.31346185776744645
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.4179491436899286
2024-04-28,0.4440709651705491
2024-04-29,0.5224364296124108
2024-04-30,0.2873400362868259
2024-05-01,0.339583679248067
2024-05-02,0.0
2024-05-03,0.2873400362868259
2024-05-04,0.0
2024-05-05,0.339583679248067
2024-05-06,0.0
2024-05-07,0.31346185776744645
2024-05-08,0.339583679248067
2024-05-09,0.3657055007286875
2024-05-10,0.31346185776744645
2024-05-11,0.0
2024-05-12,0.39182732220930805
2024-05-13,0.2873400362868259
2024-05-14,0.339583679248067
2024-05-15,0.39182732220930805
2024-05-16,0.31346185776744645
2024-05-17,0.0
2024-05-18,0.5485582510930312
2024-05-19,0.0
2024-05-20,0.3657055007286875
2024-05-21,0.0
2024-05-22,0.339583679248067
2024-05-23,0.0
2024-05-24,0.4440709651705491
2024-05-25,0.47019278665116965
2024-05-26,0.5224364296124108
2024-05-27,0.5485582510930312
2024-05-28,0.4440709651705491
2024-05-29,0.4179491436899286
2024-05-30,0.9665073947829599
2024-05-31,1.750162039201576
2024-06-01,2.6121821480620535
2024-06-02,1.7762838606821965
2024-06-03,1.3322128955116475
2024-06-04,0.8358982873798572
2024-06-05,0.5224364296124108
2024-06-06,0.339583679248067
2024-06-07,0.5224364296124108
2024-06-08,0.4179491436899286
2024-06-09,0.6530455370155134
2024-06-10,0.5746800725736518
2024-06-11,0.9665073947829599
2024-06-12,0.7052891799767544
2024-06-13,0.5224364296124108
2024-06-14,0.5224364296124108
2024-06-15,0.4179491436899286
2024-06-16,0.5224364296124108
2024-06-17,0.0
2024-06-18,0.5485582510930312
2024-06-19,0.6269237155348929
2024-06-20,0.7052891799767544
2024-06-21,0.31346185776744645
2024-06-22,0.5224364296124108
2024-06-23,0.4440709651705491
2024-06-24,0.339583679248067
2024-06-25,0.339583679248067
2024-06-26,0.3657055007286875
2024-06-27,0.4179491436899286
2024-06-28,0.0
2024-06-29,0.39182732220930805
2024-06-30,0.679167358496134
2024-07-01,0.39182732220930805
2024-07-02,0.0
2024-07-03,0.31346185776744645
2024-07-04,0.339583679248067
2024-07-05,0.47019278665116965
2024-07-06,0.5224364296124108
2024-07-07,0.9665073947829599
2024-07-08,0.39182732220930805
2024-07-09,0.0
2024-07-10,0.4179491436899286
2024-07-11,0.3657055007286875
2024-07-12,0.0
2024-07-13,0.4440709651705491
2024-07-14,0.39182732220930805
2024-07-15,0.4963146081317902
2024-07-16,0.4179491436899286
2024-07-17,0.4179491436899286
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.4440709651705491
2024-07-22,0.31346185776744645
2024-07-23,0.4440709651705491
2024-07-24,0.31346185776744645
2024-07-25,0.3657055007286875
2024-07-26,0.39182732220930805
2024-07-27,0.339583679248067
2024-07-28,0.0
2024-07-29,0.47019278665116965
2024-07-30,0.31346185776744645
2024-07-31,0.339583679248067
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.47019278665116965
2024-08-05,0.339583679248067
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.3657055007286875
2024-08-09,0.31346185776744645
2024-08-10,0.339583679248067
2024-08-11,0.4179491436899286
2024-08-12,0.0
2024-08-13,0.3657055007286875
2024-08-14,0.0
2024-08-15,0.2873400362868259
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,0.4440709651705491
2024-08-19,0.3731688782945791
2024-08-20,0.0
2024-08-21,0.5728142281821789
2024-08-22,0.4204369362118925
2024-08-23,0.0
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,0.0
2024-08-27,0.28112055498191624
2024-08-28,0.4440709651705491
2024-08-29,0.0
2024-08-30,0.36259576007623273
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,0.0
2024-09-03,0.31532770215891937
2024-09-04,0.0
2024-09-05,0.34953484933592244
2024-09-06,0.0
2024-09-07,0.0
2024-09-08,0.677923462235152
2024-09-09,0.2916936732002627
2024-09-10,0.0
2024-09-11,0.0
2024-09-12,0.0
2024-09-13,0.304754583940573
2024-09-14,0.40986381799354604
2024-09-15,0.31532770215891937
2024-09-16,0.0
2024-09-17,0.3594860194237779
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.3171935465503922
2024-09-21,0.42292472873385634
2024-09-22,0.5075096744806276
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.29604731011369945
2024-09-28,1.036165585397948
2024-09-29,1.6494064420620396
2024-09-30,0.6343870931007844
2024-10-01,0.6555333295374773
2024-10-02,0.5286559109173204
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.3171935465503922
2024-10-07,0.0
2024-10-08,0.0
2024-10-09,0.29604731011369945
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.3171935465503922
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,0.0
2024-10-22,0.29604731011369945
2024-10-23,0.0
2024-10-24,0.3594860194237779
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,0.0
2024-10-29,0.42292472873385634
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-09,0.0
2024-11-10,0.38063225586047067
2024-11-11,0.29604731011369945
2024-11-12,0.0
2024-11-13,0.33833978298708506
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.3594860194237779
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.5498021473540132
2024-11-29,0.0
2024-11-30,0.0
