Time,candy_montgomery
2024-12-01,0.4017784922971635
2024-12-02,0.3594860194237779
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.3594860194237779
2024-12-08,0.0
2024-12-09,0.29604731011369945
2024-12-10,0.29604731011369945
2024-12-11,0.29604731011369945
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.33833978298708506
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.4863634380439348
2024-12-23,0.3171935465503922
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.42292472873385634
2024-12-28,0.570948383790706
2024-12-29,0.6343870931007844
2024-12-30,0.9304344032144839
2024-12-31,0.4863634380439348
2025-01-01,0.0
2025-01-02,0.5075096744806276
2025-01-03,0.38063225586047067
2025-01-04,0.0
2025-01-05,0.7612645117209413
2025-01-06,0.5075096744806276
2025-01-07,0.5075096744806276
2025-01-08,0.2749010736770066
2025-01-09,0.3171935465503922
2025-01-10,0.42292472873385634
2025-01-11,0.42292472873385634
2025-01-12,0.42292472873385634
2025-01-13,0.33833978298708506
2025-01-14,0.0
2025-01-15,0.2749010736770066
2025-01-16,0.33833978298708506
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.3171935465503922
2025-01-22,0.0
2025-01-23,0.4017784922971635
2025-01-24,0.0
2025-01-25,0.38063225586047067
2025-01-26,0.38063225586047067
2025-01-27,0.2537548372403138
2025-01-28,0.0
2025-01-29,0.29604731011369945
2025-01-30,0.0
2025-01-31,0.29604731011369945
2025-02-01,0.42292472873385634
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.4017784922971635
2025-02-05,0.46521720160724195
2025-02-06,2.114623643669282
2025-02-07,0.7612645117209413
2025-02-08,0.7612645117209413
2025-02-09,1.1630430040181048
2025-02-10,0.7824107481576342
2025-02-11,0.42292472873385634
2025-02-12,0.6343870931007844
2025-02-13,0.38063225586047067
2025-02-14,0.4863634380439348
2025-02-15,0.38063225586047067
2025-02-16,0.570948383790706
2025-02-17,0.570948383790706
2025-02-18,0.42292472873385634
2025-02-19,0.3171935465503922
2025-02-20,0.4017784922971635
2025-02-21,0.0
2025-02-22,0.33833978298708506
2025-02-23,0.6132408566640917
2025-02-24,0.0
2025-02-25,0.42292472873385634
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.4440709651705491
2025-03-08,0.0
2025-03-09,0.3171935465503922
2025-03-10,0.0
2025-03-11,0.33833978298708506
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.2749010736770066
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.42292472873385634
2025-03-26,0.9304344032144839
2025-03-27,0.6343870931007844
2025-03-28,0.4440709651705491
2025-03-29,0.38063225586047067
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,0.2749010736770066
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.2749010736770066
2025-04-10,0.2749010736770066
2025-04-11,0.3594860194237779
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.33833978298708506
2025-04-15,0.0
2025-04-16,0.0
2025-04-17,0.2601478854653605
2025-04-18,0.2601478854653605
2025-04-19,0.0
2025-04-20,0.664139355994271
2025-04-21,0.0
2025-04-22,0.0
2025-04-23,0.4039914705289105
2025-04-24,0.0
2025-04-25,0.0
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,0.2601478854653605
2025-04-29,0.0
2025-04-30,0.0
2025-05-01,0.0
2025-05-02,0.0
2025-05-03,0.0
2025-05-04,0.4145645887472569
2025-05-05,0.23900164902866766
2025-05-06,0.0
2025-05-07,0.24957476724701405
2025-05-08,0.42513770696560327
2025-05-09,0.0
2025-05-10,0.0
2025-05-11,0.0
2025-05-12,0.0
2025-05-13,0.42513770696560327
2025-05-14,0.42513770696560327
2025-05-15,0.0
2025-05-16,0.44849692163404303
2025-05-17,0.44849692163404303
2025-05-18,0.44849692163404303
2025-05-19,0.44849692163404303
2025-05-20,0.44849692163404303
2025-05-21,0.44849692163404303
2025-05-22,0.22424846081702152
2025-05-23,0.22424846081702152
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,0.44849692163404303
2025-05-28,0.22424846081702152
2025-05-29,0.44849692163404303
2025-05-30,0.44849692163404303
2025-05-31,0.22424846081702152
2025-06-01,0.8969938432680861
2025-06-02,2.690981529804258
2025-06-03,1.5697392257191507
2025-06-04,0.8969938432680861
2025-06-05,1.5697392257191507
2025-06-06,1.345490764902129
2025-06-07,1.1212423040851076
2025-06-08,0.8969938432680861
2025-06-09,1.345490764902129
2025-06-10,0.6727453824510645
2025-06-11,0.44849692163404303
2025-06-12,0.44849692163404303
2025-06-13,0.44849692163404303
2025-06-14,0.44849692163404303
2025-06-15,0.22424846081702152
2025-06-16,0.44849692163404303
2025-06-17,0.44849692163404303
2025-06-18,0.22424846081702152
2025-06-19,0.44849692163404303
2025-06-20,0.6727453824510645
2025-06-21,0.44849692163404303
2025-06-22,0.44849692163404303
2025-06-23,0.44849692163404303
2025-06-24,0.0
2025-06-25,0.44849692163404303
2025-06-26,0.44849692163404303
2025-06-27,0.44849692163404303
2025-06-28,0.0
2025-06-29,0.44849692163404303
2025-06-30,0.22424846081702152
2025-07-01,0.22424846081702152
2025-07-02,0.44849692163404303
2025-07-03,0.0
2025-07-04,0.44849692163404303
2025-07-05,0.0
2025-07-06,0.44849692163404303
2025-07-07,0.44849692163404303
2025-07-08,0.0
2025-07-09,0.44849692163404303
2025-07-10,0.22424846081702152
2025-07-11,0.44849692163404303
2025-07-12,0.44849692163404303
2025-07-13,0.44849692163404303
2025-07-14,0.22424846081702152
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.22424846081702152
2025-07-19,0.44849692163404303
2025-07-20,0.0
2025-07-21,0.44849692163404303
2025-07-22,0.22424846081702152
2025-07-23,0.22424846081702152
2025-07-24,0.44849692163404303
2025-07-25,0.0
2025-07-26,0.44849692163404303
2025-07-27,0.44849692163404303
2025-07-28,0.0
2025-07-29,0.22424846081702152
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.0
2025-08-02,0.44849692163404303
2025-08-03,0.44849692163404303
2025-08-04,0.6727453824510645
2025-08-05,0.44849692163404303
2025-08-06,0.44849692163404303
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.44849692163404303
2025-08-14,0.44849692163404303
2025-08-15,0.0
2025-08-16,0.0
2025-08-17,0.44849692163404303
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.44849692163404303
2025-08-23,0.44849692163404303
2025-08-24,0.44849692163404303
2025-08-25,0.22424846081702152
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.6727453824510645
2025-09-02,0.44849692163404303
2025-09-03,0.0
2025-09-04,0.6727453824510645
2025-09-05,0.6727453824510645
2025-09-06,0.6727453824510645
2025-09-07,0.44849692163404303
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.22424846081702152
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.44849692163404303
2025-09-15,0.22424846081702152
2025-09-16,0.0
2025-09-17,0.44849692163404303
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,0.44849692163404303
2025-09-22,0.6727453824510645
2025-09-23,0.44849692163404303
2025-09-24,0.0
2025-09-25,0.44849692163404303
2025-09-26,0.44849692163404303
2025-09-27,0.0
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,0.44849692163404303
2025-10-01,0.44849692163404303
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,0.44849692163404303
2025-10-08,0.0
2025-10-09,0.6727453824510645
2025-10-10,0.44849692163404303
2025-10-11,0.6727453824510645
2025-10-12,0.0
2025-10-13,0.22424846081702152
2025-10-14,0.0
2025-10-15,0.0
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,0.0
2025-10-21,0.44849692163404303
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,0.22424846081702152
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,0.44849692163404303
2025-10-28,0.44849692163404303
2025-10-29,0.22424846081702152
2025-10-30,0.0
2025-10-31,0.44849692163404303
2025-11-01,0.44849692163404303
2025-11-02,0.8969938432680861
2025-11-03,0.44849692163404303
2025-11-04,0.6727453824510645
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,0.0
2025-11-11,0.44849692163404303
2025-11-12,0.22424846081702152
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.44849692163404303
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.22424846081702152
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.44849692163404303
2025-12-01,1.1212423040851076
2025-12-02,5.157714598791495
2025-12-03,7.624447667778732
2025-12-04,9.866932275948948
2025-12-05,11.436671501668098
2025-12-06,19.06111916944683
2025-12-07,22.424846081702153
2025-12-08,18.612622247812787
2025-12-09,17.93987686536172
2025-12-10,16.14588917882555
2025-12-11,13.933474977669315
2025-12-12,12.61293625262985
2025-12-13,14.37365455268247
2025-12-14,13.493295402656159
2025-12-15,9.20362388293312
2025-12-16,8.067186426367545
2025-12-17,6.050389819775658
2025-12-18,5.682187282827881
2025-12-19,5.242007707814727
2025-12-20,6.050389819775658
2025-12-21,5.242007707814727
2025-12-22,3.9616161751183943
2025-12-23,3.5214366001052397
2025-12-24,3.5934136381706177
2025-12-25,2.088773644657264
2025-12-26,3.4093123696967287
2025-12-27,5.354131938223237
2025-12-28,5.7943115132363925
2025-12-29,5.354131938223237
2025-12-30,4.657874056670815
2025-12-31,4.657874056670815
2026-01-01,4.033593213183773
2026-01-02,5.242007707814727
2026-01-03,5.610210244762504
2026-01-04,5.7943115132363925
2026-01-05,3.665390676235995
2026-01-06,3.3373353316313508
2026-01-07,3.3373353316313508
2026-01-08,3.1532340631574627
2026-01-09,2.7130544881443073
2026-01-10,3.5988519032688906
2026-01-11,3.742805979399646
2026-01-12,2.4472192942228457
2026-01-13,2.591173370353601
2026-01-14,2.159311141961334
2026-01-15,1.871402989699823
2026-01-16,2.0153570658305786
2026-01-17,3.023035598745868
2026-01-18,3.023035598745868
2026-01-19,3.310943751007379
2026-01-20,2.30326521809209
2026-01-21,2.30326521809209
2026-01-22,2.0153570658305786
2026-01-23,2.0153570658305786
2026-01-24,3.1669896748766235
2026-01-25,4.462576360053424
2026-01-26,3.742805979399646
2026-01-27,2.8790815226151123
2026-01-28,2.591173370353601
2026-01-29,2.591173370353601
2026-01-30,1.871402989699823
2026-01-31,2.8790815226151123
2026-02-01,3.1669896748766235
2026-02-02,2.4472192942228457
2026-02-03,2.30326521809209
2026-02-04,1.871402989699823
2026-02-05,1.871402989699823
2026-02-06,1.5834948374383118
2026-02-07,2.4472192942228457
2026-02-08,2.30326521809209
2026-02-09,1.2955866851768005
2026-02-10,1.871402989699823
2026-02-11,1.7274489135690674
2026-02-12,1.5834948374383118
2026-02-13,1.0076785329152893
2026-02-14,1.2955866851768005
2026-02-15,2.159311141961334
2026-02-16,1.7274489135690674
2026-02-17,1.2955866851768005
2026-02-18,1.151632609046045
2026-02-19,1.0076785329152893
2026-02-20,1.0076785329152893
2026-02-21,1.2955866851768005
2026-02-22,1.5834948374383118
2026-02-23,1.4395407613075561
2026-02-24,1.151632609046045
2026-02-25,0.8637244567845337
2026-02-26,1.2955866851768005
2026-02-27,0.7197703806537781
2026-02-28,0.8637244567845337
2026-03-01,1.151632609046045
2026-03-02,1.0076785329152893
2026-03-03,0.7197703806537781
2026-03-04,1.151632609046045
2026-03-05,0.8637244567845337
2026-03-06,0.8637244567845337
2026-03-07,1.2955866851768005
2026-03-08,1.4395407613075561
2026-03-09,1.151632609046045
2026-03-10,0.8637244567845337
2026-03-11,0.8637244567845337
2026-03-12,1.0076785329152893
2026-03-13,1.0076785329152893
2026-03-14,0.8637244567845337
2026-03-15,1.7274489135690674
2026-03-16,1.151632609046045
2026-03-17,1.0076785329152893
2026-03-18,1.151632609046045
2026-03-19,0.7197703806537781
2026-03-20,0.8637244567845337
2026-03-21,1.151632609046045
2026-03-22,0.8637244567845337
2026-03-23,1.151632609046045
2026-03-24,1.0076785329152893
2026-03-25,0.8637244567845337
2026-03-26,1.0076785329152893
2026-03-27,0.8637244567845337
2026-03-28,1.0076785329152893
2026-03-29,1.2955866851768005
2026-03-30,0.7197703806537781
2026-03-31,1.0076785329152893
2026-04-01,0.8637244567845337
2026-04-02,0.5758163045230225
2026-04-03,0.8637244567845337
2026-04-04,0.8637244567845337
2026-04-05,0.7197703806537781
2026-04-06,0.8637244567845337
2026-04-07,0.5758163045230225
2026-04-08,0.5758163045230225
2026-04-09,0.5758163045230225
2026-04-10,0.5758163045230225
2026-04-11,0.5758163045230225
2026-04-12,0.5758163045230225
2026-04-13,0.7197703806537781
2026-04-14,0.5758163045230225
2026-04-15,0.43186222839226684
2026-04-16,0.5758163045230225
2026-04-17,0.5758163045230225
2026-04-18,0.7197703806537781
2026-04-19,0.8637244567845337
2026-04-20,0.5758163045230225
2026-04-21,0.7197703806537781
2026-04-22,0.43186222839226684
2026-04-23,0.5758163045230225
2026-04-24,0.7197703806537781
2026-04-25,0.5758163045230225
2026-04-26,0.7197703806537781
2026-04-27,0.28790815226151123
2026-04-28,0.5758163045230225
2026-04-29,0.43186222839226684
2026-04-30,0.7197703806537781
2026-05-01,0.5758163045230225
2026-05-02,0.43186222839226684
2026-05-03,0.5758163045230225
2026-05-04,0.43186222839226684
2026-05-05,0.43186222839226684
2026-05-06,0.28790815226151123
2026-05-07,0.5758163045230225
2026-05-08,0.43186222839226684
2026-05-09,0.7197703806537781
2026-05-10,0.5758163045230225
2026-05-11,0.5758163045230225
2026-05-12,0.5758163045230225
2026-05-13,0.43186222839226684
2026-05-14,0.43186222839226684
2026-05-15,0.5758163045230225
2026-05-16,0.0
2026-05-17,0.43186222839226684
2026-05-18,0.5758163045230225
2026-05-19,0.5758163045230225
2026-05-20,0.5758163045230225
2026-05-21,0.5758163045230225
2026-05-22,0.0
2026-05-23,0.5758163045230225
2026-05-24,0.8637244567845337
2026-05-25,0.8637244567845337
2026-05-26,0.7197703806537781
2026-05-27,0.5758163045230225
2026-05-28,0.7197703806537781
2026-05-29,0.7197703806537781
2026-05-30,1.0076785329152893
2026-05-31,0.7197703806537781
