Time,hobby_lobby
2024-09-24,35.1277195027195
2024-09-25,34.094551282051285
2024-09-26,34.094551282051285
2024-09-27,37.19405594405595
2024-09-28,56.824252136752136
2024-09-29,35.1277195027195
2024-09-30,36.160887723387724
2024-10-01,36.160887723387724
2024-10-02,35.1277195027195
2024-10-03,34.094551282051285
2024-10-04,42.35989704739705
2024-10-05,55.79108391608391
2024-10-06,38.22722416472416
2024-10-07,34.094551282051285
2024-10-08,33.06138306138306
2024-10-09,33.06138306138306
2024-10-10,36.160887723387724
2024-10-11,44.42623348873349
2024-10-12,63.02326146076146
2024-10-13,38.22722416472416
2024-10-14,47.52573815073815
2024-10-15,40.29356060606061
2024-10-16,38.22722416472416
2024-10-17,39.260392385392386
2024-10-18,47.52573815073815
2024-10-19,60.95692501942502
2024-10-20,37.19405594405595
2024-10-21,37.19405594405595
2024-10-22,39.260392385392386
2024-10-23,41.326728826728825
2024-10-24,44.42623348873349
2024-10-25,49.592074592074596
2024-10-26,65.0895979020979
2024-10-27,40.29356060606061
2024-10-28,45.45940170940171
2024-10-29,44.42623348873349
2024-10-30,48.55890637140637
2024-10-31,41.326728826728825
2024-11-01,53.724747474747474
2024-11-02,86.78613053613054
2024-11-03,63.02326146076146
2024-11-04,59.9237567987568
2024-11-05,51.658411033411035
2024-11-06,34.094551282051285
2024-11-07,52.69157925407925
2024-11-08,68.18910256410257
2024-11-09,95.0514763014763
2024-11-10,74.3881118881119
2024-11-11,79.55395299145299
2024-11-12,58.890588578088575
2024-11-13,52.69157925407925
2024-11-14,57.85742035742036
2024-11-15,60.95692501942502
2024-11-16,91.95197163947164
2024-11-17,70.255439005439
2024-11-18,58.890588578088575
2024-11-19,57.85742035742036
2024-11-20,54.7579156954157
2024-11-21,52.69157925407925
2024-11-22,58.890588578088575
2024-11-23,88.85246697746697
2024-11-24,67.15593434343434
2024-11-25,68.18910256410257
2024-11-26,61.99009324009324
2024-11-27,67.15593434343434
2024-11-28,44.42623348873349
2024-11-29,103.31682206682207
2024-11-30,92.98513986013987
2024-12-01,68.18910256410257
2024-12-02,59.9237567987568
2024-12-03,58.890588578088575
2024-12-04,56.824252136752136
2024-12-05,54.7579156954157
2024-12-06,59.9237567987568
2024-12-07,80.58712121212122
2024-12-08,59.9237567987568
2024-12-09,52.69157925407925
2024-12-10,51.658411033411035
2024-12-11,49.592074592074596
2024-12-12,48.55890637140637
2024-12-13,52.69157925407925
2024-12-14,74.3881118881119
2024-12-15,47.52573815073815
2024-12-16,53.724747474747474
2024-12-17,52.69157925407925
2024-12-18,50.62524281274281
2024-12-19,52.69157925407925
2024-12-20,54.7579156954157
2024-12-21,71.28860722610723
2024-12-22,50.62524281274281
2024-12-23,70.255439005439
2024-12-24,77.48761655011656
2024-12-25,30.99504662004662
2024-12-26,76.45444832944833
2024-12-27,57.85742035742036
2024-12-28,58.890588578088575
2024-12-29,44.42623348873349
2024-12-30,55.79108391608391
2024-12-31,60.95692501942502
2025-01-01,77.48761655011656
2025-01-02,60.95692501942502
2025-01-03,57.85742035742036
2025-01-04,63.02326146076146
2025-01-05,38.22722416472416
2025-01-06,29.9618783993784
2025-01-07,29.9618783993784
2025-01-08,28.92871017871018
2025-01-09,28.92871017871018
2025-01-10,27.895541958041957
2025-01-11,45.45940170940171
2025-01-12,36.160887723387724
2025-01-13,27.895541958041957
2025-01-14,27.895541958041957
2025-01-15,27.895541958041957
2025-01-16,29.9618783993784
2025-01-17,34.094551282051285
2025-01-18,47.52573815073815
2025-01-19,28.92871017871018
2025-01-20,36.160887723387724
2025-01-21,27.895541958041957
2025-01-22,25.829205516705517
2025-01-23,26.862373737373737
2025-01-24,28.92871017871018
2025-01-25,46.49256993006993
2025-01-26,32.02821484071484
2025-01-27,27.895541958041957
2025-01-28,26.862373737373737
2025-01-29,25.829205516705517
2025-01-30,27.895541958041957
2025-01-31,29.9618783993784
2025-02-01,41.326728826728825
2025-02-02,32.02821484071484
2025-02-03,27.895541958041957
2025-02-04,30.99504662004662
2025-02-05,27.895541958041957
2025-02-06,28.92871017871018
2025-02-07,34.094551282051285
2025-02-08,46.49256993006993
2025-02-09,28.92871017871018
2025-02-10,27.895541958041957
2025-02-11,29.9618783993784
2025-02-12,27.895541958041957
2025-02-13,32.02821484071484
2025-02-14,33.06138306138306
2025-02-15,40.29356060606061
2025-02-16,32.02821484071484
2025-02-17,33.06138306138306
2025-02-18,27.895541958041957
2025-02-19,27.895541958041957
2025-02-20,26.862373737373737
2025-02-21,30.99504662004662
2025-02-22,44.42623348873349
2025-02-23,33.06138306138306
2025-02-24,29.9618783993784
2025-02-25,28.92871017871018
2025-02-26,27.895541958041957
2025-02-27,27.895541958041957
2025-02-28,29.9618783993784
2025-03-01,43.39306526806527
2025-03-02,29.9618783993784
2025-03-03,27.895541958041957
2025-03-04,27.895541958041957
2025-03-05,26.862373737373737
2025-03-06,26.862373737373737
2025-03-07,29.9618783993784
2025-03-08,44.42623348873349
2025-03-09,28.92871017871018
2025-03-10,28.92871017871018
2025-03-11,29.9618783993784
2025-03-12,28.92871017871018
2025-03-13,26.862373737373737
2025-03-14,29.9618783993784
2025-03-15,39.260392385392386
2025-03-16,29.9618783993784
2025-03-17,27.895541958041957
2025-03-18,29.9618783993784
2025-03-19,27.895541958041957
2025-03-20,26.862373737373737
2025-03-21,29.9618783993784
2025-03-22,41.326728826728825
2025-03-23,32.02821484071484
2025-03-24,29.9618783993784
2025-03-25,26.862373737373737
2025-03-26,26.862373737373737
2025-03-27,28.92871017871018
2025-03-28,29.9618783993784
2025-03-29,39.260392385392386
2025-03-30,27.895541958041957
2025-03-31,27.895541958041957
2025-04-01,26.862373737373737
2025-04-02,24.796037296037298
2025-04-03,26.862373737373737
2025-04-04,29.9618783993784
2025-04-05,42.35989704739705
2025-04-06,33.06138306138306
2025-04-07,26.862373737373737
2025-04-08,26.862373737373737
2025-04-09,25.829205516705517
2025-04-10,27.895541958041957
2025-04-11,32.02821484071484
2025-04-12,43.39306526806527
2025-04-13,26.862373737373737
2025-04-14,28.92871017871018
2025-04-15,28.890444689055798
2025-04-16,29.9618783993784
2025-04-17,30.478462509712507
2025-04-18,34.764197351002906
2025-04-19,41.1927996129385
2025-04-20,24.08812573743129
2025-04-21,29.9618783993784
2025-04-22,26.747577268410602
2025-04-23,26.747577268410602
2025-04-24,25.676143558088
2025-04-25,29.9618783993784
2025-04-26,40.121365902615906
2025-04-27,26.747577268410602
2025-04-28,29.40702879938991
2025-04-29,31.033312109700994
2025-04-30,28.890444689055798
2025-05-01,29.9618783993784
2025-05-02,32.104745820023595
2025-05-03,45.47853445422889
2025-05-04,32.104745820023595
2025-05-05,31.033312109700994
2025-05-06,31.033312109700994
2025-05-07,29.9618783993784
2025-05-08,33.1761795303462
2025-05-09,35.31904695099139
2025-05-10,50.28085340585341
2025-05-11,28.890444689055798
2025-05-12,29.9618783993784
2025-05-13,31.033312109700994
2025-05-14,29.9618783993784
2025-05-15,31.071577599355372
2025-05-16,33.29097599930933
2025-05-17,44.38796799907911
2025-05-18,31.071577599355372
2025-05-19,32.18127679933235
2025-05-20,31.071577599355372
2025-05-21,32.18127679933235
2025-05-22,32.18127679933235
2025-05-23,34.400675199286304
2025-05-24,45.49766719905608
2025-05-25,32.18127679933235
2025-05-26,64.3625535986647
2025-05-27,35.510374399263284
2025-05-28,32.18127679933235
2025-05-29,31.071577599355372
2025-05-30,34.400675199286304
2025-05-31,43.27826879910213
2025-06-01,29.961878399378396
2025-06-02,32.18127679933235
2025-06-03,32.18127679933235
2025-06-04,33.29097599930933
2025-06-05,31.071577599355372
2025-06-06,35.510374399263284
2025-06-07,42.16856959912515
2025-06-08,27.74247999942444
2025-06-09,33.29097599930933
2025-06-10,31.071577599355372
2025-06-11,33.29097599930933
2025-06-12,32.18127679933235
2025-06-13,33.29097599930933
2025-06-14,41.05887039914817
2025-06-15,28.85217919940142
2025-06-16,28.85217919940142
2025-06-17,29.961878399378396
2025-06-18,31.071577599355372
2025-06-19,32.18127679933235
2025-06-20,32.18127679933235
2025-06-21,37.72977279921724
2025-06-22,27.74247999942444
2025-06-23,28.85217919940142
2025-06-24,28.85217919940142
2025-06-25,28.85217919940142
2025-06-26,32.18127679933235
2025-06-27,34.400675199286304
2025-06-28,39.9491711991712
2025-06-29,28.85217919940142
2025-06-30,33.29097599930933
2025-07-01,31.071577599355372
2025-07-02,32.18127679933235
2025-07-03,38.83947199919422
2025-07-04,48.826764798987014
2025-07-05,41.05887039914817
2025-07-06,32.18127679933235
2025-07-07,34.400675199286304
2025-07-08,34.400675199286304
2025-07-09,34.400675199286304
2025-07-10,32.18127679933235
2025-07-11,37.72977279921724
2025-07-12,43.27826879910213
2025-07-13,35.510374399263284
2025-07-14,35.510374399263284
2025-07-15,35.510374399263284
2025-07-16,34.400675199286304
2025-07-17,37.72977279921724
2025-07-18,45.49766719905608
2025-07-19,47.71706559901004
2025-07-20,33.29097599930933
2025-07-21,37.72977279921724
2025-07-22,37.72977279921724
2025-07-23,36.620073599240264
2025-07-24,34.400675199286304
2025-07-25,38.83947199919422
2025-07-26,48.826764798987014
2025-07-27,32.18127679933235
2025-07-28,36.620073599240264
2025-07-29,36.620073599240264
2025-07-30,34.400675199286304
2025-07-31,34.400675199286304
2025-08-01,39.9491711991712
2025-08-02,56.59465919882586
2025-08-03,37.72977279921724
2025-08-04,43.27826879910213
2025-08-05,44.38796799907911
2025-08-06,46.60736639903306
2025-08-07,38.83947199919422
2025-08-08,44.38796799907911
2025-08-09,56.59465919882586
2025-08-10,39.9491711991712
2025-08-11,42.16856959912515
2025-08-12,36.620073599240264
2025-08-13,37.72977279921724
2025-08-14,38.83947199919422
2025-08-15,42.16856959912515
2025-08-16,63.252854398687724
2025-08-17,38.83947199919422
2025-08-18,53.26556159889493
2025-08-19,44.38796799907911
2025-08-20,41.05887039914817
2025-08-21,37.72977279921724
2025-08-22,42.16856959912515
2025-08-23,64.3625535986647
2025-08-24,35.510374399263284
2025-08-25,39.9491711991712
2025-08-26,36.620073599240264
2025-08-27,33.29097599930933
2025-08-28,36.620073599240264
2025-08-29,41.05887039914817
2025-08-30,58.81405759877981
2025-08-31,45.49766719905608
2025-09-01,88.77593599815822
2025-09-02,44.38796799907911
2025-09-03,35.510374399263284
2025-09-04,37.72977279921724
2025-09-05,42.16856959912515
2025-09-06,61.03345599873377
2025-09-07,36.620073599240264
2025-09-08,39.9491711991712
2025-09-09,35.510374399263284
2025-09-10,33.29097599930933
2025-09-11,31.071577599355372
2025-09-12,37.72977279921724
2025-09-13,61.03345599873377
2025-09-14,34.400675199286304
2025-09-15,34.400675199286304
2025-09-16,34.400675199286304
2025-09-17,33.29097599930933
2025-09-18,34.400675199286304
2025-09-19,39.9491711991712
2025-09-20,61.03345599873377
2025-09-21,34.400675199286304
2025-09-22,38.83947199919422
2025-09-23,36.620073599240264
2025-09-24,35.510374399263284
2025-09-25,36.620073599240264
2025-09-26,39.9491711991712
2025-09-27,56.59465919882586
2025-09-28,34.400675199286304
2025-09-29,38.83947199919422
2025-09-30,37.72977279921724
2025-10-01,39.9491711991712
2025-10-02,39.9491711991712
2025-10-03,44.38796799907911
2025-10-04,59.92375679875679
2025-10-05,33.29097599930933
2025-10-06,37.72977279921724
2025-10-07,34.400675199286304
2025-10-08,38.83947199919422
2025-10-09,41.05887039914817
2025-10-10,45.49766719905608
2025-10-11,63.252854398687724
2025-10-12,38.83947199919422
2025-10-13,49.936463998963994
2025-10-14,39.9491711991712
2025-10-15,39.9491711991712
2025-10-16,44.38796799907911
2025-10-17,49.936463998963994
2025-10-18,69.9110495985496
2025-10-19,43.27826879910213
2025-10-20,48.826764798987014
2025-10-21,47.71706559901004
2025-10-22,47.71706559901004
2025-10-23,49.936463998963994
2025-10-24,53.26556159889493
2025-10-25,75.45954559843447
2025-10-26,46.60736639903306
2025-10-27,51.046163198940974
2025-10-28,54.375260798871906
2025-10-29,55.48495999884888
2025-10-30,61.03345599873377
2025-10-31,59.92375679875679
2025-11-01,84.3371391982503
2025-11-02,67.69165119859564
2025-11-03,67.69165119859564
2025-11-04,62.143155198710744
2025-11-05,64.3625535986647
2025-11-06,64.3625535986647
2025-11-07,72.13044799850354
2025-11-08,110.96991999769776
2025-11-09,77.67894399838843
2025-11-10,71.02074879852657
2025-11-11,78.7886431983654
2025-11-12,64.3625535986647
2025-11-13,63.252854398687724
2025-11-14,73.24014719848053
2025-11-15,107.64082239776683
2025-11-16,78.7886431983654
2025-11-17,69.9110495985496
2025-11-18,66.58195199861866
2025-11-19,63.252854398687724
2025-11-20,61.03345599873377
2025-11-21,71.02074879852657
2025-11-22,97.65352959797403
2025-11-23,72.13044799850354
2025-11-24,81.00804159831937
2025-11-25,72.13044799850354
2025-11-26,78.7886431983654
2025-11-27,49.936463998963994
2025-11-28,109.86022079772079
2025-11-29,108.75052159774381
2025-11-30,76.56924479841146
2025-12-01,69.9110495985496
2025-12-02,68.80135039857261
2025-12-03,62.143155198710744
2025-12-04,64.3625535986647
2025-12-05,65.47225279864168
2025-12-06,94.3244319980431
2025-12-07,66.58195199861866
2025-12-08,64.3625535986647
2025-12-09,59.92375679875679
2025-12-10,57.70435839880284
2025-12-11,60.890257394714865
2025-12-12,60.890257394714865
2025-12-13,78.78499253377461
2025-12-14,53.20961902037695
2025-12-15,57.801949404342466
2025-12-16,59.86082139792407
2025-12-17,56.77251340755166
2025-12-18,57.801949404342466
2025-12-19,62.39427978830798
2025-12-20,77.75555653698382
2025-12-21,59.86082139792407
2025-12-22,71.1043541594367
2025-12-23,81.31845092415853
2025-12-24,95.17570527924127
2025-12-25,35.78947027811951
2025-12-26,92.56198368567118
2025-12-27,74.19266214980911
2025-12-28,52.65476942038846
2025-12-29,66.51202377547119
2025-12-30,67.54145977226199
2025-12-31,74.19266214980911
2026-01-01,90.02852529528727
2026-01-02,73.63781254982061
2026-01-03,72.13379015622749
2026-01-04,46.558416642829826
2026-01-05,40.93665026207351
2026-01-06,37.84834227170111
2026-01-07,35.78947027811951
2026-01-08,36.344319878107996
2026-01-09,40.93665026207351
2026-01-10,63.59457717150984
2026-01-11,39.865257331394226
2026-01-12,36.06856615697573
2026-01-13,33.22104777616185
2026-01-14,31.322702188952608
2026-01-15,33.22104777616185
2026-01-16,37.966911744184976
2026-01-17,56.00119482267284
2026-01-18,36.06856615697573
2026-01-19,55.05202202906822
2026-01-20,33.22104777616185
2026-01-21,31.322702188952608
2026-01-22,29.42435660174336
2026-01-23,32.27187498255723
2026-01-24,46.5094668866266
2026-01-25,28.475183808138734
2026-01-26,31.322702188952608
2026-01-27,33.22104777616185
2026-01-28,33.22104777616185
2026-01-29,34.17022056976648
2026-01-30,37.966911744184976
2026-01-31,53.15367644185897
2026-02-01,36.06856615697573
2026-02-02,32.27187498255723
2026-02-03,34.17022056976648
2026-02-04,34.17022056976648
2026-02-05,34.17022056976648
2026-02-06,36.06856615697573
2026-02-07,57.89954040988209
2026-02-08,34.17022056976648
2026-02-09,29.42435660174336
2026-02-10,34.17022056976648
2026-02-11,37.01773895058035
2026-02-12,37.966911744184976
2026-02-13,41.763602918603475
2026-02-14,53.15367644185897
2026-02-15,32.27187498255723
2026-02-16,42.7127757122081
2026-02-17,31.322702188952608
2026-02-18,28.475183808138734
2026-02-19,31.322702188952608
2026-02-20,35.1193933633711
2026-02-21,57.89954040988209
2026-02-22,36.06856615697573
2026-02-23,33.22104777616185
2026-02-24,33.22104777616185
2026-02-25,33.22104777616185
2026-02-26,33.22104777616185
2026-02-27,38.9160845377896
2026-02-28,54.102849235463594
2026-03-01,37.01773895058035
2026-03-02,35.1193933633711
2026-03-03,33.22104777616185
2026-03-04,34.17022056976648
2026-03-05,36.06856615697573
2026-03-06,33.22104777616185
2026-03-07,58.84871320348672
2026-03-08,38.9160845377896
2026-03-09,35.1193933633711
2026-03-10,34.17022056976648
2026-03-11,32.27187498255723
2026-03-12,35.1193933633711
2026-03-13,37.966911744184976
2026-03-14,55.05202202906822
2026-03-15,36.06856615697573
2026-03-16,34.17022056976648
2026-03-17,35.1193933633711
2026-03-18,35.1193933633711
2026-03-19,35.1193933633711
2026-03-20,38.9160845377896
2026-03-21,52.204503648254345
2026-03-22,32.27187498255723
2026-03-23,34.17022056976648
2026-03-24,34.17022056976648
2026-03-25,35.1193933633711
2026-03-26,32.27187498255723
2026-03-27,37.966911744184976
2026-03-28,54.102849235463594
2026-03-29,36.06856615697573
2026-03-30,35.1193933633711
2026-03-31,34.17022056976648
2026-04-01,34.17022056976648
2026-04-02,37.01773895058035
2026-04-03,45.56029409302197
2026-04-04,59.79788599709134
2026-04-05,30.373529395347983
2026-04-06,36.06856615697573
2026-04-07,33.22104777616185
2026-04-08,34.17022056976648
2026-04-09,34.17022056976648
2026-04-10,37.966911744184976
2026-04-11,54.102849235463594
2026-04-12,36.06856615697573
2026-04-13,35.1193933633711
2026-04-14,32.27187498255723
2026-04-15,32.27187498255723
2026-04-16,34.17022056976648
2026-04-17,36.06856615697573
2026-04-18,52.204503648254345
2026-04-19,34.17022056976648
2026-04-20,34.17022056976648
2026-04-21,34.17022056976648
2026-04-22,32.27187498255723
2026-04-23,35.1193933633711
2026-04-24,37.966911744184976
2026-04-25,51.25533085464972
2026-04-26,37.966911744184976
2026-04-27,38.9160845377896
2026-04-28,36.06856615697573
2026-04-29,36.06856615697573
2026-04-30,37.966911744184976
2026-05-01,38.9160845377896
2026-05-02,56.00119482267284
2026-05-03,35.1193933633711
2026-05-04,36.06856615697573
2026-05-05,36.06856615697573
2026-05-06,38.9160845377896
2026-05-07,38.9160845377896
2026-05-08,48.40781247383585
2026-05-09,58.84871320348672
2026-05-10,32.27187498255723
2026-05-11,37.01773895058035
2026-05-12,36.06856615697573
2026-05-13,35.1193933633711
2026-05-14,35.1193933633711
2026-05-15,41.763602918603475
2026-05-16,53.15367644185897
2026-05-17,33.22104777616185
2026-05-18,34.17022056976648
2026-05-19,34.17022056976648
2026-05-20,35.1193933633711
2026-05-21,37.966911744184976
2026-05-22,39.865257331394226
2026-05-23,56.95036761627747
2026-05-24,40.81443012499885
2026-05-25,74.0354779011607
2026-05-26,36.06856615697573
2026-05-27,33.22104777616185
2026-05-28,38.9160845377896
2026-05-29,43.661948505812724
2026-05-30,53.15367644185897
2026-05-31,32.27187498255723
