Time,ace_hardware
2024-09-23,34.30899187873685
2024-09-24,31.449909222175442
2024-09-25,32.164679886315795
2024-09-26,32.164679886315795
2024-09-27,39.312386527719305
2024-09-28,50.033946489824565
2024-09-29,47.88963449740351
2024-09-30,34.30899187873685
2024-10-01,32.87945055045614
2024-10-02,32.87945055045614
2024-10-03,37.8828451994386
2024-10-04,36.4533038711579
2024-10-05,50.74871715396492
2024-10-06,52.17825848224562
2024-10-07,40.741927856000004
2024-10-08,42.1714691842807
2024-10-09,37.16807453529825
2024-10-10,35.02376254287719
2024-10-11,40.741927856000004
2024-10-12,50.74871715396492
2024-10-13,44.31578117670176
2024-10-14,37.8828451994386
2024-10-15,36.4533038711579
2024-10-16,37.8828451994386
2024-10-17,31.449909222175442
2024-10-18,35.73853320701755
2024-10-19,45.03055184084211
2024-10-20,43.60101051256141
2024-10-21,32.164679886315795
2024-10-22,30.02036789389474
2024-10-23,29.30559722975439
2024-10-24,30.73513855803509
2024-10-25,32.87945055045614
2024-10-26,42.886239848421056
2024-10-27,42.1714691842807
2024-10-28,32.87945055045614
2024-10-29,30.73513855803509
2024-10-30,35.73853320701755
2024-10-31,30.73513855803509
2024-11-01,35.02376254287719
2024-11-02,50.74871715396492
2024-11-03,50.033946489824565
2024-11-04,32.164679886315795
2024-11-05,26.446514573192985
2024-11-06,20.013578595929825
2024-11-07,29.30559722975439
2024-11-08,34.30899187873685
2024-11-09,43.60101051256141
2024-11-10,41.45669852014036
2024-11-11,36.4533038711579
2024-11-12,30.02036789389474
2024-11-13,30.02036789389474
2024-11-14,30.73513855803509
2024-11-15,32.164679886315795
2024-11-16,42.1714691842807
2024-11-17,46.460093169122814
2024-11-18,32.87945055045614
2024-11-19,32.87945055045614
2024-11-20,32.164679886315795
2024-11-21,37.8828451994386
2024-11-22,37.16807453529825
2024-11-23,45.74532250498246
2024-11-24,48.604405161543866
2024-11-25,37.16807453529825
2024-11-26,40.741927856000004
2024-11-27,46.460093169122814
2024-11-28,50.033946489824565
2024-11-29,58.61119445950878
2024-11-30,55.03734113880702
2024-12-01,52.89302914638597
2024-12-02,37.8828451994386
2024-12-03,37.16807453529825
2024-12-04,35.02376254287719
2024-12-05,32.87945055045614
2024-12-06,35.73853320701755
2024-12-07,43.60101051256141
2024-12-08,47.88963449740351
2024-12-09,32.164679886315795
2024-12-10,32.87945055045614
2024-12-11,32.164679886315795
2024-12-12,36.4533038711579
2024-12-13,34.30899187873685
2024-12-14,44.31578117670176
2024-12-15,43.60101051256141
2024-12-16,33.594221214596494
2024-12-17,33.594221214596494
2024-12-18,35.02376254287719
2024-12-19,35.73853320701755
2024-12-20,39.312386527719305
2024-12-21,47.88963449740351
2024-12-22,48.604405161543866
2024-12-23,50.033946489824565
2024-12-24,54.32257047466667
2024-12-25,24.302202580771933
2024-12-26,37.16807453529825
2024-12-27,35.73853320701755
2024-12-28,40.741927856000004
2024-12-29,37.8828451994386
2024-12-30,35.02376254287719
2024-12-31,40.741927856000004
2025-01-01,46.460093169122814
2025-01-02,32.87945055045614
2025-01-03,33.594221214596494
2025-01-04,45.74532250498246
2025-01-05,45.03055184084211
2025-01-06,33.594221214596494
2025-01-07,35.02376254287719
2025-01-08,33.594221214596494
2025-01-09,37.8828451994386
2025-01-10,36.4533038711579
2025-01-11,40.741927856000004
2025-01-12,39.312386527719305
2025-01-13,27.161285237333335
2025-01-14,27.876055901473688
2025-01-15,27.876055901473688
2025-01-16,27.161285237333335
2025-01-17,31.449909222175442
2025-01-18,40.741927856000004
2025-01-19,40.02715719185965
2025-01-20,42.1714691842807
2025-01-21,28.590826565614037
2025-01-22,26.446514573192985
2025-01-23,27.161285237333335
2025-01-24,27.876055901473688
2025-01-25,36.4533038711579
2025-01-26,35.02376254287719
2025-01-27,24.302202580771933
2025-01-28,25.731743909052636
2025-01-29,25.016973244912283
2025-01-30,24.302202580771933
2025-01-31,26.446514573192985
2025-02-01,36.4533038711579
2025-02-02,38.59761586357895
2025-02-03,27.161285237333335
2025-02-04,25.731743909052636
2025-02-05,25.016973244912283
2025-02-06,25.731743909052636
2025-02-07,28.590826565614037
2025-02-08,38.59761586357895
2025-02-09,35.02376254287719
2025-02-10,25.731743909052636
2025-02-11,27.876055901473688
2025-02-12,26.446514573192985
2025-02-13,25.731743909052636
2025-02-14,30.02036789389474
2025-02-15,37.16807453529825
2025-02-16,41.45669852014036
2025-02-17,35.02376254287719
2025-02-18,30.73513855803509
2025-02-19,27.876055901473688
2025-02-20,26.446514573192985
2025-02-21,28.590826565614037
2025-02-22,38.59761586357895
2025-02-23,39.312386527719305
2025-02-24,27.876055901473688
2025-02-25,25.731743909052636
2025-02-26,27.876055901473688
2025-02-27,27.876055901473688
2025-02-28,28.590826565614037
2025-03-01,40.741927856000004
2025-03-02,40.741927856000004
2025-03-03,27.876055901473688
2025-03-04,27.876055901473688
2025-03-05,25.016973244912283
2025-03-06,26.446514573192985
2025-03-07,29.30559722975439
2025-03-08,42.1714691842807
2025-03-09,45.03055184084211
2025-03-10,32.164679886315795
2025-03-11,32.164679886315795
2025-03-12,30.73513855803509
2025-03-13,31.449909222175442
2025-03-14,32.164679886315795
2025-03-15,42.886239848421056
2025-03-16,45.74532250498246
2025-03-17,30.73513855803509
2025-03-18,30.02036789389474
2025-03-19,30.73513855803509
2025-03-20,33.594221214596494
2025-03-21,31.449909222175442
2025-03-22,47.17486383326316
2025-03-23,44.31578117670176
2025-03-24,30.73513855803509
2025-03-25,32.164679886315795
2025-03-26,32.164679886315795
2025-03-27,31.449909222175442
2025-03-28,35.73853320701755
2025-03-29,47.88963449740351
2025-03-30,44.31578117670176
2025-03-31,34.30899187873685
2025-04-01,30.73513855803509
2025-04-02,30.73513855803509
2025-04-03,34.30899187873685
2025-04-04,38.59761586357895
2025-04-05,45.74532250498246
2025-04-06,47.88963449740351
2025-04-07,31.449909222175442
2025-04-08,33.594221214596494
2025-04-09,34.30899187873685
2025-04-10,33.594221214596494
2025-04-11,37.16807453529825
2025-04-12,53.60779981052632
2025-04-13,51.46348781810527
2025-04-14,37.16807453529825
2025-04-15,35.23429237332138
2025-04-16,36.381316966775955
2025-04-17,36.023931634705775
2025-04-18,44.202840983375815
2025-04-19,48.94067655168215
2025-04-20,56.3299466389678
2025-04-21,37.17095622816034
2025-04-22,39.1076200829993
2025-04-23,36.381316966775955
2025-04-24,35.23429237332138
2025-04-25,37.17095622816034
2025-04-26,50.08770114513672
2025-04-27,53.60364352274445
2025-04-28,39.1076200829993
2025-04-29,37.17095622816034
2025-04-30,37.17095622816034
2025-05-01,36.381316966775955
2025-05-02,44.9924802447602
2025-05-03,53.246258190674276
2025-05-04,54.750668116199016
2025-05-05,35.59167770539156
2025-05-06,36.381316966775955
2025-05-07,37.17095622816034
2025-05-08,37.96059548954473
2025-05-09,41.47653786715247
2025-05-10,63.00444606211309
2025-05-11,57.119585900352185
2025-05-12,42.26617712853685
2025-05-13,36.381316966775955
2025-05-14,39.1076200829993
2025-05-15,39.76736149690772
2025-05-16,39.76736149690772
2025-05-17,58.78653438673315
2025-05-18,57.92202652810472
2025-05-19,38.03834577965086
2025-05-20,38.03834577965086
2025-05-21,37.17383792102243
2025-05-22,40.631869355536146
2025-05-23,44.954408648678296
2025-05-24,64.83808939713215
2025-05-25,70.88964440753115
2025-05-26,86.45078586284288
2025-05-27,43.22539293142144
2025-05-28,42.36088507279301
2025-05-29,38.90285363827929
2025-05-30,44.954408648678296
2025-05-31,59.65104224536158
2025-06-01,60.51555010399001
2025-06-02,39.76736149690772
2025-06-03,41.49637721416458
2025-06-04,39.76736149690772
2025-06-05,39.76736149690772
2025-06-06,42.36088507279301
2025-06-07,54.46399509359101
2025-06-08,61.38005796261844
2025-06-09,42.36088507279301
2025-06-10,41.49637721416458
2025-06-11,42.36088507279301
2025-06-12,41.49637721416458
2025-06-13,42.36088507279301
2025-06-14,56.193010810847866
2025-06-15,60.51555010399001
2025-06-16,43.22539293142144
2025-06-17,38.03834577965086
2025-06-18,40.631869355536146
2025-06-19,40.631869355536146
2025-06-20,45.818916507306724
2025-06-21,57.92202652810472
2025-06-22,53.59948723496258
2025-06-23,42.36088507279301
2025-06-24,40.631869355536146
2025-06-25,38.90285363827929
2025-06-26,39.76736149690772
2025-06-27,41.49637721416458
2025-06-28,57.057518669476295
2025-06-29,55.32850295221944
2025-06-30,41.49637721416458
2025-07-01,44.954408648678296
2025-07-02,44.08990079004987
2025-07-03,53.59948723496258
2025-07-04,76.94119941793015
2025-07-05,58.78653438673315
2025-07-06,54.46399509359101
2025-07-07,41.49637721416458
2025-07-08,44.08990079004987
2025-07-09,40.631869355536146
2025-07-10,38.90285363827929
2025-07-11,41.49637721416458
2025-07-12,52.73497937633415
2025-07-13,56.193010810847866
2025-07-14,41.49637721416458
2025-07-15,38.90285363827929
2025-07-16,36.309330062394004
2025-07-17,39.76736149690772
2025-07-18,42.36088507279301
2025-07-19,52.73497937633415
2025-07-20,51.005963659077295
2025-07-21,39.76736149690772
2025-07-22,37.17383792102243
2025-07-23,36.309330062394004
2025-07-24,37.17383792102243
2025-07-25,38.03834577965086
2025-07-26,51.005963659077295
2025-07-27,51.870471517705724
2025-07-28,37.17383792102243
2025-07-29,36.309330062394004
2025-07-30,38.03834577965086
2025-07-31,37.17383792102243
2025-08-01,38.90285363827929
2025-08-02,47.54793222456358
2025-08-03,51.005963659077295
2025-08-04,37.17383792102243
2025-08-05,37.17383792102243
2025-08-06,34.58031434513715
2025-08-07,36.309330062394004
2025-08-08,38.90285363827929
2025-08-09,50.14145580044887
2025-08-10,48.41244008319201
2025-08-11,38.90285363827929
2025-08-12,34.58031434513715
2025-08-13,42.36088507279301
2025-08-14,34.58031434513715
2025-08-15,38.03834577965086
2025-08-16,49.27694794182044
2025-08-17,49.27694794182044
2025-08-18,35.444822203765575
2025-08-19,32.85129862788029
2025-08-20,32.85129862788029
2025-08-21,32.85129862788029
2025-08-22,35.444822203765575
2025-08-23,44.954408648678296
2025-08-24,47.54793222456358
2025-08-25,37.17383792102243
2025-08-26,33.71580648650872
2025-08-27,33.71580648650872
2025-08-28,34.58031434513715
2025-08-29,39.76736149690772
2025-08-30,50.14145580044887
2025-08-31,54.46399509359101
2025-09-01,58.78653438673315
2025-09-02,32.85129862788029
2025-09-03,33.71580648650872
2025-09-04,31.98679076925186
2025-09-05,34.58031434513715
2025-09-06,42.36088507279301
2025-09-07,41.49637721416458
2025-09-08,31.122282910623433
2025-09-09,32.85129862788029
2025-09-10,28.528759334738147
2025-09-11,29.393267193366576
2025-09-12,30.257775051995004
2025-09-13,42.36088507279301
2025-09-14,38.90285363827929
2025-09-15,30.257775051995004
2025-09-16,29.393267193366576
2025-09-17,30.257775051995004
2025-09-18,29.393267193366576
2025-09-19,31.98679076925186
2025-09-20,42.36088507279301
2025-09-21,39.76736149690772
2025-09-22,30.257775051995004
2025-09-23,30.257775051995004
2025-09-24,28.528759334738147
2025-09-25,28.528759334738147
2025-09-26,36.309330062394004
2025-09-27,43.22539293142144
2025-09-28,41.49637721416458
2025-09-29,34.58031434513715
2025-09-30,31.122282910623433
2025-10-01,29.393267193366576
2025-10-02,31.98679076925186
2025-10-03,35.444822203765575
2025-10-04,42.36088507279301
2025-10-05,41.49637721416458
2025-10-06,31.98679076925186
2025-10-07,29.393267193366576
2025-10-08,30.257775051995004
2025-10-09,31.122282910623433
2025-10-10,32.85129862788029
2025-10-11,44.954408648678296
2025-10-12,40.631869355536146
2025-10-13,33.71580648650872
2025-10-14,30.257775051995004
2025-10-15,30.257775051995004
2025-10-16,31.98679076925186
2025-10-17,34.58031434513715
2025-10-18,44.08990079004987
2025-10-19,41.49637721416458
2025-10-20,31.122282910623433
2025-10-21,30.257775051995004
2025-10-22,31.122282910623433
2025-10-23,31.122282910623433
2025-10-24,32.85129862788029
2025-10-25,43.22539293142144
2025-10-26,40.631869355536146
2025-10-27,30.257775051995004
2025-10-28,30.257775051995004
2025-10-29,28.528759334738147
2025-10-30,31.122282910623433
2025-10-31,35.444822203765575
2025-11-01,48.41244008319201
2025-11-02,43.22539293142144
2025-11-03,31.98679076925186
2025-11-04,30.257775051995004
2025-11-05,31.122282910623433
2025-11-06,31.122282910623433
2025-11-07,33.71580648650872
2025-11-08,44.954408648678296
2025-11-09,43.22539293142144
2025-11-10,40.631869355536146
2025-11-11,36.309330062394004
2025-11-12,31.98679076925186
2025-11-13,31.98679076925186
2025-11-14,33.71580648650872
2025-11-15,46.68342436593515
2025-11-16,45.818916507306724
2025-11-17,31.98679076925186
2025-11-18,31.122282910623433
2025-11-19,31.98679076925186
2025-11-20,31.122282910623433
2025-11-21,35.444822203765575
2025-11-22,48.41244008319201
2025-11-23,47.54793222456358
2025-11-24,40.631869355536146
2025-11-25,42.36088507279301
2025-11-26,51.005963659077295
2025-11-27,55.32850295221944
2025-11-28,59.65104224536158
2025-11-29,56.193010810847866
2025-11-30,56.193010810847866
2025-12-01,44.08990079004987
2025-12-02,38.90285363827929
2025-12-03,37.17383792102243
2025-12-04,36.309330062394004
2025-12-05,37.17383792102243
2025-12-06,48.41244008319201
2025-12-07,47.54793222456358
2025-12-08,37.17383792102243
2025-12-09,37.17383792102243
2025-12-10,36.309330062394004
2025-12-11,36.268163021506936
2025-12-12,37.52375776856251
2025-12-13,45.55133074154078
2025-12-14,50.18262284133593
2025-12-15,36.268163021506936
2025-12-16,34.58031434513715
2025-12-17,34.99198475400783
2025-12-18,37.52375776856251
2025-12-19,34.58031434513715
2025-12-20,45.96300115041146
2025-12-21,45.11907681222657
2025-12-22,41.331709050616304
2025-12-23,43.01955772698609
2025-12-24,53.558320194075506
2025-12-25,24.45322228691841
2025-12-26,44.70740640335588
2025-12-27,43.863482065170984
2025-12-28,40.487784712431406
2025-12-29,34.58031434513715
2025-12-30,36.268163021506936
2025-12-31,39.643860374246515
2026-01-01,45.11907681222657
2026-01-02,35.424238683322045
2026-01-03,42.1756333888012
2026-01-04,35.424238683322045
2026-01-05,27.82891963965799
2026-01-06,27.82891963965799
2026-01-07,25.297146625103306
2026-01-08,24.45322228691841
2026-01-09,26.1410709632882
2026-01-10,37.87367761610259
2026-01-11,34.58031434513715
2026-01-12,24.700224532240817
2026-01-13,24.700224532240817
2026-01-14,23.876883714499456
2026-01-15,24.700224532240817
2026-01-16,27.99358780320626
2026-01-17,35.40365516287851
2026-01-18,34.58031434513715
2026-01-19,32.933632709654425
2026-01-20,32.110291891913064
2026-01-21,50.223789882222995
2026-01-22,61.750561330602046
2026-01-23,79.04071850317061
2026-01-24,82.33408177413605
2026-01-25,37.05033679836123
2026-01-26,37.87367761610259
2026-01-27,38.69701843384395
2026-01-28,39.520359251585305
2026-01-29,37.87367761610259
2026-01-30,41.167040887068026
2026-01-31,45.28374497577483
2026-02-01,42.81372252255075
2026-02-02,31.286951074171704
2026-02-03,28.81692862094762
2026-02-04,25.523565349982178
2026-02-05,27.1702469854649
2026-02-06,28.81692862094762
2026-02-07,35.40365516287851
2026-02-08,35.40365516287851
2026-02-09,24.700224532240817
2026-02-10,24.700224532240817
2026-02-11,25.523565349982178
2026-02-12,26.34690616772354
2026-02-13,26.34690616772354
2026-02-14,35.40365516287851
2026-02-15,33.756973527395786
2026-02-16,30.463610256430343
2026-02-17,24.700224532240817
2026-02-18,26.34690616772354
2026-02-19,26.34690616772354
2026-02-20,27.1702469854649
2026-02-21,41.99038170480939
2026-02-22,41.99038170480939
2026-02-23,28.81692862094762
2026-02-24,29.640269438688982
2026-02-25,28.81692862094762
2026-02-26,27.99358780320626
2026-02-27,29.640269438688982
2026-02-28,41.99038170480939
2026-03-01,44.46040415803347
2026-03-02,29.640269438688982
2026-03-03,29.640269438688982
2026-03-04,29.640269438688982
2026-03-05,30.463610256430343
2026-03-06,32.110291891913064
2026-03-07,44.46040415803347
2026-03-08,43.63706334029211
2026-03-09,34.58031434513715
2026-03-10,31.286951074171704
2026-03-11,30.463610256430343
2026-03-12,32.933632709654425
2026-03-13,35.40365516287851
2026-03-14,46.10708579351619
2026-03-15,43.63706334029211
2026-03-16,31.286951074171704
2026-03-17,31.286951074171704
2026-03-18,32.110291891913064
2026-03-19,33.756973527395786
2026-03-20,38.69701843384395
2026-03-21,51.047130699964356
2026-03-22,51.87047151770572
2026-03-23,35.40365516287851
2026-03-24,35.40365516287851
2026-03-25,33.756973527395786
2026-03-26,32.933632709654425
2026-03-27,35.40365516287851
2026-03-28,46.93042661125755
2026-03-29,51.87047151770572
2026-03-30,37.87367761610259
2026-03-31,35.40365516287851
2026-04-01,34.58031434513715
2026-04-02,34.58031434513715
2026-04-03,39.520359251585305
2026-04-04,52.69381233544708
2026-04-05,46.93042661125755
2026-04-06,38.69701843384395
2026-04-07,34.58031434513715
2026-04-08,35.40365516287851
2026-04-09,36.22699598061987
2026-04-10,38.69701843384395
2026-04-11,55.16383478867116
2026-04-12,51.87047151770572
2026-04-13,36.22699598061987
2026-04-14,34.58031434513715
2026-04-15,37.05033679836123
2026-04-16,37.05033679836123
2026-04-17,40.343700069326665
2026-04-18,55.16383478867116
2026-04-19,51.047130699964356
2026-04-20,36.22699598061987
2026-04-21,35.40365516287851
2026-04-22,41.167040887068026
2026-04-23,38.69701843384395
2026-04-24,40.343700069326665
2026-04-25,55.98717560641252
2026-04-26,51.87047151770572
2026-04-27,36.22699598061987
2026-04-28,36.22699598061987
2026-04-29,36.22699598061987
2026-04-30,36.22699598061987
2026-05-01,41.99038170480939
2026-05-02,52.69381233544708
2026-05-03,56.81051642415388
2026-05-04,38.69701843384395
2026-05-05,36.22699598061987
2026-05-06,37.05033679836123
2026-05-07,37.05033679836123
2026-05-08,39.520359251585305
2026-05-09,56.81051642415388
2026-05-10,52.69381233544708
2026-05-11,39.520359251585305
2026-05-12,37.87367761610259
2026-05-13,36.22699598061987
2026-05-14,37.87367761610259
2026-05-15,42.81372252255075
2026-05-16,57.63385724189524
2026-05-17,56.81051642415388
2026-05-18,41.167040887068026
2026-05-19,40.343700069326665
2026-05-20,39.520359251585305
2026-05-21,41.167040887068026
2026-05-22,46.93042661125755
2026-05-23,58.4571980596366
2026-05-24,64.22058378382613
2026-05-25,73.27733277898109
2026-05-26,40.343700069326665
2026-05-27,37.87367761610259
2026-05-28,43.63706334029211
2026-05-29,43.63706334029211
2026-05-30,54.3404939709298
2026-05-31,62.57390214834341
