Time,buy
2022-07-06,48.4788343767181
2022-07-07,47.89258175422232
2022-07-08,48.51879955588406
2022-07-09,52.179190806377065
2022-07-10,52.20067209017877
2022-07-11,51.00768469086464
2022-07-12,50.42118228599907
2022-07-13,49.834180316393926
2022-07-14,50.462646159383766
2022-07-15,50.4833780960761
2022-07-16,51.11259328617529
2022-07-17,54.78597321989724
2022-07-18,49.32760826986028
2022-07-19,48.12937544078062
2022-07-20,47.539625865107816
2022-07-21,45.72991239418388
2022-07-22,46.96860996716906
2022-07-23,53.700392239591636
2022-07-24,55.55381762522835
2022-07-25,47.637040989324845
2022-07-26,49.489467245482416
2022-07-27,51.343392195858705
2022-07-28,51.36437391492084
2022-07-29,57.5026598761238
2022-07-30,61.19802065838702
2022-07-31,55.10069900582917
2022-08-01,48.38590193455213
2022-08-02,46.56744608068563
2022-08-03,46.58642954078945
2022-08-04,45.99218388246049
2022-08-05,46.62439646099712
2022-08-06,55.849310168686664
2022-08-07,55.258061898795134
2022-08-08,48.524031585044476
2022-08-09,47.929286361975926
2022-08-10,46.10458594886474
2022-08-11,45.50834203157747
2022-08-12,47.37250805911504
2022-08-13,53.54651289919757
2022-08-14,57.26260561815314
2022-08-15,46.19825433753496
2022-08-16,45.60076150839875
2022-08-17,49.93457942844329
2022-08-18,46.2544553707371
2022-08-19,46.890164902450756
2022-08-20,56.78475854414502
2022-08-21,54.95531226600788
2022-08-22,44.476214478406334
2022-08-23,46.96609874286607
2022-08-24,43.89395837382715
2022-08-25,45.76711656667706
2022-08-26,46.404324792609444
2022-08-27,58.18356661616384
2022-08-28,52.634031101154534
2022-08-29,46.15078898697283
2022-08-30,46.16939777352198
2022-08-31,46.18800656007112
2022-09-01,45.896503834226856
2022-09-02,47.40563581507718
2022-09-03,56.56145352367609
2022-09-04,55.09236592127971
2022-09-05,56.29636376037359
2022-09-06,43.935034349727424
2022-09-07,42.76990508427362
2022-09-08,44.28133689060186
2022-09-09,47.539223691016446
2022-09-10,55.225329341294504
2022-09-11,51.131456985946734
2022-09-12,42.85582108110105
2022-09-13,41.99897565216416
2022-09-14,45.26241554111682
2022-09-15,44.40581989454973
2022-09-16,45.61066760292618
2022-09-17,54.1929137134857
2022-09-18,49.774774496081086
2022-09-19,42.09997302109912
2022-09-20,43.30577112093134
2022-09-21,45.076741340774355
2022-09-22,43.340387302032106
2022-09-23,44.548086184775876
2022-09-24,51.96297935756519
2022-09-25,49.03590859109823
2022-09-26,42.21780328485656
2022-09-27,41.85249144406849
2022-09-28,40.73757278844449
2022-09-29,39.62175247938808
2022-09-30,44.16753500467857
2022-10-01,53.24873104078692
2022-10-02,47.60290714150707
2022-10-03,41.9525749750652
2022-10-04,41.96925556356465
2022-10-05,41.9859361520641
2022-10-06,44.27302845626969
2022-10-07,44.29061069820155
2022-10-08,52.2609455191317
2022-10-09,47.735450196070275
2022-10-10,50.02840324758648
2022-10-11,45.49839965736304
2022-10-12,46.654343544161364
2022-10-13,43.25774250492619
2022-10-14,46.69131133488988
2022-10-15,52.406111721748545
2022-10-16,47.86799325063348
2022-10-17,43.3262681657888
2022-10-18,44.48401535945193
2022-10-19,42.21946439105641
2022-10-20,42.23614497955587
2022-10-21,44.536762085247496
2022-10-22,51.408858839053096
2022-10-23,49.14340621722517
2022-10-24,42.302867333553664
2022-10-25,42.31954792205312
2022-10-26,42.336228510552566
2022-10-27,45.78692875573192
2022-10-28,48.09520991559897
2022-10-29,52.696444126982236
2022-10-30,50.42513075784369
2022-10-31,44.71258450456603
2022-11-01,44.73016674649788
2022-11-02,47.04250534681075
2022-11-03,48.20881824808172
2022-11-04,49.37603280278508
2022-11-05,60.88272494497284
2022-11-06,56.30989281671027
2022-11-07,50.583821761946574
2022-11-08,49.453574997971714
2022-11-09,42.56975674954488
2022-11-10,46.039391716804694
2022-11-11,47.20886040508906
2022-11-12,56.442435871273474
2022-11-13,55.31218910729862
2022-11-14,47.26431209118183
2022-11-15,46.12955706004496
2022-11-16,47.30127988191033
2022-11-17,48.47390435720813
2022-11-18,51.956613299237766
2022-11-19,61.21723836839426
2022-11-20,62.39662524443507
2022-11-21,56.641250453118275
2022-11-22,55.506946248697616
2022-11-23,62.469659172459686
2022-11-24,70.59507838376312
2022-11-25,100.0
2022-11-26,78.75746538579506
2022-11-27,68.36028197863689
2022-11-28,66.06868140726928
2022-11-29,55.658424025341276
2022-11-30,45.24005176252164
2022-12-01,46.41808615841385
2022-12-02,49.91882816909154
2022-12-03,58.06769036963744
2022-12-04,55.76662243722961
2022-12-05,46.49021843300606
2022-12-06,47.67095778919546
2022-12-07,50.01575591307483
2022-12-08,48.87153352089774
2022-12-09,50.05452701066815
2022-12-10,60.55449890912024
2022-12-11,61.74290231948506
2022-12-12,52.443506152735246
2022-12-13,48.966207131300024
2022-12-14,48.98514185338048
2022-12-15,52.504367759422436
2022-12-16,53.69186951635487
2022-12-17,70.05992288517409
2022-12-18,64.24639144746732
2022-12-19,58.42835174259854
2022-12-20,63.12696452468129
2022-12-21,61.98184047907179
2022-12-22,63.17565381003105
2022-12-23,66.71110947785624
2022-12-24,69.07844893754567
2022-12-25,53.87851177686224
2022-12-26,67.95992366819206
2022-12-27,60.95302972624225
2022-12-28,57.45859928959137
2022-12-29,55.13453919465727
2022-12-30,56.32925417904893
2022-12-31,62.22077863865852
2023-01-01,52.849250197316486
2023-01-02,55.18646523240916
2023-01-03,45.7833651792317
2023-01-04,46.94739078633546
2023-01-05,49.2843581505934
2023-01-06,49.27395597553458
2023-01-07,58.647087857709224
2023-01-08,53.943927970694716
2023-01-09,44.55296378841922
2023-01-10,44.543552296699325
2023-01-11,46.878042952609924
2023-01-12,45.69643271624005
2023-01-13,48.02968501797697
2023-01-14,57.389195004241245
2023-01-15,51.52225718095773
2023-01-16,49.169934224946275
2023-01-17,42.13674175704638
2023-01-18,43.29804298496806
2023-01-19,44.458848871220276
2023-01-20,44.44943737950038
2023-01-21,57.304243907927464
2023-01-22,51.445974563859636
2023-01-23,44.4212029043407
2023-01-24,42.0743287066934
2023-01-25,43.23389623877194
2023-01-26,42.05649640659255
2023-01-27,43.21556859700162
2023-01-28,51.38058946348985
2023-01-29,50.20219894797151
2023-01-30,42.02083180639084
2023-01-31,42.01191565634041
2023-02-01,44.33649947886166
2023-02-02,44.327087987141766
2023-02-03,45.48393114003823
2023-02-04,54.80232776773665
2023-02-05,52.45916863261035
2023-02-06,43.12393038815002
2023-02-07,41.94950260598743
2023-02-08,44.270619036822396
2023-02-09,43.09643892549454
2023-02-10,47.74535889970229
2023-02-11,58.21366389692463
2023-02-12,51.217126712565374
2023-02-13,40.73222776941585
2023-02-14,43.05061982106874
2023-02-15,41.87817340558403
2023-02-16,40.70622233176877
2023-02-17,44.18591561134335
2023-02-18,55.801899940576995
2023-02-19,54.627719829249145
2023-02-20,49.967902338313095
2023-02-21,42.98647307487262
2023-02-22,42.97730925398746
2023-02-23,44.12944666102399
2023-02-24,45.28108872639104
2023-02-25,55.71868254010635
2023-02-26,52.22511969378667
2023-02-27,44.09180069414441
2023-02-28,42.922326328676505
2023-03-01,42.91316250779134
2023-03-02,44.06356621898473
2023-03-03,44.05415472726484
2023-03-04,49.84010418759032
2023-03-05,53.30592790041979
2023-03-06,42.86734340336554
2023-03-07,40.541521226670625
2023-03-08,45.1651787757355
2023-03-09,41.68201810447466
2023-03-10,43.98827428522558
2023-03-11,54.39490924459913
2023-03-12,48.597814596710606
2023-03-13,41.64635350427295
2023-03-14,41.63743735422253
2023-03-15,42.784869015399096
2023-03-16,43.93180533490621
2023-03-17,42.76654137362878
2023-03-18,50.84661114380323
2023-03-19,49.68035649918686
2023-03-20,43.894159368026635
2023-03-21,42.72988609008814
2023-03-22,42.72072226920298
2023-03-23,43.86592489286695
2023-03-24,45.01063217486145
2023-03-25,53.07807073246446
2023-03-26,53.0666778740667
2023-03-27,42.674903164777184
2023-03-28,41.51261125351657
2023-03-29,41.50369510346614
2023-03-30,42.6474117021217
2023-03-31,42.63824788123654
2023-04-01,48.389771095534
2023-04-02,52.986927865282325
2023-04-03,44.91404054931517
2023-04-04,42.601592597695905
2023-04-05,42.59242877681074
2023-04-06,42.58326495592558
2023-04-07,42.57410113504042
2023-04-08,52.91857071489573
2023-04-09,44.8560855739874
2023-04-10,44.84642641143277
2023-04-11,42.537445851499776
2023-04-12,41.37886900276017
2023-04-13,41.36995285270975
2023-04-14,44.807789761214266
2023-04-15,50.541480675410874
2023-04-16,50.530583158682575
2023-04-17,42.48246292618882
2023-04-18,42.47329910530366
2023-04-19,43.61181461642981
2023-04-20,42.45497146353334
2023-04-21,42.44580764264818
2023-04-22,50.46519805831279
2023-04-23,50.45430054158449
2023-04-24,43.56475715783035
2023-04-25,43.555345666110455
2023-04-26,44.64995497021111
2023-04-27,42.43274049655674
2023-04-28,42.42356761454348
2023-04-29,52.87484308770478
2023-04-30,49.55420887306048
2023-05-01,42.396048968503706
2023-05-02,41.284286948909696
2023-05-03,41.27535267660306
2023-05-04,43.470642240631406
2023-05-05,42.35935744045066
2023-05-06,50.59152768456071
2023-05-07,50.58056976031175
2023-05-08,43.432996273751826
2023-05-09,41.22174704276331
2023-05-10,42.313493030384365
2023-05-11,43.40476179859215
2023-05-12,45.595756387901076
2023-05-13,53.81471550724129
2023-05-14,47.204686827265554
2023-05-15,43.36711583171257
2023-05-16,42.2584557383048
2023-05-17,42.249282856291536
2023-05-18,41.14133859200368
2023-05-19,43.85787803391632
2023-05-20,49.33982258221386
2023-05-21,47.13299216136211
2023-05-22,42.73148229244077
2023-05-23,43.81977296987967
2023-05-24,42.18507268219872
2023-05-25,44.328439961209085
2023-05-26,48.53963691337834
2023-05-27,50.63903757784255
2023-05-28,52.737520047992625
2023-05-29,51.671521766684606
2023-05-30,41.11736084830859
2023-05-31,41.10840845374577
2023-06-01,44.26095267912009
2023-06-02,45.304914296888846
2023-06-03,51.615282364943766
2023-06-04,49.49774736277538
2023-06-05,42.116560493263215
2023-06-06,42.10737855012186
2023-06-07,43.15065152215501
2023-06-08,43.141240030435114
2023-06-09,44.183824356732664
2023-06-10,51.53654720250661
2023-06-11,49.42222588043769
2023-06-12,45.206208408119224
2023-06-13,44.14526019553896
2023-06-14,45.1864672303653
2023-06-15,46.227215168034576
2023-06-16,50.41867094244991
2023-06-17,53.558130898847786
2023-06-18,52.49649404053192
2023-06-19,46.18681461821259
2023-06-20,39.879889778835675
2023-06-21,45.117373108226566
2023-06-22,43.0094791463566
2023-06-23,45.097631930472645
2023-06-24,52.42762946697172
2023-06-25,50.319505956523216
2023-06-26,46.11611365602412
2023-06-27,48.20174140577629
2023-06-28,45.04827898608783
2023-06-29,46.085813243657626
2023-06-30,48.170063701938595
2023-07-01,54.44117896306421
2023-07-02,56.52267483840277
2023-07-03,51.277845954498794
2023-07-04,52.31285517770472
2023-07-05,42.887129753997975
2023-07-06,48.106708294263214
2023-07-07,48.09614905965065
2023-07-08,54.35762328047783
2023-07-09,54.34568675439406
2023-07-10,49.10935116789585
2023-07-11,49.098562384704756
2023-07-12,48.04335288658783
2023-07-13,45.94441131928068
2023-07-14,46.978272799593945
2023-07-15,52.18660345951102
2023-07-16,50.08812098936094
2023-07-17,46.94728374149185
2023-07-18,44.850867208548586
2023-07-19,45.88381049454771
2023-07-20,45.873710357092214
2023-07-21,42.73654588647967
2023-07-22,54.19051191530508
2023-07-23,50.010992666973515
2023-07-24,44.79164367528682
2023-07-25,44.781773086409856
2023-07-26,43.73069546270654
2023-07-27,45.80300939490374
2023-07-28,45.792909257448244
2023-07-29,52.025919454537224
2023-07-30,50.97415318509831
2023-07-31,43.682490261214404
2023-08-01,47.832168194336546
2023-08-02,44.70280837539416
2023-08-03,42.614196494121046
2023-08-04,44.683067197640234
2023-08-05,54.02340055013233
2023-08-06,48.81805402173621
2023-08-07,44.653455431009355
2023-08-08,43.60536193882698
2023-08-09,44.63371425325543
2023-08-10,42.54831605208179
2023-08-11,45.6515073330713
2023-08-12,51.865235449563414
2023-08-13,48.74253253939851
2023-08-14,44.58436130887062
2023-08-15,43.53787465673799
2023-08-16,42.491847101762424
2023-08-17,41.44627864394393
2023-08-18,45.580806370882826
2023-08-19,52.82059131601804
2023-08-20,53.844352658875806
2023-08-21,44.51526718673188
2023-08-22,43.470387374648986
2023-08-23,41.39118698509577
2023-08-24,41.382005041954415
2023-08-25,42.407143676283376
2023-08-26,48.602278357914244
2023-08-27,51.693074015662916
2023-08-28,39.27801340591952
2023-08-29,40.30269294309142
2023-08-30,43.39325905226156
2023-08-31,40.28478815396577
2023-09-01,45.43940444650588
2023-09-02,51.62420944210272
2023-09-03,52.64498665343953
2023-09-04,51.60125458424932
2023-09-05,43.335412810471
2023-09-06,38.167941797532976
2023-09-07,40.22212139202599
2023-09-08,41.244275894834004
2023-09-09,51.54386743961582
2023-09-10,46.37915100962021
2023-09-11,41.216730065409934
2023-09-12,40.17735941921186
2023-09-13,41.198366179127206
2023-09-14,41.18918423598585
2023-09-15,41.180002292844485
2023-09-16,49.40498441964375
2023-09-17,43.219720326889856
2023-09-18,37.03721081707837
2023-09-19,41.14327452027905
2023-09-20,40.105740262709254
2023-09-21,41.12491063399633
2023-09-22,42.14362190812634
2023-09-23,47.27252875987065
2023-09-24,47.26196952525809
2023-09-25,40.06097828989512
2023-09-26,40.05202589533229
2023-09-27,37.98958255201206
2023-09-28,40.03412110620665
2023-09-29,41.05145508886545
2023-09-30,48.224670946225814
2023-10-01,45.136400322841
2023-10-02,35.90446302607466
2023-10-03,38.98254021416567
2023-10-04,38.9830920000217
2023-10-05,38.98364378587774
2023-10-06,40.01009545520045
2023-10-07,47.19206259076661
2023-10-08,44.114943767583455
2023-10-09,40.011794374809824
2023-10-10,42.06427661372301
2023-10-11,41.03889947475152
2023-10-12,41.039480301968396
2023-10-13,41.040061129185275
2023-10-14,47.196738249862484
2023-10-15,44.119314492390465
2023-10-16,38.989713430294124
2023-10-17,38.990265216150156
2023-10-18,37.964742870374444
2023-10-19,36.9391914832379
2023-10-20,40.018023746710846
2023-10-21,45.149178521612335
2023-10-22,45.1498174315509
2023-10-23,38.99357593128636
2023-10-24,37.96796646142812
2023-10-25,38.99467950299843
2023-10-26,40.02142158592959
2023-10-27,40.02198789246604
2023-10-28,44.127431552746344
2023-10-29,42.07558822377172
2023-10-30,38.99743843227861
2023-10-31,41.05051601908909
2023-11-01,38.99854200399068
2023-11-02,41.051677673522846
2023-11-03,41.052258500739725
2023-11-04,49.26340719354793
2023-11-05,47.21143317844952
2023-11-06,40.02765095783061
2023-11-07,41.05458180960724
2023-11-08,40.02878357090353
2023-11-09,43.10853063724306
2023-11-10,45.16195672038367
2023-11-11,52.34755402605532
2023-11-12,50.29542028347226
2023-11-13,44.137421780876664
2023-11-14,42.08511379012853
2023-11-15,45.16515127007651
2023-11-16,46.19228541137905
2023-11-17,50.298977850175646
2023-11-18,55.43231072714044
2023-11-19,57.48617243069371
2023-11-20,52.35421901836901
2023-11-21,54.40809524260271
2023-11-22,55.43544719411159
2023-11-23,62.6224094437429
2023-11-24,100.0
2023-11-25,70.8371883066566
2023-11-26,62.625066728260116
2023-11-27,58.51933265437137
2023-11-28,52.36014345598117
2023-11-29,42.09404400858804
2023-11-30,42.094639356485345
2023-12-01,45.175373829093566
2023-12-02,52.36310567478725
2023-12-03,50.310362063626464
2023-12-04,45.17729055890927
2023-12-05,45.177929468847836
2023-12-06,45.1785683787864
2023-12-07,45.17920728872497
2023-12-08,48.26029025766333
2023-12-09,54.42194797172527
2023-12-10,55.449561295481736
2023-12-11,48.26233767360283
2023-12-12,47.23614737652771
2023-12-13,46.209928038091746
2023-12-14,46.210581468710735
2023-12-15,51.34581655481081
2023-12-16,60.588920254821645
2023-12-17,57.50894085759536
2023-12-18,47.24015508432417
2023-12-19,53.402669518531006
2023-12-20,55.457402462909606
2023-12-21,58.539196945188635
2023-12-22,63.92814791761065
2023-12-23,65.61100354705103
2023-12-24,59.91107600450081
2023-12-25,48.36864445518067
2023-12-26,58.416811476819944
2023-12-27,53.55756382872586
2023-12-28,52.71728567309473
2023-12-29,52.39054354752991
2023-12-30,54.400894483915266
2023-12-31,51.22345718671583
2024-01-01,45.19518003718914
2024-01-02,45.19581894712771
2024-01-03,46.037564533260024
2024-01-04,44.3559782006887
2024-01-05,45.1977356769434
2024-01-06,52.39646882692064
2024-01-07,48.37753437349089
2024-01-08,40.01122063345358
2024-01-09,38.32943016957778
2024-01-10,41.50862762577794
2024-01-11,41.509214345444846
2024-01-12,40.34103514559551
2024-01-13,48.709194274714264
2024-01-14,43.52101093131075
2024-01-15,41.18399510254487
2024-01-16,38.0056519463762
2024-01-17,40.857583901182416
2024-01-18,38.84801129431216
2024-01-19,41.186323462083834
2024-01-20,47.82803348984927
2024-01-21,47.173521637523976
2024-01-22,38.001429484958614
2024-01-23,37.34676022003976
2024-01-24,39.96815033206299
2024-01-25,39.31349032670847
2024-01-26,39.96927999891089
2024-01-27,47.83276512722039
2024-01-28,44.55717798805899
2024-01-29,38.0051888680754
2024-01-30,38.660997059406476
2024-01-31,38.66154337370177
2024-02-01,39.31737934372583
2024-02-02,41.28383166346473
2024-02-03,46.52688041487668
2024-02-04,47.18285527836564
2024-02-05,38.00894825119219
2024-02-06,39.975493166574346
2024-02-07,39.32071278688357
2024-02-08,39.3212683607432
2024-02-09,40.63255139908957
2024-02-10,49.80834737738575
2024-02-11,46.53213984741444
2024-02-12,36.70192461243624
2024-02-13,40.63484777104268
2024-02-14,39.980011833965946
2024-02-15,40.63599595701924
2024-02-16,41.94742714839486
2024-02-17,50.46871127436574
2024-02-18,51.12487132914125
2024-02-19,43.9155739684056
2024-02-20,39.983400834509645
2024-02-21,40.6394405149489
2024-02-22,41.29549871451681
2024-02-23,40.640588700925456
2024-02-24,49.818199553829736
2024-02-25,49.16339139544598
2024-02-26,40.64231097989029
2024-02-27,39.9873546684773
2024-02-28,38.676840173970064
2024-02-29,39.988484335325204
2024-03-01,40.6446073518434
2024-03-02,49.823125642051735
2024-03-03,49.168252666717684
2024-03-04,42.61308751616993
2024-03-05,39.99130850244495
2024-03-06,43.26989574044833
2024-03-07,40.648051909773066
2024-03-08,39.33738000267227
2024-03-09,48.516787211056005
2024-03-10,48.517472418816205
2024-03-11,38.68339594551362
2024-03-12,39.99526233641261
2024-03-13,41.96283506343508
2024-03-14,38.02935633096901
2024-03-15,39.99695683668446
2024-03-16,49.83297781849572
2024-03-17,49.83368154538458
2024-03-18,39.9986513369563
2024-03-19,39.34349131512812
2024-03-20,38.68831277417128
2024-03-21,40.00034583722815
2024-03-22,40.000910670652104
2024-03-23,47.214856332679936
2024-03-24,45.248209562090175
2024-03-25,40.65838558356205
2024-03-26,40.00317000434791
2024-03-27,40.65953376953861
2024-03-28,41.31591605385797
2024-03-29,42.62813430820138
2024-03-30,46.563696442641046
2024-03-31,42.6293380515639
2024-04-01,41.31824946406839
2024-04-02,40.662978327468274
2024-04-03,40.663552420456554
2024-04-04,41.975872530007564
2024-04-05,41.976465142124496
2024-04-06,49.84775608316169
2024-04-07,49.1925590230762
2024-04-08,42.63415302501397
2024-04-09,37.3874004478712
2024-04-10,38.6997853743725
2024-04-11,37.38845603820449
2024-04-12,39.35682508775908
2024-04-13,46.572900449582136
2024-04-14,46.57355787864936
2024-04-15,36.73459235538209
2024-04-16,38.70306326014428
2024-04-17,38.04761619182196
2024-04-18,37.39215060437098
2024-04-19,39.36071410477644
2024-04-20,47.233523614363286
2024-04-21,45.92212946124498
2024-04-22,39.36238082635531
2024-04-23,38.050838520207776
2024-04-24,38.05137557493874
2024-04-25,38.70798008880194
2024-04-26,41.332833277883495
2024-04-27,45.26993250000144
2024-04-28,43.95838093428957
2024-04-29,40.02237434076222
2024-04-30,42.64739420200166
2024-05-01,38.71125797457372
2024-05-02,37.399539736703964
2024-05-03,41.993058281398575
2024-05-04,44.61825407436023
2024-05-05,45.27504377950998
2024-05-06,37.40165091737054
2024-05-07,38.7145358603455
2024-05-08,37.40270650770382
2024-05-09,40.02802267500172
2024-05-10,38.71617480323139
2024-05-11,45.27887723914138
2024-05-12,42.65461666217676
2024-05-13,38.71781374611727
2024-05-14,40.687090232975926
2024-05-15,38.06265372428909
2024-05-16,39.37571459898627
2024-05-17,42.00135485103562
2024-05-18,45.93963003782311
2024-05-19,45.28398851864991
2024-05-20,39.377936894424764
2024-05-21,39.378492468284385
2024-05-22,37.410095640036815
2024-05-23,40.69225706987042
2024-05-24,42.661839122351864
2024-05-25,47.91320296252951
2024-05-26,46.60116989947264
2024-05-27,44.63273603296775
2024-05-28,39.38238148530175
2024-05-29,38.726554774842015
2024-05-30,39.383492633021
2024-05-31,40.04044901032862
2024-06-01,46.60511447387595
2024-06-02,46.605771902943175
2024-06-03,40.698572092741465
2024-06-04,40.042708344024426
2024-06-05,41.35616737998767
2024-06-06,42.01320709337425
2024-06-07,41.35733408509288
2024-06-08,47.266191357309125
2024-06-09,44.640921487832856
2024-06-10,42.01557754184197
2024-06-11,41.3596674953033
2024-06-12,41.3602508478559
2024-06-13,41.360834200408505
2024-06-14,40.04835667826393
2024-06-15,47.27085817772996
2024-06-16,45.95842695340703
2024-06-17,42.0197258266605
2024-06-18,41.363750963171526
2024-06-19,42.67748778606458
2024-06-20,40.70833167354218
2024-06-21,44.64847729232373
2024-06-22,46.61892048428759
2024-06-23,45.96296413992728
2024-06-24,39.39738197951158
2024-06-25,40.71120213848357
2024-06-26,41.36841778359236
2024-06-27,41.369001136144966
2024-06-28,42.02624455994674
2024-06-29,48.59353048019863
2024-06-30,45.96750132644754
2024-07-01,42.68471024623969
2024-07-02,43.342009227427425
2024-07-03,43.34262035867301
2024-07-04,48.59695651899964
2024-07-05,44.000567509363634
2024-07-06,48.598326934520045
2024-07-07,45.31529510563968
2024-07-08,41.37541801422361
2024-07-09,42.68952521968975
2024-07-10,41.376584719328825
2024-07-11,43.347509408637684
2024-07-12,42.69133083473353
2024-07-13,47.289525459413305
2024-07-14,42.692534578096044
2024-07-15,42.6931364497773
2024-07-16,45.977872038493835
2024-07-17,45.97852020799673
2024-07-18,44.00863258989249
2024-07-19,43.35239845860237
2024-07-20,48.60791984316287
2024-07-21,44.66736680355093
2024-07-22,40.72670264916706
2024-07-23,41.384168302512684
2024-07-24,40.070950015221946
2024-07-25,40.72842492813189
2024-07-26,42.04283769922082
2024-07-27,44.671144705796365
2024-07-28,43.357898639812646
2024-07-29,40.730721300085
2024-07-30,40.074339015765645
2024-07-31,38.76097257544568
2024-08-01,40.732443579049836
2024-08-02,42.70397014003996
2024-08-03,48.6175127518057
2024-08-04,49.27520063469516
2024-08-05,42.705775755083735
2024-08-06,39.42127165547537
2024-08-07,40.07885768315725
2024-08-08,39.42238280319462
2024-08-09,41.39408529590696
2024-08-10,46.651134508581414
2024-08-11,46.65179193764864
2024-08-12,41.39583535356477
2024-08-13,41.39641870611738
2024-08-14,42.05409732944251
2024-08-15,43.36889900223318
2024-08-16,41.39816876377518
2024-08-17,48.62710566044852
2024-08-18,47.116386557440066
2024-08-19,41.399918821433
2024-08-20,41.4005021739856
2024-08-21,39.823901316003415
2024-08-22,41.40166887909081
2024-08-23,41.402252231643416
2024-08-24,47.58040152850464
2024-08-25,47.90967048395198
2024-08-26,40.28675143387564
2024-08-27,40.61592686772328
2024-08-28,39.82782922319095
2024-08-29,40.288454267755384
2024-08-30,42.195027808073775
2024-08-31,47.913720617388634
2024-09-01,50.60916960564283
2024-09-02,49.00582040371786
2024-09-03,39.7879615523921
2024-09-04,41.341832406619844
2024-09-05,37.84382026826173
2024-09-06,38.938163698929145
2024-09-07,45.862402676247584
2024-09-08,43.93907426449828
2024-09-09,38.54900514200849
2024-09-10,38.52853972993428
2024-09-11,36.61209103226086
2024-09-12,39.59845670102927
2024-09-13,41.144822412628784
2024-09-14,47.58510750681446
2024-09-15,42.99299516000373
