Time,monthly_gt
2021-12-26,36
2022-01-02,40
2022-01-09,38
2022-01-16,42
2022-01-23,42
2022-01-30,43
2022-02-06,45
2022-02-13,45
2022-02-20,48
2022-02-27,47
2022-03-06,45
2022-03-13,45
2022-03-20,42
2022-03-27,44
2022-04-03,45
2022-04-10,43
2022-04-17,44
2022-04-24,43
2022-05-01,42
2022-05-08,41
2022-05-15,40
2022-05-22,41
2022-05-29,39
2022-06-05,40
2022-06-12,40
2022-06-19,41
2022-06-26,42
2022-07-03,41
2022-07-10,43
2022-07-17,42
2022-07-24,40
2022-07-31,42
2022-08-07,42
2022-08-14,42
2022-08-21,42
2022-08-28,46
2022-09-04,40
2022-09-11,45
2022-09-18,44
2022-09-25,44
2022-10-02,47
2022-10-09,44
2022-10-16,43
2022-10-23,43
2022-10-30,45
2022-11-06,43
2022-11-13,42
2022-11-20,42
2022-11-27,46
2022-12-04,45
2022-12-11,44
2022-12-18,40
2022-12-25,40
2023-01-01,44
2023-01-08,44
2023-01-15,43
2023-01-22,43
2023-01-29,47
2023-02-05,46
2023-02-12,47
2023-02-19,46
2023-02-26,50
2023-03-05,46
2023-03-12,44
2023-03-19,46
2023-03-26,46
2023-04-02,46
2023-04-09,44
2023-04-16,48
2023-04-23,46
2023-04-30,47
2023-05-07,46
2023-05-14,47
2023-05-21,46
2023-05-28,46
2023-06-04,44
2023-06-11,45
2023-06-18,46
2023-06-25,46
2023-07-02,46
2023-07-09,47
2023-07-16,46
2023-07-23,46
2023-07-30,46
2023-08-06,48
2023-08-13,44
2023-08-20,44
2023-08-27,45
2023-09-03,47
2023-09-10,49
2023-09-17,46
2023-09-24,50
2023-10-01,51
2023-10-08,50
2023-10-15,49
2023-10-22,48
2023-10-29,49
2023-11-05,47
2023-11-12,50
2023-11-19,45
2023-11-26,51
2023-12-03,55
2023-12-10,51
2023-12-17,46
2023-12-24,47
2023-12-31,48
2024-01-07,48
2024-01-14,49
2024-01-21,48
2024-01-28,49
2024-02-04,50
2024-02-11,48
2024-02-18,49
2024-02-25,50
2024-03-03,51
2024-03-10,50
2024-03-17,49
2024-03-24,50
2024-03-31,50
2024-04-07,49
2024-04-14,51
2024-04-21,49
2024-04-28,48
2024-05-05,50
2024-05-12,45
2024-05-19,48
2024-05-26,46
2024-06-02,47
2024-06-09,46
2024-06-16,47
2024-06-23,47
2024-06-30,46
2024-07-07,47
2024-07-14,46
2024-07-21,47
2024-07-28,50
2024-08-04,49
2024-08-11,50
2024-08-18,49
2024-08-25,48
2024-09-01,49
2024-09-08,49
2024-09-15,50
2024-09-22,50
2024-09-29,54
2024-10-06,57
2024-10-13,51
2024-10-20,56
2024-10-27,55
2024-11-03,50
2024-11-10,54
2024-11-17,56
2024-11-24,53
2024-12-01,60
2024-12-08,83
2024-12-15,56
2024-12-22,54
2024-12-29,69
2025-01-05,58
2025-01-12,55
2025-01-19,56
2025-01-26,59
2025-02-02,57
2025-02-09,56
2025-02-16,56
2025-02-23,56
2025-03-02,58
2025-03-09,54
2025-03-16,53
2025-03-23,54
2025-03-30,56
2025-04-06,56
2025-04-13,53
2025-04-20,55
2025-04-27,58
2025-05-04,57
2025-05-11,54
2025-05-18,59
2025-05-25,55
2025-06-01,59
2025-06-08,57
2025-06-15,57
2025-06-22,60
2025-06-29,59
2025-07-06,62
2025-07-13,70
2025-07-20,78
2025-07-27,88
2025-08-03,71
2025-08-10,65
2025-08-17,62
2025-08-24,60
2025-08-31,66
2025-09-07,70
2025-09-14,73
2025-09-21,68
2025-09-28,67
2025-10-05,64
2025-10-12,66
2025-10-19,66
2025-10-26,67
2025-11-02,69
2025-11-09,79
2025-11-16,74
2025-11-23,78
2025-11-30,81
2025-12-07,79
2025-12-14,79
2025-12-21,75
2025-12-28,84
2026-01-04,85
2026-01-11,82
2026-01-18,83
2026-01-25,86
2026-02-01,100
2026-02-08,84
2026-02-15,91
2026-02-22,98
2026-03-01,93
2026-03-08,86
2026-03-15,96
2026-03-22,86
2026-03-29,90
2026-04-05,89
2026-04-12,87
2026-04-19,87
2026-04-26,91
2026-05-03,86
2026-05-10,86
2026-05-17,89
2026-05-24,98
2026-05-31,93
