Time,chase_login
2025-01-10,82.99284469403564
2025-01-11,58.74774399690163
2025-01-12,48.49020139426801
2025-01-13,75.5328137103021
2025-01-14,74.6003098373354
2025-01-15,82.06034082106895
2025-01-16,73.66780596436871
2025-01-17,79.26282920216887
2025-01-18,56.88273625096825
2025-01-19,45.69268977536794
2025-01-20,58.74774399690163
2025-01-21,69.93779047250194
2025-01-22,73.66780596436871
2025-01-23,70.87029434546864
2025-01-24,86.7228601859024
2025-01-25,80.19533307513557
2025-01-26,60.612751742835016
2025-01-27,86.7228601859024
2025-01-28,85.79035631293571
2025-01-29,82.99284469403564
2025-01-30,73.66780596436871
2025-01-31,82.99284469403564
2025-02-01,74.6003098373354
2025-02-02,59.680247869868325
2025-02-03,84.85785243996902
2025-02-04,86.7228601859024
2025-02-05,78.33032532920218
2025-02-06,75.5328137103021
2025-02-07,76.46531758326879
2025-02-08,58.74774399690163
2025-02-09,49.422705267234704
2025-02-10,69.00528659953525
2025-02-11,73.66780596436871
2025-02-12,78.33032532920218
2025-02-13,75.5328137103021
2025-02-14,82.99284469403564
2025-02-15,63.4102633617351
2025-02-16,53.15272075910148
2025-02-17,69.93779047250194
2025-02-18,75.5328137103021
2025-02-19,77.39782145623548
2025-02-20,76.46531758326879
2025-02-21,76.46531758326879
2025-02-22,59.680247869868325
2025-02-23,51.287713013168094
2025-02-24,75.5328137103021
2025-02-25,73.66780596436871
2025-02-26,73.66780596436871
2025-02-27,78.33032532920218
2025-02-28,87.6553640588691
2025-03-01,78.33032532920218
2025-03-02,62.4777594887684
2025-03-03,82.06034082106895
2025-03-04,88.58786793183579
2025-03-05,80.19533307513557
2025-03-06,82.06034082106895
2025-03-07,75.5328137103021
2025-03-08,61.54525561580171
2025-03-09,52.220216886134786
2025-03-10,74.6003098373354
2025-03-11,71.80279821843533
2025-03-12,71.80279821843533
2025-03-13,72.73530209140202
2025-03-14,76.46531758326879
2025-03-15,56.88273625096825
2025-03-16,52.220216886134786
2025-03-17,73.66780596436871
2025-03-18,83.92534856700233
2025-03-19,70.87029434546864
2025-03-20,69.00528659953525
2025-03-21,69.00528659953525
2025-03-22,55.01772850503486
2025-03-23,49.422705267234704
2025-03-24,70.87029434546864
2025-03-25,69.00528659953525
2025-03-26,70.87029434546864
2025-03-27,69.00528659953525
2025-03-28,70.87029434546864
2025-03-29,55.95023237800155
2025-03-30,52.220216886134786
2025-03-31,76.46531758326879
2025-04-01,81.12783694810226
2025-04-02,72.73530209140202
2025-04-03,75.5328137103021
2025-04-04,74.6003098373354
2025-04-05,58.74774399690163
2025-04-06,51.287713013168094
2025-04-07,74.6003098373354
2025-04-08,78.33032532920218
2025-04-09,74.6003098373354
2025-04-10,76.46531758326879
2025-04-11,78.33032532920218
2025-04-12,59.680247869868325
2025-04-13,52.220216886134786
2025-04-14,77.39782145623548
2025-04-15,83.79817534654747
2025-04-16,77.38550310899927
2025-04-17,66.39235070177378
2025-04-18,67.77469867219259
2025-04-19,49.452777993483444
2025-04-20,38.45962558625796
2025-04-21,69.14063880358016
2025-04-22,67.77469867219259
2025-04-23,67.77469867219259
2025-04-24,63.64406259996741
2025-04-25,64.11031453645076
2025-04-26,47.62058592561253
2025-04-27,43.040105755935244
2025-04-28,68.2245427696447
2025-04-29,69.14063880358016
2025-04-30,67.77469867219259
2025-05-01,82.882079312612
2025-05-02,76.46940707506381
2025-05-03,55.865450231031645
2025-05-04,51.28497006135436
2025-05-05,73.72111897325743
2025-05-06,67.77469867219259
2025-05-07,66.85860263825714
2025-05-08,65.94250660432168
2025-05-09,65.94250660432168
2025-05-10,48.53668195954799
2025-05-11,36.62743351838705
2025-05-12,85.16411547793504
2025-05-13,70.05673483751562
2025-05-14,75.10346694367624
2025-05-15,71.07536739743351
2025-05-16,70.17567920252928
2025-05-17,49.482850719732184
2025-05-18,43.18503335540264
2025-05-19,70.17567920252928
2025-05-20,70.17567920252928
2025-05-21,69.27599100762507
2025-05-22,71.07536739743351
2025-05-23,69.27599100762507
2025-05-24,47.68347432992375
2025-05-25,37.786904185977306
2025-05-26,51.28222710954063
2025-05-27,73.77443198214617
2025-05-28,78.27287295666727
2025-05-29,73.77443198214617
2025-05-30,77.37318476176306
2025-05-31,59.379420863678625
2025-06-01,54.880979889157516
2025-06-02,88.16944310061372
2025-06-03,82.77131393118839
2025-06-04,75.57380837195461
2025-06-05,73.77443198214617
2025-06-06,71.07536739743351
2025-06-07,49.482850719732184
2025-06-08,45.8840979401153
2025-06-09,73.77443198214617
2025-06-10,71.97505559233772
2025-06-11,71.97505559233772
2025-06-12,69.27599100762507
2025-06-13,71.07536739743351
2025-06-14,45.8840979401153
2025-06-15,39.58628057578575
2025-06-16,80.07224934647572
2025-06-17,72.87474378724195
2025-06-18,69.27599100762507
2025-06-19,58.4797326687744
2025-06-20,68.37630281272084
2025-06-21,49.482850719732184
2025-06-22,40.48596877068997
2025-06-23,70.17567920252928
2025-06-24,69.27599100762507
2025-06-25,66.5769264229124
2025-06-26,71.97505559233772
2025-06-27,76.47349656685884
2025-06-28,52.18191530444485
2025-06-29,46.783786135019525
2025-06-30,85.47037851590105
2025-07-01,87.26975490570949
2025-07-02,84.57069032099683
2025-07-03,89.96881949042216
2025-07-04,53.981291694253294
2025-07-05,47.68347432992375
2025-07-06,48.58316252482796
2025-07-07,83.6710021260926
2025-07-08,86.37006671080528
2025-07-09,78.27287295666727
2025-07-10,72.87474378724195
2025-07-11,75.57380837195461
2025-07-12,52.18191530444485
2025-07-13,46.783786135019525
2025-07-14,80.07224934647572
2025-07-15,80.07224934647572
2025-07-16,77.37318476176306
2025-07-17,73.77443198214617
2025-07-18,71.97505559233772
2025-07-19,52.18191530444485
2025-07-20,42.285345160498416
2025-07-21,72.87474378724195
2025-07-22,72.87474378724195
2025-07-23,72.87474378724195
2025-07-24,68.37630281272084
2025-07-25,71.97505559233772
2025-07-26,49.482850719732184
2025-07-27,44.98440974521108
2025-07-28,71.07536739743351
2025-07-29,67.47661461781662
2025-07-30,68.37630281272084
2025-07-31,74.6741201770504
2025-08-01,89.96881949042216
2025-08-02,62.97817364329551
2025-08-03,48.58316252482796
2025-08-04,83.6710021260926
2025-08-05,86.37006671080528
2025-08-06,73.77443198214617
2025-08-07,73.77443198214617
2025-08-08,74.6741201770504
2025-08-09,51.28222710954063
2025-08-10,45.8840979401153
2025-08-11,73.77443198214617
2025-08-12,71.07536739743351
2025-08-13,75.57380837195461
2025-08-14,72.87474378724195
2025-08-15,74.6741201770504
2025-08-16,53.08160349934907
2025-08-17,45.8840979401153
2025-08-18,71.07536739743351
2025-08-19,68.37630281272084
2025-08-20,71.07536739743351
2025-08-21,64.77755003310395
2025-08-22,68.37630281272084
2025-08-23,51.28222710954063
2025-08-24,41.385656965594194
2025-08-25,74.6741201770504
2025-08-26,76.47349656685884
2025-08-27,71.07536739743351
2025-08-28,71.07536739743351
2025-08-29,75.57380837195461
2025-08-30,50.382538914636406
2025-08-31,47.68347432992375
2025-09-01,64.77755003310395
2025-09-02,78.27287295666727
2025-09-03,79.1725611515715
2025-09-04,87.26975490570949
2025-09-05,73.77443198214617
2025-09-06,49.482850719732184
2025-09-07,45.8840979401153
2025-09-08,72.87474378724195
2025-09-09,70.17567920252928
2025-09-10,70.17567920252928
2025-09-11,69.27599100762507
2025-09-12,70.17567920252928
2025-09-13,55.78066808406174
2025-09-14,44.08472155030686
2025-09-15,77.37318476176306
2025-09-16,68.37630281272084
2025-09-17,69.27599100762507
2025-09-18,64.77755003310395
2025-09-19,70.17567920252928
2025-09-20,50.382538914636406
2025-09-21,41.385656965594194
2025-09-22,69.27599100762507
2025-09-23,66.5769264229124
2025-09-24,67.47661461781662
2025-09-25,65.67723822800818
2025-09-26,66.5769264229124
2025-09-27,50.382538914636406
2025-09-28,44.08472155030686
2025-09-29,72.87474378724195
2025-09-30,76.47349656685884
2025-10-01,88.16944310061372
2025-10-02,76.47349656685884
2025-10-03,76.47349656685884
2025-10-04,53.08160349934907
2025-10-05,47.68347432992375
2025-10-06,73.77443198214617
2025-10-07,72.87474378724195
2025-10-08,72.87474378724195
2025-10-09,68.37630281272084
2025-10-10,72.87474378724195
2025-10-11,50.382538914636406
2025-10-12,44.98440974521108
2025-10-13,70.17567920252928
2025-10-14,75.57380837195461
2025-10-15,81.87162573628416
2025-10-16,71.07536739743351
2025-10-17,71.07536739743351
2025-10-18,50.382538914636406
2025-10-19,43.18503335540264
2025-10-20,70.17567920252928
2025-10-21,68.37630281272084
2025-10-22,71.97505559233772
2025-10-23,68.37630281272084
2025-10-24,68.37630281272084
2025-10-25,46.783786135019525
2025-10-26,44.98440974521108
2025-10-27,67.47661461781662
2025-10-28,67.47661461781662
2025-10-29,67.47661461781662
2025-10-30,66.5769264229124
2025-10-31,71.97505559233772
2025-11-01,62.07848544839129
2025-11-02,53.08160349934907
2025-11-03,79.1725611515715
2025-11-04,72.87474378724195
2025-11-05,69.27599100762507
2025-11-06,71.97505559233772
2025-11-07,71.97505559233772
2025-11-08,52.18191530444485
2025-11-09,44.98440974521108
2025-11-10,73.77443198214617
2025-11-11,68.37630281272084
2025-11-12,71.07536739743351
2025-11-13,68.37630281272084
2025-11-14,74.6741201770504
2025-11-15,54.880979889157516
2025-11-16,46.783786135019525
2025-11-17,71.97505559233772
2025-11-18,68.37630281272084
2025-11-19,66.5769264229124
2025-11-20,63.877861838199735
2025-11-21,69.27599100762507
2025-11-22,48.58316252482796
2025-11-23,39.58628057578575
2025-11-24,65.67723822800818
2025-11-25,70.17567920252928
2025-11-26,67.47661461781662
2025-11-27,35.98752779616886
2025-11-28,53.08160349934907
2025-11-29,53.981291694253294
2025-11-30,48.58316252482796
2025-12-01,84.57069032099683
2025-12-02,83.6710021260926
2025-12-03,79.1725611515715
2025-12-04,77.37318476176306
2025-12-05,71.07536739743351
2025-12-06,55.78066808406174
2025-12-07,44.98440974521108
2025-12-08,69.27599100762507
2025-12-09,73.77443198214617
2025-12-10,71.07536739743351
2025-12-11,67.40780391820635
2025-12-12,71.73538839369519
2025-12-13,52.27834390389869
2025-12-14,43.20750215527538
2025-12-15,73.01657808643861
2025-12-16,66.5422870231086
2025-12-17,69.1388377084019
2025-12-18,66.5422870231086
2025-12-19,68.27332081330411
2025-12-20,50.54731011370315
2025-12-21,40.610951469982076
2025-12-22,66.5422870231086
2025-12-23,67.82347671585201
2025-12-24,56.605928379387514
2025-12-25,31.540109721358764
2025-12-26,62.66454664507187
2025-12-27,49.26612042095973
2025-12-28,41.47646836507984
2025-12-29,74.74761187663414
2025-12-30,75.61312877173191
2025-12-31,74.74761187663414
2026-01-01,61.349185652521996
2026-01-02,82.95293673015968
2026-01-03,60.483668757424226
2026-01-04,49.26612042095973
2026-01-05,76.47864566682966
2026-01-06,73.46642218389071
2026-01-07,71.73538839369519
2026-01-08,63.08021944271753
2026-01-09,69.1388377084019
2026-01-10,51.54342690806121
2026-01-11,44.06131655043942
2026-01-12,65.67630202801348
2026-01-13,67.33899321859609
2026-01-14,66.50764762330479
2026-01-15,67.33899321859609
2026-01-16,68.1703388138874
2026-01-17,50.7120813127699
2026-01-18,41.56727976456549
2026-01-19,55.70015488451776
2026-01-20,64.84495643272217
2026-01-21,68.1703388138874
2026-01-22,65.67630202801348
2026-01-23,67.33899321859609
2026-01-24,49.880735717478586
2026-01-25,40.73593416927418
2026-01-26,67.33899321859609
2026-01-27,63.18226524213954
2026-01-28,65.67630202801348
2026-01-29,64.01361083743086
2026-01-30,73.98975798092657
2026-01-31,57.36284607510038
2026-02-01,54.03746369393514
2026-02-02,72.32706679034395
2026-02-03,73.15841238563526
2026-02-04,66.50764762330479
2026-02-05,69.83303000447002
2026-02-06,66.50764762330479
2026-02-07,50.7120813127699
2026-02-08,39.90458857398287
2026-02-09,56.53150047980907
2026-02-10,64.84495643272217
2026-02-11,70.66437559976133
2026-02-12,64.84495643272217
2026-02-13,69.83303000447002
2026-02-14,47.386698931604656
2026-02-15,43.22997095514811
2026-02-16,59.025537265683
2026-02-17,61.51957405155692
2026-02-18,68.1703388138874
2026-02-19,65.67630202801348
2026-02-20,66.50764762330479
2026-02-21,52.37477250335252
2026-02-22,44.06131655043942
2026-02-23,65.67630202801348
2026-02-24,68.1703388138874
2026-02-25,70.66437559976133
2026-02-26,78.14648595738312
2026-02-27,74.82110357621788
2026-02-28,65.67630202801348
2026-03-01,64.84495643272217
2026-03-02,80.64052274325705
2026-03-03,76.4837947668005
2026-03-04,78.97783155267443
2026-03-05,69.00168440917871
2026-03-06,70.66437559976133
2026-03-07,52.37477250335252
2026-03-08,48.218044526895966
2026-03-09,72.32706679034395
2026-03-10,69.00168440917871
2026-03-11,69.83303000447002
2026-03-12,68.1703388138874
2026-03-13,70.66437559976133
2026-03-14,54.03746369393514
2026-03-15,49.880735717478586
2026-03-16,69.83303000447002
2026-03-17,64.84495643272217
2026-03-18,68.1703388138874
2026-03-19,60.68822845626561
2026-03-20,64.84495643272217
2026-03-21,50.7120813127699
2026-03-22,46.555353336313345
2026-03-23,65.67630202801348
2026-03-24,68.1703388138874
2026-03-25,65.67630202801348
2026-03-26,64.01361083743086
2026-03-27,66.50764762330479
2026-03-28,50.7120813127699
2026-03-29,45.72400774102204
2026-03-30,67.33899321859609
2026-03-31,76.4837947668005
2026-04-01,75.65244917150919
2026-04-02,72.32706679034395
2026-04-03,71.49572119505264
2026-04-04,50.7120813127699
2026-04-05,39.07324297869156
2026-04-06,73.15841238563526
2026-04-07,66.50764762330479
2026-04-08,67.33899321859609
2026-04-09,63.18226524213954
2026-04-10,61.51957405155692
2026-04-11,49.880735717478586
2026-04-12,45.72400774102204
2026-04-13,69.00168440917871
2026-04-14,67.33899321859609
2026-04-15,68.1703388138874
2026-04-16,65.67630202801348
2026-04-17,61.51957405155692
2026-04-18,44.89266214573073
2026-04-19,42.3986253598568
2026-04-20,64.01361083743086
2026-04-21,61.51957405155692
2026-04-22,59.85688286097431
2026-04-23,58.19419167039169
2026-04-24,59.025537265683
2026-04-25,43.22997095514811
2026-04-26,39.07324297869156
2026-04-27,63.18226524213954
2026-04-28,61.51957405155692
2026-04-29,59.025537265683
2026-04-30,63.18226524213954
2026-05-01,75.65244917150919
2026-05-02,54.86880928922645
2026-05-03,47.386698931604656
2026-05-04,67.33899321859609
2026-05-05,64.84495643272217
2026-05-06,64.01361083743086
2026-05-07,59.85688286097431
2026-05-08,61.51957405155692
2026-05-09,45.72400774102204
2026-05-10,34.91651500223501
2026-05-11,65.67630202801348
2026-05-12,64.84495643272217
2026-05-13,64.01361083743086
2026-05-14,62.35091964684823
2026-05-15,65.67630202801348
2026-05-16,46.555353336313345
2026-05-17,39.90458857398287
2026-05-18,62.35091964684823
2026-05-19,63.18226524213954
2026-05-20,62.35091964684823
2026-05-21,64.01361083743086
2026-05-22,60.68822845626561
2026-05-23,47.386698931604656
2026-05-24,38.24189738340025
2026-05-25,44.06131655043942
2026-05-26,68.1703388138874
2026-05-27,66.50764762330479
2026-05-28,67.33899321859609
2026-05-29,69.83303000447002
2026-05-30,51.54342690806121
2026-05-31,45.72400774102204
