Time,bitcoin
2024-11-21,82.48269230769233
2024-11-22,84.68223076923078
2024-11-23,58.28776923076924
2024-11-24,48.389846153846165
2024-11-25,54.98846153846155
2024-11-26,51.68915384615386
2024-11-27,48.389846153846165
2024-11-28,38.49192307692309
2024-11-29,40.691461538461546
2024-11-30,34.09284615384616
2024-12-01,34.09284615384616
2024-12-02,40.691461538461546
2024-12-03,37.39215384615385
2024-12-04,40.691461538461546
2024-12-05,109.9769230769231
2024-12-06,67.0859230769231
2024-12-07,48.389846153846165
2024-12-08,41.79123076923078
2024-12-09,46.190307692307705
2024-12-10,48.389846153846165
2024-12-11,45.09053846153847
2024-12-12,41.79123076923078
2024-12-13,36.29238461538463
2024-12-14,32.993076923076934
2024-12-15,37.39215384615385
2024-12-16,56.08823076923078
2024-12-17,52.78892307692309
2024-12-18,50.58938461538463
2024-12-19,52.78892307692309
2024-12-20,51.68915384615386
2024-12-21,34.09284615384616
2024-12-22,32.993076923076934
2024-12-23,39.59169230769232
2024-12-24,38.49192307692309
2024-12-25,32.993076923076934
2024-12-26,37.39215384615385
2024-12-27,38.49192307692309
2024-12-28,28.59400000000001
2024-12-29,28.59400000000001
2024-12-30,36.29238461538463
2024-12-31,32.993076923076934
2025-01-01,28.59400000000001
2025-01-02,34.09284615384616
2025-01-03,31.8933076923077
2025-01-04,26.394461538461545
2025-01-05,26.394461538461545
2025-01-06,35.192615384615394
2025-01-07,38.49192307692309
2025-01-08,31.8933076923077
2025-01-09,32.993076923076934
2025-01-10,32.993076923076934
2025-01-11,23.095153846153853
2025-01-12,23.095153846153853
2025-01-13,32.993076923076934
2025-01-14,29.693769230769238
2025-01-15,34.09284615384616
2025-01-16,34.09284615384616
2025-01-17,40.691461538461546
2025-01-18,34.09284615384616
2025-01-19,35.192615384615394
2025-01-20,58.28776923076924
2025-01-21,53.888692307692324
2025-01-22,43.990769230769246
2025-01-23,48.389846153846165
2025-01-24,42.89100000000001
2025-01-25,29.693769230769238
2025-01-26,29.693769230769238
2025-01-27,40.691461538461546
2025-01-28,35.192615384615394
2025-01-29,31.8933076923077
2025-01-30,31.8933076923077
2025-01-31,30.793538461538468
2025-02-01,24.194923076923082
2025-02-02,35.192615384615394
2025-02-03,52.78892307692309
2025-02-04,37.39215384615385
2025-02-05,31.8933076923077
2025-02-06,30.793538461538468
2025-02-07,28.59400000000001
2025-02-08,23.095153846153853
2025-02-09,21.995384615384623
2025-02-10,25.294692307692316
2025-02-11,25.294692307692316
2025-02-12,25.294692307692316
2025-02-13,24.194923076923082
2025-02-14,25.294692307692316
2025-02-15,19.79584615384616
2025-02-16,18.696076923076927
2025-02-17,24.194923076923082
2025-02-18,25.294692307692316
2025-02-19,23.095153846153853
2025-02-20,24.194923076923082
2025-02-21,25.294692307692316
2025-02-22,18.696076923076927
2025-02-23,18.696076923076927
2025-02-24,25.294692307692316
2025-02-25,47.29007692307694
2025-02-26,41.79123076923078
2025-02-27,38.49192307692309
2025-02-28,49.4896153846154
2025-03-01,28.59400000000001
2025-03-02,40.691461538461546
2025-03-03,51.68915384615386
2025-03-04,47.29007692307694
2025-03-05,35.192615384615394
2025-03-06,34.09284615384616
2025-03-07,48.389846153846165
2025-03-08,31.8933076923077
2025-03-09,29.693769230769238
2025-03-10,48.389846153846165
2025-03-11,47.29007692307694
2025-03-12,35.192615384615394
2025-03-13,32.993076923076934
2025-03-14,29.693769230769238
2025-03-15,21.995384615384623
2025-03-16,27.494230769230775
2025-03-17,27.494230769230775
2025-03-18,26.394461538461545
2025-03-19,26.394461538461545
2025-03-20,25.294692307692316
2025-03-21,20.89561538461539
2025-03-22,16.496538461538467
2025-03-23,17.596307692307697
2025-03-24,25.294692307692316
2025-03-25,25.294692307692316
2025-03-26,25.294692307692316
2025-03-27,19.79584615384616
2025-03-28,23.095153846153853
2025-03-29,17.596307692307697
2025-03-30,17.596307692307697
2025-03-31,26.394461538461545
2025-04-01,20.89561538461539
2025-04-02,21.995384615384623
2025-04-03,32.993076923076934
2025-04-04,34.09284615384616
2025-04-05,24.194923076923082
2025-04-06,29.693769230769238
2025-04-07,46.190307692307705
2025-04-08,34.09284615384616
2025-04-09,39.59169230769232
2025-04-10,31.8933076923077
2025-04-11,28.59400000000001
2025-04-12,20.89561538461539
2025-04-13,20.89561538461539
2025-04-14,24.194923076923082
2025-04-15,23.102023314876682
2025-04-16,21.20539571225919
2025-04-17,19.858652725026317
2025-04-18,16.615282135175953
2025-04-19,14.320225346634334
2025-04-20,15.666968333867207
2025-04-21,27.29370770603579
2025-04-22,29.58876449457741
2025-04-23,29.58876449457741
2025-04-24,24.050337116185425
2025-04-25,24.448766302109554
2025-04-26,17.563595936484695
2025-04-27,18.91033892371757
2025-04-28,24.050337116185425
2025-04-29,23.102023314876682
2025-04-30,20.80696652633506
2025-05-01,24.050337116185425
2025-05-02,23.102023314876682
2025-05-03,17.563595936484695
2025-05-04,16.216852949251823
2025-05-05,20.80696652633506
2025-05-06,21.20539571225919
2025-05-07,21.20539571225919
2025-05-08,37.42224866151101
2025-05-09,34.17887807166065
2025-05-10,25.397080103418304
2025-05-11,27.29370770603579
2025-05-12,34.57730725758478
2025-05-13,31.883821283119033
2025-05-14,26.345393904727047
2025-05-15,23.10889278359951
2025-05-16,22.312034411751252
2025-05-17,16.73402580881344
2025-05-18,20.718317668054734
2025-05-19,27.890043014689066
2025-05-20,28.686901386537325
2025-05-21,39.84291859241295
2025-05-22,53.389510913833355
2025-05-23,35.061768361323395
2025-05-24,24.70260952729603
2025-05-25,24.70260952729603
2025-05-26,27.093184642840807
2025-05-27,38.24920184871643
2025-05-28,36.65548510501991
2025-05-29,31.077476502082103
2025-05-30,28.686901386537325
2025-05-31,22.312034411751252
2025-06-01,19.124600924358216
2025-06-02,21.515176039902993
2025-06-03,24.70260952729603
2025-06-04,21.515176039902993
2025-06-05,26.296326270992548
2025-06-06,25.49946789914429
2025-06-07,18.327742552509957
2025-06-08,19.124600924358216
2025-06-09,27.890043014689066
2025-06-10,27.890043014689066
2025-06-11,25.49946789914429
2025-06-12,24.70260952729603
2025-06-13,27.093184642840807
2025-06-14,18.327742552509957
2025-06-15,19.124600924358216
2025-06-16,23.90575115544777
2025-06-17,27.093184642840807
2025-06-18,21.515176039902993
2025-06-19,19.921459296206475
2025-06-20,19.921459296206475
2025-06-21,17.530884180661698
2025-06-22,29.483759758385585
2025-06-23,27.890043014689066
2025-06-24,24.70260952729603
2025-06-25,24.70260952729603
2025-06-26,22.312034411751252
2025-06-27,23.90575115544777
2025-06-28,19.921459296206475
2025-06-29,19.921459296206475
2025-06-30,24.70260952729603
2025-07-01,22.312034411751252
2025-07-02,24.70260952729603
2025-07-03,26.296326270992548
2025-07-04,22.312034411751252
2025-07-05,19.921459296206475
2025-07-06,21.515176039902993
2025-07-07,24.70260952729603
2025-07-08,23.90575115544777
2025-07-09,28.686901386537325
2025-07-10,41.43663533610947
2025-07-11,50.99893579828858
2025-07-12,31.874334873930362
2025-07-13,31.874334873930362
2025-07-14,57.37380277307465
2025-07-15,42.23349370795773
2025-07-16,43.030352079805986
2025-07-17,48.6083606827438
2025-07-18,44.624068823502505
2025-07-19,44.624068823502505
2025-07-20,43.827210451654246
2025-07-21,47.01464393904728
2025-07-22,41.43663533610947
2025-07-23,38.24920184871643
2025-07-24,34.264909989475136
2025-07-25,35.858626733171654
2025-07-26,31.077476502082103
2025-07-27,35.858626733171654
2025-07-28,35.061768361323395
2025-07-29,39.84291859241295
2025-07-30,48.6083606827438
2025-07-31,46.21778556719902
2025-08-01,43.030352079805986
2025-08-02,23.10889278359951
2025-08-03,23.10889278359951
2025-08-04,28.686901386537325
2025-08-05,31.077476502082103
2025-08-06,30.280618130233844
2025-08-07,31.077476502082103
2025-08-08,31.874334873930362
2025-08-09,29.483759758385585
2025-08-10,32.67119324577862
2025-08-11,39.04606022056469
2025-08-12,30.280618130233844
2025-08-13,35.061768361323395
2025-08-14,36.65548510501991
2025-08-15,30.280618130233844
2025-08-16,19.921459296206475
2025-08-17,21.515176039902993
2025-08-18,27.093184642840807
2025-08-19,28.686901386537325
2025-08-20,26.296326270992548
2025-08-21,23.90575115544777
2025-08-22,27.093184642840807
2025-08-23,18.327742552509957
2025-08-24,19.921459296206475
2025-08-25,28.686901386537325
2025-08-26,27.093184642840807
2025-08-27,23.90575115544777
2025-08-28,22.312034411751252
2025-08-29,24.70260952729603
2025-08-30,18.327742552509957
2025-08-31,18.327742552509957
2025-09-01,20.718317668054734
2025-09-02,22.312034411751252
2025-09-03,23.90575115544777
2025-09-04,23.10889278359951
2025-09-05,22.312034411751252
2025-09-06,15.937167436965181
2025-09-07,14.343450693268663
2025-09-08,21.515176039902993
2025-09-09,19.921459296206475
2025-09-10,19.124600924358216
2025-09-11,18.327742552509957
2025-09-12,18.327742552509957
2025-09-13,16.73402580881344
2025-09-14,15.937167436965181
2025-09-15,18.327742552509957
2025-09-16,20.718317668054734
2025-09-17,23.10889278359951
2025-09-18,24.70260952729603
2025-09-19,25.49946789914429
2025-09-20,19.124600924358216
2025-09-21,16.73402580881344
2025-09-22,26.296326270992548
2025-09-23,23.90575115544777
2025-09-24,22.312034411751252
2025-09-25,24.70260952729603
2025-09-26,25.49946789914429
2025-09-27,19.124600924358216
2025-09-28,17.530884180661698
2025-09-29,23.90575115544777
2025-09-30,22.312034411751252
2025-10-01,28.686901386537325
2025-10-02,29.483759758385585
2025-10-03,31.077476502082103
2025-10-04,19.921459296206475
2025-10-05,26.296326270992548
2025-10-06,30.280618130233844
2025-10-07,31.077476502082103
2025-10-08,28.686901386537325
2025-10-09,27.890043014689066
2025-10-10,33.46805161762688
2025-10-11,43.827210451654246
2025-10-12,43.030352079805986
2025-10-13,38.24920184871643
2025-10-14,33.46805161762688
2025-10-15,31.874334873930362
2025-10-16,33.46805161762688
2025-10-17,38.24920184871643
2025-10-18,26.296326270992548
2025-10-19,23.90575115544777
2025-10-20,30.280618130233844
2025-10-21,28.686901386537325
2025-10-22,27.890043014689066
2025-10-23,24.70260952729603
2025-10-24,26.296326270992548
2025-10-25,18.327742552509957
2025-10-26,22.312034411751252
2025-10-27,24.70260952729603
2025-10-28,23.90575115544777
2025-10-29,25.49946789914429
2025-10-30,31.874334873930362
2025-10-31,28.686901386537325
2025-11-01,27.093184642840807
2025-11-02,21.515176039902993
2025-11-03,31.077476502082103
2025-11-04,46.21778556719902
2025-11-05,38.24920184871643
2025-11-06,35.061768361323395
2025-11-07,34.264909989475136
2025-11-08,25.49946789914429
2025-11-09,25.49946789914429
2025-11-10,30.280618130233844
2025-11-11,29.483759758385585
2025-11-12,29.483759758385585
2025-11-13,35.061768361323395
2025-11-14,47.81150231089554
2025-11-15,33.46805161762688
2025-11-16,35.858626733171654
2025-11-17,48.6083606827438
2025-11-18,64.54552811970898
2025-11-19,61.35809463231595
2025-11-20,65.34238649155724
2025-11-21,79.6858371848259
2025-11-22,52.592652541985096
2025-11-23,45.420927195350764
2025-11-24,50.99893579828858
2025-11-25,44.624068823502505
2025-11-26,43.030352079805986
2025-11-27,37.45234347686817
2025-11-28,34.264909989475136
2025-11-29,29.483759758385585
2025-11-30,30.280618130233844
2025-12-01,64.54552811970898
2025-12-02,51.79579417013684
2025-12-03,44.624068823502505
2025-12-04,38.24920184871643
2025-12-05,34.264909989475136
2025-12-06,29.483759758385585
2025-12-07,28.686901386537325
2025-12-08,33.46805161762688
2025-12-09,34.264909989475136
2025-12-10,32.67119324577862
2025-12-11,34.17829494905685
2025-12-12,28.149888135943932
2025-12-13,22.519910508755146
2025-12-14,22.918339694679275
2025-12-15,34.17829494905685
2025-12-16,32.67119324577861
2025-12-17,34.17829494905685
2025-12-18,35.28696746641094
2025-12-19,32.67119324577861
2025-12-20,22.918339694679275
2025-12-21,24.027012212033373
2025-12-22,29.65698983922216
2025-12-23,27.43964480451396
2025-12-24,27.04121561858983
2025-12-25,21.411237991401045
2025-12-26,29.65698983922216
2025-12-27,22.918339694679275
2025-12-28,22.918339694679275
2025-12-29,28.149888135943932
2025-12-30,29.65698983922216
2025-12-31,25.5341139153116
2026-01-01,24.027012212033373
2026-01-02,27.04121561858983
2026-01-03,25.5341139153116
2026-01-04,25.5341139153116
2026-01-05,32.67119324577861
2026-01-06,31.164091542500387
2026-01-07,26.6427864326657
2026-01-08,26.6427864326657
2026-01-09,24.425441397957503
2026-01-10,19.886813280039156
2026-01-11,19.886813280039156
2026-01-12,25.568759931478915
2026-01-13,26.989246594338855
2026-01-14,31.250706582918674
2026-01-15,28.409733257198795
2026-01-16,22.727786605759036
2026-01-17,19.886813280039156
2026-01-18,19.886813280039156
2026-01-19,25.568759931478915
2026-01-20,29.830219920058735
2026-01-21,29.830219920058735
2026-01-22,25.568759931478915
2026-01-23,25.568759931478915
2026-01-24,18.466326617179217
2026-01-25,22.727786605759036
2026-01-26,28.409733257198795
2026-01-27,25.568759931478915
2026-01-28,25.568759931478915
2026-01-29,35.5121665714985
2026-01-30,42.61459988579819
2026-01-31,51.13751986295783
2026-02-01,59.66043984011747
2026-02-02,59.66043984011747
2026-02-03,52.558006525817774
2026-02-04,61.080926502977405
2026-02-05,136.36671963455422
2026-02-06,142.048666285994
2026-02-07,66.76287315441716
2026-02-08,52.558006525817774
2026-02-09,52.558006525817774
2026-02-10,51.13751986295783
2026-02-11,65.34238649155722
2026-02-12,53.97849318867771
2026-02-13,48.29654653723795
2026-02-14,36.93265323435843
2026-02-15,34.091679908638554
2026-02-16,38.35313989721837
2026-02-17,39.77362656007831
2026-02-18,35.5121665714985
2026-02-19,36.93265323435843
2026-02-20,34.091679908638554
2026-02-21,28.409733257198795
2026-02-22,26.989246594338855
2026-02-23,46.876059874378015
2026-02-24,45.45557321151807
2026-02-25,42.61459988579819
2026-02-26,36.93265323435843
2026-02-27,34.091679908638554
2026-02-28,35.5121665714985
2026-03-01,36.93265323435843
2026-03-02,48.29654653723795
2026-03-03,48.29654653723795
2026-03-04,44.03508654865813
2026-03-05,48.29654653723795
2026-03-06,36.93265323435843
2026-03-07,28.409733257198795
2026-03-08,32.67119324577861
2026-03-09,38.35313989721837
2026-03-10,38.35313989721837
2026-03-11,32.67119324577861
2026-03-12,31.250706582918674
2026-03-13,32.67119324577861
2026-03-14,25.568759931478915
2026-03-15,25.568759931478915
2026-03-16,32.67119324577861
2026-03-17,35.5121665714985
2026-03-18,32.67119324577861
2026-03-19,35.5121665714985
2026-03-20,41.194113222938256
2026-03-21,26.989246594338855
2026-03-22,28.409733257198795
2026-03-23,31.250706582918674
2026-03-24,26.989246594338855
2026-03-25,35.5121665714985
2026-03-26,32.67119324577861
2026-03-27,42.61459988579819
2026-03-28,38.35313989721837
2026-03-29,39.77362656007831
2026-03-30,52.558006525817774
2026-03-31,36.93265323435843
2026-04-01,29.830219920058735
2026-04-02,26.989246594338855
2026-04-03,24.148273268618976
2026-04-04,19.886813280039156
2026-04-05,21.307299942899096
2026-04-06,31.250706582918674
2026-04-07,29.830219920058735
2026-04-08,34.091679908638554
2026-04-09,29.830219920058735
2026-04-10,26.989246594338855
2026-04-11,21.307299942899096
2026-04-12,25.568759931478915
2026-04-13,26.989246594338855
2026-04-14,29.830219920058735
2026-04-15,29.830219920058735
2026-04-16,26.989246594338855
2026-04-17,42.61459988579819
2026-04-18,26.989246594338855
2026-04-19,24.148273268618976
2026-04-20,24.148273268618976
2026-04-21,26.989246594338855
2026-04-22,29.830219920058735
2026-04-23,28.409733257198795
2026-04-24,25.568759931478915
2026-04-25,19.886813280039156
2026-04-26,22.727786605759036
2026-04-27,25.568759931478915
2026-04-28,24.148273268618976
2026-04-29,24.148273268618976
2026-04-30,25.568759931478915
2026-05-01,25.568759931478915
2026-05-02,19.886813280039156
2026-05-03,21.307299942899096
2026-05-04,25.568759931478915
2026-05-05,28.409733257198795
2026-05-06,28.409733257198795
2026-05-07,24.148273268618976
2026-05-08,25.568759931478915
2026-05-09,19.886813280039156
2026-05-10,21.307299942899096
2026-05-11,25.568759931478915
2026-05-12,25.568759931478915
2026-05-13,25.568759931478915
2026-05-14,25.568759931478915
2026-05-15,24.148273268618976
2026-05-16,19.886813280039156
2026-05-17,18.466326617179217
2026-05-18,24.148273268618976
2026-05-19,22.727786605759036
2026-05-20,21.307299942899096
2026-05-21,21.307299942899096
2026-05-22,25.568759931478915
2026-05-23,28.409733257198795
2026-05-24,19.886813280039156
2026-05-25,21.307299942899096
2026-05-26,22.727786605759036
2026-05-27,22.727786605759036
2026-05-28,26.989246594338855
2026-05-29,24.148273268618976
2026-05-30,19.886813280039156
2026-05-31,24.148273268618976
