Time,amazon prime
2024-08-18,61
2024-08-19,53
2024-08-20,56
2024-08-21,53
2024-08-22,51
2024-08-23,50
2024-08-24,58
2024-08-25,60
2024-08-26,57
2024-08-27,51
2024-08-28,52
2024-08-29,51
2024-08-30,52
2024-08-31,58
2024-09-01,60
2024-09-02,61
2024-09-03,51
2024-09-04,51
2024-09-05,52
2024-09-06,53
2024-09-07,54
2024-09-08,57
2024-09-09,52
2024-09-10,48
2024-09-11,48
2024-09-12,56
2024-09-13,68
2024-09-14,62
2024-09-15,57
2024-09-16,50
2024-09-17,52
2024-09-18,54
2024-09-19,52
2024-09-20,62
2024-09-21,60
2024-09-22,58
2024-09-23,53
2024-09-24,52
2024-09-25,51
2024-09-26,55
2024-09-27,64
2024-09-28,59
2024-09-29,60
2024-09-30,53
2024-10-01,52
2024-10-02,51
2024-10-03,57
2024-10-04,66
2024-10-05,63
2024-10-06,63
2024-10-07,65
2024-10-08,94
2024-10-09,96
2024-10-10,72
2024-10-11,68
2024-10-12,59
2024-10-13,61
2024-10-14,58
2024-10-15,54
2024-10-16,57
2024-10-17,55
2024-10-18,61
2024-10-19,59
2024-10-20,59
2024-10-21,55
2024-10-22,53
2024-10-23,53
2024-10-24,56
2024-10-25,63
2024-10-26,57
2024-10-27,61
2024-10-28,54
2024-10-29,53
2024-10-30,54
2024-10-31,54
2024-11-01,62
2024-11-02,61
2024-11-03,62
2024-11-04,54
2024-11-05,49
2024-11-06,38
2024-11-07,51
2024-11-08,64
2024-11-09,62
2024-11-10,63
2024-11-11,60
2024-11-12,56
2024-11-13,61
2024-11-14,57
2024-11-15,66
2024-11-16,60
2024-11-17,68
2024-11-18,63
2024-11-19,58
2024-11-20,61
2024-11-21,62
2024-11-22,72
2024-11-23,70
2024-11-24,73
2024-11-25,67
2024-11-26,66
2024-11-27,66
2024-11-28,65
2024-11-29,100
2024-11-30,90
2024-12-01,80
2024-12-02,86
2024-12-03,73
2024-12-04,65
2024-12-05,70
2024-12-06,81
2024-12-07,73
2024-12-08,76
2024-12-09,69
2024-12-10,72
2024-12-11,71
2024-12-12,76
2024-12-13,80
2024-12-14,80
2024-12-15,82
2024-12-16,74
2024-12-17,73
2024-12-18,74
2024-12-19,79
2024-12-20,88
2024-12-21,72
2024-12-22,70
2024-12-23,62
2024-12-24,58
2024-12-25,63
2024-12-26,72
2024-12-27,75
2024-12-28,67
2024-12-29,68
2024-12-30,62
2024-12-31,64
2025-01-01,62
2025-01-02,60
2025-01-03,62
2025-01-04,67
2025-01-05,65
2025-01-06,57
2025-01-07,56
2025-01-08,54
2025-01-09,51
2025-01-10,52
2025-01-11,63
2025-01-12,82
2025-01-13,55
2025-01-14,53
2025-01-15,51
2025-01-16,53
2025-01-17,53
2025-01-18,58
2025-01-19,57
2025-01-20,54
2025-01-21,52
2025-01-22,51
2025-01-23,57
2025-01-24,51
2025-01-25,58
2025-01-26,58
2025-01-27,52
2025-01-28,49
2025-01-29,48
2025-01-30,48
2025-01-31,50
2025-02-01,57
2025-02-02,59
2025-02-03,50
2025-02-04,49
2025-02-05,46
2025-02-06,49
2025-02-07,51
2025-02-08,59
2025-02-09,60
2025-02-10,47
2025-02-11,50
2025-02-12,50
2025-02-13,50
2025-02-14,54
2025-02-15,61
2025-02-16,58
2025-02-17,55
2025-02-18,52
2025-02-19,50
2025-02-20,51
2025-02-21,52
2025-02-22,57
2025-02-23,61
2025-02-24,51
2025-02-25,49
2025-02-26,48
2025-02-27,50
2025-02-28,50
2025-03-01,58
2025-03-02,58
2025-03-03,51
2025-03-04,49
2025-03-05,49
2025-03-06,51
2025-03-07,52
2025-03-08,56
2025-03-09,57
2025-03-10,52
2025-03-11,50
2025-03-12,49
2025-03-13,53
2025-03-14,50
2025-03-15,55
2025-03-16,60
2025-03-17,49
2025-03-18,50
2025-03-19,50
2025-03-20,49
2025-03-21,48
2025-03-22,53
2025-03-23,59
2025-03-24,49
2025-03-25,51
2025-03-26,55
2025-03-27,52
2025-03-28,49
2025-03-29,56
2025-03-30,65
2025-03-31,54
2025-04-01,49
2025-04-02,49
2025-04-03,49
2025-04-04,49
2025-04-05,53
2025-04-06,57
2025-04-07,50
2025-04-08,49
2025-04-09,49
2025-04-10,49
2025-04-11,49
2025-04-12,52
2025-04-13,54
2025-04-14,50
2025-04-15,56
2025-04-16,51
2025-04-17,50
2025-04-18,50
2025-04-19,53
2025-04-20,51
2025-04-21,50
2025-04-22,48
2025-04-23,49
2025-04-24,47
2025-04-25,50
2025-04-26,51
2025-04-27,55
2025-04-28,50
2025-04-29,53
2025-04-30,49
2025-05-01,50
2025-05-02,51
2025-05-03,53
2025-05-04,58
2025-05-05,49
2025-05-06,48
2025-05-07,49
2025-05-08,47
2025-05-09,51
2025-05-10,54
2025-05-11,53
2025-05-12,51
2025-05-13,52
2025-05-14,51
