Time,traductor
2023-04-26,91
2023-04-27,93
2023-04-28,87
2023-04-29,79
2023-04-30,72
2023-05-01,86
2023-05-02,90
2023-05-03,88
2023-05-04,91
2023-05-05,90
2023-05-06,79
2023-05-07,81
2023-05-08,90
2023-05-09,89
2023-05-10,87
2023-05-11,92
2023-05-12,91
2023-05-13,83
2023-05-14,76
2023-05-15,91
2023-05-16,96
2023-05-17,95
2023-05-18,97
2023-05-19,93
2023-05-20,86
2023-05-21,78
2023-05-22,89
2023-05-23,96
2023-05-24,95
2023-05-25,97
2023-05-26,91
2023-05-27,87
2023-05-28,81
2023-05-29,82
2023-05-30,94
2023-05-31,92
2023-06-01,97
2023-06-02,93
2023-06-03,87
2023-06-04,81
2023-06-05,92
2023-06-06,94
2023-06-07,92
2023-06-08,91
2023-06-09,87
2023-06-10,83
2023-06-11,78
2023-06-12,93
2023-06-13,93
2023-06-14,90
2023-06-15,89
2023-06-16,89
2023-06-17,84
2023-06-18,81
2023-06-19,85
2023-06-20,86
2023-06-21,89
2023-06-22,85
2023-06-23,87
2023-06-24,83
2023-06-25,80
2023-06-26,88
2023-06-27,89
2023-06-28,88
2023-06-29,87
2023-06-30,85
2023-07-01,83
2023-07-02,78
2023-07-03,88
2023-07-04,86
2023-07-05,91
2023-07-06,86
2023-07-07,88
2023-07-08,85
2023-07-09,70
2023-07-10,78
2023-07-11,80
2023-07-12,78
2023-07-13,78
2023-07-14,83
2023-07-15,77
2023-07-16,69
2023-07-17,78
2023-07-18,81
2023-07-19,82
2023-07-20,74
2023-07-21,77
2023-07-22,72
2023-07-23,72
2023-07-24,77
2023-07-25,77
2023-07-26,77
2023-07-27,76
2023-07-28,78
2023-07-29,72
2023-07-30,69
2023-07-31,80
2023-08-01,77
2023-08-02,78
2023-08-03,85
2023-08-04,78
2023-08-05,72
2023-08-06,67
2023-08-07,80
2023-08-08,79
2023-08-09,77
2023-08-10,82
2023-08-11,83
2023-08-12,72
2023-08-13,70
2023-08-14,80
2023-08-15,86
2023-08-16,85
2023-08-17,85
2023-08-18,87
2023-08-19,75
2023-08-20,71
2023-08-21,84
2023-08-22,85
2023-08-23,90
2023-08-24,88
2023-08-25,84
2023-08-26,75
2023-08-27,70
2023-08-28,87
2023-08-29,88
2023-08-30,92
2023-08-31,95
2023-09-01,88
2023-09-02,67
2023-09-03,67
2023-09-04,74
2023-09-05,88
2023-09-06,90
2023-09-07,90
2023-09-08,85
2023-09-09,77
2023-09-10,65
2023-09-11,94
2023-09-12,93
2023-09-13,94
2023-09-14,90
2023-09-15,88
2023-09-16,73
2023-09-17,68
2023-09-18,91
2023-09-19,93
2023-09-20,96
2023-09-21,95
2023-09-22,90
2023-09-23,76
2023-09-24,70
2023-09-25,87
2023-09-26,94
2023-09-27,92
2023-09-28,96
2023-09-29,92
2023-09-30,76
2023-10-01,68
2023-10-02,91
2023-10-03,93
2023-10-04,91
2023-10-05,95
2023-10-06,88
2023-10-07,73
2023-10-08,70
2023-10-09,83
2023-10-10,93
2023-10-11,94
2023-10-12,96
2023-10-13,88
2023-10-14,74
2023-10-15,72
2023-10-16,87
2023-10-17,94
2023-10-18,95
2023-10-19,89
2023-10-20,93
2023-10-21,75
2023-10-22,72
2023-10-23,94
2023-10-24,94
2023-10-25,93
2023-10-26,94
2023-10-27,87
2023-10-28,75
2023-10-29,66
2023-10-30,90
2023-10-31,90
2023-11-01,94
2023-11-02,95
2023-11-03,89
2023-11-04,76
2023-11-05,72
2023-11-06,87
2023-11-07,89
2023-11-08,91
2023-11-09,91
2023-11-10,83
2023-11-11,72
2023-11-12,68
2023-11-13,94
2023-11-14,95
2023-11-15,93
2023-11-16,89
2023-11-17,89
2023-11-18,76
2023-11-19,70
2023-11-20,79
2023-11-21,84
2023-11-22,87
2023-11-23,75
2023-11-24,70
2023-11-25,68
2023-11-26,70
2023-11-27,85
2023-11-28,87
2023-11-29,93
2023-11-30,90
2023-12-01,85
2023-12-02,74
2023-12-03,69
2023-12-04,84
2023-12-05,86
2023-12-06,86
2023-12-07,86
2023-12-08,91
2023-12-09,85
2023-12-10,81
2023-12-11,97
2023-12-12,98
2023-12-13,100
2023-12-14,84
2023-12-15,83
2023-12-16,69
2023-12-17,64
2023-12-18,78
2023-12-19,74
2023-12-20,81
2023-12-21,79
2023-12-22,72
2023-12-23,72
2023-12-24,66
2023-12-25,54
2023-12-26,67
2023-12-27,70
2023-12-28,71
2023-12-29,71
2023-12-30,64
2023-12-31,58
2024-01-01,54
2024-01-02,67
2024-01-03,79
2024-01-04,76
2024-01-05,76
2024-01-06,70
2024-01-07,61
2024-01-08,77
2024-01-09,80
2024-01-10,85
2024-01-11,83
2024-01-12,80
2024-01-13,66
2024-01-14,64
2024-01-15,67
2024-01-16,81
2024-01-17,83
2024-01-18,81
2024-01-19,81
2024-01-20,67
