Time,monthly_gt
2021-12-26,46
2022-01-02,46
2022-01-09,45
2022-01-16,46
2022-01-23,46
2022-01-30,47
2022-02-06,50
2022-02-13,50
2022-02-20,49
2022-02-27,50
2022-03-06,50
2022-03-13,49
2022-03-20,47
2022-03-27,49
2022-04-03,48
2022-04-10,49
2022-04-17,50
2022-04-24,51
2022-05-01,49
2022-05-08,47
2022-05-15,46
2022-05-22,47
2022-05-29,45
2022-06-05,46
2022-06-12,42
2022-06-19,48
2022-06-26,48
2022-07-03,49
2022-07-10,48
2022-07-17,49
2022-07-24,46
2022-07-31,47
2022-08-07,45
2022-08-14,46
2022-08-21,47
2022-08-28,46
2022-09-04,48
2022-09-11,45
2022-09-18,48
2022-09-25,45
2022-10-02,49
2022-10-09,49
2022-10-16,49
2022-10-23,47
2022-10-30,48
2022-11-06,45
2022-11-13,47
2022-11-20,46
2022-11-27,45
2022-12-04,49
2022-12-11,48
2022-12-18,45
2022-12-25,47
2023-01-01,46
2023-01-08,51
2023-01-15,50
2023-01-22,53
2023-01-29,49
2023-02-05,52
2023-02-12,49
2023-02-19,49
2023-02-26,47
2023-03-05,48
2023-03-12,50
2023-03-19,49
2023-03-26,48
2023-04-02,52
2023-04-09,49
2023-04-16,49
2023-04-23,49
2023-04-30,47
2023-05-07,50
2023-05-14,51
2023-05-21,48
2023-05-28,50
2023-06-04,47
2023-06-11,51
2023-06-18,47
2023-06-25,49
2023-07-02,48
2023-07-09,53
2023-07-16,50
2023-07-23,50
2023-07-30,47
2023-08-06,48
2023-08-13,49
2023-08-20,50
2023-08-27,48
2023-09-03,49
2023-09-10,50
2023-09-17,50
2023-09-24,50
2023-10-01,49
2023-10-08,48
2023-10-15,50
2023-10-22,47
2023-10-29,49
2023-11-05,51
2023-11-12,53
2023-11-19,50
2023-11-26,51
2023-12-03,51
2023-12-10,50
2023-12-17,51
2023-12-24,53
2023-12-31,50
2024-01-07,48
2024-01-14,47
2024-01-21,50
2024-01-28,52
2024-02-04,52
2024-02-11,52
2024-02-18,52
2024-02-25,52
2024-03-03,51
2024-03-10,50
2024-03-17,50
2024-03-24,50
2024-03-31,50
2024-04-07,49
2024-04-14,51
2024-04-21,52
2024-04-28,50
2024-05-05,52
2024-05-12,51
2024-05-19,52
2024-05-26,50
2024-06-02,50
2024-06-09,48
2024-06-16,50
2024-06-23,51
2024-06-30,49
2024-07-07,48
2024-07-14,48
2024-07-21,47
2024-07-28,49
2024-08-04,50
2024-08-11,51
2024-08-18,52
2024-08-25,51
2024-09-01,50
2024-09-08,52
2024-09-15,52
2024-09-22,50
2024-09-29,51
2024-10-06,52
2024-10-13,52
2024-10-20,52
2024-10-27,50
2024-11-03,47
2024-11-10,54
2024-11-17,55
2024-11-24,52
2024-12-01,54
2024-12-08,53
2024-12-15,55
2024-12-22,57
2024-12-29,56
2025-01-05,52
2025-01-12,57
2025-01-19,52
2025-01-26,53
2025-02-02,56
2025-02-09,53
2025-02-16,57
2025-02-23,54
2025-03-02,53
2025-03-09,55
2025-03-16,55
2025-03-23,54
2025-03-30,61
2025-04-06,56
2025-04-13,54
2025-04-20,54
2025-04-27,56
2025-05-04,56
2025-05-11,72
2025-05-18,61
2025-05-25,56
2025-06-01,57
2025-06-08,56
2025-06-15,56
2025-06-22,58
2025-06-29,57
2025-07-06,61
2025-07-13,61
2025-07-20,65
2025-07-27,68
2025-08-03,60
2025-08-10,62
2025-08-17,57
2025-08-24,58
2025-08-31,58
2025-09-07,56
2025-09-14,58
2025-09-21,58
2025-09-28,60
2025-10-05,60
2025-10-12,59
2025-10-19,61
2025-10-26,62
2025-11-02,68
2025-11-09,66
2025-11-16,67
2025-11-23,67
2025-11-30,70
2025-12-07,73
2025-12-14,70
2025-12-21,69
2025-12-28,70
2026-01-04,67
2026-01-11,71
2026-01-18,70
2026-01-25,75
2026-02-01,74
2026-02-08,90
2026-02-15,80
2026-02-22,79
2026-03-01,71
2026-03-08,74
2026-03-15,72
2026-03-22,77
2026-03-29,90
2026-04-05,96
2026-04-12,100
2026-04-19,94
2026-04-26,85
2026-05-03,86
2026-05-10,94
2026-05-17,91
2026-05-24,90
2026-05-31,77
