Time,extravagant
2024-09-27,52.29281056966368
2024-09-28,34.86187371310912
2024-09-29,45.320435827041855
2024-09-30,66.23756005490733
2024-10-01,62.751372683596415
2024-10-02,52.29281056966368
2024-10-03,48.80662319835277
2024-10-04,59.2651853122855
2024-10-05,31.375686341798207
2024-10-06,31.375686341798207
2024-10-07,52.29281056966368
2024-10-08,41.83424845573094
2024-10-09,48.80662319835277
2024-10-10,52.29281056966368
2024-10-11,38.34806108442003
2024-10-12,24.403311599176384
2024-10-13,45.320435827041855
2024-10-14,55.77899794097459
2024-10-15,69.72374742621824
2024-10-16,62.751372683596415
2024-10-17,55.77899794097459
2024-10-18,62.751372683596415
2024-10-19,48.80662319835277
2024-10-20,27.889498970487296
2024-10-21,52.29281056966368
2024-10-22,48.80662319835277
2024-10-23,66.23756005490733
2024-10-24,52.29281056966368
2024-10-25,38.34806108442003
2024-10-26,34.86187371310912
2024-10-27,41.83424845573094
2024-10-28,59.2651853122855
2024-10-29,48.80662319835277
2024-10-30,62.751372683596415
2024-10-31,69.72374742621824
2024-11-01,59.2651853122855
2024-11-02,34.86187371310912
2024-11-03,38.34806108442003
2024-11-04,52.29281056966368
2024-11-05,62.751372683596415
2024-11-06,41.83424845573094
2024-11-07,59.2651853122855
2024-11-08,66.23756005490733
2024-11-09,34.86187371310912
2024-11-10,48.80662319835277
2024-11-11,66.23756005490733
2024-11-12,69.72374742621824
2024-11-13,59.2651853122855
2024-11-14,55.77899794097459
2024-11-15,62.751372683596415
2024-11-16,45.320435827041855
2024-11-17,45.320435827041855
2024-11-18,62.751372683596415
2024-11-19,62.751372683596415
2024-11-20,80.18230954015098
2024-11-21,83.66849691146189
2024-11-22,69.72374742621824
2024-11-23,48.80662319835277
2024-11-24,62.751372683596415
2024-11-25,66.23756005490733
2024-11-26,48.80662319835277
2024-11-27,41.83424845573094
2024-11-28,20.91712422786547
2024-11-29,38.34806108442003
2024-11-30,41.83424845573094
2024-12-01,45.320435827041855
2024-12-02,41.83424845573094
2024-12-03,83.66849691146189
2024-12-04,59.2651853122855
2024-12-05,48.80662319835277
2024-12-06,66.23756005490733
2024-12-07,48.80662319835277
2024-12-08,52.29281056966368
2024-12-09,62.751372683596415
2024-12-10,73.20993479752914
2024-12-11,59.2651853122855
2024-12-12,62.751372683596415
2024-12-13,59.2651853122855
2024-12-14,45.320435827041855
2024-12-15,45.320435827041855
2024-12-16,73.20993479752914
2024-12-17,59.2651853122855
2024-12-18,52.29281056966368
2024-12-19,45.320435827041855
2024-12-20,48.80662319835277
2024-12-21,55.77899794097459
2024-12-22,45.320435827041855
2024-12-23,20.91712422786547
2024-12-24,41.83424845573094
2024-12-25,41.83424845573094
2024-12-26,27.889498970487296
2024-12-27,34.86187371310912
2024-12-28,0.0
2024-12-29,55.77899794097459
2024-12-30,38.34806108442003
2024-12-31,0.0
2025-01-01,38.34806108442003
2025-01-02,38.34806108442003
2025-01-03,38.34806108442003
2025-01-04,34.86187371310912
2025-01-05,31.375686341798207
2025-01-06,41.83424845573094
2025-01-07,31.375686341798207
2025-01-08,69.72374742621824
2025-01-09,59.2651853122855
2025-01-10,52.29281056966368
2025-01-11,38.34806108442003
2025-01-12,27.889498970487296
2025-01-13,48.80662319835277
2025-01-14,97.61324639670553
2025-01-15,69.72374742621824
2025-01-16,66.23756005490733
2025-01-17,48.80662319835277
2025-01-18,41.83424845573094
2025-01-19,48.80662319835277
2025-01-20,45.320435827041855
2025-01-21,52.29281056966368
2025-01-22,62.751372683596415
2025-01-23,45.320435827041855
2025-01-24,59.2651853122855
2025-01-25,34.86187371310912
2025-01-26,20.91712422786547
2025-01-27,73.20993479752914
2025-01-28,48.80662319835277
2025-01-29,55.77899794097459
2025-01-30,62.751372683596415
2025-01-31,55.77899794097459
2025-02-01,34.86187371310912
2025-02-02,41.83424845573094
2025-02-03,73.20993479752914
2025-02-04,66.23756005490733
2025-02-05,55.77899794097459
2025-02-06,66.23756005490733
2025-02-07,62.751372683596415
2025-02-08,41.83424845573094
2025-02-09,38.34806108442003
2025-02-10,69.72374742621824
2025-02-11,48.80662319835277
2025-02-12,69.72374742621824
2025-02-13,48.80662319835277
2025-02-14,73.20993479752914
2025-02-15,55.77899794097459
2025-02-16,55.77899794097459
2025-02-17,41.83424845573094
2025-02-18,52.29281056966368
2025-02-19,73.20993479752914
2025-02-20,48.80662319835277
2025-02-21,55.77899794097459
2025-02-22,48.80662319835277
2025-02-23,31.375686341798207
2025-02-24,73.20993479752914
2025-02-25,59.2651853122855
2025-02-26,59.2651853122855
2025-02-27,48.80662319835277
2025-02-28,76.69612216884006
2025-03-01,41.83424845573094
2025-03-02,34.86187371310912
2025-03-03,69.72374742621824
2025-03-04,69.72374742621824
2025-03-05,69.72374742621824
2025-03-06,62.751372683596415
2025-03-07,62.751372683596415
2025-03-08,52.29281056966368
2025-03-09,45.320435827041855
2025-03-10,55.77899794097459
2025-03-11,48.80662319835277
2025-03-12,38.34806108442003
2025-03-13,55.77899794097459
2025-03-14,48.80662319835277
2025-03-15,41.83424845573094
2025-03-16,52.29281056966368
2025-03-17,38.34806108442003
2025-03-18,55.77899794097459
2025-03-19,66.23756005490733
2025-03-20,62.751372683596415
2025-03-21,45.320435827041855
2025-03-22,27.889498970487296
2025-03-23,48.80662319835277
2025-03-24,52.29281056966368
2025-03-25,73.20993479752914
2025-03-26,73.20993479752914
2025-03-27,55.77899794097459
2025-03-28,73.20993479752914
2025-03-29,34.86187371310912
2025-03-30,45.320435827041855
2025-03-31,55.77899794097459
2025-04-01,59.2651853122855
2025-04-02,34.86187371310912
2025-04-03,41.83424845573094
2025-04-04,59.2651853122855
2025-04-05,45.320435827041855
2025-04-06,48.80662319835277
2025-04-07,41.83424845573094
2025-04-08,66.23756005490733
2025-04-09,52.29281056966368
2025-04-10,52.29281056966368
2025-04-11,34.86187371310912
2025-04-12,41.83424845573094
2025-04-13,59.2651853122855
2025-04-14,52.29281056966368
2025-04-15,66.23756005490733
2025-04-16,62.751372683596415
2025-04-17,59.2651853122855
2025-04-18,48.80662319835277
2025-04-19,41.83424845573094
2025-04-20,38.34806108442003
2025-04-21,41.83424845573094
2025-04-22,55.77899794097459
2025-04-23,62.751372683596415
2025-04-24,348.61873713109117
2025-04-25,66.23756005490733
2025-04-26,34.86187371310912
2025-04-27,59.2651853122855
2025-04-28,41.83424845573094
2025-04-29,69.72374742621824
2025-04-30,62.751372683596415
2025-05-01,41.83424845573094
2025-05-02,45.320435827041855
2025-05-03,45.320435827041855
2025-05-04,45.320435827041855
2025-05-05,66.23756005490733
2025-05-06,69.72374742621824
2025-05-07,66.23756005490733
2025-05-08,275.40880233356205
2025-05-09,87.15468428277279
2025-05-10,34.86187371310912
2025-05-11,55.77899794097459
2025-05-12,62.751372683596415
2025-05-13,48.80662319835277
2025-05-14,48.80662319835277
2025-05-15,66.23756005490733
2025-05-16,55.77899794097459
2025-05-17,31.375686341798207
2025-05-18,52.29281056966368
2025-05-19,73.20993479752914
2025-05-20,73.20993479752914
2025-05-21,41.83424845573094
2025-05-22,38.34806108442003
2025-05-23,41.83424845573094
2025-05-24,45.320435827041855
2025-05-25,0.0
2025-05-26,41.83424845573094
2025-05-27,38.34806108442003
2025-05-28,41.83424845573094
2025-05-29,34.86187371310912
2025-05-30,41.83424845573094
2025-05-31,34.86187371310912
2025-06-01,38.34806108442003
2025-06-02,41.83424845573094
2025-06-03,38.34806108442003
2025-06-04,52.29281056966368
2025-06-05,31.375686341798207
2025-06-06,52.29281056966368
2025-06-07,34.86187371310912
2025-06-08,41.83424845573094
2025-06-09,45.320435827041855
2025-06-10,45.320435827041855
2025-06-11,27.889498970487296
2025-06-12,41.83424845573094
2025-06-13,34.86187371310912
2025-06-14,34.86187371310912
2025-06-15,41.83424845573094
2025-06-16,31.375686341798207
2025-06-17,38.34806108442003
2025-06-18,38.34806108442003
2025-06-19,38.34806108442003
2025-06-20,41.83424845573094
2025-06-21,31.375686341798207
2025-06-22,31.375686341798207
2025-06-23,38.34806108442003
2025-06-24,41.83424845573094
2025-06-25,45.320435827041855
2025-06-26,41.83424845573094
2025-06-27,38.34806108442003
2025-06-28,27.889498970487296
2025-06-29,41.83424845573094
2025-06-30,41.83424845573094
2025-07-01,31.375686341798207
2025-07-02,24.403311599176384
2025-07-03,20.91712422786547
2025-07-04,62.751372683596415
2025-07-05,34.86187371310912
2025-07-06,76.69612216884006
2025-07-07,41.83424845573094
2025-07-08,38.34806108442003
2025-07-09,38.34806108442003
2025-07-10,38.34806108442003
2025-07-11,20.91712422786547
2025-07-12,55.77899794097459
2025-07-13,27.889498970487296
2025-07-14,27.889498970487296
2025-07-15,41.83424845573094
2025-07-16,38.34806108442003
2025-07-17,31.375686341798207
2025-07-18,27.889498970487296
2025-07-19,45.320435827041855
2025-07-20,48.80662319835277
2025-07-21,41.83424845573094
2025-07-22,41.83424845573094
2025-07-23,31.375686341798207
2025-07-24,27.889498970487296
2025-07-25,34.86187371310912
2025-07-26,48.80662319835277
2025-07-27,45.320435827041855
2025-07-28,31.375686341798207
2025-07-29,45.320435827041855
2025-07-30,45.320435827041855
2025-07-31,38.34806108442003
2025-08-01,31.375686341798207
2025-08-02,34.86187371310912
2025-08-03,45.320435827041855
2025-08-04,41.83424845573094
2025-08-05,31.375686341798207
2025-08-06,41.83424845573094
2025-08-07,27.889498970487296
2025-08-08,48.80662319835277
2025-08-09,34.86187371310912
2025-08-10,38.34806108442003
2025-08-11,48.80662319835277
2025-08-12,45.320435827041855
2025-08-13,34.86187371310912
2025-08-14,41.83424845573094
2025-08-15,38.34806108442003
2025-08-16,52.29281056966368
2025-08-17,41.83424845573094
2025-08-18,48.80662319835277
2025-08-19,52.29281056966368
2025-08-20,41.83424845573094
2025-08-21,45.320435827041855
2025-08-22,38.34806108442003
2025-08-23,27.889498970487296
2025-08-24,41.83424845573094
2025-08-25,41.83424845573094
2025-08-26,66.23756005490733
2025-08-27,52.29281056966368
2025-08-28,52.29281056966368
2025-08-29,48.80662319835277
2025-08-30,45.320435827041855
2025-08-31,45.320435827041855
2025-09-01,38.34806108442003
2025-09-02,69.72374742621824
2025-09-03,52.29281056966368
2025-09-04,45.320435827041855
2025-09-05,41.83424845573094
2025-09-06,41.83424845573094
2025-09-07,38.34806108442003
2025-09-08,45.320435827041855
2025-09-09,80.18230954015098
2025-09-10,41.83424845573094
2025-09-11,48.80662319835277
2025-09-12,41.83424845573094
2025-09-13,20.91712422786547
2025-09-14,41.83424845573094
2025-09-15,80.18230954015098
2025-09-16,52.29281056966368
2025-09-17,45.320435827041855
2025-09-18,55.77899794097459
2025-09-19,48.80662319835277
2025-09-20,41.83424845573094
2025-09-21,45.320435827041855
2025-09-22,59.2651853122855
2025-09-23,59.2651853122855
2025-09-24,45.320435827041855
2025-09-25,45.320435827041855
2025-09-26,45.320435827041855
2025-09-27,38.34806108442003
2025-09-28,48.80662319835277
2025-09-29,59.2651853122855
2025-09-30,48.80662319835277
2025-10-01,62.751372683596415
2025-10-02,48.80662319835277
2025-10-03,45.320435827041855
2025-10-04,31.375686341798207
2025-10-05,41.83424845573094
2025-10-06,62.751372683596415
2025-10-07,34.86187371310912
2025-10-08,69.72374742621824
2025-10-09,69.72374742621824
2025-10-10,48.80662319835277
2025-10-11,0.0
2025-10-12,45.320435827041855
2025-10-13,59.2651853122855
2025-10-14,52.29281056966368
2025-10-15,52.29281056966368
2025-10-16,48.80662319835277
2025-10-17,45.320435827041855
2025-10-18,48.80662319835277
2025-10-19,34.86187371310912
2025-10-20,62.751372683596415
2025-10-21,52.29281056966368
2025-10-22,48.80662319835277
2025-10-23,59.2651853122855
2025-10-24,45.320435827041855
2025-10-25,38.34806108442003
2025-10-26,41.83424845573094
2025-10-27,62.751372683596415
2025-10-28,59.2651853122855
2025-10-29,55.77899794097459
2025-10-30,66.23756005490733
2025-10-31,55.77899794097459
2025-11-01,45.320435827041855
2025-11-02,48.80662319835277
2025-11-03,45.320435827041855
2025-11-04,52.29281056966368
2025-11-05,45.320435827041855
2025-11-06,48.80662319835277
2025-11-07,48.80662319835277
2025-11-08,31.375686341798207
2025-11-09,62.751372683596415
2025-11-10,73.20993479752914
2025-11-11,69.72374742621824
2025-11-12,52.29281056966368
2025-11-13,45.320435827041855
2025-11-14,52.29281056966368
2025-11-15,45.320435827041855
2025-11-16,55.77899794097459
2025-11-17,73.20993479752914
2025-11-18,55.77899794097459
2025-11-19,48.80662319835277
2025-11-20,62.751372683596415
2025-11-21,76.69612216884006
2025-11-22,24.403311599176384
2025-11-23,48.80662319835277
2025-11-24,45.320435827041855
2025-11-25,24.403311599176384
2025-11-26,24.403311599176384
2025-11-27,41.83424845573094
2025-11-28,34.86187371310912
2025-11-29,20.91712422786547
2025-11-30,55.77899794097459
2025-12-01,55.77899794097459
2025-12-02,66.23756005490733
2025-12-03,31.375686341798207
2025-12-04,55.77899794097459
2025-12-05,59.2651853122855
2025-12-06,45.320435827041855
2025-12-07,55.77899794097459
2025-12-08,45.320435827041855
2025-12-09,66.23756005490733
2025-12-10,94.12705902539463
2025-12-11,62.56788913773795
2025-12-12,51.8341017050175
2025-12-13,38.89851172199543
2025-12-14,58.9899599934978
2025-12-15,76.87960571469853
2025-12-16,63.48530686703029
2025-12-17,51.8341017050175
2025-12-18,45.13695228118338
2025-12-19,34.86187371310912
2025-12-20,41.55902313694324
2025-12-21,48.25617256077736
2025-12-22,49.173590290069704
2025-12-23,0.0
2025-12-24,35.779291442401465
2025-12-25,34.86187371310912
2025-12-26,33.94445598381677
2025-12-27,51.8341017050175
2025-12-28,55.41203084925765
2025-12-29,39.35722058664161
2025-12-30,42.01773200158941
2025-12-31,37.981093992703094
2026-01-01,45.59566114582956
2026-01-02,44.678243416537214
2026-01-03,35.32058257775529
2026-01-04,34.40316484846295
2026-01-05,38.89851172199543
2026-01-06,35.32058257775529
2026-01-07,46.05437001047573
2026-01-08,63.02659800238412
2026-01-09,68.80632969692589
2026-01-10,38.531544630278496
2026-01-11,55.04506375754071
2026-01-12,63.30182332117182
2026-01-13,56.8798992161254
2026-01-14,47.70572192320195
2026-01-15,55.962481486833056
2026-01-16,47.70572192320195
2026-01-17,29.357367337355047
2026-01-18,31.19220279593974
2026-01-19,40.36638008886319
2026-01-20,40.36638008886319
2026-01-21,61.46698786258713
2026-01-22,54.12764602824837
2026-01-23,32.10962052523208
2026-01-24,44.95346873532492
2026-01-25,40.36638008886319
2026-01-26,36.69670917169381
2026-01-27,52.29281056966368
2026-01-28,53.210228298956025
2026-01-29,45.870886464617264
2026-01-30,55.962481486833056
2026-01-31,33.02703825452443
2026-02-01,43.118633276740226
2026-02-02,56.8798992161254
2026-02-03,66.97149423834121
2026-02-04,52.29281056966368
2026-02-05,47.70572192320195
2026-02-06,61.46698786258713
2026-02-07,44.03605100603257
2026-02-08,37.61412690098616
2026-02-09,55.962481486833056
2026-02-10,49.54055738178664
2026-02-11,62.38440559187948
2026-02-12,69.72374742621824
2026-02-13,64.21924105046416
2026-02-14,41.283797818155534
2026-02-15,50.45797511107899
2026-02-16,46.7883041939096
2026-02-17,69.72374742621824
2026-02-18,60.549570133294786
2026-02-19,64.21924105046416
2026-02-20,53.210228298956025
2026-02-21,51.37539284037133
2026-02-22,33.02703825452443
2026-02-23,39.44896235957084
2026-02-24,54.12764602824837
2026-02-25,40.36638008886319
2026-02-26,66.05407650904885
2026-02-27,64.21924105046416
2026-02-28,23.852860961600975
2026-03-01,22.018025503016286
2026-03-02,66.97149423834121
2026-03-03,49.54055738178664
2026-03-04,70.64116515551058
2026-03-05,61.46698786258713
2026-03-06,39.44896235957084
2026-03-07,55.04506375754071
2026-03-08,49.54055738178664
2026-03-09,81.65017790701873
2026-03-10,54.12764602824837
2026-03-11,67.88891196763355
2026-03-12,57.79731694541775
2026-03-13,47.70572192320195
2026-03-14,22.935443232308632
2026-03-15,44.95346873532492
2026-03-16,60.549570133294786
2026-03-17,48.623139652494295
2026-03-18,42.20121554744788
2026-03-19,54.12764602824837
2026-03-20,55.04506375754071
2026-03-21,52.29281056966368
2026-03-22,41.283797818155534
2026-03-23,63.30182332117182
2026-03-24,75.22825380197231
2026-03-25,54.12764602824837
2026-03-26,52.29281056966368
2026-03-27,47.70572192320195
2026-03-28,44.95346873532492
2026-03-29,28.4399496080627
2026-03-30,31.19220279593974
2026-03-31,46.7883041939096
2026-04-01,52.29281056966368
2026-04-02,56.8798992161254
2026-04-03,53.210228298956025
2026-04-04,54.12764602824837
2026-04-05,51.37539284037133
2026-04-06,38.531544630278496
2026-04-07,66.97149423834121
2026-04-08,52.29281056966368
2026-04-09,71.55858288480293
2026-04-10,66.97149423834121
2026-04-11,56.8798992161254
2026-04-12,67.88891196763355
2026-04-13,58.714734674710094
2026-04-14,59.63215240400244
2026-04-15,69.72374742621824
2026-04-16,55.04506375754071
2026-04-17,56.8798992161254
2026-04-18,39.44896235957084
2026-04-19,24.77027869089332
2026-04-20,51.37539284037133
2026-04-21,53.210228298956025
2026-04-22,52.29281056966368
2026-04-23,53.210228298956025
2026-04-24,57.79731694541775
2026-04-25,34.86187371310912
2026-04-26,55.962481486833056
2026-04-27,49.54055738178664
2026-04-28,56.8798992161254
2026-04-29,47.70572192320195
2026-04-30,61.46698786258713
2026-05-01,70.64116515551058
2026-05-02,91.74177292923453
2026-05-03,67.88891196763355
2026-05-04,57.79731694541775
2026-05-05,60.549570133294786
2026-05-06,66.05407650904885
2026-05-07,35.779291442401465
2026-05-08,44.95346873532492
2026-05-09,34.86187371310912
2026-05-10,37.61412690098616
2026-05-11,55.962481486833056
2026-05-12,62.38440559187948
2026-05-13,56.8798992161254
2026-05-14,66.05407650904885
2026-05-15,55.962481486833056
2026-05-16,39.44896235957084
2026-05-17,39.44896235957084
2026-05-18,44.95346873532492
2026-05-19,60.549570133294786
2026-05-20,48.623139652494295
2026-05-21,53.210228298956025
2026-05-22,48.623139652494295
2026-05-23,62.38440559187948
2026-05-24,42.20121554744788
2026-05-25,33.94445598381677
2026-05-26,49.54055738178664
2026-05-27,50.45797511107899
2026-05-28,58.714734674710094
2026-05-29,43.118633276740226
2026-05-30,35.779291442401465
2026-05-31,53.210228298956025
