Time,security
2024-09-26,74.0004770423375
2024-09-27,65.03072224932689
2024-09-28,53.81852875806363
2024-09-29,48.212432012432004
2024-09-30,71.75803834408484
2024-10-01,70.63681899495852
2024-10-02,74.0004770423375
2024-10-03,74.0004770423375
2024-10-04,67.27316094757954
2024-10-05,53.81852875806363
2024-10-06,47.091212663305676
2024-10-07,71.75803834408484
2024-10-08,76.24291574059013
2024-10-09,68.39438029670586
2024-10-10,71.75803834408484
2024-10-11,68.39438029670586
2024-10-12,54.939748107189956
2024-10-13,47.091212663305676
2024-10-14,66.1519415984532
2024-10-15,75.12169639146381
2024-10-16,70.63681899495852
2024-10-17,69.51559964583218
2024-10-18,66.1519415984532
2024-10-19,52.6973094089373
2024-10-20,45.96999331417935
2024-10-21,72.87925769321116
2024-10-22,71.75803834408484
2024-10-23,74.0004770423375
2024-10-24,68.39438029670586
2024-10-25,65.03072224932689
2024-10-26,47.091212663305676
2024-10-27,43.7275546159267
2024-10-28,71.75803834408484
2024-10-29,70.63681899495852
2024-10-30,67.27316094757954
2024-10-31,65.03072224932689
2024-11-01,65.03072224932689
2024-11-02,48.212432012432004
2024-11-03,44.84877396505303
2024-11-04,69.51559964583218
2024-11-05,63.90950290020056
2024-11-06,54.939748107189956
2024-11-07,77.36413508971647
2024-11-08,80.72779313709545
2024-11-09,60.54584485282158
2024-11-10,48.212432012432004
2024-11-11,65.03072224932689
2024-11-12,80.72779313709545
2024-11-13,82.97023183534809
2024-11-14,76.24291574059013
2024-11-15,71.75803834408484
2024-11-16,54.939748107189956
2024-11-17,50.45487071068465
2024-11-18,77.36413508971647
2024-11-19,77.36413508971647
2024-11-20,77.36413508971647
2024-11-21,72.87925769321116
2024-11-22,67.27316094757954
2024-11-23,53.81852875806363
2024-11-24,48.212432012432004
2024-11-25,72.87925769321116
2024-11-26,70.63681899495852
2024-11-27,65.03072224932689
2024-11-28,40.36389656854772
2024-11-29,53.81852875806363
2024-11-30,51.57609005981098
2024-12-01,49.333651361558324
2024-12-02,75.12169639146381
2024-12-03,74.0004770423375
2024-12-04,76.24291574059013
2024-12-05,74.0004770423375
2024-12-06,72.87925769321116
2024-12-07,58.30340615456893
2024-12-08,49.333651361558324
2024-12-09,72.87925769321116
2024-12-10,75.12169639146381
2024-12-11,74.0004770423375
2024-12-12,75.12169639146381
2024-12-13,68.39438029670586
2024-12-14,51.57609005981098
2024-12-15,47.091212663305676
2024-12-16,69.51559964583218
2024-12-17,72.87925769321116
2024-12-18,74.0004770423375
2024-12-19,77.36413508971647
2024-12-20,79.60657378796911
2024-12-21,78.48535443884279
2024-12-22,63.90950290020056
2024-12-23,74.0004770423375
2024-12-24,58.30340615456893
2024-12-25,43.7275546159267
2024-12-26,65.03072224932689
2024-12-27,72.87925769321116
2024-12-28,59.42462550369525
2024-12-29,50.45487071068465
2024-12-30,79.60657378796911
2024-12-31,68.39438029670586
2025-01-01,50.45487071068465
2025-01-02,78.48535443884279
2025-01-03,76.24291574059013
2025-01-04,62.78828355107423
2025-01-05,61.66706420194791
2025-01-06,102.03096077049562
2025-01-07,88.57632858097972
2025-01-08,78.48535443884279
2025-01-09,71.75803834408484
2025-01-10,70.63681899495852
2025-01-11,56.06096745631628
2025-01-12,47.091212663305676
2025-01-13,79.60657378796911
2025-01-14,79.60657378796911
2025-01-15,78.48535443884279
2025-01-16,78.48535443884279
2025-01-17,76.24291574059013
2025-01-18,58.30340615456893
2025-01-19,52.6973094089373
2025-01-20,60.54584485282158
2025-01-21,81.84901248622177
2025-01-22,84.09145118447442
2025-01-23,84.09145118447442
2025-01-24,79.60657378796911
2025-01-25,65.03072224932689
2025-01-26,54.939748107189956
2025-01-27,78.48535443884279
2025-01-28,88.57632858097972
2025-01-29,87.4551092318534
2025-01-30,82.97023183534809
2025-01-31,80.72779313709545
2025-02-01,67.27316094757954
2025-02-02,62.78828355107423
2025-02-03,89.69754793010605
2025-02-04,88.57632858097972
2025-02-05,89.69754793010605
2025-02-06,86.33388988272706
2025-02-07,86.33388988272706
2025-02-08,72.87925769321116
2025-02-09,59.42462550369525
2025-02-10,84.09145118447442
2025-02-11,81.84901248622177
2025-02-12,84.09145118447442
2025-02-13,80.72779313709545
2025-02-14,76.24291574059013
2025-02-15,70.63681899495852
2025-02-16,61.66706420194791
2025-02-17,80.72779313709545
2025-02-18,111.00071556350623
2025-02-19,106.51583816700094
2025-02-20,97.54608337399033
2025-02-21,94.18242532661135
2025-02-22,70.63681899495852
2025-02-23,67.27316094757954
2025-02-24,90.81876727923238
2025-02-25,90.81876727923238
2025-02-26,99.78852207224298
2025-02-27,93.06120597748503
2025-02-28,86.33388988272706
2025-03-01,71.75803834408484
2025-03-02,67.27316094757954
2025-03-03,93.06120597748503
2025-03-04,96.42486402486401
2025-03-05,112.12193491263255
2025-03-06,96.42486402486401
2025-03-07,89.69754793010605
2025-03-08,78.48535443884279
2025-03-09,67.27316094757954
2025-03-10,90.81876727923238
2025-03-11,94.18242532661135
2025-03-12,93.06120597748503
2025-03-13,91.9399866283587
2025-03-14,78.48535443884279
2025-03-15,67.27316094757954
2025-03-16,62.78828355107423
2025-03-17,84.09145118447442
2025-03-18,90.81876727923238
2025-03-19,98.66730272311665
2025-03-20,91.9399866283587
2025-03-21,87.4551092318534
2025-03-22,79.60657378796911
2025-03-23,76.24291574059013
2025-03-24,97.54608337399033
2025-03-25,106.51583816700094
2025-03-26,102.03096077049562
2025-03-27,94.18242532661135
2025-03-28,87.4551092318534
2025-03-29,75.12169639146381
2025-03-30,61.66706420194791
2025-03-31,94.18242532661135
2025-04-01,93.06120597748503
2025-04-02,84.09145118447442
2025-04-03,82.97023183534809
2025-04-04,78.48535443884279
2025-04-05,67.27316094757954
2025-04-06,58.30340615456893
2025-04-07,78.48535443884279
2025-04-08,84.09145118447442
2025-04-09,85.21267053360074
2025-04-10,86.33388988272706
2025-04-11,82.97023183534809
2025-04-12,71.75803834408484
2025-04-13,61.66706420194791
2025-04-14,87.4551092318534
2025-04-15,91.9399866283587
2025-04-16,84.52432700913711
2025-04-17,73.09924376803974
2025-04-18,67.38670214749106
2025-04-19,54.819110582283955
2025-04-20,47.964060637625536
2025-04-21,73.09924376803974
2025-04-22,74.24175209214948
2025-04-23,74.80236176671264
2025-04-24,72.51734511849317
2025-04-25,67.38670214749106
2025-04-26,54.819110582283955
2025-04-27,49.10656896173527
2025-04-28,77.08737841493212
2025-04-29,79.37239506315159
2025-04-30,77.08737841493212
2025-05-01,80.51490338726133
2025-05-02,75.38426041625922
2025-05-03,61.67416052694237
2025-05-04,57.10412723050343
2025-05-05,82.23931036091764
2025-05-06,76.52676874036895
2025-05-07,76.52676874036895
2025-05-08,71.95673544393
2025-05-09,77.66927706447869
2025-05-10,58.246635554613164
2025-05-11,53.67660225817421
2025-05-12,79.95429371269816
2025-05-13,79.37239506315159
2025-05-14,75.64682444105462
2025-05-15,74.48302714196147
2025-05-16,66.33644604830944
2025-05-17,53.534675758284806
2025-05-18,46.55189196372592
2025-05-19,74.48302714196147
2025-05-20,74.48302714196147
2025-05-21,75.64682444105462
2025-05-22,75.64682444105462
2025-05-23,70.99163524468203
2025-05-24,53.534675758284806
2025-05-25,50.043283861005364
2025-05-26,50.043283861005364
2025-05-27,75.64682444105462
2025-05-28,76.81062174014777
2025-05-29,77.97441903924091
2025-05-30,72.15543254377518
2025-05-31,57.026067655564255
2025-06-01,51.20708116009851
2025-06-02,75.64682444105462
2025-06-03,74.48302714196147
2025-06-04,76.81062174014777
2025-06-05,80.30201363742721
2025-06-06,73.31922984286832
2025-06-07,60.5174595528437
2025-06-08,54.69847305737795
2025-06-09,77.97441903924091
2025-06-10,83.79340553470665
2025-06-11,79.13821633833406
2025-06-12,75.64682444105462
2025-06-13,76.81062174014777
2025-06-14,60.5174595528437
2025-06-15,52.37087845919166
2025-06-16,81.46581093652036
2025-06-17,80.30201363742721
2025-06-18,80.30201363742721
2025-06-19,77.97441903924091
2025-06-20,75.64682444105462
2025-06-21,59.35366225375055
2025-06-22,57.026067655564255
2025-06-23,84.9572028337998
2025-06-24,83.79340553470665
2025-06-25,86.12100013289295
2025-06-26,86.12100013289295
2025-06-27,80.30201363742721
2025-06-28,60.5174595528437
2025-06-29,59.35366225375055
2025-06-30,83.79340553470665
2025-07-01,94.26758122654499
2025-07-02,87.2847974319861
2025-07-03,86.12100013289295
2025-07-04,116.3797299093148
2025-07-05,79.13821633833406
2025-07-06,66.33644604830944
2025-07-07,86.12100013289295
2025-07-08,94.26758122654499
2025-07-09,89.6123920301724
2025-07-10,84.9572028337998
2025-07-11,81.46581093652036
2025-07-12,65.1726487492163
2025-07-13,60.5174595528437
2025-07-14,86.12100013289295
2025-07-15,83.79340553470665
2025-07-16,84.9572028337998
2025-07-17,90.77618932926555
2025-07-18,75.64682444105462
2025-07-19,74.48302714196147
2025-07-20,72.15543254377518
2025-07-21,93.10378392745184
2025-07-22,89.6123920301724
2025-07-23,83.79340553470665
2025-07-24,81.46581093652036
2025-07-25,83.79340553470665
2025-07-26,67.50024334740259
2025-07-27,64.00885145012315
2025-07-28,93.10378392745184
2025-07-29,96.59517582473129
2025-07-30,102.41416232019702
2025-07-31,100.08656772201073
2025-08-01,84.9572028337998
2025-08-02,60.5174595528437
2025-08-03,61.681256851936844
2025-08-04,84.9572028337998
2025-08-05,87.2847974319861
2025-08-06,91.9399866283587
2025-08-07,83.79340553470665
2025-08-08,80.30201363742721
2025-08-09,67.50024334740259
2025-08-10,61.681256851936844
2025-08-11,86.12100013289295
2025-08-12,82.6296082356135
2025-08-13,84.9572028337998
2025-08-14,87.2847974319861
2025-08-15,86.12100013289295
2025-08-16,64.00885145012315
2025-08-17,58.1898649546574
2025-08-18,82.6296082356135
2025-08-19,79.13821633833406
2025-08-20,81.46581093652036
2025-08-21,76.81062174014777
2025-08-22,73.31922984286832
2025-08-23,58.1898649546574
2025-08-24,55.8622703564711
2025-08-25,81.46581093652036
2025-08-26,79.13821633833406
2025-08-27,79.13821633833406
2025-08-28,76.81062174014777
2025-08-29,75.64682444105462
2025-08-30,57.026067655564255
2025-08-31,48.879486561912216
2025-09-01,58.1898649546574
2025-09-02,81.46581093652036
2025-09-03,80.30201363742721
2025-09-04,76.81062174014777
2025-09-05,70.99163524468203
2025-09-06,55.8622703564711
2025-09-07,53.534675758284806
2025-09-08,81.46581093652036
2025-09-09,76.81062174014777
2025-09-10,73.31922984286832
2025-09-11,70.99163524468203
2025-09-12,68.66404064649574
2025-09-13,51.20708116009851
2025-09-14,46.55189196372592
2025-09-15,73.31922984286832
2025-09-16,82.6296082356135
2025-09-17,87.2847974319861
2025-09-18,79.13821633833406
2025-09-19,75.64682444105462
2025-09-20,59.35366225375055
2025-09-21,60.5174595528437
2025-09-22,83.79340553470665
2025-09-23,87.2847974319861
2025-09-24,83.79340553470665
2025-09-25,81.46581093652036
2025-09-26,80.30201363742721
2025-09-27,60.5174595528437
2025-09-28,58.1898649546574
2025-09-29,84.9572028337998
2025-09-30,86.12100013289295
2025-10-01,95.43137852563814
2025-10-02,88.44859473107925
2025-10-03,74.48302714196147
2025-10-04,54.69847305737795
2025-10-05,51.20708116009851
2025-10-06,75.64682444105462
2025-10-07,83.79340553470665
2025-10-08,82.6296082356135
2025-10-09,84.9572028337998
2025-10-10,77.97441903924091
2025-10-11,54.69847305737795
2025-10-12,52.37087845919166
2025-10-13,77.97441903924091
2025-10-14,83.79340553470665
2025-10-15,95.43137852563814
2025-10-16,83.79340553470665
2025-10-17,73.31922984286832
2025-10-18,53.534675758284806
2025-10-19,54.69847305737795
2025-10-20,81.46581093652036
2025-10-21,81.46581093652036
2025-10-22,86.12100013289295
2025-10-23,84.9572028337998
2025-10-24,88.44859473107925
2025-10-25,62.84505415102999
2025-10-26,59.35366225375055
2025-10-27,79.13821633833406
2025-10-28,77.97441903924091
2025-10-29,77.97441903924091
2025-10-30,83.79340553470665
2025-10-31,79.13821633833406
2025-11-01,61.681256851936844
2025-11-02,58.1898649546574
2025-11-03,89.6123920301724
2025-11-04,81.46581093652036
2025-11-05,87.2847974319861
2025-11-06,84.9572028337998
2025-11-07,81.46581093652036
2025-11-08,65.1726487492163
2025-11-09,62.84505415102999
2025-11-10,82.6296082356135
2025-11-11,82.6296082356135
2025-11-12,84.9572028337998
2025-11-13,90.77618932926555
2025-11-14,83.79340553470665
2025-11-15,64.00885145012315
2025-11-16,65.1726487492163
2025-11-17,88.44859473107925
2025-11-18,87.2847974319861
2025-11-19,89.6123920301724
2025-11-20,86.12100013289295
2025-11-21,80.30201363742721
2025-11-22,62.84505415102999
2025-11-23,62.84505415102999
2025-11-24,83.79340553470665
2025-11-25,84.9572028337998
2025-11-26,80.30201363742721
2025-11-27,55.8622703564711
2025-11-28,69.82783794558888
2025-11-29,65.1726487492163
2025-11-30,69.82783794558888
2025-12-01,96.59517582473129
2025-12-02,93.10378392745184
2025-12-03,95.43137852563814
2025-12-04,91.9399866283587
2025-12-05,86.12100013289295
2025-12-06,68.66404064649574
2025-12-07,66.33644604830944
2025-12-08,96.59517582473129
2025-12-09,90.77618932926555
2025-12-10,84.9572028337998
2025-12-11,95.1049475758925
2025-12-12,85.35459703349014
2025-12-13,67.59959189732517
2025-12-14,61.681256851936844
2025-12-15,83.26827748511585
2025-12-16,85.35459703349014
2025-12-17,88.6047138809576
2025-12-18,91.85483072842504
2025-12-19,80.77037108706226
2025-12-20,61.681256851936844
2025-12-21,59.01303865401597
2025-12-22,80.01816063764839
2025-12-23,78.10215288914138
2025-12-24,61.681256851936844
2025-12-25,51.7605945096672
2025-12-26,68.18149054687174
2025-12-27,63.59726460044386
2025-12-28,66.26548279836473
2025-12-29,89.18661253050416
2025-12-30,91.27293207887848
2025-12-31,80.77037108706226
2026-01-01,61.681256851936844
2026-01-02,84.02048793452971
2026-01-03,69.51559964583218
2026-01-04,67.59959189732517
2026-01-05,94.52304892634592
2026-01-06,96.43905667485294
2026-01-07,95.1049475758925
2026-01-08,93.1889398273855
2026-01-09,93.27409572731914
2026-01-10,69.20336134607548
2026-01-11,69.20336134607548
2026-01-12,93.27409572731914
2026-01-13,97.78735842380232
2026-01-14,97.78735842380232
2026-01-15,96.28293752497459
2026-01-16,91.7696748284914
2026-01-17,73.71662404255866
2026-01-18,66.19451954842003
2026-01-19,78.22988673904185
2026-01-20,91.7696748284914
2026-01-21,106.81388381676868
2026-01-22,97.78735842380232
2026-01-23,91.7696748284914
2026-01-24,72.21220314373093
2026-01-25,72.21220314373093
2026-01-26,90.26525392966367
2026-01-27,94.77851662614685
2026-01-28,100.79620022145777
2026-01-29,109.82272561442413
2026-01-30,100.79620022145777
2026-01-31,79.73430763786958
2026-02-01,91.7696748284914
2026-02-02,114.33598831090733
2026-02-03,115.84040920973504
2026-02-04,106.81388381676868
2026-02-05,115.84040920973504
2026-02-06,103.80504201911323
2026-02-07,84.24757033435276
2026-02-08,85.75199123318049
2026-02-09,102.3006211202855
2026-02-10,117.34483010856277
2026-02-11,108.31830471559641
2026-02-12,102.3006211202855
2026-02-13,111.32714651325186
2026-02-14,97.78735842380232
2026-02-15,99.29177932263003
2026-02-16,118.8492510073905
2026-02-17,127.87577640035687
2026-02-18,124.86693460270142
2026-02-19,117.34483010856277
2026-02-20,102.3006211202855
2026-02-21,87.25641213200822
2026-02-22,91.7696748284914
2026-02-23,112.8315674120796
2026-02-24,109.82272561442413
2026-02-25,112.8315674120796
2026-02-26,120.35367190621824
2026-02-27,130.88461819801233
2026-02-28,79.73430763786958
2026-03-01,78.22988673904185
2026-03-02,115.84040920973504
2026-03-03,126.37135550152914
2026-03-04,105.30946291794095
2026-03-05,111.32714651325186
2026-03-06,105.30946291794095
2026-03-07,82.74314943552504
2026-03-08,81.23872853669731
2026-03-09,105.30946291794095
2026-03-10,109.82272561442413
2026-03-11,105.30946291794095
2026-03-12,102.3006211202855
2026-03-13,99.29177932263003
2026-03-14,85.75199123318049
2026-03-15,82.74314943552504
2026-03-16,105.30946291794095
2026-03-17,109.82272561442413
2026-03-18,120.35367190621824
2026-03-19,112.8315674120796
2026-03-20,114.33598831090733
2026-03-21,94.77851662614685
2026-03-22,93.27409572731914
2026-03-23,129.3801972991846
2026-03-24,114.33598831090733
2026-03-25,118.8492510073905
2026-03-26,112.8315674120796
2026-03-27,108.31830471559641
2026-03-28,94.77851662614685
2026-03-29,96.28293752497459
2026-03-30,109.82272561442413
2026-03-31,120.35367190621824
2026-04-01,118.8492510073905
2026-04-02,112.8315674120796
2026-04-03,112.8315674120796
2026-04-04,85.75199123318049
2026-04-05,91.7696748284914
2026-04-06,150.4420898827728
2026-04-07,127.87577640035687
2026-04-08,133.89345999566777
2026-04-09,126.37135550152914
2026-04-10,120.35367190621824
2026-04-11,99.29177932263003
2026-04-12,87.25641213200822
2026-04-13,111.32714651325186
2026-04-14,120.35367190621824
2026-04-15,130.88461819801233
2026-04-16,118.8492510073905
2026-04-17,127.87577640035687
2026-04-18,94.77851662614685
2026-04-19,93.27409572731914
2026-04-20,117.34483010856277
2026-04-21,129.3801972991846
2026-04-22,121.85809280504596
2026-04-23,111.32714651325186
2026-04-24,106.81388381676868
2026-04-25,90.26525392966367
2026-04-26,94.77851662614685
2026-04-27,106.81388381676868
2026-04-28,111.32714651325186
2026-04-29,108.31830471559641
2026-04-30,105.30946291794095
2026-05-01,100.79620022145777
2026-05-02,85.75199123318049
2026-05-03,84.24757033435276
2026-05-04,105.30946291794095
2026-05-05,106.81388381676868
2026-05-06,114.33598831090733
2026-05-07,106.81388381676868
2026-05-08,103.80504201911323
2026-05-09,88.76083303083594
2026-05-10,81.23872853669731
2026-05-11,112.8315674120796
2026-05-12,109.82272561442413
2026-05-13,114.33598831090733
2026-05-14,118.8492510073905
2026-05-15,118.8492510073905
2026-05-16,97.78735842380232
2026-05-17,93.27409572731914
2026-05-18,106.81388381676868
2026-05-19,108.31830471559641
2026-05-20,106.81388381676868
2026-05-21,100.79620022145777
2026-05-22,100.79620022145777
2026-05-23,96.28293752497459
2026-05-24,90.26525392966367
2026-05-25,88.76083303083594
2026-05-26,105.30946291794095
2026-05-27,114.33598831090733
2026-05-28,124.86693460270142
2026-05-29,114.33598831090733
2026-05-30,93.27409572731914
2026-05-31,100.79620022145777
