Time,breadwinner
2023-01-02,44.625
2023-01-03,57.375
2023-01-04,74.375
2023-01-05,59.5
2023-01-06,61.625
2023-01-07,46.75
2023-01-08,40.375
2023-01-09,36.125
2023-01-10,57.375
2023-01-11,48.875
2023-01-12,63.75
2023-01-13,59.5
2023-01-14,0.0
2023-01-15,40.375
2023-01-16,55.25
2023-01-17,29.75
2023-01-18,48.875
2023-01-19,38.25
2023-01-20,68.0
2023-01-21,38.25
2023-01-22,0.0
2023-01-23,74.375
2023-01-24,57.375
2023-01-25,53.125
2023-01-26,48.875
2023-01-27,46.75
2023-01-28,0.0
2023-01-29,38.25
2023-01-30,70.125
2023-01-31,38.25
2023-02-01,82.875
2023-02-02,80.75
2023-02-03,72.25
2023-02-04,36.125
2023-02-05,31.875
2023-02-06,65.875
2023-02-07,68.0
2023-02-08,53.125
2023-02-09,63.75
2023-02-10,55.25
2023-02-11,31.875
2023-02-12,46.75
2023-02-13,63.75
2023-02-14,68.0
2023-02-15,55.25
2023-02-16,55.25
2023-02-17,53.125
2023-02-18,48.875
2023-02-19,48.875
2023-02-20,51.0
2023-02-21,0.0
2023-02-22,63.75
2023-02-23,74.375
2023-02-24,53.125
2023-02-25,46.75
2023-02-26,46.75
2023-02-27,61.625
2023-02-28,74.375
2023-03-01,70.125
2023-03-02,89.25
2023-03-03,57.375
2023-03-04,51.0
2023-03-05,40.375
2023-03-06,48.875
2023-03-07,51.0
2023-03-08,74.375
2023-03-09,53.125
2023-03-10,46.75
2023-03-11,48.875
2023-03-12,0.0
2023-03-13,46.75
2023-03-14,59.5
2023-03-15,51.0
2023-03-16,78.625
2023-03-17,38.25
2023-03-18,0.0
2023-03-19,48.875
2023-03-20,68.0
2023-03-21,63.75
2023-03-22,70.125
2023-03-23,38.25
2023-03-24,55.25
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,70.125
2023-03-28,46.75
2023-03-29,82.875
2023-03-30,65.875
2023-03-31,57.375
2023-04-01,48.875
2023-04-02,0.0
2023-04-03,74.375
2023-04-04,42.5
2023-04-05,51.0
2023-04-06,70.125
2023-04-07,78.625
2023-04-08,61.625
2023-04-09,63.75
2023-04-10,59.5
2023-04-11,44.625
2023-04-12,57.375
2023-04-13,70.125
2023-04-14,42.5
2023-04-15,0.0
2023-04-16,46.75
2023-04-17,40.375
2023-04-18,57.375
2023-04-19,51.0
2023-04-20,70.125
2023-04-21,31.875
2023-04-22,59.5
2023-04-23,51.0
2023-04-24,80.75
2023-04-25,57.375
2023-04-26,55.25
2023-04-27,85.595
2023-04-28,60.6475
2023-04-29,35.7425
2023-04-30,61.7525
2023-05-01,93.16
2023-05-02,69.3175
2023-05-03,53.082499999999996
2023-05-04,57.417500000000004
2023-05-05,40.0775
2023-05-06,31.4075
2023-05-07,48.7475
2023-05-08,68.255
2023-05-09,55.25
2023-05-10,89.93
2023-05-11,68.255
2023-05-12,55.25
2023-05-13,211.225
2023-05-14,117.0025
2023-05-15,86.6575
2023-05-16,85.595
2023-05-17,57.417500000000004
2023-05-18,73.6525
2023-05-19,63.92
2023-05-20,47.6425
2023-05-21,40.0775
2023-05-22,61.7525
2023-05-23,68.255
2023-05-24,56.3125
2023-05-25,53.04
2023-05-26,48.62
2023-05-27,44.2
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,75.14
2023-05-31,72.92999999999999
2023-06-01,64.09
2023-06-02,44.2
2023-06-03,53.04
2023-06-04,46.41
2023-06-05,77.35
2023-06-06,41.99
2023-06-07,48.62
2023-06-08,46.41
2023-06-09,61.879999999999995
2023-06-10,0.0
2023-06-11,66.3
2023-06-12,37.57
2023-06-13,64.09
2023-06-14,33.15
2023-06-15,59.67
2023-06-16,59.67
2023-06-17,37.57
2023-06-18,35.36
2023-06-19,30.939999999999998
2023-06-20,50.83
2023-06-21,44.2
2023-06-22,33.15
2023-06-23,46.41
2023-06-24,0.0
2023-06-25,44.2
2023-06-26,41.99
2023-06-27,39.78
2023-06-28,48.62
2023-06-29,33.15
2023-06-30,44.2
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,0.0
2023-07-04,0.0
2023-07-05,0.0
2023-07-06,41.99
2023-07-07,37.57
2023-07-08,44.2
2023-07-09,39.78
2023-07-10,41.99
2023-07-11,50.83
2023-07-12,37.57
2023-07-13,57.46
2023-07-14,0.0
2023-07-15,39.78
2023-07-16,0.0
2023-07-17,0.0
2023-07-18,37.57
2023-07-19,46.41
2023-07-20,30.939999999999998
2023-07-21,0.0
2023-07-22,37.57
2023-07-23,35.36
2023-07-24,50.83
2023-07-25,0.0
2023-07-26,44.2
2023-07-27,0.0
2023-07-28,0.0
2023-07-29,0.0
2023-07-30,39.78
2023-07-31,35.36
2023-08-01,53.04
2023-08-02,37.57
2023-08-03,48.62
2023-08-04,0.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,37.57
2023-08-08,44.2
2023-08-09,41.99
2023-08-10,61.879999999999995
2023-08-11,50.83
2023-08-12,0.0
2023-08-13,64.09
2023-08-14,0.0
2023-08-15,68.51
2023-08-16,55.25
2023-08-17,61.879999999999995
2023-08-18,44.2
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,33.15
2023-08-22,48.62
2023-08-23,41.99
2023-08-24,50.83
2023-08-25,53.04
2023-08-26,35.36
2023-08-27,0.0
2023-08-28,33.15
2023-08-29,44.2
2023-08-30,61.879999999999995
2023-08-31,48.62
2023-09-01,30.939999999999998
2023-09-02,0.0
2023-09-03,55.25
2023-09-04,46.41
2023-09-05,44.2
2023-09-06,55.25
2023-09-07,46.41
2023-09-08,53.04
2023-09-09,75.14
2023-09-10,81.77
2023-09-11,68.51
2023-09-12,41.99
2023-09-13,64.09
2023-09-14,41.99
2023-09-15,70.72
2023-09-16,41.99
2023-09-17,0.0
2023-09-18,35.36
2023-09-19,64.09
2023-09-20,35.36
2023-09-21,70.72
2023-09-22,68.51
2023-09-23,55.25
2023-09-24,50.83
2023-09-25,81.77
2023-09-26,70.72
2023-09-27,64.09
2023-09-28,72.92999999999999
2023-09-29,55.25
2023-09-30,61.879999999999995
2023-10-01,48.62
2023-10-02,48.62
2023-10-03,66.3
2023-10-04,83.98
2023-10-05,70.72
2023-10-06,79.56
2023-10-07,41.99
2023-10-08,0.0
2023-10-09,50.83
2023-10-10,57.46
2023-10-11,46.41
2023-10-12,79.56
2023-10-13,64.09
2023-10-14,0.0
2023-10-15,41.99
2023-10-16,64.09
2023-10-17,81.77
2023-10-18,66.3
2023-10-19,68.51
2023-10-20,77.35
2023-10-21,33.15
2023-10-22,41.99
2023-10-23,75.14
2023-10-24,64.09
2023-10-25,33.15
2023-10-26,64.09
2023-10-27,0.0
2023-10-28,0.0
2023-10-29,50.83
2023-10-30,68.51
2023-10-31,59.67
2023-11-01,50.83
2023-11-02,72.92999999999999
2023-11-03,28.73
2023-11-04,55.25
2023-11-05,66.3
2023-11-06,72.92999999999999
2023-11-07,50.83
2023-11-08,57.46
2023-11-09,66.3
2023-11-10,53.04
2023-11-11,0.0
2023-11-12,59.67
2023-11-13,75.14
2023-11-14,68.51
2023-11-15,57.46
2023-11-16,86.19
2023-11-17,66.3
2023-11-18,0.0
2023-11-19,35.36
2023-11-20,50.83
2023-11-21,57.46
2023-11-22,57.46
2023-11-23,0.0
2023-11-24,50.83
2023-11-25,37.57
2023-11-26,59.67
2023-11-27,48.62
2023-11-28,44.2
2023-11-29,88.4
2023-11-30,75.14
2023-12-01,66.3
2023-12-02,39.78
2023-12-03,41.99
2023-12-04,53.04
2023-12-05,79.56
2023-12-06,88.4
2023-12-07,75.14
2023-12-08,72.92999999999999
2023-12-09,48.62
2023-12-10,39.78
2023-12-11,79.56
2023-12-12,66.3
2023-12-13,72.92999999999999
2023-12-14,59.67
2023-12-15,44.2
2023-12-16,39.78
2023-12-17,0.0
2023-12-18,57.46
2023-12-19,41.99
2023-12-20,55.25
2023-12-21,44.2
2023-12-22,44.365750000000006
2023-12-23,47.1835
2023-12-24,53.92400000000001
2023-12-25,51.10625
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,58.951750000000004
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,64.58725000000001
2024-01-04,91.54925
2024-01-05,48.2885
2024-01-06,41.548
2024-01-07,0.0
2024-01-08,64.58725000000001
2024-01-09,68.51
2024-01-10,75.2505
2024-01-11,137.02
2024-01-12,142.04775
2024-01-13,161.16424999999998
2024-01-14,161.16424999999998
2024-01-15,220.116
2024-01-16,175.75025000000002
2024-01-17,205.53000000000003
2024-01-18,158.3465
2024-01-19,120.72125
2024-01-20,150.722
2024-01-21,123.31800000000001
2024-01-22,95.91400000000002
2024-01-23,82.21200000000002
2024-01-24,106.19050000000001
2024-01-25,99.33950000000002
2024-01-26,95.91400000000002
2024-01-27,0.0
2024-01-28,75.361
2024-01-29,61.659000000000006
2024-01-30,68.51
2024-01-31,65.0845
2024-02-01,68.51
2024-02-02,68.51
2024-02-03,51.38250000000001
2024-02-04,71.9355
2024-02-05,78.7865
2024-02-06,75.361
2024-02-07,82.21200000000002
2024-02-08,82.21200000000002
2024-02-09,65.0845
2024-02-10,51.38250000000001
2024-02-11,44.53150000000001
2024-02-12,51.38250000000001
2024-02-13,78.7865
2024-02-14,54.80800000000001
2024-02-15,113.04150000000001
2024-02-16,102.76500000000001
2024-02-17,47.95700000000001
2024-02-18,78.7865
2024-02-19,65.0845
2024-02-20,58.23350000000001
2024-02-21,51.38250000000001
2024-02-22,47.95700000000001
2024-02-23,44.53150000000001
2024-02-24,0.0
2024-02-25,47.95700000000001
2024-02-26,82.21200000000002
2024-02-27,58.23350000000001
2024-02-28,51.38250000000001
2024-02-29,51.38250000000001
2024-03-01,61.659000000000006
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,58.23350000000001
2024-03-05,65.0845
2024-03-06,71.9355
2024-03-07,75.361
2024-03-08,75.361
2024-03-09,54.80800000000001
2024-03-10,0.0
2024-03-11,65.0845
2024-03-12,0.0
2024-03-13,61.659000000000006
2024-03-14,71.9355
2024-03-15,47.95700000000001
2024-03-16,0.0
2024-03-17,342.55000000000007
2024-03-18,298.0185
2024-03-19,89.06300000000002
2024-03-20,147.2965
2024-03-21,109.61600000000001
2024-03-22,65.0845
2024-03-23,47.95700000000001
2024-03-24,37.6805
2024-03-25,65.0845
2024-03-26,71.9355
2024-03-27,65.0845
2024-03-28,75.361
2024-03-29,71.9355
2024-03-30,44.53150000000001
2024-03-31,58.23350000000001
2024-04-01,65.0845
2024-04-02,65.0845
2024-04-03,68.51
2024-04-04,68.51
2024-04-05,37.6805
2024-04-06,34.255
2024-04-07,0.0
2024-04-08,47.95700000000001
2024-04-09,61.659000000000006
2024-04-10,95.91400000000002
2024-04-11,51.38250000000001
2024-04-12,58.23350000000001
2024-04-13,82.21200000000002
2024-04-14,65.0845
2024-04-15,54.80800000000001
2024-04-16,68.51
2024-04-17,75.361
2024-04-18,99.33950000000002
2024-04-19,68.51
2024-04-20,44.53150000000001
2024-04-21,92.48850000000002
2024-04-22,82.21200000000002
2024-04-23,82.21200000000002
2024-04-24,75.361
2024-04-25,75.361
2024-04-26,54.80800000000001
2024-04-27,65.0845
2024-04-28,54.80800000000001
2024-04-29,71.9355
2024-04-30,61.659000000000006
2024-05-01,58.23350000000001
2024-05-02,54.80800000000001
2024-05-03,68.51
2024-05-04,0.0
2024-05-05,47.95700000000001
2024-05-06,61.659000000000006
2024-05-07,71.9355
2024-05-08,65.0845
2024-05-09,78.7865
2024-05-10,51.38250000000001
2024-05-11,0.0
2024-05-12,44.53150000000001
2024-05-13,71.9355
2024-05-14,65.0845
2024-05-15,54.80800000000001
2024-05-16,41.10600000000001
2024-05-17,61.659000000000006
2024-05-18,75.361
2024-05-19,0.0
2024-05-20,54.80800000000001
2024-05-21,54.80800000000001
2024-05-22,47.95700000000001
2024-05-23,37.6805
2024-05-24,54.80800000000001
2024-05-25,65.0845
2024-05-26,41.10600000000001
2024-05-27,44.53150000000001
2024-05-28,61.659000000000006
2024-05-29,65.0845
2024-05-30,75.361
2024-05-31,61.659000000000006
2024-06-01,0.0
2024-06-02,41.10600000000001
2024-06-03,75.361
2024-06-04,51.38250000000001
2024-06-05,82.21200000000002
2024-06-06,61.659000000000006
2024-06-07,51.38250000000001
2024-06-08,44.53150000000001
2024-06-09,37.6805
2024-06-10,34.255
2024-06-11,58.23350000000001
2024-06-12,119.89250000000001
2024-06-13,68.51
2024-06-14,41.10600000000001
2024-06-15,0.0
2024-06-16,41.10600000000001
2024-06-17,44.53150000000001
2024-06-18,54.80800000000001
2024-06-19,34.255
2024-06-20,51.38250000000001
2024-06-21,65.0845
2024-06-22,75.361
2024-06-23,41.10600000000001
2024-06-24,65.0845
2024-06-25,0.0
2024-06-26,34.255
2024-06-27,54.80800000000001
2024-06-28,44.53150000000001
2024-06-29,34.255
2024-06-30,0.0
2024-07-01,41.10600000000001
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,37.6805
2024-07-06,54.80800000000001
2024-07-07,0.0
2024-07-08,44.53150000000001
2024-07-09,61.659000000000006
2024-07-10,68.51
2024-07-11,44.53150000000001
2024-07-12,58.23350000000001
2024-07-13,44.53150000000001
2024-07-14,0.0
2024-07-15,0.0
2024-07-16,41.10600000000001
2024-07-17,37.6805
2024-07-18,58.23350000000001
2024-07-19,54.80800000000001
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,51.38250000000001
2024-07-23,44.53150000000001
2024-07-24,54.80800000000001
2024-07-25,58.23350000000001
2024-07-26,37.6805
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,34.255
2024-07-30,58.23350000000001
2024-07-31,44.53150000000001
2024-08-01,0.0
2024-08-02,44.53150000000001
2024-08-03,34.255
2024-08-04,41.10600000000001
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,47.95700000000001
2024-08-10,0.0
2024-08-11,47.95700000000001
2024-08-12,44.53150000000001
2024-08-13,51.38250000000001
2024-08-14,47.95700000000001
2024-08-15,47.95700000000001
2024-08-16,41.10600000000001
2024-08-17,61.659000000000006
2024-08-18,43.75297727272728
2024-08-19,30.362386363636368
2024-08-20,44.687204545454556
2024-08-21,50.91538636363637
2024-08-22,33.943590909090915
2024-08-23,41.10600000000001
2024-08-24,34.877818181818185
2024-08-25,47.33418181818183
2024-08-26,55.430818181818196
2024-08-27,48.2684090909091
2024-08-28,48.2684090909091
2024-08-29,72.40261363636364
2024-08-30,48.2684090909091
2024-08-31,58.077795454545466
2024-09-01,41.10600000000001
2024-09-02,48.2684090909091
2024-09-03,81.27777272727275
2024-09-04,71.46838636363637
2024-09-05,77.6965681818182
2024-09-06,79.56502272727275
2024-09-07,61.65900000000001
2024-09-08,68.8214090909091
2024-09-09,60.724772727272736
2024-09-10,82.21200000000002
2024-09-11,74.11536363636364
2024-09-12,85.79320454545456
2024-09-13,67.88718181818183
2024-09-14,85.79320454545456
2024-09-15,99.18379545454547
2024-09-16,76.60663636363638
2024-09-17,93.4227272727273
2024-09-18,74.73818181818184
2024-09-19,72.86972727272729
2024-09-20,69.13281818181821
2024-09-21,57.922090909090926
2024-09-22,54.18518181818183
2024-09-23,74.73818181818184
2024-09-24,56.05363636363638
2024-09-25,63.52745454545457
2024-09-26,61.65900000000002
2024-09-27,72.86972727272729
2024-09-28,59.79054545454547
2024-09-29,42.974454545454556
2024-09-30,61.65900000000002
2024-10-01,76.60663636363638
2024-10-02,76.60663636363638
2024-10-03,99.02809090909093
2024-10-04,67.26436363636365
2024-10-05,91.55427272727276
2024-10-06,54.18518181818183
2024-10-07,138.26563636363642
2024-10-08,112.10727272727276
2024-10-09,95.29118181818185
2024-10-10,71.00127272727275
2024-10-11,95.29118181818185
2024-10-12,89.6858181818182
2024-10-13,63.52745454545457
2024-10-14,50.448272727272744
2024-10-15,63.52745454545457
2024-10-16,74.73818181818184
2024-10-17,93.4227272727273
2024-10-18,87.81736363636367
2024-10-19,89.6858181818182
2024-10-20,95.29118181818185
2024-10-21,100.89654545454549
2024-10-22,97.1596363636364
2024-10-23,104.63345454545458
2024-10-24,85.94890909090911
2024-10-25,84.08045454545457
2024-10-26,0.0
2024-10-27,72.86972727272729
2024-10-28,72.86972727272729
2024-10-29,65.39590909090911
2024-10-30,104.63345454545458
2024-10-31,99.02809090909093
2024-11-01,78.47509090909094
2024-11-02,48.5798181818182
2024-11-03,108.37036363636366
2024-11-04,99.02809090909093
2024-11-05,76.60663636363638
2024-11-06,84.08045454545457
2024-11-07,100.89654545454549
2024-11-08,87.81736363636367
2024-11-09,39.23754545454547
2024-11-10,72.86972727272729
2024-11-11,54.18518181818183
2024-11-12,100.89654545454549
2024-11-13,97.1596363636364
2024-11-14,89.6858181818182
2024-11-15,69.13281818181821
2024-11-16,48.5798181818182
2024-11-17,93.4227272727273
2024-11-18,127.05490909090913
2024-11-19,50.448272727272744
2024-11-20,100.89654545454549
2024-11-21,99.02809090909093
2024-11-22,76.60663636363638
2024-11-23,59.79054545454547
2024-11-24,0.0
2024-11-25,72.86972727272729
2024-11-26,80.34354545454548
2024-11-27,42.974454545454556
2024-11-28,0.0
2024-11-29,46.71136363636365
2024-11-30,0.0
2024-12-01,67.26436363636365
2024-12-02,61.65900000000002
2024-12-03,78.47509090909094
2024-12-04,112.10727272727276
2024-12-05,104.63345454545458
2024-12-06,99.02809090909093
2024-12-07,112.10727272727276
2024-12-08,173.7662727272728
2024-12-09,166.2924545454546
2024-12-10,168.16090909090914
2024-12-11,171.89781818181822
2024-12-12,142.0025454545455
2024-12-13,113.97572727272731
2024-12-14,140.13409090909096
2024-12-15,128.9233636363637
2024-12-16,151.34481818181823
2024-12-17,181.24009090909095
2024-12-18,128.9233636363637
2024-12-19,95.29118181818185
2024-12-20,99.02809090909093
2024-12-21,87.81736363636367
2024-12-22,48.5798181818182
2024-12-23,65.39590909090911
2024-12-24,48.5798181818182
2024-12-25,82.21200000000003
2024-12-26,112.10727272727276
2024-12-27,99.02809090909093
2024-12-28,123.31800000000004
2024-12-29,100.89654545454549
2024-12-30,57.922090909090926
2024-12-31,57.922090909090926
2025-01-01,65.39590909090911
2025-01-02,100.89654545454549
2025-01-03,108.37036363636366
2025-01-04,128.9233636363637
2025-01-05,89.6858181818182
2025-01-06,87.81736363636367
2025-01-07,100.89654545454549
2025-01-08,102.76500000000003
2025-01-09,95.29118181818185
2025-01-10,112.10727272727276
2025-01-11,85.94890909090911
2025-01-12,108.37036363636366
2025-01-13,123.31800000000004
2025-01-14,128.9233636363637
2025-01-15,153.21327272727277
2025-01-16,162.5555454545455
2025-01-17,138.26563636363642
2025-01-18,186.8454545454546
2025-01-19,117.7126363636364
2025-01-20,142.0025454545455
2025-01-21,121.44954545454549
2025-01-22,113.97572727272731
2025-01-23,108.37036363636366
2025-01-24,100.89654545454549
2025-01-25,138.26563636363642
2025-01-26,112.10727272727276
2025-01-27,117.7126363636364
2025-01-28,85.94890909090911
2025-01-29,127.05490909090913
2025-01-30,59.79054545454547
2025-01-31,87.81736363636367
2025-02-01,80.34354545454548
2025-02-02,80.34354545454548
2025-02-03,78.47509090909094
2025-02-04,72.86972727272729
2025-02-05,110.23881818181822
2025-02-06,130.79181818181823
2025-02-07,80.34354545454548
2025-02-08,39.23754545454547
2025-02-09,61.65900000000002
2025-02-10,65.39590909090911
2025-02-11,76.60663636363638
2025-02-12,100.89654545454549
2025-02-13,100.89654545454549
2025-02-14,91.55427272727276
2025-02-15,41.106000000000016
2025-02-16,48.5798181818182
2025-02-17,48.5798181818182
2025-02-18,57.922090909090926
2025-02-19,59.79054545454547
2025-02-20,95.29118181818185
