Time,inherit
2022-08-26,45.0
2022-08-27,41.0
2022-08-28,40.0
2022-08-29,45.76923076923077
2022-08-30,39.92307692307692
2022-08-31,41.63461538461539
2022-09-01,46.980769230769226
2022-09-02,41.63461538461539
2022-09-03,35.28846153846153
2022-09-04,41.13461538461539
2022-09-05,35.78846153846153
2022-09-06,48.69230769230769
2022-09-07,45.26923076923077
2022-09-08,76.92307692307692
2022-09-09,72.28846153846153
2022-09-10,68.65384615384615
2022-09-11,68.65384615384615
2022-09-12,79.84615384615384
2022-09-13,74.0
2022-09-14,99.80769230769229
2022-09-15,78.13461538461539
2022-09-16,61.09615384615384
2022-09-17,51.11538461538461
2022-09-18,55.25
2022-09-19,85.19230769230768
2022-09-20,76.42307692307692
2022-09-21,56.96153846153846
2022-09-22,65.23076923076923
2022-09-23,44.05769230769231
2022-09-24,42.34615384615384
2022-09-25,38.21153846153846
2022-09-26,54.53846153846153
2022-09-27,52.653846153846146
2022-09-28,48.38461538461538
2022-09-29,49.8076923076923
2022-09-30,46.96153846153845
2022-10-01,66.88461538461537
2022-10-02,42.692307692307686
2022-10-03,46.96153846153845
2022-10-04,54.07692307692307
2022-10-05,56.92307692307692
2022-10-06,49.8076923076923
2022-10-07,46.96153846153845
2022-10-08,32.730769230769226
2022-10-09,39.84615384615384
2022-10-10,45.53846153846153
2022-10-11,52.653846153846146
2022-10-12,48.38461538461538
2022-10-13,52.653846153846146
2022-10-14,48.38461538461538
2022-10-15,36.99999999999999
2022-10-16,42.692307692307686
2022-10-17,61.192307692307686
2022-10-18,59.76923076923076
2022-10-19,56.92307692307692
2022-10-20,48.38461538461538
2022-10-21,51.230769230769226
2022-10-22,35.57692307692307
2022-10-23,44.11538461538461
2022-10-24,54.07692307692307
2022-10-25,56.92307692307692
2022-10-26,56.92307692307692
2022-10-27,56.92307692307692
2022-10-28,48.38461538461538
2022-10-29,39.84615384615384
2022-10-30,34.153846153846146
2022-10-31,51.230769230769226
2022-11-01,55.49999999999999
2022-11-02,59.76923076923076
2022-11-03,52.653846153846146
2022-11-04,52.653846153846146
2022-11-05,39.84615384615384
2022-11-06,44.11538461538461
2022-11-07,56.92307692307692
2022-11-08,52.653846153846146
2022-11-09,54.07692307692307
2022-11-10,55.49999999999999
2022-11-11,41.26923076923077
2022-11-12,35.57692307692307
2022-11-13,45.53846153846153
2022-11-14,55.49999999999999
2022-11-15,54.07692307692307
2022-11-16,56.92307692307692
2022-11-17,59.76923076923076
2022-11-18,48.38461538461538
2022-11-19,39.84615384615384
2022-11-20,41.26923076923077
2022-11-21,46.96153846153845
2022-11-22,36.99999999999999
2022-11-23,32.730769230769226
2022-11-24,27.038461538461537
2022-11-25,27.038461538461537
2022-11-26,32.730769230769226
2022-11-27,36.99999999999999
2022-11-28,48.38461538461538
2022-11-29,58.34615384615384
2022-11-30,62.615384615384606
2022-12-01,56.92307692307692
2022-12-02,58.34615384615384
2022-12-03,34.153846153846146
2022-12-04,34.153846153846146
2022-12-05,46.96153846153845
2022-12-06,56.92307692307692
2022-12-07,59.76923076923076
2022-12-08,59.76923076923076
2022-12-09,52.653846153846146
2022-12-10,32.730769230769226
2022-12-11,42.692307692307686
2022-12-12,54.07692307692307
2022-12-13,65.46153846153845
2022-12-14,49.8076923076923
2022-12-15,56.92307692307692
2022-12-16,48.38461538461538
2022-12-17,31.307692307692303
2022-12-18,35.57692307692307
2022-12-19,41.26923076923077
2022-12-20,45.53846153846153
2022-12-21,39.84615384615384
2022-12-22,35.57692307692307
2022-12-23,32.730769230769226
2022-12-24,29.88461538461538
2022-12-25,22.769230769230766
2022-12-26,25.615384615384613
2022-12-27,35.57692307692307
2022-12-28,39.84615384615384
2022-12-29,32.730769230769226
2022-12-30,39.84615384615384
2022-12-31,35.57692307692307
2023-01-01,32.730769230769226
2023-01-02,45.53846153846153
2023-01-03,142.3076923076923
2023-01-04,55.49999999999999
2023-01-05,56.92307692307692
2023-01-06,58.34615384615384
2023-01-07,45.53846153846153
2023-01-08,42.692307692307686
2023-01-09,56.92307692307692
2023-01-10,54.07692307692307
2023-01-11,59.76923076923076
2023-01-12,59.76923076923076
2023-01-13,82.53846153846153
2023-01-14,58.34615384615384
2023-01-15,55.49999999999999
2023-01-16,42.692307692307686
2023-01-17,61.192307692307686
2023-01-18,69.73076923076923
2023-01-19,66.88461538461537
2023-01-20,56.92307692307692
2023-01-21,46.96153846153845
2023-01-22,55.49999999999999
2023-01-23,69.73076923076923
2023-01-24,71.15384615384615
2023-01-25,68.30769230769229
2023-01-26,73.99999999999999
2023-01-27,68.30769230769229
2023-01-28,45.53846153846153
2023-01-29,44.11538461538461
2023-01-30,59.76923076923076
2023-01-31,69.73076923076923
2023-02-01,66.88461538461537
2023-02-02,68.30769230769229
2023-02-03,69.73076923076923
2023-02-04,132.34615384615384
2023-02-05,59.76923076923076
2023-02-06,76.84615384615384
2023-02-07,66.88461538461537
2023-02-08,64.03846153846153
2023-02-09,72.57692307692307
2023-02-10,68.30769230769229
2023-02-11,42.692307692307686
2023-02-12,45.53846153846153
2023-02-13,58.34615384615384
2023-02-14,68.30769230769229
2023-02-15,64.03846153846153
2023-02-16,71.15384615384615
2023-02-17,65.46153846153845
2023-02-18,46.96153846153845
2023-02-19,51.230769230769226
2023-02-20,49.8076923076923
2023-02-21,68.30769230769229
2023-02-22,56.92307692307692
2023-02-23,62.615384615384606
2023-02-24,64.03846153846153
2023-02-25,44.11538461538461
2023-02-26,48.38461538461538
2023-02-27,66.88461538461537
2023-02-28,65.46153846153845
2023-03-01,62.615384615384606
2023-03-02,66.88461538461537
2023-03-03,69.73076923076923
2023-03-04,48.38461538461538
2023-03-05,51.230769230769226
2023-03-06,66.88461538461537
2023-03-07,76.84615384615384
2023-03-08,69.73076923076923
2023-03-09,64.03846153846153
2023-03-10,61.192307692307686
2023-03-11,42.692307692307686
2023-03-12,42.692307692307686
2023-03-13,55.49999999999999
2023-03-14,62.615384615384606
2023-03-15,64.03846153846153
2023-03-16,59.76923076923076
2023-03-17,49.8076923076923
2023-03-18,51.230769230769226
2023-03-19,65.46153846153845
2023-03-20,75.42307692307692
2023-03-21,72.57692307692307
2023-03-22,71.15384615384615
2023-03-23,68.30769230769229
2023-03-24,61.192307692307686
2023-03-25,41.26923076923077
2023-03-26,66.88461538461537
2023-03-27,69.73076923076923
2023-03-28,71.15384615384615
2023-03-29,59.76923076923076
2023-03-30,65.46153846153845
2023-03-31,58.34615384615384
2023-04-01,51.230769230769226
2023-04-02,36.99999999999999
2023-04-03,61.192307692307686
2023-04-04,52.653846153846146
2023-04-05,58.34615384615384
2023-04-06,54.07692307692307
2023-04-07,45.53846153846153
2023-04-08,38.42307692307692
2023-04-09,45.53846153846153
2023-04-10,54.07692307692307
2023-04-11,62.615384615384606
2023-04-12,62.615384615384606
2023-04-13,64.03846153846153
2023-04-14,59.76923076923076
2023-04-15,42.692307692307686
2023-04-16,51.230769230769226
2023-04-17,66.88461538461537
2023-04-18,66.88461538461537
2023-04-19,76.84615384615384
2023-04-20,59.76923076923076
2023-04-21,55.49999999999999
2023-04-22,42.692307692307686
2023-04-23,41.26923076923077
2023-04-24,71.15384615384615
2023-04-25,72.57692307692307
2023-04-26,61.301775147928986
2023-04-27,69.04659763313609
2023-04-28,52.845414201183424
2023-04-29,45.10059171597632
2023-04-30,42.2818047337278
2023-05-01,59.19452662721892
2023-05-02,62.013313609467446
2023-05-03,72.57692307692307
2023-05-04,61.301775147928986
2023-05-05,53.55695266272188
2023-05-06,47.20784023668638
2023-05-07,123.31508875739644
2023-05-08,69.75813609467454
2023-05-09,56.37573964497041
2023-05-10,59.19452662721892
2023-05-11,64.1205621301775
2023-05-12,56.37573964497041
2023-05-13,44.38905325443787
2023-05-14,33.82544378698224
2023-05-15,61.301775147928986
2023-05-16,66.93934911242602
2023-05-17,66.93934911242602
2023-05-18,69.75813609467454
2023-05-19,47.20784023668638
2023-05-20,45.10059171597632
2023-05-21,45.10059171597632
2023-05-22,52.845414201183424
2023-05-23,50.738165680473365
2023-05-24,64.83210059171597
2023-05-25,58.61982248520709
2023-05-26,55.8284023668639
2023-05-27,41.87130177514792
2023-05-28,41.87130177514792
2023-05-29,36.28846153846153
2023-05-30,44.66272189349112
2023-05-31,50.245562130177504
2023-06-01,55.8284023668639
2023-06-02,50.245562130177504
2023-06-03,44.66272189349112
2023-06-04,58.61982248520709
2023-06-05,53.0369822485207
2023-06-06,50.245562130177504
2023-06-07,50.245562130177504
2023-06-08,50.245562130177504
2023-06-09,41.87130177514792
2023-06-10,44.66272189349112
2023-06-11,61.411242603550285
2023-06-12,50.245562130177504
2023-06-13,47.454142011834314
2023-06-14,50.245562130177504
2023-06-15,53.0369822485207
2023-06-16,41.87130177514792
2023-06-17,39.07988165680473
2023-06-18,103.2825443786982
2023-06-19,41.87130177514792
2023-06-20,53.0369822485207
2023-06-21,47.454142011834314
2023-06-22,47.454142011834314
2023-06-23,41.87130177514792
2023-06-24,33.497041420118336
2023-06-25,64.20266272189347
2023-06-26,41.87130177514792
2023-06-27,41.87130177514792
2023-06-28,47.454142011834314
2023-06-29,41.87130177514792
2023-06-30,39.07988165680473
2023-07-01,50.245562130177504
2023-07-02,39.07988165680473
2023-07-03,39.07988165680473
2023-07-04,41.87130177514792
2023-07-05,44.66272189349112
2023-07-06,41.87130177514792
2023-07-07,50.245562130177504
2023-07-08,41.87130177514792
2023-07-09,39.07988165680473
2023-07-10,44.66272189349112
2023-07-11,44.66272189349112
2023-07-12,41.87130177514792
2023-07-13,39.07988165680473
2023-07-14,36.28846153846153
2023-07-15,30.705621301775142
2023-07-16,41.87130177514792
2023-07-17,47.454142011834314
2023-07-18,58.61982248520709
2023-07-19,58.61982248520709
2023-07-20,53.0369822485207
2023-07-21,47.454142011834314
2023-07-22,47.454142011834314
2023-07-23,47.454142011834314
2023-07-24,44.66272189349112
2023-07-25,39.07988165680473
2023-07-26,41.87130177514792
2023-07-27,44.66272189349112
2023-07-28,41.87130177514792
2023-07-29,41.87130177514792
2023-07-30,39.07988165680473
2023-07-31,47.454142011834314
2023-08-01,44.66272189349112
2023-08-02,44.66272189349112
2023-08-03,55.8284023668639
2023-08-04,47.454142011834314
2023-08-05,47.454142011834314
2023-08-06,44.66272189349112
2023-08-07,47.454142011834314
2023-08-08,53.0369822485207
2023-08-09,47.454142011834314
2023-08-10,44.66272189349112
2023-08-11,44.66272189349112
2023-08-12,44.66272189349112
2023-08-13,47.454142011834314
2023-08-14,44.66272189349112
2023-08-15,50.245562130177504
2023-08-16,44.66272189349112
2023-08-17,53.0369822485207
2023-08-18,41.87130177514792
2023-08-19,41.87130177514792
2023-08-20,33.497041420118336
2023-08-21,44.66272189349112
2023-08-22,47.454142011834314
2023-08-23,50.245562130177504
2023-08-24,47.454142011834314
2023-08-25,39.07988165680473
2023-08-26,39.07988165680473
2023-08-27,44.66272189349112
2023-08-28,47.454142011834314
2023-08-29,53.0369822485207
2023-08-30,50.245562130177504
2023-08-31,47.454142011834314
2023-09-01,41.87130177514792
2023-09-02,41.87130177514792
2023-09-03,55.8284023668639
2023-09-04,279.1420118343195
2023-09-05,75.36834319526626
2023-09-06,61.411242603550285
2023-09-07,53.0369822485207
2023-09-08,47.454142011834314
2023-09-09,36.28846153846153
2023-09-10,44.66272189349112
2023-09-11,41.87130177514792
2023-09-12,50.245562130177504
2023-09-13,50.245562130177504
2023-09-14,58.61982248520709
2023-09-15,44.66272189349112
2023-09-16,39.07988165680473
2023-09-17,50.245562130177504
2023-09-18,61.411242603550285
2023-09-19,55.8284023668639
2023-09-20,53.0369822485207
2023-09-21,66.99408284023667
2023-09-22,53.0369822485207
2023-09-23,41.87130177514792
2023-09-24,50.245562130177504
2023-09-25,61.411242603550285
2023-09-26,53.0369822485207
2023-09-27,58.61982248520709
2023-09-28,53.0369822485207
2023-09-29,55.8284023668639
2023-09-30,39.07988165680473
2023-10-01,44.66272189349112
2023-10-02,58.61982248520709
2023-10-03,53.0369822485207
2023-10-04,58.61982248520709
2023-10-05,55.8284023668639
2023-10-06,53.0369822485207
2023-10-07,36.28846153846153
2023-10-08,41.87130177514792
2023-10-09,50.245562130177504
2023-10-10,53.0369822485207
2023-10-11,50.245562130177504
2023-10-12,53.0369822485207
2023-10-13,44.66272189349112
2023-10-14,39.07988165680473
2023-10-15,44.66272189349112
2023-10-16,53.0369822485207
2023-10-17,55.8284023668639
2023-10-18,61.411242603550285
2023-10-19,53.0369822485207
2023-10-20,55.8284023668639
2023-10-21,39.07988165680473
2023-10-22,47.454142011834314
2023-10-23,55.8284023668639
2023-10-24,61.411242603550285
2023-10-25,61.411242603550285
2023-10-26,64.20266272189347
2023-10-27,55.8284023668639
2023-10-28,36.28846153846153
2023-10-29,44.66272189349112
2023-10-30,53.0369822485207
2023-10-31,64.20266272189347
2023-11-01,58.61982248520709
2023-11-02,58.61982248520709
2023-11-03,55.8284023668639
2023-11-04,47.454142011834314
2023-11-05,47.454142011834314
2023-11-06,69.78550295857987
2023-11-07,66.99408284023667
2023-11-08,66.99408284023667
2023-11-09,66.99408284023667
2023-11-10,47.454142011834314
2023-11-11,44.66272189349112
2023-11-12,41.87130177514792
2023-11-13,64.20266272189347
2023-11-14,234.47928994082835
2023-11-15,83.74260355029584
2023-11-16,58.61982248520709
2023-11-17,61.411242603550285
2023-11-18,39.07988165680473
2023-11-19,44.66272189349112
2023-11-20,53.0369822485207
2023-11-21,50.245562130177504
2023-11-22,44.66272189349112
2023-11-23,39.07988165680473
2023-11-24,36.28846153846153
2023-11-25,39.07988165680473
2023-11-26,50.245562130177504
2023-11-27,55.8284023668639
2023-11-28,75.36834319526626
2023-11-29,69.78550295857987
2023-11-30,61.411242603550285
2023-12-01,61.411242603550285
2023-12-02,39.07988165680473
2023-12-03,39.07988165680473
2023-12-04,64.20266272189347
2023-12-05,64.20266272189347
2023-12-06,61.411242603550285
2023-12-07,58.61982248520709
2023-12-08,64.20266272189347
2023-12-09,47.454142011834314
2023-12-10,41.87130177514792
2023-12-11,58.61982248520709
2023-12-12,58.61982248520709
2023-12-13,58.61982248520709
2023-12-14,61.411242603550285
2023-12-15,55.8284023668639
2023-12-16,39.07988165680473
2023-12-17,39.07988165680473
2023-12-18,53.0369822485207
2023-12-19,53.0369822485207
2023-12-20,44.66272189349112
2023-12-21,41.87130177514792
2023-12-22,39.380917159763314
2023-12-23,35.93269230769231
2023-12-24,33.16863905325444
2023-12-25,38.696745562130175
2023-12-26,36.616863905325445
2023-12-27,39.380917159763314
2023-12-28,46.98890532544378
2023-12-29,44.90902366863905
2023-12-30,38.696745562130175
2023-12-31,38.696745562130175
2024-01-01,38.696745562130175
2024-01-02,44.90902366863905
2024-01-03,47.67307692307692
2024-01-04,50.43713017751479
2024-01-05,58.045118343195256
2024-01-06,39.380917159763314
2024-01-07,44.22485207100591
2024-01-08,55.28106508875739
2024-01-09,58.729289940828394
2024-01-10,69.78550295857988
2024-01-11,63.57322485207099
2024-01-12,58.729289940828394
2024-01-13,47.67307692307692
2024-01-14,44.90902366863905
2024-01-15,46.98890532544378
2024-01-16,58.045118343195256
2024-01-17,55.965236686390526
2024-01-18,60.809171597633124
2024-01-19,67.021449704142
2024-01-20,62.94378698224852
2024-01-21,46.523668639053255
2024-01-22,60.20710059171597
2024-01-23,68.4171597633136
2024-01-24,73.8905325443787
2024-01-25,79.36390532544378
2024-01-26,72.52218934911242
2024-01-27,46.523668639053255
2024-01-28,54.73372781065088
2024-01-29,67.04881656804733
2024-01-30,76.62721893491124
2024-01-31,67.04881656804733
2024-02-01,75.25887573964496
2024-02-02,71.15384615384615
2024-02-03,46.523668639053255
2024-02-04,53.36538461538461
2024-02-05,69.78550295857988
2024-02-06,75.25887573964496
2024-02-07,80.73224852071006
2024-02-08,76.62721893491124
2024-02-09,71.15384615384615
2024-02-10,46.523668639053255
2024-02-11,50.628698224852066
2024-02-12,60.20710059171597
2024-02-13,67.04881656804733
2024-02-14,71.15384615384615
2024-02-15,77.99556213017752
2024-02-16,58.8387573964497
2024-02-17,54.73372781065088
2024-02-18,54.73372781065088
2024-02-19,61.57544378698225
2024-02-20,72.52218934911242
2024-02-21,72.52218934911242
2024-02-22,65.68047337278107
2024-02-23,60.20710059171597
2024-02-24,49.260355029585796
2024-02-25,47.892011834319526
2024-02-26,71.15384615384615
2024-02-27,76.62721893491124
2024-02-28,77.99556213017752
2024-02-29,71.15384615384615
2024-03-01,69.78550295857988
2024-03-02,46.523668639053255
2024-03-03,45.15532544378698
2024-03-04,75.25887573964496
2024-03-05,72.52218934911242
2024-03-06,73.8905325443787
2024-03-07,71.15384615384615
2024-03-08,62.94378698224852
2024-03-09,39.68195266272189
2024-03-10,42.41863905325444
2024-03-11,61.57544378698225
2024-03-12,72.52218934911242
2024-03-13,67.04881656804733
2024-03-14,64.31213017751479
2024-03-15,62.94378698224852
2024-03-16,49.260355029585796
2024-03-17,54.73372781065088
2024-03-18,79.36390532544378
2024-03-19,76.62721893491124
2024-03-20,73.8905325443787
2024-03-21,65.68047337278107
2024-03-22,67.04881656804733
2024-03-23,50.628698224852066
2024-03-24,45.15532544378698
2024-03-25,73.8905325443787
2024-03-26,62.94378698224852
2024-03-27,80.73224852071006
2024-03-28,62.94378698224852
2024-03-29,51.99704142011834
2024-03-30,45.15532544378698
2024-03-31,47.892011834319526
2024-04-01,61.57544378698225
2024-04-02,64.31213017751479
2024-04-03,64.31213017751479
2024-04-04,61.57544378698225
2024-04-05,61.57544378698225
2024-04-06,45.15532544378698
2024-04-07,38.31360946745562
2024-04-08,56.10207100591716
2024-04-09,75.25887573964496
2024-04-10,57.47041420118343
2024-04-11,76.62721893491124
2024-04-12,73.8905325443787
2024-04-13,42.41863905325444
2024-04-14,50.628698224852066
2024-04-15,67.04881656804733
2024-04-16,65.68047337278107
2024-04-17,68.4171597633136
2024-04-18,73.8905325443787
2024-04-19,65.68047337278107
2024-04-20,46.523668639053255
2024-04-21,47.892011834319526
2024-04-22,64.31213017751479
2024-04-23,69.78550295857988
2024-04-24,61.57544378698225
2024-04-25,71.15384615384615
2024-04-26,62.94378698224852
2024-04-27,49.260355029585796
2024-04-28,57.47041420118343
2024-04-29,65.68047337278107
2024-04-30,58.8387573964497
2024-05-01,68.4171597633136
2024-05-02,67.04881656804733
2024-05-03,56.10207100591716
2024-05-04,41.05029585798816
2024-05-05,46.523668639053255
2024-05-06,58.8387573964497
2024-05-07,56.10207100591716
2024-05-08,64.31213017751479
2024-05-09,69.78550295857988
2024-05-10,61.57544378698225
2024-05-11,42.41863905325444
2024-05-12,38.31360946745562
2024-05-13,58.8387573964497
2024-05-14,65.68047337278107
2024-05-15,62.94378698224852
2024-05-16,58.8387573964497
2024-05-17,54.73372781065088
2024-05-18,42.41863905325444
2024-05-19,46.523668639053255
2024-05-20,64.31213017751479
2024-05-21,62.94378698224852
2024-05-22,62.94378698224852
2024-05-23,57.47041420118343
2024-05-24,47.892011834319526
2024-05-25,38.31360946745562
2024-05-26,39.68195266272189
2024-05-27,38.31360946745562
2024-05-28,51.99704142011834
2024-05-29,53.36538461538461
2024-05-30,53.36538461538461
2024-05-31,49.260355029585796
2024-06-01,43.78698224852071
2024-06-02,39.68195266272189
2024-06-03,50.628698224852066
2024-06-04,50.628698224852066
2024-06-05,54.73372781065088
2024-06-06,50.628698224852066
2024-06-07,46.523668639053255
2024-06-08,38.31360946745562
2024-06-09,36.94526627218935
2024-06-10,49.260355029585796
2024-06-11,49.260355029585796
2024-06-12,47.892011834319526
2024-06-13,53.36538461538461
2024-06-14,39.68195266272189
2024-06-15,46.523668639053255
2024-06-16,45.15532544378698
2024-06-17,50.628698224852066
2024-06-18,46.523668639053255
2024-06-19,43.78698224852071
2024-06-20,43.78698224852071
2024-06-21,49.260355029585796
2024-06-22,31.47189349112426
2024-06-23,45.15532544378698
2024-06-24,42.41863905325444
2024-06-25,45.15532544378698
2024-06-26,47.892011834319526
2024-06-27,49.260355029585796
2024-06-28,36.94526627218935
2024-06-29,38.31360946745562
2024-06-30,39.68195266272189
2024-07-01,42.41863905325444
2024-07-02,46.523668639053255
2024-07-03,45.15532544378698
2024-07-04,34.2085798816568
2024-07-05,38.31360946745562
2024-07-06,35.57692307692307
2024-07-07,42.41863905325444
2024-07-08,41.05029585798816
2024-07-09,47.892011834319526
2024-07-10,50.628698224852066
2024-07-11,41.05029585798816
2024-07-12,39.68195266272189
2024-07-13,35.57692307692307
2024-07-14,36.94526627218935
2024-07-15,42.41863905325444
2024-07-16,43.78698224852071
2024-07-17,47.892011834319526
2024-07-18,42.41863905325444
2024-07-19,50.628698224852066
2024-07-20,43.78698224852071
2024-07-21,45.15532544378698
2024-07-22,47.892011834319526
2024-07-23,43.78698224852071
2024-07-24,51.99704142011834
2024-07-25,46.523668639053255
2024-07-26,42.41863905325444
2024-07-27,36.94526627218935
2024-07-28,46.523668639053255
2024-07-29,47.892011834319526
2024-07-30,43.78698224852071
2024-07-31,42.41863905325444
2024-08-01,41.05029585798816
2024-08-02,38.31360946745562
2024-08-03,39.68195266272189
2024-08-04,35.57692307692307
2024-08-05,41.05029585798816
2024-08-06,43.78698224852071
2024-08-07,41.05029585798816
2024-08-08,39.68195266272189
2024-08-09,45.15532544378698
2024-08-10,43.78698224852071
2024-08-11,38.31360946745562
2024-08-12,34.2085798816568
2024-08-13,42.41863905325444
2024-08-14,49.260355029585796
2024-08-15,46.523668639053255
2024-08-16,42.41863905325444
2024-08-17,39.68195266272189
2024-08-18,34.2085798816568
2024-08-19,46.523668639053255
2024-08-20,47.892011834319526
2024-08-21,50.628698224852066
2024-08-22,51.99704142011834
2024-08-23,50.628698224852066
2024-08-24,38.31360946745562
2024-08-25,42.41863905325444
2024-08-26,53.36538461538461
2024-08-27,57.47041420118343
2024-08-28,51.99704142011834
2024-08-29,51.99704142011834
2024-08-30,57.47041420118343
2024-08-31,46.523668639053255
2024-09-01,43.78698224852071
2024-09-02,56.10207100591716
2024-09-03,56.10207100591716
2024-09-04,47.892011834319526
2024-09-05,57.47041420118343
2024-09-06,51.99704142011834
2024-09-07,41.05029585798816
2024-09-08,46.523668639053255
2024-09-09,53.36538461538461
2024-09-10,57.47041420118343
2024-09-11,136.8343195266272
2024-09-12,77.99556213017752
2024-09-13,67.04881656804733
2024-09-14,43.78698224852071
2024-09-15,46.523668639053255
2024-09-16,64.31213017751479
2024-09-17,62.94378698224852
2024-09-18,64.31213017751479
2024-09-19,64.31213017751479
2024-09-20,75.25887573964496
2024-09-21,51.99704142011834
2024-09-22,61.57544378698225
2024-09-23,68.4171597633136
