Time,capitalize
2024-11-27,64.73181009266267
2024-11-28,29.950538998097652
2024-11-29,30.916685417391125
2024-11-30,37.67971035244543
2024-12-01,50.23961380326058
2024-12-02,84.05473847853212
2024-12-03,83.08859205923865
2024-12-04,84.05473847853212
2024-12-05,93.71620267146685
2024-12-06,83.08859205923865
2024-12-07,42.5104424489128
2024-12-08,48.307320964673636
2024-12-09,87.91932415570601
2024-12-10,85.98703131711906
2024-12-11,87.91932415570601
2024-12-12,83.08859205923865
2024-12-13,78.25785996277129
2024-12-14,41.544296029619325
2024-12-15,37.67971035244543
2024-12-16,73.42712786630392
2024-12-17,74.3932742855974
2024-12-18,78.25785996277129
2024-12-19,72.46098144701045
2024-12-20,59.901077996195305
2024-12-21,28.018246159510706
2024-12-22,27.052099740217233
2024-12-23,37.67971035244543
2024-12-24,26.08595332092376
2024-12-25,19.322928385869453
2024-12-26,30.916685417391125
2024-12-27,32.84897825597807
2024-12-28,20.289074805162926
2024-12-29,24.153660482336818
2024-12-30,42.5104424489128
2024-12-31,40.57814961032585
2025-01-01,30.916685417391125
2025-01-02,51.205760222554055
2025-01-03,48.307320964673636
2025-01-04,29.950538998097652
2025-01-05,28.98439257880418
2025-01-06,62.799517254075724
2025-01-07,77.29171354347781
2025-01-08,71.49483502771697
2025-01-09,75.35942070489087
2025-01-10,62.799517254075724
2025-01-11,35.74741751385849
2025-01-12,35.74741751385849
2025-01-13,73.42712786630392
2025-01-14,86.95317773641254
2025-01-15,84.05473847853212
2025-01-16,87.91932415570601
2025-01-17,68.59639576983656
2025-01-18,36.71356393315196
2025-01-19,30.916685417391125
2025-01-20,52.17190664184752
2025-01-21,71.49483502771697
2025-01-22,82.12244563994518
2025-01-23,83.08859205923865
2025-01-24,75.35942070489087
2025-01-25,41.544296029619325
2025-01-26,39.61200319103238
2025-01-27,77.29171354347781
2025-01-28,83.08859205923865
2025-01-29,88.88547057499949
2025-01-30,85.0208848978256
2025-01-31,69.56254218913003
2025-02-01,49.27346738396711
2025-02-02,47.34117454538016
2025-02-03,84.05473847853212
2025-02-04,78.25785996277129
2025-02-05,90.81776341358643
2025-02-06,80.19015280135824
2025-02-07,81.1562992206517
2025-02-08,40.57814961032585
2025-02-09,50.23961380326058
2025-02-10,72.46098144701045
2025-02-11,81.1562992206517
2025-02-12,88.88547057499949
2025-02-13,82.12244563994518
2025-02-14,80.19015280135824
2025-02-15,44.442735287499744
2025-02-16,47.34117454538016
2025-02-17,68.59639576983656
2025-02-18,82.12244563994518
2025-02-19,90.81776341358643
2025-02-20,87.91932415570601
2025-02-21,82.12244563994518
2025-02-22,46.37502812608669
2025-02-23,51.205760222554055
2025-02-24,84.05473847853212
2025-02-25,91.7839098328799
2025-02-26,95.64849551005379
2025-02-27,89.85161699429295
2025-02-28,88.88547057499949
2025-03-01,39.61200319103238
2025-03-02,52.17190664184752
2025-03-03,79.22400638206476
2025-03-04,85.98703131711906
2025-03-05,85.0208848978256
2025-03-06,89.85161699429295
2025-03-07,88.88547057499949
2025-03-08,36.71356393315196
2025-03-09,43.47658886820627
2025-03-10,84.05473847853212
2025-03-11,82.12244563994518
2025-03-12,89.85161699429295
2025-03-13,89.85161699429295
2025-03-14,72.46098144701045
2025-03-15,42.5104424489128
2025-03-16,38.645856771738906
2025-03-17,80.19015280135824
2025-03-18,77.29171354347781
2025-03-19,81.1562992206517
2025-03-20,82.12244563994518
2025-03-21,68.59639576983656
2025-03-22,33.81512467527154
2025-03-23,39.61200319103238
2025-03-24,76.32556712418435
2025-03-25,85.98703131711906
2025-03-26,85.98703131711906
2025-03-27,83.08859205923865
2025-03-28,69.56254218913003
2025-03-29,38.645856771738906
2025-03-30,43.47658886820627
2025-03-31,79.22400638206476
2025-04-01,79.22400638206476
2025-04-02,81.1562992206517
2025-04-03,80.19015280135824
2025-04-04,66.66410293124962
2025-04-05,32.84897825597807
2025-04-06,41.544296029619325
2025-04-07,85.98703131711906
2025-04-08,82.12244563994518
2025-04-09,85.98703131711906
2025-04-10,78.25785996277129
2025-04-11,77.29171354347781
2025-04-12,35.74741751385849
2025-04-13,44.442735287499744
2025-04-14,74.3932742855974
2025-04-15,84.84196889425272
2025-04-16,82.46238604673363
2025-04-17,80.1006947995718
2025-04-18,66.35994572517575
2025-04-19,35.06753670028159
2025-04-20,38.39537436673689
2025-04-21,69.66989179127374
2025-04-22,73.4629110670185
2025-04-23,86.25540532247835
2025-04-24,75.35942070489085
2025-04-25,60.187343601911884
2025-04-26,35.06753670028159
2025-04-27,45.49833970857965
2025-04-28,81.04894961850798
2025-04-29,75.35942070489085
2025-04-30,81.99720443744417
2025-05-01,76.30767552382704
2025-05-02,74.41116588595469
2025-05-03,32.70584545311978
2025-05-04,43.60183007070727
2025-05-05,78.20418516169943
2025-05-06,77.25593034276324
2025-05-07,73.94598427666523
2025-05-08,80.1006947995718
2025-05-09,74.41116588595469
2025-05-10,34.119281881345415
2025-05-11,37.912301157090155
2025-05-12,68.72163697233756
2025-05-13,79.1524399806356
2025-05-14,68.84687817483857
2025-05-15,74.42905748631196
2025-05-16,64.19506208194406
2025-05-17,32.56271265026148
2025-05-18,32.56271265026148
2025-05-19,62.334335644786265
2025-05-20,66.05578851910187
2025-05-21,61.40397242620737
2025-05-22,66.98615173768076
2025-05-23,61.40397242620737
2025-05-24,28.841259775945883
2025-05-25,29.771622994524783
2025-05-26,31.63234943168258
2025-05-27,66.05578851910187
2025-05-28,65.12542530052296
2025-05-29,58.61288277047067
2025-05-30,63.26469886336516
2025-05-31,26.980533338788085
2025-06-01,27.910896557366986
2025-06-02,63.26469886336516
2025-06-03,64.19506208194406
2025-06-04,64.19506208194406
2025-06-05,56.75215633331287
2025-06-06,53.96106667757617
2025-06-07,33.49307586884038
2025-06-08,27.910896557366986
2025-06-09,59.543245989049566
2025-06-10,55.82179311473397
2025-06-11,55.82179311473397
2025-06-12,58.61288277047067
2025-06-13,48.378887366102774
2025-06-14,26.050170120209184
2025-06-15,26.050170120209184
2025-06-16,55.82179311473397
2025-06-17,53.03070345899727
2025-06-18,52.10034024041837
2025-06-19,35.35380230599818
2025-06-20,46.51816092894497
2025-06-21,19.537627590156887
2025-06-22,25.119806901630287
2025-06-23,52.10034024041837
2025-06-24,60.47360920762846
2025-06-25,47.44852414752388
2025-06-26,56.75215633331287
2025-06-27,44.65743449178717
2025-06-28,23.259080464472486
2025-06-29,31.63234943168258
2025-06-30,50.239613803260575
2025-07-01,48.378887366102774
2025-07-02,45.587797710366075
2025-07-03,50.239613803260575
2025-07-04,24.189443683051387
2025-07-05,18.60726437157799
2025-07-06,26.050170120209184
2025-07-07,53.96106667757617
2025-07-08,53.96106667757617
2025-07-09,56.75215633331287
2025-07-10,51.16997702183947
2025-07-11,52.10034024041837
2025-07-12,29.771622994524783
2025-07-13,27.910896557366986
2025-07-14,50.239613803260575
2025-07-15,58.61288277047067
2025-07-16,50.239613803260575
2025-07-17,56.75215633331287
2025-07-18,46.51816092894497
2025-07-19,27.910896557366986
2025-07-20,30.701986213103684
2025-07-21,46.51816092894497
2025-07-22,59.543245989049566
2025-07-23,54.89142989615507
2025-07-24,54.89142989615507
2025-07-25,48.378887366102774
2025-07-26,26.980533338788085
2025-07-27,26.980533338788085
2025-07-28,53.03070345899727
2025-07-29,58.61288277047067
2025-07-30,53.03070345899727
2025-07-31,53.96106667757617
2025-08-01,53.03070345899727
2025-08-02,25.119806901630287
2025-08-03,32.56271265026148
2025-08-04,57.682519551891765
2025-08-05,50.239613803260575
2025-08-06,55.82179311473397
2025-08-07,54.89142989615507
2025-08-08,47.44852414752388
2025-08-09,26.980533338788085
2025-08-10,28.841259775945883
2025-08-11,51.16997702183947
2025-08-12,63.26469886336516
2025-08-13,60.47360920762846
2025-08-14,61.40397242620737
2025-08-15,54.89142989615507
2025-08-16,29.771622994524783
2025-08-17,26.980533338788085
2025-08-18,63.26469886336516
2025-08-19,71.63796783057526
2025-08-20,68.84687817483857
2025-08-21,75.35942070489085
2025-08-22,60.47360920762846
2025-08-23,26.980533338788085
2025-08-24,33.49307586884038
2025-08-25,71.63796783057526
2025-08-26,78.15051036062755
2025-08-27,86.52377932783764
2025-08-28,80.94160001636425
2025-08-29,69.77724139341746
2025-08-30,34.42343908741928
2025-08-31,36.28416552457708
2025-09-01,41.86634483605047
2025-09-02,73.49869426773306
2025-09-03,84.66305289067985
2025-09-04,81.87196323494315
2025-09-05,76.28978392346976
2025-09-06,38.14489196173488
2025-09-07,44.65743449178717
2025-09-08,84.66305289067985
2025-09-09,79.08087357920645
2025-09-10,82.80232645352206
2025-09-11,84.66305289067985
2025-09-12,76.28978392346976
2025-09-13,35.35380230599818
2025-09-14,44.65743449178717
2025-09-15,84.66305289067985
2025-09-16,77.22014714204866
2025-09-17,88.38450576499545
2025-09-18,80.94160001636425
2025-09-19,73.49869426773306
2025-09-20,39.075255180313775
2025-09-21,42.79670805462938
2025-09-22,83.73268967210095
2025-09-23,86.52377932783764
2025-09-24,85.59341610925875
2025-09-25,92.10595863931105
2025-09-26,75.35942070489085
2025-09-27,39.075255180313775
2025-09-28,45.587797710366075
2025-09-29,85.59341610925875
2025-09-30,93.03632185788994
2025-10-01,88.38450576499545
2025-10-02,83.73268967210095
2025-10-03,78.15051036062755
2025-10-04,38.14489196173488
2025-10-05,46.51816092894497
2025-10-06,76.28978392346976
2025-10-07,79.08087357920645
2025-10-08,81.87196323494315
2025-10-09,85.59341610925875
2025-10-10,79.08087357920645
2025-10-11,33.49307586884038
2025-10-12,39.075255180313775
2025-10-13,71.63796783057526
2025-10-14,85.59341610925875
2025-10-15,82.80232645352206
2025-10-16,85.59341610925875
2025-10-17,74.42905748631196
2025-10-18,36.28416552457708
2025-10-19,41.86634483605047
2025-10-20,71.63796783057526
2025-10-21,85.59341610925875
2025-10-22,80.94160001636425
2025-10-23,82.80232645352206
2025-10-24,77.22014714204866
2025-10-25,40.00561839889268
2025-10-26,43.727071273208274
2025-10-27,80.94160001636425
2025-10-28,84.66305289067985
2025-10-29,82.80232645352206
2025-10-30,88.38450576499545
2025-10-31,77.22014714204866
2025-11-01,41.86634483605047
2025-11-02,40.00561839889268
2025-11-03,78.15051036062755
2025-11-04,73.49869426773306
2025-11-05,73.49869426773306
2025-11-06,82.80232645352206
2025-11-07,74.42905748631196
2025-11-08,32.56271265026148
2025-11-09,44.65743449178717
2025-11-10,80.01123679778536
2025-11-11,80.01123679778536
2025-11-12,76.28978392346976
2025-11-13,81.87196323494315
2025-11-14,80.01123679778536
2025-11-15,39.075255180313775
2025-11-16,47.44852414752388
2025-11-17,82.80232645352206
2025-11-18,72.56833104915415
2025-11-19,81.87196323494315
2025-11-20,80.01123679778536
2025-11-21,61.40397242620737
2025-11-22,33.49307586884038
2025-11-23,36.28416552457708
2025-11-24,60.47360920762846
2025-11-25,53.96106667757617
2025-11-26,43.727071273208274
2025-11-27,23.259080464472486
2025-11-28,22.328717245893586
2025-11-29,33.49307586884038
2025-11-30,36.28416552457708
2025-12-01,66.05578851910187
2025-12-02,80.01123679778536
2025-12-03,75.35942070489085
2025-12-04,79.08087357920645
2025-12-05,69.77724139341746
2025-12-06,34.42343908741928
2025-12-07,40.00561839889268
2025-12-08,79.08087357920645
2025-12-09,77.22014714204866
2025-12-10,80.01123679778536
2025-12-11,70.75190762240487
2025-12-12,68.22663602911929
2025-12-13,34.53419661344058
2025-12-14,34.53419661344058
2025-12-15,56.61924730208731
2025-12-16,59.5210944838453
2025-12-17,60.36285168160717
2025-12-18,62.422941665603304
2025-12-19,50.815552938571315
2025-12-20,27.04698785440086
2025-12-21,18.718021897599286
2025-12-22,39.96131538848416
2025-12-23,39.96131538848416
2025-12-24,24.145140672642867
2025-12-25,17.499689111365015
2025-12-26,23.303383474881006
2025-12-27,22.926807886408593
2025-12-28,18.341446309126876
2025-12-29,36.59428659743671
2025-12-30,34.157621024968165
2025-12-31,37.059468206726166
2026-01-01,22.461626277119144
2026-01-02,30.79059223392072
2026-01-03,31.63234943168258
2026-01-04,28.730502249924584
2026-01-05,49.97379574080946
2026-01-06,62.422941665603304
2026-01-07,63.26469886336516
2026-01-08,64.48303164959944
2026-01-09,59.49894297864105
2026-01-10,32.3855006086274
2026-01-11,30.126047077792933
2026-01-12,61.75839650947552
2026-01-13,64.7710012172548
2026-01-14,66.27730357114446
2026-01-15,67.78360592503411
2026-01-16,57.23948944780658
2026-01-17,30.126047077792933
2026-01-18,27.11344237001364
2026-01-19,36.904407670296344
2026-01-20,61.75839650947552
2026-01-21,67.78360592503411
2026-01-22,66.27730357114446
2026-01-23,57.23948944780658
2026-01-24,36.904407670296344
2026-01-25,42.17646590891011
2026-01-26,61.00524533253069
2026-01-27,56.48633827086175
2026-01-28,67.03045474808928
2026-01-29,66.27730357114446
2026-01-30,68.53675710197892
2026-01-31,37.65755884724117
2026-02-01,38.41071002418599
2026-02-02,64.7710012172548
2026-02-03,66.27730357114446
2026-02-04,71.54936180975822
2026-02-05,73.05566416364786
2026-02-06,70.04305945586857
2026-02-07,33.13865178557223
2026-02-08,35.3981053164067
2026-02-09,54.22688474002728
2026-02-10,65.52415239419963
2026-02-11,66.27730357114446
2026-02-12,65.52415239419963
2026-02-13,57.23948944780658
2026-02-14,33.891802962517055
2026-02-15,33.891802962517055
2026-02-16,52.720582386137636
2026-02-17,56.48633827086175
2026-02-18,63.26469886336516
2026-02-19,61.75839650947552
2026-02-20,57.23948944780658
2026-02-21,34.64495413946187
2026-02-22,39.163861201130814
2026-02-23,65.52415239419963
2026-02-24,67.78360592503411
2026-02-25,70.04305945586857
2026-02-26,73.80881534059269
2026-02-27,72.30251298670305
2026-02-28,34.64495413946187
2026-03-01,41.423314731965284
2026-03-02,70.04305945586857
2026-03-03,73.80881534059269
2026-03-04,65.52415239419963
2026-03-05,73.05566416364786
2026-03-06,66.27730357114446
2026-03-07,37.65755884724117
2026-03-08,41.423314731965284
2026-03-09,71.54936180975822
2026-03-10,67.03045474808928
2026-03-11,63.26469886336516
2026-03-12,70.04305945586857
2026-03-13,66.27730357114446
2026-03-14,30.87919825473776
2026-03-15,31.63234943168258
2026-03-16,62.511547686420336
2026-03-17,61.75839650947552
2026-03-18,61.00524533253069
2026-03-19,61.00524533253069
2026-03-20,60.252094155585866
2026-03-21,36.904407670296344
2026-03-22,38.41071002418599
2026-03-23,60.252094155585866
2026-03-24,69.28990827892375
2026-03-25,62.511547686420336
2026-03-26,70.04305945586857
2026-03-27,62.511547686420336
2026-03-28,34.64495413946187
2026-03-29,39.163861201130814
2026-03-30,68.53675710197892
2026-03-31,71.54936180975822
2026-04-01,67.03045474808928
2026-04-02,65.52415239419963
2026-04-03,51.21428003224799
2026-04-04,28.61974472390329
2026-04-05,34.64495413946187
2026-04-06,53.47373356308246
2026-04-07,63.26469886336516
2026-04-08,75.31511769448234
2026-04-09,68.53675710197892
2026-04-10,64.7710012172548
2026-04-11,31.63234943168258
2026-04-12,36.904407670296344
2026-04-13,61.75839650947552
2026-04-14,62.511547686420336
2026-04-15,63.26469886336516
2026-04-16,64.01785004030998
2026-04-17,61.00524533253069
2026-04-18,30.87919825473776
2026-04-19,39.91701237807564
2026-04-20,62.511547686420336
2026-04-21,67.78360592503411
2026-04-22,70.04305945586857
2026-04-23,61.75839650947552
2026-04-24,58.74579180169622
2026-04-25,33.13865178557223
2026-04-26,36.904407670296344
2026-04-27,63.26469886336516
2026-04-28,74.56196651753751
2026-04-29,63.26469886336516
2026-04-30,64.01785004030998
2026-05-01,64.01785004030998
2026-05-02,33.891802962517055
2026-05-03,40.67016355502046
2026-05-04,64.01785004030998
2026-05-05,65.52415239419963
2026-05-06,69.28990827892375
2026-05-07,70.04305945586857
2026-05-08,54.22688474002728
2026-05-09,31.63234943168258
2026-05-10,36.151256493351525
2026-05-11,63.26469886336516
2026-05-12,67.78360592503411
2026-05-13,57.23948944780658
2026-05-14,66.27730357114446
2026-05-15,49.70797767835834
2026-05-16,30.87919825473776
2026-05-17,30.126047077792933
2026-05-18,52.720582386137636
2026-05-19,49.70797767835834
2026-05-20,57.23948944780658
2026-05-21,59.49894297864105
2026-05-22,43.682768262799755
2026-05-23,33.891802962517055
2026-05-24,30.87919825473776
2026-05-25,30.126047077792933
2026-05-26,55.73318709391693
2026-05-27,57.23948944780658
2026-05-28,53.47373356308246
2026-05-29,48.201675324468695
2026-05-30,32.3855006086274
2026-05-31,40.67016355502046
