Time,backer
2024-09-25,65.27462406015039
2024-09-26,71.36692230576442
2024-09-27,60.05265413533836
2024-09-28,65.27462406015039
2024-09-29,82.6811904761905
2024-09-30,68.75593734335841
2024-10-01,56.571340852130334
2024-10-02,68.75593734335841
2024-10-03,53.96035588972432
2024-10-04,69.62626566416041
2024-10-05,71.36692230576442
2024-10-06,60.92298245614036
2024-10-07,58.311997493734346
2024-10-08,54.83068421052633
2024-10-09,52.21969924812031
2024-10-10,54.83068421052633
2024-10-11,66.14495238095239
2024-10-12,56.571340852130334
2024-10-13,72.23725062656644
2024-10-14,69.62626566416041
2024-10-15,74.84823558897244
2024-10-16,51.349370927318304
2024-10-17,62.66363909774437
2024-10-18,51.349370927318304
2024-10-19,68.75593734335841
2024-10-20,57.44166917293234
2024-10-21,70.49659398496242
2024-10-22,67.88560902255641
2024-10-23,64.40429573934838
2024-10-24,60.05265413533836
2024-10-25,68.75593734335841
2024-10-26,63.533967418546375
2024-10-27,57.44166917293234
2024-10-28,82.6811904761905
2024-10-29,72.23725062656644
2024-10-30,68.75593734335841
2024-10-31,63.533967418546375
2024-11-01,69.62626566416041
2024-11-02,65.27462406015039
2024-11-03,79.19987719298247
2024-11-04,66.14495238095239
2024-11-05,51.349370927318304
2024-11-06,41.77575939849625
2024-11-07,55.70101253132833
2024-11-08,67.88560902255641
2024-11-09,67.88560902255641
2024-11-10,73.10757894736844
2024-11-11,83.5515187969925
2024-11-12,65.27462406015039
2024-11-13,67.01528070175439
2024-11-14,67.01528070175439
2024-11-15,57.44166917293234
2024-11-16,60.92298245614036
2024-11-17,78.32954887218047
2024-11-18,66.14495238095239
2024-11-19,58.311997493734346
2024-11-20,60.05265413533836
2024-11-21,67.01528070175439
2024-11-22,59.182325814536355
2024-11-23,53.96035588972432
2024-11-24,57.44166917293234
2024-11-25,67.01528070175439
2024-11-26,61.79331077694237
2024-11-27,58.311997493734346
2024-11-28,45.25707268170427
2024-11-29,56.571340852130334
2024-11-30,55.70101253132833
2024-12-01,59.182325814536355
2024-12-02,70.49659398496242
2024-12-03,69.62626566416041
2024-12-04,57.44166917293234
2024-12-05,65.27462406015039
2024-12-06,63.533967418546375
2024-12-07,66.14495238095239
2024-12-08,57.44166917293234
2024-12-09,55.70101253132833
2024-12-10,67.01528070175439
2024-12-11,55.70101253132833
2024-12-12,61.79331077694237
2024-12-13,52.21969924812031
2024-12-14,51.349370927318304
2024-12-15,58.311997493734346
2024-12-16,57.44166917293234
2024-12-17,67.01528070175439
2024-12-18,60.92298245614036
2024-12-19,60.92298245614036
2024-12-20,60.05265413533836
2024-12-21,56.571340852130334
2024-12-22,56.571340852130334
2024-12-23,67.88560902255641
2024-12-24,44.38674436090226
2024-12-25,26.98017794486216
2024-12-26,57.44166917293234
2024-12-27,50.4790426065163
2024-12-28,58.311997493734346
2024-12-29,87.03283208020052
2024-12-30,65.27462406015039
2024-12-31,44.38674436090226
2025-01-01,49.60871428571429
2025-01-02,67.88560902255641
2025-01-03,61.79331077694237
2025-01-04,62.66363909774437
2025-01-05,62.66363909774437
2025-01-06,67.01528070175439
2025-01-07,53.96035588972432
2025-01-08,60.05265413533836
2025-01-09,53.09002756892232
2025-01-10,65.27462406015039
2025-01-11,76.58889223057645
2025-01-12,80.07020551378447
2025-01-13,64.40429573934838
2025-01-14,68.75593734335841
2025-01-15,67.88560902255641
2025-01-16,76.58889223057645
2025-01-17,60.05265413533836
2025-01-18,57.44166917293234
2025-01-19,77.45922055137846
2025-01-20,71.36692230576442
2025-01-21,67.88560902255641
2025-01-22,60.05265413533836
2025-01-23,68.75593734335841
2025-01-24,63.533967418546375
2025-01-25,66.14495238095239
2025-01-26,74.84823558897244
2025-01-27,63.533967418546375
2025-01-28,72.23725062656644
2025-01-29,71.36692230576442
2025-01-30,54.83068421052633
2025-01-31,59.182325814536355
2025-02-01,61.79331077694237
2025-02-02,70.49659398496242
2025-02-03,77.45922055137846
2025-02-04,61.79331077694237
2025-02-05,63.533967418546375
2025-02-06,53.96035588972432
2025-02-07,65.27462406015039
2025-02-08,47.86805764411029
2025-02-09,53.09002756892232
2025-02-10,66.14495238095239
2025-02-11,75.71856390977445
2025-02-12,58.311997493734346
2025-02-13,55.70101253132833
2025-02-14,52.21969924812031
2025-02-15,60.92298245614036
2025-02-16,67.01528070175439
2025-02-17,54.83068421052633
2025-02-18,66.14495238095239
2025-02-19,61.79331077694237
2025-02-20,55.70101253132833
2025-02-21,69.62626566416041
2025-02-22,60.05265413533836
2025-02-23,52.21969924812031
2025-02-24,60.92298245614036
2025-02-25,73.97790726817044
2025-02-26,67.88560902255641
2025-02-27,62.66363909774437
2025-02-28,64.40429573934838
2025-03-01,56.571340852130334
2025-03-02,61.79331077694237
2025-03-03,81.81086215538849
2025-03-04,71.36692230576442
2025-03-05,59.182325814536355
2025-03-06,67.88560902255641
2025-03-07,65.27462406015039
2025-03-08,64.40429573934838
2025-03-09,65.27462406015039
2025-03-10,69.62626566416041
2025-03-11,67.88560902255641
2025-03-12,62.66363909774437
2025-03-13,80.07020551378447
2025-03-14,54.83068421052633
2025-03-15,61.79331077694237
2025-03-16,57.44166917293234
2025-03-17,80.94053383458647
2025-03-18,72.23725062656644
2025-03-19,79.19987719298247
2025-03-20,73.97790726817044
2025-03-21,54.83068421052633
2025-03-22,57.44166917293234
2025-03-23,64.40429573934838
2025-03-24,57.44166917293234
2025-03-25,70.49659398496242
2025-03-26,60.05265413533836
2025-03-27,67.01528070175439
2025-03-28,60.05265413533836
2025-03-29,65.27462406015039
2025-03-30,58.311997493734346
2025-03-31,73.10757894736844
2025-04-01,63.533967418546375
2025-04-02,64.40429573934838
2025-04-03,55.70101253132833
2025-04-04,63.533967418546375
2025-04-05,67.88560902255641
2025-04-06,67.88560902255641
2025-04-07,73.97790726817044
2025-04-08,60.92298245614036
2025-04-09,61.79331077694237
2025-04-10,66.14495238095239
2025-04-11,67.88560902255641
2025-04-12,54.83068421052633
2025-04-13,55.70101253132833
2025-04-14,62.66363909774437
2025-04-15,64.22546115288222
2025-04-16,62.88420175438597
2025-04-17,66.94374686716793
2025-04-18,56.54153508771931
2025-04-19,56.54153508771931
2025-04-20,48.8576090225564
2025-04-21,57.44763032581454
2025-04-22,61.0720112781955
2025-04-23,63.79029699248122
2025-04-24,58.353725563909784
2025-04-25,66.03765162907268
2025-04-26,67.84984210526318
2025-04-27,56.54153508771931
2025-04-28,73.2864135338346
2025-04-29,65.13155639097745
2025-04-30,56.10637092731831
2025-05-01,66.94374686716793
2025-05-02,54.72934461152883
2025-05-03,57.91856140350878
2025-05-04,55.63543984962406
2025-05-05,65.60248746867168
2025-05-06,66.03765162907268
2025-05-07,61.97810651629074
2025-05-08,64.69639223057645
2025-05-09,53.82324937343359
2025-05-10,54.72934461152883
2025-05-11,38.45539724310777
2025-05-12,57.44763032581454
2025-05-13,68.7559373433584
2025-05-14,68.7559373433584
2025-05-15,64.04662656641605
2025-05-16,63.104764411027574
2025-05-17,56.51172932330828
2025-05-18,49.91869423558898
2025-05-19,60.27917794486216
2025-05-20,64.04662656641605
2025-05-21,59.33731578947369
2025-05-22,63.104764411027574
2025-05-23,60.27917794486216
2025-05-24,64.98848872180452
2025-05-25,63.104764411027574
2025-05-26,56.51172932330828
2025-05-27,64.98848872180452
2025-05-28,48.97683208020051
2025-05-29,68.7559373433584
2025-05-30,61.22104010025063
2025-05-31,58.39545363408522
2025-06-01,57.45359147869675
2025-06-02,64.04662656641605
2025-06-03,66.87221303258146
2025-06-04,62.1629022556391
2025-06-05,73.46524812030076
2025-06-06,68.7559373433584
2025-06-07,64.98848872180452
2025-06-08,59.33731578947369
2025-06-09,68.7559373433584
2025-06-10,64.04662656641605
2025-06-11,58.39545363408522
2025-06-12,73.46524812030076
2025-06-13,64.98848872180452
2025-06-14,57.45359147869675
2025-06-15,43.32565914786968
2025-06-16,64.04662656641605
2025-06-17,64.98848872180452
2025-06-18,64.04662656641605
2025-06-19,68.7559373433584
2025-06-20,61.22104010025063
2025-06-21,58.39545363408522
2025-06-22,57.45359147869675
2025-06-23,65.93035087719299
2025-06-24,64.04662656641605
2025-06-25,72.5233859649123
2025-06-26,69.69779949874687
2025-06-27,60.27917794486216
2025-06-28,67.81407518796993
2025-06-29,56.51172932330828
2025-06-30,56.51172932330828
2025-07-01,61.22104010025063
2025-07-02,71.58152380952382
2025-07-03,57.45359147869675
2025-07-04,58.39545363408522
2025-07-05,64.04662656641605
2025-07-06,64.98848872180452
2025-07-07,79.1164210526316
2025-07-08,75.3489724310777
2025-07-09,75.3489724310777
2025-07-10,79.1164210526316
2025-07-11,80.05828320802006
2025-07-12,77.23269674185464
2025-07-13,67.81407518796993
2025-07-14,90.41876691729324
2025-07-15,91.36062907268172
2025-07-16,78.17455889724312
2025-07-17,81.942007518797
2025-07-18,77.23269674185464
2025-07-19,62.1629022556391
2025-07-20,55.5698671679198
2025-07-21,76.29083458646618
2025-07-22,81.942007518797
2025-07-23,73.46524812030076
2025-07-24,76.29083458646618
2025-07-25,66.87221303258146
2025-07-26,67.81407518796993
2025-07-27,59.33731578947369
2025-07-28,65.93035087719299
2025-07-29,78.17455889724312
2025-07-30,72.5233859649123
2025-07-31,77.23269674185464
2025-08-01,69.69779949874687
2025-08-02,63.104764411027574
2025-08-03,64.04662656641605
2025-08-04,73.46524812030076
2025-08-05,77.23269674185464
2025-08-06,82.88386967418548
2025-08-07,72.5233859649123
2025-08-08,77.23269674185464
2025-08-09,66.87221303258146
2025-08-10,68.7559373433584
2025-08-11,84.76759398496242
2025-08-12,86.65131829573936
2025-08-13,85.70945614035088
2025-08-14,72.5233859649123
2025-08-15,78.17455889724312
2025-08-16,65.93035087719299
2025-08-17,73.46524812030076
2025-08-18,64.04662656641605
2025-08-19,84.76759398496242
2025-08-20,78.17455889724312
2025-08-21,82.88386967418548
2025-08-22,79.1164210526316
2025-08-23,76.29083458646618
2025-08-24,65.93035087719299
2025-08-25,75.3489724310777
2025-08-26,79.1164210526316
2025-08-27,86.65131829573936
2025-08-28,78.17455889724312
2025-08-29,84.76759398496242
2025-08-30,74.40711027568923
2025-08-31,73.46524812030076
2025-09-01,77.23269674185464
2025-09-02,72.5233859649123
2025-09-03,77.23269674185464
2025-09-04,77.23269674185464
2025-09-05,79.1164210526316
2025-09-06,77.23269674185464
2025-09-07,82.88386967418548
2025-09-08,83.82573182957394
2025-09-09,73.46524812030076
2025-09-10,62.1629022556391
2025-09-11,85.70945614035088
2025-09-12,80.05828320802006
2025-09-13,82.88386967418548
2025-09-14,88.5350426065163
2025-09-15,78.17455889724312
2025-09-16,69.69779949874687
2025-09-17,65.93035087719299
2025-09-18,94.18621553884712
2025-09-19,81.942007518797
2025-09-20,67.81407518796993
2025-09-21,74.40711027568923
2025-09-22,88.5350426065163
2025-09-23,82.88386967418548
2025-09-24,71.58152380952382
2025-09-25,78.17455889724312
2025-09-26,85.70945614035088
2025-09-27,81.942007518797
2025-09-28,81.00014536340854
2025-09-29,80.05828320802006
2025-09-30,70.63966165413535
2025-10-01,74.40711027568923
2025-10-02,86.65131829573936
2025-10-03,81.942007518797
2025-10-04,79.1164210526316
2025-10-05,79.1164210526316
2025-10-06,84.76759398496242
2025-10-07,63.104764411027574
2025-10-08,74.40711027568923
2025-10-09,70.63966165413535
2025-10-10,83.82573182957394
2025-10-11,78.17455889724312
2025-10-12,70.63966165413535
2025-10-13,84.76759398496242
2025-10-14,75.3489724310777
2025-10-15,79.1164210526316
2025-10-16,72.5233859649123
2025-10-17,77.23269674185464
2025-10-18,57.45359147869675
2025-10-19,64.04662656641605
2025-10-20,68.7559373433584
2025-10-21,68.7559373433584
2025-10-22,82.88386967418548
2025-10-23,72.5233859649123
2025-10-24,71.58152380952382
2025-10-25,77.23269674185464
2025-10-26,81.00014536340854
2025-10-27,88.5350426065163
2025-10-28,66.87221303258146
2025-10-29,64.04662656641605
2025-10-30,58.39545363408522
2025-10-31,70.63966165413535
2025-11-01,78.17455889724312
2025-11-02,79.1164210526316
2025-11-03,76.29083458646618
2025-11-04,88.5350426065163
2025-11-05,74.40711027568923
2025-11-06,77.23269674185464
2025-11-07,64.04662656641605
2025-11-08,81.942007518797
2025-11-09,82.88386967418548
2025-11-10,69.69779949874687
2025-11-11,61.22104010025063
2025-11-12,74.40711027568923
2025-11-13,68.7559373433584
2025-11-14,68.7559373433584
2025-11-15,70.63966165413535
2025-11-16,80.05828320802006
2025-11-17,75.3489724310777
2025-11-18,75.3489724310777
2025-11-19,71.58152380952382
2025-11-20,66.87221303258146
2025-11-21,68.7559373433584
2025-11-22,72.5233859649123
2025-11-23,82.88386967418548
2025-11-24,82.88386967418548
2025-11-25,71.58152380952382
2025-11-26,60.27917794486216
2025-11-27,57.45359147869675
2025-11-28,62.1629022556391
2025-11-29,73.46524812030076
2025-11-30,82.88386967418548
2025-12-01,67.81407518796993
2025-12-02,75.3489724310777
2025-12-03,71.58152380952382
2025-12-04,64.04662656641605
2025-12-05,58.39545363408522
2025-12-06,71.58152380952382
2025-12-07,67.81407518796993
2025-12-08,67.81407518796993
2025-12-09,62.1629022556391
2025-12-10,79.1164210526316
2025-12-11,67.29008145363409
2025-12-12,68.81563283208021
2025-12-13,63.071600250626574
2025-12-14,57.327567669172936
2025-12-15,72.45042481203009
2025-12-16,67.76101253132833
2025-12-17,67.76101253132833
2025-12-18,62.016979949874695
2025-12-19,52.167224310776945
2025-12-20,64.12622055137845
2025-12-21,69.87025313283209
2025-12-22,62.016979949874695
2025-12-23,54.74739598997494
2025-12-24,57.327567669172936
2025-12-25,33.88050626566417
2025-12-26,50.05798370927319
2025-12-27,74.55966541353385
2025-12-28,76.6689060150376
2025-12-29,72.45042481203009
2025-12-30,75.03059649122807
2025-12-31,64.12622055137845
2026-01-01,57.327567669172936
2026-01-02,65.18084085213033
2026-01-03,78.19445739348372
2026-01-04,82.88386967418546
2026-01-05,65.18084085213033
2026-01-06,81.82924937343358
2026-01-07,75.03059649122807
2026-01-08,73.50504511278196
2026-01-09,73.54484210526316
2026-01-10,73.54484210526316
2026-01-11,91.05551879699249
2026-01-12,80.54911278195489
2026-01-13,84.05124812030076
2026-01-14,78.21435588972432
2026-01-15,72.37746365914788
2026-01-16,82.88386967418546
2026-01-17,103.89668170426066
2026-01-18,71.21008521303258
2026-01-19,68.87532832080201
2026-01-20,77.04697744360902
2026-01-21,65.37319298245615
2026-01-22,65.37319298245615
2026-01-23,60.703679197994994
2026-01-24,52.532030075187976
2026-01-25,59.5363007518797
2026-01-26,67.70794987468672
2026-01-27,66.54057142857144
2026-01-28,73.54484210526316
2026-01-29,72.37746365914788
2026-01-30,64.20581453634085
2026-01-31,52.532030075187976
2026-02-01,74.71222055137845
2026-02-02,74.71222055137845
2026-02-03,66.54057142857144
2026-02-04,79.38173433583961
2026-02-05,68.87532832080201
2026-02-06,67.70794987468672
2026-02-07,75.87959899749374
2026-02-08,68.87532832080201
2026-02-09,72.37746365914788
2026-02-10,72.37746365914788
2026-02-11,78.21435588972432
2026-02-12,68.87532832080201
2026-02-13,64.20581453634085
2026-02-14,71.21008521303258
2026-02-15,66.54057142857144
2026-02-16,74.71222055137845
2026-02-17,66.54057142857144
2026-02-18,81.71649122807018
2026-02-19,65.37319298245615
2026-02-20,72.37746365914788
2026-02-21,72.37746365914788
2026-02-22,64.20581453634085
2026-02-23,82.88386967418546
2026-02-24,70.04270676691729
2026-02-25,58.368922305764414
2026-02-26,67.70794987468672
2026-02-27,66.54057142857144
2026-02-28,58.368922305764414
2026-03-01,54.86678696741855
2026-03-02,78.21435588972432
2026-03-03,82.88386967418546
2026-03-04,78.21435588972432
2026-03-05,85.21862656641605
2026-03-06,68.87532832080201
2026-03-07,60.703679197994994
2026-03-08,77.04697744360902
2026-03-09,81.71649122807018
2026-03-10,79.38173433583961
2026-03-11,82.88386967418546
2026-03-12,75.87959899749374
2026-03-13,77.04697744360902
2026-03-14,77.04697744360902
2026-03-15,80.54911278195489
2026-03-16,82.88386967418546
2026-03-17,70.04270676691729
2026-03-18,75.87959899749374
2026-03-19,77.04697744360902
2026-03-20,86.38600501253133
2026-03-21,66.54057142857144
2026-03-22,70.04270676691729
2026-03-23,81.71649122807018
2026-03-24,81.71649122807018
2026-03-25,79.38173433583961
2026-03-26,77.04697744360902
2026-03-27,82.88386967418546
2026-03-28,78.21435588972432
2026-03-29,88.72076190476191
2026-03-30,82.88386967418546
2026-03-31,108.56619548872182
2026-04-01,91.05551879699249
2026-04-02,88.72076190476191
2026-04-03,81.71649122807018
2026-04-04,102.72930325814536
2026-04-05,80.54911278195489
2026-04-06,98.05978947368422
2026-04-07,88.72076190476191
2026-04-08,99.2271679197995
2026-04-09,107.39881704260652
2026-04-10,96.89241102756893
2026-04-11,108.56619548872182
2026-04-12,105.06406015037595
2026-04-13,102.72930325814536
2026-04-14,99.2271679197995
2026-04-15,99.2271679197995
2026-04-16,113.23570927318296
2026-04-17,113.23570927318296
2026-04-18,101.56192481203009
2026-04-19,92.22289724310778
2026-04-20,86.38600501253133
2026-04-21,100.39454636591479
2026-04-22,100.39454636591479
2026-04-23,87.55338345864662
2026-04-24,91.05551879699249
2026-04-25,107.39881704260652
2026-04-26,79.38173433583961
2026-04-27,102.72930325814536
2026-04-28,82.88386967418546
2026-04-29,80.54911278195489
2026-04-30,79.38173433583961
2026-05-01,86.38600501253133
2026-05-02,75.87959899749374
2026-05-03,68.87532832080201
2026-05-04,86.38600501253133
2026-05-05,79.38173433583961
2026-05-06,92.22289724310778
2026-05-07,80.54911278195489
2026-05-08,75.87959899749374
2026-05-09,81.71649122807018
2026-05-10,64.20581453634085
2026-05-11,73.54484210526316
2026-05-12,78.21435588972432
2026-05-13,101.56192481203009
2026-05-14,100.39454636591479
2026-05-15,116.73784461152883
2026-05-16,110.90095238095239
2026-05-17,115.57046616541354
2026-05-18,98.05978947368422
2026-05-19,96.89241102756893
2026-05-20,85.21862656641605
2026-05-21,86.38600501253133
2026-05-22,86.38600501253133
2026-05-23,84.05124812030076
2026-05-24,82.88386967418546
2026-05-25,72.37746365914788
2026-05-26,87.55338345864662
2026-05-27,94.55765413533835
2026-05-28,86.38600501253133
2026-05-29,85.21862656641605
2026-05-30,80.54911278195489
2026-05-31,81.71649122807018
