Time,deficit
2024-09-27,56.94038783594931
2024-09-28,49.08654123788734
2024-09-29,47.123079588371844
2024-09-30,66.75769608352678
2024-10-01,72.64808103207326
2024-10-02,76.57500433110425
2024-10-03,72.64808103207326
2024-10-04,60.8673111349803
2024-10-05,47.123079588371844
2024-10-06,51.05000288740283
2024-10-07,66.75769608352678
2024-10-08,72.64808103207326
2024-10-09,70.68461938255777
2024-10-10,62.83077278449579
2024-10-11,54.976926186433815
2024-10-12,49.08654123788734
2024-10-13,45.15961793885635
2024-10-14,62.83077278449579
2024-10-15,70.68461938255777
2024-10-16,72.64808103207326
2024-10-17,64.79423443401129
2024-10-18,60.8673111349803
2024-10-19,53.01346453691833
2024-10-20,53.01346453691833
2024-10-21,70.68461938255777
2024-10-22,74.61154268158876
2024-10-23,74.61154268158876
2024-10-24,74.61154268158876
2024-10-25,60.8673111349803
2024-10-26,54.976926186433815
2024-10-27,58.903849485464804
2024-10-28,76.57500433110425
2024-10-29,86.39231257868171
2024-10-30,88.3557742281972
2024-10-31,74.61154268158876
2024-11-01,56.94038783594931
2024-11-02,49.08654123788734
2024-11-03,53.01346453691833
2024-11-04,76.57500433110425
2024-11-05,70.68461938255777
2024-11-06,68.72115773304228
2024-11-07,88.3557742281972
2024-11-08,76.57500433110425
2024-11-09,51.05000288740283
2024-11-10,54.976926186433815
2024-11-11,78.53846598061975
2024-11-12,78.53846598061975
2024-11-13,84.42885092916622
2024-11-14,76.57500433110425
2024-11-15,68.72115773304228
2024-11-16,47.123079588371844
2024-11-17,53.01346453691833
2024-11-18,76.57500433110425
2024-11-19,72.64808103207326
2024-11-20,76.57500433110425
2024-11-21,72.64808103207326
2024-11-22,56.94038783594931
2024-11-23,47.123079588371844
2024-11-24,51.05000288740283
2024-11-25,62.83077278449579
2024-11-26,56.94038783594931
2024-11-27,51.05000288740283
2024-11-28,39.269232990309874
2024-11-29,35.342309691278885
2024-11-30,41.23269463982536
2024-12-01,49.08654123788734
2024-12-02,66.75769608352678
2024-12-03,78.53846598061975
2024-12-04,78.53846598061975
2024-12-05,74.61154268158876
2024-12-06,62.83077278449579
2024-12-07,49.08654123788734
2024-12-08,53.01346453691833
2024-12-09,68.72115773304228
2024-12-10,72.64808103207326
2024-12-11,74.61154268158876
2024-12-12,72.64808103207326
2024-12-13,56.94038783594931
2024-12-14,43.196156289340855
2024-12-15,49.08654123788734
2024-12-16,58.903849485464804
2024-12-17,64.79423443401129
2024-12-18,60.8673111349803
2024-12-19,58.903849485464804
2024-12-20,60.8673111349803
2024-12-21,45.15961793885635
2024-12-22,39.269232990309874
2024-12-23,39.269232990309874
2024-12-24,37.30577134079438
2024-12-25,25.525001443701417
2024-12-26,39.269232990309874
2024-12-27,47.123079588371844
2024-12-28,41.23269463982536
2024-12-29,51.05000288740283
2024-12-30,58.903849485464804
2024-12-31,49.08654123788734
2025-01-01,54.976926186433815
2025-01-02,80.50192763013523
2025-01-03,62.83077278449579
2025-01-04,62.83077278449579
2025-01-05,64.79423443401129
2025-01-06,76.57500433110425
2025-01-07,84.42885092916622
2025-01-08,88.3557742281972
2025-01-09,86.39231257868171
2025-01-10,76.57500433110425
2025-01-11,58.903849485464804
2025-01-12,68.72115773304228
2025-01-13,82.46538927965072
2025-01-14,86.39231257868171
2025-01-15,94.24615917674369
2025-01-16,84.42885092916622
2025-01-17,80.50192763013523
2025-01-18,60.8673111349803
2025-01-19,54.976926186433815
2025-01-20,72.64808103207326
2025-01-21,82.46538927965072
2025-01-22,86.39231257868171
2025-01-23,92.2826975272282
2025-01-24,84.42885092916622
2025-01-25,62.83077278449579
2025-01-26,66.75769608352678
2025-01-27,86.39231257868171
2025-01-28,96.20962082625918
2025-01-29,106.02692907383665
2025-01-30,88.3557742281972
2025-01-31,90.3192358777127
2025-02-01,78.53846598061975
2025-02-02,117.80769897092961
2025-02-03,139.40577711560005
2025-02-04,117.80769897092961
2025-02-05,113.88077567189862
2025-02-06,115.84423732141411
2025-02-07,96.20962082625918
2025-02-08,80.50192763013523
2025-02-09,70.68461938255777
2025-02-10,172.78462515736342
2025-02-11,106.02692907383665
2025-02-12,113.88077567189862
2025-02-13,106.02692907383665
2025-02-14,88.3557742281972
2025-02-15,70.68461938255777
2025-02-16,86.39231257868171
2025-02-17,92.2826975272282
2025-02-18,113.88077567189862
2025-02-19,117.80769897092961
2025-02-20,121.7346222699606
2025-02-21,102.10000577480567
2025-02-22,78.53846598061975
2025-02-23,86.39231257868171
2025-02-24,106.02692907383665
2025-02-25,123.69808391947609
2025-02-26,139.40577711560005
2025-02-27,123.69808391947609
2025-02-28,109.95385237286763
2025-03-01,82.46538927965072
2025-03-02,92.2826975272282
2025-03-03,109.95385237286763
2025-03-04,133.51539216705356
2025-03-05,135.47885381656906
2025-03-06,119.7711606204451
2025-03-07,106.02692907383665
2025-03-08,86.39231257868171
2025-03-09,84.42885092916622
2025-03-10,117.80769897092961
2025-03-11,119.7711606204451
2025-03-12,135.47885381656906
2025-03-13,123.69808391947609
2025-03-14,107.99039072335215
2025-03-15,80.50192763013523
2025-03-16,82.46538927965072
2025-03-17,104.06346742432116
2025-03-18,102.10000577480567
2025-03-19,111.91731402238312
2025-03-20,104.06346742432116
2025-03-21,98.17308247577468
2025-03-22,80.50192763013523
2025-03-23,84.42885092916622
2025-03-24,106.02692907383665
2025-03-25,107.99039072335215
2025-03-26,107.99039072335215
2025-03-27,109.95385237286763
2025-03-28,92.2826975272282
2025-03-29,76.57500433110425
2025-03-30,86.39231257868171
2025-03-31,102.10000577480567
2025-04-01,115.84423732141411
2025-04-02,129.58846886802257
2025-04-03,196.34616495154935
2025-04-04,172.78462515736342
2025-04-05,143.33270041463103
2025-04-06,137.44231546608455
2025-04-07,194.38270330203386
2025-04-08,172.78462515736342
2025-04-09,174.74808680687892
2025-04-10,147.25962371366202
2025-04-11,123.69808391947609
2025-04-12,98.17308247577468
2025-04-13,98.17308247577468
2025-04-14,109.95385237286763
2025-04-15,109.95385237286763
2025-04-16,116.25129644387465
2025-04-17,109.95385237286763
2025-04-18,84.45279558342861
2025-04-19,72.52835776076134
2025-04-20,75.83272004897034
2025-04-21,99.68159569430487
2025-04-22,115.5808461245279
2025-04-23,111.60603351697213
2025-04-24,105.97903976531188
2025-04-25,88.42760819098436
2025-04-26,72.52835776076134
2025-04-27,78.1553515124216
2025-04-28,105.97903976531188
2025-04-29,119.55565873208366
2025-04-30,111.60603351697213
2025-05-01,106.64949008465865
2025-05-02,96.37723340609588
2025-05-03,68.55354515320559
2025-05-04,80.47798297587285
2025-05-05,91.73197047919336
2025-05-06,104.32685862120738
2025-05-07,100.35204601365163
2025-05-08,106.64949008465865
2025-05-09,92.40242079854012
2025-05-10,62.92655140154533
2025-05-11,70.87617661665683
2025-05-12,94.72505226199138
2025-05-13,96.37723340609588
2025-05-14,103.2493491794001
2025-05-15,92.52214406985205
2025-05-16,81.79493896030398
2025-05-17,72.40863448944943
2025-05-18,69.7268332120624
2025-05-19,85.8176408763845
2025-05-20,93.86304470854554
2025-05-21,103.2493491794001
2025-05-22,115.31745492764168
2025-05-23,87.15854151507801
2025-05-24,67.0450319346754
2025-05-25,69.7268332120624
2025-05-26,77.77223704422346
2025-05-27,84.47674023769099
2025-05-28,91.18124343115853
2025-05-29,89.84034279246502
2025-05-30,84.47674023769099
2025-05-31,72.40863448944943
2025-06-01,65.70413129598188
2025-06-02,84.47674023769099
2025-06-03,95.20394534723906
2025-06-04,119.3401568437222
2025-06-05,134.0900638693508
2025-06-06,103.2493491794001
2025-06-07,75.09043576683644
2025-06-08,81.79493896030398
2025-06-09,85.8176408763845
2025-06-10,91.18124343115853
2025-06-11,84.47674023769099
2025-06-12,85.8176408763845
2025-06-13,76.43133640552995
2025-06-14,56.31782682512733
2025-06-15,60.340528741207855
2025-06-16,75.09043576683644
2025-06-17,83.13583959899749
2025-06-18,79.11313768291696
2025-06-19,73.74953512814294
2025-06-20,67.0450319346754
2025-06-21,58.99962810251434
2025-06-22,61.68142937990136
2025-06-23,71.06773385075591
2025-06-24,71.06773385075591
2025-06-25,87.15854151507801
2025-06-26,84.47674023769099
2025-06-27,73.74953512814294
2025-06-28,65.70413129598188
2025-06-29,75.09043576683644
2025-06-30,91.18124343115853
2025-07-01,107.27205109548063
2025-07-02,105.93115045678712
2025-07-03,116.65835556633519
2025-07-04,101.9084485407066
2025-07-05,75.09043576683644
2025-07-06,88.49944215377151
2025-07-07,92.52214406985205
2025-07-08,93.86304470854554
2025-07-09,93.86304470854554
2025-07-10,91.18124343115853
2025-07-11,84.47674023769099
2025-07-12,71.06773385075591
2025-07-13,77.77223704422346
2025-07-14,88.49944215377151
2025-07-15,93.86304470854554
2025-07-16,87.15854151507801
2025-07-17,100.56754790201309
2025-07-18,77.77223704422346
2025-07-19,88.49944215377151
2025-07-20,83.13583959899749
2025-07-21,97.88574662462607
2025-07-22,95.20394534723906
2025-07-23,95.20394534723906
2025-07-24,89.84034279246502
2025-07-25,87.15854151507801
2025-07-26,84.47674023769099
2025-07-27,75.09043576683644
2025-07-28,91.18124343115853
2025-07-29,93.86304470854554
2025-07-30,124.70375939849623
2025-07-31,122.02195812110921
2025-08-01,93.86304470854554
2025-08-02,61.68142937990136
2025-08-03,63.02233001859487
2025-08-04,63.02233001859487
2025-08-05,84.47674023769099
2025-08-06,87.15854151507801
2025-08-07,79.11313768291696
2025-08-08,80.45403832161047
2025-08-09,60.340528741207855
2025-08-10,67.0450319346754
2025-08-11,76.43133640552995
2025-08-12,77.77223704422346
2025-08-13,83.13583959899749
2025-08-14,79.11313768291696
2025-08-15,65.70413129598188
2025-08-16,52.295124909046805
2025-08-17,60.340528741207855
2025-08-18,61.68142937990136
2025-08-19,64.36323065728837
2025-08-20,75.09043576683644
2025-08-21,65.70413129598188
2025-08-22,64.36323065728837
2025-08-23,61.68142937990136
2025-08-24,58.99962810251434
2025-08-25,65.70413129598188
2025-08-26,80.45403832161047
2025-08-27,76.43133640552995
2025-08-28,63.02233001859487
2025-08-29,60.340528741207855
2025-08-30,48.272422992966284
2025-08-31,54.97692618643382
2025-09-01,60.340528741207855
2025-09-02,71.06773385075591
2025-09-03,73.74953512814294
2025-09-04,72.40863448944943
2025-09-05,64.36323065728837
2025-09-06,48.272422992966284
2025-09-07,57.65872746382084
2025-09-08,77.77223704422346
2025-09-09,77.77223704422346
2025-09-10,72.40863448944943
2025-09-11,60.340528741207855
2025-09-12,57.65872746382084
2025-09-13,45.59062171557927
2025-09-14,46.93152235427277
2025-09-15,58.99962810251434
2025-09-16,72.40863448944943
2025-09-17,77.77223704422346
2025-09-18,68.3859325733689
2025-09-19,64.36323065728837
2025-09-20,52.295124909046805
2025-09-21,57.65872746382084
2025-09-22,75.09043576683644
2025-09-23,71.06773385075591
2025-09-24,76.43133640552995
2025-09-25,72.40863448944943
2025-09-26,61.68142937990136
2025-09-27,54.97692618643382
2025-09-28,52.295124909046805
2025-09-29,76.43133640552995
2025-09-30,79.11313768291696
2025-10-01,83.13583959899749
2025-10-02,80.45403832161047
2025-10-03,64.36323065728837
2025-10-04,46.93152235427277
2025-10-05,53.63602554774032
2025-10-06,72.40863448944943
2025-10-07,75.09043576683644
2025-10-08,75.09043576683644
2025-10-09,72.40863448944943
2025-10-10,57.65872746382084
2025-10-11,46.93152235427277
2025-10-12,48.272422992966284
2025-10-13,60.340528741207855
2025-10-14,75.09043576683644
2025-10-15,64.36323065728837
2025-10-16,71.06773385075591
2025-10-17,68.3859325733689
2025-10-18,50.9542242703533
2025-10-19,57.65872746382084
2025-10-20,71.06773385075591
2025-10-21,72.40863448944943
2025-10-22,76.43133640552995
2025-10-23,81.79493896030398
2025-10-24,65.70413129598188
2025-10-25,53.63602554774032
2025-10-26,56.31782682512733
2025-10-27,79.11313768291696
2025-10-28,68.3859325733689
2025-10-29,73.74953512814294
2025-10-30,71.06773385075591
2025-10-31,58.99962810251434
2025-11-01,45.59062171557927
2025-11-02,58.99962810251434
2025-11-03,77.77223704422346
2025-11-04,79.11313768291696
2025-11-05,85.8176408763845
2025-11-06,81.79493896030398
2025-11-07,69.7268332120624
2025-11-08,57.65872746382084
2025-11-09,61.68142937990136
2025-11-10,77.77223704422346
2025-11-11,76.43133640552995
2025-11-12,80.45403832161047
2025-11-13,81.79493896030398
2025-11-14,69.7268332120624
2025-11-15,56.31782682512733
2025-11-16,52.295124909046805
2025-11-17,79.11313768291696
2025-11-18,83.13583959899749
2025-11-19,88.49944215377151
2025-11-20,91.18124343115853
2025-11-21,73.74953512814294
2025-11-22,56.31782682512733
2025-11-23,56.31782682512733
2025-11-24,68.3859325733689
2025-11-25,76.43133640552995
2025-11-26,58.99962810251434
2025-11-27,45.59062171557927
2025-11-28,41.567919799498746
2025-11-29,46.93152235427277
2025-11-30,57.65872746382084
2025-12-01,76.43133640552995
2025-12-02,89.84034279246502
2025-12-03,83.13583959899749
2025-12-04,84.47674023769099
2025-12-05,75.09043576683644
2025-12-06,56.31782682512733
2025-12-07,63.02233001859487
2025-12-08,79.11313768291696
2025-12-09,80.45403832161047
2025-12-10,80.45403832161047
2025-12-11,88.29458233397114
2025-12-12,89.98933175231986
2025-12-13,59.20448792231475
2025-12-14,61.56968766001024
2025-12-15,74.4199854474897
2025-12-16,75.44428454649167
2025-12-17,77.80948428418716
2025-12-18,73.74953512814295
2025-12-19,57.509738503966005
2025-12-20,51.08458961022629
2025-12-21,52.77933902857502
2025-12-22,55.144538766270514
2025-12-23,59.8749382416615
2025-12-24,47.02464045418205
2025-12-25,38.90474214209358
2025-12-26,51.75503992957304
2025-12-27,67.32438623440322
2025-12-28,72.0547857097942
2025-12-29,80.17468402188265
2025-12-30,77.80948428418716
2025-12-31,63.26443707835898
2026-01-01,67.99483655374996
2026-01-02,80.17468402188265
2026-01-03,73.74953512814295
2026-01-04,85.92938259627564
2026-01-05,98.77968038375508
2026-01-06,109.26477843353905
2026-01-07,113.32472758958328
2026-01-08,133.62447336980443
2026-01-09,131.11028467225412
2026-01-10,108.57570449421044
2026-01-11,98.3327135041906
2026-01-12,104.47850809820251
2026-01-13,118.8186954842303
2026-01-14,139.30467746427001
2026-01-15,118.8186954842303
2026-01-16,108.57570449421044
2026-01-17,98.3327135041906
2026-01-18,86.04112431616677
2026-01-19,100.38131170219457
2026-01-20,120.86729368223428
2026-01-21,133.15888287025808
2026-01-22,110.62430269221441
2026-01-23,92.18691891017868
2026-01-24,90.1383207121747
2026-01-25,83.9925261181628
2026-01-26,94.23551710818265
2026-01-27,106.52710629620648
2026-01-28,104.47850809820251
2026-01-29,135.20748106826207
2026-01-30,120.86729368223428
2026-01-31,98.3327135041906
2026-02-01,122.91589188023823
2026-02-02,116.77009728622633
2026-02-03,129.06168647425017
2026-02-04,131.11028467225412
2026-02-05,131.11028467225412
2026-02-06,110.62430269221441
2026-02-07,94.23551710818265
2026-02-08,81.94392792015883
2026-02-09,94.23551710818265
2026-02-10,106.52710629620648
2026-02-11,118.8186954842303
2026-02-12,100.38131170219457
2026-02-13,110.62430269221441
2026-02-14,92.18691891017868
2026-02-15,98.3327135041906
2026-02-16,118.8186954842303
2026-02-17,122.91589188023823
2026-02-18,129.06168647425017
2026-02-19,151.59626665229382
2026-02-20,143.40187386027796
2026-02-21,118.8186954842303
2026-02-22,108.57570449421044
2026-02-23,129.06168647425017
2026-02-24,122.91589188023823
2026-02-25,131.11028467225412
2026-02-26,131.11028467225412
2026-02-27,135.20748106826207
2026-02-28,81.94392792015883
2026-03-01,77.84673152415088
2026-03-02,120.86729368223428
2026-03-03,131.11028467225412
2026-03-04,131.11028467225412
2026-03-05,137.25607926626603
2026-03-06,112.67290089021839
2026-03-07,100.38131170219457
2026-03-08,92.18691891017868
2026-03-09,114.72149908822236
2026-03-10,129.06168647425017
2026-03-11,122.91589188023823
2026-03-12,122.91589188023823
2026-03-13,104.47850809820251
2026-03-14,90.1383207121747
2026-03-15,92.18691891017868
2026-03-16,114.72149908822236
2026-03-17,120.86729368223428
2026-03-18,122.91589188023823
2026-03-19,139.30467746427001
2026-03-20,135.20748106826207
2026-03-21,112.67290089021839
2026-03-22,110.62430269221441
2026-03-23,131.11028467225412
2026-03-24,127.01308827624618
2026-03-25,143.40187386027796
2026-03-26,137.25607926626603
2026-03-27,112.67290089021839
2026-03-28,92.18691891017868
2026-03-29,108.57570449421044
2026-03-30,120.86729368223428
2026-03-31,192.56823061237324
2026-04-01,139.30467746427001
2026-04-02,120.86729368223428
2026-04-03,110.62430269221441
2026-04-04,96.28411530618662
2026-04-05,100.38131170219457
2026-04-06,110.62430269221441
2026-04-07,129.06168647425017
2026-04-08,129.06168647425017
2026-04-09,122.91589188023823
2026-04-10,108.57570449421044
2026-04-11,83.9925261181628
2026-04-12,88.08972251417075
2026-04-13,108.57570449421044
2026-04-14,116.77009728622633
2026-04-15,124.9644900782422
2026-04-16,124.9644900782422
2026-04-17,137.25607926626603
2026-04-18,104.47850809820251
2026-04-19,108.57570449421044
2026-04-20,120.86729368223428
2026-04-21,133.15888287025808
2026-04-22,141.35327566227397
2026-04-23,145.45047205828192
2026-04-24,112.67290089021839
2026-04-25,100.38131170219457
2026-04-26,110.62430269221441
2026-04-27,122.91589188023823
2026-04-28,127.01308827624618
2026-04-29,135.20748106826207
2026-04-30,131.11028467225412
2026-05-01,131.11028467225412
2026-05-02,104.47850809820251
2026-05-03,106.52710629620648
2026-05-04,120.86729368223428
2026-05-05,124.9644900782422
2026-05-06,129.06168647425017
2026-05-07,147.4990702562859
2026-05-08,124.9644900782422
2026-05-09,92.18691891017868
2026-05-10,102.42990990019854
2026-05-11,108.57570449421044
2026-05-12,135.20748106826207
2026-05-13,204.85981980039708
2026-05-14,174.1308468303375
2026-05-15,137.25607926626603
2026-05-16,120.86729368223428
2026-05-17,116.77009728622633
2026-05-18,120.86729368223428
2026-05-19,131.11028467225412
2026-05-20,135.20748106826207
2026-05-21,122.91589188023823
2026-05-22,118.8186954842303
2026-05-23,112.67290089021839
2026-05-24,118.8186954842303
2026-05-25,116.77009728622633
2026-05-26,127.01308827624618
2026-05-27,124.9644900782422
2026-05-28,127.01308827624618
2026-05-29,116.77009728622633
2026-05-30,118.8186954842303
2026-05-31,145.45047205828192
