Time,nobleman
2024-12-03,29.997064031373586
2024-12-04,27.270058210339624
2024-12-05,19.770792202496228
2024-12-06,23.86130093404717
2024-12-07,0.0
2024-12-08,21.13429511301321
2024-12-09,19.770792202496228
2024-12-10,22.497798023530187
2024-12-11,32.724069852407546
2024-12-12,18.407289291979247
2024-12-13,21.13429511301321
2024-12-14,0.0
2024-12-15,22.497798023530187
2024-12-16,20.452543657754717
2024-12-17,33.40582130766604
2024-12-18,29.997064031373586
2024-12-19,23.86130093404717
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,21.13429511301321
2024-12-23,0.0
2024-12-24,21.13429511301321
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,19.089040747237735
2024-12-28,0.0
2024-12-29,21.816046568271698
2024-12-30,19.770792202496228
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,19.089040747237735
2025-01-03,0.0
2025-01-04,23.17954947878868
2025-01-05,23.86130093404717
2025-01-06,0.0
2025-01-07,21.816046568271698
2025-01-08,18.407289291979247
2025-01-09,31.360566941890568
2025-01-10,20.452543657754717
2025-01-11,0.0
2025-01-12,34.769324218183016
2025-01-13,30.678815486632075
2025-01-14,20.452543657754717
2025-01-15,30.678815486632075
2025-01-16,21.13429511301321
2025-01-17,25.22480384456415
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,23.17954947878868
2025-01-21,30.678815486632075
2025-01-22,18.407289291979247
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,28.633561120856605
2025-01-26,32.724069852407546
2025-01-27,27.951809665598113
2025-01-28,22.497798023530187
2025-01-29,20.452543657754717
2025-01-30,25.22480384456415
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,27.951809665598113
2025-02-03,24.54305238930566
2025-02-04,16.362034926203773
2025-02-05,31.360566941890568
2025-02-06,21.13429511301321
2025-02-07,18.407289291979247
2025-02-08,29.997064031373586
2025-02-09,34.769324218183016
2025-02-10,19.089040747237735
2025-02-11,0.0
2025-02-12,25.906555299822642
2025-02-13,26.58830675508113
2025-02-14,0.0
2025-02-15,30.678815486632075
2025-02-16,42.950341681284904
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,23.86130093404717
2025-02-20,32.04231839714906
2025-02-21,21.816046568271698
2025-02-22,24.54305238930566
2025-02-23,0.0
2025-02-24,16.362034926203773
2025-02-25,36.1328271287
2025-02-26,28.633561120856605
2025-02-27,27.951809665598113
2025-02-28,17.725537836720754
2025-03-01,23.17954947878868
2025-03-02,23.17954947878868
2025-03-03,29.315312576115094
2025-03-04,36.1328271287
2025-03-05,21.13429511301321
2025-03-06,23.17954947878868
2025-03-07,23.86130093404717
2025-03-08,21.816046568271698
2025-03-09,0.0
2025-03-10,23.17954947878868
2025-03-11,22.497798023530187
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,19.089040747237735
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,25.906555299822642
2025-03-18,17.043786381462265
2025-03-19,21.13429511301321
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,19.770792202496228
2025-03-24,28.633561120856605
2025-03-25,19.770792202496228
2025-03-26,22.497798023530187
2025-03-27,21.816046568271698
2025-03-28,17.043786381462265
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,18.407289291979247
2025-04-01,18.407289291979247
2025-04-02,0.0
2025-04-03,24.54305238930566
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,20.452543657754717
2025-04-07,21.816046568271698
2025-04-08,17.043786381462265
2025-04-09,0.0
2025-04-10,19.770792202496228
2025-04-11,29.997064031373586
2025-04-12,22.497798023530187
2025-04-13,21.13429511301321
2025-04-14,21.13429511301321
2025-04-15,17.481080024541086
2025-04-16,24.366428420296266
2025-04-17,0.0
2025-04-18,18.162831479799575
2025-04-19,28.651479494524224
2025-04-20,30.570025360792954
2025-04-21,25.94409855893575
2025-04-22,21.65904748470779
2025-04-23,0.0
2025-04-24,27.521768697575236
2025-04-25,0.0
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,24.366428420296266
2025-04-29,0.0
2025-04-30,25.603222831306503
2025-05-01,0.0
2025-05-02,0.0
2025-05-03,0.0
2025-05-04,0.0
2025-05-05,17.82195575217033
2025-05-06,21.65904748470779
2025-05-07,19.399625890809816
2025-05-08,19.740501618439062
2025-05-09,0.0
2025-05-10,25.603222831306503
2025-05-11,0.0
2025-05-12,17.033120682850587
2025-05-13,0.0
2025-05-14,0.0
2025-05-15,17.02245498423891
2025-05-16,17.918373667619903
2025-05-17,0.0
2025-05-18,25.085723134667862
2025-05-19,42.10817811890677
2025-05-20,19.710211034381892
2025-05-21,24.189804451286868
2025-05-22,19.710211034381892
2025-05-23,0.0
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,22.39796708452488
2025-05-27,0.0
2025-05-28,18.814292351000898
2025-05-29,25.085723134667862
2025-05-30,0.0
2025-05-31,0.0
2025-06-01,24.189804451286868
2025-06-02,29.565316551572838
2025-06-03,0.0
2025-06-04,22.39796708452488
2025-06-05,0.0
2025-06-06,25.085723134667862
2025-06-07,20.606129717762887
2025-06-08,20.606129717762887
2025-06-09,0.0
2025-06-10,0.0
2025-06-11,0.0
2025-06-12,0.0
2025-06-13,0.0
2025-06-14,0.0
2025-06-15,0.0
2025-06-16,17.02245498423891
2025-06-17,19.710211034381892
2025-06-18,0.0
2025-06-19,0.0
2025-06-20,0.0
2025-06-21,28.669397868191844
2025-06-22,0.0
2025-06-23,0.0
2025-06-24,0.0
2025-06-25,17.918373667619903
2025-06-26,0.0
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,0.0
2025-07-01,25.085723134667862
2025-07-02,0.0
2025-07-03,21.50204840114388
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,23.293885767905874
2025-07-08,27.77347918481085
2025-07-09,36.7326660186208
2025-07-10,0.0
2025-07-11,25.085723134667862
2025-07-12,21.50204840114388
2025-07-13,0.0
2025-07-14,22.39796708452488
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,25.085723134667862
2025-07-18,0.0
2025-07-19,31.35715391833483
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,20.606129717762887
2025-07-24,21.50204840114388
2025-07-25,0.0
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,25.085723134667862
2025-07-30,32.25307260171582
2025-07-31,26.877560501429855
2025-08-01,23.293885767905874
2025-08-02,31.35715391833483
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,20.606129717762887
2025-08-06,28.669397868191844
2025-08-07,17.918373667619903
2025-08-08,44.79593416904976
2025-08-09,43.00409680228776
2025-08-10,20.606129717762887
2025-08-11,23.293885767905874
2025-08-12,25.981641818048857
2025-08-13,17.918373667619903
2025-08-14,0.0
2025-08-15,21.50204840114388
2025-08-16,25.085723134667862
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,23.293885767905874
2025-08-20,25.085723134667862
2025-08-21,21.50204840114388
2025-08-22,31.35715391833483
2025-08-23,50.171446269335725
2025-08-24,33.14899128509682
2025-08-25,34.04490996847782
2025-08-26,17.02245498423891
2025-08-27,24.189804451286868
2025-08-28,27.77347918481085
2025-08-29,23.293885767905874
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,21.50204840114388
2025-09-02,17.918373667619903
2025-09-03,43.90001548566876
2025-09-04,31.35715391833483
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,27.77347918481085
2025-09-10,26.877560501429855
2025-09-11,28.669397868191844
2025-09-12,19.710211034381892
2025-09-13,0.0
2025-09-14,47.48369021919274
2025-09-15,68.08981993695564
2025-09-16,30.461235234953833
2025-09-17,29.565316551572838
2025-09-18,35.83674733523981
2025-09-19,49.275527585954734
2025-09-20,38.52450338538279
2025-09-21,33.14899128509682
2025-09-22,29.565316551572838
2025-09-23,17.918373667619903
2025-09-24,24.189804451286868
2025-09-25,20.606129717762887
2025-09-26,22.39796708452488
2025-09-27,0.0
2025-09-28,0.0
2025-09-29,19.710211034381892
2025-09-30,19.710211034381892
2025-10-01,33.14899128509682
2025-10-02,25.085723134667862
2025-10-03,28.669397868191844
2025-10-04,31.35715391833483
2025-10-05,24.189804451286868
2025-10-06,20.606129717762887
2025-10-07,32.25307260171582
2025-10-08,21.50204840114388
2025-10-09,23.293885767905874
2025-10-10,30.461235234953833
2025-10-11,0.0
2025-10-12,33.14899128509682
2025-10-13,34.94082865185881
2025-10-14,0.0
2025-10-15,27.77347918481085
2025-10-16,31.35715391833483
2025-10-17,21.50204840114388
2025-10-18,35.83674733523981
2025-10-19,23.293885767905874
2025-10-20,30.461235234953833
2025-10-21,25.085723134667862
2025-10-22,33.14899128509682
2025-10-23,40.31634075214478
2025-10-24,18.814292351000898
2025-10-25,22.39796708452488
2025-10-26,0.0
2025-10-27,36.7326660186208
2025-10-28,41.21225943552577
2025-10-29,30.461235234953833
2025-10-30,33.14899128509682
2025-10-31,20.606129717762887
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,33.14899128509682
2025-11-04,0.0
2025-11-05,31.35715391833483
2025-11-06,89.59186833809952
2025-11-07,35.83674733523981
2025-11-08,19.710211034381892
2025-11-09,26.877560501429855
2025-11-10,19.710211034381892
2025-11-11,34.94082865185881
2025-11-12,27.77347918481085
2025-11-13,23.293885767905874
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,24.189804451286868
2025-11-17,34.04490996847782
2025-11-18,19.710211034381892
2025-11-19,24.189804451286868
2025-11-20,0.0
2025-11-21,25.981641818048857
2025-11-22,50.171446269335725
2025-11-23,26.877560501429855
2025-11-24,34.04490996847782
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,24.189804451286868
2025-11-28,30.461235234953833
2025-11-29,24.189804451286868
2025-11-30,0.0
2025-12-01,31.35715391833483
2025-12-02,20.606129717762887
2025-12-03,32.25307260171582
2025-12-04,25.085723134667862
2025-12-05,0.0
2025-12-06,30.461235234953833
2025-12-07,25.085723134667862
2025-12-08,60.026551786526674
2025-12-09,34.04490996847782
2025-12-10,65.40206388681264
2025-12-11,39.057211791717435
2025-12-12,53.17398455958555
2025-12-13,40.643230001486494
2025-12-14,41.09118934317699
2025-12-15,40.074200567447214
2025-12-16,44.14215567036632
2025-12-17,40.643230001486494
2025-12-18,30.025382902498215
2025-12-19,41.09118934317699
2025-12-20,23.596560998777832
2025-12-21,42.108178118906764
2025-12-22,20.545594671588496
2025-12-23,24.044520340468328
2025-12-24,20.545594671588496
2025-12-25,35.11032678114711
2025-12-26,35.11032678114711
2025-12-27,33.07634922968755
2025-12-28,35.11032678114711
2025-12-29,27.54344600934816
2025-12-30,44.14215567036632
2025-12-31,24.044520340468328
2026-01-01,35.5582861228376
2026-01-02,20.097635329897997
2026-01-03,21.562583447318275
2026-01-04,52.15699578385576
2026-01-05,33.07634922968755
2026-01-06,34.09333800541732
2026-01-07,27.54344600934816
2026-01-08,48.658070114975935
2026-01-09,56.90294340392806
2026-01-10,38.694001514671086
2026-01-11,40.970119250828205
2026-01-12,39.832060382749646
2026-01-13,52.35070793161382
2026-01-14,62.59323774432087
2026-01-15,55.764884535849504
2026-01-16,48.936531327378134
2026-01-17,29.589530570042594
2026-01-18,37.55594264659252
2026-01-19,25.037295097728347
2026-01-20,29.589530570042594
2026-01-21,43.24623698698533
2026-01-22,35.2798249104354
2026-01-23,38.694001514671086
2026-01-24,36.41788377851396
2026-01-25,31.865648306199716
2026-01-26,40.970119250828205
2026-01-27,31.865648306199716
2026-01-28,37.55594264659252
2026-01-29,55.764884535849504
2026-01-30,55.764884535849504
2026-01-31,48.936531327378134
2026-02-01,45.52235472314245
2026-02-02,55.764884535849504
2026-02-03,78.52606189742073
2026-02-04,75.11188529318504
2026-02-05,44.38429585506389
2026-02-06,61.45517887624231
2026-02-07,55.764884535849504
2026-02-08,43.24623698698533
2026-02-09,68.28353208471367
2026-02-10,54.626825667770945
2026-02-11,43.24623698698533
2026-02-12,47.798472459299575
2026-02-13,44.38429585506389
2026-02-14,48.936531327378134
2026-02-15,34.141766042356835
2026-02-16,38.694001514671086
2026-02-17,51.21264906353526
2026-02-18,91.0447094462849
2026-02-19,91.0447094462849
2026-02-20,81.94023850165641
2026-02-21,58.04100227200662
2026-02-22,54.626825667770945
2026-02-23,43.24623698698533
2026-02-24,39.832060382749646
2026-02-25,58.04100227200662
2026-02-26,54.626825667770945
2026-02-27,83.07829736973497
2026-02-28,59.17906114008519
2026-03-01,69.42159095279224
2026-03-02,113.80588680785613
2026-03-03,76.2499441612636
2026-03-04,28.45147170196403
2026-03-05,29.589530570042594
2026-03-06,36.41788377851396
2026-03-07,38.694001514671086
2026-03-08,31.865648306199716
2026-03-09,22.761177361571225
2026-03-10,26.17535396580691
2026-03-11,66.00741434855655
2026-03-12,35.2798249104354
2026-03-13,52.35070793161382
2026-03-14,31.865648306199716
2026-03-15,33.003707174278276
2026-03-16,34.141766042356835
2026-03-17,34.141766042356835
2026-03-18,28.45147170196403
2026-03-19,50.07459019545669
2026-03-20,20.485059625414102
2026-03-21,25.037295097728347
2026-03-22,33.003707174278276
2026-03-23,23.899236229649787
2026-03-24,33.003707174278276
2026-03-25,39.832060382749646
2026-03-26,29.589530570042594
2026-03-27,33.003707174278276
2026-03-28,23.899236229649787
2026-03-29,22.761177361571225
2026-03-30,42.108178118906764
2026-03-31,42.108178118906764
2026-04-01,31.865648306199716
2026-04-02,15.932824153099858
2026-04-03,34.141766042356835
2026-04-04,27.313412833885472
2026-04-05,22.761177361571225
2026-04-06,23.899236229649787
2026-04-07,35.2798249104354
2026-04-08,33.003707174278276
2026-04-09,28.45147170196403
2026-04-10,29.589530570042594
2026-04-11,22.761177361571225
2026-04-12,33.003707174278276
2026-04-13,37.55594264659252
2026-04-14,22.761177361571225
2026-04-15,37.55594264659252
2026-04-16,36.41788377851396
2026-04-17,40.970119250828205
2026-04-18,23.899236229649787
2026-04-19,25.037295097728347
2026-04-20,26.17535396580691
2026-04-21,30.727589438121154
2026-04-22,29.589530570042594
2026-04-23,35.2798249104354
2026-04-24,36.41788377851396
2026-04-25,26.17535396580691
2026-04-26,33.003707174278276
2026-04-27,33.003707174278276
2026-04-28,37.55594264659252
2026-04-29,28.45147170196403
2026-04-30,23.899236229649787
2026-05-01,54.626825667770945
2026-05-02,26.17535396580691
2026-05-03,47.798472459299575
2026-05-04,20.485059625414102
2026-05-05,59.17906114008519
2026-05-06,26.17535396580691
2026-05-07,38.694001514671086
2026-05-08,28.45147170196403
2026-05-09,56.90294340392806
2026-05-10,19.347000757335543
2026-05-11,30.727589438121154
2026-05-12,55.764884535849504
2026-05-13,27.313412833885472
2026-05-14,29.589530570042594
2026-05-15,22.761177361571225
2026-05-16,33.003707174278276
2026-05-17,50.07459019545669
2026-05-18,56.90294340392806
2026-05-19,29.589530570042594
2026-05-20,26.17535396580691
2026-05-21,33.003707174278276
2026-05-22,30.727589438121154
2026-05-23,38.694001514671086
2026-05-24,26.17535396580691
2026-05-25,44.38429585506389
2026-05-26,56.90294340392806
2026-05-27,104.70141586322764
2026-05-28,95.59694491859915
2026-05-29,51.21264906353526
2026-05-30,42.108178118906764
2026-05-31,44.38429585506389
