Time,cheap
2022-09-27,70.6896551724138
2022-09-28,65.97701149425288
2022-09-29,66.91954022988506
2022-09-30,69.7471264367816
2022-10-01,94.25287356321839
2022-10-02,82.0
2022-10-03,75.40229885057471
2022-10-04,74.45977011494253
2022-10-05,72.57471264367815
2022-10-06,74.45977011494253
2022-10-07,73.51724137931035
2022-10-08,86.71264367816092
2022-10-09,82.0
2022-10-10,74.45977011494253
2022-10-11,76.34482758620689
2022-10-12,71.63218390804597
2022-10-13,70.6896551724138
2022-10-14,71.63218390804597
2022-10-15,83.88505747126436
2022-10-16,73.51724137931035
2022-10-17,71.63218390804597
2022-10-18,73.51724137931035
2022-10-19,71.63218390804597
2022-10-20,70.6896551724138
2022-10-21,70.6896551724138
2022-10-22,82.0
2022-10-23,75.40229885057471
2022-10-24,66.91954022988506
2022-10-25,72.57471264367815
2022-10-26,73.51724137931035
2022-10-27,68.80459770114942
2022-10-28,67.86206896551724
2022-10-29,81.05747126436782
2022-10-30,71.63218390804597
2022-10-31,62.206896551724135
2022-11-01,68.80459770114942
2022-11-02,74.45977011494253
2022-11-03,67.86206896551724
2022-11-04,72.57471264367815
2022-11-05,80.11494252873563
2022-11-06,71.63218390804597
2022-11-07,67.86206896551724
2022-11-08,67.86206896551724
2022-11-09,62.206896551724135
2022-11-10,65.97701149425288
2022-11-11,66.91954022988506
2022-11-12,82.0
2022-11-13,74.45977011494253
2022-11-14,66.91954022988506
2022-11-15,65.03448275862068
2022-11-16,67.86206896551724
2022-11-17,66.91954022988506
2022-11-18,68.80459770114942
2022-11-19,77.28735632183907
2022-11-20,77.28735632183907
2022-11-21,68.80459770114942
2022-11-22,65.97701149425288
2022-11-23,66.91954022988506
2022-11-24,56.55172413793103
2022-11-25,73.51724137931035
2022-11-26,77.28735632183907
2022-11-27,78.22988505747126
2022-11-28,68.80459770114942
2022-11-29,69.7471264367816
2022-11-30,67.86206896551724
2022-12-01,68.80459770114942
2022-12-02,81.05747126436782
2022-12-03,83.88505747126436
2022-12-04,71.63218390804597
2022-12-05,65.97701149425288
2022-12-06,67.86206896551724
2022-12-07,66.91954022988506
2022-12-08,65.97701149425288
2022-12-09,65.03448275862068
2022-12-10,76.34482758620689
2022-12-11,79.17241379310344
2022-12-12,68.80459770114942
2022-12-13,65.97701149425288
2022-12-14,65.97701149425288
2022-12-15,63.14942528735632
2022-12-16,65.03448275862068
2022-12-17,80.11494252873563
2022-12-18,68.80459770114942
2022-12-19,68.80459770114942
2022-12-20,71.63218390804597
2022-12-21,65.03448275862068
2022-12-22,63.14942528735632
2022-12-23,69.7471264367816
2022-12-24,65.97701149425288
2022-12-25,58.4367816091954
2022-12-26,77.28735632183907
2022-12-27,84.82758620689654
2022-12-28,72.57471264367815
2022-12-29,76.34482758620689
2022-12-30,74.45977011494253
2022-12-31,80.11494252873563
2023-01-01,67.86206896551724
2023-01-02,79.17241379310344
2023-01-03,72.57471264367815
2023-01-04,82.94252873563218
2023-01-05,70.6896551724138
2023-01-06,73.51724137931035
2023-01-07,85.77011494252874
2023-01-08,81.05747126436782
2023-01-09,72.57471264367815
2023-01-10,71.63218390804597
2023-01-11,72.57471264367815
2023-01-12,70.6896551724138
2023-01-13,70.6896551724138
2023-01-14,81.05747126436782
2023-01-15,78.22988505747126
2023-01-16,75.40229885057471
2023-01-17,73.51724137931035
2023-01-18,76.34482758620689
2023-01-19,68.80459770114942
2023-01-20,68.80459770114942
2023-01-21,85.77011494252874
2023-01-22,77.28735632183907
2023-01-23,73.51724137931035
2023-01-24,73.51724137931035
2023-01-25,67.86206896551724
2023-01-26,73.51724137931035
2023-01-27,71.63218390804597
2023-01-28,84.82758620689654
2023-01-29,79.17241379310344
2023-01-30,69.7471264367816
2023-01-31,69.7471264367816
2023-02-01,72.57471264367815
2023-02-02,75.40229885057471
2023-02-03,72.57471264367815
2023-02-04,84.82758620689654
2023-02-05,82.0
2023-02-06,67.86206896551724
2023-02-07,71.63218390804597
2023-02-08,69.7471264367816
2023-02-09,67.86206896551724
2023-02-10,71.63218390804597
2023-02-11,85.77011494252874
2023-02-12,72.57471264367815
2023-02-13,65.97701149425288
2023-02-14,65.03448275862068
2023-02-15,69.7471264367816
2023-02-16,68.80459770114942
2023-02-17,73.51724137931035
2023-02-18,83.88505747126436
2023-02-19,77.28735632183907
2023-02-20,78.22988505747126
2023-02-21,72.57471264367815
2023-02-22,76.34482758620689
2023-02-23,76.34482758620689
2023-02-24,78.22988505747126
2023-02-25,88.59770114942529
2023-02-26,82.94252873563218
2023-02-27,76.34482758620689
2023-02-28,72.57471264367815
2023-03-01,72.57471264367815
2023-03-02,78.22988505747126
2023-03-03,76.34482758620689
2023-03-04,81.05747126436782
2023-03-05,88.59770114942529
2023-03-06,73.51724137931035
2023-03-07,75.40229885057471
2023-03-08,72.57471264367815
2023-03-09,73.51724137931035
2023-03-10,71.63218390804597
2023-03-11,85.77011494252874
2023-03-12,77.28735632183907
2023-03-13,70.6896551724138
2023-03-14,77.28735632183907
2023-03-15,71.63218390804597
2023-03-16,72.57471264367815
2023-03-17,74.45977011494253
2023-03-18,82.0
2023-03-19,80.11494252873563
2023-03-20,74.45977011494253
2023-03-21,72.57471264367815
2023-03-22,70.6896551724138
2023-03-23,74.45977011494253
2023-03-24,69.7471264367816
2023-03-25,83.88505747126436
2023-03-26,76.34482758620689
2023-03-27,70.6896551724138
2023-03-28,69.7471264367816
2023-03-29,70.6896551724138
2023-03-30,70.6896551724138
2023-03-31,71.63218390804597
2023-04-01,78.22988505747126
2023-04-02,85.77011494252874
2023-04-03,74.45977011494253
2023-04-04,72.57471264367815
2023-04-05,68.80459770114942
2023-04-06,70.6896551724138
2023-04-07,70.6896551724138
2023-04-08,82.0
2023-04-09,67.86206896551724
2023-04-10,66.91954022988506
2023-04-11,78.22988505747126
2023-04-12,70.6896551724138
2023-04-13,70.6896551724138
2023-04-14,72.57471264367815
2023-04-15,83.88505747126436
2023-04-16,76.34482758620689
2023-04-17,69.7471264367816
2023-04-18,69.7471264367816
2023-04-19,70.6896551724138
2023-04-20,68.80459770114942
2023-04-21,72.57471264367815
2023-04-22,77.28735632183907
2023-04-23,80.11494252873563
2023-04-24,70.6896551724138
2023-04-25,68.80459770114942
2023-04-26,71.6889627475419
2023-04-27,67.58953053593686
2023-04-28,67.58953053593686
2023-04-29,83.57277385403683
2023-04-30,74.43138069519458
2023-05-01,72.60310206342612
2023-05-02,72.60310206342612
2023-05-03,71.6889627475419
2023-05-04,76.25965932696302
2023-05-05,67.11826616812075
2023-05-06,81.2732308544523
2023-05-07,74.43138069519458
2023-05-08,75.3455200110788
2023-05-09,72.60310206342612
2023-05-10,73.51724137931035
2023-05-11,72.60310206342612
2023-05-12,72.16022711535797
2023-05-13,80.83035590638416
2023-05-14,73.51724137931035
2023-05-15,73.07436643124221
2023-05-16,78.08793795873149
2023-05-17,71.6889627475419
2023-05-18,74.43138069519458
2023-05-19,72.60310206342612
2023-05-20,85.84392743387343
2023-05-21,84.01564880210498
2023-05-22,74.43138069519458
2023-05-23,74.43138069519458
2023-05-24,73.51724137931035
2023-05-25,71.7457415870378
2023-05-26,76.17449106771915
2023-05-27,87.68923971749065
2023-05-28,81.48899044453677
2023-05-29,78.83174075612796
2023-05-30,76.17449106771915
2023-05-31,73.51724137931035
2023-06-01,76.17449106771915
2023-06-02,84.14624013294558
2023-06-03,85.91773992521811
2023-06-04,82.37474034067303
2023-06-05,77.9459908599917
2023-06-06,77.06024096385542
2023-06-07,77.06024096385542
2023-06-08,75.28874117158288
2023-06-09,77.06024096385542
2023-06-10,83.2604902368093
2023-06-11,80.60324054840049
2023-06-12,77.06024096385542
2023-06-13,77.9459908599917
2023-06-14,76.17449106771915
2023-06-15,77.06024096385542
2023-06-16,78.83174075612796
2023-06-17,84.14624013294558
2023-06-18,77.06024096385542
2023-06-19,78.83174075612796
2023-06-20,76.17449106771915
2023-06-21,74.40299127544661
2023-06-22,71.7457415870378
2023-06-23,77.9459908599917
2023-06-24,86.80348982135438
2023-06-25,79.71749065226423
2023-06-26,79.71749065226423
2023-06-27,82.37474034067303
2023-06-28,77.9459908599917
2023-06-29,80.60324054840049
2023-06-30,80.60324054840049
2023-07-01,86.80348982135438
2023-07-02,86.80348982135438
2023-07-03,77.9459908599917
2023-07-04,77.06024096385542
2023-07-05,69.97424179476526
2023-07-06,80.60324054840049
2023-07-07,80.60324054840049
2023-07-08,85.91773992521811
2023-07-09,84.14624013294558
2023-07-10,81.48899044453677
2023-07-11,78.83174075612796
2023-07-12,78.83174075612796
2023-07-13,77.9459908599917
2023-07-14,76.17449106771915
2023-07-15,88.57498961362693
2023-07-16,79.71749065226423
2023-07-17,81.48899044453677
2023-07-18,76.17449106771915
2023-07-19,78.83174075612796
2023-07-20,72.63149148317407
2023-07-21,76.17449106771915
2023-07-22,87.68923971749065
2023-07-23,77.06024096385542
2023-07-24,77.06024096385542
2023-07-25,77.06024096385542
2023-07-26,78.83174075612796
2023-07-27,78.83174075612796
2023-07-28,76.17449106771915
2023-07-29,83.2604902368093
2023-07-30,81.48899044453677
2023-07-31,77.06024096385542
2023-08-01,81.48899044453677
2023-08-02,82.37474034067303
2023-08-03,77.06024096385542
2023-08-04,76.17449106771915
2023-08-05,85.91773992521811
2023-08-06,79.71749065226423
2023-08-07,69.088491898629
2023-08-08,74.40299127544661
2023-08-09,70.85999169090154
2023-08-10,73.51724137931035
2023-08-11,75.28874117158288
2023-08-12,80.60324054840049
2023-08-13,77.06024096385542
2023-08-14,72.63149148317407
2023-08-15,72.63149148317407
2023-08-16,71.7457415870378
2023-08-17,69.088491898629
2023-08-18,69.97424179476526
2023-08-19,80.60324054840049
2023-08-20,77.9459908599917
2023-08-21,69.97424179476526
2023-08-22,76.17449106771915
2023-08-23,69.97424179476526
2023-08-24,66.43124221022019
2023-08-25,69.088491898629
2023-08-26,77.9459908599917
2023-08-27,78.83174075612796
2023-08-28,65.54549231408392
2023-08-29,67.31699210635647
2023-08-30,63.77399252181138
2023-08-31,67.31699210635647
2023-09-01,68.20274200249273
2023-09-02,85.91773992521811
2023-09-03,81.48899044453677
2023-09-04,78.83174075612796
2023-09-05,68.20274200249273
2023-09-06,67.31699210635647
2023-09-07,69.088491898629
2023-09-08,65.54549231408392
2023-09-09,78.83174075612796
2023-09-10,71.7457415870378
2023-09-11,66.43124221022019
2023-09-12,65.54549231408392
2023-09-13,65.54549231408392
2023-09-14,66.43124221022019
2023-09-15,63.77399252181138
2023-09-16,77.9459908599917
2023-09-17,71.7457415870378
2023-09-18,71.7457415870378
2023-09-19,69.088491898629
2023-09-20,67.31699210635647
2023-09-21,67.31699210635647
2023-09-22,64.65974241794765
2023-09-23,79.71749065226423
2023-09-24,70.85999169090154
2023-09-25,68.20274200249273
2023-09-26,68.20274200249273
2023-09-27,65.54549231408392
2023-09-28,63.77399252181138
2023-09-29,65.54549231408392
2023-09-30,74.40299127544661
2023-10-01,72.63149148317407
2023-10-02,64.65974241794765
2023-10-03,66.43124221022019
2023-10-04,71.7457415870378
2023-10-05,66.43124221022019
2023-10-06,63.77399252181138
2023-10-07,75.28874117158288
2023-10-08,69.97424179476526
2023-10-09,70.85999169090154
2023-10-10,65.54549231408392
2023-10-11,64.65974241794765
2023-10-12,65.54549231408392
2023-10-13,62.88824262567511
2023-10-14,68.20274200249273
2023-10-15,72.63149148317407
2023-10-16,66.43124221022019
2023-10-17,66.43124221022019
2023-10-18,61.116742833402576
2023-10-19,64.65974241794765
2023-10-20,63.77399252181138
2023-10-21,69.97424179476526
2023-10-22,75.28874117158288
2023-10-23,66.43124221022019
2023-10-24,62.88824262567511
2023-10-25,67.31699210635647
2023-10-26,66.43124221022019
2023-10-27,62.88824262567511
2023-10-28,68.20274200249273
2023-10-29,67.31699210635647
2023-10-30,62.88824262567511
2023-10-31,63.77399252181138
2023-11-01,60.23099293726631
2023-11-02,70.85999169090154
2023-11-03,71.7457415870378
2023-11-04,76.17449106771915
2023-11-05,74.40299127544661
2023-11-06,64.65974241794765
2023-11-07,66.43124221022019
2023-11-08,65.54549231408392
2023-11-09,64.65974241794765
2023-11-10,67.31699210635647
2023-11-11,74.40299127544661
2023-11-12,68.20274200249273
2023-11-13,66.43124221022019
2023-11-14,64.65974241794765
2023-11-15,63.77399252181138
2023-11-16,62.88824262567511
2023-11-17,67.31699210635647
2023-11-18,75.28874117158288
2023-11-19,66.43124221022019
2023-11-20,64.65974241794765
2023-11-21,66.43124221022019
2023-11-22,59.34524304113004
2023-11-23,55.80224345658496
2023-11-24,69.97424179476526
2023-11-25,77.9459908599917
2023-11-26,69.97424179476526
2023-11-27,68.20274200249273
2023-11-28,74.40299127544661
2023-11-29,68.20274200249273
2023-11-30,64.65974241794765
2023-12-01,65.54549231408392
2023-12-02,77.06024096385542
2023-12-03,77.9459908599917
2023-12-04,62.88824262567511
2023-12-05,72.63149148317407
2023-12-06,65.54549231408392
2023-12-07,62.88824262567511
2023-12-08,65.54549231408392
2023-12-09,77.9459908599917
2023-12-10,69.97424179476526
2023-12-11,62.002492729538844
2023-12-12,62.88824262567511
2023-12-13,62.002492729538844
2023-12-14,67.31699210635647
2023-12-15,63.77399252181138
2023-12-16,73.51724137931035
2023-12-17,69.088491898629
2023-12-18,62.002492729538844
2023-12-19,64.65974241794765
2023-12-20,64.65974241794765
2023-12-21,62.88824262567511
2023-12-22,60.403481074934945
2023-12-23,68.98126954278092
2023-12-24,56.557461789080094
2023-12-25,52.71144250322524
2023-12-26,74.9857214702731
2023-12-27,72.82728882863577
2023-12-28,76.25840421577416
2023-12-29,75.40062536898958
2023-12-30,78.83174075612796
2023-12-31,63.834596462073335
2024-01-01,61.26125992171954
2024-01-02,68.12349069599632
2024-01-03,80.96220234841361
2024-01-04,66.40793300242713
2024-01-05,67.26571184921173
2024-01-06,77.97396190934336
2024-01-07,73.27016377670391
2024-01-08,61.26125992171954
2024-01-09,67.26571184921173
2024-01-10,68.12349069599632
2024-01-11,67.26571184921173
2024-01-12,68.12349069599632
2024-01-13,80.54729844969715
2024-01-14,66.40793300242713
2024-01-15,63.834596462073335
2024-01-16,62.97681761528874
2024-01-17,65.55015415564253
2024-01-18,62.97681761528874
2024-01-19,62.97681761528874
2024-01-20,73.8528939715304
2024-01-21,72.19327837666455
2024-01-22,62.23558480746944
2024-01-23,62.23558480746944
2024-01-24,67.214431592067
2024-01-25,64.72500819976821
2024-01-26,63.065392604902364
2024-01-27,76.34231736382918
2024-01-28,65.55481599720115
2024-01-29,62.23558480746944
2024-01-30,63.89520040233529
2024-01-31,64.72500819976821
2024-02-01,62.23558480746944
2024-02-02,60.57596921260359
2024-02-03,73.8528939715304
2024-02-04,73.8528939715304
2024-02-05,63.065392604902364
2024-02-06,64.72500819976821
2024-02-07,61.405777010036516
2024-02-08,63.065392604902364
2024-02-09,61.405777010036516
2024-02-10,69.70385498436578
2024-02-11,68.87404718693284
2024-02-12,54.76731463057311
2024-02-13,67.214431592067
2024-02-14,59.74616141517066
2024-02-15,61.405777010036516
2024-02-16,64.72500819976821
2024-02-17,78.83174075612796
2024-02-18,69.70385498436578
2024-02-19,71.36347057923163
2024-02-20,63.065392604902364
2024-02-21,63.89520040233529
2024-02-22,68.87404718693284
2024-02-23,69.70385498436578
2024-02-24,76.34231736382918
2024-02-25,82.98077974329259
2024-02-26,67.214431592067
2024-02-27,67.214431592067
2024-02-28,64.72500819976821
2024-02-29,60.57596921260359
2024-03-01,65.55481599720115
2024-03-02,80.49135635099381
2024-03-03,73.8528939715304
2024-03-04,68.04423938949992
2024-03-05,65.55481599720115
2024-03-06,67.214431592067
2024-03-07,65.55481599720115
2024-03-08,63.065392604902364
2024-03-09,73.02308617409747
2024-03-10,78.00193295869504
2024-03-11,68.04423938949992
2024-03-12,67.214431592067
2024-03-13,68.87404718693284
2024-03-14,63.89520040233529
2024-03-15,65.55481599720115
2024-03-16,75.51250956639626
2024-03-17,77.1721251612621
2024-03-18,68.04423938949992
2024-03-19,66.38462379463407
2024-03-20,63.065392604902364
2024-03-21,61.405777010036516
2024-03-22,61.405777010036516
2024-03-23,73.02308617409747
2024-03-24,72.19327837666455
2024-03-25,64.72500819976821
2024-03-26,61.405777010036516
2024-03-27,62.23558480746944
2024-03-28,63.065392604902364
2024-03-29,61.405777010036516
2024-03-30,73.8528939715304
2024-03-31,63.89520040233529
2024-04-01,63.065392604902364
2024-04-02,71.36347057923163
2024-04-03,68.04423938949992
2024-04-04,66.38462379463407
2024-04-05,62.23558480746944
2024-04-06,73.8528939715304
2024-04-07,66.38462379463407
2024-04-08,57.256738022871886
2024-04-09,63.89520040233529
2024-04-10,64.72500819976821
2024-04-11,61.405777010036516
2024-04-12,62.23558480746944
2024-04-13,74.68270176896333
2024-04-14,72.19327837666455
2024-04-15,64.72500819976821
2024-04-16,64.72500819976821
2024-04-17,60.57596921260359
2024-04-18,63.89520040233529
2024-04-19,61.405777010036516
2024-04-20,74.68270176896333
2024-04-21,67.214431592067
2024-04-22,69.70385498436578
2024-04-23,63.89520040233529
2024-04-24,64.72500819976821
2024-04-25,68.87404718693284
2024-04-26,65.55481599720115
2024-04-27,73.02308617409747
2024-04-28,72.19327837666455
2024-04-29,63.89520040233529
2024-04-30,67.214431592067
2024-05-01,65.55481599720115
2024-05-02,69.70385498436578
2024-05-03,71.36347057923163
2024-05-04,73.02308617409747
2024-05-05,74.68270176896333
2024-05-06,65.55481599720115
2024-05-07,65.55481599720115
2024-05-08,62.23558480746944
2024-05-09,63.065392604902364
2024-05-10,66.38462379463407
2024-05-11,71.36347057923163
2024-05-12,65.55481599720115
2024-05-13,66.38462379463407
2024-05-14,68.04423938949992
2024-05-15,66.38462379463407
2024-05-16,68.04423938949992
2024-05-17,66.38462379463407
2024-05-18,79.66154855356089
2024-05-19,72.19327837666455
2024-05-20,67.214431592067
2024-05-21,68.87404718693284
2024-05-22,67.214431592067
2024-05-23,65.55481599720115
2024-05-24,69.70385498436578
2024-05-25,78.00193295869504
2024-05-26,75.51250956639626
2024-05-27,71.36347057923163
2024-05-28,68.04423938949992
2024-05-29,66.38462379463407
2024-05-30,67.214431592067
2024-05-31,72.19327837666455
2024-06-01,82.98077974329259
2024-06-02,78.00193295869504
2024-06-03,79.66154855356089
2024-06-04,74.68270176896333
2024-06-05,72.19327837666455
2024-06-06,68.04423938949992
2024-06-07,71.36347057923163
2024-06-08,76.34231736382918
2024-06-09,72.19327837666455
2024-06-10,73.02308617409747
2024-06-11,72.19327837666455
2024-06-12,70.5336627817987
2024-06-13,73.02308617409747
2024-06-14,69.70385498436578
2024-06-15,78.83174075612796
2024-06-16,68.04423938949992
2024-06-17,69.70385498436578
2024-06-18,71.36347057923163
2024-06-19,70.5336627817987
2024-06-20,68.04423938949992
2024-06-21,70.5336627817987
2024-06-22,77.1721251612621
2024-06-23,77.1721251612621
2024-06-24,73.8528939715304
2024-06-25,72.19327837666455
2024-06-26,72.19327837666455
2024-06-27,71.36347057923163
2024-06-28,68.87404718693284
2024-06-29,80.49135635099381
2024-06-30,73.8528939715304
2024-07-01,82.15097194585967
2024-07-02,73.02308617409747
2024-07-03,77.1721251612621
2024-07-04,72.19327837666455
2024-07-05,69.70385498436578
2024-07-06,79.66154855356089
2024-07-07,74.68270176896333
2024-07-08,69.70385498436578
2024-07-09,70.5336627817987
2024-07-10,72.19327837666455
2024-07-11,68.87404718693284
2024-07-12,69.70385498436578
2024-07-13,78.00193295869504
2024-07-14,68.87404718693284
2024-07-15,69.70385498436578
2024-07-16,69.70385498436578
2024-07-17,71.36347057923163
2024-07-18,68.87404718693284
2024-07-19,71.36347057923163
2024-07-20,81.32116414842673
2024-07-21,73.8528939715304
2024-07-22,76.34231736382918
2024-07-23,73.8528939715304
2024-07-24,70.5336627817987
2024-07-25,67.214431592067
2024-07-26,68.87404718693284
2024-07-27,77.1721251612621
2024-07-28,68.87404718693284
2024-07-29,68.04423938949992
2024-07-30,68.04423938949992
2024-07-31,68.87404718693284
2024-08-01,70.5336627817987
2024-08-02,73.02308617409747
2024-08-03,77.1721251612621
2024-08-04,73.02308617409747
2024-08-05,68.87404718693284
2024-08-06,72.19327837666455
2024-08-07,73.02308617409747
2024-08-08,68.87404718693284
2024-08-09,66.38462379463407
2024-08-10,77.1721251612621
2024-08-11,72.19327837666455
2024-08-12,70.5336627817987
2024-08-13,69.70385498436578
2024-08-14,65.55481599720115
2024-08-15,68.87404718693284
2024-08-16,67.214431592067
2024-08-17,81.32116414842673
2024-08-18,73.17086016542115
2024-08-19,67.69753887139439
2024-08-20,67.28263497267793
2024-08-21,67.69753887139439
2024-08-22,68.96498502774742
2024-08-23,68.12381000021267
2024-08-24,77.37673530309488
2024-08-25,73.17086016542115
2024-08-26,66.44145994514318
2024-08-27,66.85636384385964
2024-08-28,66.0151888163249
2024-08-29,68.12381000021267
2024-08-30,63.917934862538935
2024-08-31,73.5857640641376
2024-09-01,71.90341400906811
2024-09-02,78.6328142293461
2024-09-03,67.28263497267793
2024-09-04,69.80616005528216
2024-09-05,59.7120597248652
2024-09-06,60.553234752399945
2024-09-07,68.12381000021267
2024-09-08,67.28263497267793
2024-09-09,62.23558480746945
2024-09-10,60.553234752399945
2024-09-11,54.665009559656724
2024-09-12,62.23558480746945
2024-09-13,61.3944097799347
2024-09-14,71.90341400906811
2024-09-15,63.917934862538935
2024-09-16,63.94066932274258
2024-09-17,63.088127065106015
2024-09-18,69.05592286856199
2024-09-19,61.38304254983288
2024-09-20,60.53050029219631
2024-09-21,80.99151447547393
2024-09-22,69.05592286856199
2024-09-23,63.088127065106015
2024-09-24,61.38304254983288
2024-09-25,58.82541577692318
