Time,colony
2024-10-10,73.70610001472247
2024-10-11,68.36507827452519
2024-10-12,48.069195661775524
2024-10-13,44.864582617657156
2024-10-14,65.16046523040681
2024-10-15,72.63789566668301
2024-10-16,71.56969131864356
2024-10-17,70.5014869706041
2024-10-18,70.5014869706041
2024-10-19,44.864582617657156
2024-10-20,45.932786965696614
2024-10-21,69.43328262256465
2024-10-22,68.36507827452519
2024-10-23,70.5014869706041
2024-10-24,70.5014869706041
2024-10-25,67.29687392648573
2024-10-26,41.65996957353879
2024-10-27,43.7963782696177
2024-10-28,65.16046523040681
2024-10-29,64.09226088236737
2024-10-30,63.02405653432791
2024-10-31,58.751239142170085
2024-11-01,57.68303479413063
2024-11-02,42.72817392157825
2024-11-03,41.65996957353879
2024-11-04,58.751239142170085
2024-11-05,51.27380870589389
2024-11-06,43.7963782696177
2024-11-07,59.81944349020954
2024-11-08,60.887647838248995
2024-11-09,44.864582617657156
2024-11-10,44.864582617657156
2024-11-11,52.34201305393335
2024-11-12,58.751239142170085
2024-11-13,64.09226088236737
2024-11-14,61.95585218628845
2024-11-15,61.95585218628845
2024-11-16,40.59176522549933
2024-11-17,43.7963782696177
2024-11-18,61.95585218628845
2024-11-19,64.09226088236737
2024-11-20,66.22866957844627
2024-11-21,63.02405653432791
2024-11-22,59.81944349020954
2024-11-23,44.864582617657156
2024-11-24,43.7963782696177
2024-11-25,58.751239142170085
2024-11-26,54.47842175001226
2024-11-27,50.20560435785443
2024-11-28,39.52356087745987
2024-11-29,50.20560435785443
2024-11-30,48.069195661775524
2024-12-01,41.65996957353879
2024-12-02,59.81944349020954
2024-12-03,63.02405653432791
2024-12-04,60.887647838248995
2024-12-05,61.95585218628845
2024-12-06,65.16046523040681
2024-12-07,51.27380870589389
2024-12-08,51.27380870589389
2024-12-09,65.16046523040681
2024-12-10,69.43328262256465
2024-12-11,67.29687392648573
2024-12-12,70.5014869706041
2024-12-13,70.5014869706041
2024-12-14,54.47842175001226
2024-12-15,52.34201305393335
2024-12-16,68.36507827452519
2024-12-17,66.22866957844627
2024-12-18,66.22866957844627
2024-12-19,64.09226088236737
2024-12-20,54.47842175001226
2024-12-21,44.864582617657156
2024-12-22,44.864582617657156
2024-12-23,45.932786965696614
2024-12-24,44.864582617657156
2024-12-25,35.25074348530205
2024-12-26,44.864582617657156
2024-12-27,47.000991313736066
2024-12-28,40.59176522549933
2024-12-29,41.65996957353879
2024-12-30,44.864582617657156
2024-12-31,44.864582617657156
2025-01-01,41.65996957353879
2025-01-02,40.59176522549933
2025-01-03,44.864582617657156
2025-01-04,43.7963782696177
2025-01-05,38.45535652942042
2025-01-06,47.000991313736066
2025-01-07,49.13740000981498
2025-01-08,51.27380870589389
2025-01-09,55.54662609805172
2025-01-10,51.27380870589389
2025-01-11,41.65996957353879
2025-01-12,45.932786965696614
2025-01-13,55.54662609805172
2025-01-14,57.68303479413063
2025-01-15,57.68303479413063
2025-01-16,57.68303479413063
2025-01-17,60.887647838248995
2025-01-18,44.864582617657156
2025-01-19,35.25074348530205
2025-01-20,42.72817392157825
2025-01-21,48.069195661775524
2025-01-22,52.34201305393335
2025-01-23,56.61483044609117
2025-01-24,59.81944349020954
2025-01-25,45.932786965696614
2025-01-26,43.7963782696177
2025-01-27,64.09226088236737
2025-01-28,59.81944349020954
2025-01-29,57.68303479413063
2025-01-30,58.751239142170085
2025-01-31,58.751239142170085
2025-02-01,43.7963782696177
2025-02-02,49.13740000981498
2025-02-03,56.61483044609117
2025-02-04,61.95585218628845
2025-02-05,56.61483044609117
2025-02-06,56.61483044609117
2025-02-07,58.751239142170085
2025-02-08,43.7963782696177
2025-02-09,40.59176522549933
2025-02-10,51.27380870589389
2025-02-11,54.47842175001226
2025-02-12,53.4102174019728
2025-02-13,54.47842175001226
2025-02-14,52.34201305393335
2025-02-15,44.864582617657156
2025-02-16,41.65996957353879
2025-02-17,44.864582617657156
2025-02-18,56.61483044609117
2025-02-19,51.27380870589389
2025-02-20,51.27380870589389
2025-02-21,50.20560435785443
2025-02-22,45.932786965696614
2025-02-23,43.7963782696177
2025-02-24,68.36507827452519
2025-02-25,76.91071305884084
2025-02-26,61.95585218628845
2025-02-27,57.68303479413063
2025-02-28,53.4102174019728
2025-03-01,50.20560435785443
2025-03-02,45.932786965696614
2025-03-03,55.54662609805172
2025-03-04,56.61483044609117
2025-03-05,55.54662609805172
2025-03-06,54.47842175001226
2025-03-07,50.20560435785443
2025-03-08,44.864582617657156
2025-03-09,41.65996957353879
2025-03-10,53.4102174019728
2025-03-11,50.20560435785443
2025-03-12,54.47842175001226
2025-03-13,52.34201305393335
2025-03-14,48.069195661775524
2025-03-15,44.864582617657156
2025-03-16,43.7963782696177
2025-03-17,52.34201305393335
2025-03-18,52.34201305393335
2025-03-19,51.27380870589389
2025-03-20,53.4102174019728
2025-03-21,47.000991313736066
2025-03-22,45.932786965696614
2025-03-23,44.864582617657156
2025-03-24,51.27380870589389
2025-03-25,52.34201305393335
2025-03-26,51.27380870589389
2025-03-27,49.13740000981498
2025-03-28,52.34201305393335
2025-03-29,47.000991313736066
2025-03-30,41.65996957353879
2025-03-31,53.4102174019728
2025-04-01,50.20560435785443
2025-04-02,49.13740000981498
2025-04-03,50.20560435785443
2025-04-04,50.20560435785443
2025-04-05,45.932786965696614
2025-04-06,40.59176522549933
2025-04-07,48.069195661775524
2025-04-08,51.27380870589389
2025-04-09,50.20560435785443
2025-04-10,52.34201305393335
2025-04-11,52.34201305393335
2025-04-12,43.7963782696177
2025-04-13,41.65996957353879
2025-04-14,48.069195661775524
2025-04-15,49.323174679039234
2025-04-16,50.99514670205751
2025-04-17,49.323174679039234
2025-04-18,51.59891437703634
2025-04-19,43.09972326002675
2025-04-20,42.49595558504792
2025-04-21,47.04743498104213
2025-04-22,49.85727685305896
2025-04-23,47.04743498104213
2025-04-24,48.719407004060415
2025-04-25,48.18530483004068
2025-04-26,45.90956513204358
2025-04-27,44.2375931090253
2025-04-28,53.87465407503343
2025-04-29,50.99514670205751
2025-04-30,54.40875624905317
2025-05-01,55.54662609805172
2025-05-02,55.54662609805172
2025-05-03,45.90956513204358
2025-05-04,44.771695283045034
2025-05-05,55.54662609805172
2025-05-06,49.323174679039234
2025-05-07,53.270886400054614
2025-05-08,52.736784226034885
2025-05-09,52.13301655105606
2025-05-10,47.04743498104213
2025-05-11,47.04743498104213
2025-05-12,54.40875624905317
2025-05-13,50.46104452803778
2025-05-14,50.71648469822113
2025-05-15,51.924020048178775
2025-05-16,50.71648469822113
2025-05-17,47.093878648348195
2025-05-18,43.47127259847525
2025-05-19,50.71648469822113
2025-05-20,54.33909074809407
2025-05-21,50.71648469822113
2025-05-22,50.71648469822113
2025-05-23,49.508949348263485
2025-05-24,48.30141399830584
2025-05-25,48.30141399830584
2025-05-26,49.508949348263485
2025-05-27,49.508949348263485
2025-05-28,47.093878648348195
2025-05-29,48.30141399830584
2025-05-30,48.30141399830584
2025-05-31,45.88634329839055
2025-06-01,45.88634329839055
2025-06-02,47.093878648348195
2025-06-03,48.30141399830584
2025-06-04,48.30141399830584
2025-06-05,47.093878648348195
2025-06-06,49.508949348263485
2025-06-07,49.508949348263485
2025-06-08,44.678807948432905
2025-06-09,48.30141399830584
2025-06-10,47.093878648348195
2025-06-11,45.88634329839055
2025-06-12,47.093878648348195
2025-06-13,48.30141399830584
2025-06-14,47.093878648348195
2025-06-15,43.47127259847525
2025-06-16,48.30141399830584
2025-06-17,48.30141399830584
2025-06-18,45.88634329839055
2025-06-19,47.093878648348195
2025-06-20,50.71648469822113
2025-06-21,50.71648469822113
2025-06-22,42.26373724851761
2025-06-23,45.88634329839055
2025-06-24,47.093878648348195
2025-06-25,48.30141399830584
2025-06-26,45.88634329839055
2025-06-27,48.30141399830584
2025-06-28,49.508949348263485
2025-06-29,44.678807948432905
2025-06-30,44.678807948432905
2025-07-01,47.093878648348195
2025-07-02,48.30141399830584
2025-07-03,49.508949348263485
2025-07-04,54.33909074809407
2025-07-05,50.71648469822113
2025-07-06,48.30141399830584
2025-07-07,48.30141399830584
2025-07-08,49.508949348263485
2025-07-09,45.88634329839055
2025-07-10,49.508949348263485
2025-07-11,54.33909074809407
2025-07-12,53.13155539813643
2025-07-13,54.33909074809407
2025-07-14,48.30141399830584
2025-07-15,45.88634329839055
2025-07-16,48.30141399830584
2025-07-17,48.30141399830584
2025-07-18,48.30141399830584
2025-07-19,54.33909074809407
2025-07-20,56.75416144800936
2025-07-21,53.13155539813643
2025-07-22,49.508949348263485
2025-07-23,50.71648469822113
2025-07-24,47.093878648348195
2025-07-25,51.924020048178775
2025-07-26,53.13155539813643
2025-07-27,50.71648469822113
2025-07-28,50.71648469822113
2025-07-29,49.508949348263485
2025-07-30,63.99937354775524
2025-07-31,56.75416144800936
2025-08-01,51.924020048178775
2025-08-02,53.13155539813643
2025-08-03,45.88634329839055
2025-08-04,50.71648469822113
2025-08-05,51.924020048178775
2025-08-06,49.508949348263485
2025-08-07,51.924020048178775
2025-08-08,54.33909074809407
2025-08-09,51.924020048178775
2025-08-10,50.71648469822113
2025-08-11,55.54662609805172
2025-08-12,53.13155539813643
2025-08-13,55.54662609805172
2025-08-14,55.54662609805172
2025-08-15,56.75416144800936
2025-08-16,50.71648469822113
2025-08-17,49.508949348263485
2025-08-18,63.99937354775524
2025-08-19,60.3767674978823
2025-08-20,61.58430284783994
2025-08-21,71.24458564750111
2025-08-22,67.62197959762818
2025-08-23,49.508949348263485
2025-08-24,50.71648469822113
2025-08-25,76.07472704733169
2025-08-26,74.86719169737405
2025-08-27,79.69733309720463
2025-08-28,79.69733309720463
2025-08-29,74.86719169737405
2025-08-30,50.71648469822113
2025-08-31,53.13155539813643
2025-09-01,57.96169679796701
2025-09-02,82.11240379711992
2025-09-03,80.90486844716229
2025-09-04,96.60282799661168
2025-09-05,92.98022194673874
2025-09-06,51.924020048178775
2025-09-07,50.71648469822113
2025-09-08,84.52747449703521
2025-09-09,82.11240379711992
2025-09-10,78.489797747247
2025-09-11,76.07472704733169
2025-09-12,82.11240379711992
2025-09-13,49.508949348263485
2025-09-14,48.30141399830584
2025-09-15,80.90486844716229
2025-09-16,79.69733309720463
2025-09-17,79.69733309720463
2025-09-18,80.90486844716229
2025-09-19,82.11240379711992
2025-09-20,48.30141399830584
2025-09-21,48.30141399830584
2025-09-22,82.11240379711992
2025-09-23,76.07472704733169
2025-09-24,80.90486844716229
2025-09-25,78.489797747247
2025-09-26,79.69733309720463
2025-09-27,49.508949348263485
2025-09-28,45.88634329839055
2025-09-29,76.07472704733169
2025-09-30,73.6596563474164
2025-10-01,74.86719169737405
2025-10-02,73.6596563474164
2025-10-03,70.03705029754347
2025-10-04,43.47127259847525
2025-10-05,43.47127259847525
2025-10-06,72.45212099745876
2025-10-07,71.24458564750111
2025-10-08,72.45212099745876
2025-10-09,76.07472704733169
2025-10-10,66.41444424767053
2025-10-11,45.88634329839055
2025-10-12,45.88634329839055
2025-10-13,61.58430284783994
2025-10-14,67.62197959762818
2025-10-15,65.20690889771288
2025-10-16,67.62197959762818
2025-10-17,63.99937354775524
2025-10-18,44.678807948432905
2025-10-19,45.88634329839055
2025-10-20,62.79183819779759
2025-10-21,70.03705029754347
2025-10-22,62.79183819779759
2025-10-23,67.62197959762818
2025-10-24,65.20690889771288
2025-10-25,43.47127259847525
2025-10-26,42.26373724851761
2025-10-27,61.58430284783994
2025-10-28,62.79183819779759
2025-10-29,66.41444424767053
2025-10-30,65.20690889771288
2025-10-31,59.16923214792465
2025-11-01,43.47127259847525
2025-11-02,43.47127259847525
2025-11-03,66.41444424767053
2025-11-04,59.16923214792465
2025-11-05,61.58430284783994
2025-11-06,65.20690889771288
2025-11-07,61.58430284783994
2025-11-08,49.508949348263485
2025-11-09,49.508949348263485
2025-11-10,59.16923214792465
2025-11-11,55.54662609805172
2025-11-12,61.58430284783994
2025-11-13,65.20690889771288
2025-11-14,62.79183819779759
2025-11-15,49.508949348263485
2025-11-16,48.30141399830584
2025-11-17,63.99937354775524
2025-11-18,65.20690889771288
2025-11-19,120.7535349957646
2025-11-20,85.73500984699287
2025-11-21,65.20690889771288
2025-11-22,53.13155539813643
2025-11-23,47.093878648348195
2025-11-24,56.75416144800936
2025-11-25,60.3767674978823
2025-11-26,51.924020048178775
2025-11-27,39.84866654860232
2025-11-28,51.924020048178775
2025-11-29,54.33909074809407
2025-11-30,54.33909074809407
2025-12-01,63.99937354775524
2025-12-02,61.58430284783994
2025-12-03,61.58430284783994
2025-12-04,65.20690889771288
2025-12-05,66.41444424767053
2025-12-06,65.20690889771288
2025-12-07,57.96169679796701
2025-12-08,66.41444424767053
2025-12-09,66.41444424767053
2025-12-10,70.03705029754347
2025-12-11,70.67003253744062
2025-12-12,73.60122721757975
2025-12-13,61.81801936718658
2025-12-14,64.17466093726522
2025-12-15,71.24458564750111
2025-12-16,67.13507018232266
2025-12-17,73.60122721757975
2025-12-18,73.60122721757975
2025-12-19,77.13618957269769
2025-12-20,68.31339096736198
2025-12-21,68.88794407742247
2025-12-22,65.35298172230452
2025-12-23,65.35298172230452
2025-12-24,63.600107827204724
2025-12-25,52.99522076185089
2025-12-26,64.17466093726522
2025-12-27,62.9963401522259
2025-12-28,61.81801936718658
2025-12-29,61.81801936718658
2025-12-30,61.81801936718658
2025-12-31,58.28305701206864
2026-01-01,56.53018311696883
2026-01-02,58.886824687047465
2026-01-03,62.421787042165406
2026-01-04,57.10473622702932
2026-01-05,52.99522076185089
2026-01-06,61.24346625712609
2026-01-07,65.35298172230452
2026-01-08,66.53130250734384
2026-01-09,70.09547942738013
2026-01-10,57.45531100604928
2026-01-11,54.007992345686326
2026-01-12,65.49905454689618
2026-01-13,66.64816076701716
2026-01-14,66.64816076701716
2026-01-15,67.79726698713816
2026-01-16,67.79726698713816
2026-01-17,57.45531100604928
2026-01-18,55.15709856580731
2026-01-19,55.15709856580731
2026-01-20,65.49905454689618
2026-01-21,68.94637320725914
2026-01-22,66.64816076701716
2026-01-23,63.20084210665421
2026-01-24,55.15709856580731
2026-01-25,56.306204785928294
2026-01-26,64.34994832677519
2026-01-27,63.20084210665421
2026-01-28,63.20084210665421
2026-01-29,70.09547942738013
2026-01-30,66.64816076701716
2026-01-31,60.90262966641224
2026-02-01,63.20084210665421
2026-02-02,68.94637320725914
2026-02-03,73.54279808774308
2026-02-04,85.03386028895294
2026-02-05,114.91062201209856
2026-02-06,91.92849760967886
2026-02-07,72.3936918676221
2026-02-08,74.69190430786406
2026-02-09,72.3936918676221
2026-02-10,75.84101052798505
2026-02-11,71.24458564750111
2026-02-12,71.24458564750111
2026-02-13,101.12134737064673
2026-02-14,94.22671004992083
2026-02-15,63.20084210665421
2026-02-16,63.20084210665421
2026-02-17,64.34994832677519
2026-02-18,64.34994832677519
2026-02-19,67.79726698713816
2026-02-20,65.49905454689618
2026-02-21,64.34994832677519
2026-02-22,57.45531100604928
2026-02-23,65.49905454689618
2026-02-24,63.20084210665421
2026-02-25,65.49905454689618
2026-02-26,65.49905454689618
2026-02-27,74.69190430786406
2026-02-28,52.85888612556534
2026-03-01,50.560673685323366
2026-03-02,62.05173588653322
2026-03-03,60.90262966641224
2026-03-04,59.753523446291254
2026-03-05,59.753523446291254
2026-03-06,56.306204785928294
2026-03-07,55.15709856580731
2026-03-08,54.007992345686326
2026-03-09,60.90262966641224
2026-03-10,60.90262966641224
2026-03-11,60.90262966641224
2026-03-12,59.753523446291254
2026-03-13,59.753523446291254
2026-03-14,58.60441722617027
2026-03-15,51.70977990544435
2026-03-16,55.15709856580731
2026-03-17,56.306204785928294
2026-03-18,60.90262966641224
2026-03-19,58.60441722617027
2026-03-20,65.49905454689618
2026-03-21,52.85888612556534
2026-03-22,56.306204785928294
2026-03-23,59.753523446291254
2026-03-24,60.90262966641224
2026-03-25,58.60441722617027
2026-03-26,64.34994832677519
2026-03-27,67.79726698713816
2026-03-28,56.306204785928294
2026-03-29,57.45531100604928
2026-03-30,60.90262966641224
2026-03-31,58.60441722617027
2026-04-01,60.90262966641224
2026-04-02,58.60441722617027
2026-04-03,57.45531100604928
2026-04-04,56.306204785928294
2026-04-05,55.15709856580731
2026-04-06,58.60441722617027
2026-04-07,57.45531100604928
2026-04-08,67.79726698713816
2026-04-09,76.99011674810603
2026-04-10,78.13922296822702
2026-04-11,68.94637320725914
2026-04-12,62.05173588653322
2026-04-13,68.94637320725914
2026-04-14,74.69190430786406
2026-04-15,91.92849760967886
2026-04-16,72.3936918676221
2026-04-17,104.5686660310097
2026-04-18,106.86687847125167
2026-04-19,98.82313493040476
2026-04-20,62.05173588653322
2026-04-21,60.90262966641224
2026-04-22,59.753523446291254
2026-04-23,60.90262966641224
2026-04-24,68.94637320725914
2026-04-25,60.90262966641224
2026-04-26,58.60441722617027
2026-04-27,59.753523446291254
2026-04-28,59.753523446291254
2026-04-29,59.753523446291254
2026-04-30,73.54279808774308
2026-05-01,78.13922296822702
2026-05-02,81.58654162858998
2026-05-03,86.18296650907392
2026-05-04,82.73564784871097
2026-05-05,73.54279808774308
2026-05-06,76.99011674810603
2026-05-07,87.3320727291949
2026-05-08,86.18296650907392
2026-05-09,68.94637320725914
2026-05-10,67.79726698713816
2026-05-11,74.69190430786406
2026-05-12,66.64816076701716
2026-05-13,71.24458564750111
2026-05-14,71.24458564750111
2026-05-15,66.64816076701716
2026-05-16,68.94637320725914
2026-05-17,64.34994832677519
2026-05-18,64.34994832677519
2026-05-19,60.90262966641224
2026-05-20,70.09547942738013
2026-05-21,65.49905454689618
2026-05-22,63.20084210665421
2026-05-23,66.64816076701716
2026-05-24,85.03386028895294
2026-05-25,79.288329188348
2026-05-26,62.05173588653322
2026-05-27,60.90262966641224
2026-05-28,71.24458564750111
2026-05-29,80.437435408469
2026-05-30,88.48117894931589
2026-05-31,73.54279808774308
