Time,recession
2022-07-11,13.0
2022-07-12,12.0
2022-07-13,19.0
2022-07-14,18.0
2022-07-15,13.0
2022-07-16,9.0
2022-07-17,10.0
2022-07-18,12.0
2022-07-19,13.0
2022-07-20,10.0
2022-07-21,10.0
2022-07-22,10.0
2022-07-23,8.0
2022-07-24,9.0
2022-07-25,22.0
2022-07-26,30.0
2022-07-27,25.0
2022-07-28,100.0
2022-07-29,73.0
2022-07-30,28.0
2022-07-31,21.0
2022-08-01,20.0
2022-08-02,16.0
2022-08-03,16.0
2022-08-04,14.0
2022-08-05,12.0
2022-08-06,8.0
2022-08-07,7.0
2022-08-08,9.0
2022-08-09,8.0
2022-08-10,8.0
2022-08-11,7.0
2022-08-12,6.0
2022-08-13,5.0
2022-08-14,5.0
2022-08-15,7.0
2022-08-16,9.0
2022-08-17,9.0
2022-08-18,7.0
2022-08-19,6.0
2022-08-20,5.0
2022-08-21,6.0
2022-08-22,8.0
2022-08-23,8.0
2022-08-24,7.0
2022-08-25,7.0
2022-08-26,6.0
2022-08-27,5.0
2022-08-28,5.0
2022-08-29,6.2
2022-08-30,7.9
2022-08-31,7.1
2022-09-01,7.9
2022-09-02,6.2
2022-09-03,3.9000000000000004
2022-09-04,4.2
2022-09-05,4.9
2022-09-06,5.800000000000001
2022-09-07,6.1
2022-09-08,6.1
2022-09-09,5.1
2022-09-10,3.2
2022-09-11,4.0
2022-09-12,5.9
2022-09-13,7.2
2022-09-14,7.9
2022-09-15,7.0
2022-09-16,10.0
2022-09-17,6.9
2022-09-18,5.1
2022-09-19,7.9
2022-09-20,7.800000000000001
2022-09-21,10.100000000000001
2022-09-22,11.9
2022-09-23,13.0
2022-09-24,10.8
2022-09-25,7.9
2022-09-26,10.3
2022-09-27,11.200000000000001
2022-09-28,9.8
2022-09-29,11.0
2022-09-30,9.200000000000001
2022-10-01,5.800000000000001
2022-10-02,7.0
2022-10-03,9.4
2022-10-04,9.8
2022-10-05,9.200000000000001
2022-10-06,8.8
2022-10-07,8.0
2022-10-08,5.0
2022-10-09,5.2
2022-10-10,10.8
2022-10-11,17.0
2022-10-12,15.8
2022-10-13,13.0
2022-10-14,11.4
2022-10-15,7.2
2022-10-16,7.2
2022-10-17,11.0
2022-10-18,20.0
2022-10-19,17.2
2022-10-20,15.8
2022-10-21,13.4
2022-10-22,8.4
2022-10-23,8.200000000000001
2022-10-24,11.4
2022-10-25,11.0
2022-10-26,9.8
2022-10-27,10.8
2022-10-28,9.0
2022-10-29,6.800000000000001
2022-10-30,5.6000000000000005
2022-10-31,7.800000000000001
2022-11-01,7.4
2022-11-02,10.600000000000001
2022-11-03,12.0
2022-11-04,10.4
2022-11-05,7.0
2022-11-06,7.6000000000000005
2022-11-07,9.0
2022-11-08,7.6000000000000005
2022-11-09,8.8
2022-11-10,9.4
2022-11-11,7.2
2022-11-12,5.6000000000000005
2022-11-13,5.2
2022-11-14,9.0
2022-11-15,10.8
2022-11-16,10.0
2022-11-17,10.0
2022-11-18,8.6
2022-11-19,6.0
2022-11-20,6.0
2022-11-21,8.200000000000001
2022-11-22,7.800000000000001
2022-11-23,8.4
2022-11-24,6.0
2022-11-25,5.6000000000000005
2022-11-26,6.4
2022-11-27,5.800000000000001
2022-11-28,7.4
2022-11-29,7.800000000000001
2022-11-30,8.4
2022-12-01,7.800000000000001
2022-12-02,9.200000000000001
2022-12-03,6.6000000000000005
2022-12-04,5.2
2022-12-05,7.6000000000000005
2022-12-06,8.6
2022-12-07,9.600000000000001
2022-12-08,8.8
2022-12-09,8.4
2022-12-10,6.0
2022-12-11,5.2
2022-12-12,9.0
2022-12-13,7.2
2022-12-14,7.800000000000001
2022-12-15,8.6
2022-12-16,7.2
2022-12-17,5.2
2022-12-18,4.2
2022-12-19,6.4
2022-12-20,6.2
2022-12-21,6.6000000000000005
2022-12-22,5.4
2022-12-23,4.800000000000001
2022-12-24,3.8000000000000003
2022-12-25,3.6
2022-12-26,4.2
2022-12-27,4.800000000000001
2022-12-28,5.2
2022-12-29,4.800000000000001
2022-12-30,4.6000000000000005
2022-12-31,3.6
2023-01-01,3.4000000000000004
2023-01-02,5.4
2023-01-03,7.0
2023-01-04,7.4
2023-01-05,8.0
2023-01-06,7.0
2023-01-07,5.0
2023-01-08,4.4
2023-01-09,6.2
2023-01-10,6.800000000000001
2023-01-11,7.0
2023-01-12,6.6000000000000005
2023-01-13,6.2
2023-01-14,4.800000000000001
2023-01-15,4.800000000000001
2023-01-16,5.4
2023-01-17,7.6000000000000005
2023-01-18,8.4
2023-01-19,9.4
2023-01-20,8.4
2023-01-21,7.0
2023-01-22,5.6000000000000005
2023-01-23,8.8
2023-01-24,9.0
2023-01-25,8.4
2023-01-26,9.4
2023-01-27,8.0
2023-01-28,5.6000000000000005
2023-01-29,4.800000000000001
2023-01-30,6.800000000000001
2023-01-31,7.4
2023-02-01,7.6000000000000005
2023-02-02,8.0
2023-02-03,6.6000000000000005
2023-02-04,4.2
2023-02-05,4.800000000000001
2023-02-06,6.6000000000000005
2023-02-07,6.2
2023-02-08,5.800000000000001
2023-02-09,5.800000000000001
2023-02-10,5.800000000000001
2023-02-11,3.8000000000000003
2023-02-12,3.4000000000000004
2023-02-13,4.800000000000001
2023-02-14,5.0
2023-02-15,6.2
2023-02-16,6.800000000000001
2023-02-17,4.6000000000000005
2023-02-18,3.6
2023-02-19,3.8000000000000003
2023-02-20,4.4
2023-02-21,5.0
2023-02-22,5.4
2023-02-23,5.0
2023-02-24,5.2
2023-02-25,4.6000000000000005
2023-02-26,3.6
2023-02-27,5.800000000000001
2023-02-28,5.6000000000000005
2023-03-01,5.2
2023-03-02,5.6000000000000005
2023-03-03,4.4
2023-03-04,3.8000000000000003
2023-03-05,3.6
2023-03-06,5.2
2023-03-07,6.2
2023-03-08,6.4
2023-03-09,6.6000000000000005
2023-03-10,7.4
2023-03-11,7.0
2023-03-12,7.4
2023-03-13,9.4
2023-03-14,8.200000000000001
2023-03-15,7.2
2023-03-16,7.800000000000001
2023-03-17,6.800000000000001
2023-03-18,5.0
2023-03-19,4.6000000000000005
2023-03-20,7.0
2023-03-21,6.800000000000001
2023-03-22,9.200000000000001
2023-03-23,9.4
2023-03-24,7.6000000000000005
2023-03-25,6.6000000000000005
2023-03-26,4.2
2023-03-27,7.0
2023-03-28,7.0
2023-03-29,6.800000000000001
2023-03-30,6.4
2023-03-31,6.2
2023-04-01,4.4
2023-04-02,4.0
2023-04-03,6.2
2023-04-04,6.6000000000000005
2023-04-05,6.4
2023-04-06,6.2
2023-04-07,4.800000000000001
2023-04-08,4.0
2023-04-09,3.8000000000000003
2023-04-10,6.0
2023-04-11,7.2
2023-04-12,8.200000000000001
2023-04-13,10.200000000000001
2023-04-14,6.6000000000000005
2023-04-15,5.0
2023-04-16,5.0
2023-04-17,7.6000000000000005
2023-04-18,6.800000000000001
2023-04-19,6.6000000000000005
2023-04-20,6.800000000000001
2023-04-21,7.0
2023-04-22,4.6000000000000005
2023-04-23,4.6000000000000005
2023-04-24,6.800000000000001
2023-04-25,7.0
2023-04-26,7.2042553191489365
2023-04-27,8.8
2023-04-28,6.62340425531915
2023-04-29,4.4
2023-04-30,4.787234042553192
2023-05-01,7.785106382978723
2023-05-02,9.380851063829788
2023-05-03,9.380851063829788
2023-05-04,8.512765957446808
2023-05-05,7.01063829787234
2023-05-06,4.446808510638298
2023-05-07,5.268085106382978
2023-05-08,6.576595744680851
2023-05-09,7.2042553191489365
2023-05-10,6.963829787234042
2023-05-11,6.576595744680851
2023-05-12,5.561702127659575
2023-05-13,3.625531914893617
2023-05-14,5.221276595744681
2023-05-15,7.01063829787234
2023-05-16,6.62340425531915
2023-05-17,6.723404255319149
2023-05-18,5.948936170212766
2023-05-19,4.787234042553192
2023-05-20,3.238297872340426
2023-05-21,4.012765957446808
2023-05-22,5.895744680851064
2023-05-23,6.917021276595745
2023-05-24,7.397872340425532
2023-05-25,8.051063829787234
2023-05-26,6.272340425531914
2023-05-27,4.868085106382979
2023-05-28,4.025531914893617
2023-05-29,3.6510638297872338
2023-05-30,4.774468085106383
2023-05-31,4.961702127659574
2023-06-01,5.336170212765957
2023-06-02,4.774468085106383
2023-06-03,3.4638297872340424
2023-06-04,4.212765957446808
2023-06-05,5.617021276595745
2023-06-06,6.178723404255319
2023-06-07,5.897872340425532
2023-06-08,5.148936170212766
2023-06-09,4.212765957446808
2023-06-10,2.9957446808510637
2023-06-11,3.276595744680851
2023-06-12,3.6510638297872338
2023-06-13,3.931914893617021
2023-06-14,4.306382978723404
2023-06-15,4.587234042553192
2023-06-16,3.557446808510638
2023-06-17,3.182978723404255
2023-06-18,3.0893617021276594
2023-06-19,3.0893617021276594
2023-06-20,3.370212765957447
2023-06-21,3.6510638297872338
2023-06-22,3.370212765957447
2023-06-23,3.276595744680851
2023-06-24,2.4340425531914893
2023-06-25,2.527659574468085
2023-06-26,3.557446808510638
2023-06-27,3.8382978723404255
2023-06-28,4.493617021276595
2023-06-29,4.025531914893617
2023-06-30,3.0893617021276594
2023-07-01,2.7148936170212763
2023-07-02,2.527659574468085
2023-07-03,2.902127659574468
2023-07-04,2.902127659574468
2023-07-05,3.182978723404255
2023-07-06,3.557446808510638
2023-07-07,3.182978723404255
2023-07-08,2.7148936170212763
2023-07-09,2.902127659574468
2023-07-10,3.182978723404255
2023-07-11,3.6510638297872338
2023-07-12,3.8382978723404255
2023-07-13,4.1191489361702125
2023-07-14,2.902127659574468
2023-07-15,2.6212765957446806
2023-07-16,2.7148936170212763
2023-07-17,3.557446808510638
2023-07-18,3.370212765957447
2023-07-19,3.557446808510638
2023-07-20,3.276595744680851
2023-07-21,3.8382978723404255
2023-07-22,3.6510638297872338
2023-07-23,2.527659574468085
2023-07-24,3.557446808510638
2023-07-25,4.493617021276595
2023-07-26,4.1191489361702125
2023-07-27,4.587234042553192
2023-07-28,3.6510638297872338
2023-07-29,2.8085106382978724
2023-07-30,2.527659574468085
2023-07-31,3.182978723404255
2023-08-01,3.370212765957447
2023-08-02,3.370212765957447
2023-08-03,3.74468085106383
2023-08-04,3.182978723404255
2023-08-05,3.370212765957447
2023-08-06,2.8085106382978724
2023-08-07,3.0893617021276594
2023-08-08,4.1191489361702125
2023-08-09,3.74468085106383
2023-08-10,3.4638297872340424
2023-08-11,3.0893617021276594
2023-08-12,2.3404255319148937
2023-08-13,2.527659574468085
2023-08-14,3.0893617021276594
2023-08-15,5.336170212765957
2023-08-16,5.897872340425532
2023-08-17,6.834042553191489
2023-08-18,5.05531914893617
2023-08-19,4.3999999999999995
2023-08-20,2.9957446808510637
2023-08-21,3.4638297872340424
2023-08-22,3.4638297872340424
2023-08-23,5.991489361702127
2023-08-24,7.582978723404255
2023-08-25,6.740425531914894
2023-08-26,3.557446808510638
2023-08-27,2.902127659574468
2023-08-28,3.74468085106383
2023-08-29,3.74468085106383
2023-08-30,4.1191489361702125
2023-08-31,3.74468085106383
2023-09-01,3.370212765957447
2023-09-02,2.7148936170212763
2023-09-03,2.6212765957446806
2023-09-04,2.7148936170212763
2023-09-05,3.8382978723404255
2023-09-06,3.931914893617021
2023-09-07,3.8382978723404255
2023-09-08,3.6510638297872338
2023-09-09,2.6212765957446806
2023-09-10,2.8085106382978724
2023-09-11,4.025531914893617
2023-09-12,4.025531914893617
2023-09-13,4.587234042553192
2023-09-14,4.1191489361702125
2023-09-15,4.025531914893617
2023-09-16,2.527659574468085
2023-09-17,3.0893617021276594
2023-09-18,4.212765957446808
2023-09-19,4.212765957446808
2023-09-20,4.212765957446808
2023-09-21,4.3999999999999995
2023-09-22,3.557446808510638
2023-09-23,3.182978723404255
2023-09-24,2.9957446808510637
2023-09-25,4.680851063829787
2023-09-26,4.774468085106383
2023-09-27,4.961702127659574
2023-09-28,5.05531914893617
2023-09-29,4.212765957446808
2023-09-30,2.8085106382978724
2023-10-01,3.182978723404255
2023-10-02,4.774468085106383
2023-10-03,5.336170212765957
2023-10-04,5.523404255319149
2023-10-05,5.336170212765957
2023-10-06,4.493617021276595
2023-10-07,3.8382978723404255
2023-10-08,3.74468085106383
2023-10-09,4.025531914893617
2023-10-10,4.306382978723404
2023-10-11,4.1191489361702125
2023-10-12,4.025531914893617
2023-10-13,3.276595744680851
2023-10-14,2.8085106382978724
2023-10-15,2.902127659574468
2023-10-16,3.931914893617021
2023-10-17,4.306382978723404
2023-10-18,4.212765957446808
2023-10-19,4.493617021276595
2023-10-20,4.025531914893617
2023-10-21,2.9957446808510637
2023-10-22,3.0893617021276594
2023-10-23,4.961702127659574
2023-10-24,5.05531914893617
2023-10-25,4.587234042553192
2023-10-26,4.868085106382979
2023-10-27,4.3999999999999995
2023-10-28,2.8085106382978724
2023-10-29,2.902127659574468
2023-10-30,4.306382978723404
2023-10-31,4.493617021276595
2023-11-01,7.208510638297872
2023-11-02,5.05531914893617
2023-11-03,4.306382978723404
2023-11-04,2.9957446808510637
2023-11-05,3.276595744680851
2023-11-06,4.3999999999999995
2023-11-07,4.493617021276595
2023-11-08,4.493617021276595
2023-11-09,4.1191489361702125
2023-11-10,3.557446808510638
2023-11-11,2.9957446808510637
2023-11-12,2.6212765957446806
2023-11-13,4.493617021276595
2023-11-14,4.868085106382979
2023-11-15,4.587234042553192
2023-11-16,4.306382978723404
2023-11-17,4.025531914893617
2023-11-18,2.4340425531914893
2023-11-19,2.3404255319148937
2023-11-20,3.182978723404255
2023-11-21,3.370212765957447
2023-11-22,2.3404255319148937
2023-11-23,1.6851063829787234
2023-11-24,1.872340425531915
2023-11-25,1.9659574468085106
2023-11-26,2.2468085106382976
2023-11-27,3.8382978723404255
2023-11-28,4.1191489361702125
2023-11-29,4.774468085106383
2023-11-30,4.493617021276595
2023-12-01,4.306382978723404
2023-12-02,3.182978723404255
2023-12-03,2.6212765957446806
2023-12-04,4.587234042553192
2023-12-05,4.212765957446808
2023-12-06,4.587234042553192
2023-12-07,4.1191489361702125
2023-12-08,4.587234042553192
2023-12-09,2.7148936170212763
2023-12-10,2.8085106382978724
2023-12-11,3.931914893617021
2023-12-12,4.306382978723404
2023-12-13,4.212765957446808
2023-12-14,4.3999999999999995
2023-12-15,3.6510638297872338
2023-12-16,2.4340425531914893
2023-12-17,2.3404255319148937
2023-12-18,3.0893617021276594
2023-12-19,3.276595744680851
2023-12-20,3.182978723404255
2023-12-21,2.8085106382978724
2023-12-22,2.1933130699088146
2023-12-23,1.6984802431610941
2023-12-24,1.79209726443769
2023-12-25,1.6984802431610941
2023-12-26,2.4541033434650457
2023-12-27,2.1933130699088146
2023-12-28,2.500911854103343
2023-12-29,2.2401215805471124
2023-12-30,1.79209726443769
2023-12-31,1.6048632218844983
2024-01-01,1.79209726443769
2024-01-02,2.641337386018237
2024-01-03,2.9957446808510637
2024-01-04,2.948936170212766
2024-01-05,2.5945288753799387
2024-01-06,1.79209726443769
2024-01-07,1.79209726443769
2024-01-08,2.5945288753799387
2024-01-09,2.9957446808510637
2024-01-10,3.3501519756838904
2024-01-11,3.0893617021276594
2024-01-12,2.948936170212766
2024-01-13,2.099696048632219
2024-01-14,2.0528875379939207
2024-01-15,2.0528875379939207
2024-01-16,2.5477203647416413
2024-01-17,3.3969604863221883
2024-01-18,3.0425531914893615
2024-01-19,2.948936170212766
2024-01-20,2.139817629179331
2024-01-21,2.139817629179331
2024-01-22,3.4237082066869298
2024-01-23,2.9957446808510637
2024-01-24,3.4237082066869298
2024-01-25,3.4237082066869298
2024-01-26,3.4237082066869298
2024-01-27,2.567781155015197
2024-01-28,2.567781155015197
2024-01-29,3.4237082066869298
2024-01-30,3.851671732522796
2024-01-31,3.4237082066869298
2024-02-01,3.4237082066869298
2024-02-02,2.9957446808510637
2024-02-03,2.567781155015197
2024-02-04,2.567781155015197
2024-02-05,3.4237082066869298
2024-02-06,3.4237082066869298
2024-02-07,3.851671732522796
2024-02-08,3.4237082066869298
2024-02-09,2.9957446808510637
2024-02-10,2.139817629179331
2024-02-11,2.139817629179331
2024-02-12,2.9957446808510637
2024-02-13,3.851671732522796
2024-02-14,4.279635258358662
2024-02-15,8.98723404255319
2024-02-16,8.131306990881459
2024-02-17,4.707598784194529
2024-02-18,3.851671732522796
2024-02-19,4.279635258358662
2024-02-20,4.707598784194529
2024-02-21,4.279635258358662
2024-02-22,4.707598784194529
2024-02-23,3.851671732522796
2024-02-24,2.9957446808510637
2024-02-25,2.567781155015197
2024-02-26,4.279635258358662
2024-02-27,4.279635258358662
2024-02-28,3.851671732522796
2024-02-29,4.279635258358662
2024-03-01,3.851671732522796
2024-03-02,2.567781155015197
2024-03-03,2.567781155015197
2024-03-04,4.279635258358662
2024-03-05,3.851671732522796
2024-03-06,3.851671732522796
2024-03-07,3.851671732522796
2024-03-08,3.4237082066869298
2024-03-09,2.139817629179331
2024-03-10,2.567781155015197
2024-03-11,3.4237082066869298
2024-03-12,3.851671732522796
2024-03-13,3.4237082066869298
2024-03-14,3.4237082066869298
2024-03-15,2.9957446808510637
2024-03-16,2.567781155015197
2024-03-17,2.139817629179331
2024-03-18,3.851671732522796
2024-03-19,3.851671732522796
2024-03-20,3.851671732522796
2024-03-21,3.851671732522796
2024-03-22,2.9957446808510637
2024-03-23,2.139817629179331
2024-03-24,2.139817629179331
2024-03-25,3.4237082066869298
2024-03-26,3.4237082066869298
2024-03-27,3.4237082066869298
2024-03-28,3.4237082066869298
2024-03-29,2.9957446808510637
2024-03-30,2.139817629179331
2024-03-31,2.139817629179331
2024-04-01,2.9957446808510637
2024-04-02,3.851671732522796
2024-04-03,3.4237082066869298
2024-04-04,3.851671732522796
2024-04-05,3.4237082066869298
2024-04-06,2.139817629179331
2024-04-07,2.139817629179331
2024-04-08,3.4237082066869298
2024-04-09,3.851671732522796
2024-04-10,4.279635258358662
2024-04-11,3.851671732522796
2024-04-12,3.851671732522796
2024-04-13,2.567781155015197
2024-04-14,2.567781155015197
2024-04-15,4.279635258358662
2024-04-16,4.279635258358662
2024-04-17,4.279635258358662
2024-04-18,4.279635258358662
2024-04-19,3.851671732522796
2024-04-20,2.567781155015197
2024-04-21,2.9957446808510637
2024-04-22,4.279635258358662
2024-04-23,4.279635258358662
2024-04-24,4.279635258358662
2024-04-25,4.279635258358662
2024-04-26,3.851671732522796
2024-04-27,2.567781155015197
2024-04-28,2.567781155015197
2024-04-29,4.279635258358662
2024-04-30,4.279635258358662
2024-05-01,4.707598784194529
2024-05-02,4.279635258358662
2024-05-03,4.279635258358662
2024-05-04,2.567781155015197
2024-05-05,2.567781155015197
2024-05-06,4.279635258358662
2024-05-07,4.279635258358662
2024-05-08,4.707598784194529
2024-05-09,4.279635258358662
2024-05-10,3.851671732522796
2024-05-11,2.139817629179331
2024-05-12,2.139817629179331
2024-05-13,3.4237082066869298
2024-05-14,3.851671732522796
2024-05-15,3.4237082066869298
2024-05-16,3.851671732522796
2024-05-17,2.9957446808510637
2024-05-18,2.139817629179331
2024-05-19,2.139817629179331
2024-05-20,3.4237082066869298
2024-05-21,3.851671732522796
2024-05-22,3.851671732522796
2024-05-23,3.851671732522796
2024-05-24,2.567781155015197
2024-05-25,2.139817629179331
2024-05-26,2.139817629179331
2024-05-27,2.139817629179331
2024-05-28,2.9957446808510637
2024-05-29,3.4237082066869298
2024-05-30,3.4237082066869298
2024-05-31,2.567781155015197
2024-06-01,2.139817629179331
2024-06-02,1.7118541033434649
2024-06-03,2.567781155015197
2024-06-04,3.4237082066869298
2024-06-05,2.9957446808510637
2024-06-06,2.9957446808510637
2024-06-07,2.567781155015197
2024-06-08,1.7118541033434649
2024-06-09,2.139817629179331
2024-06-10,2.9957446808510637
2024-06-11,2.9957446808510637
2024-06-12,2.567781155015197
2024-06-13,2.567781155015197
2024-06-14,2.139817629179331
2024-06-15,2.139817629179331
2024-06-16,2.139817629179331
2024-06-17,2.139817629179331
2024-06-18,2.567781155015197
2024-06-19,2.567781155015197
2024-06-20,2.139817629179331
2024-06-21,2.139817629179331
2024-06-22,2.139817629179331
2024-06-23,2.139817629179331
2024-06-24,2.139817629179331
2024-06-25,2.139817629179331
2024-06-26,2.139817629179331
2024-06-27,2.567781155015197
2024-06-28,2.567781155015197
2024-06-29,2.139817629179331
2024-06-30,2.139817629179331
2024-07-01,2.139817629179331
2024-07-02,2.9957446808510637
2024-07-03,2.567781155015197
2024-07-04,2.139817629179331
2024-07-05,2.139817629179331
2024-07-06,2.139817629179331
2024-07-07,2.567781155015197
2024-07-08,2.9957446808510637
2024-07-09,2.9957446808510637
2024-07-10,3.4237082066869298
2024-07-11,3.4237082066869298
2024-07-12,2.567781155015197
2024-07-13,2.567781155015197
2024-07-14,2.139817629179331
2024-07-15,2.567781155015197
2024-07-16,2.567781155015197
2024-07-17,2.567781155015197
2024-07-18,2.567781155015197
2024-07-19,2.139817629179331
2024-07-20,2.139817629179331
2024-07-21,2.567781155015197
2024-07-22,2.567781155015197
2024-07-23,2.9957446808510637
2024-07-24,2.9957446808510637
2024-07-25,3.4237082066869298
2024-07-26,2.139817629179331
2024-07-27,1.7118541033434649
2024-07-28,1.7118541033434649
2024-07-29,2.567781155015197
2024-07-30,2.567781155015197
2024-07-31,2.567781155015197
2024-08-01,3.851671732522796
2024-08-02,12.838905775075986
2024-08-03,11.555015197568387
2024-08-04,8.131306990881459
2024-08-05,42.796352583586625
2024-08-06,19.686322188449846
2024-08-07,8.98723404255319
2024-08-08,7.275379939209726
2024-08-09,6.419452887537993
2024-08-10,4.279635258358662
2024-08-11,2.9957446808510637
2024-08-12,4.279635258358662
2024-08-13,4.279635258358662
2024-08-14,4.707598784194529
2024-08-15,3.851671732522796
2024-08-16,3.4237082066869298
2024-08-17,2.9957446808510637
2024-08-18,2.4251266464032417
2024-08-19,2.924417426545086
2024-08-20,3.42370820668693
2024-08-21,3.637689969604863
2024-08-22,3.42370820668693
2024-08-23,3.42370820668693
2024-08-24,2.924417426545086
2024-08-25,2.7104356636271527
2024-08-26,3.42370820668693
2024-08-27,3.637689969604863
2024-08-28,3.922998986828774
2024-08-29,3.42370820668693
2024-08-30,2.924417426545086
2024-08-31,2.211144883485309
2024-09-01,2.7104356636271527
2024-09-02,2.7104356636271527
2024-09-03,3.922998986828774
2024-09-04,4.136980749746707
2024-09-05,4.136980749746707
2024-09-06,4.6362715298885515
2024-09-07,2.924417426545086
2024-09-08,2.7104356636271527
2024-09-09,3.922998986828774
2024-09-10,3.922998986828774
2024-09-11,5.135562310030394
2024-09-12,4.6362715298885515
2024-09-13,4.136980749746707
2024-09-14,2.924417426545086
2024-09-15,2.924417426545086
2024-09-16,3.9943262411347518
2024-09-17,3.9943262411347518
2024-09-18,5.135562310030395
2024-09-19,5.135562310030395
2024-09-20,3.9943262411347518
2024-09-21,2.853090172239108
2024-09-22,2.853090172239108
2024-09-23,3.9943262411347518
2024-09-24,3.9943262411347518
2024-09-25,3.9943262411347518
2024-09-26,3.9943262411347518
2024-09-27,2.853090172239108
2024-09-28,2.2824721377912867
2024-09-29,2.853090172239108
2024-09-30,3.42370820668693
2024-10-01,3.9943262411347518
2024-10-02,3.42370820668693
2024-10-03,3.42370820668693
2024-10-04,2.853090172239108
2024-10-05,2.2824721377912867
2024-10-06,2.2824721377912867
2024-10-07,2.853090172239108
2024-10-08,2.853090172239108
2024-10-09,3.42370820668693
2024-10-10,2.853090172239108
2024-10-11,2.853090172239108
2024-10-12,2.2824721377912867
2024-10-13,2.2824721377912867
2024-10-14,2.853090172239108
2024-10-15,2.853090172239108
2024-10-16,3.42370820668693
2024-10-17,3.42370820668693
2024-10-18,2.853090172239108
2024-10-19,2.2824721377912867
2024-10-20,2.2824721377912867
