Time,ruin
2024-09-25,64.05629530500724
2024-09-26,66.12262741162037
2024-09-27,67.15579346492694
2024-09-28,71.28845767815321
2024-09-29,75.42112189137949
2024-09-30,64.05629530500724
2024-10-01,61.9899631983941
2024-10-02,63.02312925170067
2024-10-03,59.92363109178096
2024-10-04,66.12262741162037
2024-10-05,71.28845767815321
2024-10-06,71.28845767815321
2024-10-07,65.0894613583138
2024-10-08,65.0894613583138
2024-10-09,63.02312925170067
2024-10-10,57.85729898516782
2024-10-11,63.02312925170067
2024-10-12,73.35478978476635
2024-10-13,73.35478978476635
2024-10-14,66.12262741162037
2024-10-15,67.15579346492694
2024-10-16,69.22212557154008
2024-10-17,64.05629530500724
2024-10-18,65.0894613583138
2024-10-19,68.1889595182335
2024-10-20,68.1889595182335
2024-10-21,67.15579346492694
2024-10-22,68.1889595182335
2024-10-23,64.05629530500724
2024-10-24,65.0894613583138
2024-10-25,65.0894613583138
2024-10-26,68.1889595182335
2024-10-27,68.1889595182335
2024-10-28,63.02312925170067
2024-10-29,65.0894613583138
2024-10-30,65.0894613583138
2024-10-31,67.15579346492694
2024-11-01,61.9899631983941
2024-11-02,70.25529162484665
2024-11-03,70.25529162484665
2024-11-04,60.95679714508753
2024-11-05,58.890465038474396
2024-11-06,60.95679714508753
2024-11-07,66.12262741162037
2024-11-08,69.22212557154008
2024-11-09,69.22212557154008
2024-11-10,71.28845767815321
2024-11-11,68.1889595182335
2024-11-12,66.12262741162037
2024-11-13,60.95679714508753
2024-11-14,61.9899631983941
2024-11-15,65.0894613583138
2024-11-16,67.15579346492694
2024-11-17,73.35478978476635
2024-11-18,66.12262741162037
2024-11-19,66.12262741162037
2024-11-20,64.05629530500724
2024-11-21,61.9899631983941
2024-11-22,65.0894613583138
2024-11-23,66.12262741162037
2024-11-24,71.28845767815321
2024-11-25,65.0894613583138
2024-11-26,69.22212557154008
2024-11-27,71.28845767815321
2024-11-28,71.28845767815321
2024-11-29,67.15579346492694
2024-11-30,72.32162373145978
2024-12-01,78.52062005129919
2024-12-02,64.05629530500724
2024-12-03,64.05629530500724
2024-12-04,61.9899631983941
2024-12-05,60.95679714508753
2024-12-06,63.02312925170067
2024-12-07,77.48745399799262
2024-12-08,71.28845767815321
2024-12-09,64.05629530500724
2024-12-10,68.1889595182335
2024-12-11,63.02312925170067
2024-12-12,64.05629530500724
2024-12-13,60.95679714508753
2024-12-14,72.32162373145978
2024-12-15,77.48745399799262
2024-12-16,68.1889595182335
2024-12-17,64.05629530500724
2024-12-18,66.12262741162037
2024-12-19,70.25529162484665
2024-12-20,68.1889595182335
2024-12-21,72.32162373145978
2024-12-22,77.48745399799262
2024-12-23,75.42112189137949
2024-12-24,77.48745399799262
2024-12-25,74.38795583807291
2024-12-26,77.48745399799262
2024-12-27,75.42112189137949
2024-12-28,85.75278242444517
2024-12-29,80.58695215791232
2024-12-30,74.38795583807291
2024-12-31,77.48745399799262
2025-01-01,72.32162373145978
2025-01-02,69.22212557154008
2025-01-03,71.28845767815321
2025-01-04,80.58695215791232
2025-01-05,83.68645031783203
2025-01-06,69.22212557154008
2025-01-07,77.48745399799262
2025-01-08,77.48745399799262
2025-01-09,78.52062005129919
2025-01-10,77.48745399799262
2025-01-11,80.58695215791232
2025-01-12,77.48745399799262
2025-01-13,67.15579346492694
2025-01-14,68.1889595182335
2025-01-15,63.02312925170067
2025-01-16,67.15579346492694
2025-01-17,67.15579346492694
2025-01-18,83.68645031783203
2025-01-19,72.32162373145978
2025-01-20,78.52062005129919
2025-01-21,67.15579346492694
2025-01-22,69.22212557154008
2025-01-23,66.12262741162037
2025-01-24,68.1889595182335
2025-01-25,76.45428794468606
2025-01-26,78.52062005129919
2025-01-27,72.32162373145978
2025-01-28,74.38795583807291
2025-01-29,70.25529162484665
2025-01-30,65.0894613583138
2025-01-31,64.05629530500724
2025-02-01,71.28845767815321
2025-02-02,76.45428794468606
2025-02-03,72.32162373145978
2025-02-04,63.02312925170067
2025-02-05,64.05629530500724
2025-02-06,63.02312925170067
2025-02-07,68.1889595182335
2025-02-08,73.35478978476635
2025-02-09,77.48745399799262
2025-02-10,56.82413293186126
2025-02-11,74.38795583807291
2025-02-12,67.15579346492694
2025-02-13,69.22212557154008
2025-02-14,72.32162373145978
2025-02-15,78.52062005129919
2025-02-16,79.55378610460576
2025-02-17,73.35478978476635
2025-02-18,75.42112189137949
2025-02-19,71.28845767815321
2025-02-20,69.22212557154008
2025-02-21,69.22212557154008
2025-02-22,85.75278242444517
2025-02-23,103.31660533065683
2025-02-24,85.75278242444517
2025-02-25,75.42112189137949
2025-02-26,74.38795583807291
2025-02-27,68.1889595182335
2025-02-28,67.15579346492694
2025-03-01,77.48745399799262
2025-03-02,79.55378610460576
2025-03-03,66.12262741162037
2025-03-04,71.28845767815321
2025-03-05,64.05629530500724
2025-03-06,75.42112189137949
2025-03-07,69.22212557154008
2025-03-08,74.38795583807291
2025-03-09,78.52062005129919
2025-03-10,67.15579346492694
2025-03-11,70.25529162484665
2025-03-12,73.35478978476635
2025-03-13,68.1889595182335
2025-03-14,66.12262741162037
2025-03-15,67.15579346492694
2025-03-16,79.55378610460576
2025-03-17,71.28845767815321
2025-03-18,68.1889595182335
2025-03-19,68.1889595182335
2025-03-20,65.0894613583138
2025-03-21,64.05629530500724
2025-03-22,73.35478978476635
2025-03-23,73.35478978476635
2025-03-24,60.95679714508753
2025-03-25,66.12262741162037
2025-03-26,68.1889595182335
2025-03-27,70.25529162484665
2025-03-28,66.12262741162037
2025-03-29,74.38795583807291
2025-03-30,79.55378610460576
2025-03-31,76.45428794468606
2025-04-01,66.12262741162037
2025-04-02,63.02312925170067
2025-04-03,66.12262741162037
2025-04-04,69.22212557154008
2025-04-05,74.38795583807291
2025-04-06,88.85228058436488
2025-04-07,66.12262741162037
2025-04-08,66.12262741162037
2025-04-09,67.15579346492694
2025-04-10,64.05629530500724
2025-04-11,63.02312925170067
2025-04-12,69.22212557154008
2025-04-13,79.55378610460576
2025-04-14,74.38795583807291
2025-04-15,66.12262741162037
2025-04-16,66.12262741162037
2025-04-17,70.73213749560352
2025-04-18,67.15579346492694
2025-04-19,72.28188657556338
2025-04-20,77.40797968619981
2025-04-21,66.63921043827366
2025-04-22,66.63921043827366
2025-04-23,65.60604438496708
2025-04-24,65.60604438496708
2025-04-25,66.12262741162037
2025-04-26,71.2487205222568
2025-04-27,72.28188657556338
2025-04-28,67.15579346492694
2025-04-29,70.21555446895024
2025-04-30,65.0894613583138
2025-05-01,65.0894613583138
2025-05-02,66.63921043827366
2025-05-03,76.89139665954653
2025-05-04,80.46774069022311
2025-05-05,75.85823060623996
2025-05-06,80.46774069022311
2025-05-07,76.89139665954653
2025-05-08,61.51311732763722
2025-05-09,70.73213749560352
2025-05-10,72.28188657556338
2025-05-11,77.40797968619981
2025-05-12,69.69897144229695
2025-05-13,70.21555446895024
2025-05-14,76.29533932110043
2025-05-15,66.12262741162037
2025-05-16,71.2089833663604
2025-05-17,71.2089833663604
2025-05-18,81.38169527584046
2025-05-19,71.2089833663604
2025-05-20,66.12262741162037
2025-05-21,66.12262741162037
2025-05-22,66.12262741162037
2025-05-23,71.2089833663604
2025-05-24,76.29533932110043
2025-05-25,86.46805123058049
2025-05-26,71.2089833663604
2025-05-27,71.2089833663604
2025-05-28,71.2089833663604
2025-05-29,71.2089833663604
2025-05-30,76.29533932110043
2025-05-31,81.38169527584046
2025-06-01,76.29533932110043
2025-06-02,66.12262741162037
2025-06-03,71.2089833663604
2025-06-04,66.12262741162037
2025-06-05,66.12262741162037
2025-06-06,71.2089833663604
2025-06-07,76.29533932110043
2025-06-08,81.38169527584046
2025-06-09,66.12262741162037
2025-06-10,91.55440718532051
2025-06-11,86.46805123058049
2025-06-12,71.2089833663604
2025-06-13,81.38169527584046
2025-06-14,76.29533932110043
2025-06-15,81.38169527584046
2025-06-16,76.29533932110043
2025-06-17,81.38169527584046
2025-06-18,71.2089833663604
2025-06-19,76.29533932110043
2025-06-20,76.29533932110043
2025-06-21,81.38169527584046
2025-06-22,81.38169527584046
2025-06-23,66.12262741162037
2025-06-24,66.12262741162037
2025-06-25,76.29533932110043
2025-06-26,66.12262741162037
2025-06-27,71.2089833663604
2025-06-28,71.2089833663604
2025-06-29,76.29533932110043
2025-06-30,71.2089833663604
2025-07-01,76.29533932110043
2025-07-02,81.38169527584046
2025-07-03,71.2089833663604
2025-07-04,81.38169527584046
2025-07-05,76.29533932110043
2025-07-06,86.46805123058049
2025-07-07,76.29533932110043
2025-07-08,81.38169527584046
2025-07-09,76.29533932110043
2025-07-10,81.38169527584046
2025-07-11,76.29533932110043
2025-07-12,81.38169527584046
2025-07-13,81.38169527584046
2025-07-14,71.2089833663604
2025-07-15,71.2089833663604
2025-07-16,71.2089833663604
2025-07-17,71.2089833663604
2025-07-18,71.2089833663604
2025-07-19,81.38169527584046
2025-07-20,86.46805123058049
2025-07-21,71.2089833663604
2025-07-22,81.38169527584046
2025-07-23,86.46805123058049
2025-07-24,71.2089833663604
2025-07-25,81.38169527584046
2025-07-26,86.46805123058049
2025-07-27,86.46805123058049
2025-07-28,81.38169527584046
2025-07-29,81.38169527584046
2025-07-30,91.55440718532051
2025-07-31,81.38169527584046
2025-08-01,76.29533932110043
2025-08-02,76.29533932110043
2025-08-03,81.38169527584046
2025-08-04,71.2089833663604
2025-08-05,66.12262741162037
2025-08-06,76.29533932110043
2025-08-07,66.12262741162037
2025-08-08,81.38169527584046
2025-08-09,76.29533932110043
2025-08-10,81.38169527584046
2025-08-11,71.2089833663604
2025-08-12,71.2089833663604
2025-08-13,71.2089833663604
2025-08-14,96.64076314006054
2025-08-15,91.55440718532051
2025-08-16,81.38169527584046
2025-08-17,91.55440718532051
2025-08-18,71.2089833663604
2025-08-19,71.2089833663604
2025-08-20,71.2089833663604
2025-08-21,71.2089833663604
2025-08-22,71.2089833663604
2025-08-23,76.29533932110043
2025-08-24,76.29533932110043
2025-08-25,71.2089833663604
2025-08-26,66.12262741162037
2025-08-27,66.12262741162037
2025-08-28,66.12262741162037
2025-08-29,66.12262741162037
2025-08-30,76.29533932110043
2025-08-31,76.29533932110043
2025-09-01,86.46805123058049
2025-09-02,66.12262741162037
2025-09-03,61.03627145688034
2025-09-04,66.12262741162037
2025-09-05,61.03627145688034
2025-09-06,71.2089833663604
2025-09-07,66.12262741162037
2025-09-08,66.12262741162037
2025-09-09,66.12262741162037
2025-09-10,61.03627145688034
2025-09-11,61.03627145688034
2025-09-12,61.03627145688034
2025-09-13,66.12262741162037
2025-09-14,71.2089833663604
2025-09-15,66.12262741162037
2025-09-16,71.2089833663604
2025-09-17,66.12262741162037
2025-09-18,61.03627145688034
2025-09-19,71.2089833663604
2025-09-20,71.2089833663604
2025-09-21,71.2089833663604
2025-09-22,71.2089833663604
2025-09-23,76.29533932110043
2025-09-24,66.12262741162037
2025-09-25,66.12262741162037
2025-09-26,66.12262741162037
2025-09-27,71.2089833663604
2025-09-28,76.29533932110043
2025-09-29,76.29533932110043
2025-09-30,76.29533932110043
2025-10-01,66.12262741162037
2025-10-02,61.03627145688034
2025-10-03,508.63559547400286
2025-10-04,218.7133060538212
2025-10-05,167.84974650642096
2025-10-06,116.98618695902066
2025-10-07,106.8134750495406
2025-10-08,101.72711909480057
2025-10-09,91.55440718532051
2025-10-10,91.55440718532051
2025-10-11,101.72711909480057
2025-10-12,91.55440718532051
2025-10-13,86.46805123058049
2025-10-14,86.46805123058049
2025-10-15,86.46805123058049
2025-10-16,86.46805123058049
2025-10-17,86.46805123058049
2025-10-18,96.64076314006054
2025-10-19,81.38169527584046
2025-10-20,81.38169527584046
2025-10-21,76.29533932110043
2025-10-22,76.29533932110043
2025-10-23,71.2089833663604
2025-10-24,71.2089833663604
2025-10-25,76.29533932110043
2025-10-26,71.2089833663604
2025-10-27,81.38169527584046
2025-10-28,76.29533932110043
2025-10-29,76.29533932110043
2025-10-30,81.38169527584046
2025-10-31,71.2089833663604
2025-11-01,81.38169527584046
2025-11-02,86.46805123058049
2025-11-03,76.29533932110043
2025-11-04,76.29533932110043
2025-11-05,76.29533932110043
2025-11-06,76.29533932110043
2025-11-07,96.64076314006054
2025-11-08,106.8134750495406
2025-11-09,106.8134750495406
2025-11-10,91.55440718532051
2025-11-11,91.55440718532051
2025-11-12,81.38169527584046
2025-11-13,81.38169527584046
2025-11-14,86.46805123058049
2025-11-15,81.38169527584046
2025-11-16,81.38169527584046
2025-11-17,76.29533932110043
2025-11-18,76.29533932110043
2025-11-19,71.2089833663604
2025-11-20,71.2089833663604
2025-11-21,71.2089833663604
2025-11-22,76.29533932110043
2025-11-23,76.29533932110043
2025-11-24,71.2089833663604
2025-11-25,76.29533932110043
2025-11-26,76.29533932110043
2025-11-27,76.29533932110043
2025-11-28,71.2089833663604
2025-11-29,76.29533932110043
2025-11-30,81.38169527584046
2025-12-01,71.2089833663604
2025-12-02,76.29533932110043
2025-12-03,71.2089833663604
2025-12-04,76.29533932110043
2025-12-05,81.38169527584046
2025-12-06,81.38169527584046
2025-12-07,91.55440718532051
2025-12-08,76.29533932110043
2025-12-09,76.29533932110043
2025-12-10,81.38169527584046
2025-12-11,81.41606254580492
2025-12-12,75.77983027163353
2025-12-13,86.5367857705094
2025-12-14,85.50576767157563
2025-12-15,77.32635742003421
2025-12-16,80.38504444687112
2025-12-17,81.9315715952718
2025-12-18,80.38504444687112
2025-12-19,81.41606254580492
2025-12-20,81.41606254580492
2025-12-21,80.90055349633802
2025-12-22,72.20563419532974
2025-12-23,86.5367857705094
2025-12-24,85.50576767157563
2025-12-25,75.77983027163353
2025-12-26,90.6264908962801
2025-12-27,92.17301804468079
2025-12-28,90.6264908962801
2025-12-29,81.9315715952718
2025-12-30,76.29533932110043
2025-12-31,85.50576767157563
2026-01-01,76.29533932110043
2026-01-02,76.29533932110043
2026-01-03,102.41446449408977
2026-01-04,91.141999945747
2026-01-05,76.81084837056733
2026-01-06,76.29533932110043
2026-01-07,86.5367857705094
2026-01-08,82.4470806447387
2026-01-09,82.48144791470317
2026-01-10,89.69857460723969
2026-01-11,88.6675565083059
2026-01-12,80.41941171683558
2026-01-13,80.41941171683558
2026-01-14,76.29533932110043
2026-01-15,79.3883936179018
2026-01-16,82.48144791470317
2026-01-17,87.63653840937212
2026-01-18,91.76061080510728
2026-01-19,90.72959270617349
2026-01-20,80.41941171683558
2026-01-21,83.51246601363695
2026-01-22,83.51246601363695
2026-01-23,82.48144791470317
2026-01-24,91.76061080510728
2026-01-25,95.88468320084243
2026-01-26,89.69857460723969
2026-01-27,87.63653840937212
2026-01-28,85.57450221150454
2026-01-29,89.69857460723969
2026-01-30,85.57450221150454
2026-01-31,93.82264700297485
2026-02-01,100.00875559657759
2026-02-02,85.57450221150454
2026-02-03,84.54348411257075
2026-02-04,87.63653840937212
2026-02-05,81.45042981576938
2026-02-06,85.57450221150454
2026-02-07,84.54348411257075
2026-02-08,92.79162890404106
2026-02-09,70.10923072749769
2026-02-10,74.23330312323284
2026-02-11,82.48144791470317
2026-02-12,78.35737551896801
2026-02-13,84.54348411257075
2026-02-14,84.54348411257075
2026-02-15,84.54348411257075
2026-02-16,92.79162890404106
2026-02-17,81.45042981576938
2026-02-18,83.51246601363695
2026-02-19,82.48144791470317
2026-02-20,88.6675565083059
2026-02-21,95.88468320084243
2026-02-22,101.03977369551139
2026-02-23,81.45042981576938
2026-02-24,82.48144791470317
2026-02-25,84.54348411257075
2026-02-26,83.51246601363695
2026-02-27,84.54348411257075
2026-02-28,80.41941171683558
2026-03-01,85.57450221150454
2026-03-02,82.48144791470317
2026-03-03,81.45042981576938
2026-03-04,79.3883936179018
2026-03-05,85.57450221150454
2026-03-06,82.48144791470317
2026-03-07,79.3883936179018
2026-03-08,88.6675565083059
2026-03-09,81.45042981576938
2026-03-10,78.35737551896801
2026-03-11,79.3883936179018
2026-03-12,86.60552031043832
2026-03-13,80.41941171683558
2026-03-14,91.76061080510728
2026-03-15,100.00875559657759
2026-03-16,79.3883936179018
2026-03-17,79.3883936179018
2026-03-18,84.54348411257075
2026-03-19,81.45042981576938
2026-03-20,84.54348411257075
2026-03-21,80.41941171683558
2026-03-22,94.85366510190865
2026-03-23,80.41941171683558
2026-03-24,86.60552031043832
2026-03-25,84.54348411257075
2026-03-26,82.48144791470317
2026-03-27,83.51246601363695
2026-03-28,89.69857460723969
2026-03-29,91.76061080510728
2026-03-30,84.54348411257075
2026-03-31,82.48144791470317
2026-04-01,85.57450221150454
2026-04-02,82.48144791470317
2026-04-03,82.48144791470317
2026-04-04,90.72959270617349
2026-04-05,89.69857460723969
2026-04-06,88.6675565083059
2026-04-07,86.60552031043832
2026-04-08,85.57450221150454
2026-04-09,87.63653840937212
2026-04-10,78.35737551896801
2026-04-11,89.69857460723969
2026-04-12,84.54348411257075
2026-04-13,83.51246601363695
2026-04-14,78.35737551896801
2026-04-15,83.51246601363695
2026-04-16,85.57450221150454
2026-04-17,88.6675565083059
2026-04-18,91.76061080510728
2026-04-19,93.82264700297485
2026-04-20,82.48144791470317
2026-04-21,80.41941171683558
2026-04-22,84.54348411257075
2026-04-23,81.45042981576938
2026-04-24,80.41941171683558
2026-04-25,90.72959270617349
2026-04-26,85.57450221150454
2026-04-27,83.51246601363695
2026-04-28,81.45042981576938
2026-04-29,83.51246601363695
2026-04-30,88.6675565083059
2026-05-01,93.82264700297485
2026-05-02,95.88468320084243
2026-05-03,100.00875559657759
2026-05-04,88.6675565083059
2026-05-05,85.57450221150454
2026-05-06,84.54348411257075
2026-05-07,84.54348411257075
2026-05-08,88.6675565083059
2026-05-09,97.94671939871002
2026-05-10,93.82264700297485
2026-05-11,86.60552031043832
2026-05-12,88.6675565083059
2026-05-13,80.41941171683558
2026-05-14,91.76061080510728
2026-05-15,92.79162890404106
2026-05-16,89.69857460723969
2026-05-17,102.07079179444517
2026-05-18,89.69857460723969
2026-05-19,93.82264700297485
2026-05-20,95.88468320084243
2026-05-21,86.60552031043832
2026-05-22,95.88468320084243
2026-05-23,102.07079179444517
2026-05-24,92.79162890404106
2026-05-25,97.94671939871002
2026-05-26,91.76061080510728
2026-05-27,88.6675565083059
2026-05-28,89.69857460723969
2026-05-29,100.00875559657759
2026-05-30,100.00875559657759
2026-05-31,93.82264700297485
