Time,successful
2024-11-19,93.17428421680847
2024-11-20,88.05481805104976
2024-11-21,84.98313835159453
2024-11-22,73.72031278692538
2024-11-23,46.07519549182836
2024-11-24,55.29023459019404
2024-11-25,74.74420602007713
2024-11-26,65.52916692171145
2024-11-27,51.19466165758707
2024-11-28,37.884049626614434
2024-11-29,35.83626316031095
2024-11-30,40.95572932606966
2024-12-01,51.19466165758707
2024-12-02,91.12649775050498
2024-12-03,86.00703158474627
2024-12-04,87.03092481789803
2024-12-05,83.9592451184428
2024-12-06,82.93535188529106
2024-12-07,56.31412782334578
2024-12-08,50.17076842443533
2024-12-09,90.10260451735324
2024-12-10,92.15039098365672
2024-12-11,87.03092481789803
2024-12-12,91.12649775050498
2024-12-13,73.72031278692538
2024-12-14,43.003515792373136
2024-12-15,45.05130225867662
2024-12-16,73.72031278692538
2024-12-17,74.74420602007713
2024-12-18,67.57695338801493
2024-12-19,63.481380455407965
2024-12-20,49.146875191283584
2024-12-21,33.788476694007464
2024-12-22,33.788476694007464
2024-12-23,34.81236992715921
2024-12-24,32.764583460855725
2024-12-25,30.716796994552244
2024-12-26,36.86015639346269
2024-12-27,40.95572932606966
2024-12-28,35.83626316031095
2024-12-29,35.83626316031095
2024-12-30,43.003515792373136
2024-12-31,38.90794285976617
2025-01-01,39.93183609291791
2025-01-02,50.17076842443533
2025-01-03,46.07519549182836
2025-01-04,38.90794285976617
2025-01-05,41.9796225592214
2025-01-06,54.26634135704229
2025-01-07,67.57695338801493
2025-01-08,70.64863308747016
2025-01-09,68.60084662116668
2025-01-10,64.50527368855971
2025-01-11,43.003515792373136
2025-01-12,44.02740902552488
2025-01-13,76.79199248638061
2025-01-14,80.88756541898758
2025-01-15,79.86367218583582
2025-01-16,86.00703158474627
2025-01-17,75.76809925322887
2025-01-18,50.17076842443533
2025-01-19,46.07519549182836
2025-01-20,54.26634135704229
2025-01-21,76.79199248638061
2025-01-22,77.81588571953235
2025-01-23,89.0787112842015
2025-01-24,81.91145865213932
2025-01-25,50.17076842443533
2025-01-26,56.31412782334578
2025-01-27,86.00703158474627
2025-01-28,88.05481805104976
2025-01-29,92.15039098365672
2025-01-30,87.03092481789803
2025-01-31,87.03092481789803
2025-02-01,55.29023459019404
2025-02-02,60.40970075595274
2025-02-03,92.15039098365672
2025-02-04,91.12649775050498
2025-02-05,91.12649775050498
2025-02-06,90.10260451735324
2025-02-07,83.9592451184428
2025-02-08,55.29023459019404
2025-02-09,59.385807522801
2025-02-10,90.10260451735324
2025-02-11,95.22207068311195
2025-02-12,92.15039098365672
2025-02-13,97.26985714941543
2025-02-14,83.9592451184428
2025-02-15,61.43359398910449
2025-02-16,64.50527368855971
2025-02-17,86.00703158474627
2025-02-18,99.31764361571892
2025-02-19,88.05481805104976
2025-02-20,87.03092481789803
2025-02-21,94.19817744996021
2025-02-22,59.385807522801
2025-02-23,72.69641955377364
2025-02-24,102.38932331517414
2025-02-25,99.31764361571892
2025-02-26,96.24596391626369
2025-02-27,101.3654300820224
2025-02-28,94.19817744996021
2025-03-01,64.50527368855971
2025-03-02,63.481380455407965
2025-03-03,95.22207068311195
2025-03-04,90.10260451735324
2025-03-05,92.15039098365672
2025-03-06,90.10260451735324
2025-03-07,83.9592451184428
2025-03-08,57.33802105649752
2025-03-09,58.36191428964926
2025-03-10,90.10260451735324
2025-03-11,88.05481805104976
2025-03-12,87.03092481789803
2025-03-13,88.05481805104976
2025-03-14,74.74420602007713
2025-03-15,52.218554890738815
2025-03-16,54.26634135704229
2025-03-17,87.03092481789803
2025-03-18,88.05481805104976
2025-03-19,79.86367218583582
2025-03-20,79.86367218583582
2025-03-21,78.83977895268409
2025-03-22,53.242448123890554
2025-03-23,55.29023459019404
2025-03-24,86.00703158474627
2025-03-25,82.93535188529106
2025-03-26,87.03092481789803
2025-03-27,87.03092481789803
2025-03-28,83.9592451184428
2025-03-29,52.218554890738815
2025-03-30,59.385807522801
2025-03-31,89.0787112842015
2025-04-01,87.03092481789803
2025-04-02,82.93535188529106
2025-04-03,87.03092481789803
2025-04-04,75.76809925322887
2025-04-05,53.242448123890554
2025-04-06,55.29023459019404
2025-04-07,95.22207068311195
2025-04-08,84.98313835159453
2025-04-09,84.98313835159453
2025-04-10,83.9592451184428
2025-04-11,80.88756541898758
2025-04-12,51.19466165758707
2025-04-13,57.33802105649752
2025-04-14,86.00703158474627
2025-04-15,83.7866788431925
2025-04-16,77.53977967913187
2025-04-17,73.9043834805257
2025-04-18,54.651739371767945
2025-04-19,44.24024076500024
2025-04-20,46.83448710292966
2025-04-21,77.53977967913187
2025-04-22,84.82782870386927
2025-04-23,83.27473222661663
2025-04-24,85.86897856454604
2025-04-25,76.4986298184551
2025-04-26,52.56943965041441
2025-04-27,60.36943529172767
2025-04-28,94.19817744996021
2025-04-29,97.32162703199052
2025-04-30,87.95127828589958
2025-05-01,83.27473222661663
2025-05-02,79.11013278390953
2025-05-03,48.40484020770732
2025-05-04,57.77518895379826
2025-05-05,90.03357800725313
2025-05-06,88.99242814657634
2025-05-07,86.91012842522281
2025-05-08,88.99242814657634
2025-05-09,74.94553334120246
2025-05-10,44.24024076500024
2025-05-11,49.95793668495997
2025-05-12,84.3158820872934
2025-05-13,77.027833062556
2025-05-14,80.43889310333681
2025-05-15,70.91323470952061
2025-05-16,66.6796087567134
2025-05-17,43.3946660162738
2025-05-18,44.4530725044756
2025-05-19,71.9716411977224
2025-05-20,68.796421733117
2025-05-21,73.0300476859242
2025-05-22,65.62120226851161
2025-05-23,55.037137386493605
2025-05-24,43.3946660162738
2025-05-25,44.4530725044756
2025-05-26,42.336259528072006
2025-05-27,63.504389292108
2025-05-28,63.504389292108
2025-05-29,64.5627957803098
2025-05-30,57.153950362897206
2025-05-31,43.3946660162738
2025-06-01,44.4530725044756
2025-06-02,56.0955438746954
2025-06-03,62.445982803906205
2025-06-04,61.3875763157044
2025-06-05,65.62120226851161
2025-06-06,58.212356851099
2025-06-07,48.6866984572828
2025-06-08,55.037137386493605
2025-06-09,67.7380152449152
2025-06-10,66.6796087567134
2025-06-11,62.445982803906205
2025-06-12,64.5627957803098
2025-06-13,64.5627957803098
2025-06-14,79.380486615135
2025-06-15,53.9787308982918
2025-06-16,65.62120226851161
2025-06-17,61.3875763157044
2025-06-18,60.329169827502604
2025-06-19,51.8619179218882
2025-06-20,62.445982803906205
2025-06-21,52.920324410090004
2025-06-22,61.3875763157044
2025-06-23,65.62120226851161
2025-06-24,63.504389292108
2025-06-25,79.380486615135
2025-06-26,67.7380152449152
2025-06-27,62.445982803906205
2025-06-28,52.920324410090004
2025-06-29,56.0955438746954
2025-06-30,62.445982803906205
2025-07-01,60.329169827502604
2025-07-02,59.2707633393008
2025-07-03,51.8619179218882
2025-07-04,46.5698854808792
2025-07-05,43.3946660162738
2025-07-06,52.920324410090004
2025-07-07,65.62120226851161
2025-07-08,69.8548282213188
2025-07-09,63.504389292108
2025-07-10,58.212356851099
2025-07-11,65.62120226851161
2025-07-12,53.9787308982918
2025-07-13,58.212356851099
2025-07-14,62.445982803906205
2025-07-15,61.3875763157044
2025-07-16,57.153950362897206
2025-07-17,62.445982803906205
2025-07-18,53.9787308982918
2025-07-19,53.9787308982918
2025-07-20,60.329169827502604
2025-07-21,67.7380152449152
2025-07-22,62.445982803906205
2025-07-23,63.504389292108
2025-07-24,58.212356851099
2025-07-25,57.153950362897206
2025-07-26,57.153950362897206
2025-07-27,58.212356851099
2025-07-28,65.62120226851161
2025-07-29,66.6796087567134
2025-07-30,66.6796087567134
2025-07-31,67.7380152449152
2025-08-01,55.037137386493605
2025-08-02,50.8035114336864
2025-08-03,50.8035114336864
2025-08-04,56.0955438746954
2025-08-05,59.2707633393008
2025-08-06,61.3875763157044
2025-08-07,59.2707633393008
2025-08-08,60.329169827502604
2025-08-09,52.920324410090004
2025-08-10,52.920324410090004
2025-08-11,63.504389292108
2025-08-12,66.6796087567134
2025-08-13,64.5627957803098
2025-08-14,70.91323470952061
2025-08-15,62.445982803906205
2025-08-16,44.4530725044756
2025-08-17,50.8035114336864
2025-08-18,67.7380152449152
2025-08-19,68.796421733117
2025-08-20,69.8548282213188
2025-08-21,75.14686066232781
2025-08-22,67.7380152449152
2025-08-23,48.6866984572828
2025-08-24,51.8619179218882
2025-08-25,75.14686066232781
2025-08-26,77.2636736387314
2025-08-27,86.7893320325476
2025-08-28,83.6141125679422
2025-08-29,73.0300476859242
2025-08-30,50.8035114336864
2025-08-31,53.9787308982918
2025-09-01,57.153950362897206
2025-09-02,82.5557060797404
2025-09-03,87.8477385207494
2025-09-04,89.96455149715301
2025-09-05,81.4972995915386
2025-09-06,53.9787308982918
2025-09-07,55.037137386493605
2025-09-08,89.96455149715301
2025-09-09,95.25658393816201
2025-09-10,84.67251905614401
2025-09-11,79.380486615135
2025-09-12,77.2636736387314
2025-09-13,49.745104945484606
2025-09-14,50.8035114336864
2025-09-15,88.9061450089512
2025-09-16,99.49020989096921
2025-09-17,103.7238358437764
2025-09-18,97.3733969145656
2025-09-19,89.96455149715301
2025-09-20,60.329169827502604
2025-09-21,67.7380152449152
2025-09-22,102.6654293555746
2025-09-23,92.0813644735566
2025-09-24,99.49020989096921
2025-09-25,96.3149904263638
2025-09-26,91.02295798535481
2025-09-27,57.153950362897206
2025-09-28,67.7380152449152
2025-09-29,93.1397709617584
2025-09-30,100.54861637917101
2025-10-01,95.25658393816201
2025-10-02,91.02295798535481
2025-10-03,85.73092554434581
2025-10-04,47.628291969081005
2025-10-05,53.9787308982918
2025-10-06,83.6141125679422
2025-10-07,95.25658393816201
2025-10-08,92.0813644735566
2025-10-09,95.25658393816201
2025-10-10,77.2636736387314
2025-10-11,53.9787308982918
2025-10-12,55.037137386493605
2025-10-13,84.67251905614401
2025-10-14,85.73092554434581
2025-10-15,89.96455149715301
2025-10-16,88.9061450089512
2025-10-17,78.3220801269332
2025-10-18,52.920324410090004
2025-10-19,61.3875763157044
2025-10-20,83.6141125679422
2025-10-21,99.49020989096921
2025-10-22,88.9061450089512
2025-10-23,94.1981774499602
2025-10-24,83.6141125679422
2025-10-25,42.336259528072006
2025-10-26,59.2707633393008
2025-10-27,88.9061450089512
2025-10-28,89.96455149715301
2025-10-29,91.02295798535481
2025-10-30,93.1397709617584
2025-10-31,75.14686066232781
2025-11-01,52.920324410090004
2025-11-02,59.2707633393008
2025-11-03,102.6654293555746
2025-11-04,91.02295798535481
2025-11-05,99.49020989096921
2025-11-06,95.25658393816201
2025-11-07,87.8477385207494
2025-11-08,60.329169827502604
2025-11-09,60.329169827502604
2025-11-10,98.4318034027674
2025-11-11,84.67251905614401
2025-11-12,94.1981774499602
2025-11-13,99.49020989096921
2025-11-14,91.02295798535481
2025-11-15,58.212356851099
2025-11-16,59.2707633393008
2025-11-17,98.4318034027674
2025-11-18,94.1981774499602
2025-11-19,95.25658393816201
2025-11-20,98.4318034027674
2025-11-21,79.380486615135
2025-11-22,50.8035114336864
2025-11-23,59.2707633393008
2025-11-24,77.2636736387314
2025-11-25,71.9716411977224
2025-11-26,60.329169827502604
2025-11-27,46.5698854808792
2025-11-28,44.4530725044756
2025-11-29,51.8619179218882
2025-11-30,60.329169827502604
2025-12-01,93.1397709617584
2025-12-02,97.3733969145656
2025-12-03,94.1981774499602
2025-12-04,93.1397709617584
2025-12-05,86.7893320325476
2025-12-06,61.3875763157044
2025-12-07,67.7380152449152
2025-12-08,101.6070228673728
2025-12-09,91.02295798535481
2025-12-10,105.84064882018001
2025-12-11,101.76191162174382
2025-12-12,84.80159301811985
2025-12-13,57.089413381909296
2025-12-14,55.953562516522
2025-12-15,84.80159301811985
2025-12-16,83.66574215273255
2025-12-17,83.66574215273255
2025-12-18,79.12233869118336
2025-12-19,67.84127441449587
2025-12-20,41.794148887773524
2025-12-21,48.08005083599641
2025-12-22,52.546009920360106
2025-12-23,52.0168066762592
2025-12-24,49.74510494548461
2025-12-25,43.53664737444722
2025-12-26,49.74510494548461
2025-12-27,50.88095581087191
2025-12-28,49.74510494548461
2025-12-29,55.953562516522
2025-12-30,55.953562516522
2025-12-31,55.953562516522
2026-01-01,54.2885084070338
2026-01-02,60.49696597807119
2026-01-03,57.089413381909296
2026-01-04,58.75446749139749
2026-01-05,64.43372181833398
2026-01-06,82.52989128734524
2026-01-07,84.19494539683345
2026-01-08,86.46664712760804
2026-01-09,93.42373367810525
2026-01-10,66.73123834150375
2026-01-11,57.024876400921386
2026-01-12,93.42373367810525
2026-01-13,94.63702892067805
2026-01-14,95.85032416325083
2026-01-15,90.99714319295965
2026-01-16,83.71737173752288
2026-01-17,59.451466886066974
2026-01-18,58.238171643494184
2026-01-19,67.94453358407654
2026-01-20,92.21043843553245
2026-01-21,100.70350513354202
2026-01-22,99.49020989096923
2026-01-23,89.78384795038686
2026-01-24,65.51794309893096
2026-01-25,66.73123834150375
2026-01-26,83.71737173752288
2026-01-27,89.78384795038686
2026-01-28,88.57055270781406
2026-01-29,97.06361940582363
2026-01-30,99.49020989096923
2026-01-31,72.79771455436773
2026-02-01,77.6508955246589
2026-02-02,104.3433908612604
2026-02-03,106.769981346406
2026-02-04,105.5566861038332
2026-02-05,107.9832765889788
2026-02-06,98.27691464839643
2026-02-07,69.15782882664934
2026-02-08,72.79771455436773
2026-02-09,100.70350513354202
2026-02-10,101.91680037611482
2026-02-11,98.27691464839643
2026-02-12,95.85032416325083
2026-02-13,87.35725746524128
2026-02-14,59.451466886066974
2026-02-15,67.94453358407654
2026-02-16,88.57055270781406
2026-02-17,99.49020989096923
2026-02-18,98.27691464839643
2026-02-19,98.27691464839643
2026-02-20,98.27691464839643
2026-02-21,69.15782882664934
2026-02-22,70.37112406922213
2026-02-23,103.1300956186876
2026-02-24,104.3433908612604
2026-02-25,104.3433908612604
2026-02-26,106.769981346406
2026-02-27,112.83645755926997
2026-02-28,63.09135261378536
2026-03-01,65.51794309893096
2026-03-02,120.11622901470675
2026-03-03,114.04975280184277
2026-03-04,111.62316231669718
2026-03-05,111.62316231669718
2026-03-06,99.49020989096923
2026-03-07,58.238171643494184
2026-03-08,71.58441931179493
2026-03-09,99.49020989096923
2026-03-10,97.06361940582363
2026-03-11,116.47634328698837
2026-03-12,93.42373367810525
2026-03-13,86.14396222266848
2026-03-14,60.66476212863977
2026-03-15,66.73123834150375
2026-03-16,86.14396222266848
2026-03-17,86.14396222266848
2026-03-18,89.78384795038686
2026-03-19,87.35725746524128
2026-03-20,86.14396222266848
2026-03-21,70.37112406922213
2026-03-22,71.58441931179493
2026-03-23,101.91680037611482
2026-03-24,92.21043843553245
2026-03-25,95.85032416325083
2026-03-26,95.85032416325083
2026-03-27,84.93066698009568
2026-03-28,61.87805737121256
2026-03-29,71.58441931179493
2026-03-30,95.85032416325083
2026-03-31,98.27691464839643
2026-04-01,103.1300956186876
2026-04-02,97.06361940582363
2026-04-03,69.15782882664934
2026-04-04,59.451466886066974
2026-04-05,67.94453358407654
2026-04-06,111.62316231669718
2026-04-07,88.57055270781406
2026-04-08,93.42373367810525
2026-04-09,90.99714319295965
2026-04-10,82.50407649495008
2026-04-11,66.73123834150375
2026-04-12,67.94453358407654
2026-04-13,99.49020989096923
2026-04-14,100.70350513354202
2026-04-15,98.27691464839643
2026-04-16,99.49020989096923
2026-04-17,121.32952425727954
2026-04-18,66.73123834150375
2026-04-19,71.58441931179493
2026-04-20,98.27691464839643
2026-04-21,100.70350513354202
2026-04-22,98.27691464839643
2026-04-23,95.85032416325083
2026-04-24,90.99714319295965
2026-04-25,65.51794309893096
2026-04-26,75.22430503951331
2026-04-27,98.27691464839643
2026-04-28,99.49020989096923
2026-04-29,105.5566861038332
2026-04-30,101.91680037611482
2026-05-01,88.57055270781406
2026-05-02,69.15782882664934
2026-05-03,72.79771455436773
2026-05-04,97.06361940582363
2026-05-05,100.70350513354202
2026-05-06,104.3433908612604
2026-05-07,101.91680037611482
2026-05-08,89.78384795038686
2026-05-09,72.79771455436773
2026-05-10,69.15782882664934
2026-05-11,95.85032416325083
2026-05-12,97.06361940582363
2026-05-13,89.78384795038686
2026-05-14,89.78384795038686
2026-05-15,84.93066698009568
2026-05-16,61.87805737121256
2026-05-17,61.87805737121256
2026-05-18,83.71737173752288
2026-05-19,84.93066698009568
2026-05-20,86.14396222266848
2026-05-21,82.50407649495008
2026-05-22,80.0774860098045
2026-05-23,71.58441931179493
2026-05-24,60.66476212863977
2026-05-25,64.30464785635816
2026-05-26,76.43760028208611
2026-05-27,78.8641907672317
2026-05-28,77.6508955246589
2026-05-29,74.01100979694053
2026-05-30,66.73123834150375
2026-05-31,78.8641907672317
