Time,beggar
2024-11-27,70.82547169811322
2024-11-28,131.53301886792454
2024-11-29,101.17924528301887
2024-11-30,121.41509433962266
2024-12-01,111.29716981132077
2024-12-02,91.06132075471699
2024-12-03,40.47169811320755
2024-12-04,101.17924528301887
2024-12-05,80.9433962264151
2024-12-06,111.29716981132077
2024-12-07,101.17924528301887
2024-12-08,91.06132075471699
2024-12-09,101.17924528301887
2024-12-10,91.06132075471699
2024-12-11,91.06132075471699
2024-12-12,101.17924528301887
2024-12-13,111.29716981132077
2024-12-14,80.9433962264151
2024-12-15,80.9433962264151
2024-12-16,101.17924528301887
2024-12-17,101.17924528301887
2024-12-18,70.82547169811322
2024-12-19,80.9433962264151
2024-12-20,91.06132075471699
2024-12-21,70.82547169811322
2024-12-22,70.82547169811322
2024-12-23,80.9433962264151
2024-12-24,80.9433962264151
2024-12-25,91.06132075471699
2024-12-26,80.9433962264151
2024-12-27,60.70754716981133
2024-12-28,50.589622641509436
2024-12-29,101.17924528301887
2024-12-30,80.9433962264151
2024-12-31,70.82547169811322
2025-01-01,60.70754716981133
2025-01-02,60.70754716981133
2025-01-03,70.82547169811322
2025-01-04,91.06132075471699
2025-01-05,101.17924528301887
2025-01-06,50.589622641509436
2025-01-07,80.9433962264151
2025-01-08,70.82547169811322
2025-01-09,111.29716981132077
2025-01-10,80.9433962264151
2025-01-11,70.82547169811322
2025-01-12,111.29716981132077
2025-01-13,70.82547169811322
2025-01-14,70.82547169811322
2025-01-15,70.82547169811322
2025-01-16,101.17924528301887
2025-01-17,70.82547169811322
2025-01-18,60.70754716981133
2025-01-19,60.70754716981133
2025-01-20,60.70754716981133
2025-01-21,91.06132075471699
2025-01-22,91.06132075471699
2025-01-23,70.82547169811322
2025-01-24,80.9433962264151
2025-01-25,50.589622641509436
2025-01-26,91.06132075471699
2025-01-27,50.589622641509436
2025-01-28,111.29716981132077
2025-01-29,111.29716981132077
2025-01-30,80.9433962264151
2025-01-31,70.82547169811322
2025-02-01,91.06132075471699
2025-02-02,91.06132075471699
2025-02-03,70.82547169811322
2025-02-04,91.06132075471699
2025-02-05,91.06132075471699
2025-02-06,111.29716981132077
2025-02-07,121.41509433962266
2025-02-08,111.29716981132077
2025-02-09,91.06132075471699
2025-02-10,80.9433962264151
2025-02-11,80.9433962264151
2025-02-12,91.06132075471699
2025-02-13,91.06132075471699
2025-02-14,70.82547169811322
2025-02-15,101.17924528301887
2025-02-16,111.29716981132077
2025-02-17,101.17924528301887
2025-02-18,111.29716981132077
2025-02-19,60.70754716981133
2025-02-20,111.29716981132077
2025-02-21,70.82547169811322
2025-02-22,91.06132075471699
2025-02-23,101.17924528301887
2025-02-24,70.82547169811322
2025-02-25,111.29716981132077
2025-02-26,91.06132075471699
2025-02-27,80.9433962264151
2025-02-28,91.06132075471699
2025-03-01,121.41509433962266
2025-03-02,111.29716981132077
2025-03-03,121.41509433962266
2025-03-04,131.53301886792454
2025-03-05,70.82547169811322
2025-03-06,91.06132075471699
2025-03-07,91.06132075471699
2025-03-08,80.9433962264151
2025-03-09,80.9433962264151
2025-03-10,80.9433962264151
2025-03-11,80.9433962264151
2025-03-12,121.41509433962266
2025-03-13,131.53301886792454
2025-03-14,70.82547169811322
2025-03-15,60.70754716981133
2025-03-16,80.9433962264151
2025-03-17,70.82547169811322
2025-03-18,50.589622641509436
2025-03-19,80.9433962264151
2025-03-20,91.06132075471699
2025-03-21,80.9433962264151
2025-03-22,60.70754716981133
2025-03-23,1011.7924528301888
2025-03-24,596.9575471698114
2025-03-25,354.12735849056605
2025-03-26,273.183962264151
2025-03-27,273.183962264151
2025-03-28,252.9481132075472
2025-03-29,252.9481132075472
2025-03-30,202.35849056603774
2025-03-31,151.7688679245283
2025-04-01,121.41509433962266
2025-04-02,131.53301886792454
2025-04-03,91.06132075471699
2025-04-04,141.65094339622644
2025-04-05,111.29716981132077
2025-04-06,111.29716981132077
2025-04-07,101.17924528301887
2025-04-08,121.41509433962266
2025-04-09,91.06132075471699
2025-04-10,91.06132075471699
2025-04-11,161.8867924528302
2025-04-12,344.0094339622642
2025-04-13,333.8915094339623
2025-04-14,313.6556603773585
2025-04-15,240.35232961108974
2025-04-16,231.57657874470544
2025-04-17,152.69806507508665
2025-04-18,232.81550827878323
2025-04-19,200.29360800924144
2025-04-20,172.72742587601078
2025-04-21,121.41509433962266
2025-04-22,122.65402387370044
2025-04-23,113.87827300731615
2025-04-24,120.17616480554487
2025-04-25,110.1614844050828
2025-04-26,131.42977474008472
2025-04-27,113.87827300731615
2025-04-28,101.3857335386985
2025-04-29,91.37105313823643
2025-04-30,101.3857335386985
2025-05-01,112.63934347323837
2025-05-02,128.95191567192916
2025-05-03,191.51785714285717
2025-05-04,130.19084520600694
2025-05-05,98.90787447054294
2025-05-06,158.99595687331538
2025-05-07,90.13212360415865
2025-05-08,100.14680400462072
2025-05-09,110.1614844050828
2025-05-10,72.58062187139006
2025-05-11,92.60998267231422
2025-05-12,91.37105313823643
2025-05-13,121.41509433962266
2025-05-14,79.29149018097806
2025-05-15,123.89295340777822
2025-05-16,109.02579899884483
2025-05-17,81.76934924913363
2025-05-18,128.84867154408934
2025-05-19,76.81363111282249
2025-05-20,131.3265306122449
2025-05-21,84.24720831728919
2025-05-22,86.72506738544475
2025-05-23,89.20292645360031
2025-05-24,118.93723527146709
2025-05-25,126.37081247593377
2025-05-26,91.68078552175588
2025-05-27,109.02579899884483
2025-05-28,74.33577204466692
2025-05-29,104.0700808625337
2025-05-30,91.68078552175588
2025-05-31,116.45937620331152
2025-06-01,113.98151713515595
2025-06-02,74.33577204466692
2025-06-03,99.11436272622257
2025-06-04,136.28224874855604
2025-06-05,126.37081247593377
2025-06-06,91.68078552175588
2025-06-07,104.0700808625337
2025-06-08,106.54793993068927
2025-06-09,104.0700808625337
2025-06-10,69.3800539083558
2025-06-11,81.76934924913363
2025-06-12,161.06083943011168
2025-06-13,109.02579899884483
2025-06-14,99.11436272622257
2025-06-15,79.29149018097806
2025-06-16,0.0
2025-06-17,61.94647670388911
2025-06-18,86.72506738544475
2025-06-19,81.76934924913363
2025-06-20,66.90219484020024
2025-06-21,106.54793993068927
2025-06-22,89.20292645360031
2025-06-23,94.15864458991145
2025-06-24,94.15864458991145
2025-06-25,118.93723527146709
2025-06-26,91.68078552175588
2025-06-27,121.41509433962266
2025-06-28,81.76934924913363
2025-06-29,109.02579899884483
2025-06-30,99.11436272622257
2025-07-01,96.63650365806701
2025-07-02,106.54793993068927
2025-07-03,91.68078552175588
2025-07-04,106.54793993068927
2025-07-05,91.68078552175588
2025-07-06,109.02579899884483
2025-07-07,74.33577204466692
2025-07-08,138.7601078167116
2025-07-09,116.45937620331152
2025-07-10,113.98151713515595
2025-07-11,126.37081247593377
2025-07-12,131.3265306122449
2025-07-13,148.67154408933385
2025-07-14,118.93723527146709
2025-07-15,84.24720831728919
2025-07-16,104.0700808625337
2025-07-17,136.28224874855604
2025-07-18,121.41509433962266
2025-07-19,113.98151713515595
2025-07-20,153.62726222564498
2025-07-21,101.59222179437813
2025-07-22,111.5036580670004
2025-07-23,106.54793993068927
2025-07-24,91.68078552175588
2025-07-25,116.45937620331152
2025-07-26,230.44089333846748
2025-07-27,153.62726222564498
2025-07-28,71.85791297651137
2025-07-29,99.11436272622257
2025-07-30,136.28224874855604
2025-07-31,104.0700808625337
2025-08-01,118.93723527146709
2025-08-02,86.72506738544475
2025-08-03,106.54793993068927
2025-08-04,71.85791297651137
2025-08-05,69.3800539083558
2025-08-06,79.29149018097806
2025-08-07,104.0700808625337
2025-08-08,121.41509433962266
2025-08-09,116.45937620331152
2025-08-10,123.89295340777822
2025-08-11,104.0700808625337
2025-08-12,66.90219484020024
2025-08-13,61.94647670388911
2025-08-14,64.42433577204467
2025-08-15,79.29149018097806
2025-08-16,71.85791297651137
2025-08-17,79.29149018097806
2025-08-18,52.03504043126685
2025-08-19,99.11436272622257
2025-08-20,106.54793993068927
2025-08-21,66.90219484020024
2025-08-22,69.3800539083558
2025-08-23,104.0700808625337
2025-08-24,76.81363111282249
2025-08-25,64.42433577204467
2025-08-26,61.94647670388911
2025-08-27,64.42433577204467
2025-08-28,79.29149018097806
2025-08-29,84.24720831728919
2025-08-30,54.51289949942242
2025-08-31,76.81363111282249
2025-09-01,84.24720831728919
2025-09-02,64.42433577204467
2025-09-03,71.85791297651137
2025-09-04,94.15864458991145
2025-09-05,99.11436272622257
2025-09-06,104.0700808625337
2025-09-07,89.20292645360031
2025-09-08,66.90219484020024
2025-09-09,79.29149018097806
2025-09-10,61.94647670388911
2025-09-11,66.90219484020024
2025-09-12,54.51289949942242
2025-09-13,76.81363111282249
2025-09-14,121.41509433962266
2025-09-15,104.0700808625337
2025-09-16,106.54793993068927
2025-09-17,91.68078552175588
2025-09-18,109.02579899884483
2025-09-19,66.90219484020024
2025-09-20,99.11436272622257
2025-09-21,104.0700808625337
2025-09-22,109.02579899884483
2025-09-23,74.33577204466692
2025-09-24,91.68078552175588
2025-09-25,74.33577204466692
2025-09-26,101.59222179437813
2025-09-27,91.68078552175588
2025-09-28,113.98151713515595
2025-09-29,94.15864458991145
2025-09-30,91.68078552175588
2025-10-01,91.68078552175588
2025-10-02,96.63650365806701
2025-10-03,91.68078552175588
2025-10-04,71.85791297651137
2025-10-05,81.76934924913363
2025-10-06,71.85791297651137
2025-10-07,86.72506738544475
2025-10-08,104.0700808625337
2025-10-09,118.93723527146709
2025-10-10,84.24720831728919
2025-10-11,94.15864458991145
2025-10-12,128.84867154408934
2025-10-13,104.0700808625337
2025-10-14,121.41509433962266
2025-10-15,205.66230265691183
2025-10-16,247.78590681555644
2025-10-17,141.23796688486718
2025-10-18,173.4501347708895
2025-10-19,138.7601078167116
2025-10-20,146.19368502117828
2025-10-21,131.3265306122449
2025-10-22,136.28224874855604
2025-10-23,104.0700808625337
2025-10-24,116.45937620331152
2025-10-25,79.29149018097806
2025-10-26,123.89295340777822
2025-10-27,96.63650365806701
2025-10-28,101.59222179437813
2025-10-29,116.45937620331152
2025-10-30,121.41509433962266
2025-10-31,123.89295340777822
2025-11-01,96.63650365806701
2025-11-02,121.41509433962266
2025-11-03,74.33577204466692
2025-11-04,89.20292645360031
2025-11-05,104.0700808625337
2025-11-06,104.0700808625337
2025-11-07,118.93723527146709
2025-11-08,86.72506738544475
2025-11-09,74.33577204466692
2025-11-10,79.29149018097806
2025-11-11,86.72506738544475
2025-11-12,64.42433577204467
2025-11-13,86.72506738544475
2025-11-14,94.15864458991145
2025-11-15,101.59222179437813
2025-11-16,94.15864458991145
2025-11-17,71.85791297651137
2025-11-18,96.63650365806701
2025-11-19,89.20292645360031
2025-11-20,81.76934924913363
2025-11-21,101.59222179437813
2025-11-22,84.24720831728919
2025-11-23,113.98151713515595
2025-11-24,113.98151713515595
2025-11-25,74.33577204466692
2025-11-26,99.11436272622257
2025-11-27,86.72506738544475
2025-11-28,74.33577204466692
2025-11-29,111.5036580670004
2025-11-30,69.3800539083558
2025-12-01,91.68078552175588
2025-12-02,99.11436272622257
2025-12-03,101.59222179437813
2025-12-04,91.68078552175588
2025-12-05,76.81363111282249
2025-12-06,131.3265306122449
2025-12-07,104.0700808625337
2025-12-08,104.0700808625337
2025-12-09,84.24720831728919
2025-12-10,101.59222179437813
2025-12-11,79.02940893338469
2025-12-12,138.47420100115522
2025-12-13,109.09727570273394
2025-12-14,81.65022140931845
2025-12-15,79.02940893338469
2025-12-16,84.27103388525222
2025-12-17,111.02714670773972
2025-12-18,97.37509626492107
2025-12-19,103.8556507508664
2025-12-20,81.65022140931845
2025-12-21,67.30722949557182
2025-12-22,97.37509626492107
2025-12-23,79.72035040431268
2025-12-24,71.85791297651137
2025-12-25,59.44479206777051
2025-12-26,59.44479206777051
2025-12-27,89.51265883711977
2025-12-28,64.68641701963804
2025-12-29,66.61628802464384
2025-12-30,124.13120908740856
2025-12-31,71.85791297651137
2026-01-01,88.82171736619176
2026-01-02,89.51265883711977
2026-01-03,113.64795918367349
2026-01-04,98.61402579899885
2026-01-05,82.34116288024646
2026-01-06,94.06334231805931
2026-01-07,77.09953792837891
2026-01-08,92.13347131305353
2026-01-09,82.91297651135928
2026-01-10,77.38544474393532
2026-01-11,93.96804004620718
2026-01-12,92.58615710435119
2026-01-13,113.31440123219102
2026-01-14,89.82239122063922
2026-01-15,109.16875240662304
2026-01-16,64.94849826723143
2026-01-17,87.05862533692724
2026-01-18,80.1492106276473
2026-01-19,64.94849826723143
2026-01-20,114.696284174047
2026-01-21,106.40498652291107
2026-01-22,85.67674239507124
2026-01-23,113.31440123219102
2026-01-24,121.60569888332694
2026-01-25,107.78686946476705
2026-01-26,105.02310358105508
2026-01-27,100.87745475548712
2026-01-28,85.67674239507124
2026-01-29,96.73180592991915
2026-01-30,107.78686946476705
2026-01-31,91.20427416249521
2026-02-01,118.84193299961495
2026-02-02,120.22381594147095
2026-02-03,103.64122063919909
2026-02-04,100.87745475548712
2026-02-05,96.73180592991915
2026-02-06,135.42452830188682
2026-02-07,114.696284174047
2026-02-08,124.36946476703892
2026-02-09,91.20427416249521
2026-02-10,92.58615710435119
2026-02-11,91.20427416249521
2026-02-12,74.62167886022334
2026-02-13,113.31440123219102
2026-02-14,120.22381594147095
2026-02-15,111.93251829033503
2026-02-16,111.93251829033503
2026-02-17,110.55063534847903
2026-02-18,100.87745475548712
2026-02-19,107.78686946476705
2026-02-20,103.64122063919909
2026-02-21,121.60569888332694
2026-02-22,111.93251829033503
2026-02-23,102.25933769734311
2026-02-24,111.93251829033503
2026-02-25,110.55063534847903
2026-02-26,109.16875240662304
2026-02-27,132.66076241817484
2026-02-28,81.53109356950328
2026-03-01,93.96804004620718
2026-03-02,96.73180592991915
2026-03-03,74.62167886022334
2026-03-04,134.04264536003083
2026-03-05,66.33038120908742
2026-03-06,127.13323065075089
2026-03-07,107.78686946476705
2026-03-08,102.25933769734311
2026-03-09,92.58615710435119
2026-03-10,109.16875240662304
2026-03-11,105.02310358105508
2026-03-12,102.25933769734311
2026-03-13,91.20427416249521
2026-03-14,85.67674239507124
2026-03-15,105.02310358105508
2026-03-16,89.82239122063922
2026-03-17,69.0941470927994
2026-03-18,120.22381594147095
2026-03-19,116.07816711590299
2026-03-20,85.67674239507124
2026-03-21,111.93251829033503
2026-03-22,100.87745475548712
2026-03-23,77.38544474393532
2026-03-24,118.84193299961495
2026-03-25,81.53109356950328
2026-03-26,84.29485945321527
2026-03-27,99.49557181363113
2026-03-28,73.23979591836736
2026-03-29,103.64122063919909
2026-03-30,116.07816711590299
2026-03-31,81.53109356950328
2026-04-01,93.96804004620718
2026-04-02,52.51155179052754
2026-04-03,85.67674239507124
2026-04-04,70.47603003465538
2026-04-05,95.34992298806317
2026-04-06,100.87745475548712
2026-04-07,92.58615710435119
2026-04-08,100.87745475548712
2026-04-09,102.25933769734311
2026-04-10,89.82239122063922
2026-04-11,81.53109356950328
2026-04-12,138.1882941855988
2026-04-13,117.46005005775898
2026-04-14,116.07816711590299
2026-04-15,116.07816711590299
2026-04-16,92.58615710435119
2026-04-17,105.02310358105508
2026-04-18,122.98758182518293
2026-04-19,74.62167886022334
2026-04-20,85.67674239507124
2026-04-21,117.46005005775898
2026-04-22,87.05862533692724
2026-04-23,117.46005005775898
2026-04-24,105.02310358105508
2026-04-25,114.696284174047
2026-04-26,122.98758182518293
2026-04-27,80.1492106276473
2026-04-28,116.07816711590299
2026-04-29,87.05862533692724
2026-04-30,89.82239122063922
2026-05-01,98.11368887177514
2026-05-02,76.00356180207933
2026-05-03,78.76732768579132
2026-05-04,85.67674239507124
2026-05-05,82.91297651135928
2026-05-06,92.58615710435119
2026-05-07,120.22381594147095
2026-05-08,105.02310358105508
2026-05-09,89.82239122063922
2026-05-10,55.27531767423952
2026-05-11,74.62167886022334
2026-05-12,81.53109356950328
2026-05-13,131.27887947631885
2026-05-14,81.53109356950328
2026-05-15,70.47603003465538
2026-05-16,98.11368887177514
2026-05-17,95.34992298806317
2026-05-18,49.747785906815565
2026-05-19,80.1492106276473
2026-05-20,81.53109356950328
2026-05-21,89.82239122063922
2026-05-22,62.18473238351946
2026-05-23,76.00356180207933
2026-05-24,71.85791297651137
2026-05-25,77.38544474393532
2026-05-26,63.566615325375444
2026-05-27,48.365902964959574
2026-05-28,82.91297651135928
2026-05-29,96.73180592991915
2026-05-30,89.82239122063922
2026-05-31,106.40498652291107
