Time,benefit
2022-12-07,83.86153846153846
2022-12-08,88.1076923076923
2022-12-09,75.36923076923077
2022-12-10,58.38461538461539
2022-12-11,54.13846153846154
2022-12-12,82.8
2022-12-13,81.73846153846154
2022-12-14,76.43076923076923
2022-12-15,77.49230769230769
2022-12-16,73.24615384615385
2022-12-17,47.76923076923077
2022-12-18,43.52307692307692
2022-12-19,70.06153846153846
2022-12-20,67.93846153846154
2022-12-21,66.87692307692308
2022-12-22,57.323076923076925
2022-12-23,46.707692307692305
2022-12-24,33.96923076923077
2022-12-25,28.661538461538463
2022-12-26,43.52307692307692
2022-12-27,58.38461538461539
2022-12-28,61.56923076923077
2022-12-29,61.56923076923077
2022-12-30,57.323076923076925
2022-12-31,48.83076923076923
2023-01-01,39.276923076923076
2023-01-02,56.261538461538464
2023-01-03,73.24615384615385
2023-01-04,74.3076923076923
2023-01-05,75.36923076923077
2023-01-06,75.36923076923077
2023-01-07,55.2
2023-01-08,54.13846153846154
2023-01-09,79.61538461538461
2023-01-10,78.55384615384615
2023-01-11,84.92307692307692
2023-01-12,91.29230769230769
2023-01-13,82.8
2023-01-14,54.13846153846154
2023-01-15,54.13846153846154
2023-01-16,62.63076923076923
2023-01-17,77.49230769230769
2023-01-18,83.86153846153846
2023-01-19,83.86153846153846
2023-01-20,83.86153846153846
2023-01-21,59.44615384615385
2023-01-22,57.323076923076925
2023-01-23,92.35384615384615
2023-01-24,92.35384615384615
2023-01-25,84.92307692307692
2023-01-26,92.35384615384615
2023-01-27,80.67692307692307
2023-01-28,60.50769230769231
2023-01-29,58.38461538461539
2023-01-30,95.53846153846153
2023-01-31,88.1076923076923
2023-02-01,85.98461538461538
2023-02-02,87.04615384615384
2023-02-03,85.98461538461538
2023-02-04,60.50769230769231
2023-02-05,64.75384615384615
2023-02-06,93.41538461538461
2023-02-07,87.04615384615384
2023-02-08,87.04615384615384
2023-02-09,89.16923076923077
2023-02-10,88.1076923076923
2023-02-11,61.56923076923077
2023-02-12,59.44615384615385
2023-02-13,78.55384615384615
2023-02-14,83.86153846153846
2023-02-15,90.23076923076923
2023-02-16,90.23076923076923
2023-02-17,80.67692307692307
2023-02-18,61.56923076923077
2023-02-19,60.50769230769231
2023-02-20,76.43076923076923
2023-02-21,83.86153846153846
2023-02-22,83.86153846153846
2023-02-23,87.04615384615384
2023-02-24,77.49230769230769
2023-02-25,62.63076923076923
2023-02-26,62.63076923076923
2023-02-27,106.15384615384616
2023-02-28,104.03076923076924
2023-03-01,94.47692307692307
2023-03-02,88.1076923076923
2023-03-03,76.43076923076923
2023-03-04,63.69230769230769
2023-03-05,60.50769230769231
2023-03-06,85.98461538461538
2023-03-07,88.1076923076923
2023-03-08,90.23076923076923
2023-03-09,84.92307692307692
2023-03-10,78.55384615384615
2023-03-11,56.261538461538464
2023-03-12,55.2
2023-03-13,75.36923076923077
2023-03-14,79.61538461538461
2023-03-15,79.61538461538461
2023-03-16,79.61538461538461
2023-03-17,71.12307692307692
2023-03-18,56.261538461538464
2023-03-19,59.44615384615385
2023-03-20,84.92307692307692
2023-03-21,84.92307692307692
2023-03-22,85.98461538461538
2023-03-23,90.23076923076923
2023-03-24,77.49230769230769
2023-03-25,57.323076923076925
2023-03-26,60.50769230769231
2023-03-27,88.1076923076923
2023-03-28,89.16923076923077
2023-03-29,87.04615384615384
2023-03-30,87.04615384615384
2023-03-31,80.67692307692307
2023-04-01,56.261538461538464
2023-04-02,60.50769230769231
2023-04-03,88.1076923076923
2023-04-04,84.92307692307692
2023-04-05,81.73846153846154
2023-04-06,79.61538461538461
2023-04-07,66.87692307692308
2023-04-08,54.13846153846154
2023-04-09,53.07692307692308
2023-04-10,82.8
2023-04-11,88.1076923076923
2023-04-12,87.04615384615384
2023-04-13,83.86153846153846
2023-04-14,81.73846153846154
2023-04-15,58.38461538461539
2023-04-16,61.56923076923077
2023-04-17,92.35384615384615
2023-04-18,88.1076923076923
2023-04-19,93.41538461538461
2023-04-20,82.8
2023-04-21,85.98461538461538
2023-04-22,56.261538461538464
2023-04-23,60.50769230769231
2023-04-24,99.78461538461538
2023-04-25,90.23076923076923
2023-04-26,92.61923076923077
2023-04-27,81.10448717948717
2023-04-28,82.68205128205128
2023-04-29,55.465384615384615
2023-04-30,59.136538461538464
2023-05-01,89.47884615384615
2023-05-02,90.00961538461539
2023-05-03,81.6352564102564
2023-05-04,88.43205128205128
2023-05-05,76.40128205128204
2023-05-06,51.80897435897435
2023-05-07,54.41858974358974
2023-05-08,81.6352564102564
2023-05-09,80.05769230769229
2023-05-10,82.68205128205128
2023-05-11,76.40128205128204
2023-05-12,70.12051282051281
2023-05-13,46.574999999999996
2023-05-14,42.38782051282051
2023-05-15,81.6352564102564
2023-05-16,79.54166666666666
2023-05-17,73.26089743589743
2023-05-18,74.30769230769229
2023-05-19,73.26089743589743
2023-05-20,46.574999999999996
2023-05-21,48.13782051282051
2023-05-22,73.26089743589743
2023-05-23,74.30769230769229
2023-05-24,72.21410256410256
2023-05-25,73.27564102564102
2023-05-26,61.92307692307692
2023-05-27,48.50641025641025
2023-05-28,44.378205128205124
2023-05-29,48.50641025641025
2023-05-30,70.17948717948717
2023-05-31,69.14743589743588
2023-06-01,72.24358974358974
2023-06-02,68.11538461538461
2023-06-03,47.47435897435897
2023-06-04,48.50641025641025
2023-06-05,73.27564102564102
2023-06-06,70.17948717948717
2023-06-07,71.21153846153845
2023-06-08,68.11538461538461
2023-06-09,62.9551282051282
2023-06-10,47.47435897435897
2023-06-11,46.442307692307686
2023-06-12,69.14743589743588
2023-06-13,70.17948717948717
2023-06-14,71.21153846153845
2023-06-15,62.9551282051282
2023-06-16,63.98717948717948
2023-06-17,46.442307692307686
2023-06-18,45.41025641025641
2023-06-19,57.79487179487179
2023-06-20,65.01923076923076
2023-06-21,72.24358974358974
2023-06-22,67.08333333333333
2023-06-23,59.85897435897435
2023-06-24,45.41025641025641
2023-06-25,48.50641025641025
2023-06-26,67.08333333333333
2023-06-27,69.14743589743588
2023-06-28,71.21153846153845
2023-06-29,71.21153846153845
2023-06-30,62.9551282051282
2023-07-01,47.47435897435897
2023-07-02,47.47435897435897
2023-07-03,58.82692307692307
2023-07-04,45.41025641025641
2023-07-05,63.98717948717948
2023-07-06,67.08333333333333
2023-07-07,68.11538461538461
2023-07-08,49.53846153846153
2023-07-09,48.50641025641025
2023-07-10,67.08333333333333
2023-07-11,67.08333333333333
2023-07-12,66.05128205128204
2023-07-13,76.37179487179486
2023-07-14,60.891025641025635
2023-07-15,47.47435897435897
2023-07-16,47.47435897435897
2023-07-17,67.08333333333333
2023-07-18,65.01923076923076
2023-07-19,68.11538461538461
2023-07-20,66.05128205128204
2023-07-21,67.08333333333333
2023-07-22,48.50641025641025
2023-07-23,51.602564102564095
2023-07-24,68.11538461538461
2023-07-25,69.14743589743588
2023-07-26,72.24358974358974
2023-07-27,66.05128205128204
2023-07-28,67.08333333333333
2023-07-29,49.53846153846153
2023-07-30,47.47435897435897
2023-07-31,62.9551282051282
2023-08-01,69.14743589743588
2023-08-02,72.24358974358974
2023-08-03,68.11538461538461
2023-08-04,60.891025641025635
2023-08-05,47.47435897435897
2023-08-06,46.442307692307686
2023-08-07,66.05128205128204
2023-08-08,63.98717948717948
2023-08-09,65.01923076923076
2023-08-10,65.01923076923076
2023-08-11,61.92307692307692
2023-08-12,48.50641025641025
2023-08-13,47.47435897435897
2023-08-14,67.08333333333333
2023-08-15,68.11538461538461
2023-08-16,71.21153846153845
2023-08-17,74.30769230769229
2023-08-18,67.08333333333333
2023-08-19,52.63461538461538
2023-08-20,49.53846153846153
2023-08-21,75.33974358974358
2023-08-22,76.37179487179486
2023-08-23,82.56410256410255
2023-08-24,74.30769230769229
2023-08-25,76.37179487179486
2023-08-26,50.57051282051282
2023-08-27,52.63461538461538
2023-08-28,82.56410256410255
2023-08-29,80.49999999999999
2023-08-30,75.33974358974358
2023-08-31,80.49999999999999
2023-09-01,74.30769230769229
2023-09-02,51.602564102564095
2023-09-03,52.63461538461538
2023-09-04,56.762820512820504
2023-09-05,80.49999999999999
2023-09-06,87.72435897435896
2023-09-07,83.59615384615384
2023-09-08,75.33974358974358
2023-09-09,52.63461538461538
2023-09-10,57.79487179487179
2023-09-11,83.59615384615384
2023-09-12,89.78846153846153
2023-09-13,84.62820512820512
2023-09-14,84.62820512820512
2023-09-15,83.59615384615384
2023-09-16,55.730769230769226
2023-09-17,56.762820512820504
2023-09-18,92.88461538461537
2023-09-19,89.78846153846153
2023-09-20,83.59615384615384
2023-09-21,90.82051282051282
2023-09-22,79.46794871794872
2023-09-23,56.762820512820504
2023-09-24,58.82692307692307
2023-09-25,90.82051282051282
2023-09-26,93.91666666666666
2023-09-27,85.6602564102564
2023-09-28,91.85256410256409
2023-09-29,85.6602564102564
2023-09-30,58.82692307692307
2023-10-01,58.82692307692307
2023-10-02,91.85256410256409
2023-10-03,88.75641025641025
2023-10-04,85.6602564102564
2023-10-05,82.56410256410255
2023-10-06,78.43589743589743
2023-10-07,53.66666666666666
2023-10-08,56.762820512820504
2023-10-09,83.59615384615384
2023-10-10,83.59615384615384
2023-10-11,89.78846153846153
2023-10-12,90.82051282051282
2023-10-13,80.49999999999999
2023-10-14,55.730769230769226
2023-10-15,60.891025641025635
2023-10-16,90.82051282051282
2023-10-17,88.75641025641025
2023-10-18,85.6602564102564
2023-10-19,87.72435897435896
2023-10-20,87.72435897435896
2023-10-21,57.79487179487179
2023-10-22,60.891025641025635
2023-10-23,97.0128205128205
2023-10-24,94.94871794871794
2023-10-25,91.85256410256409
2023-10-26,87.72435897435896
2023-10-27,84.62820512820512
2023-10-28,52.63461538461538
2023-10-29,56.762820512820504
2023-10-30,98.04487179487178
2023-10-31,94.94871794871794
2023-11-01,100.10897435897435
2023-11-02,80.49999999999999
2023-11-03,82.56410256410255
2023-11-04,59.85897435897435
2023-11-05,61.92307692307692
2023-11-06,99.07692307692307
2023-11-07,91.85256410256409
2023-11-08,95.98076923076923
2023-11-09,89.78846153846153
2023-11-10,77.40384615384615
2023-11-11,58.82692307692307
2023-11-12,57.79487179487179
2023-11-13,102.1730769230769
2023-11-14,90.82051282051282
2023-11-15,99.07692307692307
2023-11-16,97.0128205128205
2023-11-17,83.59615384615384
2023-11-18,56.762820512820504
2023-11-19,56.762820512820504
2023-11-20,85.6602564102564
2023-11-21,81.53205128205127
2023-11-22,61.92307692307692
2023-11-23,40.24999999999999
2023-11-24,49.53846153846153
2023-11-25,51.602564102564095
2023-11-26,55.730769230769226
2023-11-27,92.88461538461537
2023-11-28,92.88461538461537
2023-11-29,98.04487179487178
2023-11-30,90.82051282051282
2023-12-01,86.69230769230768
2023-12-02,60.891025641025635
2023-12-03,58.82692307692307
2023-12-04,103.20512820512819
2023-12-05,98.04487179487178
2023-12-06,98.04487179487178
2023-12-07,93.91666666666666
2023-12-08,99.07692307692307
2023-12-09,58.82692307692307
2023-12-10,60.891025641025635
2023-12-11,89.78846153846153
2023-12-12,90.82051282051282
2023-12-13,87.72435897435896
2023-12-14,89.78846153846153
2023-12-15,83.59615384615384
2023-12-16,53.66666666666666
2023-12-17,49.53846153846153
2023-12-18,77.40384615384615
2023-12-19,79.46794871794872
2023-12-20,75.33974358974358
2023-12-21,66.05128205128204
2023-12-22,57.61426282051282
2023-12-23,43.34615384615384
2023-12-24,34.883333333333326
2023-12-25,34.36730769230769
2023-12-26,56.04038461538461
2023-12-27,63.9613782051282
2023-12-28,65.01923076923076
2023-12-29,63.9613782051282
2023-12-30,49.693269230769225
2023-12-31,45.461858974358975
2024-01-01,47.5775641025641
2024-01-02,72.42419871794871
2024-01-03,79.28733974358974
2024-01-04,81.94487179487179
2024-01-05,75.59775641025641
2024-01-06,56.04038461538461
2024-01-07,54.98253205128205
2024-01-08,81.94487179487179
2024-01-09,79.28733974358974
2024-01-10,86.69230769230768
2024-01-11,86.69230769230768
2024-01-12,80.3451923076923
2024-01-13,58.67211538461538
2024-01-14,50.75112179487179
2024-01-15,67.1349358974359
2024-01-16,79.28733974358974
2024-01-17,95.67115384615384
2024-01-18,88.80801282051281
2024-01-19,81.40304487179486
2024-01-20,63.935576923076916
2024-01-21,61.76826923076923
2024-01-22,87.77596153846153
2024-01-23,83.44134615384615
2024-01-24,97.52884615384615
2024-01-25,91.02692307692307
2024-01-26,88.85961538461538
2024-01-27,66.10288461538461
2024-01-28,62.85192307692307
2024-01-29,98.6125
2024-01-30,95.36153846153846
2024-01-31,102.94711538461537
2024-02-01,94.27788461538461
2024-02-02,91.02692307692307
2024-02-03,67.18653846153846
2024-02-04,67.18653846153846
2024-02-05,108.36538461538461
2024-02-06,101.86346153846154
2024-02-07,88.85961538461538
2024-02-08,94.27788461538461
2024-02-09,91.02692307692307
2024-02-10,66.10288461538461
2024-02-11,61.76826923076923
2024-02-12,84.52499999999999
2024-02-13,97.52884615384615
2024-02-14,91.02692307692307
2024-02-15,95.36153846153846
2024-02-16,84.52499999999999
2024-02-17,62.85192307692307
2024-02-18,66.10288461538461
2024-02-19,83.44134615384615
2024-02-20,97.52884615384615
2024-02-21,96.4451923076923
2024-02-22,94.27788461538461
2024-02-23,83.44134615384615
2024-02-24,62.85192307692307
2024-02-25,67.18653846153846
2024-02-26,105.11442307692307
2024-02-27,98.6125
2024-02-28,86.69230769230768
2024-02-29,98.6125
2024-03-01,89.94326923076922
2024-03-02,65.01923076923076
2024-03-03,66.10288461538461
2024-03-04,106.19807692307691
2024-03-05,97.52884615384615
2024-03-06,97.52884615384615
2024-03-07,94.27788461538461
2024-03-08,83.44134615384615
2024-03-09,60.684615384615384
2024-03-10,62.85192307692307
2024-03-11,87.77596153846153
2024-03-12,80.19038461538462
2024-03-13,87.77596153846153
2024-03-14,85.60865384615384
2024-03-15,81.27403846153845
2024-03-16,59.60096153846153
2024-03-17,60.684615384615384
2024-03-18,94.27788461538461
2024-03-19,93.19423076923076
2024-03-20,92.11057692307692
2024-03-21,95.36153846153846
2024-03-22,88.85961538461538
2024-03-23,60.684615384615384
2024-03-24,63.935576923076916
2024-03-25,94.27788461538461
2024-03-26,88.85961538461538
2024-03-27,87.77596153846153
2024-03-28,86.69230769230768
2024-03-29,74.77211538461538
2024-03-30,55.26634615384615
2024-03-31,53.099038461538456
2024-04-01,86.69230769230768
2024-04-02,87.77596153846153
2024-04-03,91.02692307692307
2024-04-04,85.60865384615384
2024-04-05,74.77211538461538
2024-04-06,60.684615384615384
2024-04-07,62.85192307692307
2024-04-08,82.3576923076923
2024-04-09,88.85961538461538
2024-04-10,95.36153846153846
2024-04-11,93.19423076923076
2024-04-12,85.60865384615384
2024-04-13,61.76826923076923
2024-04-14,68.2701923076923
2024-04-15,100.77980769230768
2024-04-16,93.19423076923076
2024-04-17,89.94326923076922
2024-04-18,89.94326923076922
2024-04-19,87.77596153846153
2024-04-20,57.433653846153845
2024-04-21,61.76826923076923
2024-04-22,95.36153846153846
2024-04-23,91.02692307692307
2024-04-24,94.27788461538461
2024-04-25,94.27788461538461
2024-04-26,86.69230769230768
2024-04-27,56.349999999999994
2024-04-28,62.85192307692307
2024-04-29,91.02692307692307
2024-04-30,88.85961538461538
2024-05-01,85.60865384615384
2024-05-02,81.27403846153845
2024-05-03,83.44134615384615
2024-05-04,55.26634615384615
2024-05-05,62.85192307692307
2024-05-06,92.11057692307692
2024-05-07,88.85961538461538
2024-05-08,93.19423076923076
2024-05-09,85.60865384615384
2024-05-10,76.93942307692308
2024-05-11,50.93173076923077
2024-05-12,46.59711538461538
2024-05-13,85.60865384615384
2024-05-14,80.19038461538462
2024-05-15,85.60865384615384
2024-05-16,81.27403846153845
2024-05-17,73.68846153846154
2024-05-18,46.59711538461538
2024-05-19,53.099038461538456
2024-05-20,79.10673076923077
2024-05-21,81.27403846153845
2024-05-22,79.10673076923077
2024-05-23,79.10673076923077
2024-05-24,66.10288461538461
2024-05-25,47.68076923076923
2024-05-26,45.513461538461534
2024-05-27,50.93173076923077
2024-05-28,68.2701923076923
2024-05-29,76.93942307692308
2024-05-30,74.77211538461538
2024-05-31,69.35384615384615
2024-06-01,50.93173076923077
2024-06-02,52.01538461538461
2024-06-03,72.60480769230769
2024-06-04,73.68846153846154
2024-06-05,75.85576923076923
2024-06-06,73.68846153846154
2024-06-07,67.18653846153846
2024-06-08,50.93173076923077
2024-06-09,50.93173076923077
2024-06-10,75.85576923076923
2024-06-11,71.52115384615384
2024-06-12,70.4375
2024-06-13,76.93942307692308
2024-06-14,65.01923076923076
2024-06-15,50.93173076923077
2024-06-16,46.59711538461538
2024-06-17,72.60480769230769
2024-06-18,70.4375
2024-06-19,63.935576923076916
2024-06-20,71.52115384615384
2024-06-21,69.35384615384615
2024-06-22,49.84807692307692
2024-06-23,53.099038461538456
2024-06-24,70.4375
2024-06-25,71.52115384615384
2024-06-26,70.4375
2024-06-27,71.52115384615384
2024-06-28,65.01923076923076
2024-06-29,50.93173076923077
2024-06-30,48.76442307692307
2024-07-01,70.4375
2024-07-02,68.2701923076923
2024-07-03,62.85192307692307
2024-07-04,45.513461538461534
2024-07-05,52.01538461538461
2024-07-06,45.513461538461534
2024-07-07,52.01538461538461
2024-07-08,69.35384615384615
2024-07-09,67.18653846153846
2024-07-10,71.52115384615384
2024-07-11,70.4375
2024-07-12,66.10288461538461
2024-07-13,53.099038461538456
2024-07-14,44.42980769230769
2024-07-15,66.10288461538461
2024-07-16,67.18653846153846
2024-07-17,78.02307692307691
2024-07-18,71.52115384615384
2024-07-19,61.76826923076923
2024-07-20,50.93173076923077
2024-07-21,48.76442307692307
2024-07-22,70.4375
2024-07-23,73.68846153846154
2024-07-24,69.35384615384615
2024-07-25,71.52115384615384
2024-07-26,62.85192307692307
2024-07-27,50.93173076923077
2024-07-28,49.84807692307692
2024-07-29,68.2701923076923
2024-07-30,67.18653846153846
2024-07-31,69.35384615384615
2024-08-01,67.18653846153846
2024-08-02,60.684615384615384
2024-08-03,49.84807692307692
2024-08-04,48.76442307692307
2024-08-05,66.10288461538461
2024-08-06,65.01923076923076
2024-08-07,72.60480769230769
2024-08-08,67.18653846153846
2024-08-09,62.85192307692307
2024-08-10,45.513461538461534
2024-08-11,43.34615384615384
2024-08-12,71.52115384615384
2024-08-13,72.60480769230769
2024-08-14,73.68846153846154
2024-08-15,74.77211538461538
2024-08-16,66.10288461538461
2024-08-17,52.01538461538461
2024-08-18,50.96360294117647
2024-08-19,82.6126696832579
2024-08-20,84.4931278280543
2024-08-21,78.05494909502261
2024-08-22,81.27403846153845
2024-08-23,74.83585972850679
2024-08-24,54.72451923076923
2024-08-25,54.18269230769231
2024-08-26,83.15449660633485
2024-08-27,81.27403846153845
2024-08-28,79.935407239819
2024-08-29,84.4931278280543
2024-08-30,81.27403846153845
2024-08-31,50.96360294117647
2024-09-01,56.063150452488685
2024-09-02,61.959502262443436
2024-09-03,83.95130090497737
2024-09-04,90.38947963800905
2024-09-05,89.0508484162896
2024-09-06,87.71221719457013
2024-09-07,56.063150452488685
2024-09-08,60.07904411764706
2024-09-09,89.0508484162896
2024-09-10,92.81176470588235
2024-09-11,89.0508484162896
2024-09-12,100.04674773755656
2024-09-13,90.93130656108596
2024-09-14,60.62087104072398
2024-09-15,61.959502262443436
2024-09-16,94.02290723981899
2024-09-17,94.02290723981899
2024-09-18,92.42929864253394
2024-09-19,90.83569004524887
2024-09-20,84.46125565610859
2024-09-21,60.557126696832576
2024-09-22,60.557126696832576
2024-09-23,95.61651583710406
2024-09-24,97.21012443438913
2024-09-25,94.02290723981899
2024-09-26,90.83569004524887
2024-09-27,84.46125565610859
2024-09-28,62.150735294117645
2024-09-29,62.150735294117645
