Time,ghetto
2024-09-30,65.58188409380526
2024-10-01,61.66654772999599
2024-10-02,62.64538182094831
2024-10-03,69.49722045761453
2024-10-04,66.56071818475758
2024-10-05,70.47605454856685
2024-10-06,73.4125568214238
2024-10-07,65.58188409380526
2024-10-08,67.5395522757099
2024-10-09,70.47605454856685
2024-10-10,68.51838636666221
2024-10-11,69.49722045761453
2024-10-12,77.32789318523307
2024-10-13,74.39139091237611
2024-10-14,71.45488863951917
2024-10-15,68.51838636666221
2024-10-16,63.62421591190063
2024-10-17,64.60305000285294
2024-10-18,68.51838636666221
2024-10-19,70.47605454856685
2024-10-20,72.43372273047149
2024-10-21,70.47605454856685
2024-10-22,72.43372273047149
2024-10-23,72.43372273047149
2024-10-24,70.47605454856685
2024-10-25,81.24322954904234
2024-10-26,74.39139091237611
2024-10-27,82.22206363999466
2024-10-28,70.47605454856685
2024-10-29,71.45488863951917
2024-10-30,71.45488863951917
2024-10-31,75.37022500332843
2024-11-01,69.49722045761453
2024-11-02,64.60305000285294
2024-11-03,71.45488863951917
2024-11-04,71.45488863951917
2024-11-05,61.66654772999599
2024-11-06,50.8993727295205
2024-11-07,67.5395522757099
2024-11-08,71.45488863951917
2024-11-09,79.2855613671377
2024-11-10,61.66654772999599
2024-11-11,65.58188409380526
2024-11-12,69.49722045761453
2024-11-13,66.56071818475758
2024-11-14,68.51838636666221
2024-11-15,59.70887954809136
2024-11-16,72.43372273047149
2024-11-17,69.49722045761453
2024-11-18,73.4125568214238
2024-11-19,67.5395522757099
2024-11-20,69.49722045761453
2024-11-21,79.2855613671377
2024-11-22,75.37022500332843
2024-11-23,69.49722045761453
2024-11-24,76.34905909428075
2024-11-25,68.51838636666221
2024-11-26,69.49722045761453
2024-11-27,74.39139091237611
2024-11-28,76.34905909428075
2024-11-29,77.32789318523307
2024-11-30,79.2855613671377
2024-12-01,85.15856591285161
2024-12-02,73.4125568214238
2024-12-03,83.20089773094698
2024-12-04,85.15856591285161
2024-12-05,71.45488863951917
2024-12-06,76.34905909428075
2024-12-07,92.98923864047015
2024-12-08,79.2855613671377
2024-12-09,79.2855613671377
2024-12-10,77.32789318523307
2024-12-11,77.32789318523307
2024-12-12,78.30672727618538
2024-12-13,73.4125568214238
2024-12-14,91.03157045856551
2024-12-15,78.30672727618538
2024-12-16,72.43372273047149
2024-12-17,79.2855613671377
2024-12-18,76.34905909428075
2024-12-19,71.45488863951917
2024-12-20,81.24322954904234
2024-12-21,76.34905909428075
2024-12-22,86.13740000380392
2024-12-23,79.2855613671377
2024-12-24,85.15856591285161
2024-12-25,97.88340909523173
2024-12-26,80.26439545809002
2024-12-27,75.37022500332843
2024-12-28,73.4125568214238
2024-12-29,84.1797318218993
2024-12-30,71.45488863951917
2024-12-31,74.39139091237611
2025-01-01,92.01040454951783
2025-01-02,69.49722045761453
2025-01-03,68.51838636666221
2025-01-04,74.39139091237611
2025-01-05,77.32789318523307
2025-01-06,70.47605454856685
2025-01-07,71.45488863951917
2025-01-08,69.49722045761453
2025-01-09,73.4125568214238
2025-01-10,70.47605454856685
2025-01-11,80.26439545809002
2025-01-12,72.43372273047149
2025-01-13,68.51838636666221
2025-01-14,74.39139091237611
2025-01-15,72.43372273047149
2025-01-16,74.39139091237611
2025-01-17,74.39139091237611
2025-01-18,77.32789318523307
2025-01-19,68.51838636666221
2025-01-20,70.47605454856685
2025-01-21,71.45488863951917
2025-01-22,67.5395522757099
2025-01-23,70.47605454856685
2025-01-24,72.43372273047149
2025-01-25,75.37022500332843
2025-01-26,74.39139091237611
2025-01-27,75.37022500332843
2025-01-28,76.34905909428075
2025-01-29,80.26439545809002
2025-01-30,76.34905909428075
2025-01-31,69.49722045761453
2025-02-01,82.22206363999466
2025-02-02,75.37022500332843
2025-02-03,73.4125568214238
2025-02-04,64.60305000285294
2025-02-05,66.56071818475758
2025-02-06,72.43372273047149
2025-02-07,71.45488863951917
2025-02-08,79.2855613671377
2025-02-09,83.20089773094698
2025-02-10,75.37022500332843
2025-02-11,75.37022500332843
2025-02-12,77.32789318523307
2025-02-13,72.43372273047149
2025-02-14,82.22206363999466
2025-02-15,87.11623409475624
2025-02-16,87.11623409475624
2025-02-17,68.51838636666221
2025-02-18,76.34905909428075
2025-02-19,80.26439545809002
2025-02-20,79.2855613671377
2025-02-21,77.32789318523307
2025-02-22,82.22206363999466
2025-02-23,80.26439545809002
2025-02-24,76.34905909428075
2025-02-25,74.39139091237611
2025-02-26,71.45488863951917
2025-02-27,78.30672727618538
2025-02-28,80.26439545809002
2025-03-01,79.2855613671377
2025-03-02,73.4125568214238
2025-03-03,67.5395522757099
2025-03-04,74.39139091237611
2025-03-05,75.37022500332843
2025-03-06,70.47605454856685
2025-03-07,73.4125568214238
2025-03-08,73.4125568214238
2025-03-09,71.45488863951917
2025-03-10,72.43372273047149
2025-03-11,71.45488863951917
2025-03-12,70.47605454856685
2025-03-13,68.51838636666221
2025-03-14,69.49722045761453
2025-03-15,78.30672727618538
2025-03-16,67.5395522757099
2025-03-17,71.45488863951917
2025-03-18,74.39139091237611
2025-03-19,68.51838636666221
2025-03-20,72.43372273047149
2025-03-21,68.51838636666221
2025-03-22,80.26439545809002
2025-03-23,72.43372273047149
2025-03-24,66.56071818475758
2025-03-25,72.43372273047149
2025-03-26,76.34905909428075
2025-03-27,76.34905909428075
2025-03-28,77.32789318523307
2025-03-29,74.39139091237611
2025-03-30,76.34905909428075
2025-03-31,69.49722045761453
2025-04-01,71.45488863951917
2025-04-02,64.60305000285294
2025-04-03,72.43372273047149
2025-04-04,77.32789318523307
2025-04-05,73.4125568214238
2025-04-06,68.51838636666221
2025-04-07,69.49722045761453
2025-04-08,71.45488863951917
2025-04-09,66.56071818475758
2025-04-10,67.5395522757099
2025-04-11,69.49722045761453
2025-04-12,73.4125568214238
2025-04-13,73.4125568214238
2025-04-14,70.47605454856685
2025-04-15,67.5395522757099
2025-04-16,70.37684839070006
2025-04-17,71.32261376236345
2025-04-18,80.29085043352117
2025-04-19,74.15990987735361
2025-04-20,83.12814654851132
2025-04-21,68.48531764737328
2025-04-22,73.21414450569023
2025-04-23,74.15990987735361
2025-04-24,72.72472746021407
2025-04-25,67.5395522757099
2025-04-26,65.64802153238313
2025-04-27,77.45355431853099
2025-04-28,75.56202357520422
2025-04-29,69.8874313452239
2025-04-30,73.21414450569023
2025-05-01,74.15990987735361
2025-05-02,73.67049283187745
2025-05-03,70.37684839070006
2025-05-04,80.29085043352117
2025-05-05,75.56202357520422
2025-05-06,68.48531764737328
2025-05-07,71.32261376236345
2025-05-08,73.67049283187745
2025-05-09,73.67049283187745
2025-05-10,73.67049283187745
2025-05-11,85.01967729183811
2025-05-12,70.83319671688729
2025-05-13,75.56202357520422
2025-05-14,72.10303553758219
2025-05-15,70.27764223283327
2025-05-16,73.01573218995665
2025-05-17,81.23000206132677
2025-05-18,79.40460875657786
2025-05-19,74.84112549470557
2025-05-20,71.19033888520772
2025-05-21,77.57921545182893
2025-05-22,68.45224892808436
2025-05-23,64.80146231858652
2025-05-24,73.01573218995665
2025-05-25,82.14269871370122
2025-05-26,83.96809201845014
2025-05-27,67.5395522757099
2025-05-28,69.36494558045881
2025-05-29,66.62685562333544
2025-05-30,68.45224892808436
2025-05-31,69.36494558045881
2025-06-01,78.4919121042034
2025-06-02,69.36494558045881
2025-06-03,71.19033888520772
2025-06-04,63.888765666212066
2025-06-05,66.62685562333544
2025-06-06,68.45224892808436
2025-06-07,72.10303553758219
2025-06-08,73.01573218995665
2025-06-09,63.888765666212066
2025-06-10,68.45224892808436
2025-06-11,63.888765666212066
2025-06-12,59.325282404339774
2025-06-13,63.888765666212066
2025-06-14,73.9284288423311
2025-06-15,72.10303553758219
2025-06-16,61.15067570908869
2025-06-17,64.80146231858652
2025-06-18,61.15067570908869
2025-06-19,64.80146231858652
2025-06-20,71.19033888520772
2025-06-21,73.9284288423311
2025-06-22,65.71415897096098
2025-06-23,58.41258575196532
2025-06-24,62.97606901383761
2025-06-25,67.5395522757099
2025-06-26,64.80146231858652
2025-06-27,70.27764223283327
2025-06-28,72.10303553758219
2025-06-29,81.23000206132677
2025-06-30,62.97606901383761
2025-07-01,62.06337236146315
2025-07-02,60.23797905671423
2025-07-03,71.19033888520772
2025-07-04,79.40460875657786
2025-07-05,83.96809201845014
2025-07-06,78.4919121042034
2025-07-07,67.5395522757099
2025-07-08,71.19033888520772
2025-07-09,67.5395522757099
2025-07-10,70.27764223283327
2025-07-11,70.27764223283327
2025-07-12,74.84112549470557
2025-07-13,81.23000206132677
2025-07-14,70.27764223283327
2025-07-15,67.5395522757099
2025-07-16,71.19033888520772
2025-07-17,74.84112549470557
2025-07-18,66.62685562333544
2025-07-19,78.4919121042034
2025-07-20,78.4919121042034
2025-07-21,66.62685562333544
2025-07-22,64.80146231858652
2025-07-23,66.62685562333544
2025-07-24,69.36494558045881
2025-07-25,70.27764223283327
2025-07-26,76.66651879945448
2025-07-27,71.19033888520772
2025-07-28,70.27764223283327
2025-07-29,62.06337236146315
2025-07-30,71.19033888520772
2025-07-31,70.27764223283327
2025-08-01,72.10303553758219
2025-08-02,75.75382214708002
2025-08-03,79.40460875657786
2025-08-04,62.06337236146315
2025-08-05,67.5395522757099
2025-08-06,67.5395522757099
2025-08-07,67.5395522757099
2025-08-08,68.45224892808436
2025-08-09,77.57921545182893
2025-08-10,73.01573218995665
2025-08-11,67.5395522757099
2025-08-12,64.80146231858652
2025-08-13,67.5395522757099
2025-08-14,68.45224892808436
2025-08-15,71.19033888520772
2025-08-16,80.31730540895231
2025-08-17,73.9284288423311
2025-08-18,66.62685562333544
2025-08-19,60.23797905671423
2025-08-20,62.97606901383761
2025-08-21,68.45224892808436
2025-08-22,66.62685562333544
2025-08-23,69.36494558045881
2025-08-24,73.01573218995665
2025-08-25,63.888765666212066
2025-08-26,65.71415897096098
2025-08-27,63.888765666212066
2025-08-28,62.06337236146315
2025-08-29,67.5395522757099
2025-08-30,75.75382214708002
2025-08-31,77.57921545182893
2025-09-01,74.84112549470557
2025-09-02,63.888765666212066
2025-09-03,62.97606901383761
2025-09-04,64.80146231858652
2025-09-05,66.62685562333544
2025-09-06,69.36494558045881
2025-09-07,67.5395522757099
2025-09-08,68.45224892808436
2025-09-09,62.97606901383761
2025-09-10,58.41258575196532
2025-09-11,60.23797905671423
2025-09-12,62.06337236146315
2025-09-13,73.01573218995665
2025-09-14,68.45224892808436
2025-09-15,57.49988909959086
2025-09-16,62.06337236146315
2025-09-17,62.97606901383761
2025-09-18,59.325282404339774
2025-09-19,63.888765666212066
2025-09-20,70.27764223283327
2025-09-21,82.14269871370122
2025-09-22,62.06337236146315
2025-09-23,65.71415897096098
2025-09-24,70.27764223283327
2025-09-25,71.19033888520772
2025-09-26,73.9284288423311
2025-09-27,78.4919121042034
2025-09-28,76.66651879945448
2025-09-29,64.80146231858652
2025-09-30,66.62685562333544
2025-10-01,66.62685562333544
2025-10-02,64.80146231858652
2025-10-03,70.27764223283327
2025-10-04,68.45224892808436
2025-10-05,64.80146231858652
2025-10-06,62.06337236146315
2025-10-07,62.06337236146315
2025-10-08,69.36494558045881
2025-10-09,63.888765666212066
2025-10-10,68.45224892808436
2025-10-11,70.27764223283327
2025-10-12,77.57921545182893
2025-10-13,70.27764223283327
2025-10-14,76.66651879945448
2025-10-15,71.19033888520772
2025-10-16,65.71415897096098
2025-10-17,71.19033888520772
2025-10-18,68.45224892808436
2025-10-19,71.19033888520772
2025-10-20,64.80146231858652
2025-10-21,65.71415897096098
2025-10-22,66.62685562333544
2025-10-23,70.27764223283327
2025-10-24,69.36494558045881
2025-10-25,73.9284288423311
2025-10-26,68.45224892808436
2025-10-27,66.62685562333544
2025-10-28,69.36494558045881
2025-10-29,59.325282404339774
2025-10-30,70.27764223283327
2025-10-31,68.45224892808436
2025-11-01,74.84112549470557
2025-11-02,68.45224892808436
2025-11-03,64.80146231858652
2025-11-04,62.06337236146315
2025-11-05,67.5395522757099
2025-11-06,63.888765666212066
2025-11-07,71.19033888520772
2025-11-08,70.27764223283327
2025-11-09,69.36494558045881
2025-11-10,62.06337236146315
2025-11-11,63.888765666212066
2025-11-12,70.27764223283327
2025-11-13,80.31730540895231
2025-11-14,69.36494558045881
2025-11-15,73.9284288423311
2025-11-16,69.36494558045881
2025-11-17,67.5395522757099
2025-11-18,67.5395522757099
2025-11-19,67.5395522757099
2025-11-20,70.27764223283327
2025-11-21,73.9284288423311
2025-11-22,77.57921545182893
2025-11-23,71.19033888520772
2025-11-24,67.5395522757099
2025-11-25,70.27764223283327
2025-11-26,70.27764223283327
2025-11-27,67.5395522757099
2025-11-28,62.06337236146315
2025-11-29,72.10303553758219
2025-11-30,67.5395522757099
2025-12-01,63.888765666212066
2025-12-02,72.10303553758219
2025-12-03,66.62685562333544
2025-12-04,71.19033888520772
2025-12-05,63.888765666212066
2025-12-06,73.01573218995665
2025-12-07,73.01573218995665
2025-12-08,67.5395522757099
2025-12-09,66.62685562333544
2025-12-10,69.36494558045881
2025-12-11,72.10303553758219
2025-12-12,73.9284288423311
2025-12-13,81.23000206132677
2025-12-14,73.01573218995665
2025-12-15,69.36494558045881
2025-12-16,67.5395522757099
2025-12-17,68.45224892808436
2025-12-18,70.27764223283327
2025-12-19,71.19033888520772
2025-12-20,65.71415897096098
2025-12-21,74.84112549470557
2025-12-22,70.27764223283327
2025-12-23,68.45224892808436
2025-12-24,74.84112549470557
2025-12-25,91.2696652374458
2025-12-26,71.19033888520772
2025-12-27,68.45224892808436
2025-12-28,71.19033888520772
2025-12-29,67.5395522757099
2025-12-30,65.71415897096098
2025-12-31,65.71415897096098
2026-01-01,67.5395522757099
2026-01-02,69.36494558045881
2026-01-03,64.80146231858652
2026-01-04,71.19033888520772
2026-01-05,61.15067570908869
2026-01-06,59.325282404339774
2026-01-07,62.06337236146315
2026-01-08,71.19033888520772
2026-01-09,73.01573218995665
2026-01-10,77.57921545182893
2026-01-11,70.27764223283327
2026-01-12,65.71415897096098
2026-01-13,73.9284288423311
2026-01-14,77.57921545182893
2026-01-15,75.75382214708002
2026-01-16,73.01573218995665
2026-01-17,75.75382214708002
2026-01-18,74.84112549470557
2026-01-19,66.62685562333544
2026-01-20,69.36494558045881
2026-01-21,73.01573218995665
2026-01-22,75.75382214708002
2026-01-23,71.19033888520772
2026-01-24,75.75382214708002
2026-01-25,73.9284288423311
2026-01-26,69.36494558045881
2026-01-27,71.19033888520772
2026-01-28,75.75382214708002
2026-01-29,74.84112549470557
2026-01-30,75.75382214708002
2026-01-31,79.40460875657786
2026-02-01,83.05539536607569
2026-02-02,73.01573218995665
2026-02-03,79.40460875657786
2026-02-04,83.96809201845014
2026-02-05,85.79348532319906
2026-02-06,86.70618197557351
2026-02-07,80.31730540895231
2026-02-08,82.14269871370122
2026-02-09,59.325282404339774
2026-02-10,68.45224892808436
2026-02-11,70.27764223283327
2026-02-12,70.27764223283327
2026-02-13,79.40460875657786
2026-02-14,71.19033888520772
2026-02-15,83.05539536607569
2026-02-16,73.9284288423311
2026-02-17,71.19033888520772
2026-02-18,71.19033888520772
2026-02-19,72.10303553758219
2026-02-20,73.01573218995665
2026-02-21,73.01573218995665
2026-02-22,70.27764223283327
2026-02-23,76.66651879945448
2026-02-24,71.19033888520772
2026-02-25,66.62685562333544
2026-02-26,80.31730540895231
2026-02-27,81.23000206132677
2026-02-28,73.01573218995665
2026-03-01,73.01573218995665
2026-03-02,69.36494558045881
2026-03-03,75.75382214708002
2026-03-04,73.9284288423311
2026-03-05,75.75382214708002
2026-03-06,68.45224892808436
2026-03-07,78.4919121042034
2026-03-08,79.40460875657786
2026-03-09,74.84112549470557
2026-03-10,73.01573218995665
2026-03-11,71.19033888520772
2026-03-12,71.19033888520772
2026-03-13,70.27764223283327
2026-03-14,77.57921545182893
2026-03-15,76.66651879945448
2026-03-16,69.36494558045881
2026-03-17,73.9284288423311
2026-03-18,68.45224892808436
2026-03-19,74.84112549470557
2026-03-20,69.36494558045881
2026-03-21,73.9284288423311
2026-03-22,73.01573218995665
2026-03-23,68.45224892808436
2026-03-24,70.27764223283327
2026-03-25,77.57921545182893
2026-03-26,73.01573218995665
2026-03-27,73.01573218995665
2026-03-28,75.75382214708002
2026-03-29,68.45224892808436
2026-03-30,69.36494558045881
2026-03-31,68.45224892808436
2026-04-01,64.80146231858652
2026-04-02,71.19033888520772
2026-04-03,73.01573218995665
2026-04-04,75.75382214708002
2026-04-05,65.71415897096098
2026-04-06,66.62685562333544
2026-04-07,71.19033888520772
2026-04-08,68.45224892808436
2026-04-09,64.80146231858652
2026-04-10,69.36494558045881
2026-04-11,70.27764223283327
2026-04-12,75.75382214708002
2026-04-13,69.36494558045881
2026-04-14,77.57921545182893
2026-04-15,73.9284288423311
2026-04-16,73.01573218995665
2026-04-17,73.01573218995665
2026-04-18,70.27764223283327
2026-04-19,76.66651879945448
2026-04-20,69.36494558045881
2026-04-21,70.27764223283327
2026-04-22,70.27764223283327
2026-04-23,72.10303553758219
2026-04-24,73.9284288423311
2026-04-25,77.57921545182893
2026-04-26,78.4919121042034
2026-04-27,72.10303553758219
2026-04-28,67.5395522757099
2026-04-29,72.10303553758219
2026-04-30,76.66651879945448
2026-05-01,68.45224892808436
2026-05-02,80.31730540895231
2026-05-03,77.57921545182893
2026-05-04,68.45224892808436
2026-05-05,68.45224892808436
2026-05-06,69.36494558045881
2026-05-07,72.10303553758219
2026-05-08,74.84112549470557
2026-05-09,71.19033888520772
2026-05-10,73.01573218995665
2026-05-11,73.01573218995665
2026-05-12,67.5395522757099
2026-05-13,69.36494558045881
2026-05-14,65.71415897096098
2026-05-15,73.9284288423311
2026-05-16,74.84112549470557
2026-05-17,75.75382214708002
2026-05-18,67.5395522757099
2026-05-19,67.5395522757099
2026-05-20,66.62685562333544
2026-05-21,71.19033888520772
2026-05-22,68.45224892808436
2026-05-23,76.66651879945448
2026-05-24,78.4919121042034
2026-05-25,73.9284288423311
2026-05-26,68.45224892808436
2026-05-27,65.71415897096098
2026-05-28,72.10303553758219
2026-05-29,78.4919121042034
2026-05-30,74.84112549470557
2026-05-31,80.31730540895231
