Time,aristocratic
2024-11-19,43.12394576705454
2024-11-20,52.36479128856623
2024-11-21,53.90493220881818
2024-11-22,56.985214049322074
2024-11-23,44.664086687306494
2024-11-24,66.22605957083377
2024-11-25,63.14577773032987
2024-11-26,70.84648233158961
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,38.5035230062987
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,66.22605957083377
2024-12-03,72.38662325184156
2024-12-04,61.605636810077925
2024-12-05,81.62746877335324
2024-12-06,67.76620049108571
2024-12-07,41.5838048468026
2024-12-08,43.12394576705454
2024-12-09,63.14577773032987
2024-12-10,70.84648233158961
2024-12-11,69.30634141133766
2024-12-12,53.90493220881818
2024-12-13,43.12394576705454
2024-12-14,89.32817337461299
2024-12-15,66.22605957083377
2024-12-16,40.04366392655065
2024-12-17,56.985214049322074
2024-12-18,70.84648233158961
2024-12-19,44.664086687306494
2024-12-20,44.664086687306494
2024-12-21,0.0
2024-12-22,72.38662325184156
2024-12-23,41.5838048468026
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,36.96338208604675
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,43.12394576705454
2025-01-02,36.96338208604675
2025-01-03,41.5838048468026
2025-01-04,40.04366392655065
2025-01-05,36.96338208604675
2025-01-06,46.204227607558444
2025-01-07,47.74436852781039
2025-01-08,53.90493220881818
2025-01-09,32.342959325290906
2025-01-10,35.423241165794806
2025-01-11,36.96338208604675
2025-01-12,154.0140920251948
2025-01-13,112.4302871783922
2025-01-14,89.32817337461299
2025-01-15,55.44507312907013
2025-01-16,87.78803245436104
2025-01-17,58.525354969574025
2025-01-18,0.0
2025-01-19,64.68591865058181
2025-01-20,0.0
2025-01-21,50.82465036831429
2025-01-22,53.90493220881818
2025-01-23,50.82465036831429
2025-01-24,49.28450944806234
2025-01-25,0.0
2025-01-26,66.22605957083377
2025-01-27,58.525354969574025
2025-01-28,64.68591865058181
2025-01-29,43.12394576705454
2025-01-30,100.10915981637662
2025-01-31,55.44507312907013
2025-02-01,56.985214049322074
2025-02-02,52.36479128856623
2025-02-03,66.22605957083377
2025-02-04,66.22605957083377
2025-02-05,93.94859613536883
2025-02-06,60.065495889825975
2025-02-07,52.36479128856623
2025-02-08,55.44507312907013
2025-02-09,35.423241165794806
2025-02-10,29.262677484787012
2025-02-11,72.38662325184156
2025-02-12,53.90493220881818
2025-02-13,66.22605957083377
2025-02-14,43.12394576705454
2025-02-15,50.82465036831429
2025-02-16,0.0
2025-02-17,53.90493220881818
2025-02-18,73.9267641720935
2025-02-19,38.5035230062987
2025-02-20,40.04366392655065
2025-02-21,58.525354969574025
2025-02-22,46.204227607558444
2025-02-23,36.96338208604675
2025-02-24,61.605636810077925
2025-02-25,50.82465036831429
2025-02-26,67.76620049108571
2025-02-27,36.96338208604675
2025-02-28,47.74436852781039
2025-03-01,47.74436852781039
2025-03-02,56.985214049322074
2025-03-03,49.28450944806234
2025-03-04,63.14577773032987
2025-03-05,0.0
2025-03-06,63.14577773032987
2025-03-07,64.68591865058181
2025-03-08,64.68591865058181
2025-03-09,0.0
2025-03-10,58.525354969574025
2025-03-11,66.22605957083377
2025-03-12,60.065495889825975
2025-03-13,60.065495889825975
2025-03-14,40.04366392655065
2025-03-15,52.36479128856623
2025-03-16,50.82465036831429
2025-03-17,53.90493220881818
2025-03-18,69.30634141133766
2025-03-19,67.76620049108571
2025-03-20,67.76620049108571
2025-03-21,47.74436852781039
2025-03-22,41.5838048468026
2025-03-23,63.14577773032987
2025-03-24,73.9267641720935
2025-03-25,35.423241165794806
2025-03-26,58.525354969574025
2025-03-27,66.22605957083377
2025-03-28,50.82465036831429
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,58.525354969574025
2025-04-01,46.204227607558444
2025-04-02,35.423241165794806
2025-04-03,92.40845521511689
2025-04-04,43.12394576705454
2025-04-05,40.04366392655065
2025-04-06,0.0
2025-04-07,58.525354969574025
2025-04-08,52.36479128856623
2025-04-09,53.90493220881818
2025-04-10,52.36479128856623
2025-04-11,66.22605957083377
2025-04-12,0.0
2025-04-13,50.82465036831429
2025-04-14,49.28450944806234
2025-04-15,67.391571618592
2025-04-16,70.84648233158961
2025-04-17,63.16659044546841
2025-04-18,46.0793513167272
2025-04-19,38.399459430606
2025-04-20,40.12691478710481
2025-04-21,55.486698559347204
2025-04-22,61.43913508896961
2025-04-23,57.98422437597199
2025-04-24,43.58182550010242
2025-04-25,35.90193361398122
2025-04-26,38.399459430606
2025-04-27,41.85437014360362
2025-04-28,39.16952989073198
2025-04-29,64.89404580196721
2025-04-30,74.30139304458721
2025-05-01,67.391571618592
2025-05-02,53.7592432028484
2025-05-03,44.35189596022839
2025-05-04,38.399459430606
2025-05-05,32.447022900983605
2025-05-06,56.25676901947318
2025-05-07,40.12691478710481
2025-05-08,49.534262029724815
2025-05-09,40.12691478710481
2025-05-10,43.58182550010242
2025-05-11,49.534262029724815
2025-05-12,59.7116797324708
2025-05-13,69.1190269750908
2025-05-14,53.613554196878624
2025-05-15,51.69878440413296
2025-05-16,61.27263336786128
2025-05-17,49.78401461138729
2025-05-18,0.0
2025-05-19,0.0
2025-05-20,68.93171253884394
2025-05-21,67.01694274609828
2025-05-22,55.52832398962428
2025-05-23,57.44309378236995
2025-05-24,42.124935440404634
2025-05-25,59.357863575115616
2025-05-26,0.0
2025-05-27,47.869244818641626
2025-05-28,45.95447502589596
2025-05-29,32.5510864766763
2025-05-30,36.380626062167636
2025-05-31,82.3351010880636
2025-06-01,0.0
2025-06-02,42.124935440404634
2025-06-03,0.0
2025-06-04,0.0
2025-06-05,61.27263336786128
2025-06-06,0.0
2025-06-07,0.0
2025-06-08,57.44309378236995
2025-06-09,44.03970523315029
2025-06-10,40.21016564765897
2025-06-11,36.380626062167636
2025-06-12,32.5510864766763
2025-06-13,34.46585626942197
2025-06-14,38.2953958549133
2025-06-15,0.0
2025-06-16,57.44309378236995
2025-06-17,34.46585626942197
2025-06-18,0.0
2025-06-19,47.869244818641626
2025-06-20,47.869244818641626
2025-06-21,36.380626062167636
2025-06-22,0.0
2025-06-23,34.46585626942197
2025-06-24,0.0
2025-06-25,30.63631668393064
2025-06-26,34.46585626942197
2025-06-27,63.18740316060695
2025-06-28,0.0
2025-06-29,42.124935440404634
2025-06-30,0.0
2025-07-01,32.5510864766763
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,63.18740316060695
2025-07-05,47.869244818641626
2025-07-06,40.21016564765897
2025-07-07,42.124935440404634
2025-07-08,36.380626062167636
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,63.18740316060695
2025-07-14,78.50556150257226
2025-07-15,0.0
2025-07-16,45.95447502589596
2025-07-17,45.95447502589596
2025-07-18,36.380626062167636
2025-07-19,67.01694274609828
2025-07-20,42.124935440404634
2025-07-21,40.21016564765897
2025-07-22,44.03970523315029
2025-07-23,51.69878440413296
2025-07-24,53.613554196878624
2025-07-25,67.01694274609828
2025-07-26,0.0
2025-07-27,40.21016564765897
2025-07-28,38.2953958549133
2025-07-29,55.52832398962428
2025-07-30,0.0
2025-07-31,49.78401461138729
2025-08-01,49.78401461138729
2025-08-02,0.0
2025-08-03,55.52832398962428
2025-08-04,34.46585626942197
2025-08-05,34.46585626942197
2025-08-06,45.95447502589596
2025-08-07,42.124935440404634
2025-08-08,65.1021729533526
2025-08-09,0.0
2025-08-10,86.16464067355493
2025-08-11,70.84648233158961
2025-08-12,53.613554196878624
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,49.78401461138729
2025-08-16,45.95447502589596
2025-08-17,55.52832398962428
2025-08-18,76.5907917098266
2025-08-19,67.01694274609828
2025-08-20,55.52832398962428
2025-08-21,59.357863575115616
2025-08-22,40.21016564765897
2025-08-23,38.2953958549133
2025-08-24,42.124935440404634
2025-08-25,61.27263336786128
2025-08-26,51.69878440413296
2025-08-27,67.01694274609828
2025-08-28,67.01694274609828
2025-08-29,0.0
2025-08-30,53.613554196878624
2025-08-31,0.0
2025-09-01,44.03970523315029
2025-09-02,68.93171253884394
2025-09-03,95.73848963728325
2025-09-04,88.07941046630059
2025-09-05,68.93171253884394
2025-09-06,36.380626062167636
2025-09-07,0.0
2025-09-08,93.82371984453759
2025-09-09,178.07359072534686
2025-09-10,109.14187818650291
2025-09-11,68.93171253884394
2025-09-12,97.65325943002892
2025-09-13,36.380626062167636
2025-09-14,40.21016564765897
2025-09-15,65.1021729533526
2025-09-16,103.39756880826592
2025-09-17,107.22710839375725
2025-09-18,101.48279901552024
2025-09-19,47.869244818641626
2025-09-20,101.48279901552024
2025-09-21,89.99418025904626
2025-09-22,91.90895005179192
2025-09-23,61.27263336786128
2025-09-24,89.99418025904626
2025-09-25,88.07941046630059
2025-09-26,89.99418025904626
2025-09-27,84.24987088080927
2025-09-28,78.50556150257226
2025-09-29,84.24987088080927
2025-09-30,97.65325943002892
2025-10-01,89.99418025904626
2025-10-02,44.03970523315029
2025-10-03,74.67602191708093
2025-10-04,44.03970523315029
2025-10-05,51.69878440413296
2025-10-06,118.71572715023123
2025-10-07,99.56802922277458
2025-10-08,67.01694274609828
2025-10-09,53.613554196878624
2025-10-10,59.357863575115616
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,76.5907917098266
2025-10-14,103.39756880826592
2025-10-15,65.1021729533526
2025-10-16,55.52832398962428
2025-10-17,68.93171253884394
2025-10-18,0.0
2025-10-19,49.78401461138729
2025-10-20,68.93171253884394
2025-10-21,86.16464067355493
2025-10-22,59.357863575115616
2025-10-23,72.76125212433527
2025-10-24,101.48279901552024
2025-10-25,42.124935440404634
2025-10-26,63.18740316060695
2025-10-27,112.97141777199424
2025-10-28,80.42033129531794
2025-10-29,65.1021729533526
2025-10-30,67.01694274609828
2025-10-31,63.18740316060695
2025-11-01,0.0
2025-11-02,57.44309378236995
2025-11-03,70.84648233158961
2025-11-04,70.84648233158961
2025-11-05,103.39756880826592
2025-11-06,86.16464067355493
2025-11-07,76.5907917098266
2025-11-08,55.52832398962428
2025-11-09,57.44309378236995
2025-11-10,88.07941046630059
2025-11-11,59.357863575115616
2025-11-12,72.76125212433527
2025-11-13,59.357863575115616
2025-11-14,82.3351010880636
2025-11-15,59.357863575115616
2025-11-16,68.93171253884394
2025-11-17,93.82371984453759
2025-11-18,61.27263336786128
2025-11-19,84.24987088080927
2025-11-20,57.44309378236995
2025-11-21,95.73848963728325
2025-11-22,0.0
2025-11-23,191.4769792745665
2025-11-24,101.48279901552024
2025-11-25,70.84648233158961
2025-11-26,70.84648233158961
2025-11-27,61.27263336786128
2025-11-28,51.69878440413296
2025-11-29,47.869244818641626
2025-11-30,61.27263336786128
2025-12-01,86.16464067355493
2025-12-02,74.67602191708093
2025-12-03,111.05664797924857
2025-12-04,101.48279901552024
2025-12-05,86.16464067355493
2025-12-06,68.93171253884394
2025-12-07,89.99418025904626
2025-12-08,70.84648233158961
2025-12-09,86.16464067355493
2025-12-10,122.54526673572256
2025-12-11,114.26859395053297
2025-12-12,100.64480024531382
2025-12-13,79.60758728256978
2025-12-14,74.10893781779055
2025-12-15,100.64480024531382
2025-12-16,125.2658928800914
2025-12-17,119.7672434153122
2025-12-18,89.64750131575538
2025-12-19,88.69011641938255
2025-12-20,85.10623674734899
2025-12-21,47.5730753902673
2025-12-22,77.69281748982411
2025-12-23,56.65560452708007
2025-12-24,74.10893781779055
2025-12-25,99.68741534894099
2025-12-26,89.64750131575538
2025-12-27,98.73003045256816
2025-12-28,74.10893781779055
2025-12-29,77.69281748982411
2025-12-30,63.11163888823212
2025-12-31,0.0
2026-01-01,68.61028835301133
2026-01-02,63.11163888823212
2026-01-03,46.61569049389446
2026-01-04,57.6129894234529
2026-01-05,89.64750131575538
2026-01-06,108.76994448575375
2026-01-07,157.3004047723939
2026-01-08,182.87888230354432
2026-01-09,189.1076238475719
2026-01-10,115.56577012907171
2026-01-11,78.79484326982163
2026-01-12,136.57772833435746
2026-01-13,131.32473878303603
2026-01-14,162.8426760909647
2026-01-15,147.08370743700036
2026-01-16,131.32473878303603
2026-01-17,168.09566564228612
2026-01-18,115.56577012907171
2026-01-19,78.79484326982163
2026-01-20,105.05979102642883
2026-01-21,236.38452980946485
2026-01-22,173.34865519360756
2026-01-23,183.85463429625045
2026-01-24,178.601644744929
2026-01-25,210.11958205285765
2026-01-26,236.38452980946485
2026-01-27,183.85463429625045
2026-01-28,204.86659250153622
2026-01-29,194.36061339889332
2026-01-30,236.38452980946485
2026-01-31,236.38452980946485
2026-02-01,420.2391641057153
2026-02-02,315.1793730792865
2026-02-03,351.95029993853655
2026-02-04,367.7092685925009
2026-02-05,378.2152476951438
2026-02-06,304.6733939766436
2026-02-07,173.34865519360756
2026-02-08,189.1076238475719
2026-02-09,231.13154025814342
2026-02-10,236.38452980946485
2026-02-11,199.61360295021478
2026-02-12,204.86659250153622
2026-02-13,220.62556115550052
2026-02-14,299.42040442532215
2026-02-15,278.4084462200364
2026-02-16,299.42040442532215
2026-02-17,309.926383527965
2026-02-18,357.203289489858
2026-02-19,336.19133128457224
2026-02-20,336.19133128457224
2026-02-21,330.9383417332508
2026-02-22,267.9024671173935
2026-02-23,320.43236263060794
2026-02-24,283.66143577135784
2026-02-25,252.14349846342918
2026-02-26,467.51607006760827
2026-02-27,525.2989551321441
2026-02-28,110.31278057775026
2026-03-01,89.3008223724645
2026-03-02,157.58968653964325
2026-03-03,89.3008223724645
2026-03-04,68.28886416717873
2026-03-05,110.31278057775026
2026-03-06,99.80680147510739
2026-03-07,157.58968653964325
2026-03-08,99.80680147510739
2026-03-09,68.28886416717873
2026-03-10,120.81875968039316
2026-03-11,115.56577012907171
2026-03-12,99.80680147510739
2026-03-13,73.54185371850018
2026-03-14,89.3008223724645
2026-03-15,94.55381192378594
2026-03-16,99.80680147510739
2026-03-17,115.56577012907171
2026-03-18,115.56577012907171
2026-03-19,162.8426760909647
2026-03-20,115.56577012907171
2026-03-21,99.80680147510739
2026-03-22,94.55381192378594
2026-03-23,110.31278057775026
2026-03-24,84.04783282114306
2026-03-25,99.80680147510739
2026-03-26,115.56577012907171
2026-03-27,99.80680147510739
2026-03-28,94.55381192378594
2026-03-29,78.79484326982163
2026-03-30,68.28886416717873
2026-03-31,84.04783282114306
2026-04-01,89.3008223724645
2026-04-02,110.31278057775026
2026-04-03,52.52989551321441
2026-04-04,63.035874615857296
2026-04-05,78.79484326982163
2026-04-06,78.79484326982163
2026-04-07,105.05979102642883
2026-04-08,136.57772833435746
2026-04-09,99.80680147510739
2026-04-10,115.56577012907171
2026-04-11,78.79484326982163
2026-04-12,84.04783282114306
2026-04-13,89.3008223724645
2026-04-14,105.05979102642883
2026-04-15,147.08370743700036
2026-04-16,89.3008223724645
2026-04-17,131.32473878303603
2026-04-18,115.56577012907171
2026-04-19,89.3008223724645
2026-04-20,99.80680147510739
2026-04-21,84.04783282114306
2026-04-22,89.3008223724645
2026-04-23,89.3008223724645
2026-04-24,99.80680147510739
2026-04-25,47.27690596189297
2026-04-26,42.02391641057153
2026-04-27,84.04783282114306
2026-04-28,84.04783282114306
2026-04-29,147.08370743700036
2026-04-30,131.32473878303603
2026-05-01,105.05979102642883
2026-05-02,126.07174923171459
2026-05-03,89.3008223724645
2026-05-04,131.32473878303603
2026-05-05,236.38452980946485
2026-05-06,194.36061339889332
2026-05-07,157.58968653964325
2026-05-08,168.09566564228612
2026-05-09,115.56577012907171
2026-05-10,141.83071788567892
2026-05-11,157.58968653964325
2026-05-12,110.31278057775026
2026-05-13,73.54185371850018
2026-05-14,115.56577012907171
2026-05-15,126.07174923171459
2026-05-16,52.52989551321441
2026-05-17,68.28886416717873
2026-05-18,73.54185371850018
2026-05-19,94.55381192378594
2026-05-20,94.55381192378594
2026-05-21,73.54185371850018
2026-05-22,105.05979102642883
2026-05-23,141.83071788567892
2026-05-24,136.57772833435746
2026-05-25,131.32473878303603
2026-05-26,162.8426760909647
2026-05-27,89.3008223724645
2026-05-28,78.79484326982163
2026-05-29,78.79484326982163
2026-05-30,131.32473878303603
2026-05-31,126.07174923171459
