Time,aristocratic
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,51.0
2022-01-06,0.0
2022-01-07,36.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,45.0
2022-01-11,36.0
2022-01-12,37.0
2022-01-13,0.0
2022-01-14,33.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,36.0
2022-01-19,42.0
2022-01-20,50.0
2022-01-21,41.0
2022-01-22,0.0
2022-01-23,44.0
2022-01-24,48.0
2022-01-25,64.0
2022-01-26,57.0
2022-01-27,34.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,42.0
2022-01-31,35.0
2022-02-01,38.0
2022-02-02,52.0
2022-02-03,50.0
2022-02-04,0.0
2022-02-05,41.0
2022-02-06,42.0
2022-02-07,60.0
2022-02-08,68.0
2022-02-09,47.0
2022-02-10,55.0
2022-02-11,44.0
2022-02-12,42.0
2022-02-13,45.0
2022-02-14,66.0
2022-02-15,39.0
2022-02-16,62.0
2022-02-17,55.0
2022-02-18,45.0
2022-02-19,37.0
2022-02-20,33.0
2022-02-21,65.0
2022-02-22,29.0
2022-02-23,36.0
2022-02-24,60.0
2022-02-25,0.0
2022-02-26,53.0
2022-02-27,44.0
2022-02-28,0.0
2022-03-01,43.0
2022-03-02,49.0
2022-03-03,32.0
2022-03-04,60.0
2022-03-05,29.0
2022-03-06,45.0
2022-03-07,46.0
2022-03-08,39.0
2022-03-09,38.0
2022-03-10,40.0
2022-03-11,39.0
2022-03-12,29.0
2022-03-13,34.0
2022-03-14,43.0
2022-03-15,45.0
2022-03-16,66.0
2022-03-17,63.0
2022-03-18,39.0
2022-03-19,42.0
2022-03-20,0.0
2022-03-21,65.0
2022-03-22,51.0
2022-03-23,34.0
2022-03-24,47.0
2022-03-25,47.0
2022-03-26,35.0
2022-03-27,39.0
2022-03-28,66.0
2022-03-29,59.0
2022-03-30,45.0
2022-03-31,63.0
2022-04-01,52.0
2022-04-02,37.0
2022-04-03,36.0
2022-04-04,61.0
2022-04-05,58.0
2022-04-06,39.0
2022-04-07,50.0
2022-04-08,46.0
2022-04-09,40.0
2022-04-10,48.0
2022-04-11,61.0
2022-04-12,100.0
2022-04-13,55.0
2022-04-14,75.0
2022-04-15,48.0
2022-04-16,54.0
2022-04-17,36.0
2022-04-18,44.0
2022-04-19,58.0
2022-04-20,64.0
2022-04-21,61.0
2022-04-22,67.0
2022-04-23,27.0
2022-04-24,35.0
2022-04-25,47.0
2022-04-26,46.0
2022-04-27,30.0
2022-04-28,43.0
2022-04-29,39.0
2022-04-30,54.0
2022-05-01,64.0
2022-05-02,65.0
2022-05-03,42.0
2022-05-04,40.0
2022-05-05,37.0
2022-05-06,29.0
2022-05-07,39.0
2022-05-08,43.0
2022-05-09,44.0
2022-05-10,42.0
2022-05-11,45.0
2022-05-12,28.0
2022-05-13,0.0
2022-05-14,50.0
2022-05-15,0.0
2022-05-16,45.0
2022-05-17,0.0
2022-05-18,32.0
2022-05-19,46.0
2022-05-20,35.0
2022-05-21,0.0
2022-05-22,32.0
2022-05-23,51.0
2022-05-24,54.0
2022-05-25,30.0
2022-05-26,0.0
2022-05-27,30.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,40.0
2022-05-31,35.0
2022-06-01,44.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,0.0
2022-06-05,41.0
2022-06-06,29.0
2022-06-07,0.0
2022-06-08,30.0
2022-06-09,27.0
2022-06-10,34.0
2022-06-11,60.0
2022-06-12,0.0
2022-06-13,34.0
2022-06-14,40.0
2022-06-15,37.0
2022-06-16,35.0
2022-06-17,31.0
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,43.0
2022-06-22,35.0
2022-06-23,44.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,38.0
2022-06-28,0.0
2022-06-29,29.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,42.0
2022-07-05,28.0
2022-07-06,36.0
2022-07-07,0.0
2022-07-08,36.0
2022-07-09,43.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,27.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,33.0
2022-07-16,0.0
2022-07-17,40.0
2022-07-18,26.0
2022-07-19,0.0
2022-07-20,46.0
2022-07-21,38.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,35.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,28.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,31.0
2022-07-31,0.0
2022-08-01,49.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,39.0
2022-08-07,0.0
2022-08-08,26.0
2022-08-09,28.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,37.0
2022-08-13,0.0
2022-08-14,42.0
2022-08-15,0.0
2022-08-16,31.0
2022-08-17,32.0
2022-08-18,47.0
2022-08-19,54.0
2022-08-20,31.0
2022-08-21,0.0
2022-08-22,36.0
2022-08-23,29.0
2022-08-24,56.0
2022-08-25,46.0
2022-08-26,49.0
2022-08-27,32.0
2022-08-28,0.0
2022-08-29,48.578947368421055
2022-08-30,51.18421052631579
2022-08-31,30.75
2022-09-01,41.368421052631575
2022-09-02,28.94736842105263
2022-09-03,0.0
2022-09-04,30.75
2022-09-05,38.26315789473684
2022-09-06,58.39473684210526
2022-09-07,61.0
2022-09-08,61.0
2022-09-09,43.171052631578945
2022-09-10,35.1578947368421
2022-09-11,37.46052631578947
2022-09-12,94.35526315789474
2022-09-13,54.78947368421052
2022-09-14,86.34210526315789
2022-09-15,82.43421052631578
2022-09-16,48.078947368421055
2022-09-17,0.0
2022-09-18,41.868421052631575
2022-09-19,59.19736842105263
2022-09-20,85.03947368421052
2022-09-21,75.22368421052632
2022-09-22,77.02631578947368
2022-09-23,36.96052631578947
2022-09-24,32.55263157894737
2022-09-25,53.48684210526316
2022-09-26,60.5
2022-09-27,81.86842105263158
2022-09-28,56.18421052631579
2022-09-29,32.10526315789473
2022-09-30,48.1578947368421
2022-10-01,0.0
2022-10-02,38.526315789473685
2022-10-03,51.368421052631575
2022-10-04,57.78947368421052
2022-10-05,52.973684210526315
2022-10-06,65.8157894736842
2022-10-07,54.57894736842105
2022-10-08,30.499999999999996
2022-10-09,52.973684210526315
2022-10-10,75.44736842105263
2022-10-11,67.42105263157895
2022-10-12,56.18421052631579
2022-10-13,73.84210526315789
2022-10-14,46.55263157894736
2022-10-15,0.0
2022-10-16,46.55263157894736
2022-10-17,78.6578947368421
2022-10-18,51.368421052631575
2022-10-19,59.39473684210526
2022-10-20,69.02631578947368
2022-10-21,59.39473684210526
2022-10-22,89.89473684210526
2022-10-23,30.499999999999996
2022-10-24,57.78947368421052
2022-10-25,59.39473684210526
2022-10-26,80.26315789473684
2022-10-27,65.8157894736842
2022-10-28,160.52631578947367
2022-10-29,41.73684210526316
2022-10-30,36.921052631578945
2022-10-31,57.78947368421052
2022-11-01,89.89473684210526
2022-11-02,73.84210526315789
2022-11-03,60.99999999999999
2022-11-04,36.921052631578945
2022-11-05,0.0
2022-11-06,41.73684210526316
2022-11-07,65.8157894736842
2022-11-08,60.99999999999999
2022-11-09,52.973684210526315
2022-11-10,48.1578947368421
2022-11-11,28.89473684210526
2022-11-12,40.13157894736842
2022-11-13,0.0
2022-11-14,83.47368421052632
2022-11-15,46.55263157894736
2022-11-16,56.18421052631579
2022-11-17,32.10526315789473
2022-11-18,51.368421052631575
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,35.315789473684205
2022-11-22,33.71052631578947
2022-11-23,46.55263157894736
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,28.89473684210526
2022-11-28,46.55263157894736
2022-11-29,60.99999999999999
2022-11-30,60.99999999999999
2022-12-01,49.763157894736835
2022-12-02,73.84210526315789
2022-12-03,40.13157894736842
2022-12-04,30.499999999999996
2022-12-05,59.39473684210526
2022-12-06,75.44736842105263
2022-12-07,67.42105263157895
2022-12-08,35.315789473684205
2022-12-09,36.921052631578945
2022-12-10,0.0
2022-12-11,30.499999999999996
2022-12-12,49.763157894736835
2022-12-13,35.315789473684205
2022-12-14,69.02631578947368
2022-12-15,41.73684210526316
2022-12-16,41.73684210526316
2022-12-17,36.921052631578945
2022-12-18,44.94736842105263
2022-12-19,28.89473684210526
2022-12-20,52.973684210526315
2022-12-21,30.499999999999996
2022-12-22,0.0
2022-12-23,40.13157894736842
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,35.315789473684205
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,28.89473684210526
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,35.315789473684205
2023-01-10,48.1578947368421
2023-01-11,43.34210526315789
2023-01-12,48.1578947368421
2023-01-13,54.57894736842105
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,46.55263157894736
2023-01-17,48.1578947368421
2023-01-18,43.34210526315789
2023-01-19,59.39473684210526
2023-01-20,54.57894736842105
2023-01-21,30.499999999999996
2023-01-22,0.0
2023-01-23,64.21052631578947
2023-01-24,43.34210526315789
2023-01-25,46.55263157894736
2023-01-26,49.763157894736835
2023-01-27,44.94736842105263
2023-01-28,0.0
2023-01-29,35.315789473684205
2023-01-30,77.05263157894737
2023-01-31,44.94736842105263
2023-02-01,60.99999999999999
2023-02-02,51.368421052631575
2023-02-03,54.57894736842105
2023-02-04,40.13157894736842
2023-02-05,36.921052631578945
2023-02-06,54.57894736842105
2023-02-07,48.1578947368421
2023-02-08,56.18421052631579
2023-02-09,62.60526315789473
2023-02-10,75.44736842105263
2023-02-11,0.0
2023-02-12,43.34210526315789
2023-02-13,52.973684210526315
2023-02-14,44.94736842105263
2023-02-15,49.763157894736835
2023-02-16,41.73684210526316
2023-02-17,32.10526315789473
2023-02-18,32.10526315789473
2023-02-19,41.73684210526316
2023-02-20,28.89473684210526
2023-02-21,57.78947368421052
2023-02-22,51.368421052631575
2023-02-23,85.07894736842104
2023-02-24,48.1578947368421
2023-02-25,36.921052631578945
2023-02-26,32.10526315789473
2023-02-27,75.44736842105263
2023-02-28,60.99999999999999
2023-03-01,56.18421052631579
2023-03-02,70.63157894736841
2023-03-03,65.8157894736842
2023-03-04,30.499999999999996
2023-03-05,51.368421052631575
2023-03-06,54.57894736842105
2023-03-07,56.18421052631579
2023-03-08,62.60526315789473
2023-03-09,57.78947368421052
2023-03-10,44.94736842105263
2023-03-11,33.71052631578947
2023-03-12,33.71052631578947
2023-03-13,48.1578947368421
2023-03-14,33.71052631578947
2023-03-15,0.0
2023-03-16,36.921052631578945
2023-03-17,38.526315789473685
2023-03-18,0.0
2023-03-19,46.55263157894736
2023-03-20,56.18421052631579
2023-03-21,43.34210526315789
2023-03-22,49.763157894736835
2023-03-23,69.02631578947368
2023-03-24,36.921052631578945
2023-03-25,38.526315789473685
2023-03-26,43.34210526315789
2023-03-27,64.21052631578947
2023-03-28,60.99999999999999
2023-03-29,0.0
2023-03-30,57.78947368421052
2023-03-31,36.921052631578945
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,46.55263157894736
2023-04-04,30.499999999999996
2023-04-05,35.315789473684205
2023-04-06,43.34210526315789
2023-04-07,36.921052631578945
2023-04-08,33.71052631578947
2023-04-09,0.0
2023-04-10,38.526315789473685
2023-04-11,60.99999999999999
2023-04-12,54.57894736842105
2023-04-13,43.34210526315789
2023-04-14,62.60526315789473
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,54.57894736842105
2023-04-18,44.94736842105263
2023-04-19,67.42105263157895
2023-04-20,40.13157894736842
2023-04-21,65.8157894736842
2023-04-22,36.921052631578945
2023-04-23,67.42105263157895
2023-04-24,48.1578947368421
2023-04-25,49.763157894736835
2023-04-26,52.973684210526315
2023-04-27,60.59868421052631
2023-04-28,44.546052631578945
2023-04-29,36.118421052631575
2023-04-30,42.940789473684205
2023-05-01,59.79605263157894
2023-05-02,32.9078947368421
2023-05-03,53.77631578947368
2023-05-04,51.368421052631575
2023-05-05,53.77631578947368
2023-05-06,0.0
2023-05-07,0.0
2023-05-08,70.63157894736841
2023-05-09,42.138157894736835
2023-05-10,45.348684210526315
2023-05-11,33.710526315789465
2023-05-12,36.118421052631575
2023-05-13,51.368421052631575
2023-05-14,0.0
2023-05-15,53.77631578947368
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,42.138157894736835
2023-05-19,0.0
2023-05-20,0.0
2023-05-21,36.118421052631575
2023-05-22,45.348684210526315
2023-05-23,0.0
2023-05-24,35.315789473684205
2023-05-25,35.315789473684205
2023-05-26,0.0
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,61.802631578947356
2023-05-31,35.315789473684205
2023-06-01,0.0
2023-06-02,35.315789473684205
2023-06-03,44.14473684210526
2023-06-04,0.0
2023-06-05,0.0
2023-06-06,35.315789473684205
2023-06-07,0.0
2023-06-08,26.486842105263154
2023-06-09,26.486842105263154
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,35.315789473684205
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,52.97368421052631
2023-06-17,52.97368421052631
2023-06-18,61.802631578947356
2023-06-19,35.315789473684205
2023-06-20,44.14473684210526
2023-06-21,44.14473684210526
2023-06-22,35.315789473684205
2023-06-23,0.0
2023-06-24,35.315789473684205
2023-06-25,0.0
2023-06-26,44.14473684210526
2023-06-27,44.14473684210526
2023-06-28,26.486842105263154
2023-06-29,0.0
2023-06-30,0.0
2023-07-01,35.315789473684205
2023-07-02,35.315789473684205
2023-07-03,35.315789473684205
2023-07-04,35.315789473684205
2023-07-05,26.486842105263154
2023-07-06,0.0
2023-07-07,35.315789473684205
2023-07-08,0.0
2023-07-09,35.315789473684205
2023-07-10,0.0
2023-07-11,35.315789473684205
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,35.315789473684205
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,0.0
2023-07-18,35.315789473684205
2023-07-19,0.0
2023-07-20,26.486842105263154
2023-07-21,0.0
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,0.0
2023-07-25,26.486842105263154
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,44.14473684210526
2023-07-29,0.0
2023-07-30,35.315789473684205
2023-07-31,0.0
2023-08-01,44.14473684210526
2023-08-02,44.14473684210526
2023-08-03,0.0
2023-08-04,0.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,35.315789473684205
2023-08-10,44.14473684210526
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,0.0
2023-08-15,52.97368421052631
2023-08-16,52.97368421052631
2023-08-17,35.315789473684205
2023-08-18,0.0
2023-08-19,61.802631578947356
2023-08-20,0.0
2023-08-21,52.97368421052631
2023-08-22,44.14473684210526
2023-08-23,52.97368421052631
2023-08-24,0.0
2023-08-25,61.802631578947356
2023-08-26,0.0
2023-08-27,35.315789473684205
2023-08-28,61.802631578947356
2023-08-29,0.0
2023-08-30,52.97368421052631
2023-08-31,44.14473684210526
2023-09-01,61.802631578947356
2023-09-02,35.315789473684205
2023-09-03,0.0
2023-09-04,0.0
2023-09-05,44.14473684210526
2023-09-06,70.63157894736841
2023-09-07,61.802631578947356
2023-09-08,52.97368421052631
2023-09-09,0.0
2023-09-10,61.802631578947356
2023-09-11,44.14473684210526
2023-09-12,61.802631578947356
2023-09-13,61.802631578947356
2023-09-14,52.97368421052631
2023-09-15,35.315789473684205
2023-09-16,0.0
2023-09-17,52.97368421052631
2023-09-18,70.63157894736841
2023-09-19,88.28947368421052
2023-09-20,79.46052631578947
2023-09-21,61.802631578947356
2023-09-22,61.802631578947356
2023-09-23,44.14473684210526
2023-09-24,52.97368421052631
2023-09-25,44.14473684210526
2023-09-26,70.63157894736841
2023-09-27,61.802631578947356
2023-09-28,61.802631578947356
2023-09-29,61.802631578947356
2023-09-30,0.0
2023-10-01,70.63157894736841
2023-10-02,70.63157894736841
2023-10-03,61.802631578947356
2023-10-04,97.11842105263156
2023-10-05,70.63157894736841
2023-10-06,52.97368421052631
2023-10-07,35.315789473684205
2023-10-08,0.0
2023-10-09,52.97368421052631
2023-10-10,61.802631578947356
2023-10-11,44.14473684210526
2023-10-12,70.63157894736841
2023-10-13,97.11842105263156
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,44.14473684210526
2023-10-17,61.802631578947356
2023-10-18,61.802631578947356
2023-10-19,79.46052631578947
2023-10-20,114.77631578947367
2023-10-21,114.77631578947367
2023-10-22,79.46052631578947
2023-10-23,79.46052631578947
2023-10-24,70.63157894736841
2023-10-25,61.802631578947356
2023-10-26,70.63157894736841
2023-10-27,61.802631578947356
2023-10-28,44.14473684210526
2023-10-29,44.14473684210526
2023-10-30,61.802631578947356
2023-10-31,52.97368421052631
2023-11-01,70.63157894736841
2023-11-02,70.63157894736841
2023-11-03,70.63157894736841
2023-11-04,0.0
2023-11-05,35.315789473684205
2023-11-06,61.802631578947356
2023-11-07,44.14473684210526
2023-11-08,79.46052631578947
2023-11-09,70.63157894736841
2023-11-10,35.315789473684205
2023-11-11,0.0
2023-11-12,61.802631578947356
2023-11-13,52.97368421052631
2023-11-14,70.63157894736841
2023-11-15,79.46052631578947
2023-11-16,61.802631578947356
2023-11-17,70.63157894736841
2023-11-18,44.14473684210526
2023-11-19,35.315789473684205
