Time,segregation
2024-09-23,44.60829493087558
2024-09-24,44.60829493087558
2024-09-25,40.14746543778802
2024-09-26,35.68663594470046
2024-09-27,35.68663594470046
2024-09-28,17.84331797235023
2024-09-29,22.30414746543779
2024-09-30,40.14746543778802
2024-10-01,40.14746543778802
2024-10-02,40.14746543778802
2024-10-03,40.14746543778802
2024-10-04,40.14746543778802
2024-10-05,22.30414746543779
2024-10-06,22.30414746543779
2024-10-07,35.68663594470046
2024-10-08,40.14746543778802
2024-10-09,40.14746543778802
2024-10-10,40.14746543778802
2024-10-11,31.225806451612904
2024-10-12,22.30414746543779
2024-10-13,17.84331797235023
2024-10-14,35.68663594470046
2024-10-15,44.60829493087558
2024-10-16,44.60829493087558
2024-10-17,40.14746543778802
2024-10-18,35.68663594470046
2024-10-19,22.30414746543779
2024-10-20,26.764976958525345
2024-10-21,49.06912442396314
2024-10-22,44.60829493087558
2024-10-23,44.60829493087558
2024-10-24,49.06912442396314
2024-10-25,40.14746543778802
2024-10-26,22.30414746543779
2024-10-27,26.764976958525345
2024-10-28,49.06912442396314
2024-10-29,53.52995391705069
2024-10-30,44.60829493087558
2024-10-31,44.60829493087558
2024-11-01,40.14746543778802
2024-11-02,22.30414746543779
2024-11-03,26.764976958525345
2024-11-04,49.06912442396314
2024-11-05,40.14746543778802
2024-11-06,40.14746543778802
2024-11-07,49.06912442396314
2024-11-08,53.52995391705069
2024-11-09,26.764976958525345
2024-11-10,31.225806451612904
2024-11-11,44.60829493087558
2024-11-12,57.99078341013825
2024-11-13,49.06912442396314
2024-11-14,53.52995391705069
2024-11-15,53.52995391705069
2024-11-16,26.764976958525345
2024-11-17,26.764976958525345
2024-11-18,57.99078341013825
2024-11-19,57.99078341013825
2024-11-20,53.52995391705069
2024-11-21,53.52995391705069
2024-11-22,44.60829493087558
2024-11-23,22.30414746543779
2024-11-24,22.30414746543779
2024-11-25,35.68663594470046
2024-11-26,31.225806451612904
2024-11-27,22.30414746543779
2024-11-28,13.382488479262673
2024-11-29,17.84331797235023
2024-11-30,17.84331797235023
2024-12-01,22.30414746543779
2024-12-02,53.52995391705069
2024-12-03,53.52995391705069
2024-12-04,53.52995391705069
2024-12-05,49.06912442396314
2024-12-06,49.06912442396314
2024-12-07,26.764976958525345
2024-12-08,26.764976958525345
2024-12-09,57.99078341013825
2024-12-10,57.99078341013825
2024-12-11,53.52995391705069
2024-12-12,57.99078341013825
2024-12-13,53.52995391705069
2024-12-14,22.30414746543779
2024-12-15,22.30414746543779
2024-12-16,49.06912442396314
2024-12-17,40.14746543778802
2024-12-18,40.14746543778802
2024-12-19,35.68663594470046
2024-12-20,26.764976958525345
2024-12-21,17.84331797235023
2024-12-22,13.382488479262673
2024-12-23,17.84331797235023
2024-12-24,13.382488479262673
2024-12-25,13.382488479262673
2024-12-26,13.382488479262673
2024-12-27,13.382488479262673
2024-12-28,13.382488479262673
2024-12-29,13.382488479262673
2024-12-30,13.382488479262673
2024-12-31,17.84331797235023
2025-01-01,13.382488479262673
2025-01-02,13.382488479262673
2025-01-03,17.84331797235023
2025-01-04,13.382488479262673
2025-01-05,13.382488479262673
2025-01-06,31.225806451612904
2025-01-07,44.60829493087558
2025-01-08,44.60829493087558
2025-01-09,49.06912442396314
2025-01-10,40.14746543778802
2025-01-11,17.84331797235023
2025-01-12,17.84331797235023
2025-01-13,53.52995391705069
2025-01-14,57.99078341013825
2025-01-15,57.99078341013825
2025-01-16,62.45161290322581
2025-01-17,66.91244239631337
2025-01-18,17.84331797235023
2025-01-19,22.30414746543779
2025-01-20,35.68663594470046
2025-01-21,71.37327188940093
2025-01-22,66.91244239631337
2025-01-23,71.37327188940093
2025-01-24,57.99078341013825
2025-01-25,31.225806451612904
2025-01-26,31.225806451612904
2025-01-27,62.45161290322581
2025-01-28,62.45161290322581
2025-01-29,62.45161290322581
2025-01-30,66.91244239631337
2025-01-31,62.45161290322581
2025-02-01,26.764976958525345
2025-02-02,31.225806451612904
2025-02-03,66.91244239631337
2025-02-04,71.37327188940093
2025-02-05,75.83410138248848
2025-02-06,75.83410138248848
2025-02-07,71.37327188940093
2025-02-08,31.225806451612904
2025-02-09,26.764976958525345
2025-02-10,71.37327188940093
2025-02-11,75.83410138248848
2025-02-12,71.37327188940093
2025-02-13,75.83410138248848
2025-02-14,62.45161290322581
2025-02-15,26.764976958525345
2025-02-16,26.764976958525345
2025-02-17,44.60829493087558
2025-02-18,66.91244239631337
2025-02-19,66.91244239631337
2025-02-20,71.37327188940093
2025-02-21,66.91244239631337
2025-02-22,26.764976958525345
2025-02-23,31.225806451612904
2025-02-24,80.29493087557604
2025-02-25,75.83410138248848
2025-02-26,75.83410138248848
2025-02-27,89.21658986175116
2025-02-28,71.37327188940093
2025-03-01,22.30414746543779
2025-03-02,26.764976958525345
2025-03-03,75.83410138248848
2025-03-04,66.91244239631337
2025-03-05,66.91244239631337
2025-03-06,71.37327188940093
2025-03-07,62.45161290322581
2025-03-08,26.764976958525345
2025-03-09,31.225806451612904
2025-03-10,62.45161290322581
2025-03-11,66.91244239631337
2025-03-12,66.91244239631337
2025-03-13,62.45161290322581
2025-03-14,49.06912442396314
2025-03-15,22.30414746543779
2025-03-16,22.30414746543779
2025-03-17,57.99078341013825
2025-03-18,107.05990783410138
2025-03-19,414.8571428571429
2025-03-20,446.08294930875576
2025-03-21,392.5529953917051
2025-03-22,258.7281105990784
2025-03-23,191.81566820276498
2025-03-24,156.1290322580645
2025-03-25,129.3640552995392
2025-03-26,107.05990783410138
2025-03-27,102.59907834101384
2025-03-28,98.13824884792628
2025-03-29,66.91244239631337
2025-03-30,57.99078341013825
2025-03-31,93.67741935483872
2025-04-01,84.7557603686636
2025-04-02,89.21658986175116
2025-04-03,84.7557603686636
2025-04-04,75.83410138248848
2025-04-05,35.68663594470046
2025-04-06,40.14746543778802
2025-04-07,84.7557603686636
2025-04-08,71.37327188940093
2025-04-09,71.37327188940093
2025-04-10,75.83410138248848
2025-04-11,62.45161290322581
2025-04-12,26.764976958525345
2025-04-13,31.225806451612904
2025-04-14,71.37327188940093
2025-04-15,63.14381058318767
2025-04-16,66.91244239631337
2025-04-17,65.75877959637694
2025-04-18,35.53281423804227
2025-04-19,22.30414746543779
2025-04-20,23.073255998728747
2025-04-21,57.0678531701891
2025-04-22,67.29699666295885
2025-04-23,66.91244239631337
2025-04-24,62.37470204989671
2025-04-25,58.60607023677102
2025-04-26,26.072779278563484
2025-04-27,30.61051962498014
2025-04-28,72.21929127602098
2025-04-29,66.91244239631337
2025-04-30,71.45018274273002
2025-05-01,75.21881455585572
2025-05-02,71.45018274273002
2025-05-03,36.30192277133323
2025-05-04,44.60829493087558
2025-05-05,76.37247735579216
2025-05-06,70.2965199427936
2025-05-07,62.75925631654219
2025-05-08,65.75877959637694
2025-05-09,57.45240743683458
2025-05-10,26.457333545208964
2025-05-11,23.073255998728747
2025-05-12,57.83696170348006
2025-05-13,56.68329890354362
2025-05-14,57.68313999682187
2025-05-15,58.45224853011283
2025-05-16,46.915620530748456
2025-05-17,26.91879866518354
2025-05-18,24.611473065310665
2025-05-19,56.14492293023996
2025-05-20,55.375814396948996
2025-05-21,49.99205466391229
2025-05-22,47.684729064039416
2025-05-23,34.609883998093125
2025-05-24,18.458604798983
2025-05-25,18.458604798983
2025-05-26,22.30414746543779
2025-05-27,38.455426664547915
2025-05-28,40.76275226442079
2025-05-29,39.224535197838875
2025-05-30,29.995232798347374
2025-05-31,19.227713332273957
2025-06-01,20.765930398855875
2025-06-02,33.07166693151121
2025-06-03,34.609883998093125
2025-06-04,29.995232798347374
2025-06-05,33.07166693151121
2025-06-06,26.149690131892584
2025-06-07,19.227713332273957
2025-06-08,20.765930398855875
2025-06-09,29.995232798347374
2025-06-10,32.30255839822025
2025-06-11,28.457015731765456
2025-06-12,30.76434133163833
2025-06-13,23.073255998728747
2025-06-14,16.920387732401082
2025-06-15,18.458604798983
2025-06-16,25.380581598601623
2025-06-17,23.842364532019708
2025-06-18,24.611473065310665
2025-06-19,19.227713332273957
2025-06-20,21.535038932146833
2025-06-21,15.382170665819165
2025-06-22,18.458604798983
2025-06-23,22.30414746543779
2025-06-24,21.535038932146833
2025-06-25,24.611473065310665
2025-06-26,21.535038932146833
2025-06-27,17.68949626569204
2025-06-28,16.151279199110125
2025-06-29,16.920387732401082
2025-06-30,19.227713332273957
2025-07-01,19.996821865564915
2025-07-02,19.227713332273957
2025-07-03,20.765930398855875
2025-07-04,22.30414746543779
2025-07-05,20.765930398855875
2025-07-06,19.996821865564915
2025-07-07,19.996821865564915
2025-07-08,19.227713332273957
2025-07-09,23.842364532019708
2025-07-10,20.765930398855875
2025-07-11,18.458604798983
2025-07-12,14.613062132528208
2025-07-13,20.765930398855875
2025-07-14,22.30414746543779
2025-07-15,23.073255998728747
2025-07-16,19.996821865564915
2025-07-17,26.149690131892584
2025-07-18,16.151279199110125
2025-07-19,22.30414746543779
2025-07-20,30.76434133163833
2025-07-21,28.457015731765456
2025-07-22,23.073255998728747
2025-07-23,23.073255998728747
2025-07-24,23.842364532019708
2025-07-25,22.30414746543779
2025-07-26,33.840775464802164
2025-07-27,23.842364532019708
2025-07-28,23.842364532019708
2025-07-29,24.611473065310665
2025-07-30,33.07166693151121
2025-07-31,32.30255839822025
2025-08-01,26.149690131892584
2025-08-02,19.227713332273957
2025-08-03,16.920387732401082
2025-08-04,18.458604798983
2025-08-05,19.227713332273957
2025-08-06,20.765930398855875
2025-08-07,21.535038932146833
2025-08-08,20.765930398855875
2025-08-09,23.073255998728747
2025-08-10,20.765930398855875
2025-08-11,26.149690131892584
2025-08-12,21.535038932146833
2025-08-13,21.535038932146833
2025-08-14,23.073255998728747
2025-08-15,25.380581598601623
2025-08-16,14.613062132528208
2025-08-17,16.920387732401082
2025-08-18,22.30414746543779
2025-08-19,25.380581598601623
2025-08-20,23.842364532019708
2025-08-21,27.687907198474498
2025-08-22,22.30414746543779
2025-08-23,16.920387732401082
2025-08-24,16.920387732401082
2025-08-25,26.149690131892584
2025-08-26,28.457015731765456
2025-08-27,30.76434133163833
2025-08-28,30.76434133163833
2025-08-29,27.687907198474498
2025-08-30,16.920387732401082
2025-08-31,17.68949626569204
2025-09-01,16.920387732401082
2025-09-02,29.995232798347374
2025-09-03,33.07166693151121
2025-09-04,38.455426664547915
2025-09-05,30.76434133163833
2025-09-06,20.765930398855875
2025-09-07,23.842364532019708
2025-09-08,36.917209597966
2025-09-09,38.455426664547915
2025-09-10,38.455426664547915
2025-09-11,39.99364373112983
2025-09-12,38.455426664547915
2025-09-13,26.149690131892584
2025-09-14,26.149690131892584
2025-09-15,44.60829493087558
2025-09-16,46.915620530748456
2025-09-17,45.37740346416654
2025-09-18,47.684729064039416
2025-09-19,43.839186397584626
2025-09-20,28.457015731765456
2025-09-21,33.840775464802164
2025-09-22,50.761163197203246
2025-09-23,46.146511997457495
2025-09-24,49.22294613062133
2025-09-25,56.14492293023996
2025-09-26,39.224535197838875
2025-09-27,26.91879866518354
2025-09-28,25.380581598601623
2025-09-29,47.684729064039416
2025-09-30,46.915620530748456
2025-10-01,43.839186397584626
2025-10-02,42.300969331002705
2025-10-03,38.455426664547915
2025-10-04,19.996821865564915
2025-10-05,23.842364532019708
2025-10-06,42.300969331002705
2025-10-07,49.99205466391229
2025-10-08,46.146511997457495
2025-10-09,48.45383759733037
2025-10-10,38.455426664547915
2025-10-11,22.30414746543779
2025-10-12,26.149690131892584
2025-10-13,37.686318131256954
2025-10-14,46.915620530748456
2025-10-15,45.37740346416654
2025-10-16,45.37740346416654
2025-10-17,36.14810106467504
2025-10-18,22.30414746543779
2025-10-19,26.149690131892584
2025-10-20,43.839186397584626
2025-10-21,52.29938026378517
2025-10-22,49.99205466391229
2025-10-23,49.99205466391229
2025-10-24,45.37740346416654
2025-10-25,18.458604798983
2025-10-26,27.687907198474498
2025-10-27,46.146511997457495
2025-10-28,50.761163197203246
2025-10-29,46.915620530748456
2025-10-30,49.22294613062133
2025-10-31,44.60829493087558
2025-11-01,25.380581598601623
2025-11-02,33.07166693151121
2025-11-03,50.761163197203246
2025-11-04,46.915620530748456
2025-11-05,57.68313999682187
2025-11-06,54.606705863658036
2025-11-07,48.45383759733037
2025-11-08,27.687907198474498
2025-11-09,29.995232798347374
2025-11-10,53.06848879707612
2025-11-11,44.60829493087558
2025-11-12,56.14492293023996
2025-11-13,57.68313999682187
2025-11-14,51.530271730494206
2025-11-15,26.149690131892584
2025-11-16,31.533449864929292
2025-11-17,58.45224853011283
2025-11-18,56.91403146353091
2025-11-19,53.06848879707612
2025-11-20,56.14492293023996
2025-11-21,46.146511997457495
2025-11-22,26.149690131892584
2025-11-23,26.91879866518354
2025-11-24,40.76275226442079
2025-11-25,39.99364373112983
2025-11-26,26.91879866518354
2025-11-27,26.149690131892584
2025-11-28,21.535038932146833
2025-11-29,19.227713332273957
2025-11-30,23.842364532019708
2025-12-01,48.45383759733037
2025-12-02,55.375814396948996
2025-12-03,60.75957412998571
2025-12-04,59.22135706340379
2025-12-05,55.375814396948996
2025-12-06,29.995232798347374
2025-12-07,29.995232798347374
2025-12-08,64.6051167964405
2025-12-09,55.375814396948996
2025-12-10,62.29779119656762
2025-12-11,59.85474056140811
2025-12-12,52.20889690692741
2025-12-13,27.03190286125574
2025-12-14,32.43828343350689
2025-12-15,47.345416475822816
2025-12-16,47.345416475822816
2025-12-17,50.896888232489886
2025-12-18,44.56305325244671
2025-12-19,32.43828343350689
2025-12-20,20.698067881212555
2025-12-21,20.698067881212555
2025-12-22,22.937530963442107
2025-12-23,26.104448453463704
2025-12-24,17.531150391190963
2025-12-25,25.176994045671663
2025-12-26,38.229218272403514
2025-12-27,39.156672680195555
2025-12-28,22.55297669679663
2025-12-29,18.458604798983
2025-12-30,27.03190286125574
2025-12-31,22.55297669679663
2026-01-01,17.146596124545482
2026-01-02,20.698067881212555
2026-01-03,22.937530963442107
2026-01-04,18.458604798983
2026-01-05,30.583374617922814
2026-01-06,48.65742515026034
2026-01-07,46.417962068030775
2026-01-08,49.58487955805237
2026-01-09,56.46161467924212
2026-01-10,27.14500705732794
2026-01-11,23.88760621044859
2026-01-12,62.97641637300082
2026-01-13,60.80481580841459
2026-01-14,68.40541778446641
2026-01-15,69.49121806675953
2026-01-16,79.26342060739759
2026-01-17,35.831409315672886
2026-01-18,34.745609033379765
2026-01-19,48.8610127031903
2026-01-20,83.60662173657006
2026-01-21,93.37882427720811
2026-01-22,71.66281863134577
2026-01-23,68.40541778446641
2026-01-24,39.088810162552235
2026-01-25,40.17461044484536
2026-01-26,52.11841355006965
2026-01-27,60.80481580841459
2026-01-28,66.23381721988018
2026-01-29,68.40541778446641
2026-01-30,66.23381721988018
2026-01-31,39.088810162552235
2026-02-01,52.11841355006965
2026-02-02,87.94982286574253
2026-02-03,91.20722371262188
2026-02-04,89.03562314803565
2026-02-05,92.293023994915
2026-02-06,91.20722371262188
2026-02-07,40.17461044484536
2026-02-08,41.26041072713847
2026-02-09,82.52082145427694
2026-02-10,85.77822230115629
2026-02-11,92.293023994915
2026-02-12,89.03562314803565
2026-02-13,73.834419195932
2026-02-14,48.8610127031903
2026-02-15,51.032613267776526
2026-02-16,67.31961750217329
2026-02-17,83.60662173657006
2026-02-18,91.20722371262188
2026-02-19,89.03562314803565
2026-02-20,90.12142343032876
2026-02-21,55.375814396948996
2026-02-22,48.8610127031903
2026-02-23,94.46462455950123
2026-02-24,91.20722371262188
2026-02-25,93.37882427720811
2026-02-26,98.8078256886737
2026-02-27,108.58002822931176
2026-02-28,33.65980875108664
2026-03-01,34.745609033379765
2026-03-02,76.00601976051823
2026-03-03,78.17762032510447
2026-03-04,72.74861891363888
2026-03-05,78.17762032510447
2026-03-06,70.57701834905265
2026-03-07,35.831409315672886
2026-03-08,36.917209597966
2026-03-09,74.92021947822512
2026-03-10,73.834419195932
2026-03-11,67.31961750217329
2026-03-12,74.92021947822512
2026-03-13,61.89061609070771
2026-03-14,26.059206775034824
2026-03-15,30.402407904207294
2026-03-16,61.89061609070771
2026-03-17,61.89061609070771
2026-03-18,68.40541778446641
2026-03-19,67.31961750217329
2026-03-20,57.54741496153524
2026-03-21,32.57400846879353
2026-03-22,33.65980875108664
2026-03-23,74.92021947822512
2026-03-24,70.57701834905265
2026-03-25,65.14801693758706
2026-03-26,71.66281863134577
2026-03-27,64.06221665529394
2026-03-28,32.57400846879353
2026-03-29,40.17461044484536
2026-03-30,70.57701834905265
2026-03-31,68.40541778446641
2026-04-01,65.14801693758706
2026-04-02,65.14801693758706
2026-04-03,41.26041072713847
2026-04-04,32.57400846879353
2026-04-05,34.745609033379765
2026-04-06,59.71901552612147
2026-04-07,68.40541778446641
2026-04-08,69.49121806675953
2026-04-09,66.23381721988018
2026-04-10,62.97641637300082
2026-04-11,36.917209597966
2026-04-12,33.65980875108664
2026-04-13,76.00601976051823
2026-04-14,70.57701834905265
2026-04-15,69.49121806675953
2026-04-16,80.34922088969071
2026-04-17,78.17762032510447
2026-04-18,39.088810162552235
2026-04-19,33.65980875108664
2026-04-20,73.834419195932
2026-04-21,69.49121806675953
2026-04-22,73.834419195932
2026-04-23,69.49121806675953
2026-04-24,64.06221665529394
2026-04-25,35.831409315672886
2026-04-26,40.17461044484536
2026-04-27,79.26342060739759
2026-04-28,78.17762032510447
2026-04-29,91.20722371262188
2026-04-30,76.00601976051823
2026-05-01,67.31961750217329
2026-05-02,40.17461044484536
2026-05-03,51.032613267776526
2026-05-04,72.74861891363888
2026-05-05,73.834419195932
2026-05-06,70.57701834905265
2026-05-07,66.23381721988018
2026-05-08,70.57701834905265
2026-05-09,30.402407904207294
2026-05-10,38.003009880259114
2026-05-11,65.14801693758706
2026-05-12,61.89061609070771
2026-05-13,64.06221665529394
2026-05-14,66.23381721988018
2026-05-15,55.375814396948996
2026-05-16,24.973406492741706
2026-05-17,32.57400846879353
2026-05-18,55.375814396948996
2026-05-19,54.29001411465588
2026-05-20,66.23381721988018
2026-05-21,60.80481580841459
2026-05-22,52.11841355006965
2026-05-23,33.65980875108664
2026-05-24,26.059206775034824
2026-05-25,30.402407904207294
2026-05-26,53.20421383236277
2026-05-27,47.77521242089718
2026-05-28,45.60361185631094
2026-05-29,40.17461044484536
2026-05-30,31.48820818650041
2026-05-31,35.831409315672886
