Time,aristocracy
2024-12-04,41.39303482587064
2024-12-05,43.78109452736318
2024-12-06,42.98507462686567
2024-12-07,15.920398009950247
2024-12-08,24.676616915422883
2024-12-09,43.78109452736318
2024-12-10,62.089552238805965
2024-12-11,59.70149253731343
2024-12-12,45.373134328358205
2024-12-13,45.373134328358205
2024-12-14,21.492537313432834
2024-12-15,23.88059701492537
2024-12-16,52.537313432835816
2024-12-17,49.35323383084577
2024-12-18,39.80099502487562
2024-12-19,31.044776119402982
2024-12-20,26.268656716417908
2024-12-21,11.940298507462686
2024-12-22,13.53233830845771
2024-12-23,11.940298507462686
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,21.492537313432834
2024-12-27,0.0
2024-12-28,12.736318407960198
2024-12-29,0.0
2024-12-30,13.53233830845771
2024-12-31,15.124378109452735
2025-01-01,16.71641791044776
2025-01-02,13.53233830845771
2025-01-03,24.676616915422883
2025-01-04,11.940298507462686
2025-01-05,11.940298507462686
2025-01-06,40.59701492537313
2025-01-07,49.35323383084577
2025-01-08,43.78109452736318
2025-01-09,38.208955223880594
2025-01-10,38.208955223880594
2025-01-11,14.328358208955223
2025-01-12,27.860696517412933
2025-01-13,62.88557213930348
2025-01-14,50.14925373134328
2025-01-15,50.14925373134328
2025-01-16,62.88557213930348
2025-01-17,50.94527363184079
2025-01-18,23.08457711442786
2025-01-19,23.88059701492537
2025-01-20,26.268656716417908
2025-01-21,52.537313432835816
2025-01-22,46.96517412935323
2025-01-23,54.12935323383084
2025-01-24,50.94527363184079
2025-01-25,35.82089552238806
2025-01-26,32.63681592039801
2025-01-27,59.70149253731343
2025-01-28,62.88557213930348
2025-01-29,45.373134328358205
2025-01-30,54.12935323383084
2025-01-31,48.557213930348254
2025-02-01,16.71641791044776
2025-02-02,24.676616915422883
2025-02-03,51.741293532338304
2025-02-04,79.60199004975124
2025-02-05,58.1094527363184
2025-02-06,49.35323383084577
2025-02-07,51.741293532338304
2025-02-08,24.676616915422883
2025-02-09,21.492537313432834
2025-02-10,58.1094527363184
2025-02-11,44.57711442786069
2025-02-12,37.41293532338308
2025-02-13,40.59701492537313
2025-02-14,35.82089552238806
2025-02-15,14.328358208955223
2025-02-16,15.920398009950247
2025-02-17,18.308457711442784
2025-02-18,40.59701492537313
2025-02-19,41.39303482587064
2025-02-20,39.80099502487562
2025-02-21,41.39303482587064
2025-02-22,19.90049751243781
2025-02-23,35.024875621890544
2025-02-24,39.80099502487562
2025-02-25,34.22885572139303
2025-02-26,50.14925373134328
2025-02-27,48.557213930348254
2025-02-28,44.57711442786069
2025-03-01,17.512437810945272
2025-03-02,26.268656716417908
2025-03-03,48.557213930348254
2025-03-04,45.373134328358205
2025-03-05,44.57711442786069
2025-03-06,46.96517412935323
2025-03-07,32.63681592039801
2025-03-08,26.268656716417908
2025-03-09,23.08457711442786
2025-03-10,46.96517412935323
2025-03-11,46.96517412935323
2025-03-12,36.61691542288557
2025-03-13,39.004975124378106
2025-03-14,31.840796019900495
2025-03-15,18.308457711442784
2025-03-16,22.288557213930346
2025-03-17,39.80099502487562
2025-03-18,34.22885572139303
2025-03-19,37.41293532338308
2025-03-20,27.06467661691542
2025-03-21,39.80099502487562
2025-03-22,19.104477611940297
2025-03-23,22.288557213930346
2025-03-24,36.61691542288557
2025-03-25,47.76119402985074
2025-03-26,27.06467661691542
2025-03-27,36.61691542288557
2025-03-28,36.61691542288557
2025-03-29,12.736318407960198
2025-03-30,31.840796019900495
2025-03-31,36.61691542288557
2025-04-01,44.57711442786069
2025-04-02,40.59701492537313
2025-04-03,43.78109452736318
2025-04-04,31.044776119402982
2025-04-05,22.288557213930346
2025-04-06,24.676616915422883
2025-04-07,40.59701492537313
2025-04-08,41.39303482587064
2025-04-09,42.98507462686567
2025-04-10,36.61691542288557
2025-04-11,38.208955223880594
2025-04-12,17.512437810945272
2025-04-13,27.860696517412933
2025-04-14,32.63681592039801
2025-04-15,33.43283582089552
2025-04-16,40.72968490878938
2025-04-17,23.05804311774461
2025-04-18,15.761194029850746
2025-04-19,17.30016583747927
2025-04-20,13.824212271973465
2025-04-21,28.81592039800995
2025-04-22,36.88225538971807
2025-04-23,24.59701492537313
2025-04-24,24.59701492537313
2025-04-25,34.97180762852405
2025-04-26,18.441127694859034
2025-04-27,28.81592039800995
2025-04-28,46.88557213930348
2025-04-29,37.28026533996683
2025-04-30,42.26865671641791
2025-05-01,29.983416252072967
2025-05-02,28.81592039800995
2025-05-03,21.519071310116082
2025-05-04,21.519071310116082
2025-05-05,34.97180762852405
2025-05-06,33.43283582089552
2025-05-07,36.51077943615257
2025-05-08,35.34328358208955
2025-05-09,17.671641791044774
2025-05-10,19.980099502487562
2025-05-11,12.683250414593697
2025-05-12,33.43283582089552
2025-05-13,33.43283582089552
2025-05-14,17.830845771144276
2025-05-15,27.48922056384743
2025-05-16,28.975124378109452
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,30.461028192371472
2025-05-20,26.746268656716417
2025-05-21,22.288557213930346
2025-05-22,20.802653399668323
2025-05-23,16.344941956882256
2025-05-24,11.144278606965173
2025-05-25,12.630182421227197
2025-05-26,13.373134328358208
2025-05-27,28.975124378109452
2025-05-28,14.11608623548922
2025-05-29,22.288557213930346
2025-05-30,16.344941956882256
2025-05-31,22.288557213930346
2025-06-01,14.11608623548922
2025-06-02,16.344941956882256
2025-06-03,15.601990049751242
2025-06-04,17.087893864013267
2025-06-05,15.601990049751242
2025-06-06,17.087893864013267
2025-06-07,10.401326699834161
2025-06-08,21.545605306799334
2025-06-09,9.65837479270315
2025-06-10,26.003316749585405
2025-06-11,20.05970149253731
2025-06-12,17.830845771144276
2025-06-13,16.344941956882256
2025-06-14,13.373134328358208
2025-06-15,14.11608623548922
2025-06-16,14.11608623548922
2025-06-17,26.003316749585405
2025-06-18,15.601990049751242
2025-06-19,11.887230514096185
2025-06-20,20.05970149253731
2025-06-21,15.601990049751242
2025-06-22,14.859038142620232
2025-06-23,17.087893864013267
2025-06-24,18.573797678275287
2025-06-25,15.601990049751242
2025-06-26,21.545605306799334
2025-06-27,19.3167495854063
2025-06-28,17.830845771144276
2025-06-29,20.802653399668323
2025-06-30,9.65837479270315
2025-07-01,14.859038142620232
2025-07-02,14.11608623548922
2025-07-03,14.11608623548922
2025-07-04,12.630182421227197
2025-07-05,28.23217247097844
2025-07-06,14.11608623548922
2025-07-07,11.887230514096185
2025-07-08,25.260364842454393
2025-07-09,18.573797678275287
2025-07-10,14.859038142620232
2025-07-11,18.573797678275287
2025-07-12,15.601990049751242
2025-07-13,14.859038142620232
2025-07-14,20.05970149253731
2025-07-15,19.3167495854063
2025-07-16,14.859038142620232
2025-07-17,18.573797678275287
2025-07-18,12.630182421227197
2025-07-19,18.573797678275287
2025-07-20,24.51741293532338
2025-07-21,21.545605306799334
2025-07-22,19.3167495854063
2025-07-23,23.031509121061358
2025-07-24,17.830845771144276
2025-07-25,20.05970149253731
2025-07-26,16.344941956882256
2025-07-27,23.031509121061358
2025-07-28,14.859038142620232
2025-07-29,20.802653399668323
2025-07-30,22.288557213930346
2025-07-31,21.545605306799334
2025-08-01,20.05970149253731
2025-08-02,16.344941956882256
2025-08-03,11.144278606965173
2025-08-04,9.65837479270315
2025-08-05,17.087893864013267
2025-08-06,22.288557213930346
2025-08-07,22.288557213930346
2025-08-08,16.344941956882256
2025-08-09,16.344941956882256
2025-08-10,16.344941956882256
2025-08-11,49.03482587064676
2025-08-12,37.147595356550575
2025-08-13,29.718076285240464
2025-08-14,27.48922056384743
2025-08-15,27.48922056384743
2025-08-16,14.11608623548922
2025-08-17,18.573797678275287
2025-08-18,43.834162520729684
2025-08-19,49.03482587064676
2025-08-20,38.6334991708126
2025-08-21,52.74958540630182
2025-08-22,36.40464344941957
2025-08-23,12.630182421227197
2025-08-24,22.288557213930346
2025-08-25,63.89386401326699
2025-08-26,49.77777777777777
2025-08-27,56.46434494195688
2025-08-28,59.43615257048093
2025-08-29,60.922056384742945
2025-08-30,14.859038142620232
2025-08-31,20.802653399668323
2025-09-01,24.51741293532338
2025-09-02,60.179104477611936
2025-09-03,74.29519071310115
2025-09-04,66.12271973466002
2025-09-05,58.69320066334991
2025-09-06,18.573797678275287
2025-09-07,33.43283582089552
2025-09-08,69.09452736318407
2025-09-09,69.83747927031509
2025-09-10,62.40796019900497
2025-09-11,55.721393034825866
2025-09-12,59.43615257048093
2025-09-13,18.573797678275287
2025-09-14,26.746268656716417
2025-09-15,52.74958540630182
2025-09-16,68.35157545605307
2025-09-17,74.29519071310115
2025-09-18,52.74958540630182
2025-09-19,37.147595356550575
2025-09-20,26.746268656716417
2025-09-21,26.003316749585405
2025-09-22,60.922056384742945
2025-09-23,56.46434494195688
2025-09-24,63.89386401326699
2025-09-25,61.66500829187396
2025-09-26,47.54892205638474
2025-09-27,25.260364842454393
2025-09-28,24.51741293532338
2025-09-29,56.46434494195688
2025-09-30,50.52072968490879
2025-10-01,58.69320066334991
2025-10-02,45.32006633499171
2025-10-03,37.89054726368159
2025-10-04,28.975124378109452
2025-10-05,34.175787728026535
2025-10-06,61.66500829187396
2025-10-07,41.605306799336645
2025-10-08,44.57711442786069
2025-10-09,52.74958540630182
2025-10-10,31.203980099502484
2025-10-11,16.344941956882256
2025-10-12,30.461028192371472
2025-10-13,52.74958540630182
2025-10-14,61.66500829187396
2025-10-15,46.80597014925373
2025-10-16,38.6334991708126
2025-10-17,23.031509121061358
2025-10-18,17.087893864013267
2025-10-19,28.23217247097844
2025-10-20,46.063018242122716
2025-10-21,45.32006633499171
2025-10-22,44.57711442786069
2025-10-23,52.00663349917081
2025-10-24,36.40464344941957
2025-10-25,17.087893864013267
2025-10-26,31.946932006633496
2025-10-27,54.97844112769486
2025-10-28,49.03482587064676
2025-10-29,39.376451077943614
2025-10-30,46.80597014925373
2025-10-31,36.40464344941957
2025-11-01,24.51741293532338
2025-11-02,26.003316749585405
2025-11-03,46.80597014925373
2025-11-04,63.89386401326699
2025-11-05,59.43615257048093
2025-11-06,59.43615257048093
2025-11-07,61.66500829187396
2025-11-08,14.859038142620232
2025-11-09,31.203980099502484
2025-11-10,54.23548922056384
2025-11-11,34.91873963515754
2025-11-12,50.52072968490879
2025-11-13,46.80597014925373
2025-11-14,55.721393034825866
2025-11-15,18.573797678275287
2025-11-16,23.77446102819237
2025-11-17,51.263681592039795
2025-11-18,57.950248756218905
2025-11-19,52.00663349917081
2025-11-20,54.23548922056384
2025-11-21,38.6334991708126
2025-11-22,28.23217247097844
2025-11-23,29.718076285240464
2025-11-24,34.175787728026535
2025-11-25,31.203980099502484
2025-11-26,14.11608623548922
2025-11-27,19.3167495854063
2025-11-28,13.373134328358208
2025-11-29,15.601990049751242
2025-11-30,24.51741293532338
2025-12-01,45.32006633499171
2025-12-02,30.461028192371472
2025-12-03,51.263681592039795
2025-12-04,59.43615257048093
2025-12-05,31.203980099502484
2025-12-06,19.3167495854063
2025-12-07,25.260364842454393
2025-12-08,50.52072968490879
2025-12-09,51.263681592039795
2025-12-10,49.03482587064676
2025-12-11,52.00663349917081
2025-12-12,41.33580463694599
2025-12-13,23.796312554872692
2025-12-14,28.763892953532988
2025-12-15,48.89643286833805
2025-12-16,52.00663349917081
2025-12-17,36.695997138490554
2025-12-18,37.76672194582642
2025-12-19,24.633954410951777
2025-12-20,21.480050726758364
2025-12-21,15.820505316554483
2025-12-22,18.231457093616882
2025-12-23,17.350112184177153
2025-12-24,17.58319513543394
2025-12-25,5.9436152570480925
2025-12-26,14.706077455857965
2025-12-27,17.721588137742657
2025-12-28,31.735700582057035
2025-12-29,19.163788898644036
2025-12-30,25.33320326472214
2025-12-31,16.330374272428706
2026-01-01,18.836015998439173
2026-01-02,20.321919812701196
2026-01-03,27.649465092836472
2026-01-04,27.605762039475824
2026-01-05,30.664975774721164
2026-01-06,35.81465222905082
2026-01-07,49.50099177316034
2026-01-08,52.2397164504276
2026-01-09,44.86846811693168
2026-01-10,21.414496146717394
2026-01-11,27.532923617208077
2026-01-12,52.00663349917081
2026-01-13,56.085585146164604
2026-01-14,56.085585146164604
2026-01-15,49.96715767567392
2026-01-16,54.046109322667704
2026-01-17,20.394758234968947
2026-01-18,28.552661528956524
2026-01-19,26.51318570545963
2026-01-20,59.14479888140994
2026-01-21,63.223750528403734
2026-01-22,68.32244008714596
2026-01-23,56.085585146164604
2026-01-24,39.769778558189444
2026-01-25,43.84873020518324
2026-01-26,55.065847234416154
2026-01-27,61.18427470490684
2026-01-28,53.02637141091926
2026-01-29,47.927681852177024
2026-01-30,59.14479888140994
2026-01-31,49.96715767567392
2026-02-01,64.24348844015218
2026-02-02,79.53955711637889
2026-02-03,91.77641205736026
2026-02-04,90.75667414561181
2026-02-05,100.95405326309628
2026-02-06,98.91457743959938
2026-02-07,50.98689558742237
2026-02-08,65.26322635190063
2026-02-09,54.046109322667704
2026-02-10,59.14479888140994
2026-02-11,79.53955711637889
2026-02-12,56.085585146164604
2026-02-13,70.36191591064286
2026-02-14,45.88820602868013
2026-02-15,64.24348844015218
2026-02-16,76.48034338113355
2026-02-17,73.4211296458882
2026-02-18,72.40139173413976
2026-02-19,61.18427470490684
2026-02-20,69.34217799889441
2026-02-21,78.51981920463044
2026-02-22,52.00663349917081
2026-02-23,101.97379117484473
2026-02-24,71.38165382239131
2026-02-25,69.34217799889441
2026-02-26,72.40139173413976
2026-02-27,100.95405326309628
2026-02-28,34.67108899944721
2026-03-01,35.69082691119566
2026-03-02,46.907943940428574
2026-03-03,40.789516469937894
2026-03-04,53.02637141091926
2026-03-05,38.750040646441
2026-03-06,53.02637141091926
2026-03-07,28.552661528956524
2026-03-08,24.473709881962733
2026-03-09,39.769778558189444
2026-03-10,30.59213735245342
2026-03-11,37.73030273469255
2026-03-12,44.86846811693168
2026-03-13,35.69082691119566
2026-03-14,21.414496146717394
2026-03-15,50.98689558742237
2026-03-16,44.86846811693168
2026-03-17,39.769778558189444
2026-03-18,44.86846811693168
2026-03-19,38.750040646441
2026-03-20,40.789516469937894
2026-03-21,28.552661528956524
2026-03-22,29.57239944070497
2026-03-23,34.67108899944721
2026-03-24,38.750040646441
2026-03-25,36.7105648229441
2026-03-26,34.67108899944721
2026-03-27,40.789516469937894
2026-03-28,23.453971970214287
2026-03-29,25.493447793711184
2026-03-30,28.552661528956524
2026-03-31,25.493447793711184
2026-04-01,37.73030273469255
2026-04-02,31.611875264201867
2026-04-03,27.532923617208077
2026-04-04,20.394758234968947
2026-04-05,27.532923617208077
2026-04-06,37.73030273469255
2026-04-07,28.552661528956524
2026-04-08,42.82899229343479
2026-04-09,42.82899229343479
2026-04-10,32.631613175950314
2026-04-11,20.394758234968947
2026-04-12,25.493447793711184
2026-04-13,30.59213735245342
2026-04-14,39.769778558189444
2026-04-15,24.473709881962733
2026-04-16,37.73030273469255
2026-04-17,41.80925438168634
2026-04-18,27.532923617208077
2026-04-19,16.315806587975157
2026-04-20,34.67108899944721
2026-04-21,48.94741976392547
2026-04-22,37.73030273469255
2026-04-23,35.69082691119566
2026-04-24,37.73030273469255
2026-04-25,23.453971970214287
2026-04-26,34.67108899944721
2026-04-27,45.88820602868013
2026-04-28,49.96715767567392
2026-04-29,33.651351087698764
2026-04-30,36.7105648229441
2026-05-01,34.67108899944721
2026-05-02,29.57239944070497
2026-05-03,32.631613175950314
2026-05-04,30.59213735245342
2026-05-05,45.88820602868013
2026-05-06,43.84873020518324
2026-05-07,32.631613175950314
2026-05-08,39.769778558189444
2026-05-09,32.631613175950314
2026-05-10,19.3750203232205
2026-05-11,39.769778558189444
2026-05-12,58.1250609696615
2026-05-13,38.750040646441
2026-05-14,36.7105648229441
2026-05-15,34.67108899944721
2026-05-16,19.3750203232205
2026-05-17,31.611875264201867
2026-05-18,33.651351087698764
2026-05-19,31.611875264201867
2026-05-20,31.611875264201867
2026-05-21,23.453971970214287
2026-05-22,22.43423405846584
2026-05-23,30.59213735245342
2026-05-24,27.532923617208077
2026-05-25,24.473709881962733
2026-05-26,28.552661528956524
2026-05-27,26.51318570545963
2026-05-28,24.473709881962733
2026-05-29,30.59213735245342
2026-05-30,31.611875264201867
2026-05-31,43.84873020518324
