Time,benefactor
2024-09-25,46.04918636016677
2024-09-26,50.98302775589893
2024-09-27,46.04918636016677
2024-09-28,47.69380015874416
2024-09-29,31.247662172970312
2024-09-30,73.18531403669363
2024-10-01,50.16072085661023
2024-10-02,55.91686915163108
2024-10-03,64.9622450438067
2024-10-04,70.71839333882754
2024-10-05,30.425355273681618
2024-10-06,52.62764155447631
2024-10-07,58.38378984949716
2024-10-08,37.00381046799116
2024-10-09,46.04918636016677
2024-10-10,55.91686915163108
2024-10-11,50.98302775589893
2024-10-12,33.71458287083639
2024-10-13,43.5822656623007
2024-10-14,63.317631245229315
2024-10-15,52.62764155447631
2024-10-16,37.82611736727985
2024-10-17,39.47073116585723
2024-10-18,59.20609674878585
2024-10-19,18.090751784351234
2024-10-20,29.603048374392927
2024-10-21,55.91686915163108
2024-10-22,51.80533465518762
2024-10-23,40.29303806514593
2024-10-24,55.91686915163108
2024-10-25,34.53688977012508
2024-10-26,24.66920697866077
2024-10-27,35.35919666941377
2024-10-28,53.449948453765
2024-10-29,50.98302775589893
2024-10-30,51.80533465518762
2024-10-31,53.449948453765
2024-11-01,55.09456225234239
2024-11-02,36.18150356870247
2024-11-03,46.87149325945546
2024-11-04,46.87149325945546
2024-11-05,57.561482950208465
2024-11-06,32.069969072259006
2024-11-07,41.93765186372331
2024-11-08,60.850710547363235
2024-11-09,30.425355273681618
2024-11-10,41.11534496443462
2024-11-11,46.04918636016677
2024-11-12,60.028403648074544
2024-11-13,46.04918636016677
2024-11-14,63.317631245229315
2024-11-15,50.16072085661023
2024-11-16,39.47073116585723
2024-11-17,29.603048374392927
2024-11-18,59.20609674878585
2024-11-19,64.9622450438067
2024-11-20,52.62764155447631
2024-11-21,49.33841395732154
2024-11-22,41.11534496443462
2024-11-23,27.95843457581554
2024-11-24,34.53688977012508
2024-11-25,54.272255353053694
2024-11-26,41.11534496443462
2024-11-27,54.272255353053694
2024-11-28,31.247662172970312
2024-11-29,18.913058683639925
2024-11-30,31.247662172970312
2024-12-01,42.759958763012
2024-12-02,48.51610705803285
2024-12-03,56.739176050919774
2024-12-04,43.5822656623007
2024-12-05,46.87149325945546
2024-12-06,47.69380015874416
2024-12-07,37.82611736727985
2024-12-08,55.91686915163108
2024-12-09,54.272255353053694
2024-12-10,66.60685884238409
2024-12-11,50.98302775589893
2024-12-12,48.51610705803285
2024-12-13,59.20609674878585
2024-12-14,31.247662172970312
2024-12-15,41.11534496443462
2024-12-16,56.739176050919774
2024-12-17,48.51610705803285
2024-12-18,57.561482950208465
2024-12-19,50.98302775589893
2024-12-20,26.313820777238156
2024-12-21,27.136127676526847
2024-12-22,47.69380015874416
2024-12-23,36.18150356870247
2024-12-24,37.82611736727985
2024-12-25,30.425355273681618
2024-12-26,27.95843457581554
2024-12-27,45.22687946087808
2024-12-28,36.18150356870247
2024-12-29,55.91686915163108
2024-12-30,50.98302775589893
2024-12-31,39.47073116585723
2025-01-01,28.780741475104232
2025-01-02,35.35919666941377
2025-01-03,46.87149325945546
2025-01-04,26.313820777238156
2025-01-05,39.47073116585723
2025-01-06,69.07377954025016
2025-01-07,55.09456225234239
2025-01-08,70.71839333882754
2025-01-09,58.38378984949716
2025-01-10,55.09456225234239
2025-01-11,35.35919666941377
2025-01-12,34.53688977012508
2025-01-13,72.36300713740494
2025-01-14,63.317631245229315
2025-01-15,71.54070023811624
2025-01-16,61.673017446651926
2025-01-17,41.93765186372331
2025-01-18,36.18150356870247
2025-01-19,37.00381046799116
2025-01-20,57.561482950208465
2025-01-21,43.5822656623007
2025-01-22,58.38378984949716
2025-01-23,56.739176050919774
2025-01-24,59.20609674878585
2025-01-25,48.51610705803285
2025-01-26,58.38378984949716
2025-01-27,61.673017446651926
2025-01-28,82.23068992886924
2025-01-29,64.13993814451801
2025-01-30,63.317631245229315
2025-01-31,62.495324345940624
2025-02-01,26.313820777238156
2025-02-02,44.40457256158939
2025-02-03,54.272255353053694
2025-02-04,61.673017446651926
2025-02-05,59.20609674878585
2025-02-06,71.54070023811624
2025-02-07,64.13993814451801
2025-02-08,46.04918636016677
2025-02-09,42.759958763012
2025-02-10,57.561482950208465
2025-02-11,53.449948453765
2025-02-12,36.18150356870247
2025-02-13,63.317631245229315
2025-02-14,46.87149325945546
2025-02-15,36.18150356870247
2025-02-16,32.069969072259006
2025-02-17,67.42916574167278
2025-02-18,55.09456225234239
2025-02-19,69.07377954025016
2025-02-20,50.98302775589893
2025-02-21,47.69380015874416
2025-02-22,43.5822656623007
2025-02-23,49.33841395732154
2025-02-24,50.98302775589893
2025-02-25,55.09456225234239
2025-02-26,39.47073116585723
2025-02-27,58.38378984949716
2025-02-28,62.495324345940624
2025-03-01,55.09456225234239
2025-03-02,33.71458287083639
2025-03-03,51.80533465518762
2025-03-04,60.850710547363235
2025-03-05,51.80533465518762
2025-03-06,55.91686915163108
2025-03-07,63.317631245229315
2025-03-08,36.18150356870247
2025-03-09,50.98302775589893
2025-03-10,48.51610705803285
2025-03-11,50.16072085661023
2025-03-12,52.62764155447631
2025-03-13,45.22687946087808
2025-03-14,37.82611736727985
2025-03-15,27.95843457581554
2025-03-16,41.93765186372331
2025-03-17,60.028403648074544
2025-03-18,66.60685884238409
2025-03-19,43.5822656623007
2025-03-20,37.00381046799116
2025-03-21,58.38378984949716
2025-03-22,46.87149325945546
2025-03-23,38.64842426656854
2025-03-24,46.04918636016677
2025-03-25,46.04918636016677
2025-03-26,46.87149325945546
2025-03-27,60.850710547363235
2025-03-28,49.33841395732154
2025-03-29,38.64842426656854
2025-03-30,41.93765186372331
2025-03-31,46.87149325945546
2025-04-01,47.69380015874416
2025-04-02,44.40457256158939
2025-04-03,49.33841395732154
2025-04-04,42.759958763012
2025-04-05,40.29303806514593
2025-04-06,37.00381046799116
2025-04-07,49.33841395732154
2025-04-08,50.98302775589893
2025-04-09,48.51610705803285
2025-04-10,54.272255353053694
2025-04-11,43.5822656623007
2025-04-12,49.33841395732154
2025-04-13,36.18150356870247
2025-04-14,42.759958763012
2025-04-15,56.75402517096194
2025-04-16,49.91674293061941
2025-04-17,49.50558948097506
2025-04-18,38.838512670816925
2025-04-19,0.0
2025-04-20,29.02609614070161
2025-04-21,69.54157599085005
2025-04-22,53.33538405079067
2025-04-23,45.23228808076098
2025-04-24,47.79626892088943
2025-04-25,49.91674293061941
2025-04-26,17.915512500145006
2025-04-27,18.77017278018782
2025-04-28,58.46334573104757
2025-04-29,59.31800601109038
2025-04-30,55.89936489091912
2025-05-01,51.2149100410607
2025-05-02,45.643441530405326
2025-05-03,56.75402517096194
2025-05-04,60.58381974077754
2025-05-05,59.72915946073473
2025-05-06,65.71178142103443
2025-05-07,58.46334573104757
2025-05-08,64.85712114099162
2025-05-09,33.71055099056004
2025-05-10,50.36024976101788
2025-05-11,35.41987155064567
2025-05-12,68.27576226116288
2025-05-13,65.71178142103443
2025-05-14,54.10783330861328
2025-05-15,47.8987376830347
2025-05-16,48.78575134383164
2025-05-17,45.23769670064389
2025-05-18,44.35068303984695
2025-05-19,46.124710361440826
2025-05-20,63.864983577379604
2025-05-21,42.57665571825307
2025-05-22,42.57665571825307
2025-05-23,42.57665571825307
2025-05-24,41.68964205745613
2025-05-25,54.99484696941022
2025-05-26,51.446792326222464
2025-05-27,50.559778665425526
2025-05-28,51.446792326222464
2025-05-29,24.836382502314294
2025-05-30,34.59353277108062
2025-05-31,42.57665571825307
2025-06-01,51.446792326222464
2025-06-02,36.3675600926745
2025-06-03,46.124710361440826
2025-06-04,36.3675600926745
2025-06-05,52.3338059870194
2025-06-06,22.175341519923474
2025-06-07,30.158464467095925
2025-06-08,44.35068303984695
2025-06-09,34.59353277108062
2025-06-10,52.3338059870194
2025-06-11,35.480546431877556
2025-06-12,32.81950544948674
2025-06-13,39.02860107506532
2025-06-14,43.46366937905001
2025-06-15,33.70651911028368
2025-06-16,39.02860107506532
2025-06-17,38.14158741426838
2025-06-18,40.802628396659195
2025-06-19,29.271450806298986
2025-06-20,40.802628396659195
2025-06-21,46.124710361440826
2025-06-22,43.46366937905001
2025-06-23,40.802628396659195
2025-06-24,27.49742348470511
2025-06-25,44.35068303984695
2025-06-26,49.67276500462859
2025-06-27,28.384437145502048
2025-06-28,33.70651911028368
2025-06-29,39.915614735862256
2025-06-30,36.3675600926745
2025-07-01,29.271450806298986
2025-07-02,30.158464467095925
2025-07-03,22.175341519923474
2025-07-04,22.175341519923474
2025-07-05,31.045478127892864
2025-07-06,39.915614735862256
2025-07-07,42.57665571825307
2025-07-08,29.271450806298986
2025-07-09,25.723396163111232
2025-07-10,26.61040982390817
2025-07-11,38.14158741426838
2025-07-12,41.68964205745613
2025-07-13,23.94936884151735
2025-07-14,47.011724022237765
2025-07-15,37.25457375347144
2025-07-16,32.81950544948674
2025-07-17,31.045478127892864
2025-07-18,30.158464467095925
2025-07-19,34.59353277108062
2025-07-20,45.23769670064389
2025-07-21,36.3675600926745
2025-07-22,31.045478127892864
2025-07-23,37.25457375347144
2025-07-24,31.045478127892864
2025-07-25,45.23769670064389
2025-07-26,42.57665571825307
2025-07-27,41.68964205745613
2025-07-28,33.70651911028368
2025-07-29,37.25457375347144
2025-07-30,37.25457375347144
2025-07-31,17.740273215938778
2025-08-01,26.61040982390817
2025-08-02,27.49742348470511
2025-08-03,31.045478127892864
2025-08-04,23.94936884151735
2025-08-05,26.61040982390817
2025-08-06,30.158464467095925
2025-08-07,31.932491788689802
2025-08-08,16.85325955514184
2025-08-09,34.59353277108062
2025-08-10,56.768874291004096
2025-08-11,39.915614735862256
2025-08-12,34.59353277108062
2025-08-13,29.271450806298986
2025-08-14,39.915614735862256
2025-08-15,42.57665571825307
2025-08-16,39.02860107506532
2025-08-17,25.723396163111232
2025-08-18,47.8987376830347
2025-08-19,33.70651911028368
2025-08-20,31.932491788689802
2025-08-21,41.68964205745613
2025-08-22,35.480546431877556
2025-08-23,26.61040982390817
2025-08-24,48.78575134383164
2025-08-25,43.46366937905001
2025-08-26,53.22081964781634
2025-08-27,42.57665571825307
2025-08-28,31.045478127892864
2025-08-29,60.31692893419185
2025-08-30,44.35068303984695
2025-08-31,57.655887951801034
2025-09-01,54.10783330861328
2025-09-02,56.768874291004096
2025-09-03,33.70651911028368
2025-09-04,54.10783330861328
2025-09-05,46.124710361440826
2025-09-06,31.045478127892864
2025-09-07,47.8987376830347
2025-09-08,57.655887951801034
2025-09-09,31.932491788689802
2025-09-10,34.59353277108062
2025-09-11,55.88186063020716
2025-09-12,53.22081964781634
2025-09-13,39.915614735862256
2025-09-14,48.78575134383164
2025-09-15,58.54290161259797
2025-09-16,57.655887951801034
2025-09-17,40.802628396659195
2025-09-18,42.57665571825307
2025-09-19,48.78575134383164
2025-09-20,39.02860107506532
2025-09-21,33.70651911028368
2025-09-22,54.10783330861328
2025-09-23,44.35068303984695
2025-09-24,51.446792326222464
2025-09-25,42.57665571825307
2025-09-26,42.57665571825307
2025-09-27,33.70651911028368
2025-09-28,54.99484696941022
2025-09-29,48.78575134383164
2025-09-30,41.68964205745613
2025-10-01,36.3675600926745
2025-10-02,46.124710361440826
2025-10-03,54.10783330861328
2025-10-04,44.35068303984695
2025-10-05,24.836382502314294
2025-10-06,39.915614735862256
2025-10-07,54.10783330861328
2025-10-08,46.124710361440826
2025-10-09,48.78575134383164
2025-10-10,40.802628396659195
2025-10-11,26.61040982390817
2025-10-12,39.02860107506532
2025-10-13,39.02860107506532
2025-10-14,39.915614735862256
2025-10-15,59.42991527339491
2025-10-16,36.3675600926745
2025-10-17,37.25457375347144
2025-10-18,38.14158741426838
2025-10-19,31.932491788689802
2025-10-20,39.915614735862256
2025-10-21,33.70651911028368
2025-10-22,65.63901089897348
2025-10-23,61.20394259498879
2025-10-24,80.71824313252145
2025-10-25,49.67276500462859
2025-10-26,59.42991527339491
2025-10-27,86.04032509730308
2025-10-28,47.8987376830347
2025-10-29,58.54290161259797
2025-10-30,57.655887951801034
2025-10-31,50.559778665425526
2025-11-01,53.22081964781634
2025-11-02,47.011724022237765
2025-11-03,56.768874291004096
2025-11-04,56.768874291004096
2025-11-05,59.42991527339491
2025-11-06,54.99484696941022
2025-11-07,62.09095625578573
2025-11-08,47.8987376830347
2025-11-09,42.57665571825307
2025-11-10,47.8987376830347
2025-11-11,45.23769670064389
2025-11-12,67.41303822056736
2025-11-13,66.52602455977042
2025-11-14,63.864983577379604
2025-11-15,51.446792326222464
2025-11-16,54.10783330861328
2025-11-17,59.42991527339491
2025-11-18,54.99484696941022
2025-11-19,47.8987376830347
2025-11-20,48.78575134383164
2025-11-21,51.446792326222464
2025-11-22,33.70651911028368
2025-11-23,63.864983577379604
2025-11-24,39.915614735862256
2025-11-25,42.57665571825307
2025-11-26,47.011724022237765
2025-11-27,37.25457375347144
2025-11-28,29.271450806298986
2025-11-29,32.81950544948674
2025-11-30,31.045478127892864
2025-12-01,41.68964205745613
2025-12-02,53.22081964781634
2025-12-03,49.67276500462859
2025-12-04,60.31692893419185
2025-12-05,54.10783330861328
2025-12-06,57.655887951801034
2025-12-07,50.559778665425526
2025-12-08,74.50914750694288
2025-12-09,52.3338059870194
2025-12-10,78.94421581092757
2025-12-11,75.46562609298294
2025-12-12,59.03449954508784
2025-12-13,63.29323380807074
2025-12-14,65.61763707582176
2025-12-15,83.4327186727916
2025-12-16,49.683451916204454
2025-12-17,79.67092579808651
2025-12-18,82.49227045411533
2025-12-19,54.829199839984284
2025-12-20,55.76964805866056
2025-12-21,50.62390013488073
2025-12-22,59.97494776376412
2025-12-23,64.233682026747
2025-12-24,55.76964805866056
2025-12-25,52.504796572233275
2025-12-26,32.80881853791088
2025-12-27,51.564348353556994
2025-12-28,51.564348353556994
2025-12-29,58.59099271468938
2025-12-30,63.29323380807074
2025-12-31,61.41233737071819
2026-01-01,62.796292419792934
2026-01-02,44.98121082282309
2026-01-03,63.73674063846921
2026-01-04,62.796292419792934
2026-01-05,71.26032638787939
2026-01-06,73.58472965563041
2026-01-07,66.55808529449803
2026-01-08,88.57846659657143
2026-01-09,72.55344268855927
2026-01-10,56.651318263669566
2026-01-11,55.65743548711396
2026-01-12,63.60849769955881
2026-01-13,53.66966993400275
2026-01-14,75.53509101822608
2026-01-15,64.60238047611442
2026-01-16,67.58402880578123
2026-01-17,64.60238047611442
2026-01-18,56.651318263669566
2026-01-19,47.706373274669104
2026-01-20,72.55344268855927
2026-01-21,67.58402880578123
2026-01-22,60.62684936989199
2026-01-23,46.7124904981135
2026-01-24,65.59626325267003
2026-01-25,76.52897379478169
2026-01-26,91.43721544311579
2026-01-27,72.55344268855927
2026-01-28,68.57791158233684
2026-01-29,73.54732546511488
2026-01-30,88.45556711344896
2026-01-31,55.65743548711396
2026-02-01,75.53509101822608
2026-02-02,75.53509101822608
2026-02-03,95.41274654933821
2026-02-04,90.44333266656018
2026-02-05,77.5228565713373
2026-02-06,88.45556711344896
2026-02-07,45.718607721557895
2026-02-08,63.60849769955881
2026-02-09,57.645201040225174
2026-02-10,76.52897379478169
2026-02-11,58.639083816780776
2026-02-12,69.57179435889245
2026-02-13,67.58402880578123
2026-02-14,49.69413882778032
2026-02-15,76.52897379478169
2026-02-16,72.55344268855927
2026-02-17,72.55344268855927
2026-02-18,67.58402880578123
2026-02-19,88.45556711344896
2026-02-20,53.66966993400275
2026-02-21,67.58402880578123
2026-02-22,69.57179435889245
2026-02-23,56.651318263669566
2026-02-24,62.6146149230032
2026-02-25,65.59626325267003
2026-02-26,58.639083816780776
2026-02-27,90.44333266656018
2026-02-28,55.65743548711396
2026-03-01,40.74919383877986
2026-03-02,68.57791158233684
2026-03-03,71.55955991200366
2026-03-04,48.70025605122471
2026-03-05,56.651318263669566
2026-03-06,54.663552710558356
2026-03-07,37.76754550911304
2026-03-08,55.65743548711396
2026-03-09,54.663552710558356
2026-03-10,59.632966593336384
2026-03-11,80.50450490100413
2026-03-12,60.62684936989199
2026-03-13,61.6207321464476
2026-03-14,41.74307661533547
2026-03-15,53.66966993400275
2026-03-16,29.816483296668192
2026-03-17,53.66966993400275
2026-03-18,38.76142828566865
2026-03-19,72.55344268855927
2026-03-20,51.68190438089153
2026-03-21,39.75531106222426
2026-03-22,40.74919383877986
2026-03-23,57.645201040225174
2026-03-24,48.70025605122471
2026-03-25,53.66966993400275
2026-03-26,47.706373274669104
2026-03-27,55.65743548711396
2026-03-28,45.718607721557895
2026-03-29,53.66966993400275
2026-03-30,60.62684936989199
2026-03-31,47.706373274669104
2026-04-01,51.68190438089153
2026-04-02,46.7124904981135
2026-04-03,26.834834967001374
2026-04-04,59.632966593336384
2026-04-05,42.73695939189108
2026-04-06,62.6146149230032
2026-04-07,65.59626325267003
2026-04-08,43.730842168446685
2026-04-09,62.6146149230032
2026-04-10,48.70025605122471
2026-04-11,89.44944989000457
2026-04-12,65.59626325267003
2026-04-13,44.724724945002286
2026-04-14,41.74307661533547
2026-04-15,99.38827765556064
2026-04-16,56.651318263669566
2026-04-17,48.70025605122471
2026-04-18,45.718607721557895
2026-04-19,41.74307661533547
2026-04-20,48.70025605122471
2026-04-21,51.68190438089153
2026-04-22,45.718607721557895
2026-04-23,56.651318263669566
2026-04-24,37.76754550911304
2026-04-25,38.76142828566865
2026-04-26,53.66966993400275
2026-04-27,63.60849769955881
2026-04-28,60.62684936989199
2026-04-29,62.6146149230032
2026-04-30,47.706373274669104
2026-05-01,58.639083816780776
2026-05-02,65.59626325267003
2026-05-03,42.73695939189108
2026-05-04,53.66966993400275
2026-05-05,55.65743548711396
2026-05-06,70.56567713544806
2026-05-07,62.6146149230032
2026-05-08,60.62684936989199
2026-05-09,67.58402880578123
2026-05-10,67.58402880578123
2026-05-11,81.49838767755972
2026-05-12,69.57179435889245
2026-05-13,49.69413882778032
2026-05-14,98.39439487900503
2026-05-15,57.645201040225174
2026-05-16,68.57791158233684
2026-05-17,47.706373274669104
2026-05-18,42.73695939189108
2026-05-19,54.663552710558356
2026-05-20,50.68802160433593
2026-05-21,41.74307661533547
2026-05-22,42.73695939189108
2026-05-23,46.7124904981135
2026-05-24,52.67578715744714
2026-05-25,39.75531106222426
2026-05-26,42.73695939189108
2026-05-27,37.76754550911304
2026-05-28,70.56567713544806
2026-05-29,38.76142828566865
2026-05-30,43.730842168446685
2026-05-31,56.651318263669566
