Time,patron
2024-11-11,56.502671186440686
2024-11-12,56.502671186440686
2024-11-13,62.780745762711874
2024-11-14,61.8838779661017
2024-11-15,62.780745762711874
2024-11-16,64.5744813559322
2024-11-17,64.5744813559322
2024-11-18,61.8838779661017
2024-11-19,59.19327457627119
2024-11-20,60.98701016949153
2024-11-21,51.121464406779666
2024-11-22,60.98701016949153
2024-11-23,68.16195254237289
2024-11-24,60.09014237288136
2024-11-25,57.39953898305085
2024-11-26,53.81206779661017
2024-11-27,58.29640677966102
2024-11-28,70.8525559322034
2024-11-29,57.39953898305085
2024-11-30,55.60580338983051
2024-12-01,60.09014237288136
2024-12-02,52.915200000000006
2024-12-03,57.39953898305085
2024-12-04,56.502671186440686
2024-12-05,54.708935593220346
2024-12-06,68.16195254237289
2024-12-07,60.98701016949153
2024-12-08,70.8525559322034
2024-12-09,59.19327457627119
2024-12-10,57.39953898305085
2024-12-11,59.19327457627119
2024-12-12,66.36821694915255
2024-12-13,69.05882033898305
2024-12-14,74.44002711864408
2024-12-15,80.71810169491526
2024-12-16,59.19327457627119
2024-12-17,60.98701016949153
2024-12-18,63.67761355932204
2024-12-19,66.36821694915255
2024-12-20,68.16195254237289
2024-12-21,73.5431593220339
2024-12-22,70.8525559322034
2024-12-23,76.23376271186441
2024-12-24,79.8212338983051
2024-12-25,82.5118372881356
2024-12-26,60.98701016949153
2024-12-27,60.98701016949153
2024-12-28,60.98701016949153
2024-12-29,69.95568813559322
2024-12-30,58.29640677966102
2024-12-31,77.13063050847458
2025-01-01,78.02749830508475
2025-01-02,49.327728813559325
2025-01-03,52.915200000000006
2025-01-04,59.19327457627119
2025-01-05,60.98701016949153
2025-01-06,51.121464406779666
2025-01-07,52.01833220338983
2025-01-08,51.121464406779666
2025-01-09,56.502671186440686
2025-01-10,58.29640677966102
2025-01-11,64.5744813559322
2025-01-12,64.5744813559322
2025-01-13,58.29640677966102
2025-01-14,57.39953898305085
2025-01-15,58.29640677966102
2025-01-16,56.502671186440686
2025-01-17,56.502671186440686
2025-01-18,60.98701016949153
2025-01-19,63.67761355932204
2025-01-20,47.533993220338985
2025-01-21,48.43086101694916
2025-01-22,47.533993220338985
2025-01-23,59.19327457627119
2025-01-24,59.19327457627119
2025-01-25,63.67761355932204
2025-01-26,63.67761355932204
2025-01-27,58.29640677966102
2025-01-28,57.39953898305085
2025-01-29,54.708935593220346
2025-01-30,51.121464406779666
2025-01-31,60.09014237288136
2025-02-01,57.39953898305085
2025-02-02,69.05882033898305
2025-02-03,56.502671186440686
2025-02-04,49.327728813559325
2025-02-05,56.502671186440686
2025-02-06,57.39953898305085
2025-02-07,51.121464406779666
2025-02-08,60.09014237288136
2025-02-09,65.47134915254237
2025-02-10,47.533993220338985
2025-02-11,46.63712542372882
2025-02-12,52.01833220338983
2025-02-13,56.502671186440686
2025-02-14,66.36821694915255
2025-02-15,71.74942372881357
2025-02-16,63.67761355932204
2025-02-17,48.43086101694916
2025-02-18,51.121464406779666
2025-02-19,51.121464406779666
2025-02-20,57.39953898305085
2025-02-21,65.47134915254237
2025-02-22,70.8525559322034
2025-02-23,69.05882033898305
2025-02-24,58.29640677966102
2025-02-25,48.43086101694916
2025-02-26,51.121464406779666
2025-02-27,58.29640677966102
2025-02-28,60.98701016949153
2025-03-01,66.36821694915255
2025-03-02,69.95568813559322
2025-03-03,54.708935593220346
2025-03-04,57.39953898305085
2025-03-05,50.2245966101695
2025-03-06,57.39953898305085
2025-03-07,56.502671186440686
2025-03-08,68.16195254237289
2025-03-09,61.8838779661017
2025-03-10,52.01833220338983
2025-03-11,53.81206779661017
2025-03-12,53.81206779661017
2025-03-13,56.502671186440686
2025-03-14,60.98701016949153
2025-03-15,65.47134915254237
2025-03-16,69.95568813559322
2025-03-17,89.68677966101696
2025-03-18,61.8838779661017
2025-03-19,63.67761355932204
2025-03-20,60.09014237288136
2025-03-21,58.29640677966102
2025-03-22,72.64629152542373
2025-03-23,61.8838779661017
2025-03-24,50.2245966101695
2025-03-25,49.327728813559325
2025-03-26,53.81206779661017
2025-03-27,52.01833220338983
2025-03-28,62.780745762711874
2025-03-29,67.26508474576272
2025-03-30,62.780745762711874
2025-03-31,55.60580338983051
2025-04-01,51.121464406779666
2025-04-02,54.708935593220346
2025-04-03,56.502671186440686
2025-04-04,62.780745762711874
2025-04-05,69.95568813559322
2025-04-06,70.8525559322034
2025-04-07,56.502671186440686
2025-04-08,50.2245966101695
2025-04-09,56.502671186440686
2025-04-10,57.39953898305085
2025-04-11,60.98701016949153
2025-04-12,69.95568813559322
2025-04-13,69.05882033898305
2025-04-14,51.121464406779666
2025-04-15,49.922164446196305
2025-04-16,51.18403657863619
2025-04-17,55.01136775719354
2025-04-18,62.70774489554593
2025-04-19,72.52114718171069
2025-04-20,70.81084115096571
2025-04-21,55.01136775719354
2025-04-22,60.997438864800955
2025-04-23,60.14228584942846
2025-04-24,63.562897910918416
2025-04-25,61.852591880173435
2025-04-26,73.78301931415058
2025-04-27,70.81084115096571
2025-04-28,51.63247047694127
2025-04-29,59.28713283405598
2025-04-30,56.721673787938514
2025-05-01,59.735566732361065
2025-05-02,64.82477004335831
2025-05-03,72.9278662987781
2025-05-04,72.52114718171069
2025-05-05,71.21756026803311
2025-05-06,63.562897910918416
2025-05-07,54.15621474182105
2025-05-08,69.95568813559322
2025-05-09,70.81084115096571
2025-05-10,71.66599416633821
2025-05-11,77.20363137564053
2025-05-12,63.11446401261333
2025-05-13,57.1701076862436
2025-05-14,54.50036168703193
2025-05-15,52.873485218762326
2025-05-16,61.00786756011038
2025-05-17,60.19442932597557
2025-05-18,72.39600283799764
2025-05-19,50.43317051635791
2025-05-20,49.619732282223104
2025-05-21,49.619732282223104
2025-05-22,51.24660875049271
2025-05-23,62.634744028379984
2025-05-24,59.38099109184076
2025-05-25,69.95568813559323
2025-05-26,61.00786756011038
2025-05-27,49.619732282223104
2025-05-28,47.9928558139535
2025-05-29,53.686923452897126
2025-05-30,61.82130579424518
2025-05-31,63.44818226251479
2025-06-01,62.634744028379984
2025-06-02,47.9928558139535
2025-06-03,48.8062940480883
2025-06-04,52.06004698462752
2025-06-05,51.24660875049271
2025-06-06,61.82130579424518
2025-06-07,61.00786756011038
2025-06-08,59.38099109184076
2025-06-09,47.9928558139535
2025-06-10,47.9928558139535
2025-06-11,47.9928558139535
2025-06-12,48.8062940480883
2025-06-13,58.56755285770596
2025-06-14,60.19442932597557
2025-06-15,67.51537343318881
2025-06-16,49.619732282223104
2025-06-17,48.8062940480883
2025-06-18,57.754114623571155
2025-06-19,49.619732282223104
2025-06-20,53.686923452897126
2025-06-21,67.51537343318881
2025-06-22,56.12723815530154
2025-06-23,43.11222640914466
2025-06-24,45.552541111549075
2025-06-25,46.36597934568388
2025-06-26,46.36597934568388
2025-06-27,55.31379992116674
2025-06-28,58.56755285770596
2025-06-29,60.19442932597557
2025-06-30,44.739102877414275
2025-07-01,47.17941757981869
2025-07-02,52.06004698462752
2025-07-03,55.31379992116674
2025-07-04,61.00786756011038
2025-07-05,65.0750587307844
2025-07-06,60.19442932597557
2025-07-07,47.17941757981869
2025-07-08,48.8062940480883
2025-07-09,50.43317051635791
2025-07-10,48.8062940480883
2025-07-11,55.31379992116674
2025-07-12,65.8884969649192
2025-07-13,62.634744028379984
2025-07-14,50.43317051635791
2025-07-15,54.50036168703193
2025-07-16,60.19442932597557
2025-07-17,58.56755285770596
2025-07-18,56.12723815530154
2025-07-19,70.76912636972803
2025-07-20,72.39600283799764
2025-07-21,55.31379992116674
2025-07-22,49.619732282223104
2025-07-23,52.06004698462752
2025-07-24,52.873485218762326
2025-07-25,52.06004698462752
2025-07-26,67.51537343318881
2025-07-27,60.19442932597557
2025-07-28,48.8062940480883
2025-07-29,52.873485218762326
2025-07-30,52.06004698462752
2025-07-31,52.873485218762326
2025-08-01,63.44818226251479
2025-08-02,65.0750587307844
2025-08-03,61.00786756011038
2025-08-04,49.619732282223104
2025-08-05,48.8062940480883
2025-08-06,47.9928558139535
2025-08-07,52.06004698462752
2025-08-08,54.50036168703193
2025-08-09,69.14224990145843
2025-08-10,58.56755285770596
2025-08-11,50.43317051635791
2025-08-12,48.8062940480883
2025-08-13,49.619732282223104
2025-08-14,49.619732282223104
2025-08-15,50.43317051635791
2025-08-16,61.00786756011038
2025-08-17,65.8884969649192
2025-08-18,47.17941757981869
2025-08-19,47.17941757981869
2025-08-20,49.619732282223104
2025-08-21,47.17941757981869
2025-08-22,60.19442932597557
2025-08-23,58.56755285770596
2025-08-24,64.2616204966496
2025-08-25,50.43317051635791
2025-08-26,50.43317051635791
2025-08-27,51.24660875049271
2025-08-28,49.619732282223104
2025-08-29,52.06004698462752
2025-08-30,60.19442932597557
2025-08-31,61.82130579424518
2025-09-01,56.94067638943635
2025-09-02,46.36597934568388
2025-09-03,50.43317051635791
2025-09-04,52.873485218762326
2025-09-05,57.754114623571155
2025-09-06,56.12723815530154
2025-09-07,67.51537343318881
2025-09-08,56.12723815530154
2025-09-09,50.43317051635791
2025-09-10,48.8062940480883
2025-09-11,52.06004698462752
2025-09-12,61.00786756011038
2025-09-13,54.50036168703193
2025-09-14,56.94067638943635
2025-09-15,51.24660875049271
2025-09-16,47.9928558139535
2025-09-17,51.24660875049271
2025-09-18,52.873485218762326
2025-09-19,63.44818226251479
2025-09-20,60.19442932597557
2025-09-21,64.2616204966496
2025-09-22,51.24660875049271
2025-09-23,56.12723815530154
2025-09-24,56.12723815530154
2025-09-25,55.31379992116674
2025-09-26,62.634744028379984
2025-09-27,60.19442932597557
2025-09-28,54.50036168703193
2025-09-29,56.12723815530154
2025-09-30,51.24660875049271
2025-10-01,57.754114623571155
2025-10-02,51.24660875049271
2025-10-03,65.8884969649192
2025-10-04,68.32881166732362
2025-10-05,61.82130579424518
2025-10-06,56.12723815530154
2025-10-07,57.754114623571155
2025-10-08,59.38099109184076
2025-10-09,61.00786756011038
2025-10-10,61.00786756011038
2025-10-11,60.19442932597557
2025-10-12,59.38099109184076
2025-10-13,59.38099109184076
2025-10-14,57.754114623571155
2025-10-15,60.19442932597557
2025-10-16,61.00786756011038
2025-10-17,65.8884969649192
2025-10-18,65.0750587307844
2025-10-19,67.51537343318881
2025-10-20,59.38099109184076
2025-10-21,57.754114623571155
2025-10-22,62.634744028379984
2025-10-23,60.19442932597557
2025-10-24,66.701935199054
2025-10-25,62.634744028379984
2025-10-26,69.95568813559323
2025-10-27,69.14224990145843
2025-10-28,68.32881166732362
2025-10-29,69.14224990145843
2025-10-30,67.51537343318881
2025-10-31,74.02287930626726
2025-11-01,79.71694694521089
2025-11-02,75.64975577453686
2025-11-03,65.0750587307844
2025-11-04,62.634744028379984
2025-11-05,61.00786756011038
2025-11-06,65.0750587307844
2025-11-07,64.2616204966496
2025-11-08,66.701935199054
2025-11-09,65.8884969649192
2025-11-10,58.56755285770596
2025-11-11,62.634744028379984
2025-11-12,74.02287930626726
2025-11-13,64.2616204966496
2025-11-14,61.82130579424518
2025-11-15,66.701935199054
2025-11-16,67.51537343318881
2025-11-17,61.82130579424518
2025-11-18,57.754114623571155
2025-11-19,52.873485218762326
2025-11-20,56.12723815530154
2025-11-21,58.56755285770596
2025-11-22,67.51537343318881
2025-11-23,58.56755285770596
2025-11-24,52.873485218762326
2025-11-25,56.12723815530154
2025-11-26,58.56755285770596
2025-11-27,60.19442932597557
2025-11-28,62.634744028379984
2025-11-29,61.00786756011038
2025-11-30,73.20944107213245
2025-12-01,58.56755285770596
2025-12-02,55.31379992116674
2025-12-03,57.754114623571155
2025-12-04,60.19442932597557
2025-12-05,61.00786756011038
2025-12-06,72.39600283799764
2025-12-07,67.51537343318881
2025-12-08,61.82130579424518
2025-12-09,60.19442932597557
2025-12-10,59.38099109184076
2025-12-11,62.81961635431971
2025-12-12,66.5725245708962
2025-12-13,75.89008979825851
2025-12-14,73.76405804995164
2025-12-15,62.81961635431971
2025-12-16,57.754114623571155
2025-12-17,63.63305458845452
2025-12-18,62.81961635431971
2025-12-19,63.22633547138712
2025-12-20,73.35733893288423
2025-12-21,71.63802630164476
2025-12-22,63.22633547138712
2025-12-23,63.22633547138712
2025-12-24,81.36231064607446
2025-12-25,74.17077716701904
2025-12-26,60.28686548894544
2025-12-27,65.75908633676138
2025-12-28,58.16083374063856
2025-12-29,54.814644641129476
2025-12-30,57.754114623571155
2025-12-31,76.70352803239331
2026-01-01,78.4228406636328
2026-01-02,56.03480199233168
2026-01-03,65.352367219694
2026-01-04,68.29183720213567
2026-01-05,51.87517465868779
2026-01-06,52.281893775755194
2026-01-07,63.63305458845452
2026-01-08,57.754114623571155
2026-01-09,60.3793016519153
2026-01-10,65.62967570860359
2026-01-11,65.62967570860359
2026-01-12,57.754114623571155
2026-01-13,57.754114623571155
2026-01-14,60.3793016519153
2026-01-15,262.51870283441434
2026-01-16,105.00748113376574
2026-01-17,65.62967570860359
2026-01-18,68.25486273694773
2026-01-19,63.00448868025944
2026-01-20,49.878553538538725
2026-01-21,60.3793016519153
2026-01-22,55.12892759522701
2026-01-23,57.754114623571155
2026-01-24,68.25486273694773
2026-01-25,68.25486273694773
2026-01-26,57.754114623571155
2026-01-27,55.12892759522701
2026-01-28,60.3793016519153
2026-01-29,57.754114623571155
2026-01-30,65.62967570860359
2026-01-31,68.25486273694773
2026-02-01,73.50523679363602
2026-02-02,55.12892759522701
2026-02-03,63.00448868025944
2026-02-04,60.3793016519153
2026-02-05,68.25486273694773
2026-02-06,70.88004976529187
2026-02-07,73.50523679363602
2026-02-08,81.38079787866845
2026-02-09,55.12892759522701
2026-02-10,57.754114623571155
2026-02-11,60.3793016519153
2026-02-12,63.00448868025944
2026-02-13,68.25486273694773
2026-02-14,91.88154599204502
2026-02-15,81.38079787866845
2026-02-16,73.50523679363602
2026-02-17,63.00448868025944
2026-02-18,63.00448868025944
2026-02-19,57.754114623571155
2026-02-20,65.62967570860359
2026-02-21,78.7556108503243
2026-02-22,76.13042382198016
2026-02-23,65.62967570860359
2026-02-24,65.62967570860359
2026-02-25,63.00448868025944
2026-02-26,68.25486273694773
2026-02-27,70.88004976529187
2026-02-28,73.50523679363602
2026-03-01,73.50523679363602
2026-03-02,60.3793016519153
2026-03-03,60.3793016519153
2026-03-04,65.62967570860359
2026-03-05,60.3793016519153
2026-03-06,63.00448868025944
2026-03-07,73.50523679363602
2026-03-08,70.88004976529187
2026-03-09,57.754114623571155
2026-03-10,63.00448868025944
2026-03-11,60.3793016519153
2026-03-12,63.00448868025944
2026-03-13,65.62967570860359
2026-03-14,73.50523679363602
2026-03-15,78.7556108503243
2026-03-16,73.50523679363602
2026-03-17,91.88154599204502
2026-03-18,68.25486273694773
2026-03-19,70.88004976529187
2026-03-20,73.50523679363602
2026-03-21,73.50523679363602
2026-03-22,70.88004976529187
2026-03-23,63.00448868025944
2026-03-24,63.00448868025944
2026-03-25,70.88004976529187
2026-03-26,84.00598490701259
2026-03-27,73.50523679363602
2026-03-28,76.13042382198016
2026-03-29,70.88004976529187
2026-03-30,60.3793016519153
2026-03-31,60.3793016519153
2026-04-01,63.00448868025944
2026-04-02,63.00448868025944
2026-04-03,65.62967570860359
2026-04-04,78.7556108503243
2026-04-05,76.13042382198016
2026-04-06,60.3793016519153
2026-04-07,60.3793016519153
2026-04-08,63.00448868025944
2026-04-09,68.25486273694773
2026-04-10,73.50523679363602
2026-04-11,173.26234387071347
2026-04-12,105.00748113376574
2026-04-13,63.00448868025944
2026-04-14,57.754114623571155
2026-04-15,63.00448868025944
2026-04-16,68.25486273694773
2026-04-17,68.25486273694773
2026-04-18,76.13042382198016
2026-04-19,76.13042382198016
2026-04-20,60.3793016519153
2026-04-21,57.754114623571155
2026-04-22,63.00448868025944
2026-04-23,63.00448868025944
2026-04-24,65.62967570860359
2026-04-25,70.88004976529187
2026-04-26,73.50523679363602
2026-04-27,55.12892759522701
2026-04-28,57.754114623571155
2026-04-29,60.3793016519153
2026-04-30,63.00448868025944
2026-05-01,65.62967570860359
2026-05-02,70.88004976529187
2026-05-03,73.50523679363602
2026-05-04,65.62967570860359
2026-05-05,86.63117193535673
2026-05-06,78.7556108503243
2026-05-07,65.62967570860359
2026-05-08,70.88004976529187
2026-05-09,70.88004976529187
2026-05-10,76.13042382198016
2026-05-11,63.00448868025944
2026-05-12,63.00448868025944
2026-05-13,60.3793016519153
2026-05-14,65.62967570860359
2026-05-15,70.88004976529187
2026-05-16,76.13042382198016
2026-05-17,73.50523679363602
2026-05-18,60.3793016519153
2026-05-19,57.754114623571155
2026-05-20,57.754114623571155
2026-05-21,57.754114623571155
2026-05-22,68.25486273694773
2026-05-23,70.88004976529187
2026-05-24,70.88004976529187
2026-05-25,63.00448868025944
2026-05-26,52.50374056688287
2026-05-27,49.878553538538725
2026-05-28,52.50374056688287
2026-05-29,63.00448868025944
2026-05-30,70.88004976529187
2026-05-31,70.88004976529187
