Time,inflation
2023-07-24,19.314285714285717
2023-07-25,18.571428571428573
2023-07-26,22.65714285714286
2023-07-27,20.057142857142857
2023-07-28,20.42857142857143
2023-07-29,16.714285714285715
2023-07-30,15.600000000000001
2023-07-31,17.45714285714286
2023-08-01,18.2
2023-08-02,17.45714285714286
2023-08-03,17.085714285714285
2023-08-04,16.34285714285714
2023-08-05,14.485714285714286
2023-08-06,14.857142857142858
2023-08-07,18.2
2023-08-08,19.314285714285717
2023-08-09,21.914285714285715
2023-08-10,29.342857142857145
2023-08-11,23.400000000000002
2023-08-12,20.8
2023-08-13,17.45714285714286
2023-08-14,19.685714285714287
2023-08-15,19.685714285714287
2023-08-16,22.65714285714286
2023-08-17,21.914285714285715
2023-08-18,18.2
2023-08-19,15.600000000000001
2023-08-20,15.22857142857143
2023-08-21,18.2
2023-08-22,18.942857142857143
2023-08-23,19.685714285714287
2023-08-24,19.685714285714287
2023-08-25,20.42857142857143
2023-08-26,16.34285714285714
2023-08-27,16.34285714285714
2023-08-28,18.942857142857143
2023-08-29,21.17142857142857
2023-08-30,20.42857142857143
2023-08-31,24.885714285714286
2023-09-01,21.914285714285715
2023-09-02,14.857142857142858
2023-09-03,15.971428571428572
2023-09-04,17.085714285714285
2023-09-05,19.314285714285717
2023-09-06,21.542857142857144
2023-09-07,20.8
2023-09-08,19.314285714285717
2023-09-09,15.22857142857143
2023-09-10,15.600000000000001
2023-09-11,21.914285714285715
2023-09-12,22.285714285714285
2023-09-13,31.200000000000003
2023-09-14,27.857142857142858
2023-09-15,21.914285714285715
2023-09-16,16.714285714285715
2023-09-17,15.971428571428572
2023-09-18,29.342857142857145
2023-09-19,23.771428571428572
2023-09-20,26.742857142857144
2023-09-21,27.857142857142858
2023-09-22,27.857142857142858
2023-09-23,24.885714285714286
2023-09-24,16.714285714285715
2023-09-25,23.400000000000002
2023-09-26,23.771428571428572
2023-09-27,23.400000000000002
2023-09-28,26.371428571428574
2023-09-29,22.65714285714286
2023-09-30,16.714285714285715
2023-10-01,16.34285714285714
2023-10-02,24.142857142857142
2023-10-03,23.771428571428572
2023-10-04,23.02857142857143
2023-10-05,23.400000000000002
2023-10-06,23.400000000000002
2023-10-07,16.714285714285715
2023-10-08,16.34285714285714
2023-10-09,21.542857142857144
2023-10-10,22.65714285714286
2023-10-11,23.02857142857143
2023-10-12,27.857142857142858
2023-10-13,23.400000000000002
2023-10-14,16.34285714285714
2023-10-15,17.085714285714285
2023-10-16,23.02857142857143
2023-10-17,23.02857142857143
2023-10-18,23.02857142857143
2023-10-19,23.771428571428572
2023-10-20,21.914285714285715
2023-10-21,15.600000000000001
2023-10-22,16.714285714285715
2023-10-23,23.02857142857143
2023-10-24,23.400000000000002
2023-10-25,23.02857142857143
2023-10-26,23.771428571428572
2023-10-27,22.65714285714286
2023-10-28,14.857142857142858
2023-10-29,14.485714285714286
2023-10-30,23.400000000000002
2023-10-31,23.771428571428572
2023-11-01,25.62857142857143
2023-11-02,24.885714285714286
2023-11-03,20.8
2023-11-04,17.085714285714285
2023-11-05,15.971428571428572
2023-11-06,23.771428571428572
2023-11-07,23.400000000000002
2023-11-08,23.771428571428572
2023-11-09,23.771428571428572
2023-11-10,21.542857142857144
2023-11-11,16.714285714285715
2023-11-12,17.085714285714285
2023-11-13,26.371428571428574
2023-11-14,35.285714285714285
2023-11-15,31.571428571428573
2023-11-16,24.885714285714286
2023-11-17,21.17142857142857
2023-11-18,16.714285714285715
2023-11-19,15.971428571428572
2023-11-20,22.285714285714285
2023-11-21,21.17142857142857
2023-11-22,18.2
2023-11-23,15.600000000000001
2023-11-24,14.857142857142858
2023-11-25,15.600000000000001
2023-11-26,15.971428571428572
2023-11-27,23.400000000000002
2023-11-28,26.371428571428574
2023-11-29,25.25714285714286
2023-11-30,26.0
2023-12-01,28.228571428571428
2023-12-02,19.314285714285717
2023-12-03,17.82857142857143
2023-12-04,26.0
2023-12-05,25.62857142857143
2023-12-06,28.228571428571428
2023-12-07,24.514285714285716
2023-12-08,27.857142857142858
2023-12-09,19.314285714285717
2023-12-10,18.571428571428573
2023-12-11,27.114285714285714
2023-12-12,33.05714285714286
2023-12-13,31.571428571428573
2023-12-14,28.6
2023-12-15,23.02857142857143
2023-12-16,18.2
2023-12-17,15.971428571428572
2023-12-18,19.685714285714287
2023-12-19,20.42857142857143
2023-12-20,21.542857142857144
2023-12-21,19.685714285714287
2023-12-22,19.371428571428574
2023-12-23,16.642857142857142
2023-12-24,14.857142857142858
2023-12-25,18.9
2023-12-26,17.3
2023-12-27,16.457142857142856
2023-12-28,16.457142857142856
2023-12-29,15.8
2023-12-30,14.67142857142857
2023-12-31,14.2
2024-01-01,12.600000000000001
2024-01-02,16.642857142857142
2024-01-03,19.557142857142857
2024-01-04,18.24285714285714
2024-01-05,18.42857142857143
2024-01-06,14.385714285714286
2024-01-07,15.32857142857143
2024-01-08,19.371428571428574
2024-01-09,19.371428571428574
2024-01-10,24.07142857142857
2024-01-11,30.185714285714283
2024-01-12,22.47142857142857
2024-01-13,15.514285714285714
2024-01-14,14.385714285714286
2024-01-15,15.985714285714286
2024-01-16,18.42857142857143
2024-01-17,21.15714285714286
2024-01-18,22.285714285714285
2024-01-19,20.5
2024-01-20,16.0
2024-01-21,16.57142857142857
2024-01-22,21.71428571428571
2024-01-23,24.0
2024-01-24,23.428571428571427
2024-01-25,24.0
2024-01-26,23.428571428571427
2024-01-27,17.142857142857142
2024-01-28,17.71428571428571
2024-01-29,22.285714285714285
2024-01-30,22.857142857142854
2024-01-31,23.428571428571427
2024-02-01,24.0
2024-02-02,22.285714285714285
2024-02-03,16.57142857142857
2024-02-04,17.71428571428571
2024-02-05,23.428571428571427
2024-02-06,23.428571428571427
2024-02-07,22.857142857142854
2024-02-08,23.428571428571427
2024-02-09,21.142857142857142
2024-02-10,17.142857142857142
2024-02-11,16.0
2024-02-12,21.71428571428571
2024-02-13,38.857142857142854
2024-02-14,29.71428571428571
2024-02-15,26.285714285714285
2024-02-16,25.142857142857142
2024-02-17,18.857142857142858
2024-02-18,17.71428571428571
2024-02-19,22.857142857142854
2024-02-20,24.57142857142857
2024-02-21,25.71428571428571
2024-02-22,25.71428571428571
2024-02-23,22.857142857142854
2024-02-24,18.285714285714285
2024-02-25,19.428571428571427
2024-02-26,27.428571428571427
2024-02-27,25.71428571428571
2024-02-28,29.71428571428571
2024-02-29,29.71428571428571
2024-03-01,24.57142857142857
2024-03-02,16.57142857142857
2024-03-03,17.142857142857142
2024-03-04,24.57142857142857
2024-03-05,26.285714285714285
2024-03-06,26.285714285714285
2024-03-07,27.428571428571427
2024-03-08,33.14285714285714
2024-03-09,17.71428571428571
2024-03-10,17.71428571428571
2024-03-11,26.285714285714285
2024-03-12,32.57142857142857
2024-03-13,27.428571428571427
2024-03-14,27.428571428571427
2024-03-15,22.285714285714285
2024-03-16,16.57142857142857
2024-03-17,16.57142857142857
2024-03-18,24.0
2024-03-19,24.57142857142857
2024-03-20,27.428571428571427
2024-03-21,22.857142857142854
2024-03-22,21.142857142857142
2024-03-23,16.0
2024-03-24,17.71428571428571
2024-03-25,22.285714285714285
2024-03-26,22.285714285714285
2024-03-27,24.0
2024-03-28,23.428571428571427
2024-03-29,22.857142857142854
2024-03-30,15.428571428571427
2024-03-31,17.71428571428571
2024-04-01,22.857142857142854
2024-04-02,23.428571428571427
2024-04-03,24.57142857142857
2024-04-04,23.428571428571427
2024-04-05,23.428571428571427
2024-04-06,16.57142857142857
2024-04-07,17.142857142857142
2024-04-08,21.71428571428571
2024-04-09,29.71428571428571
2024-04-10,49.71428571428571
2024-04-11,40.0
2024-04-12,30.857142857142854
2024-04-13,18.857142857142858
2024-04-14,20.0
2024-04-15,26.285714285714285
2024-04-16,26.285714285714285
2024-04-17,26.285714285714285
2024-04-18,26.285714285714285
2024-04-19,24.57142857142857
2024-04-20,17.71428571428571
2024-04-21,18.857142857142858
2024-04-22,26.285714285714285
2024-04-23,25.71428571428571
2024-04-24,25.142857142857142
2024-04-25,29.142857142857142
2024-04-26,26.857142857142854
2024-04-27,17.71428571428571
2024-04-28,18.285714285714285
2024-04-29,24.57142857142857
2024-04-30,27.428571428571427
2024-05-01,26.857142857142854
2024-05-02,24.57142857142857
2024-05-03,22.285714285714285
2024-05-04,16.57142857142857
2024-05-05,17.142857142857142
2024-05-06,23.428571428571427
2024-05-07,23.428571428571427
2024-05-08,22.857142857142854
2024-05-09,26.857142857142854
2024-05-10,26.285714285714285
2024-05-11,17.71428571428571
2024-05-12,16.57142857142857
2024-05-13,24.0
2024-05-14,32.0
2024-05-15,35.42857142857142
2024-05-16,28.0
2024-05-17,23.428571428571427
2024-05-18,17.142857142857142
2024-05-19,18.857142857142858
2024-05-20,24.0
2024-05-21,24.0
2024-05-22,23.428571428571427
2024-05-23,21.71428571428571
2024-05-24,18.857142857142858
2024-05-25,17.71428571428571
2024-05-26,16.57142857142857
2024-05-27,18.285714285714285
2024-05-28,21.71428571428571
2024-05-29,24.0
2024-05-30,23.428571428571427
2024-05-31,26.285714285714285
2024-06-01,16.57142857142857
2024-06-02,17.142857142857142
2024-06-03,19.428571428571427
2024-06-04,20.0
2024-06-05,20.0
2024-06-06,20.0
2024-06-07,18.285714285714285
2024-06-08,16.57142857142857
2024-06-09,17.142857142857142
2024-06-10,22.285714285714285
2024-06-11,21.71428571428571
2024-06-12,30.857142857142854
2024-06-13,22.857142857142854
2024-06-14,18.285714285714285
2024-06-15,16.57142857142857
2024-06-16,17.142857142857142
2024-06-17,18.857142857142858
2024-06-18,17.71428571428571
2024-06-19,17.142857142857142
2024-06-20,17.71428571428571
2024-06-21,17.142857142857142
2024-06-22,15.428571428571427
2024-06-23,16.0
2024-06-24,17.71428571428571
2024-06-25,20.0
2024-06-26,20.0
2024-06-27,21.71428571428571
2024-06-28,33.14285714285714
2024-06-29,19.428571428571427
2024-06-30,16.57142857142857
2024-07-01,18.285714285714285
2024-07-02,20.0
2024-07-03,17.71428571428571
2024-07-04,16.57142857142857
2024-07-05,16.0
2024-07-06,16.0
2024-07-07,16.57142857142857
2024-07-08,20.57142857142857
2024-07-09,20.57142857142857
2024-07-10,24.0
2024-07-11,33.14285714285714
2024-07-12,23.428571428571427
2024-07-13,16.57142857142857
2024-07-14,15.428571428571427
2024-07-15,18.285714285714285
2024-07-16,20.57142857142857
2024-07-17,20.0
2024-07-18,19.428571428571427
2024-07-19,21.142857142857142
2024-07-20,16.57142857142857
2024-07-21,19.428571428571427
2024-07-22,20.0
2024-07-23,20.0
2024-07-24,19.428571428571427
2024-07-25,22.285714285714285
2024-07-26,22.285714285714285
2024-07-27,16.0
2024-07-28,16.57142857142857
2024-07-29,18.857142857142858
2024-07-30,20.57142857142857
2024-07-31,20.57142857142857
2024-08-01,19.428571428571427
2024-08-02,18.857142857142858
2024-08-03,16.57142857142857
2024-08-04,16.57142857142857
2024-08-05,20.57142857142857
2024-08-06,20.0
2024-08-07,17.71428571428571
2024-08-08,21.142857142857142
2024-08-09,18.285714285714285
2024-08-10,15.428571428571427
2024-08-11,17.142857142857142
2024-08-12,23.428571428571427
2024-08-13,26.857142857142854
2024-08-14,34.285714285714285
2024-08-15,29.71428571428571
2024-08-16,28.0
2024-08-17,22.857142857142854
2024-08-18,20.0
2024-08-19,22.857142857142854
2024-08-20,23.428571428571427
2024-08-21,21.71428571428571
2024-08-22,21.71428571428571
2024-08-23,22.857142857142854
2024-08-24,18.857142857142858
2024-08-25,18.857142857142858
2024-08-26,22.285714285714285
2024-08-27,21.142857142857142
2024-08-28,20.0
2024-08-29,21.71428571428571
2024-08-30,26.285714285714285
2024-08-31,17.71428571428571
2024-09-01,17.71428571428571
2024-09-02,18.285714285714285
2024-09-03,20.0
2024-09-04,21.71428571428571
2024-09-05,21.142857142857142
2024-09-06,19.428571428571427
2024-09-07,16.0
2024-09-08,16.0
2024-09-09,21.142857142857142
2024-09-10,22.857142857142854
2024-09-11,57.14285714285714
2024-09-12,33.14285714285714
2024-09-13,27.428571428571427
2024-09-14,21.71428571428571
2024-09-15,21.142857142857142
2024-09-16,24.57142857142857
2024-09-17,25.142857142857142
2024-09-18,28.57142857142857
2024-09-19,25.71428571428571
2024-09-20,23.428571428571427
2024-09-21,18.857142857142858
2024-09-22,17.71428571428571
2024-09-23,22.857142857142854
2024-09-24,23.428571428571427
2024-09-25,23.428571428571427
2024-09-26,23.428571428571427
2024-09-27,22.857142857142854
2024-09-28,16.57142857142857
2024-09-29,16.0
2024-09-30,21.71428571428571
2024-10-01,22.285714285714285
2024-10-02,24.57142857142857
2024-10-03,23.428571428571427
2024-10-04,21.71428571428571
2024-10-05,16.57142857142857
2024-10-06,16.0
2024-10-07,20.57142857142857
2024-10-08,21.71428571428571
2024-10-09,21.71428571428571
2024-10-10,28.57142857142857
2024-10-11,23.428571428571427
2024-10-12,17.71428571428571
2024-10-13,16.57142857142857
2024-10-14,21.142857142857142
2024-10-15,24.57142857142857
2024-10-16,22.857142857142854
2024-10-17,24.0
2024-10-18,21.142857142857142
2024-10-19,17.71428571428571
2024-10-20,17.71428571428571
2024-10-21,23.428571428571427
2024-10-22,24.57142857142857
2024-10-23,26.857142857142854
2024-10-24,25.142857142857142
2024-10-25,22.285714285714285
2024-10-26,17.142857142857142
2024-10-27,18.857142857142858
2024-10-28,25.142857142857142
2024-10-29,26.285714285714285
2024-10-30,26.857142857142854
2024-10-31,27.428571428571427
2024-11-01,24.57142857142857
2024-11-02,19.428571428571427
2024-11-03,19.428571428571427
2024-11-04,27.428571428571427
2024-11-05,30.285714285714285
2024-11-06,38.285714285714285
2024-11-07,38.285714285714285
2024-11-08,33.714285714285715
2024-11-09,27.428571428571427
2024-11-10,24.57142857142857
2024-11-11,26.285714285714285
2024-11-12,29.71428571428571
2024-11-13,33.714285714285715
2024-11-14,28.0
2024-11-15,23.428571428571427
2024-11-16,15.428571428571427
2024-11-17,17.71428571428571
2024-11-18,23.428571428571427
2024-11-19,24.57142857142857
2024-11-20,24.57142857142857
2024-11-21,23.428571428571427
