Time,depression
2024-12-01,42.95587190809994
2024-12-02,53.69483988512492
2024-12-03,53.69483988512492
2024-12-04,53.69483988512492
2024-12-05,52.16070160269278
2024-12-06,54.46190902634099
2024-12-07,39.88759534323565
2024-12-08,42.18880276688387
2024-12-09,57.530185591205274
2024-12-10,56.7631164499892
2024-12-11,54.46190902634099
2024-12-12,54.46190902634099
2024-12-13,49.0924250378285
2024-12-14,39.12052620201958
2024-12-15,39.88759534323565
2024-12-16,50.62656332026064
2024-12-17,48.32535589661243
2024-12-18,50.62656332026064
2024-12-19,45.257079331748145
2024-12-20,42.95587190809994
2024-12-21,32.21690393107495
2024-12-22,33.75104221350709
2024-12-23,35.28518049593923
2024-12-24,30.68276564864281
2024-12-25,30.68276564864281
2024-12-26,34.51811135472316
2024-12-27,36.819318778371375
2024-12-28,32.98397307229102
2024-12-29,36.052249637155306
2024-12-30,42.18880276688387
2024-12-31,37.586387919587445
2025-01-01,32.21690393107495
2025-01-02,39.12052620201958
2025-01-03,39.88759534323565
2025-01-04,36.819318778371375
2025-01-05,37.586387919587445
2025-01-06,45.257079331748145
2025-01-07,50.62656332026064
2025-01-08,45.257079331748145
2025-01-09,50.62656332026064
2025-01-10,42.18880276688387
2025-01-11,36.819318778371375
2025-01-12,37.586387919587445
2025-01-13,48.32535589661243
2025-01-14,50.62656332026064
2025-01-15,50.62656332026064
2025-01-16,47.55828675539636
2025-01-17,51.393632461476706
2025-01-18,40.65466448445172
2025-01-19,36.052249637155306
2025-01-20,40.65466448445172
2025-01-21,46.79121761418029
2025-01-22,49.0924250378285
2025-01-23,54.46190902634099
2025-01-24,48.32535589661243
2025-01-25,39.88759534323565
2025-01-26,41.4217336256678
2025-01-27,54.46190902634099
2025-01-28,55.99604730877313
2025-01-29,54.46190902634099
2025-01-30,56.7631164499892
2025-01-31,52.92777074390885
2025-02-01,39.88759534323565
2025-02-02,43.722941049316006
2025-02-03,59.83139301485348
2025-02-04,59.06432387363741
2025-02-05,56.7631164499892
2025-02-06,54.46190902634099
2025-02-07,49.85949417904457
2025-02-08,39.88759534323565
2025-02-09,40.65466448445172
2025-02-10,52.92777074390885
2025-02-11,58.297254732421344
2025-02-12,56.7631164499892
2025-02-13,54.46190902634099
2025-02-14,52.16070160269278
2025-02-15,39.88759534323565
2025-02-16,42.95587190809994
2025-02-17,49.85949417904457
2025-02-18,57.530185591205274
2025-02-19,56.7631164499892
2025-02-20,54.46190902634099
2025-02-21,55.22897816755706
2025-02-22,44.490010190532075
2025-02-23,46.024148472964214
2025-02-24,64.4338078621499
2025-02-25,62.89966957971777
2025-02-26,61.36553129728562
2025-02-27,61.36553129728562
2025-02-28,58.297254732421344
2025-03-01,39.88759534323565
2025-03-02,42.95587190809994
2025-03-03,60.59846215606955
2025-03-04,67.50208442701418
2025-03-05,60.59846215606955
2025-03-06,65.96794614458204
2025-03-07,58.297254732421344
2025-03-08,41.4217336256678
2025-03-09,43.722941049316006
2025-03-10,62.89966957971777
2025-03-11,65.20087700336597
2025-03-12,59.83139301485348
2025-03-13,57.530185591205274
2025-03-14,49.85949417904457
2025-03-15,41.4217336256678
2025-03-16,43.722941049316006
2025-03-17,56.7631164499892
2025-03-18,55.22897816755706
2025-03-19,55.99604730877313
2025-03-20,49.85949417904457
2025-03-21,49.85949417904457
2025-03-22,40.65466448445172
2025-03-23,42.18880276688387
2025-03-24,52.16070160269278
2025-03-25,52.16070160269278
2025-03-26,55.99604730877313
2025-03-27,55.22897816755706
2025-03-28,51.393632461476706
2025-03-29,38.353457060803514
2025-03-30,46.024148472964214
2025-03-31,52.16070160269278
2025-04-01,56.7631164499892
2025-04-02,54.46190902634099
2025-04-03,76.70691412160703
2025-04-04,75.93984498039096
2025-04-05,51.393632461476706
2025-04-06,52.92777074390885
2025-04-07,75.17277583917489
2025-04-08,65.96794614458204
2025-04-09,65.20087700336597
2025-04-10,63.666738720933836
2025-04-11,55.22897816755706
2025-04-12,40.65466448445172
2025-04-13,41.4217336256678
2025-04-14,55.99604730877313
2025-04-15,54.58075072427587
2025-04-16,50.356468552226815
2025-04-17,53.5381849196653
2025-04-18,46.79121761418029
2025-04-19,39.0016845040847
2025-04-20,41.470350683913885
2025-04-21,53.867700536666575
2025-04-22,58.146001662322405
2025-04-23,53.867700536666575
2025-04-24,52.825134732056
2025-04-25,45.36511723896167
2025-04-26,36.14948375364749
2025-04-27,42.18340087152319
2025-04-28,57.76246709171437
2025-04-29,56.00685109949448
2025-04-30,55.29380091188518
2025-05-01,50.68598416922808
2025-05-02,46.078167426570985
2025-05-03,39.0016845040847
2025-05-04,43.6095012467418
2025-05-05,53.867700536666575
2025-05-06,53.5381849196653
2025-05-07,53.5381849196653
2025-05-08,51.39903435683738
2025-05-09,48.21731798939889
2025-05-10,36.862533941256785
2025-05-11,39.0016845040847
2025-05-12,56.71990128710379
2025-05-13,46.79121761418029
2025-05-14,49.427342550190446
2025-05-15,45.47315514617521
2025-05-16,43.496061444167594
2025-05-17,36.9057491041422
2025-05-18,36.24671787013966
2025-05-19,46.79121761418029
2025-05-20,46.79121761418029
2025-05-21,44.81412391217267
2025-05-22,45.47315514617521
2025-05-23,38.22381157214728
2025-05-24,34.26962416813204
2025-05-25,34.92865540213458
2025-05-26,36.9057491041422
2025-05-27,46.79121761418029
2025-05-28,46.13218638017775
2025-05-29,44.81412391217267
2025-05-30,46.13218638017775
2025-05-31,36.9057491041422
2025-06-01,38.22381157214728
2025-06-02,42.837030210165054
2025-06-03,42.837030210165054
2025-06-04,43.496061444167594
2025-06-05,44.81412391217267
2025-06-06,40.2009052741549
2025-06-07,38.22381157214728
2025-06-08,42.837030210165054
2025-06-09,48.109280082185364
2025-06-10,41.51896774215997
2025-06-11,44.81412391217267
2025-06-12,44.15509267817013
2025-06-13,38.88284280614982
2025-06-14,36.24671787013966
2025-06-15,37.564780338144736
2025-06-16,44.81412391217267
2025-06-17,42.17799897616251
2025-06-18,41.51896774215997
2025-06-19,40.2009052741549
2025-06-20,39.54187404015236
2025-06-21,38.88284280614982
2025-06-22,38.88284280614982
2025-06-23,41.51896774215997
2025-06-24,43.496061444167594
2025-06-25,42.17799897616251
2025-06-26,43.496061444167594
2025-06-27,39.54187404015236
2025-06-28,37.564780338144736
2025-06-29,40.2009052741549
2025-06-30,43.496061444167594
2025-07-01,42.837030210165054
2025-07-02,42.837030210165054
2025-07-03,43.496061444167594
2025-07-04,40.2009052741549
2025-07-05,42.17799897616251
2025-07-06,52.72249872020314
2025-07-07,48.768311316187905
2025-07-08,47.450248848182824
2025-07-09,44.81412391217267
2025-07-10,43.496061444167594
2025-07-11,42.837030210165054
2025-07-12,46.13218638017775
2025-07-13,44.81412391217267
2025-07-14,46.13218638017775
2025-07-15,48.768311316187905
2025-07-16,48.109280082185364
2025-07-17,49.427342550190446
2025-07-18,40.85993650815743
2025-07-19,50.74540501819553
2025-07-20,56.67668612421838
2025-07-21,46.79121761418029
2025-07-22,46.13218638017775
2025-07-23,47.450248848182824
2025-07-24,46.79121761418029
2025-07-25,48.109280082185364
2025-07-26,48.109280082185364
2025-07-27,49.427342550190446
2025-07-28,48.768311316187905
2025-07-29,51.40443625219806
2025-07-30,58.65377982622599
2025-07-31,56.01765489021584
2025-08-01,47.450248848182824
2025-08-02,36.9057491041422
2025-08-03,37.564780338144736
2025-08-04,39.54187404015236
2025-08-05,40.2009052741549
2025-08-06,44.15509267817013
2025-08-07,48.768311316187905
2025-08-08,42.17799897616251
2025-08-09,41.51896774215997
2025-08-10,43.496061444167594
2025-08-11,43.496061444167594
2025-08-12,44.81412391217267
2025-08-13,43.496061444167594
2025-08-14,42.837030210165054
2025-08-15,38.88284280614982
2025-08-16,34.92865540213458
2025-08-17,33.6105929341295
2025-08-18,40.2009052741549
2025-08-19,42.837030210165054
2025-08-20,42.837030210165054
2025-08-21,42.17799897616251
2025-08-22,40.2009052741549
2025-08-23,35.58768663613712
2025-08-24,38.88284280614982
2025-08-25,40.85993650815743
2025-08-26,42.17799897616251
2025-08-27,44.15509267817013
2025-08-28,42.837030210165054
2025-08-29,38.88284280614982
2025-08-30,32.951561700126966
2025-08-31,36.24671787013966
2025-09-01,38.22381157214728
2025-09-02,44.15509267817013
2025-09-03,46.13218638017775
2025-09-04,46.79121761418029
2025-09-05,44.15509267817013
2025-09-06,35.58768663613712
2025-09-07,38.88284280614982
2025-09-08,46.79121761418029
2025-09-09,46.13218638017775
2025-09-10,44.81412391217267
2025-09-11,39.54187404015236
2025-09-12,40.85993650815743
2025-09-13,34.26962416813204
2025-09-14,36.24671787013966
2025-09-15,46.79121761418029
2025-09-16,46.13218638017775
2025-09-17,50.086373784192986
2025-09-18,48.768311316187905
2025-09-19,43.496061444167594
2025-09-20,38.88284280614982
2025-09-21,40.2009052741549
2025-09-22,48.109280082185364
2025-09-23,44.15509267817013
2025-09-24,48.768311316187905
2025-09-25,48.109280082185364
2025-09-26,46.79121761418029
2025-09-27,45.47315514617521
2025-09-28,44.81412391217267
2025-09-29,49.427342550190446
2025-09-30,52.72249872020314
2025-10-01,50.086373784192986
2025-10-02,47.450248848182824
2025-10-03,46.13218638017775
2025-10-04,34.26962416813204
2025-10-05,40.85993650815743
2025-10-06,45.47315514617521
2025-10-07,49.427342550190446
2025-10-08,53.38152995420568
2025-10-09,50.086373784192986
2025-10-10,44.15509267817013
2025-10-11,37.564780338144736
2025-10-12,39.54187404015236
2025-10-13,49.427342550190446
2025-10-14,51.40443625219806
2025-10-15,52.0634674862006
2025-10-16,47.450248848182824
2025-10-17,46.13218638017775
2025-10-18,37.564780338144736
2025-10-19,42.17799897616251
2025-10-20,51.40443625219806
2025-10-21,52.0634674862006
2025-10-22,49.427342550190446
2025-10-23,52.0634674862006
2025-10-24,50.086373784192986
2025-10-25,38.88284280614982
2025-10-26,40.2009052741549
2025-10-27,52.0634674862006
2025-10-28,56.01765489021584
2025-10-29,52.72249872020314
2025-10-30,58.65377982622599
2025-10-31,48.768311316187905
2025-11-01,44.15509267817013
2025-11-02,44.81412391217267
2025-11-03,59.31281106022853
2025-11-04,56.67668612421838
2025-11-05,56.67668612421838
2025-11-06,61.94893599623869
2025-11-07,54.04056118820822
2025-11-08,48.109280082185364
2025-11-09,45.47315514617521
2025-11-10,60.630873528233614
2025-11-11,52.72249872020314
2025-11-12,58.65377982622599
2025-11-13,62.60796723024123
2025-11-14,54.699592422210756
2025-11-15,46.79121761418029
2025-11-16,45.47315514617521
2025-11-17,58.65377982622599
2025-11-18,61.289904762236155
2025-11-19,57.33571735822092
2025-11-20,61.94893599623869
2025-11-21,54.699592422210756
2025-11-22,42.837030210165054
2025-11-23,45.47315514617521
2025-11-24,52.0634674862006
2025-11-25,57.99474859222346
2025-11-26,46.13218638017775
2025-11-27,38.88284280614982
2025-11-28,38.22381157214728
2025-11-29,41.51896774215997
2025-11-30,53.38152995420568
2025-12-01,54.04056118820822
2025-12-02,59.31281106022853
2025-12-03,65.24409216625139
2025-12-04,65.90312340025393
2025-12-05,56.01765489021584
2025-12-06,44.81412391217267
2025-12-07,52.0634674862006
2025-12-08,61.289904762236155
2025-12-09,58.65377982622599
2025-12-10,59.31281106022853
2025-12-11,56.34717050721711
2025-12-12,52.72249872020314
2025-12-13,41.84848335916124
2025-12-14,41.84848335916124
2025-12-15,52.39298310320187
2025-12-16,50.086373784192986
2025-12-17,51.40443625219806
2025-12-18,46.13218638017775
2025-12-19,46.13218638017775
2025-12-20,37.894295955146006
2025-12-21,38.22381157214728
2025-12-22,42.50751459316378
2025-12-23,41.1894521251587
2025-12-24,40.85993650815743
2025-12-25,35.58768663613712
2025-12-26,37.894295955146006
2025-12-27,43.166545827166324
2025-12-28,40.85993650815743
2025-12-29,42.17799897616251
2025-12-30,41.84848335916124
2025-12-31,42.17799897616251
2026-01-01,37.235264721143466
2026-01-02,40.85993650815743
2026-01-03,40.85993650815743
2026-01-04,39.54187404015236
2026-01-05,47.450248848182824
2026-01-06,53.05201433720441
2026-01-07,51.73395186919933
2026-01-08,52.39298310320187
2026-01-09,52.72249872020314
2026-01-10,42.17799897616251
2026-01-11,42.17799897616251
2026-01-12,54.04056118820822
2026-01-13,60.630873528233614
2026-01-14,57.99474859222346
2026-01-15,59.31281106022853
2026-01-16,51.40443625219806
2026-01-17,44.81412391217267
2026-01-18,42.17799897616251
2026-01-19,46.13218638017775
2026-01-20,52.72249872020314
2026-01-21,60.630873528233614
2026-01-22,60.630873528233614
2026-01-23,55.3586236562133
2026-01-24,47.450248848182824
2026-01-25,43.496061444167594
2026-01-26,54.04056118820822
2026-01-27,54.04056118820822
2026-01-28,57.99474859222346
2026-01-29,65.90312340025393
2026-01-30,61.94893599623869
2026-01-31,50.086373784192986
2026-02-01,60.630873528233614
2026-02-02,73.8114982082844
2026-02-03,88.31018535634026
2026-02-04,79.08374808030472
2026-02-05,79.08374808030472
2026-02-06,67.221185868259
2026-02-07,52.72249872020314
2026-02-08,51.40443625219806
2026-02-09,63.26699846424377
2026-02-10,68.53924833626408
2026-02-11,65.90312340025393
2026-02-12,63.26699846424377
2026-02-13,61.94893599623869
2026-02-14,51.40443625219806
2026-02-15,59.31281106022853
2026-02-16,65.90312340025393
2026-02-17,76.44762314429455
2026-02-18,73.8114982082844
2026-02-19,71.17537327227424
2026-02-20,71.17537327227424
2026-02-21,57.99474859222346
2026-02-22,55.3586236562133
2026-02-23,79.08374808030472
2026-02-24,79.08374808030472
2026-02-25,79.08374808030472
2026-02-26,89.62824782434534
2026-02-27,86.99212288833519
2026-02-28,48.768311316187905
2026-03-01,47.450248848182824
2026-03-02,88.31018535634026
2026-03-03,86.99212288833519
2026-03-04,81.71987301631486
2026-03-05,81.71987301631486
2026-03-06,71.17537327227424
2026-03-07,51.40443625219806
2026-03-08,59.31281106022853
2026-03-09,73.8114982082844
2026-03-10,76.44762314429455
2026-03-11,72.49343574027932
2026-03-12,73.8114982082844
2026-03-13,60.630873528233614
2026-03-14,54.04056118820822
2026-03-15,55.3586236562133
2026-03-16,67.221185868259
2026-03-17,68.53924833626408
2026-03-18,83.03793548431995
2026-03-19,76.44762314429455
2026-03-20,73.8114982082844
2026-03-21,57.99474859222346
2026-03-22,59.31281106022853
2026-03-23,75.12956067628947
2026-03-24,77.76568561229963
2026-03-25,113.35337224843676
2026-03-26,92.2643727603555
2026-03-27,108.08112237641645
2026-03-28,109.39918484442151
2026-03-29,119.94368458846215
2026-03-30,131.80624680050786
2026-03-31,85.67406042033011
2026-04-01,73.8114982082844
2026-04-02,60.630873528233614
2026-04-03,56.67668612421838
2026-04-04,47.450248848182824
2026-04-05,54.04056118820822
2026-04-06,71.17537327227424
2026-04-07,77.76568561229963
2026-04-08,81.71987301631486
2026-04-09,83.03793548431995
2026-04-10,64.58506093224885
2026-04-11,51.40443625219806
2026-04-12,52.72249872020314
2026-04-13,77.76568561229963
2026-04-14,80.4018105483098
2026-04-15,71.17537327227424
2026-04-16,71.17537327227424
2026-04-17,75.12956067628947
2026-04-18,54.04056118820822
2026-04-19,55.3586236562133
2026-04-20,73.8114982082844
2026-04-21,76.44762314429455
2026-04-22,75.12956067628947
2026-04-23,71.17537327227424
2026-04-24,65.90312340025393
2026-04-25,55.3586236562133
2026-04-26,59.31281106022853
2026-04-27,77.76568561229963
2026-04-28,68.53924833626408
2026-04-29,79.08374808030472
2026-04-30,73.8114982082844
2026-05-01,71.17537327227424
2026-05-02,55.3586236562133
2026-05-03,61.94893599623869
2026-05-04,71.17537327227424
2026-05-05,75.12956067628947
2026-05-06,77.76568561229963
2026-05-07,79.08374808030472
2026-05-08,71.17537327227424
2026-05-09,51.40443625219806
2026-05-10,52.72249872020314
2026-05-11,73.8114982082844
2026-05-12,65.90312340025393
2026-05-13,77.76568561229963
2026-05-14,72.49343574027932
2026-05-15,57.99474859222346
2026-05-16,48.768311316187905
2026-05-17,54.04056118820822
2026-05-18,65.90312340025393
2026-05-19,64.58506093224885
2026-05-20,64.58506093224885
2026-05-21,60.630873528233614
2026-05-22,57.99474859222346
2026-05-23,54.04056118820822
2026-05-24,57.99474859222346
2026-05-25,56.67668612421838
2026-05-26,67.221185868259
2026-05-27,71.17537327227424
2026-05-28,72.49343574027932
2026-05-29,59.31281106022853
2026-05-30,60.630873528233614
2026-05-31,75.12956067628947
