Time,luxury
2022-06-03,64.0
2022-06-04,72.0
2022-06-05,71.0
2022-06-06,72.0
2022-06-07,65.0
2022-06-08,76.0
2022-06-09,69.0
2022-06-10,67.0
2022-06-11,71.0
2022-06-12,82.0
2022-06-13,72.0
2022-06-14,71.0
2022-06-15,61.0
2022-06-16,64.0
2022-06-17,69.0
2022-06-18,72.0
2022-06-19,81.0
2022-06-20,77.0
2022-06-21,79.0
2022-06-22,68.0
2022-06-23,70.0
2022-06-24,63.0
2022-06-25,67.0
2022-06-26,71.0
2022-06-27,71.0
2022-06-28,65.0
2022-06-29,65.0
2022-06-30,65.0
2022-07-01,66.0
2022-07-02,77.0
2022-07-03,73.0
2022-07-04,74.0
2022-07-05,74.0
2022-07-06,79.0
2022-07-07,71.0
2022-07-08,72.0
2022-07-09,70.0
2022-07-10,80.0
2022-07-11,78.0
2022-07-12,77.0
2022-07-13,71.0
2022-07-14,76.0
2022-07-15,74.0
2022-07-16,81.0
2022-07-17,76.0
2022-07-18,70.0
2022-07-19,74.0
2022-07-20,69.0
2022-07-21,76.0
2022-07-22,71.0
2022-07-23,83.0
2022-07-24,85.0
2022-07-25,74.0
2022-07-26,72.0
2022-07-27,71.0
2022-07-28,70.0
2022-07-29,73.0
2022-07-30,79.0
2022-07-31,76.0
2022-08-01,76.0
2022-08-02,71.0
2022-08-03,71.0
2022-08-04,68.0
2022-08-05,66.0
2022-08-06,80.0
2022-08-07,78.0
2022-08-08,69.0
2022-08-09,73.0
2022-08-10,63.0
2022-08-11,64.0
2022-08-12,66.0
2022-08-13,77.0
2022-08-14,78.0
2022-08-15,69.0
2022-08-16,64.0
2022-08-17,63.0
2022-08-18,67.0
2022-08-19,63.0
2022-08-20,80.0
2022-08-21,73.0
2022-08-22,64.0
2022-08-23,67.0
2022-08-24,66.0
2022-08-25,65.0
2022-08-26,61.0
2022-08-27,78.0
2022-08-28,74.0
2022-08-29,67.14788732394366
2022-08-30,62.7887323943662
2022-08-31,62.35915492957747
2022-09-01,61.0
2022-09-02,62.35915492957747
2022-09-03,72.29577464788733
2022-09-04,65.14788732394366
2022-09-05,69.00704225352112
2022-09-06,60.35915492957747
2022-09-07,59.14084507042254
2022-09-08,58.28169014084507
2022-09-09,60.218309859154935
2022-09-10,64.7887323943662
2022-09-11,63.7887323943662
2022-09-12,60.57042253521127
2022-09-13,59.14084507042254
2022-09-14,56.71126760563381
2022-09-15,54.49295774647888
2022-09-16,57.78169014084507
2022-09-17,69.86619718309859
2022-09-18,63.718309859154935
2022-09-19,65.86619718309859
2022-09-20,58.78169014084507
2022-09-21,61.429577464788736
2022-09-22,55.28169014084507
2022-09-23,55.20422535211268
2022-09-24,66.14788732394366
2022-09-25,61.929577464788736
2022-09-26,56.42253521126761
2022-09-27,54.98591549295775
2022-09-28,54.98591549295775
2022-09-29,54.12676056338029
2022-09-30,58.42253521126761
2022-10-01,68.73239436619718
2022-10-02,65.29577464788733
2022-10-03,71.30985915492958
2022-10-04,58.42253521126761
2022-10-05,59.28169014084508
2022-10-06,56.70422535211268
2022-10-07,58.42253521126761
2022-10-08,65.29577464788733
2022-10-09,65.29577464788733
2022-10-10,60.14084507042254
2022-10-11,58.42253521126761
2022-10-12,58.42253521126761
2022-10-13,54.98591549295775
2022-10-14,53.26760563380282
2022-10-15,67.87323943661973
2022-10-16,68.73239436619718
2022-10-17,52.40845070422536
2022-10-18,60.14084507042254
2022-10-19,57.563380281690144
2022-10-20,62.718309859154935
2022-10-21,55.845070422535215
2022-10-22,67.01408450704226
2022-10-23,64.43661971830987
2022-10-24,57.563380281690144
2022-10-25,57.563380281690144
2022-10-26,61.85915492957747
2022-10-27,57.563380281690144
2022-10-28,54.12676056338029
2022-10-29,64.43661971830987
2022-10-30,59.28169014084508
2022-10-31,56.70422535211268
2022-11-01,57.563380281690144
2022-11-02,64.43661971830987
2022-11-03,56.70422535211268
2022-11-04,55.845070422535215
2022-11-05,73.02816901408451
2022-11-06,62.718309859154935
2022-11-07,60.14084507042254
2022-11-08,54.98591549295775
2022-11-09,52.40845070422536
2022-11-10,58.42253521126761
2022-11-11,55.845070422535215
2022-11-12,68.73239436619718
2022-11-13,61.00000000000001
2022-11-14,61.85915492957747
2022-11-15,56.70422535211268
2022-11-16,58.42253521126761
2022-11-17,52.40845070422536
2022-11-18,55.845070422535215
2022-11-19,67.87323943661973
2022-11-20,61.85915492957747
2022-11-21,59.28169014084508
2022-11-22,57.563380281690144
2022-11-23,54.98591549295775
2022-11-24,53.26760563380282
2022-11-25,62.718309859154935
2022-11-26,73.02816901408451
2022-11-27,73.88732394366198
2022-11-28,61.00000000000001
2022-11-29,59.28169014084508
2022-11-30,60.14084507042254
2022-12-01,57.563380281690144
2022-12-02,59.28169014084508
2022-12-03,69.59154929577466
2022-12-04,65.29577464788733
2022-12-05,59.28169014084508
2022-12-06,61.85915492957747
2022-12-07,64.43661971830987
2022-12-08,59.28169014084508
2022-12-09,56.70422535211268
2022-12-10,73.02816901408451
2022-12-11,70.45070422535211
2022-12-12,62.718309859154935
2022-12-13,59.28169014084508
2022-12-14,60.14084507042254
2022-12-15,59.28169014084508
2022-12-16,61.85915492957747
2022-12-17,69.59154929577466
2022-12-18,65.29577464788733
2022-12-19,61.85915492957747
2022-12-20,65.29577464788733
2022-12-21,63.5774647887324
2022-12-22,58.42253521126761
2022-12-23,63.5774647887324
2022-12-24,64.43661971830987
2022-12-25,67.01408450704226
2022-12-26,70.45070422535211
2022-12-27,73.88732394366198
2022-12-28,74.74647887323944
2022-12-29,74.74647887323944
2022-12-30,68.73239436619718
2022-12-31,78.1830985915493
2023-01-01,67.01408450704226
2023-01-02,76.46478873239437
2023-01-03,69.59154929577466
2023-01-04,73.02816901408451
2023-01-05,72.16901408450705
2023-01-06,65.29577464788733
2023-01-07,81.61971830985917
2023-01-08,79.90140845070424
2023-01-09,64.43661971830987
2023-01-10,68.73239436619718
2023-01-11,64.43661971830987
2023-01-12,61.00000000000001
2023-01-13,67.01408450704226
2023-01-14,85.91549295774648
2023-01-15,72.16901408450705
2023-01-16,78.1830985915493
2023-01-17,67.87323943661973
2023-01-18,66.1549295774648
2023-01-19,67.01408450704226
2023-01-20,61.00000000000001
2023-01-21,82.47887323943662
2023-01-22,73.88732394366198
2023-01-23,67.01408450704226
2023-01-24,67.87323943661973
2023-01-25,62.718309859154935
2023-01-26,61.85915492957747
2023-01-27,65.29577464788733
2023-01-28,79.90140845070424
2023-01-29,73.88732394366198
2023-01-30,63.5774647887324
2023-01-31,62.718309859154935
2023-02-01,69.59154929577466
2023-02-02,63.5774647887324
2023-02-03,67.01408450704226
2023-02-04,70.45070422535211
2023-02-05,75.60563380281691
2023-02-06,63.5774647887324
2023-02-07,61.00000000000001
2023-02-08,56.70422535211268
2023-02-09,59.28169014084508
2023-02-10,56.70422535211268
2023-02-11,74.74647887323944
2023-02-12,62.718309859154935
2023-02-13,53.26760563380282
2023-02-14,54.98591549295775
2023-02-15,62.718309859154935
2023-02-16,58.42253521126761
2023-02-17,63.5774647887324
2023-02-18,77.32394366197184
2023-02-19,70.45070422535211
2023-02-20,71.30985915492958
2023-02-21,62.718309859154935
2023-02-22,62.718309859154935
2023-02-23,59.28169014084508
2023-02-24,62.718309859154935
2023-02-25,76.46478873239437
2023-02-26,78.1830985915493
2023-02-27,65.29577464788733
2023-02-28,64.43661971830987
2023-03-01,61.00000000000001
2023-03-02,62.718309859154935
2023-03-03,64.43661971830987
2023-03-04,73.02816901408451
2023-03-05,80.7605633802817
2023-03-06,61.85915492957747
2023-03-07,61.00000000000001
2023-03-08,65.29577464788733
2023-03-09,59.28169014084508
2023-03-10,61.00000000000001
2023-03-11,77.32394366197184
2023-03-12,69.59154929577466
2023-03-13,56.70422535211268
2023-03-14,63.5774647887324
2023-03-15,62.718309859154935
2023-03-16,60.14084507042254
2023-03-17,66.1549295774648
2023-03-18,74.74647887323944
2023-03-19,68.73239436619718
2023-03-20,61.85915492957747
2023-03-21,64.43661971830987
2023-03-22,57.563380281690144
2023-03-23,61.00000000000001
2023-03-24,61.00000000000001
2023-03-25,73.88732394366198
2023-03-26,71.30985915492958
2023-03-27,63.5774647887324
2023-03-28,62.718309859154935
2023-03-29,62.718309859154935
2023-03-30,63.5774647887324
2023-03-31,54.12676056338029
2023-04-01,73.88732394366198
2023-04-02,73.88732394366198
2023-04-03,67.87323943661973
2023-04-04,64.43661971830987
2023-04-05,62.718309859154935
2023-04-06,61.85915492957747
2023-04-07,64.43661971830987
2023-04-08,77.32394366197184
2023-04-09,64.43661971830987
2023-04-10,67.01408450704226
2023-04-11,67.01408450704226
2023-04-12,61.85915492957747
2023-04-13,62.718309859154935
2023-04-14,61.85915492957747
2023-04-15,66.1549295774648
2023-04-16,71.30985915492958
2023-04-17,61.00000000000001
2023-04-18,61.85915492957747
2023-04-19,61.00000000000001
2023-04-20,61.00000000000001
2023-04-21,60.14084507042254
2023-04-22,72.16901408450705
2023-04-23,73.88732394366198
2023-04-24,64.43661971830987
2023-04-25,66.1549295774648
2023-04-26,62.718309859154935
2023-04-27,61.00000000000001
2023-04-28,61.00000000000001
2023-04-29,75.17605633802818
2023-04-30,70.45070422535211
2023-05-01,66.1549295774648
2023-05-02,62.718309859154935
2023-05-03,61.85915492957747
2023-05-04,67.01408450704226
2023-05-05,60.14084507042254
2023-05-06,63.5774647887324
2023-05-07,68.73239436619718
2023-05-08,68.73239436619718
2023-05-09,61.00000000000001
2023-05-10,59.28169014084508
2023-05-11,61.00000000000001
2023-05-12,61.85915492957747
2023-05-13,71.30985915492958
2023-05-14,67.87323943661973
2023-05-15,61.00000000000001
2023-05-16,64.43661971830987
2023-05-17,63.5774647887324
2023-05-18,60.14084507042254
2023-05-19,64.43661971830987
2023-05-20,67.87323943661973
2023-05-21,68.73239436619718
2023-05-22,64.43661971830987
2023-05-23,64.86619718309859
2023-05-24,54.98591549295775
2023-05-25,64.43661971830987
2023-05-26,61.85915492957747
2023-05-27,75.60563380281691
2023-05-28,71.30985915492958
2023-05-29,65.29577464788733
2023-05-30,67.87323943661973
2023-05-31,67.01408450704226
2023-06-01,63.5774647887324
2023-06-02,67.01408450704226
2023-06-03,78.1830985915493
2023-06-04,68.73239436619718
2023-06-05,66.1549295774648
2023-06-06,61.85915492957747
2023-06-07,65.29577464788733
2023-06-08,65.29577464788733
2023-06-09,63.5774647887324
2023-06-10,73.02816901408451
2023-06-11,68.73239436619718
2023-06-12,70.45070422535211
2023-06-13,66.1549295774648
2023-06-14,70.45070422535211
2023-06-15,73.88732394366198
2023-06-16,67.01408450704226
2023-06-17,76.46478873239437
2023-06-18,68.73239436619718
2023-06-19,69.59154929577466
2023-06-20,72.16901408450705
2023-06-21,67.01408450704226
2023-06-22,63.5774647887324
2023-06-23,64.43661971830987
2023-06-24,80.7605633802817
2023-06-25,77.32394366197184
2023-06-26,70.45070422535211
2023-06-27,71.30985915492958
2023-06-28,66.1549295774648
2023-06-29,65.29577464788733
2023-06-30,65.29577464788733
2023-07-01,73.88732394366198
2023-07-02,80.7605633802817
2023-07-03,73.02816901408451
2023-07-04,73.02816901408451
2023-07-05,61.85915492957747
2023-07-06,69.59154929577466
2023-07-07,66.1549295774648
2023-07-08,81.61971830985917
2023-07-09,78.1830985915493
2023-07-10,71.30985915492958
2023-07-11,73.88732394366198
2023-07-12,63.5774647887324
2023-07-13,65.29577464788733
2023-07-14,67.01408450704226
2023-07-15,78.1830985915493
2023-07-16,73.88732394366198
2023-07-17,69.59154929577466
2023-07-18,68.73239436619718
2023-07-19,74.74647887323944
2023-07-20,67.01408450704226
2023-07-21,68.73239436619718
2023-07-22,85.91549295774648
2023-07-23,76.46478873239437
2023-07-24,70.45070422535211
2023-07-25,71.30985915492958
2023-07-26,72.16901408450705
2023-07-27,66.1549295774648
2023-07-28,64.43661971830987
2023-07-29,79.04225352112677
2023-07-30,73.02816901408451
2023-07-31,71.30985915492958
2023-08-01,69.59154929577466
2023-08-02,71.30985915492958
2023-08-03,71.30985915492958
2023-08-04,66.1549295774648
2023-08-05,81.61971830985917
2023-08-06,82.47887323943662
2023-08-07,67.01408450704226
2023-08-08,62.718309859154935
2023-08-09,64.43661971830987
2023-08-10,64.43661971830987
2023-08-11,59.28169014084508
2023-08-12,72.16901408450705
2023-08-13,75.60563380281691
2023-08-14,65.29577464788733
2023-08-15,64.43661971830987
2023-08-16,67.01408450704226
2023-08-17,67.01408450704226
2023-08-18,63.5774647887324
2023-08-19,73.88732394366198
2023-08-20,67.01408450704226
2023-08-21,60.14084507042254
2023-08-22,67.87323943661973
2023-08-23,59.28169014084508
2023-08-24,60.14084507042254
2023-08-25,62.718309859154935
2023-08-26,73.02816901408451
2023-08-27,72.16901408450705
2023-08-28,61.00000000000001
2023-08-29,61.00000000000001
2023-08-30,61.85915492957747
2023-08-31,60.14084507042254
2023-09-01,60.14084507042254
2023-09-02,73.88732394366198
2023-09-03,73.02816901408451
2023-09-04,77.32394366197184
2023-09-05,67.01408450704226
2023-09-06,59.28169014084508
2023-09-07,61.00000000000001
2023-09-08,62.718309859154935
2023-09-09,73.02816901408451
2023-09-10,67.01408450704226
2023-09-11,62.718309859154935
2023-09-12,61.00000000000001
2023-09-13,59.28169014084508
2023-09-14,61.00000000000001
2023-09-15,58.42253521126761
2023-09-16,73.02816901408451
2023-09-17,67.87323943661973
2023-09-18,62.718309859154935
2023-09-19,62.718309859154935
2023-09-20,64.43661971830987
2023-09-21,64.43661971830987
2023-09-22,58.42253521126761
2023-09-23,64.43661971830987
2023-09-24,67.01408450704226
2023-09-25,65.29577464788733
2023-09-26,61.00000000000001
2023-09-27,59.28169014084508
2023-09-28,62.718309859154935
2023-09-29,61.85915492957747
2023-09-30,70.45070422535211
2023-10-01,67.87323943661973
2023-10-02,61.85915492957747
2023-10-03,61.85915492957747
2023-10-04,68.73239436619718
2023-10-05,60.14084507042254
2023-10-06,65.29577464788733
2023-10-07,70.45070422535211
2023-10-08,61.85915492957747
2023-10-09,60.14084507042254
2023-10-10,64.43661971830987
2023-10-11,59.28169014084508
2023-10-12,56.70422535211268
2023-10-13,56.70422535211268
2023-10-14,67.87323943661973
2023-10-15,67.01408450704226
2023-10-16,60.14084507042254
2023-10-17,61.85915492957747
2023-10-18,58.42253521126761
2023-10-19,58.42253521126761
2023-10-20,58.42253521126761
2023-10-21,71.30985915492958
2023-10-22,63.5774647887324
2023-10-23,59.28169014084508
2023-10-24,59.28169014084508
2023-10-25,61.00000000000001
2023-10-26,59.28169014084508
2023-10-27,57.563380281690144
2023-10-28,61.85915492957747
2023-10-29,58.42253521126761
2023-10-30,56.70422535211268
2023-10-31,60.14084507042254
2023-11-01,56.70422535211268
2023-11-02,64.43661971830987
2023-11-03,61.85915492957747
2023-11-04,79.90140845070424
2023-11-05,67.01408450704226
2023-11-06,62.718309859154935
2023-11-07,63.5774647887324
2023-11-08,56.70422535211268
2023-11-09,61.00000000000001
2023-11-10,60.14084507042254
2023-11-11,69.59154929577466
2023-11-12,61.85915492957747
2023-11-13,65.29577464788733
2023-11-14,63.5774647887324
2023-11-15,59.28169014084508
2023-11-16,62.718309859154935
2023-11-17,59.28169014084508
2023-11-18,74.74647887323944
2023-11-19,70.45070422535211
2023-11-20,62.718309859154935
2023-11-21,67.01408450704226
2023-11-22,62.718309859154935
2023-11-23,59.28169014084508
2023-11-24,68.73239436619718
2023-11-25,73.88732394366198
2023-11-26,74.74647887323944
2023-11-27,67.87323943661973
2023-11-28,68.73239436619718
2023-11-29,60.14084507042254
2023-11-30,59.28169014084508
2023-12-01,64.43661971830987
2023-12-02,75.60563380281691
2023-12-03,68.73239436619718
2023-12-04,65.29577464788733
2023-12-05,78.1830985915493
2023-12-06,64.43661971830987
2023-12-07,59.28169014084508
2023-12-08,65.29577464788733
2023-12-09,75.60563380281691
2023-12-10,74.74647887323944
2023-12-11,64.43661971830987
2023-12-12,67.01408450704226
2023-12-13,64.43661971830987
2023-12-14,63.5774647887324
2023-12-15,64.43661971830987
2023-12-16,74.74647887323944
2023-12-17,69.59154929577466
2023-12-18,65.29577464788733
2023-12-19,69.59154929577466
2023-12-20,63.5774647887324
2023-12-21,64.43661971830987
2023-12-22,68.01853769676885
2023-12-23,73.21768848384424
2023-12-24,67.06462303231152
2023-12-25,66.11070836785419
2023-12-26,74.17160314830159
2023-12-27,73.64726594863298
2023-12-28,73.21768848384424
2023-12-29,71.30985915492957
2023-12-30,79.8003314001657
2023-12-31,68.01853769676885
2024-01-01,66.11070836785419
2024-01-02,79.8003314001657
2024-01-03,83.61599005799503
2024-01-04,73.64726594863298
2024-01-05,67.49420049710025
2024-01-06,80.75424606462303
2024-01-07,80.75424606462303
2024-01-08,65.15679370339686
2024-01-09,67.06462303231152
2024-01-10,63.248964374482185
2024-01-11,63.77330157415079
2024-01-12,62.819386909693456
2024-01-13,82.1377381938691
2024-01-14,74.17160314830159
2024-01-15,76.50900994200498
2024-01-16,61.86547224523612
2024-01-17,70.35594449047224
2024-01-18,63.248964374482185
2024-01-19,63.77330157415079
2024-01-20,82.84527754763877
2024-01-21,80.74792874896437
2024-01-22,63.96913835956918
2024-01-23,65.01781275890637
2024-01-24,68.16383595691798
2024-01-25,66.06648715824358
2024-01-26,65.01781275890637
2024-01-27,81.79660314830157
2024-01-28,75.50455675227838
2024-01-29,68.16383595691798
2024-01-30,67.11516155758078
2024-01-31,63.96913835956918
2024-02-01,65.01781275890637
2024-02-02,65.01781275890637
2024-02-03,83.89395194697597
2024-02-04,75.50455675227838
2024-02-05,67.11516155758078
2024-02-06,68.16383595691798
2024-02-07,63.96913835956918
2024-02-08,69.21251035625518
2024-02-09,63.96913835956918
2024-02-10,76.55323115161558
2024-02-11,70.26118475559238
2024-02-12,55.57974316487158
2024-02-13,61.871789560894776
2024-02-14,67.11516155758078
2024-02-15,62.92046396023198
2024-02-16,68.16383595691798
2024-02-17,78.65057995028997
2024-02-18,75.50455675227838
2024-02-19,76.55323115161558
2024-02-20,69.21251035625518
2024-02-21,66.06648715824358
2024-02-22,61.871789560894776
2024-02-23,65.01781275890637
2024-02-24,83.89395194697597
2024-02-25,77.60190555095278
2024-02-26,65.01781275890637
2024-02-27,66.06648715824358
2024-02-28,61.871789560894776
2024-02-29,63.96913835956918
2024-03-01,104.86743993371996
2024-03-02,79.69925434962717
2024-03-03,73.40720795360397
2024-03-04,68.16383595691798
2024-03-05,74.45588235294117
2024-03-06,65.01781275890637
2024-03-07,62.92046396023198
2024-03-08,62.92046396023198
2024-03-09,80.74792874896437
2024-03-10,72.35853355426677
2024-03-11,72.35853355426677
2024-03-12,74.45588235294117
2024-03-13,66.06648715824358
2024-03-14,69.21251035625518
2024-03-15,63.96913835956918
2024-03-16,73.40720795360397
2024-03-17,76.55323115161558
2024-03-18,61.871789560894776
2024-03-19,62.92046396023198
2024-03-20,59.77444076222038
2024-03-21,59.77444076222038
2024-03-22,62.92046396023198
2024-03-23,77.60190555095278
2024-03-24,83.89395194697597
2024-03-25,70.26118475559238
2024-03-26,62.92046396023198
2024-03-27,60.82311516155758
2024-03-28,62.92046396023198
2024-03-29,62.92046396023198
2024-03-30,78.65057995028997
2024-03-31,71.30985915492957
2024-04-01,69.21251035625518
2024-04-02,71.30985915492957
2024-04-03,67.11516155758078
2024-04-04,69.21251035625518
2024-04-05,67.11516155758078
2024-04-06,80.74792874896437
2024-04-07,77.60190555095278
2024-04-08,59.77444076222038
2024-04-09,60.82311516155758
2024-04-10,66.06648715824358
2024-04-11,55.57974316487158
2024-04-12,61.871789560894776
2024-04-13,80.74792874896437
2024-04-14,71.30985915492957
2024-04-15,63.96913835956918
2024-04-16,65.01781275890637
2024-04-17,58.72576636288318
2024-04-18,65.01781275890637
2024-04-19,70.26118475559238
2024-04-20,85.99130074565036
2024-04-21,77.60190555095278
2024-04-22,69.21251035625518
2024-04-23,69.21251035625518
2024-04-24,70.26118475559238
2024-04-25,66.06648715824358
2024-04-26,65.01781275890637
2024-04-27,76.55323115161558
2024-04-28,72.35853355426677
2024-04-29,69.21251035625518
2024-04-30,66.06648715824358
2024-05-01,62.92046396023198
2024-05-02,63.96913835956918
2024-05-03,70.26118475559238
2024-05-04,82.84527754763877
2024-05-05,72.35853355426677
2024-05-06,63.96913835956918
2024-05-07,61.871789560894776
2024-05-08,60.82311516155758
2024-05-09,61.871789560894776
2024-05-10,66.06648715824358
2024-05-11,78.65057995028997
2024-05-12,71.30985915492957
2024-05-13,58.72576636288318
2024-05-14,62.92046396023198
2024-05-15,69.21251035625518
2024-05-16,65.01781275890637
2024-05-17,68.16383595691798
2024-05-18,82.84527754763877
2024-05-19,74.45588235294117
2024-05-20,71.30985915492957
2024-05-21,71.30985915492957
2024-05-22,65.01781275890637
2024-05-23,67.11516155758078
2024-05-24,66.06648715824358
2024-05-25,81.79660314830157
2024-05-26,77.60190555095278
2024-05-27,72.35853355426677
2024-05-28,69.21251035625518
2024-05-29,70.26118475559238
2024-05-30,65.01781275890637
2024-05-31,65.01781275890637
2024-06-01,79.69925434962717
2024-06-02,76.55323115161558
2024-06-03,71.30985915492957
2024-06-04,73.40720795360397
2024-06-05,68.16383595691798
2024-06-06,65.01781275890637
2024-06-07,67.11516155758078
2024-06-08,81.79660314830157
2024-06-09,75.50455675227838
2024-06-10,72.35853355426677
2024-06-11,71.30985915492957
2024-06-12,70.26118475559238
2024-06-13,66.06648715824358
2024-06-14,66.06648715824358
2024-06-15,81.79660314830157
2024-06-16,76.55323115161558
2024-06-17,66.06648715824358
2024-06-18,73.40720795360397
2024-06-19,74.45588235294117
2024-06-20,66.06648715824358
2024-06-21,66.06648715824358
2024-06-22,78.65057995028997
2024-06-23,71.30985915492957
2024-06-24,70.26118475559238
2024-06-25,69.21251035625518
2024-06-26,68.16383595691798
2024-06-27,65.01781275890637
2024-06-28,69.21251035625518
2024-06-29,81.79660314830157
2024-06-30,71.30985915492957
2024-07-01,72.35853355426677
2024-07-02,79.69925434962717
2024-07-03,74.45588235294117
2024-07-04,74.45588235294117
2024-07-05,72.35853355426677
2024-07-06,91.23467274233637
2024-07-07,92.28334714167357
2024-07-08,84.94262634631318
2024-07-09,72.35853355426677
2024-07-10,85.99130074565036
2024-07-11,81.79660314830157
2024-07-12,76.55323115161558
2024-07-13,91.23467274233637
2024-07-14,72.35853355426677
2024-07-15,78.65057995028997
2024-07-16,82.84527754763877
2024-07-17,79.69925434962717
2024-07-18,73.40720795360397
2024-07-19,66.06648715824358
2024-07-20,98.57539353769677
2024-07-21,80.74792874896437
2024-07-22,77.60190555095278
2024-07-23,73.40720795360397
2024-07-24,69.21251035625518
2024-07-25,68.16383595691798
2024-07-26,67.11516155758078
2024-07-27,77.60190555095278
2024-07-28,67.11516155758078
2024-07-29,68.16383595691798
2024-07-30,70.26118475559238
2024-07-31,67.11516155758078
2024-08-01,65.01781275890637
2024-08-02,68.16383595691798
2024-08-03,82.84527754763877
2024-08-04,81.79660314830157
2024-08-05,68.16383595691798
2024-08-06,72.35853355426677
2024-08-07,75.50455675227838
2024-08-08,76.55323115161558
2024-08-09,70.26118475559238
2024-08-10,79.69925434962717
2024-08-11,82.84527754763877
2024-08-12,75.50455675227838
2024-08-13,78.65057995028997
2024-08-14,71.30985915492957
2024-08-15,72.35853355426677
2024-08-16,71.30985915492957
2024-08-17,80.74792874896437
2024-08-18,81.91645165108298
2024-08-19,80.83781512605043
2024-08-20,74.36599597585513
2024-08-21,77.60190555095278
2024-08-22,72.76302225115398
2024-08-23,72.20872292579003
2024-08-24,87.83397147591431
2024-08-25,77.07756835128419
2024-08-26,71.13008640075748
2024-08-27,73.28735945082258
2024-08-28,72.20872292579003
2024-08-29,67.89417682565984
2024-08-30,66.2912031009587
2024-08-31,84.07372470114807
2024-09-01,82.99508817611552
2024-09-02,89.99124452597941
2024-09-03,77.60190555095278
2024-09-04,76.52326902592023
2024-09-05,68.97281335069239
2024-09-06,66.8155403006273
2024-09-07,80.83781512605043
2024-09-08,76.52326902592023
2024-09-09,71.68438572612143
2024-09-10,67.36983962599123
2024-09-11,60.89802047579596
2024-09-12,59.81938395076341
2024-09-13,64.1339300508936
2024-09-14,81.91645165108298
2024-09-15,75.44463250088768
2024-09-16,72.0589122973133
2024-09-17,68.7331163451296
2024-09-18,64.29872174221802
2024-09-19,64.29872174221802
2024-09-20,65.40732039294592
2024-09-21,87.57929340750385
2024-09-22,74.2761095987691
