Time,legal
2024-09-24,53.761738058312545
2024-09-25,54.42546321952628
2024-09-26,51.770562574671345
2024-09-27,47.78821160738893
2024-09-28,41.15095999525158
2024-09-29,41.814685156465316
2024-09-30,49.77938709103014
2024-10-01,51.770562574671345
2024-10-02,51.106837413457605
2024-10-03,54.42546321952628
2024-10-04,50.44311225224387
2024-10-05,41.814685156465316
2024-10-06,40.48723483403784
2024-10-07,44.46958580132026
2024-10-08,49.77938709103014
2024-10-09,47.78821160738893
2024-10-10,51.106837413457605
2024-10-11,49.1156619298164
2024-10-12,39.82350967282411
2024-10-13,40.48723483403784
2024-10-14,49.1156619298164
2024-10-15,51.106837413457605
2024-10-16,50.44311225224387
2024-10-17,51.770562574671345
2024-10-18,50.44311225224387
2024-10-19,41.814685156465316
2024-10-20,42.47841031767905
2024-10-21,54.42546321952628
2024-10-22,54.42546321952628
2024-10-23,57.080363864381226
2024-10-24,55.75291354195375
2024-10-25,53.09801289709881
2024-10-26,41.814685156465316
2024-10-27,45.13331096253399
2024-10-28,55.08918838074002
2024-10-29,52.43428773588508
2024-10-30,53.761738058312545
2024-10-31,53.09801289709881
2024-11-01,51.106837413457605
2024-11-02,47.1244864461752
2024-11-03,43.805860640106516
2024-11-04,55.75291354195375
2024-11-05,54.42546321952628
2024-11-06,63.05389031530484
2024-11-07,66.37251612137351
2024-11-08,64.38134063773231
2024-11-09,51.106837413457605
2024-11-10,44.46958580132026
2024-11-11,52.43428773588508
2024-11-12,56.416638703167486
2024-11-13,57.080363864381226
2024-11-14,60.3989896704499
2024-11-15,52.43428773588508
2024-11-16,43.14213547889278
2024-11-17,44.46958580132026
2024-11-18,53.09801289709881
2024-11-19,53.761738058312545
2024-11-20,55.08918838074002
2024-11-21,53.761738058312545
2024-11-22,49.77938709103014
2024-11-23,41.814685156465316
2024-11-24,43.805860640106516
2024-11-25,51.770562574671345
2024-11-26,48.451936768602664
2024-11-27,46.460761284961464
2024-11-28,37.8323341891829
2024-11-29,37.16860902796917
2024-11-30,38.496059350396635
2024-12-01,39.82350967282411
2024-12-02,51.106837413457605
2024-12-03,50.44311225224387
2024-12-04,52.43428773588508
2024-12-05,49.77938709103014
2024-12-06,49.77938709103014
2024-12-07,41.15095999525158
2024-12-08,40.48723483403784
2024-12-09,50.44311225224387
2024-12-10,54.42546321952628
2024-12-11,49.1156619298164
2024-12-12,50.44311225224387
2024-12-13,47.1244864461752
2024-12-14,42.47841031767905
2024-12-15,39.82350967282411
2024-12-16,49.1156619298164
2024-12-17,48.451936768602664
2024-12-18,50.44311225224387
2024-12-19,47.78821160738893
2024-12-20,46.460761284961464
2024-12-21,37.8323341891829
2024-12-22,37.16860902796917
2024-12-23,42.47841031767905
2024-12-24,40.48723483403784
2024-12-25,32.52253289947302
2024-12-26,41.814685156465316
2024-12-27,45.79703612374772
2024-12-28,42.47841031767905
2024-12-29,40.48723483403784
2024-12-30,47.1244864461752
2024-12-31,45.13331096253399
2025-01-01,41.814685156465316
2025-01-02,47.1244864461752
2025-01-03,48.451936768602664
2025-01-04,42.47841031767905
2025-01-05,38.496059350396635
2025-01-06,45.79703612374772
2025-01-07,49.77938709103014
2025-01-08,49.77938709103014
2025-01-09,49.77938709103014
2025-01-10,49.1156619298164
2025-01-11,41.814685156465316
2025-01-12,41.15095999525158
2025-01-13,51.770562574671345
2025-01-14,54.42546321952628
2025-01-15,52.43428773588508
2025-01-16,54.42546321952628
2025-01-17,52.43428773588508
2025-01-18,45.79703612374772
2025-01-19,42.47841031767905
2025-01-20,48.451936768602664
2025-01-21,56.416638703167486
2025-01-22,58.40781418680869
2025-01-23,57.74408902559496
2025-01-24,61.062714831663634
2025-01-25,47.1244864461752
2025-01-26,47.1244864461752
2025-01-27,54.42546321952628
2025-01-28,58.40781418680869
2025-01-29,61.72643999287737
2025-01-30,57.080363864381226
2025-01-31,56.416638703167486
2025-02-01,49.1156619298164
2025-02-02,45.79703612374772
2025-02-03,55.08918838074002
2025-02-04,56.416638703167486
2025-02-05,59.07153934802243
2025-02-06,57.080363864381226
2025-02-07,57.080363864381226
2025-02-08,47.78821160738893
2025-02-09,47.1244864461752
2025-02-10,49.77938709103014
2025-02-11,56.416638703167486
2025-02-12,53.761738058312545
2025-02-13,55.08918838074002
2025-02-14,52.43428773588508
2025-02-15,47.1244864461752
2025-02-16,47.1244864461752
2025-02-17,51.106837413457605
2025-02-18,55.75291354195375
2025-02-19,59.73526450923616
2025-02-20,58.40781418680869
2025-02-21,57.080363864381226
2025-02-22,50.44311225224387
2025-02-23,47.78821160738893
2025-02-24,57.080363864381226
2025-02-25,56.416638703167486
2025-02-26,55.75291354195375
2025-02-27,59.07153934802243
2025-02-28,55.75291354195375
2025-03-01,44.46958580132026
2025-03-02,45.13331096253399
2025-03-03,55.08918838074002
2025-03-04,53.761738058312545
2025-03-05,53.761738058312545
2025-03-06,60.3989896704499
2025-03-07,53.09801289709881
2025-03-08,45.13331096253399
2025-03-09,46.460761284961464
2025-03-10,56.416638703167486
2025-03-11,55.08918838074002
2025-03-12,56.416638703167486
2025-03-13,55.75291354195375
2025-03-14,51.770562574671345
2025-03-15,45.79703612374772
2025-03-16,45.79703612374772
2025-03-17,55.08918838074002
2025-03-18,56.416638703167486
2025-03-19,58.40781418680869
2025-03-20,55.75291354195375
2025-03-21,58.40781418680869
2025-03-22,53.09801289709881
2025-03-23,49.77938709103014
2025-03-24,55.75291354195375
2025-03-25,55.08918838074002
2025-03-26,55.08918838074002
2025-03-27,56.416638703167486
2025-03-28,56.416638703167486
2025-03-29,47.1244864461752
2025-03-30,47.78821160738893
2025-03-31,55.75291354195375
2025-04-01,56.416638703167486
2025-04-02,54.42546321952628
2025-04-03,54.42546321952628
2025-04-04,54.42546321952628
2025-04-05,45.79703612374772
2025-04-06,46.460761284961464
2025-04-07,53.761738058312545
2025-04-08,57.74408902559496
2025-04-09,54.42546321952628
2025-04-10,55.08918838074002
2025-04-11,55.08918838074002
2025-04-12,48.451936768602664
2025-04-13,46.460761284961464
2025-04-14,55.75291354195375
2025-04-15,59.56652082418182
2025-04-16,59.234658243574955
2025-04-17,55.59541943590304
2025-04-18,54.43671279852991
2025-04-19,45.66766596520607
2025-04-20,44.84082190843981
2025-04-21,54.43671279852991
2025-04-22,55.59541943590304
2025-04-23,55.59541943590304
2025-04-24,54.76857537913678
2025-04-25,53.60986874176365
2025-04-26,45.66766596520607
2025-04-27,46.49451002197233
2025-04-28,57.249107549435564
2025-04-29,56.4222634926693
2025-04-30,56.4222634926693
2025-05-01,58.40781418680869
2025-05-02,54.43671279852991
2025-05-03,48.81192329671859
2025-05-04,47.321354078738594
2025-05-05,53.60986874176365
2025-05-06,56.4222634926693
2025-05-07,55.26355685529617
2025-05-08,54.43671279852991
2025-05-09,51.62431804762425
2025-05-10,47.65321665934546
2025-05-11,46.49451002197233
2025-05-12,55.59541943590304
2025-05-13,58.40781418680869
2025-05-14,55.43792532985233
2025-05-15,53.457999425214744
2025-05-16,53.457999425214744
2025-05-17,45.53829580666441
2025-05-18,43.558369902026826
2025-05-19,53.457999425214744
2025-05-20,53.457999425214744
2025-05-21,54.447962377533536
2025-05-22,54.447962377533536
2025-05-23,55.43792532985233
2025-05-24,46.5282587589832
2025-05-25,48.50818466362078
2025-05-26,45.53829580666441
2025-05-27,56.42788828217112
2025-05-28,57.41785123448991
2025-05-29,58.4078141868087
2025-05-30,58.4078141868087
2025-05-31,51.478073520577155
2025-06-01,47.51822171130199
2025-06-02,55.43792532985233
2025-06-03,57.41785123448991
2025-06-04,55.43792532985233
2025-06-05,64.34759190072145
2025-06-06,58.4078141868087
2025-06-07,52.468036472895946
2025-06-08,53.457999425214744
2025-06-09,63.357628948402656
2025-06-10,66.32751780535904
2025-06-11,65.33755485304025
2025-06-12,65.33755485304025
2025-06-13,67.31748075767783
2025-06-14,52.468036472895946
2025-06-15,53.457999425214744
2025-06-16,63.357628948402656
2025-06-17,60.38774009144628
2025-06-18,58.4078141868087
2025-06-19,55.43792532985233
2025-06-20,61.377703043765074
2025-06-21,54.447962377533536
2025-06-22,53.457999425214744
2025-06-23,57.41785123448991
2025-06-24,62.367665996083865
2025-06-25,62.367665996083865
2025-06-26,69.29740666231541
2025-06-27,65.33755485304025
2025-06-28,57.41785123448991
2025-06-29,58.4078141868087
2025-06-30,62.367665996083865
2025-07-01,67.31748075767783
2025-07-02,68.30744370999662
2025-07-03,67.31748075767783
2025-07-04,65.33755485304025
2025-07-05,67.31748075767783
2025-07-06,57.41785123448991
2025-07-07,59.39777713912749
2025-07-08,64.34759190072145
2025-07-09,63.357628948402656
2025-07-10,65.33755485304025
2025-07-11,60.38774009144628
2025-07-12,53.457999425214744
2025-07-13,51.478073520577155
2025-07-14,61.377703043765074
2025-07-15,63.357628948402656
2025-07-16,62.367665996083865
2025-07-17,76.22714732854695
2025-07-18,62.367665996083865
2025-07-19,74.24722142390937
2025-07-20,70.2873696146342
2025-07-21,79.19703618550332
2025-07-22,73.25725847159057
2025-07-23,71.27733256695299
2025-07-24,70.2873696146342
2025-07-25,69.29740666231541
2025-07-26,67.31748075767783
2025-07-27,66.32751780535904
2025-07-28,73.25725847159057
2025-07-29,81.1769620901409
2025-07-30,98.99629523187915
2025-07-31,89.09666570869123
2025-08-01,74.24722142390937
2025-08-02,50.488110568258364
2025-08-03,50.488110568258364
2025-08-04,58.4078141868087
2025-08-05,67.31748075767783
2025-08-06,64.34759190072145
2025-08-07,66.32751780535904
2025-08-08,65.33755485304025
2025-08-09,61.377703043765074
2025-08-10,59.39777713912749
2025-08-11,65.33755485304025
2025-08-12,66.32751780535904
2025-08-13,66.32751780535904
2025-08-14,62.367665996083865
2025-08-15,60.38774009144628
2025-08-16,52.468036472895946
2025-08-17,50.488110568258364
2025-08-18,58.4078141868087
2025-08-19,60.38774009144628
2025-08-20,61.377703043765074
2025-08-21,63.357628948402656
2025-08-22,57.41785123448991
2025-08-23,56.42788828217112
2025-08-24,49.49814761593957
2025-08-25,62.367665996083865
2025-08-26,61.377703043765074
2025-08-27,64.34759190072145
2025-08-28,61.377703043765074
2025-08-29,58.4078141868087
2025-08-30,53.457999425214744
2025-08-31,50.488110568258364
2025-09-01,51.478073520577155
2025-09-02,61.377703043765074
2025-09-03,64.34759190072145
2025-09-04,65.33755485304025
2025-09-05,64.34759190072145
2025-09-06,53.457999425214744
2025-09-07,50.488110568258364
2025-09-08,62.367665996083865
2025-09-09,65.33755485304025
2025-09-10,59.39777713912749
2025-09-11,56.42788828217112
2025-09-12,56.42788828217112
2025-09-13,47.51822171130199
2025-09-14,47.51822171130199
2025-09-15,56.42788828217112
2025-09-16,69.29740666231541
2025-09-17,71.27733256695299
2025-09-18,72.26729551927178
2025-09-19,68.30744370999662
2025-09-20,57.41785123448991
2025-09-21,54.447962377533536
2025-09-22,66.32751780535904
2025-09-23,72.26729551927178
2025-09-24,67.31748075767783
2025-09-25,64.34759190072145
2025-09-26,66.32751780535904
2025-09-27,55.43792532985233
2025-09-28,54.447962377533536
2025-09-29,63.357628948402656
2025-09-30,70.2873696146342
2025-10-01,65.33755485304025
2025-10-02,66.32751780535904
2025-10-03,60.38774009144628
2025-10-04,48.50818466362078
2025-10-05,46.5282587589832
2025-10-06,56.42788828217112
2025-10-07,69.29740666231541
2025-10-08,64.34759190072145
2025-10-09,66.32751780535904
2025-10-10,59.39777713912749
2025-10-11,53.457999425214744
2025-10-12,47.51822171130199
2025-10-13,60.38774009144628
2025-10-14,64.34759190072145
2025-10-15,61.377703043765074
2025-10-16,61.377703043765074
2025-10-17,59.39777713912749
2025-10-18,52.468036472895946
2025-10-19,50.488110568258364
2025-10-20,57.41785123448991
2025-10-21,62.367665996083865
2025-10-22,65.33755485304025
2025-10-23,65.33755485304025
2025-10-24,61.377703043765074
2025-10-25,46.5282587589832
2025-10-26,46.5282587589832
2025-10-27,62.367665996083865
2025-10-28,57.41785123448991
2025-10-29,61.377703043765074
2025-10-30,67.31748075767783
2025-10-31,62.367665996083865
2025-11-01,56.42788828217112
2025-11-02,56.42788828217112
2025-11-03,70.2873696146342
2025-11-04,70.2873696146342
2025-11-05,72.26729551927178
2025-11-06,72.26729551927178
2025-11-07,72.26729551927178
2025-11-08,64.34759190072145
2025-11-09,58.4078141868087
2025-11-10,68.30744370999662
2025-11-11,68.30744370999662
2025-11-12,73.25725847159057
2025-11-13,75.23718437622816
2025-11-14,71.27733256695299
2025-11-15,58.4078141868087
2025-11-16,55.43792532985233
2025-11-17,67.31748075767783
2025-11-18,70.2873696146342
2025-11-19,66.32751780535904
2025-11-20,69.29740666231541
2025-11-21,68.30744370999662
2025-11-22,55.43792532985233
2025-11-23,56.42788828217112
2025-11-24,63.357628948402656
2025-11-25,63.357628948402656
2025-11-26,66.32751780535904
2025-11-27,57.41785123448991
2025-11-28,57.41785123448991
2025-11-29,61.377703043765074
2025-11-30,57.41785123448991
2025-12-01,74.24722142390937
2025-12-02,73.25725847159057
2025-12-03,76.22714732854695
2025-12-04,74.24722142390937
2025-12-05,72.26729551927178
2025-12-06,64.34759190072145
2025-12-07,61.377703043765074
2025-12-08,75.23718437622816
2025-12-09,75.23718437622816
2025-12-10,72.26729551927178
2025-12-11,67.62684418027746
2025-12-12,72.32916820379171
2025-12-13,60.26399472240644
2025-12-14,53.457999425214744
2025-12-15,62.36766599608387
2025-12-16,64.96631874592069
2025-12-17,71.27733256695299
2025-12-18,70.22549693011428
2025-12-19,68.12182565643684
2025-12-20,57.66534197256961
2025-12-21,54.50983506205346
2025-12-22,61.315830359245155
2025-12-23,58.717177609408324
2025-12-24,53.457999425214744
2025-12-25,48.198821241021164
2025-12-26,57.66534197256961
2025-12-27,55.56167069889217
2025-12-28,55.56167069889217
2025-12-29,61.81081183540455
2025-12-30,64.96631874592069
2025-12-31,59.76901324624704
2026-01-01,55.56167069889217
2026-01-02,60.26399472240644
2026-01-03,65.52317290660002
2026-01-04,61.315830359245155
2026-01-05,67.06999001959812
2026-01-06,69.17366129327556
2026-01-07,73.87598531678982
2026-01-08,74.43283947746914
2026-01-09,76.8458741737462
2026-01-10,66.82249928151843
2026-01-11,57.912832710649305
2026-01-12,69.0499159242357
2026-01-13,76.8458741737462
2026-01-14,75.73216585238755
2026-01-15,79.07329081646347
2026-01-16,72.39104088831164
2026-01-17,66.82249928151843
2026-01-18,60.140249353366585
2026-01-19,67.93620760287708
2026-01-20,74.61845753102891
2026-01-21,81.30070745918076
2026-01-22,77.95958249510484
2026-01-23,75.73216585238755
2026-01-24,67.93620760287708
2026-01-25,69.0499159242357
2026-01-26,79.07329081646347
2026-01-27,75.73216585238755
2026-01-28,81.30070745918076
2026-01-29,83.52812410189804
2026-01-30,90.21037403004988
2026-01-31,81.30070745918076
2026-02-01,101.34745724363628
2026-02-02,100.23374892227764
2026-02-03,96.89262395820172
2026-02-04,106.91599885042949
2026-02-05,111.37083213586405
2026-02-06,99.12004060091901
2026-02-07,74.61845753102891
2026-02-08,77.95958249510484
2026-02-09,84.64183242325667
2026-02-10,87.9829573873326
2026-02-11,83.52812410189804
2026-02-12,77.95958249510484
2026-02-13,89.09666570869123
2026-02-14,80.18699913782211
2026-02-15,80.18699913782211
2026-02-16,87.9829573873326
2026-02-17,86.86924906597396
2026-02-18,84.64183242325667
2026-02-19,87.9829573873326
2026-02-20,92.43779067276716
2026-02-21,84.64183242325667
2026-02-22,80.18699913782211
2026-02-23,87.9829573873326
2026-02-24,85.75554074461532
2026-02-25,84.64183242325667
2026-02-26,92.43779067276716
2026-02-27,110.2571238145054
2026-02-28,63.48137431744251
2026-03-01,59.02654103200795
2026-03-02,81.30070745918076
2026-03-03,86.86924906597396
2026-03-04,80.18699913782211
2026-03-05,77.95958249510484
2026-03-06,73.50474920967028
2026-03-07,63.48137431744251
2026-03-08,64.59508263880114
2026-03-09,74.61845753102891
2026-03-10,79.07329081646347
2026-03-11,77.95958249510484
2026-03-12,77.95958249510484
2026-03-13,70.16362424559435
2026-03-14,63.48137431744251
2026-03-15,62.36766599608387
2026-03-16,73.50474920967028
2026-03-17,79.07329081646347
2026-03-18,84.64183242325667
2026-03-19,86.86924906597396
2026-03-20,84.64183242325667
2026-03-21,72.39104088831164
2026-03-22,71.27733256695299
2026-03-23,79.07329081646347
2026-03-24,75.73216585238755
2026-03-25,82.4144157805394
2026-03-26,85.75554074461532
2026-03-27,77.95958249510484
2026-03-28,70.16362424559435
2026-03-29,69.0499159242357
2026-03-30,85.75554074461532
2026-03-31,86.86924906597396
2026-04-01,86.86924906597396
2026-04-02,73.50474920967028
2026-04-03,75.73216585238755
2026-04-04,66.82249928151843
2026-04-05,64.59508263880114
2026-04-06,82.4144157805394
2026-04-07,81.30070745918076
2026-04-08,83.52812410189804
2026-04-09,85.75554074461532
2026-04-10,81.30070745918076
2026-04-11,73.50474920967028
2026-04-12,65.70879096015979
2026-04-13,75.73216585238755
2026-04-14,79.07329081646347
2026-04-15,81.30070745918076
2026-04-16,79.07329081646347
2026-04-17,94.66520731548444
2026-04-18,72.39104088831164
2026-04-19,66.82249928151843
2026-04-20,73.50474920967028
2026-04-21,85.75554074461532
2026-04-22,81.30070745918076
2026-04-23,82.4144157805394
2026-04-24,77.95958249510484
2026-04-25,72.39104088831164
2026-04-26,73.50474920967028
2026-04-27,73.50474920967028
2026-04-28,79.07329081646347
2026-04-29,76.8458741737462
2026-04-30,79.07329081646347
2026-05-01,75.73216585238755
2026-05-02,81.30070745918076
2026-05-03,69.0499159242357
2026-05-04,75.73216585238755
2026-05-05,84.64183242325667
2026-05-06,87.9829573873326
2026-05-07,83.52812410189804
2026-05-08,80.18699913782211
2026-05-09,72.39104088831164
2026-05-10,69.0499159242357
2026-05-11,80.18699913782211
2026-05-12,90.21037403004988
2026-05-13,82.4144157805394
2026-05-14,81.30070745918076
2026-05-15,75.73216585238755
2026-05-16,71.27733256695299
2026-05-17,67.93620760287708
2026-05-18,77.95958249510484
2026-05-19,80.18699913782211
2026-05-20,77.95958249510484
2026-05-21,74.61845753102891
2026-05-22,81.30070745918076
2026-05-23,81.30070745918076
2026-05-24,76.8458741737462
2026-05-25,71.27733256695299
2026-05-26,80.18699913782211
2026-05-27,82.4144157805394
2026-05-28,87.9829573873326
2026-05-29,84.64183242325667
2026-05-30,84.64183242325667
2026-05-31,91.32408235140852
