Time,owe
2024-11-05,26.546478873239447
2024-11-06,23.75211267605635
2024-11-07,27.943661971831
2024-11-08,27.943661971831
2024-11-09,23.75211267605635
2024-11-10,25.149295774647896
2024-11-11,27.943661971831
2024-11-12,32.13521126760565
2024-11-13,32.13521126760565
2024-11-14,33.532394366197195
2024-11-15,27.943661971831
2024-11-16,25.149295774647896
2024-11-17,22.354929577464798
2024-11-18,30.738028169014097
2024-11-19,32.13521126760565
2024-11-20,33.532394366197195
2024-11-21,29.340845070422546
2024-11-22,29.340845070422546
2024-11-23,23.75211267605635
2024-11-24,20.957746478873247
2024-11-25,27.943661971831
2024-11-26,27.943661971831
2024-11-27,26.546478873239447
2024-11-28,20.957746478873247
2024-11-29,23.75211267605635
2024-11-30,22.354929577464798
2024-12-01,23.75211267605635
2024-12-02,30.738028169014097
2024-12-03,32.13521126760565
2024-12-04,30.738028169014097
2024-12-05,27.943661971831
2024-12-06,32.13521126760565
2024-12-07,25.149295774647896
2024-12-08,23.75211267605635
2024-12-09,27.943661971831
2024-12-10,33.532394366197195
2024-12-11,29.340845070422546
2024-12-12,29.340845070422546
2024-12-13,29.340845070422546
2024-12-14,25.149295774647896
2024-12-15,25.149295774647896
2024-12-16,29.340845070422546
2024-12-17,30.738028169014097
2024-12-18,30.738028169014097
2024-12-19,30.738028169014097
2024-12-20,29.340845070422546
2024-12-21,25.149295774647896
2024-12-22,23.75211267605635
2024-12-23,25.149295774647896
2024-12-24,25.149295774647896
2024-12-25,18.16338028169015
2024-12-26,27.943661971831
2024-12-27,32.13521126760565
2024-12-28,29.340845070422546
2024-12-29,25.149295774647896
2024-12-30,32.13521126760565
2024-12-31,32.13521126760565
2025-01-01,22.354929577464798
2025-01-02,32.13521126760565
2025-01-03,36.3267605633803
2025-01-04,30.738028169014097
2025-01-05,29.340845070422546
2025-01-06,34.92957746478875
2025-01-07,39.1211267605634
2025-01-08,39.1211267605634
2025-01-09,37.723943661971845
2025-01-10,37.723943661971845
2025-01-11,32.13521126760565
2025-01-12,30.738028169014097
2025-01-13,40.51830985915495
2025-01-14,41.915492957746494
2025-01-15,43.31267605633805
2025-01-16,44.709859154929596
2025-01-17,44.709859154929596
2025-01-18,39.1211267605634
2025-01-19,33.532394366197195
2025-01-20,39.1211267605634
2025-01-21,47.5042253521127
2025-01-22,54.49014084507044
2025-01-23,53.092957746478895
2025-01-24,53.092957746478895
2025-01-25,47.5042253521127
2025-01-26,40.51830985915495
2025-01-27,55.887323943662
2025-01-28,64.2704225352113
2025-01-29,68.46197183098595
2025-01-30,62.87323943661974
2025-01-31,57.284507042253544
2025-02-01,57.284507042253544
2025-02-02,60.078873239436646
2025-02-03,61.476056338028194
2025-02-04,65.66760563380285
2025-02-05,60.078873239436646
2025-02-06,58.68169014084509
2025-02-07,57.284507042253544
2025-02-08,50.29859154929579
2025-02-09,41.915492957746494
2025-02-10,50.29859154929579
2025-02-11,55.887323943662
2025-02-12,54.49014084507044
2025-02-13,51.69577464788735
2025-02-14,46.10704225352114
2025-02-15,47.5042253521127
2025-02-16,46.10704225352114
2025-02-17,53.092957746478895
2025-02-18,57.284507042253544
2025-02-19,61.476056338028194
2025-02-20,60.078873239436646
2025-02-21,60.078873239436646
2025-02-22,50.29859154929579
2025-02-23,50.29859154929579
2025-02-24,57.284507042253544
2025-02-25,58.68169014084509
2025-02-26,54.49014084507044
2025-02-27,55.887323943662
2025-02-28,55.887323943662
2025-03-01,48.901408450704245
2025-03-02,47.5042253521127
2025-03-03,51.69577464788735
2025-03-04,55.887323943662
2025-03-05,51.69577464788735
2025-03-06,51.69577464788735
2025-03-07,46.10704225352114
2025-03-08,44.709859154929596
2025-03-09,43.31267605633805
2025-03-10,50.29859154929579
2025-03-11,51.69577464788735
2025-03-12,53.092957746478895
2025-03-13,50.29859154929579
2025-03-14,46.10704225352114
2025-03-15,44.709859154929596
2025-03-16,41.915492957746494
2025-03-17,50.29859154929579
2025-03-18,51.69577464788735
2025-03-19,47.5042253521127
2025-03-20,48.901408450704245
2025-03-21,43.31267605633805
2025-03-22,40.51830985915495
2025-03-23,41.915492957746494
2025-03-24,48.901408450704245
2025-03-25,51.69577464788735
2025-03-26,53.092957746478895
2025-03-27,48.901408450704245
2025-03-28,46.10704225352114
2025-03-29,44.709859154929596
2025-03-30,44.709859154929596
2025-03-31,50.29859154929579
2025-04-01,51.69577464788735
2025-04-02,50.29859154929579
2025-04-03,53.092957746478895
2025-04-04,48.901408450704245
2025-04-05,47.5042253521127
2025-04-06,51.69577464788735
2025-04-07,64.2704225352113
2025-04-08,64.2704225352113
2025-04-09,68.46197183098595
2025-04-10,68.46197183098595
2025-04-11,67.06478873239439
2025-04-12,67.06478873239439
2025-04-13,74.05070422535215
2025-04-14,107.58309859154934
2025-04-15,139.718309859155
2025-04-16,93.61126760563386
2025-04-17,43.31267605633805
2025-04-18,41.915492957746494
2025-04-19,32.135211267605655
2025-04-20,26.54647887323945
2025-04-21,37.723943661971845
2025-04-22,41.915492957746494
2025-04-23,39.1211267605634
2025-04-24,37.723943661971845
2025-04-25,36.326760563380304
2025-04-26,27.943661971831
2025-04-27,27.943661971831
2025-04-28,37.723943661971845
2025-04-29,39.1211267605634
2025-04-30,39.1211267605634
2025-05-01,39.1211267605634
2025-05-02,34.92957746478875
2025-05-03,29.34084507042255
2025-05-04,26.54647887323945
2025-05-05,34.92957746478875
2025-05-06,36.326760563380304
2025-05-07,34.92957746478875
2025-05-08,34.92957746478875
2025-05-09,34.92957746478875
2025-05-10,27.943661971831
2025-05-11,29.34084507042255
2025-05-12,36.326760563380304
2025-05-13,34.92957746478875
2025-05-14,34.92957746478875
2025-05-15,36.326760563380304
2025-05-16,33.5323943661972
2025-05-17,26.54647887323945
2025-05-18,26.54647887323945
2025-05-19,32.135211267605655
2025-05-20,33.5323943661972
2025-05-21,37.72394366197185
2025-05-22,30.7380281690141
2025-05-23,30.7380281690141
2025-05-24,26.54647887323945
2025-05-25,23.752112676056353
2025-05-26,26.54647887323945
2025-05-27,33.5323943661972
2025-05-28,37.72394366197185
2025-05-29,37.72394366197185
2025-05-30,34.92957746478875
2025-05-31,30.7380281690141
2025-06-01,27.943661971831002
2025-06-02,32.135211267605655
2025-06-03,33.5323943661972
2025-06-04,33.5323943661972
2025-06-05,33.5323943661972
2025-06-06,30.7380281690141
2025-06-07,23.752112676056353
2025-06-08,25.149295774647904
2025-06-09,32.135211267605655
2025-06-10,33.5323943661972
2025-06-11,30.7380281690141
2025-06-12,30.7380281690141
2025-06-13,30.7380281690141
2025-06-14,25.149295774647904
2025-06-15,22.3549295774648
2025-06-16,30.7380281690141
2025-06-17,32.135211267605655
2025-06-18,32.135211267605655
2025-06-19,27.943661971831002
2025-06-20,29.340845070422553
2025-06-21,26.54647887323945
2025-06-22,22.3549295774648
2025-06-23,29.340845070422553
2025-06-24,29.340845070422553
2025-06-25,29.340845070422553
2025-06-26,32.135211267605655
2025-06-27,29.340845070422553
2025-06-28,25.149295774647904
2025-06-29,26.54647887323945
2025-06-30,29.340845070422553
2025-07-01,32.135211267605655
2025-07-02,32.135211267605655
2025-07-03,30.7380281690141
2025-07-04,26.54647887323945
2025-07-05,26.54647887323945
2025-07-06,27.943661971831002
2025-07-07,32.135211267605655
2025-07-08,36.326760563380304
2025-07-09,30.7380281690141
2025-07-10,32.135211267605655
2025-07-11,32.135211267605655
2025-07-12,27.943661971831002
2025-07-13,26.54647887323945
2025-07-14,36.326760563380304
2025-07-15,34.92957746478875
2025-07-16,34.92957746478875
2025-07-17,33.5323943661972
2025-07-18,32.135211267605655
2025-07-19,26.54647887323945
2025-07-20,47.504225352112705
2025-07-21,47.504225352112705
2025-07-22,41.9154929577465
2025-07-23,36.326760563380304
2025-07-24,36.326760563380304
2025-07-25,34.92957746478875
2025-07-26,30.7380281690141
2025-07-27,26.54647887323945
2025-07-28,32.135211267605655
2025-07-29,34.92957746478875
2025-07-30,34.92957746478875
2025-07-31,33.5323943661972
2025-08-01,32.135211267605655
2025-08-02,29.340845070422553
2025-08-03,27.943661971831002
2025-08-04,27.943661971831002
2025-08-05,34.92957746478875
2025-08-06,36.326760563380304
2025-08-07,34.92957746478875
2025-08-08,30.7380281690141
2025-08-09,26.54647887323945
2025-08-10,29.340845070422553
2025-08-11,34.92957746478875
2025-08-12,32.135211267605655
2025-08-13,34.92957746478875
2025-08-14,34.92957746478875
2025-08-15,33.5323943661972
2025-08-16,29.340845070422553
2025-08-17,25.149295774647904
2025-08-18,29.340845070422553
2025-08-19,36.326760563380304
2025-08-20,36.326760563380304
2025-08-21,34.92957746478875
2025-08-22,32.135211267605655
2025-08-23,26.54647887323945
2025-08-24,25.149295774647904
2025-08-25,30.7380281690141
2025-08-26,30.7380281690141
2025-08-27,34.92957746478875
2025-08-28,32.135211267605655
2025-08-29,30.7380281690141
2025-08-30,27.943661971831002
2025-08-31,25.149295774647904
2025-09-01,25.149295774647904
2025-09-02,33.5323943661972
2025-09-03,34.92957746478875
2025-09-04,34.92957746478875
2025-09-05,30.7380281690141
2025-09-06,27.943661971831002
2025-09-07,25.149295774647904
2025-09-08,36.326760563380304
2025-09-09,37.72394366197185
2025-09-10,33.5323943661972
2025-09-11,33.5323943661972
2025-09-12,33.5323943661972
2025-09-13,27.943661971831002
2025-09-14,26.54647887323945
2025-09-15,34.92957746478875
2025-09-16,34.92957746478875
2025-09-17,34.92957746478875
2025-09-18,37.72394366197185
2025-09-19,34.92957746478875
2025-09-20,29.340845070422553
2025-09-21,25.149295774647904
2025-09-22,37.72394366197185
2025-09-23,37.72394366197185
2025-09-24,34.92957746478875
2025-09-25,36.326760563380304
2025-09-26,34.92957746478875
2025-09-27,29.340845070422553
2025-09-28,26.54647887323945
2025-09-29,36.326760563380304
2025-09-30,39.1211267605634
2025-10-01,36.326760563380304
2025-10-02,37.72394366197185
2025-10-03,34.92957746478875
2025-10-04,29.340845070422553
2025-10-05,25.149295774647904
2025-10-06,34.92957746478875
2025-10-07,36.326760563380304
2025-10-08,37.72394366197185
2025-10-09,37.72394366197185
2025-10-10,36.326760563380304
2025-10-11,27.943661971831002
2025-10-12,29.340845070422553
2025-10-13,34.92957746478875
2025-10-14,40.518309859154954
2025-10-15,43.312676056338056
2025-10-16,37.72394366197185
2025-10-17,34.92957746478875
2025-10-18,29.340845070422553
2025-10-19,25.149295774647904
2025-10-20,34.92957746478875
2025-10-21,40.518309859154954
2025-10-22,34.92957746478875
2025-10-23,40.518309859154954
2025-10-24,36.326760563380304
2025-10-25,27.943661971831002
2025-10-26,25.149295774647904
2025-10-27,33.5323943661972
2025-10-28,34.92957746478875
2025-10-29,33.5323943661972
2025-10-30,33.5323943661972
2025-10-31,32.135211267605655
2025-11-01,27.943661971831002
2025-11-02,26.54647887323945
2025-11-03,36.326760563380304
2025-11-04,37.72394366197185
2025-11-05,36.326760563380304
2025-11-06,37.72394366197185
2025-11-07,34.92957746478875
2025-11-08,27.943661971831002
2025-11-09,27.943661971831002
2025-11-10,37.72394366197185
2025-11-11,40.518309859154954
2025-11-12,40.518309859154954
2025-11-13,39.1211267605634
2025-11-14,40.518309859154954
2025-11-15,32.135211267605655
2025-11-16,27.943661971831002
2025-11-17,36.326760563380304
2025-11-18,39.1211267605634
2025-11-19,39.1211267605634
2025-11-20,36.326760563380304
2025-11-21,37.72394366197185
2025-11-22,29.340845070422553
2025-11-23,26.54647887323945
2025-11-24,32.135211267605655
2025-11-25,34.92957746478875
2025-11-26,30.7380281690141
2025-11-27,22.3549295774648
2025-11-28,25.149295774647904
2025-11-29,26.54647887323945
2025-11-30,29.340845070422553
2025-12-01,36.326760563380304
2025-12-02,40.518309859154954
2025-12-03,36.326760563380304
2025-12-04,43.312676056338056
2025-12-05,36.326760563380304
2025-12-06,33.5323943661972
2025-12-07,30.7380281690141
2025-12-08,39.1211267605634
2025-12-09,39.1211267605634
2025-12-10,37.72394366197185
2025-12-11,39.645070422535234
2025-12-12,38.97558685446012
2025-12-13,32.135211267605655
2025-12-14,25.29483568075119
2025-12-15,36.23943661971833
2025-12-16,37.607511737089226
2025-12-17,38.97558685446012
2025-12-18,38.97558685446012
2025-12-19,37.607511737089226
2025-12-20,32.80469483568077
2025-12-21,26.66291079812208
2025-12-22,33.50328638497655
2025-12-23,33.50328638497655
2025-12-24,28.030985915492977
2025-12-25,23.9267605633803
2025-12-26,32.135211267605655
2025-12-27,31.436619718309878
2025-12-28,30.76713615023476
2025-12-29,39.645070422535234
2025-12-30,45.117370892018805
2025-12-31,38.97558685446012
2026-01-01,32.135211267605655
2026-01-02,38.27699530516434
2026-01-03,42.38122065727702
2026-01-04,38.97558685446012
2026-01-05,47.8535211267606
2026-01-06,49.22159624413148
2026-01-07,49.92018779342726
2026-01-08,48.55211267605637
2026-01-09,49.54178403755871
2026-01-10,40.16901408450707
2026-01-11,37.49107981220659
2026-01-12,48.20281690140848
2026-01-13,50.88075117370895
2026-01-14,53.55868544600942
2026-01-15,54.89765258215966
2026-01-16,57.57558685446013
2026-01-17,46.863849765258244
2026-01-18,41.5079812206573
2026-01-19,44.185915492957776
2026-01-20,56.236619718309896
2026-01-21,61.592488262910834
2026-01-22,56.236619718309896
2026-01-23,54.89765258215966
2026-01-24,49.54178403755871
2026-01-25,42.84694835680754
2026-01-26,56.236619718309896
2026-01-27,66.94835680751177
2026-01-28,68.28732394366202
2026-01-29,68.28732394366202
2026-01-30,65.60938967136154
2026-01-31,60.2535211267606
2026-02-01,57.57558685446013
2026-02-02,64.27042253521131
2026-02-03,69.62629107981225
2026-02-04,65.60938967136154
2026-02-05,61.592488262910834
2026-02-06,62.93145539906107
2026-02-07,54.89765258215966
2026-02-08,49.54178403755871
2026-02-09,53.55868544600942
2026-02-10,61.592488262910834
2026-02-11,62.93145539906107
2026-02-12,60.2535211267606
2026-02-13,57.57558685446013
2026-02-14,52.21971830985919
2026-02-15,45.524882629108006
2026-02-16,53.55868544600942
2026-02-17,57.57558685446013
2026-02-18,61.592488262910834
2026-02-19,65.60938967136154
2026-02-20,60.2535211267606
2026-02-21,61.592488262910834
2026-02-22,48.20281690140848
2026-02-23,60.2535211267606
2026-02-24,66.94835680751177
2026-02-25,64.27042253521131
2026-02-26,61.592488262910834
2026-02-27,58.914553990610365
2026-02-28,54.89765258215966
2026-03-01,48.20281690140848
2026-03-02,57.57558685446013
2026-03-03,58.914553990610365
2026-03-04,57.57558685446013
2026-03-05,58.914553990610365
2026-03-06,58.914553990610365
2026-03-07,52.21971830985919
2026-03-08,48.20281690140848
2026-03-09,60.2535211267606
2026-03-10,58.914553990610365
2026-03-11,58.914553990610365
2026-03-12,57.57558685446013
2026-03-13,54.89765258215966
2026-03-14,48.20281690140848
2026-03-15,45.524882629108006
2026-03-16,56.236619718309896
2026-03-17,54.89765258215966
2026-03-18,56.236619718309896
2026-03-19,57.57558685446013
2026-03-20,54.89765258215966
2026-03-21,49.54178403755871
2026-03-22,46.863849765258244
2026-03-23,61.592488262910834
2026-03-24,62.93145539906107
2026-03-25,58.914553990610365
2026-03-26,54.89765258215966
2026-03-27,54.89765258215966
2026-03-28,46.863849765258244
2026-03-29,48.20281690140848
2026-03-30,57.57558685446013
2026-03-31,60.2535211267606
2026-04-01,62.93145539906107
2026-04-02,58.914553990610365
2026-04-03,56.236619718309896
2026-04-04,54.89765258215966
2026-04-05,49.54178403755871
2026-04-06,66.94835680751177
2026-04-07,72.30422535211272
2026-04-08,70.96525821596248
2026-04-09,70.96525821596248
2026-04-10,69.62629107981225
2026-04-11,65.60938967136154
2026-04-12,73.64319248826295
2026-04-13,93.72769953051649
2026-04-14,121.84600938967144
2026-04-15,133.89671361502354
2026-04-16,111.13427230046955
2026-04-17,60.2535211267606
2026-04-18,44.185915492957776
2026-04-19,40.16901408450707
2026-04-20,52.21971830985919
2026-04-21,54.89765258215966
2026-04-22,49.54178403755871
2026-04-23,50.88075117370895
2026-04-24,42.84694835680754
2026-04-25,40.16901408450707
2026-04-26,36.15211267605636
2026-04-27,54.89765258215966
2026-04-28,52.21971830985919
2026-04-29,50.88075117370895
2026-04-30,49.54178403755871
2026-05-01,50.88075117370895
2026-05-02,41.5079812206573
2026-05-03,38.83004694835683
2026-05-04,49.54178403755871
2026-05-05,45.524882629108006
2026-05-06,48.20281690140848
2026-05-07,49.54178403755871
2026-05-08,49.54178403755871
2026-05-09,37.49107981220659
2026-05-10,32.135211267605655
2026-05-11,44.185915492957776
2026-05-12,44.185915492957776
2026-05-13,42.84694835680754
2026-05-14,46.863849765258244
2026-05-15,46.863849765258244
2026-05-16,33.474178403755886
2026-05-17,32.135211267605655
2026-05-18,44.185915492957776
2026-05-19,42.84694835680754
2026-05-20,46.863849765258244
2026-05-21,44.185915492957776
2026-05-22,40.16901408450707
2026-05-23,33.474178403755886
2026-05-24,32.135211267605655
2026-05-25,36.15211267605636
2026-05-26,45.524882629108006
2026-05-27,48.20281690140848
2026-05-28,45.524882629108006
2026-05-29,44.185915492957776
2026-05-30,36.15211267605636
2026-05-31,36.15211267605636
