Time,owe
2023-04-20,37.050000000000004
2023-04-21,31.35
2023-04-22,24.700000000000003
2023-04-23,24.700000000000003
2023-04-24,31.35
2023-04-25,32.300000000000004
2023-04-26,30.547183098591553
2023-04-27,28.767605633802823
2023-04-28,26.573239436619723
2023-04-29,21.916901408450705
2023-04-30,23.69647887323944
2023-05-01,30.339788732394368
2023-05-02,33.216549295774655
2023-05-03,29.450000000000003
2023-05-04,32.119366197183105
2023-05-05,26.573239436619723
2023-05-06,22.80669014084507
2023-05-07,20.612323943661977
2023-05-08,26.573239436619723
2023-05-09,28.767605633802823
2023-05-10,25.683450704225354
2023-05-11,29.450000000000003
2023-05-12,26.365845070422537
2023-05-13,20.819718309859155
2023-05-14,21.02711267605634
2023-05-15,26.573239436619723
2023-05-16,28.352816901408453
2023-05-17,27.67042253521127
2023-05-18,25.683450704225354
2023-05-19,27.87781690140845
2023-05-20,21.916901408450705
2023-05-21,21.709507042253524
2023-05-22,25.00105633802817
2023-05-23,27.67042253521127
2023-05-24,26.780633802816904
2023-05-25,24.47253521126761
2023-05-26,25.302112676056343
2023-05-27,19.90985915492958
2023-05-28,20.73943661971831
2023-05-29,21.15422535211268
2023-05-30,24.05774647887324
2023-05-31,24.887323943661976
2023-06-01,24.887323943661976
2023-06-02,24.47253521126761
2023-06-03,21.569014084507046
2023-06-04,21.15422535211268
2023-06-05,24.05774647887324
2023-06-06,25.716901408450706
2023-06-07,24.47253521126761
2023-06-08,24.47253521126761
2023-06-09,23.22816901408451
2023-06-10,21.15422535211268
2023-06-11,19.90985915492958
2023-06-12,25.716901408450706
2023-06-13,24.887323943661976
2023-06-14,24.05774647887324
2023-06-15,23.642957746478878
2023-06-16,24.47253521126761
2023-06-17,19.495070422535214
2023-06-18,18.66549295774648
2023-06-19,21.569014084507046
2023-06-20,24.05774647887324
2023-06-21,23.22816901408451
2023-06-22,23.22816901408451
2023-06-23,22.813380281690144
2023-06-24,19.90985915492958
2023-06-25,18.250704225352116
2023-06-26,24.47253521126761
2023-06-27,26.961267605633807
2023-06-28,22.813380281690144
2023-06-29,23.642957746478878
2023-06-30,24.05774647887324
2023-07-01,19.90985915492958
2023-07-02,19.90985915492958
2023-07-03,21.983802816901413
2023-07-04,20.32464788732395
2023-07-05,22.813380281690144
2023-07-06,24.05774647887324
2023-07-07,22.398591549295777
2023-07-08,22.398591549295777
2023-07-09,19.90985915492958
2023-07-10,25.302112676056343
2023-07-11,24.887323943661976
2023-07-12,22.813380281690144
2023-07-13,24.887323943661976
2023-07-14,23.642957746478878
2023-07-15,20.73943661971831
2023-07-16,19.495070422535214
2023-07-17,23.642957746478878
2023-07-18,24.05774647887324
2023-07-19,26.131690140845073
2023-07-20,24.05774647887324
2023-07-21,24.05774647887324
2023-07-22,19.495070422535214
2023-07-23,19.495070422535214
2023-07-24,24.47253521126761
2023-07-25,25.716901408450706
2023-07-26,26.961267605633807
2023-07-27,22.398591549295777
2023-07-28,22.813380281690144
2023-07-29,21.983802816901413
2023-07-30,20.32464788732395
2023-07-31,24.05774647887324
2023-08-01,23.642957746478878
2023-08-02,23.22816901408451
2023-08-03,24.47253521126761
2023-08-04,22.813380281690144
2023-08-05,19.90985915492958
2023-08-06,17.006338028169015
2023-08-07,25.302112676056343
2023-08-08,24.47253521126761
2023-08-09,24.887323943661976
2023-08-10,25.302112676056343
2023-08-11,23.642957746478878
2023-08-12,20.32464788732395
2023-08-13,19.080281690140847
2023-08-14,23.642957746478878
2023-08-15,25.302112676056343
2023-08-16,25.716901408450706
2023-08-17,24.47253521126761
2023-08-18,24.887323943661976
2023-08-19,20.73943661971831
2023-08-20,20.32464788732395
2023-08-21,24.05774647887324
2023-08-22,26.54647887323944
2023-08-23,28.205633802816905
2023-08-24,26.131690140845073
2023-08-25,24.887323943661976
2023-08-26,20.73943661971831
2023-08-27,20.32464788732395
2023-08-28,24.05774647887324
2023-08-29,25.302112676056343
2023-08-30,25.302112676056343
2023-08-31,24.47253521126761
2023-09-01,24.05774647887324
2023-09-02,19.90985915492958
2023-09-03,17.83591549295775
2023-09-04,19.90985915492958
2023-09-05,25.302112676056343
2023-09-06,25.302112676056343
2023-09-07,25.302112676056343
2023-09-08,23.22816901408451
2023-09-09,19.90985915492958
2023-09-10,19.080281690140847
2023-09-11,24.887323943661976
2023-09-12,25.302112676056343
2023-09-13,26.54647887323944
2023-09-14,25.716901408450706
2023-09-15,24.47253521126761
2023-09-16,19.495070422535214
2023-09-17,19.495070422535214
2023-09-18,24.47253521126761
2023-09-19,24.887323943661976
2023-09-20,26.131690140845073
2023-09-21,27.376056338028175
2023-09-22,26.54647887323944
2023-09-23,19.080281690140847
2023-09-24,21.15422535211268
2023-09-25,25.302112676056343
2023-09-26,26.54647887323944
2023-09-27,24.887323943661976
2023-09-28,26.961267605633807
2023-09-29,26.131690140845073
2023-09-30,22.813380281690144
2023-10-01,20.73943661971831
2023-10-02,26.54647887323944
2023-10-03,27.790845070422538
2023-10-04,26.131690140845073
2023-10-05,29.450000000000003
2023-10-06,25.302112676056343
2023-10-07,21.569014084507046
2023-10-08,19.080281690140847
2023-10-09,24.887323943661976
2023-10-10,25.716901408450706
2023-10-11,26.961267605633807
2023-10-12,26.961267605633807
2023-10-13,28.205633802816905
2023-10-14,21.15422535211268
2023-10-15,24.05774647887324
2023-10-16,33.59788732394367
2023-10-17,28.620422535211272
2023-10-18,25.716901408450706
2023-10-19,25.302112676056343
2023-10-20,26.54647887323944
2023-10-21,20.73943661971831
2023-10-22,19.90985915492958
2023-10-23,25.716901408450706
2023-10-24,28.620422535211272
2023-10-25,25.302112676056343
2023-10-26,24.05774647887324
2023-10-27,23.22816901408451
2023-10-28,19.495070422535214
2023-10-29,17.421126760563382
2023-10-30,24.887323943661976
2023-10-31,24.887323943661976
2023-11-01,25.716901408450706
2023-11-02,24.47253521126761
2023-11-03,25.302112676056343
2023-11-04,20.73943661971831
2023-11-05,20.73943661971831
2023-11-06,27.790845070422538
2023-11-07,26.131690140845073
2023-11-08,25.716901408450706
2023-11-09,26.131690140845073
2023-11-10,25.716901408450706
2023-11-11,19.495070422535214
2023-11-12,18.250704225352116
2023-11-13,26.54647887323944
2023-11-14,26.131690140845073
2023-11-15,27.790845070422538
2023-11-16,26.54647887323944
2023-11-17,24.887323943661976
2023-11-18,18.66549295774648
2023-11-19,17.421126760563382
2023-11-20,23.22816901408451
2023-11-21,22.813380281690144
2023-11-22,21.15422535211268
2023-11-23,14.932394366197185
2023-11-24,16.59154929577465
2023-11-25,17.83591549295775
2023-11-26,19.080281690140847
2023-11-27,25.716901408450706
2023-11-28,25.716901408450706
2023-11-29,27.790845070422538
2023-11-30,26.131690140845073
2023-12-01,24.887323943661976
2023-12-02,21.15422535211268
2023-12-03,19.495070422535214
2023-12-04,26.131690140845073
2023-12-05,26.961267605633807
2023-12-06,29.03521126760564
2023-12-07,26.961267605633807
2023-12-08,27.376056338028175
2023-12-09,20.73943661971831
2023-12-10,18.66549295774648
2023-12-11,27.790845070422538
2023-12-12,27.376056338028175
2023-12-13,26.131690140845073
2023-12-14,25.716901408450706
2023-12-15,25.302112676056343
2023-12-16,21.15422535211268
2023-12-17,18.66549295774648
2023-12-18,25.716901408450706
2023-12-19,25.716901408450706
2023-12-20,25.716901408450706
2023-12-21,25.302112676056343
2023-12-22,25.113572343149812
2023-12-23,21.437035851472476
2023-12-24,17.967893725992322
2023-12-25,15.724263764404613
2023-12-26,21.851824583866843
2023-12-27,25.113572343149812
2023-12-28,27.77199103713189
2023-12-29,27.564596670934705
2023-12-30,23.07733674775929
2023-12-31,20.41891805377721
2024-01-01,20.41891805377721
2024-01-02,27.979385403329072
2024-01-03,34.7102752880922
2024-01-04,33.899551856594115
2024-01-05,32.67403969270167
2024-01-06,27.564596670934705
2024-01-07,21.851824583866843
2024-01-08,32.259250960307305
2024-01-09,31.655921895006408
2024-01-10,33.48476312419975
2024-01-11,37.576088348271455
2024-01-12,34.917669654289384
2024-01-13,27.979385403329072
2024-01-14,24.09545454545455
2024-01-15,28.79010883482715
2024-01-16,33.899551856594115
2024-01-17,38.8016005121639
2024-01-18,39.81971830985917
2024-01-19,41.252624839948794
2024-01-20,36.19974391805379
2024-01-21,32.57976952624841
2024-01-22,39.81971830985917
2024-01-23,47.059667093469926
2024-01-24,49.47298335467351
2024-01-25,48.26632522407172
2024-01-26,48.26632522407172
2024-01-27,47.059667093469926
2024-01-28,44.646350832266336
2024-01-29,55.50627400768248
2024-01-30,65.15953905249683
2024-01-31,57.91959026888606
2024-02-01,56.712932138284266
2024-02-02,53.09295774647889
2024-02-03,50.679641485275305
2024-02-04,42.23303457106275
2024-02-05,53.09295774647889
2024-02-06,55.50627400768248
2024-02-07,50.679641485275305
2024-02-08,47.059667093469926
2024-02-09,43.43969270166455
2024-02-10,41.02637644046096
2024-02-11,33.7864276568502
2024-02-12,41.02637644046096
2024-02-13,44.646350832266336
2024-02-14,41.02637644046096
2024-02-15,43.43969270166455
2024-02-16,47.059667093469926
2024-02-17,49.47298335467351
2024-02-18,43.43969270166455
2024-02-19,47.059667093469926
2024-02-20,49.47298335467351
2024-02-21,48.26632522407172
2024-02-22,48.26632522407172
2024-02-23,44.646350832266336
2024-02-24,41.02637644046096
2024-02-25,38.613060179257374
2024-02-26,48.26632522407172
2024-02-27,47.059667093469926
2024-02-28,41.02637644046096
2024-02-29,43.43969270166455
2024-03-01,41.02637644046096
2024-03-02,38.613060179257374
2024-03-03,34.993085787451996
2024-03-04,49.47298335467351
2024-03-05,55.50627400768248
2024-03-06,57.91959026888606
2024-03-07,41.02637644046096
2024-03-08,41.02637644046096
2024-03-09,38.613060179257374
2024-03-10,33.7864276568502
2024-03-11,44.646350832266336
2024-03-12,41.02637644046096
2024-03-13,41.02637644046096
2024-03-14,39.81971830985917
2024-03-15,39.81971830985917
2024-03-16,34.993085787451996
2024-03-17,33.7864276568502
2024-03-18,43.43969270166455
2024-03-19,42.23303457106275
2024-03-20,41.02637644046096
2024-03-21,41.02637644046096
2024-03-22,42.23303457106275
2024-03-23,39.81971830985917
2024-03-24,37.40640204865558
2024-03-25,42.23303457106275
2024-03-26,44.646350832266336
2024-03-27,42.23303457106275
2024-03-28,43.43969270166455
2024-03-29,39.81971830985917
2024-03-30,33.7864276568502
2024-03-31,34.993085787451996
2024-04-01,45.85300896286813
2024-04-02,47.059667093469926
2024-04-03,45.85300896286813
2024-04-04,47.059667093469926
2024-04-05,43.43969270166455
2024-04-06,41.02637644046096
2024-04-07,42.23303457106275
2024-04-08,48.26632522407172
2024-04-09,55.50627400768248
2024-04-10,57.91959026888606
2024-04-11,60.332906530089645
2024-04-12,69.98617157490399
2024-04-13,63.95288092189502
2024-04-14,85.6727272727273
2024-04-15,120.66581306017929
2024-04-16,91.70601792573626
2024-04-17,42.23303457106275
2024-04-18,36.19974391805379
2024-04-19,34.993085787451996
2024-04-20,28.95979513444303
2024-04-21,25.339820742637652
2024-04-22,33.7864276568502
2024-04-23,34.993085787451996
2024-04-24,34.993085787451996
2024-04-25,32.57976952624841
2024-04-26,28.95979513444303
2024-04-27,24.13316261203586
2024-04-28,22.926504481434065
2024-04-29,31.373111395646617
2024-04-30,36.19974391805379
2024-05-01,33.7864276568502
2024-05-02,28.95979513444303
2024-05-03,28.95979513444303
2024-05-04,24.13316261203586
2024-05-05,21.719846350832274
2024-05-06,30.166453265044822
2024-05-07,33.7864276568502
2024-05-08,28.95979513444303
2024-05-09,30.166453265044822
2024-05-10,28.95979513444303
2024-05-11,24.13316261203586
2024-05-12,20.51318822023048
2024-05-13,30.166453265044822
2024-05-14,30.166453265044822
2024-05-15,28.95979513444303
2024-05-16,28.95979513444303
2024-05-17,28.95979513444303
2024-05-18,21.719846350832274
2024-05-19,20.51318822023048
2024-05-20,27.75313700384124
2024-05-21,28.95979513444303
2024-05-22,27.75313700384124
2024-05-23,27.75313700384124
2024-05-24,26.546478873239444
2024-05-25,20.51318822023048
2024-05-26,20.51318822023048
2024-05-27,21.719846350832274
2024-05-28,26.546478873239444
2024-05-29,28.95979513444303
2024-05-30,27.75313700384124
2024-05-31,27.75313700384124
2024-06-01,21.719846350832274
2024-06-02,22.926504481434065
2024-06-03,27.75313700384124
2024-06-04,28.95979513444303
2024-06-05,26.546478873239444
2024-06-06,27.75313700384124
2024-06-07,27.75313700384124
2024-06-08,22.926504481434065
2024-06-09,20.51318822023048
2024-06-10,27.75313700384124
2024-06-11,27.75313700384124
2024-06-12,25.339820742637652
2024-06-13,26.546478873239444
2024-06-14,28.95979513444303
2024-06-15,22.926504481434065
2024-06-16,22.926504481434065
2024-06-17,26.546478873239444
2024-06-18,27.75313700384124
2024-06-19,26.546478873239444
2024-06-20,26.546478873239444
2024-06-21,26.546478873239444
2024-06-22,21.719846350832274
2024-06-23,20.51318822023048
2024-06-24,26.546478873239444
2024-06-25,30.166453265044822
2024-06-26,27.75313700384124
2024-06-27,26.546478873239444
2024-06-28,26.546478873239444
2024-06-29,24.13316261203586
2024-06-30,20.51318822023048
2024-07-01,25.339820742637652
2024-07-02,28.95979513444303
2024-07-03,24.13316261203586
2024-07-04,20.51318822023048
2024-07-05,21.719846350832274
2024-07-06,20.51318822023048
2024-07-07,21.719846350832274
2024-07-08,25.339820742637652
2024-07-09,24.13316261203586
2024-07-10,26.546478873239444
2024-07-11,26.546478873239444
2024-07-12,26.546478873239444
2024-07-13,21.719846350832274
2024-07-14,19.306530089628687
2024-07-15,25.339820742637652
2024-07-16,26.546478873239444
2024-07-17,25.339820742637652
2024-07-18,26.546478873239444
2024-07-19,25.339820742637652
2024-07-20,21.719846350832274
2024-07-21,20.51318822023048
2024-07-22,25.339820742637652
2024-07-23,25.339820742637652
2024-07-24,26.546478873239444
2024-07-25,26.546478873239444
2024-07-26,25.339820742637652
2024-07-27,21.719846350832274
2024-07-28,20.51318822023048
2024-07-29,24.13316261203586
2024-07-30,27.75313700384124
2024-07-31,27.75313700384124
2024-08-01,27.75313700384124
2024-08-02,25.339820742637652
2024-08-03,21.719846350832274
2024-08-04,21.719846350832274
2024-08-05,24.13316261203586
2024-08-06,24.13316261203586
2024-08-07,26.546478873239444
2024-08-08,25.339820742637652
2024-08-09,24.13316261203586
2024-08-10,25.339820742637652
2024-08-11,25.339820742637652
2024-08-12,26.546478873239444
2024-08-13,31.373111395646617
2024-08-14,28.95979513444303
2024-08-15,30.166453265044822
2024-08-16,28.95979513444303
2024-08-17,22.926504481434065
2024-08-18,22.640717029449434
2024-08-19,26.546478873239444
2024-08-20,27.84839948783612
2024-08-21,26.546478873239444
2024-08-22,25.244558258642776
2024-08-23,26.546478873239444
2024-08-24,22.640717029449434
2024-08-25,23.942637644046105
2024-08-26,26.546478873239444
2024-08-27,27.84839948783612
2024-08-28,27.84839948783612
2024-08-29,26.546478873239444
2024-08-30,25.244558258642776
2024-08-31,22.640717029449434
2024-09-01,20.73546734955186
2024-09-02,22.640717029449434
2024-09-03,26.546478873239444
2024-09-04,26.546478873239444
2024-09-05,26.546478873239444
2024-09-06,26.546478873239444
2024-09-07,21.33879641485276
2024-09-08,20.03687580025609
2024-09-09,28.451728553137016
2024-09-10,29.150320102432786
2024-09-11,28.451728553137016
2024-09-12,26.546478873239444
2024-09-13,27.84839948783612
2024-09-14,23.942637644046105
2024-09-15,20.03687580025609
2024-09-16,27.943661971831
2024-09-17,27.943661971831
2024-09-18,29.340845070422546
2024-09-19,32.13521126760565
2024-09-20,27.943661971831
2024-09-21,23.75211267605635
2024-09-22,20.957746478873247
2024-09-23,27.943661971831
2024-09-24,27.943661971831
2024-09-25,26.546478873239447
2024-09-26,26.546478873239447
2024-09-27,23.75211267605635
2024-09-28,22.354929577464798
2024-09-29,20.957746478873247
2024-09-30,27.943661971831
2024-10-01,27.943661971831
2024-10-02,27.943661971831
2024-10-03,27.943661971831
2024-10-04,27.943661971831
2024-10-05,22.354929577464798
2024-10-06,19.5605633802817
2024-10-07,25.149295774647896
2024-10-08,27.943661971831
2024-10-09,27.943661971831
2024-10-10,27.943661971831
2024-10-11,27.943661971831
2024-10-12,22.354929577464798
2024-10-13,22.354929577464798
2024-10-14,26.546478873239447
2024-10-15,39.1211267605634
2024-10-16,32.13521126760565
2024-10-17,36.3267605633803
2024-10-18,27.943661971831
2024-10-19,23.75211267605635
2024-10-20,20.957746478873247
2024-10-21,27.943661971831
2024-10-22,29.340845070422546
2024-10-23,27.943661971831
2024-10-24,30.738028169014097
2024-10-25,27.943661971831
2024-10-26,22.354929577464798
2024-10-27,20.957746478873247
2024-10-28,27.943661971831
2024-10-29,30.738028169014097
2024-10-30,29.340845070422546
2024-10-31,29.340845070422546
2024-11-01,29.340845070422546
2024-11-02,23.75211267605635
2024-11-03,23.75211267605635
2024-11-04,29.340845070422546
