Time,flights
2025-04-15,60
2025-04-16,61
2025-04-17,58
2025-04-18,55
2025-04-19,53
2025-04-20,58
2025-04-21,62
2025-04-22,59
2025-04-23,61
2025-04-24,58
2025-04-25,56
2025-04-26,51
2025-04-27,62
2025-04-28,60
2025-04-29,60
2025-04-30,58
2025-05-01,63
2025-05-02,59
2025-05-03,57
2025-05-04,71
2025-05-05,66
2025-05-06,68
2025-05-07,69
2025-05-08,63
2025-05-09,65
2025-05-10,59
2025-05-11,63
2025-05-12,68
2025-05-13,71
2025-05-14,66
2025-05-15,65
2025-05-16,62
2025-05-17,61
2025-05-18,66
2025-05-19,68
2025-05-20,71
2025-05-21,66
2025-05-22,70
2025-05-23,63
2025-05-24,63
2025-05-25,62
2025-05-26,74
2025-05-27,76
2025-05-28,72
2025-05-29,66
2025-05-30,65
2025-05-31,65
2025-06-01,67
2025-06-02,72
2025-06-03,76
2025-06-04,73
2025-06-05,70
2025-06-06,70
2025-06-07,64
2025-06-08,73
2025-06-09,72
2025-06-10,71
2025-06-11,71
2025-06-12,70
2025-06-13,66
2025-06-14,63
2025-06-15,67
2025-06-16,72
2025-06-17,71
2025-06-18,74
2025-06-19,69
2025-06-20,65
2025-06-21,62
2025-06-22,67
2025-06-23,72
2025-06-24,68
2025-06-25,67
2025-06-26,67
2025-06-27,67
2025-06-28,69
2025-06-29,69
2025-06-30,71
2025-07-01,72
2025-07-02,69
2025-07-03,65
2025-07-04,59
2025-07-05,56
2025-07-06,69
2025-07-07,70
2025-07-08,74
2025-07-09,75
2025-07-10,71
2025-07-11,69
2025-07-12,64
2025-07-13,73
2025-07-14,78
2025-07-15,75
2025-07-16,70
2025-07-17,78
2025-07-18,68
2025-07-19,71
2025-07-20,79
2025-07-21,82
2025-07-22,77
2025-07-23,77
2025-07-24,67
2025-07-25,70
2025-07-26,68
2025-07-27,77
2025-07-28,76
2025-07-29,82
2025-07-30,90
2025-07-31,87
2025-08-01,75
2025-08-02,66
2025-08-03,67
2025-08-04,66
2025-08-05,71
2025-08-06,71
2025-08-07,72
2025-08-08,69
2025-08-09,82
2025-08-10,90
2025-08-11,86
2025-08-12,71
2025-08-13,69
2025-08-14,70
2025-08-15,64
2025-08-16,60
2025-08-17,67
2025-08-18,70
2025-08-19,65
2025-08-20,64
2025-08-21,62
2025-08-22,58
2025-08-23,60
2025-08-24,66
2025-08-25,64
2025-08-26,63
2025-08-27,62
2025-08-28,61
2025-08-29,58
2025-08-30,58
2025-08-31,57
2025-09-01,66
2025-09-02,66
2025-09-03,64
2025-09-04,61
2025-09-05,59
2025-09-06,57
2025-09-07,57
2025-09-08,62
2025-09-09,62
2025-09-10,59
2025-09-11,56
2025-09-12,54
2025-09-13,57
2025-09-14,56
2025-09-15,62
2025-09-16,62
2025-09-17,61
2025-09-18,59
2025-09-19,59
2025-09-20,58
2025-09-21,61
2025-09-22,64
2025-09-23,58
2025-09-24,62
2025-09-25,59
2025-09-26,61
2025-09-27,58
2025-09-28,59
2025-09-29,61
2025-09-30,65
2025-10-01,62
2025-10-02,62
2025-10-03,57
2025-10-04,53
2025-10-05,58
2025-10-06,61
2025-10-07,60
2025-10-08,63
2025-10-09,63
2025-10-10,62
2025-10-11,58
2025-10-12,64
2025-10-13,68
2025-10-14,64
2025-10-15,72
2025-10-16,59
2025-10-17,56
2025-10-18,56
2025-10-19,61
2025-10-20,64
2025-10-21,61
2025-10-22,61
2025-10-23,59
2025-10-24,61
2025-10-25,53
2025-10-26,58
2025-10-27,61
2025-10-28,61
2025-10-29,60
2025-10-30,66
2025-10-31,57
2025-11-01,59
2025-11-02,69
2025-11-03,71
2025-11-04,71
2025-11-05,75
2025-11-06,100
2025-11-07,93
2025-11-08,79
2025-11-09,85
2025-11-10,77
2025-11-11,74
2025-11-12,68
2025-11-13,68
2025-11-14,61
2025-11-15,59
2025-11-16,70
2025-11-17,67
2025-11-18,68
2025-11-19,64
2025-11-20,65
2025-11-21,63
2025-11-22,61
2025-11-23,68
2025-11-24,65
2025-11-25,67
2025-11-26,65
2025-11-27,61
2025-11-28,64
2025-11-29,73
2025-11-30,82
2025-12-01,83
2025-12-02,93
2025-12-03,75
2025-12-04,70
2025-12-05,63
2025-12-06,65
2025-12-07,74
2025-12-08,71
2025-12-09,70
2025-12-10,64
2025-12-11,65
2025-12-12,65
2025-12-13,65
2025-12-14,70
2025-12-15,69
2025-12-16,64
2025-12-17,66
2025-12-18,66
2025-12-19,63
2025-12-20,64
2025-12-21,64
2025-12-22,65
2025-12-23,62
2025-12-24,56
2025-12-25,57
2025-12-26,75
2025-12-27,80
2025-12-28,81
2025-12-29,80
2025-12-30,78
2025-12-31,69
2026-01-01,72
2026-01-02,81
2026-01-03,98
2026-01-04,91
2026-01-05,84
2026-01-06,86
2026-01-07,81
2026-01-08,75
2026-01-09,74
