Time,flights
2023-04-26,81
2023-04-27,77
2023-04-28,69
2023-04-29,71
2023-04-30,79
2023-05-01,81
2023-05-02,82
2023-05-03,81
2023-05-04,74
2023-05-05,66
2023-05-06,67
2023-05-07,75
2023-05-08,81
2023-05-09,83
2023-05-10,80
2023-05-11,75
2023-05-12,77
2023-05-13,72
2023-05-14,74
2023-05-15,85
2023-05-16,88
2023-05-17,84
2023-05-18,80
2023-05-19,78
2023-05-20,74
2023-05-21,80
2023-05-22,80
2023-05-23,85
2023-05-24,82
2023-05-25,83
2023-05-26,75
2023-05-27,74
2023-05-28,71
2023-05-29,81
2023-05-30,87
2023-05-31,85
2023-06-01,81
2023-06-02,81
2023-06-03,75
2023-06-04,85
2023-06-05,88
2023-06-06,90
2023-06-07,92
2023-06-08,91
2023-06-09,77
2023-06-10,74
2023-06-11,83
2023-06-12,93
2023-06-13,91
2023-06-14,95
2023-06-15,91
2023-06-16,83
2023-06-17,78
2023-06-18,80
2023-06-19,89
2023-06-20,88
2023-06-21,86
2023-06-22,83
2023-06-23,79
2023-06-24,77
2023-06-25,86
2023-06-26,99
2023-06-27,100
2023-06-28,97
2023-06-29,91
2023-06-30,84
2023-07-01,75
2023-07-02,80
2023-07-03,76
2023-07-04,82
2023-07-05,83
2023-07-06,83
2023-07-07,84
2023-07-08,80
2023-07-09,88
2023-07-10,91
2023-07-11,85
2023-07-12,81
2023-07-13,81
2023-07-14,75
2023-07-15,76
2023-07-16,83
2023-07-17,86
2023-07-18,83
2023-07-19,79
2023-07-20,74
2023-07-21,74
2023-07-22,68
2023-07-23,72
2023-07-24,78
2023-07-25,80
2023-07-26,73
2023-07-27,71
2023-07-28,73
2023-07-29,70
2023-07-30,73
2023-07-31,76
2023-08-01,76
2023-08-02,75
2023-08-03,73
2023-08-04,72
2023-08-05,67
2023-08-06,74
2023-08-07,82
2023-08-08,79
2023-08-09,77
2023-08-10,72
2023-08-11,71
2023-08-12,65
2023-08-13,71
2023-08-14,73
2023-08-15,75
2023-08-16,73
2023-08-17,71
2023-08-18,67
2023-08-19,69
2023-08-20,76
2023-08-21,72
2023-08-22,76
2023-08-23,69
2023-08-24,67
2023-08-25,64
2023-08-26,61
2023-08-27,71
2023-08-28,75
2023-08-29,75
2023-08-30,72
2023-08-31,67
2023-09-01,62
2023-09-02,60
2023-09-03,62
2023-09-04,73
2023-09-05,75
2023-09-06,73
2023-09-07,69
2023-09-08,65
2023-09-09,66
2023-09-10,73
2023-09-11,75
2023-09-12,73
2023-09-13,69
2023-09-14,66
2023-09-15,62
2023-09-16,61
2023-09-17,65
2023-09-18,69
2023-09-19,72
2023-09-20,65
2023-09-21,62
2023-09-22,61
2023-09-23,62
2023-09-24,66
2023-09-25,74
2023-09-26,70
2023-09-27,69
2023-09-28,69
2023-09-29,64
2023-09-30,60
2023-10-01,65
2023-10-02,66
2023-10-03,69
2023-10-04,68
2023-10-05,65
2023-10-06,59
2023-10-07,63
2023-10-08,64
2023-10-09,69
2023-10-10,70
2023-10-11,65
2023-10-12,67
2023-10-13,58
2023-10-14,55
2023-10-15,64
2023-10-16,66
2023-10-17,67
2023-10-18,67
2023-10-19,66
2023-10-20,61
2023-10-21,57
2023-10-22,61
2023-10-23,65
2023-10-24,64
2023-10-25,62
2023-10-26,61
2023-10-27,55
2023-10-28,53
2023-10-29,56
2023-10-30,62
2023-10-31,62
2023-11-01,60
2023-11-02,63
2023-11-03,62
2023-11-04,58
2023-11-05,65
2023-11-06,68
2023-11-07,70
2023-11-08,67
2023-11-09,65
2023-11-10,64
2023-11-11,60
2023-11-12,65
2023-11-13,65
2023-11-14,68
2023-11-15,68
2023-11-16,65
2023-11-17,59
2023-11-18,61
2023-11-19,61
2023-11-20,64
2023-11-21,67
2023-11-22,64
2023-11-23,54
2023-11-24,66
2023-11-25,64
2023-11-26,75
2023-11-27,81
2023-11-28,99
2023-11-29,76
2023-11-30,67
2023-12-01,59
2023-12-02,62
2023-12-03,64
2023-12-04,67
2023-12-05,72
2023-12-06,66
2023-12-07,62
2023-12-08,59
2023-12-09,60
2023-12-10,67
2023-12-11,64
2023-12-12,65
2023-12-13,61
2023-12-14,60
2023-12-15,60
2023-12-16,65
2023-12-17,66
2023-12-18,64
2023-12-19,67
2023-12-20,65
2023-12-21,65
2023-12-22,61
2023-12-23,60
2023-12-24,58
2023-12-25,64
2023-12-26,91
2023-12-27,87
2023-12-28,79
2023-12-29,76
2023-12-30,71
2023-12-31,65
2024-01-01,77
2024-01-02,91
2024-01-03,93
2024-01-04,83
2024-01-05,82
2024-01-06,89
2024-01-07,90
2024-01-08,86
2024-01-09,98
2024-01-10,90
2024-01-11,83
2024-01-12,80
2024-01-13,79
2024-01-14,79
2024-01-15,87
2024-01-16,92
2024-01-17,87
2024-01-18,78
2024-01-19,78
2024-01-20,77
