Time,amber_rose
2022-07-12,17.0
2022-07-13,18.0
2022-07-14,22.0
2022-07-15,18.0
2022-07-16,23.0
2022-07-17,41.0
2022-07-18,38.0
2022-07-19,37.0
2022-07-20,31.0
2022-07-21,24.0
2022-07-22,19.0
2022-07-23,19.0
2022-07-24,22.0
2022-07-25,17.0
2022-07-26,100.0
2022-07-27,35.0
2022-07-28,26.0
2022-07-29,27.0
2022-07-30,27.0
2022-07-31,23.0
2022-08-01,21.0
2022-08-02,21.0
2022-08-03,25.0
2022-08-04,22.0
2022-08-05,21.0
2022-08-06,21.0
2022-08-07,20.0
2022-08-08,17.0
2022-08-09,25.0
2022-08-10,19.0
2022-08-11,21.0
2022-08-12,16.0
2022-08-13,23.0
2022-08-14,26.0
2022-08-15,16.0
2022-08-16,19.0
2022-08-17,21.0
2022-08-18,17.0
2022-08-19,17.0
2022-08-20,17.0
2022-08-21,22.0
2022-08-22,18.0
2022-08-23,18.0
2022-08-24,13.0
2022-08-25,15.0
2022-08-26,13.0
2022-08-27,19.0
2022-08-28,20.0
2022-08-29,16.18135764944276
2022-08-30,15.026849037487336
2022-08-31,20.144883485309016
2022-09-01,17.835866261398177
2022-09-02,18.663120567375888
2022-09-03,17.008611955420466
2022-09-04,18.9903748733536
2022-09-05,14.699594731509626
2022-09-06,15.026849037487336
2022-09-07,9.081560283687944
2022-09-08,10.236068895643363
2022-09-09,13.045086119554206
2022-09-10,15.026849037487336
2022-09-11,12.217831813576495
2022-09-12,12.217831813576495
2022-09-13,11.890577507598785
2022-09-14,13.045086119554206
2022-09-15,12.717831813576495
2022-09-16,14.699594731509626
2022-09-17,17.835866261398177
2022-09-18,11.890577507598785
2022-09-19,13.045086119554206
2022-09-20,11.063323201621074
2022-09-21,13.045086119554206
2022-09-22,11.890577507598785
2022-09-23,13.872340425531917
2022-09-24,13.872340425531917
2022-09-25,37.653495440729486
2022-09-26,41.61702127659575
2022-09-27,65.72543059777104
2022-09-28,37.30699088145897
2022-09-29,27.489361702127663
2022-09-30,20.944275582573457
2022-10-01,17.671732522796354
2022-10-02,13.744680851063832
2022-10-03,14.399189463019251
2022-10-04,14.399189463019251
2022-10-05,17.017223910840933
2022-10-06,12.43566362715299
2022-10-07,15.053698074974672
2022-10-08,19.635258358662615
2022-10-09,17.671732522796354
2022-10-10,15.053698074974672
2022-10-11,20.944275582573457
2022-10-12,15.053698074974672
2022-10-13,18.326241134751776
2022-10-14,17.017223910840933
2022-10-15,20.289766970618036
2022-10-16,20.289766970618036
2022-10-17,22.2532928064843
2022-10-18,17.017223910840933
2022-10-19,15.053698074974672
2022-10-20,13.744680851063832
2022-10-21,22.907801418439718
2022-10-22,52.36068895643364
2022-10-23,23.56231003039514
2022-10-24,15.053698074974672
2022-10-25,18.326241134751776
2022-10-26,22.907801418439718
2022-10-27,19.635258358662615
2022-10-28,26.18034447821682
2022-10-29,22.907801418439718
2022-10-30,22.2532928064843
2022-10-31,21.59878419452888
2022-11-01,18.980749746707197
2022-11-02,16.362715298885515
2022-11-03,50.397163120567384
2022-11-04,42.543059777102336
2022-11-05,27.489361702127663
2022-11-06,29.452887537993924
2022-11-07,41.888551165146914
2022-11-08,29.452887537993924
2022-11-09,22.907801418439718
2022-11-10,23.56231003039514
2022-11-11,18.326241134751776
2022-11-12,22.2532928064843
2022-11-13,17.017223910840933
2022-11-14,16.362715298885515
2022-11-15,17.017223910840933
2022-11-16,17.671732522796354
2022-11-17,13.744680851063832
2022-11-18,14.399189463019251
2022-11-19,17.017223910840933
2022-11-20,17.017223910840933
2022-11-21,18.980749746707197
2022-11-22,17.017223910840933
2022-11-23,15.708206686930094
2022-11-24,19.635258358662615
2022-11-25,18.980749746707197
2022-11-26,24.21681864235056
2022-11-27,22.2532928064843
2022-11-28,18.980749746707197
2022-11-29,23.56231003039514
2022-11-30,16.362715298885515
2022-12-01,17.017223910840933
2022-12-02,28.798378926038502
2022-12-03,30.107396149949345
2022-12-04,19.635258358662615
2022-12-05,17.671732522796354
2022-12-06,13.09017223910841
2022-12-07,14.399189463019251
2022-12-08,15.053698074974672
2022-12-09,13.09017223910841
2022-12-10,15.708206686930094
2022-12-11,17.671732522796354
2022-12-12,13.09017223910841
2022-12-13,16.362715298885515
2022-12-14,11.78115501519757
2022-12-15,18.980749746707197
2022-12-16,15.053698074974672
2022-12-17,16.362715298885515
2022-12-18,15.053698074974672
2022-12-19,15.053698074974672
2022-12-20,15.053698074974672
2022-12-21,17.671732522796354
2022-12-22,12.43566362715299
2022-12-23,15.708206686930094
2022-12-24,17.671732522796354
2022-12-25,22.2532928064843
2022-12-26,37.30699088145897
2022-12-27,38.616008105369815
2022-12-28,35.99797365754813
2022-12-29,26.18034447821682
2022-12-30,22.907801418439718
2022-12-31,22.2532928064843
2023-01-01,30.107396149949345
2023-01-02,42.543059777102336
2023-01-03,18.980749746707197
2023-01-04,17.017223910840933
2023-01-05,17.017223910840933
2023-01-06,13.744680851063832
2023-01-07,18.980749746707197
2023-01-08,18.980749746707197
2023-01-09,14.399189463019251
2023-01-10,15.053698074974672
2023-01-11,14.399189463019251
2023-01-12,13.744680851063832
2023-01-13,16.362715298885515
2023-01-14,16.362715298885515
2023-01-15,15.708206686930094
2023-01-16,13.744680851063832
2023-01-17,12.43566362715299
2023-01-18,13.744680851063832
2023-01-19,18.980749746707197
2023-01-20,16.362715298885515
2023-01-21,22.2532928064843
2023-01-22,21.59878419452888
2023-01-23,15.053698074974672
2023-01-24,12.43566362715299
2023-01-25,15.053698074974672
2023-01-26,17.017223910840933
2023-01-27,53.669706180344484
2023-01-28,49.74265450861196
2023-01-29,48.43363728470112
2023-01-30,37.961499493414394
2023-01-31,37.961499493414394
2023-02-01,37.961499493414394
2023-02-02,23.56231003039514
2023-02-03,20.944275582573457
2023-02-04,25.5258358662614
2023-02-05,23.56231003039514
2023-02-06,26.834853090172242
2023-02-07,44.5065856129686
2023-02-08,64.79635258358664
2023-02-09,45.815602836879435
2023-02-10,32.07092198581561
2023-02-11,28.143870314083085
2023-02-12,39.92502532928065
2023-02-13,28.798378926038502
2023-02-14,36.65248226950355
2023-02-15,32.72543059777103
2023-02-16,24.87132725430598
2023-02-17,20.944275582573457
2023-02-18,16.362715298885515
2023-02-19,20.289766970618036
2023-02-20,16.362715298885515
2023-02-21,17.017223910840933
2023-02-22,19.635258358662615
2023-02-23,20.944275582573457
2023-02-24,14.399189463019251
2023-02-25,18.326241134751776
2023-02-26,15.708206686930094
2023-02-27,13.744680851063832
2023-02-28,13.09017223910841
2023-03-01,13.09017223910841
2023-03-02,12.43566362715299
2023-03-03,13.09017223910841
2023-03-04,18.326241134751776
2023-03-05,19.635258358662615
2023-03-06,14.399189463019251
2023-03-07,17.671732522796354
2023-03-08,23.56231003039514
2023-03-09,22.907801418439718
2023-03-10,22.2532928064843
2023-03-11,19.635258358662615
2023-03-12,22.2532928064843
2023-03-13,14.399189463019251
2023-03-14,13.744680851063832
2023-03-15,14.399189463019251
2023-03-16,15.053698074974672
2023-03-17,17.017223910840933
2023-03-18,13.744680851063832
2023-03-19,18.980749746707197
2023-03-20,17.671732522796354
2023-03-21,16.362715298885515
2023-03-22,14.399189463019251
2023-03-23,15.053698074974672
2023-03-24,21.59878419452888
2023-03-25,22.2532928064843
2023-03-26,18.980749746707197
2023-03-27,12.43566362715299
2023-03-28,14.399189463019251
2023-03-29,13.744680851063832
2023-03-30,15.053698074974672
2023-03-31,16.362715298885515
2023-04-01,15.053698074974672
2023-04-02,13.744680851063832
2023-04-03,11.78115501519757
2023-04-04,12.43566362715299
2023-04-05,12.43566362715299
2023-04-06,11.78115501519757
2023-04-07,15.708206686930094
2023-04-08,15.053698074974672
2023-04-09,16.362715298885515
2023-04-10,15.053698074974672
2023-04-11,14.399189463019251
2023-04-12,11.78115501519757
2023-04-13,11.12664640324215
2023-04-14,12.43566362715299
2023-04-15,17.671732522796354
2023-04-16,18.980749746707197
2023-04-17,16.362715298885515
2023-04-18,11.12664640324215
2023-04-19,13.09017223910841
2023-04-20,15.053698074974672
2023-04-21,12.43566362715299
2023-04-22,15.708206686930094
2023-04-23,13.09017223910841
2023-04-24,11.78115501519757
2023-04-25,9.163120567375888
2023-04-26,13.157207571804031
2023-04-27,18.747344906503354
2023-04-28,13.925269974598397
2023-04-29,15.788649086164838
2023-04-30,13.925269974598397
2023-05-01,17.652028197731276
2023-05-02,17.979282503708987
2023-05-03,17.652028197731276
2023-05-04,12.061890863031955
2023-05-05,13.157207571804031
2023-05-06,16.11590339214255
2023-05-07,14.69333237739276
2023-05-08,13.157207571804031
2023-05-09,11.293828460237592
2023-05-10,10.853020363420935
2023-05-11,32.67261488110175
2023-05-12,51.41995978760511
2023-05-13,45.82982245290578
2023-05-14,33.440677283896115
2023-05-15,28.945856657968868
2023-05-16,26.314415143608063
2023-05-17,22.146848823658527
2023-05-18,20.283469712092085
2023-05-19,24.778290338019332
2023-05-20,20.283469712092085
2023-05-21,20.610724018069796
2023-05-22,18.420090600525644
2023-05-23,15.347840989348182
2023-05-24,16.556711488959202
2023-05-25,33.767931589873825
2023-05-26,41.435961100765574
2023-05-27,28.211718196265924
2023-05-28,27.330102002632614
2023-05-29,22.922021034466063
2023-05-30,16.750707679032892
2023-05-31,18.51394006629951
2023-06-01,22.040404840832753
2023-06-02,28.211718196265924
2023-06-03,25.566869615365995
2023-06-04,26.448485808999305
2023-06-05,25.566869615365995
2023-06-06,22.922021034466063
2023-06-07,22.922021034466063
2023-06-08,81.99030600789784
2023-06-09,88.16161936333101
2023-06-10,62.59474974796502
2023-06-11,47.607274456198745
2023-06-12,57.30505258616516
2023-06-13,41.435961100765574
2023-06-14,32.61979916443247
2023-06-15,32.61979916443247
2023-06-16,36.14626393896572
2023-06-17,31.738182970799166
2023-06-18,28.211718196265924
2023-06-19,25.566869615365995
2023-06-20,23.803637228099372
2023-06-21,22.040404840832753
2023-06-22,31.738182970799166
2023-06-23,24.685253421732682
2023-06-24,24.685253421732682
2023-06-25,25.566869615365995
2023-06-26,19.39555625993282
2023-06-27,14.987475291766271
2023-06-28,22.922021034466063
2023-06-29,23.803637228099372
2023-06-30,14.987475291766271
2023-07-01,16.750707679032892
2023-07-02,16.750707679032892
2023-07-03,15.869091485399583
2023-07-04,16.750707679032892
2023-07-05,13.224242904499652
2023-07-06,14.987475291766271
2023-07-07,14.987475291766271
2023-07-08,29.093334389899233
2023-07-09,43.19919348803219
2023-07-10,42.31757729439889
2023-07-11,35.264647745332404
2023-07-12,29.093334389899233
2023-07-13,22.040404840832753
2023-07-14,16.750707679032892
2023-07-15,20.277172453566134
2023-07-16,14.105859098132962
2023-07-17,14.987475291766271
2023-07-18,11.461010517233031
2023-07-19,14.105859098132962
2023-07-20,15.869091485399583
2023-07-21,20.277172453566134
2023-07-22,16.750707679032892
2023-07-23,16.750707679032892
2023-07-24,13.224242904499652
2023-07-25,10.579394323599722
2023-07-26,16.750707679032892
2023-07-27,19.39555625993282
2023-07-28,17.632323872666202
2023-07-29,15.869091485399583
2023-07-30,19.39555625993282
2023-07-31,14.105859098132962
2023-08-01,11.461010517233031
2023-08-02,16.750707679032892
2023-08-03,12.342626710866341
2023-08-04,16.750707679032892
2023-08-05,15.869091485399583
2023-08-06,21.158788647199444
2023-08-07,15.869091485399583
2023-08-08,16.750707679032892
2023-08-09,16.750707679032892
2023-08-10,15.869091485399583
2023-08-11,14.987475291766271
2023-08-12,19.39555625993282
2023-08-13,29.093334389899233
2023-08-14,28.211718196265924
2023-08-15,29.974950583532543
2023-08-16,20.277172453566134
2023-08-17,16.750707679032892
2023-08-18,14.105859098132962
2023-08-19,20.277172453566134
2023-08-20,22.040404840832753
2023-08-21,14.987475291766271
2023-08-22,16.750707679032892
2023-08-23,15.869091485399583
2023-08-24,15.869091485399583
2023-08-25,14.987475291766271
2023-08-26,20.277172453566134
2023-08-27,17.632323872666202
2023-08-28,15.869091485399583
2023-08-29,16.750707679032892
2023-08-30,14.987475291766271
2023-08-31,18.51394006629951
2023-09-01,21.158788647199444
2023-09-02,22.040404840832753
2023-09-03,22.040404840832753
2023-09-04,19.39555625993282
2023-09-05,15.869091485399583
2023-09-06,15.869091485399583
2023-09-07,17.632323872666202
2023-09-08,16.750707679032892
2023-09-09,20.277172453566134
2023-09-10,16.750707679032892
2023-09-11,14.105859098132962
2023-09-12,13.224242904499652
2023-09-13,14.105859098132962
2023-09-14,13.224242904499652
2023-09-15,11.461010517233031
2023-09-16,13.224242904499652
2023-09-17,14.987475291766271
2023-09-18,11.461010517233031
2023-09-19,12.342626710866341
2023-09-20,12.342626710866341
2023-09-21,11.461010517233031
2023-09-22,14.987475291766271
2023-09-23,10.579394323599722
2023-09-24,12.342626710866341
2023-09-25,13.224242904499652
2023-09-26,10.579394323599722
2023-09-27,11.461010517233031
2023-09-28,11.461010517233031
2023-09-29,14.987475291766271
2023-09-30,12.342626710866341
2023-10-01,11.461010517233031
2023-10-02,8.816161936333101
2023-10-03,9.69777812996641
2023-10-04,13.224242904499652
2023-10-05,11.461010517233031
2023-10-06,11.461010517233031
2023-10-07,16.750707679032892
2023-10-08,14.105859098132962
2023-10-09,13.224242904499652
2023-10-10,12.342626710866341
2023-10-11,15.869091485399583
2023-10-12,14.105859098132962
2023-10-13,11.461010517233031
2023-10-14,12.342626710866341
2023-10-15,14.987475291766271
2023-10-16,8.816161936333101
2023-10-17,13.224242904499652
2023-10-18,18.51394006629951
2023-10-19,13.224242904499652
2023-10-20,27.330102002632614
2023-10-21,37.909496326232336
2023-10-22,27.330102002632614
2023-10-23,14.987475291766271
2023-10-24,19.39555625993282
2023-10-25,22.922021034466063
2023-10-26,18.51394006629951
2023-10-27,18.51394006629951
2023-10-28,22.922021034466063
2023-10-29,22.040404840832753
2023-10-30,22.040404840832753
2023-10-31,19.39555625993282
2023-11-01,17.632323872666202
2023-11-02,19.39555625993282
2023-11-03,14.105859098132962
2023-11-04,14.105859098132962
2023-11-05,10.579394323599722
2023-11-06,11.461010517233031
2023-11-07,14.105859098132962
2023-11-08,16.750707679032892
2023-11-09,15.869091485399583
2023-11-10,16.750707679032892
2023-11-11,11.461010517233031
2023-11-12,10.579394323599722
2023-11-13,17.632323872666202
2023-11-14,8.816161936333101
2023-11-15,16.750707679032892
2023-11-16,22.040404840832753
2023-11-17,21.158788647199444
2023-11-18,14.987475291766271
2023-11-19,18.51394006629951
2023-11-20,16.750707679032892
2023-11-21,19.39555625993282
2023-11-22,24.685253421732682
2023-11-23,21.158788647199444
2023-11-24,16.750707679032892
2023-11-25,12.342626710866341
2023-11-26,16.750707679032892
2023-11-27,14.987475291766271
2023-11-28,15.869091485399583
2023-11-29,20.277172453566134
2023-11-30,16.750707679032892
2023-12-01,14.987475291766271
2023-12-02,20.277172453566134
2023-12-03,21.158788647199444
2023-12-04,14.105859098132962
2023-12-05,13.224242904499652
2023-12-06,15.869091485399583
2023-12-07,13.224242904499652
2023-12-08,14.987475291766271
2023-12-09,20.277172453566134
2023-12-10,19.39555625993282
2023-12-11,17.632323872666202
2023-12-12,14.105859098132962
2023-12-13,13.224242904499652
2023-12-14,16.750707679032892
2023-12-15,19.39555625993282
2023-12-16,14.105859098132962
2023-12-17,16.750707679032892
2023-12-18,15.869091485399583
2023-12-19,14.987475291766271
2023-12-20,15.869091485399583
2023-12-21,14.105859098132962
2023-12-22,8.375353839516446
2023-12-23,6.612121452249826
2023-12-24,7.052929549066481
2023-12-25,7.052929549066481
2023-12-26,7.052929549066481
2023-12-27,20.458681669902404
2023-12-28,33.68292457440205
2023-12-29,31.919692187135432
2023-12-30,24.866762638068955
2023-12-31,23.54433834761899
2024-01-01,21.78110596035237
2024-01-02,20.899489766719057
2024-01-03,52.378373857037836
2024-01-04,26.629995025335575
2024-01-05,21.78110596035237
2024-01-06,25.74837883170226
2024-01-07,23.103530250802333
2024-01-08,21.340297863535714
2024-01-09,7.493737645883136
2024-01-10,21.78110596035237
2024-01-11,23.985146444435642
2024-01-12,20.458681669902404
2024-01-13,20.017873573085748
2024-01-14,20.458681669902404
2024-01-15,8.375353839516446
2024-01-16,6.612121452249826
2024-01-17,6.612121452249826
2024-01-18,6.612121452249826
2024-01-19,7.493737645883136
2024-01-20,7.934545742699791
2024-01-21,0.0
2024-01-22,0.0
2024-01-23,22.403423273505293
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,22.403423273505293
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,22.403423273505293
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,67.21026982051588
2024-02-17,179.22738618804235
2024-02-18,67.21026982051588
2024-02-19,44.806846547010586
2024-02-20,22.403423273505293
2024-02-21,22.403423273505293
2024-02-22,22.403423273505293
2024-02-23,22.403423273505293
2024-02-24,22.403423273505293
2024-02-25,22.403423273505293
2024-02-26,22.403423273505293
2024-02-27,22.403423273505293
2024-02-28,22.403423273505293
2024-02-29,22.403423273505293
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,22.403423273505293
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,22.403423273505293
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,22.403423273505293
2024-03-14,22.403423273505293
2024-03-15,22.403423273505293
2024-03-16,22.403423273505293
2024-03-17,22.403423273505293
2024-03-18,22.403423273505293
2024-03-19,22.403423273505293
2024-03-20,22.403423273505293
2024-03-21,22.403423273505293
2024-03-22,22.403423273505293
2024-03-23,0.0
2024-03-24,22.403423273505293
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,22.403423273505293
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,22.403423273505293
2024-04-03,22.403423273505293
2024-04-04,22.403423273505293
2024-04-05,22.403423273505293
2024-04-06,22.403423273505293
2024-04-07,22.403423273505293
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,22.403423273505293
2024-04-14,22.403423273505293
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,22.403423273505293
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,22.403423273505293
2024-05-04,22.403423273505293
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,67.21026982051588
2024-05-22,22.403423273505293
2024-05-23,22.403423273505293
2024-05-24,22.403423273505293
2024-05-25,0.0
2024-05-26,22.403423273505293
2024-05-27,22.403423273505293
2024-05-28,0.0
2024-05-29,22.403423273505293
2024-05-30,0.0
2024-05-31,22.403423273505293
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.0
2024-06-08,44.806846547010586
2024-06-09,44.806846547010586
2024-06-10,22.403423273505293
2024-06-11,44.806846547010586
2024-06-12,22.403423273505293
2024-06-13,22.403423273505293
2024-06-14,22.403423273505293
2024-06-15,0.0
2024-06-16,22.403423273505293
2024-06-17,22.403423273505293
2024-06-18,22.403423273505293
2024-06-19,22.403423273505293
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,22.403423273505293
2024-06-23,22.403423273505293
2024-06-24,22.403423273505293
2024-06-25,22.403423273505293
2024-06-26,22.403423273505293
2024-06-27,22.403423273505293
2024-06-28,22.403423273505293
2024-06-29,22.403423273505293
2024-06-30,22.403423273505293
2024-07-01,22.403423273505293
2024-07-02,22.403423273505293
2024-07-03,22.403423273505293
2024-07-04,22.403423273505293
2024-07-05,22.403423273505293
2024-07-06,22.403423273505293
2024-07-07,22.403423273505293
2024-07-08,22.403423273505293
2024-07-09,44.806846547010586
2024-07-10,22.403423273505293
2024-07-11,22.403423273505293
2024-07-12,44.806846547010586
2024-07-13,44.806846547010586
2024-07-14,44.806846547010586
2024-07-15,89.61369309402117
2024-07-16,2240.342327350529
2024-07-17,896.1369309402118
2024-07-18,358.4547723760847
2024-07-19,224.03423273505294
2024-07-20,179.22738618804235
2024-07-21,112.01711636752647
2024-07-22,89.61369309402117
2024-07-23,67.21026982051588
2024-07-24,67.21026982051588
2024-07-25,112.01711636752647
2024-07-26,89.61369309402117
2024-07-27,67.21026982051588
2024-07-28,44.806846547010586
2024-07-29,44.806846547010586
2024-07-30,22.403423273505293
2024-07-31,44.806846547010586
2024-08-01,44.806846547010586
2024-08-02,22.403423273505293
2024-08-03,22.403423273505293
2024-08-04,22.403423273505293
2024-08-05,22.403423273505293
2024-08-06,22.403423273505293
2024-08-07,22.403423273505293
2024-08-08,22.403423273505293
2024-08-09,22.403423273505293
2024-08-10,22.403423273505293
2024-08-11,22.403423273505293
2024-08-12,22.403423273505293
2024-08-13,22.403423273505293
2024-08-14,22.403423273505293
2024-08-15,22.403423273505293
2024-08-16,22.403423273505293
2024-08-17,22.403423273505293
2024-08-18,21.870008433659926
2024-08-19,21.870008433659926
2024-08-20,22.936838113350657
2024-08-21,22.936838113350657
2024-08-22,30.404645871185757
2024-08-23,25.603912312577478
2024-08-24,24.003667793041387
2024-08-25,24.003667793041387
2024-08-26,22.403423273505293
2024-08-27,19.736349074278472
2024-08-28,19.736349074278472
2024-08-29,22.403423273505293
2024-08-30,29.337816191495023
2024-08-31,22.403423273505293
2024-09-01,24.003667793041387
2024-09-02,24.53708263288675
2024-09-03,24.003667793041387
2024-09-04,22.403423273505293
2024-09-05,19.736349074278472
2024-09-06,19.736349074278472
2024-09-07,6.934392917989733
2024-09-08,21.870008433659926
2024-09-09,22.936838113350657
2024-09-10,6.4009780781443695
2024-09-11,24.003667793041387
2024-09-12,21.336593593814563
2024-09-13,7.467807757835097
2024-09-14,8.001222597680462
2024-09-15,7.467807757835097
2024-09-16,20.269763914123835
2024-09-17,19.20293423443311
2024-09-18,14.935615515670195
2024-09-19,20.269763914123835
2024-09-20,49.074165265773495
2024-09-21,44.806846547010586
2024-09-22,24.537082632886747
2024-09-23,18.136104554742378
2024-09-24,16.002445195360924
2024-09-25,13.868785835979466
2024-09-26,11.73512647659801
2024-09-27,14.935615515670195
2024-09-28,17.06927487505165
2024-09-29,14.935615515670195
2024-09-30,14.935615515670195
2024-10-01,13.868785835979466
2024-10-02,11.73512647659801
2024-10-03,11.73512647659801
2024-10-04,9.601467117216554
2024-10-05,14.935615515670195
2024-10-06,20.269763914123835
2024-10-07,14.935615515670195
2024-10-08,12.801956156288739
2024-10-09,11.73512647659801
2024-10-10,13.868785835979466
2024-10-11,12.801956156288739
2024-10-12,12.801956156288739
2024-10-13,13.868785835979466
2024-10-14,11.73512647659801
2024-10-15,11.73512647659801
2024-10-16,27.737571671958932
