Time,google_calendar
2023-09-05,70.58100360541403
2023-09-06,64.16454873219458
2023-09-07,60.15426443643241
2023-09-08,50.52958212660323
2023-09-09,24.863762633725397
2023-09-10,32.08227436609729
2023-09-11,70.58100360541403
2023-09-12,60.15426443643241
2023-09-13,59.352207577279984
2023-09-14,56.14398014067025
2023-09-15,44.9151841125362
2023-09-16,23.259648915420534
2023-09-17,26.467876352030263
2023-09-18,61.75837815473728
2023-09-19,60.95632129558484
2023-09-20,56.94603699982269
2023-09-21,59.352207577279984
2023-09-22,47.3213546899935
2023-09-23,24.061705774572964
2023-09-24,27.269933211182696
2023-09-25,61.75837815473728
2023-09-26,60.15426443643241
2023-09-27,55.34192328151782
2023-09-28,55.34192328151782
2023-09-29,45.71724097168863
2023-09-30,23.259648915420534
2023-10-01,28.071990070335126
2023-10-02,63.362491873042146
2023-10-03,56.14398014067025
2023-10-04,56.94603699982269
2023-10-05,52.13369584490809
2023-10-06,41.70695667592648
2023-10-07,18.44730776050594
2023-10-08,23.259648915420534
2023-10-09,52.13369584490809
2023-10-10,60.95632129558484
2023-10-11,54.53986642236539
2023-10-12,49.727525267450794
2023-10-13,41.70695667592648
2023-10-14,18.44730776050594
2023-10-15,24.061705774572964
2023-10-16,56.14398014067025
2023-10-17,54.53986642236539
2023-10-18,52.935752704060526
2023-10-19,48.925468408298364
2023-10-20,41.70695667592648
2023-10-21,19.249364619658373
2023-10-22,20.051421478810806
2023-10-23,56.94603699982269
2023-10-24,52.935752704060526
2023-10-25,50.52958212660323
2023-10-26,44.9151841125362
2023-10-27,39.300786098469175
2023-10-28,18.44730776050594
2023-10-29,20.85347833796324
2023-10-30,56.14398014067025
2023-10-31,49.727525267450794
2023-11-01,53.737809563212956
2023-11-02,48.925468408298364
2023-11-03,42.50901353507891
2023-11-04,18.44730776050594
2023-11-05,24.863762633725397
2023-11-06,57.74809385897512
2023-11-07,56.14398014067025
2023-11-08,52.935752704060526
2023-11-09,48.12341154914593
2023-11-10,35.29050180270701
2023-11-11,18.44730776050594
2023-11-12,20.85347833796324
2023-11-13,53.737809563212956
2023-11-14,49.727525267450794
2023-11-15,50.52958212660323
2023-11-16,45.71724097168863
2023-11-17,39.300786098469175
2023-11-18,19.249364619658373
2023-11-19,19.249364619658373
2023-11-20,43.311070394231336
2023-11-21,39.300786098469175
2023-11-22,30.47816064779242
2023-11-23,14.43702346474378
2023-11-24,16.843194042201077
2023-11-25,17.645250901353506
2023-11-26,24.863762633725397
2023-11-27,58.55015071812755
2023-11-28,53.737809563212956
2023-11-29,53.737809563212956
2023-11-30,46.51929783084107
2023-12-01,40.90489981677404
2023-12-02,20.85347833796324
2023-12-03,24.061705774572964
2023-12-04,57.74809385897512
2023-12-05,52.13369584490809
2023-12-06,49.727525267450794
2023-12-07,49.727525267450794
2023-12-08,48.12341154914593
2023-12-09,23.259648915420534
2023-12-10,23.259648915420534
2023-12-11,56.14398014067025
2023-12-12,53.737809563212956
2023-12-13,57.74809385897512
2023-12-14,40.90489981677404
2023-12-15,34.48844494355458
2023-12-16,18.44730776050594
2023-12-17,19.249364619658373
2023-12-18,43.311070394231336
2023-12-19,37.696672380164316
2023-12-20,38.498729239316745
2023-12-21,33.686388084402154
2023-12-22,25.30934977769897
2023-12-23,16.208232362038732
2023-12-24,13.044563639826361
2023-12-25,13.445592069402577
2023-12-26,28.071990070335126
2023-12-27,29.65382443144131
2023-12-28,32.81749315365368
2023-12-29,28.071990070335126
2023-12-30,20.162818264804194
2023-12-31,20.162818264804194
2024-01-01,28.862907250888217
2024-01-02,56.934897321223346
2024-01-03,57.32478607220022
2024-01-04,55.35306296011716
2024-01-05,49.42675394526863
2024-01-06,27.28107288978203
2024-01-07,29.65382443144131
2024-01-08,61.6804004045419
2024-01-09,59.30764886288262
2024-01-10,59.697537613859495
2024-01-11,56.14398014067025
2024-01-12,46.65297397403314
2024-01-13,24.908321348122755
2024-01-14,22.535569806463474
2024-01-15,41.517582139737705
2024-01-16,62.471317585094994
2024-01-17,62.471317585094994
2024-01-18,56.934897321223346
2024-01-19,48.23480833513932
2024-01-20,25.699238528675846
2024-01-21,28.071990070335122
2024-01-22,62.38220015630027
2024-01-23,58.4833126465315
2024-01-24,61.60242265434652
2024-01-25,53.02487013285523
2024-01-26,49.90576012504022
2024-01-27,26.512435066427614
2024-01-28,28.851767572288875
2024-01-29,63.161977658254024
2024-01-30,60.042867650439014
2024-01-31,60.042867650439014
2024-02-01,56.923757642624
2024-02-02,49.90576012504022
2024-02-03,25.73265756447386
2024-02-04,29.63154507424263
2024-02-05,62.38220015630027
2024-02-06,60.042867650439014
2024-02-07,56.923757642624
2024-02-08,53.02487013285523
2024-02-09,47.56642761917896
2024-02-10,22.613547556658848
2024-02-11,24.173102560566356
2024-02-12,53.80464763480899
2024-02-13,57.70353514457775
2024-02-14,54.58442513676274
2024-02-15,55.36420263871649
2024-02-16,47.56642761917896
2024-02-17,21.053992552751343
2024-02-18,24.95288006252011
2024-02-19,48.34620512113271
2024-02-20,63.161977658254024
2024-02-21,58.4833126465315
2024-02-22,54.58442513676274
2024-02-23,45.227095113317695
2024-02-24,24.95288006252011
2024-02-25,26.512435066427614
2024-02-26,60.042867650439014
2024-02-27,58.4833126465315
2024-02-28,52.245092630901475
2024-02-29,47.56642761917896
2024-03-01,44.44731761136394
2024-03-02,23.393325058612604
2024-03-03,24.95288006252011
2024-03-04,57.70353514457775
2024-03-05,52.245092630901475
2024-03-06,52.245092630901475
2024-03-07,46.78665011722521
2024-03-08,40.54843010159517
2024-03-09,24.173102560566356
2024-03-10,21.833770054705095
2024-03-11,53.80464763480899
2024-03-12,50.68553762699397
2024-03-13,46.00687261527145
2024-03-14,43.66754010941019
2024-03-15,38.209097595733915
2024-03-16,21.053992552751343
2024-03-17,23.393325058612604
2024-03-18,55.36420263871649
2024-03-19,51.46531512894772
2024-03-20,49.90576012504022
2024-03-21,46.00687261527145
2024-03-22,37.42932009378016
2024-03-23,20.274215050797586
2024-03-24,22.613547556658848
2024-03-25,50.68553762699397
2024-03-26,51.46531512894772
2024-03-27,46.78665011722521
2024-03-28,46.00687261527145
2024-03-29,31.97087758010389
2024-03-30,19.494437548843834
2024-03-31,19.494437548843834
2024-04-01,56.143980140670244
2024-04-02,53.80464763480899
2024-04-03,49.125982623086465
2024-04-04,45.227095113317695
2024-04-05,40.54843010159517
2024-04-06,20.274215050797586
2024-04-07,21.053992552751343
2024-04-08,48.34620512113271
2024-04-09,49.90576012504022
2024-04-10,49.90576012504022
2024-04-11,46.78665011722521
2024-04-12,39.76865259964142
2024-04-13,19.494437548843834
2024-04-14,22.613547556658848
2024-04-15,52.245092630901475
2024-04-16,50.68553762699397
2024-04-17,46.78665011722521
2024-04-18,47.56642761917896
2024-04-19,38.98887509768767
2024-04-20,18.71466004689008
2024-04-21,23.393325058612604
2024-04-22,54.58442513676274
2024-04-23,51.46531512894772
2024-04-24,48.34620512113271
2024-04-25,47.56642761917896
2024-04-26,37.42932009378016
2024-04-27,19.494437548843834
2024-04-28,23.393325058612604
2024-04-29,52.245092630901475
2024-04-30,49.90576012504022
2024-05-01,49.90576012504022
2024-05-02,44.44731761136394
2024-05-03,41.32820760354893
2024-05-04,20.274215050797586
2024-05-05,21.833770054705095
2024-05-06,49.90576012504022
2024-05-07,46.00687261527145
2024-05-08,46.00687261527145
2024-05-09,45.227095113317695
2024-05-10,35.86976508987266
2024-05-11,18.71466004689008
2024-05-12,21.053992552751343
2024-05-13,51.46531512894772
2024-05-14,46.78665011722521
2024-05-15,46.78665011722521
2024-05-16,44.44731761136394
2024-05-17,39.76865259964142
2024-05-18,20.274215050797586
2024-05-19,22.613547556658848
2024-05-20,50.68553762699397
2024-05-21,46.78665011722521
2024-05-22,46.78665011722521
2024-05-23,46.00687261527145
2024-05-24,38.209097595733915
2024-05-25,18.71466004689008
2024-05-26,19.494437548843834
2024-05-27,25.73265756447386
2024-05-28,53.02487013285523
2024-05-29,48.34620512113271
2024-05-30,47.56642761917896
2024-05-31,38.98887509768767
2024-06-01,21.053992552751343
2024-06-02,24.173102560566356
2024-06-03,55.36420263871649
2024-06-04,49.90576012504022
2024-06-05,49.125982623086465
2024-06-06,46.00687261527145
2024-06-07,37.42932009378016
2024-06-08,18.71466004689008
2024-06-09,21.833770054705095
2024-06-10,50.68553762699397
2024-06-11,49.125982623086465
2024-06-12,47.56642761917896
2024-06-13,41.32820760354893
2024-06-14,35.089987587918905
2024-06-15,18.71466004689008
2024-06-16,20.274215050797586
2024-06-17,48.34620512113271
2024-06-18,43.66754010941019
2024-06-19,35.86976508987266
2024-06-20,42.107985105502685
2024-06-21,36.64954259182641
2024-06-22,17.155105042982576
2024-06-23,19.494437548843834
2024-06-24,46.78665011722521
2024-06-25,46.00687261527145
2024-06-26,43.66754010941019
2024-06-27,40.54843010159517
2024-06-28,35.86976508987266
2024-06-29,17.155105042982576
2024-06-30,19.494437548843834
2024-07-01,46.00687261527145
2024-07-02,41.32820760354893
2024-07-03,38.209097595733915
2024-07-04,17.93488254493633
2024-07-05,26.512435066427614
2024-07-06,17.93488254493633
2024-07-07,20.274215050797586
2024-07-08,49.90576012504022
2024-07-09,44.44731761136394
2024-07-10,45.227095113317695
2024-07-11,40.54843010159517
2024-07-12,35.089987587918905
2024-07-13,21.053992552751343
2024-07-14,18.71466004689008
2024-07-15,45.227095113317695
2024-07-16,44.44731761136394
2024-07-17,45.227095113317695
2024-07-18,42.107985105502685
2024-07-19,35.089987587918905
2024-07-20,19.494437548843834
2024-07-21,21.053992552751343
2024-07-22,49.90576012504022
2024-07-23,47.56642761917896
2024-07-24,46.00687261527145
2024-07-25,44.44731761136394
2024-07-26,35.86976508987266
2024-07-27,19.494437548843834
2024-07-28,21.833770054705095
2024-07-29,49.90576012504022
2024-07-30,49.90576012504022
2024-07-31,46.00687261527145
2024-08-01,47.56642761917896
2024-08-02,40.54843010159517
2024-08-03,22.613547556658848
2024-08-04,25.73265756447386
2024-08-05,53.02487013285523
2024-08-06,51.46531512894772
2024-08-07,51.46531512894772
2024-08-08,49.90576012504022
2024-08-09,43.66754010941019
2024-08-10,22.613547556658848
2024-08-11,27.29221256838137
2024-08-12,62.38220015630027
2024-08-13,60.042867650439014
2024-08-14,56.923757642624
2024-08-15,54.58442513676274
2024-08-16,46.78665011722521
2024-08-17,26.512435066427614
2024-08-18,35.089987587918905
2024-08-19,70.56986392681469
2024-08-20,67.06086516802279
2024-08-21,69.01030892290717
2024-08-22,62.77208890727715
2024-08-23,54.19453638578587
2024-08-24,29.63154507424263
2024-08-25,40.54843010159517
2024-08-26,77.97775019537534
2024-08-27,76.02830644049095
2024-08-28,67.06086516802279
2024-08-29,67.84064266997655
2024-08-30,50.68553762699397
2024-08-31,26.512435066427614
2024-09-01,28.071990070335122
2024-09-02,41.32820760354893
2024-09-03,74.07886268560657
2024-09-04,74.85864018756033
2024-09-05,69.79008642486093
2024-09-06,54.58442513676274
2024-09-07,26.512435066427614
2024-09-08,31.191100078150136
2024-09-09,70.95975267779156
2024-09-10,64.72153266216154
2024-09-11,59.26309014848526
2024-09-12,59.65297889946214
2024-09-13,49.125982623086465
2024-09-14,22.613547556658848
2024-09-15,28.071990070335122
2024-09-16,61.99231140532339
2024-09-17,59.26309014848526
2024-09-18,58.4833126465315
2024-09-19,53.80464763480899
2024-09-20,44.44731761136394
2024-09-21,25.73265756447386
2024-09-22,29.63154507424263
2024-09-23,62.38220015630027
2024-09-24,58.4833126465315
