Time,google_calendar
2024-09-25,57.70353514457775
2024-09-26,56.143980140670244
2024-09-27,47.56642761917896
2024-09-28,21.833770054705095
2024-09-29,28.071990070335122
2024-09-30,59.26309014848526
2024-10-01,56.923757642624
2024-10-02,54.58442513676274
2024-10-03,54.58442513676274
2024-10-04,45.227095113317695
2024-10-05,21.833770054705095
2024-10-06,24.95288006252011
2024-10-07,58.4833126465315
2024-10-08,55.36420263871649
2024-10-09,49.90576012504022
2024-10-10,49.125982623086465
2024-10-11,43.66754010941019
2024-10-12,21.053992552751343
2024-10-13,23.393325058612604
2024-10-14,51.46531512894772
2024-10-15,53.02487013285523
2024-10-16,53.80464763480899
2024-10-17,51.46531512894772
2024-10-18,42.107985105502685
2024-10-19,21.053992552751343
2024-10-20,24.95288006252011
2024-10-21,59.26309014848526
2024-10-22,56.143980140670244
2024-10-23,53.02487013285523
2024-10-24,49.90576012504022
2024-10-25,44.44731761136394
2024-10-26,19.494437548843834
2024-10-27,22.613547556658848
2024-10-28,59.26309014848526
2024-10-29,53.02487013285523
2024-10-30,50.68553762699397
2024-10-31,43.66754010941019
2024-11-01,42.88776260745644
2024-11-02,20.274215050797586
2024-11-03,26.512435066427614
2024-11-04,58.4833126465315
2024-11-05,46.78665011722521
2024-11-06,36.64954259182641
2024-11-07,47.56642761917896
2024-11-08,42.88776260745644
2024-11-09,21.053992552751343
2024-11-10,25.73265756447386
2024-11-11,50.68553762699397
2024-11-12,56.143980140670244
2024-11-13,54.58442513676274
2024-11-14,49.125982623086465
2024-11-15,43.66754010941019
2024-11-16,19.494437548843834
2024-11-17,22.613547556658848
2024-11-18,58.4833126465315
2024-11-19,57.70353514457775
2024-11-20,51.46531512894772
2024-11-21,49.125982623086465
2024-11-22,41.32820760354893
2024-11-23,20.274215050797586
2024-11-24,21.833770054705095
2024-11-25,46.78665011722521
2024-11-26,42.107985105502685
2024-11-27,31.97087758010389
2024-11-28,16.37532754102882
2024-11-29,21.053992552751343
2024-11-30,19.494437548843834
2024-12-01,25.73265756447386
2024-12-02,61.60242265434652
2024-12-03,56.923757642624
2024-12-04,53.80464763480899
2024-12-05,46.78665011722521
2024-12-06,39.76865259964142
2024-12-07,20.274215050797586
2024-12-08,23.393325058612604
2024-12-09,53.02487013285523
2024-12-10,48.34620512113271
2024-12-11,48.34620512113271
2024-12-12,43.66754010941019
2024-12-13,37.42932009378016
2024-12-14,21.833770054705095
2024-12-15,20.274215050797586
2024-12-16,48.34620512113271
2024-12-17,44.44731761136394
2024-12-18,42.88776260745644
2024-12-19,41.32820760354893
2024-12-20,35.86976508987266
2024-12-21,17.93488254493633
2024-12-22,17.155105042982576
2024-12-23,29.63154507424263
2024-12-24,17.93488254493633
2024-12-25,14.035995035167561
2024-12-26,26.512435066427614
2024-12-27,29.63154507424263
2024-12-28,20.274215050797586
2024-12-29,23.393325058612604
2024-12-30,38.98887509768767
2024-12-31,30.411322576196383
2025-01-01,25.73265756447386
2025-01-02,52.245092630901475
2025-01-03,46.00687261527145
2025-01-04,28.851767572288875
2025-01-05,31.97087758010389
2025-01-06,69.40019767388405
2025-01-07,65.50131016411528
2025-01-08,62.38220015630027
2025-01-09,54.58442513676274
2025-01-10,48.34620512113271
2025-01-11,27.29221256838137
2025-01-12,33.53043258401139
2025-01-13,67.84064266997655
2025-01-14,64.72153266216154
2025-01-15,60.82264515239277
2025-01-16,59.26309014848526
2025-01-17,49.90576012504022
2025-01-18,25.73265756447386
2025-01-19,24.95288006252011
2025-01-20,41.32820760354893
2025-01-21,61.60242265434652
2025-01-22,60.82264515239277
2025-01-23,59.26309014848526
2025-01-24,50.68553762699397
2025-01-25,25.73265756447386
2025-01-26,31.191100078150136
2025-01-27,65.50131016411528
2025-01-28,63.161977658254024
2025-01-29,65.50131016411528
2025-01-30,55.36420263871649
2025-01-31,46.78665011722521
2025-02-01,26.512435066427614
2025-02-02,30.411322576196383
2025-02-03,61.60242265434652
2025-02-04,61.60242265434652
2025-02-05,56.923757642624
2025-02-06,53.80464763480899
2025-02-07,46.00687261527145
2025-02-08,22.613547556658848
2025-02-09,24.95288006252011
2025-02-10,55.36420263871649
2025-02-11,74.85864018756033
2025-02-12,77.97775019537534
2025-02-13,64.72153266216154
2025-02-14,44.44731761136394
2025-02-15,24.95288006252011
2025-02-16,26.512435066427614
2025-02-17,49.90576012504022
2025-02-18,57.70353514457775
2025-02-19,55.36420263871649
2025-02-20,52.245092630901475
2025-02-21,47.56642761917896
2025-02-22,24.173102560566356
2025-02-23,27.29221256838137
2025-02-24,59.26309014848526
2025-02-25,56.923757642624
2025-02-26,54.58442513676274
2025-02-27,49.90576012504022
2025-02-28,45.227095113317695
2025-03-01,22.613547556658848
2025-03-02,28.851767572288875
2025-03-03,61.60242265434652
2025-03-04,58.4833126465315
2025-03-05,53.02487013285523
2025-03-06,51.46531512894772
2025-03-07,45.227095113317695
2025-03-08,25.73265756447386
2025-03-09,28.071990070335122
2025-03-10,56.143980140670244
2025-03-11,51.46531512894772
2025-03-12,52.245092630901475
2025-03-13,48.34620512113271
2025-03-14,41.32820760354893
2025-03-15,21.053992552751343
2025-03-16,22.613547556658848
2025-03-17,53.02487013285523
2025-03-18,49.125982623086465
2025-03-19,49.125982623086465
2025-03-20,45.227095113317695
2025-03-21,38.98887509768767
2025-03-22,21.833770054705095
2025-03-23,23.393325058612604
2025-03-24,55.36420263871649
2025-03-25,53.02487013285523
2025-03-26,47.56642761917896
2025-03-27,46.78665011722521
2025-03-28,41.32820760354893
2025-03-29,21.833770054705095
2025-03-30,25.73265756447386
2025-03-31,56.143980140670244
2025-04-01,54.58442513676274
2025-04-02,49.90576012504022
2025-04-03,48.34620512113271
2025-04-04,40.54843010159517
2025-04-05,22.613547556658848
2025-04-06,24.95288006252011
2025-04-07,56.143980140670244
2025-04-08,50.68553762699397
2025-04-09,48.34620512113271
2025-04-10,48.34620512113271
2025-04-11,39.76865259964142
2025-04-12,20.274215050797586
2025-04-13,21.833770054705095
2025-04-14,53.80464763480899
2025-04-15,48.20180188003016
2025-04-16,48.20180188003016
2025-04-17,46.10795488404323
2025-04-18,37.19827490801609
2025-04-19,17.357269580526143
2025-04-20,19.45111657651307
2025-04-21,50.757739247545246
2025-04-22,53.703565366037196
2025-04-23,49.90576012504022
2025-04-24,44.40399663903318
2025-04-25,38.90223315302614
2025-04-26,20.303095699018094
2025-04-27,24.95288006252011
2025-04-28,52.461697492555295
2025-04-29,51.60971837005027
2025-04-30,48.20180188003016
2025-05-01,49.90576012504022
2025-05-02,42.310149643046245
2025-05-03,19.45111657651307
2025-05-04,26.65683830753016
2025-05-05,52.461697492555295
2025-05-06,51.14762799852212
2025-05-07,46.95993400654826
2025-05-08,45.2559757615382
2025-05-09,41.45817052054122
2025-05-10,19.45111657651307
2025-05-11,22.396942695005027
2025-05-12,56.25950273355228
2025-05-13,51.60971837005027
2025-05-14,49.05378100253519
2025-05-15,48.98157938198391
2025-05-16,39.73977195142091
2025-05-17,21.256157090294906
2025-05-18,22.180337833351206
2025-05-19,53.60248309726541
2025-05-20,49.90576012504022
2025-05-21,48.98157938198391
2025-05-22,47.13321789587131
2025-05-23,38.81559120836461
2025-05-24,18.483614861126007
2025-05-25,19.407795604182304
2025-05-26,27.725422291689007
2025-05-27,56.37502532643432
2025-05-28,51.75412161115281
2025-05-29,49.90576012504022
2025-05-30,42.51231418058981
2025-05-31,21.256157090294906
2025-06-01,25.877060805576406
2025-06-02,56.37502532643432
2025-06-03,55.450844583378014
2025-06-04,48.98157938198391
2025-06-05,45.28485640975871
2025-06-06,38.81559120836461
2025-06-07,19.407795604182304
2025-06-08,22.180337833351206
2025-06-09,49.90576012504022
2025-06-10,48.057398638927616
2025-06-11,48.057398638927616
2025-06-12,46.209037152815014
2025-06-13,36.967229722252014
2025-06-14,19.407795604182304
2025-06-15,22.180337833351206
2025-06-16,49.90576012504022
2025-06-17,46.209037152815014
2025-06-18,47.13321789587131
2025-06-19,35.11886823613941
2025-06-20,36.967229722252014
2025-06-21,18.483614861126007
2025-06-22,20.331976347238605
2025-06-23,48.057398638927616
2025-06-24,47.13321789587131
2025-06-25,43.436494923646116
2025-06-26,44.36067566670241
2025-06-27,36.967229722252014
2025-06-28,19.407795604182304
2025-06-29,21.256157090294906
2025-06-30,48.057398638927616
2025-07-01,48.98157938198391
2025-07-02,44.36067566670241
2025-07-03,37.89141046530831
2025-07-04,20.331976347238605
2025-07-05,18.483614861126007
2025-07-06,22.180337833351206
2025-07-07,54.52666384032172
2025-07-08,49.90576012504022
2025-07-09,48.98157938198391
2025-07-10,47.13321789587131
2025-07-11,38.81559120836461
2025-07-12,19.407795604182304
2025-07-13,24.95288006252011
2025-07-14,56.37502532643432
2025-07-15,50.829940868096514
2025-07-16,48.057398638927616
2025-07-17,49.90576012504022
2025-07-18,37.89141046530831
2025-07-19,27.725422291689007
2025-07-20,30.49796452085791
2025-07-21,56.37502532643432
2025-07-22,54.52666384032172
2025-07-23,50.829940868096514
2025-07-24,47.13321789587131
2025-07-25,40.66395269447721
2025-07-26,23.104518576407507
2025-07-27,26.801241548632706
2025-07-28,53.60248309726541
2025-07-29,56.37502532643432
2025-07-30,59.14756755560322
2025-07-31,58.22338681254692
2025-08-01,51.75412161115281
2025-08-02,27.725422291689007
2025-08-03,28.649603034745308
2025-08-04,61.920109784772116
2025-08-05,60.071748298659514
2025-08-06,60.071748298659514
2025-08-07,59.14756755560322
2025-08-08,49.90576012504022
2025-08-09,30.49796452085791
2025-08-10,36.967229722252014
2025-08-11,75.78282093061662
2025-08-12,64.69265201394101
2025-08-13,62.84429052782842
2025-08-14,64.69265201394101
2025-08-15,54.52666384032172
2025-08-16,33.27050675002681
2025-08-17,36.04304897919571
2025-08-18,76.70700167367292
2025-08-19,73.93445944450403
2025-08-20,76.70700167367292
2025-08-21,70.23773647227883
2025-08-22,60.99592904171582
2025-08-23,35.11886823613941
2025-08-24,48.98157938198391
2025-08-25,92.41807430563003
2025-08-26,82.25208613201072
2025-08-27,79.47954390284183
2025-08-28,71.16191721533512
2025-08-29,56.37502532643432
2025-08-30,28.649603034745308
2025-08-31,32.34632600697051
2025-09-01,46.209037152815014
2025-09-02,79.47954390284183
2025-09-03,80.40372464589812
2025-09-04,77.63118241672922
2025-09-05,69.31355572922251
2025-09-06,30.49796452085791
2025-09-07,36.04304897919571
2025-09-08,74.85864018756033
2025-09-09,72.08609795839142
2025-09-10,65.61683275699733
2025-09-11,59.14756755560322
2025-09-12,50.829940868096514
2025-09-13,26.801241548632706
2025-09-14,29.57378377780161
2025-09-15,71.16191721533512
2025-09-16,70.23773647227883
2025-09-17,62.84429052782842
2025-09-18,57.299206069490616
2025-09-19,50.829940868096514
2025-09-20,25.877060805576406
2025-09-21,30.49796452085791
2025-09-22,65.61683275699733
2025-09-23,63.76847127088472
2025-09-24,65.61683275699733
2025-09-25,59.14756755560322
2025-09-26,52.678302354209116
2025-09-27,27.725422291689007
2025-09-28,31.42214526391421
2025-09-29,70.23773647227883
2025-09-30,64.69265201394101
2025-10-01,65.61683275699733
2025-10-02,57.299206069490616
2025-10-03,48.057398638927616
2025-10-04,22.180337833351206
2025-10-05,26.801241548632706
2025-10-06,63.76847127088472
2025-10-07,60.071748298659514
2025-10-08,60.99592904171582
2025-10-09,58.22338681254692
2025-10-10,47.13321789587131
2025-10-11,22.180337833351206
2025-10-12,24.028699319463808
2025-10-13,57.299206069490616
2025-10-14,60.99592904171582
2025-10-15,59.14756755560322
2025-10-16,54.52666384032172
2025-10-17,46.209037152815014
2025-10-18,22.180337833351206
2025-10-19,26.801241548632706
2025-10-20,60.071748298659514
2025-10-21,60.99592904171582
2025-10-22,56.37502532643432
2025-10-23,54.52666384032172
2025-10-24,47.13321789587131
2025-10-25,20.331976347238605
2025-10-26,24.95288006252011
2025-10-27,60.071748298659514
2025-10-28,59.14756755560322
2025-10-29,56.37502532643432
2025-10-30,55.450844583378014
2025-10-31,43.436494923646116
2025-11-01,26.801241548632706
2025-11-02,32.34632600697051
2025-11-03,73.01027870144772
2025-11-04,60.071748298659514
2025-11-05,61.920109784772116
2025-11-06,59.14756755560322
2025-11-07,53.60248309726541
2025-11-08,27.725422291689007
2025-11-09,28.649603034745308
2025-11-10,64.69265201394101
2025-11-11,58.22338681254692
2025-11-12,60.071748298659514
2025-11-13,60.99592904171582
2025-11-14,48.057398638927616
2025-11-15,24.95288006252011
2025-11-16,29.57378377780161
2025-11-17,68.38937498616622
2025-11-18,43.436494923646116
2025-11-19,45.28485640975871
2025-11-20,43.436494923646116
2025-11-21,37.89141046530831
2025-11-22,22.180337833351206
2025-11-23,24.028699319463808
2025-11-24,40.66395269447721
2025-11-25,37.89141046530831
2025-11-26,32.34632600697051
2025-11-27,20.331976347238605
2025-11-28,24.028699319463808
2025-11-29,26.801241548632706
2025-11-30,30.49796452085791
2025-12-01,60.071748298659514
2025-12-02,53.60248309726541
2025-12-03,49.90576012504022
2025-12-04,48.98157938198391
2025-12-05,39.73977195142091
2025-12-06,27.725422291689007
2025-12-07,29.57378377780161
2025-12-08,49.90576012504022
2025-12-09,45.28485640975871
2025-12-10,43.436494923646116
2025-12-11,38.689345852920844
2025-12-12,36.28825630419226
2025-12-13,25.330806863752414
2025-12-14,24.992534052371035
2025-12-15,44.16807057314077
2025-12-16,41.42870821303081
2025-12-17,38.689345852920844
2025-12-18,39.82798184721175
2025-12-19,35.14962030990135
2025-12-20,21.452808509351545
2025-12-21,20.31417251506064
2025-12-22,31.271621955500486
2025-12-23,28.532259595390524
2025-12-24,20.652445326442017
2025-12-25,18.375173337860204
2025-12-26,29.332622778300053
2025-12-27,23.0535348751706
2025-12-28,26.131170046661943
2025-12-29,37.088619487101795
2025-12-30,35.14962030990135
2025-12-31,30.471258772590957
2026-01-01,29.332622778300053
2026-01-02,38.227255481392696
2026-01-03,31.609894766881865
2026-01-04,35.48789312128274
2026-01-05,61.74288072809145
2026-01-06,59.003518367981485
2026-01-07,57.06451919078105
2026-01-08,51.12370409903298
2026-01-09,49.18470492183254
2026-01-10,34.503826760900544
2026-01-11,37.21000925195157
2026-01-12,66.97801665351282
2026-01-13,60.212560425885265
2026-01-14,56.15328668930873
2026-01-15,53.447104198257705
2026-01-16,42.622374234053616
2026-01-17,30.44455302432401
2026-01-18,29.768007401561253
2026-01-19,46.681647970630145
2026-01-20,67.65456227627557
2026-01-21,61.56565167141078
2026-01-22,52.77055857549495
2026-01-23,42.622374234053616
2026-01-24,30.44455302432401
2026-01-25,33.827281138137785
2026-01-26,52.77055857549495
2026-01-27,55.47674106654597
2026-01-28,50.74092170720668
2026-01-29,55.47674106654597
2026-01-30,50.06437608444393
2026-01-31,35.1803723836633
2026-02-01,45.32855672510463
2026-02-02,60.88910604864802
2026-02-03,56.82983231207148
2026-02-04,57.50637793483424
2026-02-05,59.536014803122505
2026-02-06,51.41746732996944
2026-02-07,33.15073551537503
2026-02-08,38.56310049747708
2026-02-09,60.212560425885265
2026-02-10,65.6249254079873
2026-02-11,52.09401295273219
2026-02-12,50.06437608444393
2026-02-13,52.09401295273219
2026-02-14,37.88655487471432
2026-02-15,46.681647970630145
2026-02-16,60.212560425885265
2026-02-17,66.97801665351282
2026-02-18,58.85946918035975
2026-02-19,54.80019544378322
2026-02-20,44.65201110234188
2026-02-21,37.21000925195157
2026-02-22,37.88655487471432
2026-02-23,58.18292355759699
2026-02-24,55.47674106654597
2026-02-25,52.77055857549495
2026-02-26,58.85946918035975
2026-02-27,54.80019544378322
2026-02-28,27.061824910510232
2026-03-01,29.768007401561253
2026-03-02,55.47674106654597
2026-03-03,55.47674106654597
2026-03-04,50.74092170720668
2026-03-05,52.09401295273219
2026-03-06,45.32855672510463
2026-03-07,31.79764426984952
2026-03-08,29.768007401561253
2026-03-09,56.15328668930873
2026-03-10,48.71128483891842
2026-03-11,46.681647970630145
2026-03-12,43.97546547957912
2026-03-13,39.23964612023983
2026-03-14,29.768007401561253
2026-03-15,33.827281138137785
2026-03-16,50.06437608444393
2026-03-17,48.71128483891842
2026-03-18,49.38783046168117
2026-03-19,50.06437608444393
2026-03-20,46.00510234786739
2026-03-21,29.768007401561253
2026-03-22,32.47418989261227
2026-03-23,57.50637793483424
2026-03-24,47.358193593392905
2026-03-25,46.681647970630145
2026-03-26,45.32855672510463
2026-03-27,44.65201110234188
2026-03-28,29.091461778798497
2026-03-29,35.1803723836633
2026-03-30,54.123649821020464
2026-03-31,50.06437608444393
2026-04-01,48.03473921615566
2026-04-02,44.65201110234188
2026-04-03,32.47418989261227
2026-04-04,23.002551173933696
2026-04-05,27.061824910510232
2026-04-06,48.71128483891842
2026-04-07,50.74092170720668
2026-04-08,54.123649821020464
2026-04-09,50.74092170720668
2026-04-10,41.94582861129086
2026-04-11,27.061824910510232
2026-04-12,27.061824910510232
2026-04-13,47.358193593392905
2026-04-14,46.00510234786739
2026-04-15,43.97546547957912
2026-04-16,43.97546547957912
2026-04-17,44.65201110234188
2026-04-18,31.79764426984952
2026-04-19,33.15073551537503
2026-04-20,52.09401295273219
2026-04-21,51.41746732996944
2026-04-22,50.74092170720668
2026-04-23,47.358193593392905
2026-04-24,41.94582861129086
2026-04-25,28.41491615603574
2026-04-26,35.1803723836633
2026-04-27,50.06437608444393
2026-04-28,50.74092170720668
2026-04-29,44.65201110234188
2026-04-30,43.29891985681637
2026-05-01,43.97546547957912
2026-05-02,31.79764426984952
2026-05-03,37.88655487471432
2026-05-04,53.447104198257705
2026-05-05,49.38783046168117
2026-05-06,50.06437608444393
2026-05-07,43.29891985681637
2026-05-08,41.94582861129086
2026-05-09,24.35564241945921
2026-05-10,28.41491615603574
2026-05-11,49.38783046168117
2026-05-12,47.358193593392905
2026-05-13,49.38783046168117
2026-05-14,46.681647970630145
2026-05-15,40.592737365765345
2026-05-16,31.79764426984952
2026-05-17,33.827281138137785
2026-05-18,49.38783046168117
2026-05-19,50.06437608444393
2026-05-20,48.71128483891842
2026-05-21,46.681647970630145
2026-05-22,46.00510234786739
2026-05-23,34.503826760900544
2026-05-24,35.856918006426056
2026-05-25,45.32855672510463
2026-05-26,58.85946918035975
2026-05-27,56.82983231207148
2026-05-28,57.50637793483424
2026-05-29,50.74092170720668
2026-05-30,43.29891985681637
2026-05-31,51.41746732996944
