Time,jobless
2024-09-18,16.175955186855738
2024-09-19,49.12811354334078
2024-09-20,14.918342097278872
2024-09-21,21.746211192798484
2024-09-22,17.389205461652217
2024-09-23,14.277613046018212
2024-09-24,18.6146555105133
2024-09-25,22.32760497929037
2024-09-26,39.05584085543837
2024-09-27,16.730731284479397
2024-09-28,16.72324505948521
2024-09-29,12.382043581104456
2024-09-30,17.327097520959672
2024-10-01,14.845143452891229
2024-10-02,11.128866773005628
2024-10-03,43.25951760799992
2024-10-04,24.09091780264009
2024-10-05,19.758034352030663
2024-10-06,16.0461939536231
2024-10-07,14.805216919588878
2024-10-08,12.948742185200343
2024-10-09,15.40823757828621
2024-10-10,36.347081896805186
2024-10-11,17.24169910250742
2024-10-12,24.00441031381833
2024-10-13,19.68705384838204
2024-10-14,14.14369279889991
2024-10-15,13.522649746698045
2024-10-16,19.046047529528998
2024-10-17,38.074904468330594
2024-10-18,14.118184180401185
2024-10-19,17.793147989022547
2024-10-20,21.464784586535384
2024-10-21,14.71205500855006
2024-10-22,15.930850635194085
2024-10-23,17.760984948306763
2024-10-24,36.730229354747216
2024-10-25,22.02815597952274
2024-10-26,15.2903988515258
2024-10-27,16.506144534653675
2024-10-28,14.054412634154376
2024-10-29,15.269603782097493
2024-10-30,14.652165208596534
2024-10-31,24.409184643965794
2024-11-01,20.738379849230093
2024-11-02,14.632201941945358
2024-11-03,21.328923466270442
2024-11-04,11.573290368863066
2024-11-05,13.394552119019668
2024-11-06,7.302792126538563
2024-11-07,27.372993432862625
2024-11-08,17.632332785443634
2024-11-09,18.839760440800184
2024-11-10,17.008794324910376
2024-11-11,15.78667148715782
2024-11-12,16.99326733973724
2024-11-13,21.231879808938338
2024-11-14,21.222175443205128
2024-11-15,17.576047464191014
2024-11-16,17.56800670401207
2024-11-17,17.559965943833124
2024-11-18,13.315253587599722
2024-11-19,18.148845955319207
2024-11-20,18.745212191799478
2024-11-21,30.824756829620156
2024-11-22,13.290854039470508
2024-11-23,16.90786892128499
2024-11-24,12.675079071523813
2024-11-25,18.098937788691266
2024-11-26,15.67853712613062
2024-11-27,22.3015054708833
2024-11-28,12.651788593764108
2024-11-29,18.065665677605974
2024-11-30,18.057347649834654
2024-12-01,18.04902962206333
2024-12-02,12.03258016058756
2024-12-03,18.65033455502266
2024-12-04,18.048551478517357
2024-12-05,28.275814285825412
2024-12-06,18.649840473358488
2024-12-07,19.852880668468526
2024-12-08,17.446316821996415
2024-12-09,15.641387296259753
2024-12-10,21.055527723329654
2024-12-11,14.43794864819474
2024-12-12,31.281945810373152
2024-12-13,13.836123070040907
2024-12-14,13.83600087780138
2024-12-15,13.835878685561855
2024-12-16,13.835756493322329
2024-12-17,14.437183618521184
2024-12-18,19.85095215616644
2024-12-19,24.06154768105
2024-12-20,15.03833448300459
2024-12-21,17.4443139318094
2024-12-22,16.842637109425425
2024-12-23,18.647040677261522
2024-12-24,19.248388111869385
2024-12-25,19.24821810527526
2024-12-26,43.30810822203255
2024-12-27,19.247878092087014
2024-12-28,17.443235452477932
2024-12-29,16.240110254070835
2024-12-30,20.450328576823683
2024-12-31,18.645723126157066
2025-01-01,19.848497685963785
2025-01-02,32.47907296363134
2025-01-03,21.652524051669168
2025-01-04,21.65233279425078
2025-01-05,25.862280168994246
2025-01-06,17.441848836194612
2025-01-07,18.64457026894067
2025-01-08,33.680216522675686
2025-01-09,22.252803632357693
2025-01-10,21.049763437247663
2025-01-11,16.238245494241546
2025-01-12,16.839513238258412
2025-01-13,25.259046723732826
2025-01-14,21.049019658398368
2025-01-15,25.859995705385714
2025-01-16,37.8875659841527
2025-01-17,21.649846447811726
2025-01-18,25.257931055458894
2025-01-19,23.45358592738953
2025-01-20,25.25748478814932
2025-01-21,22.851808163590295
2025-01-22,24.655680460819756
2025-01-23,46.30416154317243
2025-01-24,19.243117907451563
2025-01-25,22.85100063226821
2025-01-26,25.2561459862206
2025-01-27,19.843939384158855
2025-01-28,16.837133145940687
2025-01-29,19.843588745558478
2025-01-30,29.464462360201697
2025-01-31,15.03275614163492
2025-02-01,15.633928256942593
2025-02-02,19.241587848104455
2025-02-03,16.83624061132154
2025-02-04,15.032224871028285
2025-02-05,23.450063603267537
2025-02-06,27.65880499373394
2025-02-07,21.645830042025565
2025-02-08,18.639300064522846
2025-02-09,19.24039780194559
2025-02-10,18.037713558142
2025-02-11,22.847568624149343
2025-02-12,14.429915836622415
2025-02-13,28.859576663353643
2025-02-14,15.030896694511696
2025-02-15,10.822149991339227
2025-02-16,21.644108725260065
2025-02-17,20.441477608517143
2025-02-18,25.852228529116708
2025-02-19,19.83990704025449
2025-02-20,39.078259450364534
2025-02-21,19.23835772281611
2025-02-22,15.029834153298427
2025-02-23,12.624949121943285
2025-02-24,19.839030443753543
2025-02-25,16.832967984384666
2025-02-26,16.83281922861481
2025-02-27,60.116680260160535
2025-02-28,28.85575151498587
2025-03-01,18.63584149287365
2025-03-02,25.248336308303063
2025-03-03,19.23665765687488
2025-03-04,20.438768128423302
2025-03-05,25.2476669073387
2025-03-06,38.472295274185015
2025-03-07,28.252842144794503
2025-03-08,13.825736729681187
2025-03-09,17.43229659068731
2025-03-10,22.842117787725265
2025-03-11,19.8364006542507
2025-03-12,20.437323072373257
2025-03-13,33.66117578413388
2025-03-14,19.835874696350132
2025-03-15,16.830290380527224
2025-03-16,20.43660054434823
2025-03-17,18.03213521677233
2025-03-18,16.82984411321765
2025-03-19,15.026513712006956
2025-03-20,40.2707007968722
2025-03-21,16.228347922839934
2025-03-22,13.824026038327823
2025-03-23,19.834296822648426
2025-03-24,15.025849623748663
2025-03-25,18.0308601673164
2025-03-26,24.040934381512553
2025-03-27,30.65192038841912
2025-03-28,18.631394757896114
2025-03-29,19.23223748542767
2025-03-30,22.237078022401292
2025-03-31,22.236881452276837
2025-04-01,18.630735982343886
2025-04-02,15.625640435479083
2025-04-03,40.866698336471245
2025-04-04,16.22633971994685
2025-04-05,18.630077206791658
2025-04-06,25.841491550156608
2025-04-07,20.432626640210596
2025-04-08,18.629583125127485
2025-04-09,27.643653156032705
2025-04-10,28.84529610944729
2025-04-11,21.032842468426328
2025-04-12,21.633589567248688
2025-04-13,21.633398309830298
2025-04-14,21.03228463428936
2025-04-15,17.96973267158917
2025-04-16,17.310882028465574
2025-04-17,40.1913987972143
2025-04-18,18.98616572829013
2025-04-19,13.057929147869427
2025-04-20,19.286275277076783
2025-04-21,19.28610475964554
2025-04-22,15.692210126379273
2025-04-23,21.562154050596266
2025-04-24,29.107495080478845
2025-04-25,19.28542268992056
2025-04-26,13.415325208064763
2025-04-27,16.350144123371578
2025-04-28,19.284911137626825
2025-04-29,15.691238922843374
2025-04-30,18.625959859590235
2025-05-01,45.45525941803497
2025-05-02,20.901839654783966
2025-05-03,19.284058550470597
2025-05-04,18.625301084038007
2025-05-05,19.283717515608107
2025-05-06,15.690267719307474
2025-05-07,17.30766804563028
2025-05-08,31.680377921754353
2025-05-09,15.689851489220661
2025-05-10,18.624312920709666
2025-05-11,12.396843081500982
2025-05-12,16.347975619789686
2025-05-13,23.533944773657367
2025-05-14,18.623654145157438
2025-05-15,32.949250567630436
2025-05-16,18.623324757381326
2025-05-17,18.62316006349327
2025-05-18,23.636878738345075
2025-05-19,25.785457858685287
2025-05-20,20.055178749662105
2025-05-21,18.62250128794104
2025-05-22,35.812185757794204
2025-05-23,12.892272853960334
2025-05-24,18.62200720627687
2025-05-25,24.35164020850845
2025-05-26,18.621677818500757
2025-05-27,10.743180648815018
2025-05-28,18.62134843072464
2025-05-29,35.80996872468574
2025-05-30,25.78294944408258
2025-05-31,22.201787877725945
2025-06-01,29.363395225464192
2025-06-02,21.484156853642453
2025-06-03,20.050709062254594
2025-06-04,22.197703222418927
2025-06-05,50.12091931657802
2025-06-06,27.2069102941122
2025-06-07,25.773462502724342
2025-06-08,19.328968018796264
2025-06-09,16.46445558120864
2025-06-10,20.04251438757274
2025-06-11,17.17829461693804
2025-06-12,42.22750750232185
2025-06-13,14.3135731315269
2025-06-14,25.762926492419098
2025-06-15,28.62380149787753
2025-06-16,30.768788798936097
2025-06-17,20.034319712890884
2025-06-18,33.627071611382924
2025-06-19,25.03997297158437
2025-06-20,32.19236953305397
2025-06-21,27.898423022290004
2025-06-22,32.18860667223067
2025-06-23,22.888337949737966
2025-06-24,27.178312551855107
2025-06-25,26.461546846596477
2025-06-26,45.76864846305289
2025-06-27,23.59807964812644
2025-06-28,27.887009011125993
2025-06-29,25.025339623938198
2025-06-30,28.59871575905552
2025-07-01,32.886599882937496
2025-07-02,29.310255268726237
2025-07-03,47.89444517391262
2025-07-04,32.16602950729086
2025-07-05,33.593665769184945
2025-07-06,51.45962663434809
2025-07-07,49.31259066461906
2025-07-08,37.875571125314345
2025-07-09,32.15662235523261
2025-07-10,45.731187093078695
2025-07-11,30.009335528115354
2025-07-12,18.576120659198644
2025-07-13,27.14812604613929
2025-07-14,20.717094242045693
2025-07-15,31.430993022256864
2025-07-16,27.85765869670424
2025-07-17,55.71205624736162
2025-07-18,20.712244332540106
2025-07-19,26.424419953139907
2025-07-20,35.706585134116054
2025-07-21,32.134045190292795
2025-07-22,23.563586757246174
2025-07-23,27.846244685540228
2025-07-24,54.261299296186586
2025-07-25,28.556906194352173
2025-07-26,34.26628057411685
2025-07-27,29.9812395006347
2025-07-28,29.979483498917165
2025-07-29,30.691482913799607
2025-07-30,34.971966744729095
2025-07-31,57.09374379764674
2025-08-01,40.67690931063521
2025-08-02,24.975586241941212
2025-08-03,34.963772070047234
2025-08-04,32.821209723741454
2025-08-05,23.544270738353227
2025-08-06,29.250258543376933
2025-08-07,58.49708870244819
2025-08-08,26.393480875259428
2025-08-09,17.832387784706352
2025-08-10,16.404835141941664
2025-08-11,23.535992444541964
2025-08-12,19.968762315436035
2025-08-13,23.533233013271545
2025-08-14,37.79358256893108
2025-08-15,18.539161004000885
2025-08-16,17.82507111088327
2025-08-17,17.111064836895054
2025-08-18,18.53589985795402
2025-08-19,17.109057977789295
2025-08-20,22.097903791472035
2025-08-21,57.73629752555693
2025-08-22,22.095311598460427
2025-08-23,14.966913727130553
2025-08-24,20.667382669613414
2025-08-25,24.941929542355016
2025-08-26,18.527203468495728
2025-08-27,23.513916994378597
2025-08-28,32.06255083465007
2025-08-29,16.386564362166304
2025-08-30,13.535932700060192
2025-08-31,16.384641122189947
2025-09-01,19.23301506780208
2025-09-02,14.958133718542848
2025-09-03,17.80625680676676
2025-09-04,34.186006209886415
2025-09-05,21.364999594237908
2025-09-06,14.954621715107768
2025-09-07,19.226241918320138
2025-09-08,20.649195508967455
2025-09-09,17.799985372061258
2025-09-10,13.52719450103719
2025-09-11,40.57920035792348
2025-09-12,19.932471613273528
2025-09-13,11.38931482597819
2025-09-14,15.659388075296537
2025-09-15,16.37021682236729
2025-09-16,24.90973617753344
2025-09-17,19.214953335850232
2025-09-18,39.850895212806726
2025-09-19,27.04009013094584
2025-09-20,19.923106270779975
2025-09-21,18.498940202756263
2025-09-22,19.20930904461528
2025-09-23,16.362523862461877
2025-09-24,19.9184235995332
2025-09-25,66.86506341363649
2025-09-26,20.62737091619231
2025-09-27,18.49241791066254
2025-09-28,20.624945961439515
2025-09-29,17.779080589709583
2025-09-30,16.355792522544636
2025-10-01,16.35483090255646
2025-10-02,28.44151179577093
2025-10-03,17.774899633239247
2025-10-04,12.797175163767598
2025-10-05,17.061896788803917
2025-10-06,16.350022802615573
2025-10-07,17.059889929698155
2025-10-08,19.19124731266343
2025-10-09,18.479373326475095
2025-10-10,13.503363049156283
2025-10-11,18.47719922911052
2025-10-12,22.739830375911673
2025-10-13,16.343291462698335
2025-10-14,14.921257682474497
2025-10-15,22.735816657700152
2025-10-16,17.050859063722232
2025-10-17,16.339444982745626
2025-10-18,18.46958988833451
2025-10-19,18.468502839652224
2025-10-20,14.915989677321873
2025-10-21,22.727789221277106
2025-10-22,17.75504009000516
2025-10-23,22.01495361510059
2025-10-24,20.59342154965319
2025-10-25,22.72243759699508
2025-10-26,29.111408978997108
2025-10-27,18.459806450193927
2025-10-28,14.908965670451712
2025-10-29,21.297268099418485
2025-10-30,23.425615193725125
2025-10-31,20.58493420801841
2025-11-01,14.195670159063456
2025-11-02,20.582509253265616
2025-11-03,21.29099666471298
2025-11-04,17.74145198147657
2025-11-05,17.74040674235899
2025-11-06,31.930850705834523
2025-11-07,21.99551216751353
2025-11-08,20.575234389007232
2025-11-09,24.121267068808564
2025-11-10,18.44458776864191
2025-11-11,17.024769895347344
2025-11-12,17.023766465794463
2025-11-13,34.04552607248316
2025-11-14,20.56795952474885
2025-11-15,17.020756177135823
2025-11-16,20.565534569996057
2025-11-17,17.72786387294798
2025-11-18,23.399400596656122
2025-11-19,36.16057772521414
2025-11-20,60.973064855247586
2025-11-21,49.6263121661374
2025-11-22,47.49666897532496
2025-11-23,43.24068554931165
2025-11-24,36.85873817417978
2025-11-25,33.31266368481374
2025-11-26,63.07770592636742
2025-11-27,38.26960880062782
2025-11-28,30.47214993736584
2025-11-29,31.178964966225077
2025-11-30,31.885696375954907
2025-12-01,25.5070519564346
2025-12-02,24.797059400657915
2025-12-03,26.21248726965863
2025-12-04,70.84037923179623
2025-12-05,42.501718965195536
2025-12-06,26.207846407976557
2025-12-07,26.914577817706384
2025-12-08,24.080042838011064
2025-12-09,25.49501080180004
2025-12-10,19.82828217803278
2025-12-11,53.850165105141286
2025-12-12,34.64482009451642
2025-12-13,25.23612325797003
2025-12-14,26.903456473495293
2025-12-15,22.536213739548177
2025-12-16,25.905845075745702
2025-12-17,24.202079638445515
2025-12-18,49.1091187574501
2025-12-19,25.54736665839706
2025-12-20,23.877625411038053
2025-12-21,20.50624802778125
2025-12-22,27.56469990882862
2025-12-23,31.606553672957407
2025-12-24,46.39621840999542
2025-12-25,32.95048685938522
2025-12-26,22.52157342364122
2025-12-27,24.54150583534517
2025-12-28,17.802909129587896
2025-12-29,23.19125542278384
2025-12-30,25.53076627027818
2025-12-31,50.41859887163071
2026-01-01,29.569080157928752
2026-01-02,29.9209277774086
2026-01-03,27.898731676415718
2026-01-04,30.23727194472944
2026-01-05,24.84831543098199
2026-01-06,26.547070688778557
2026-01-07,31.578541264606162
2026-01-08,54.0809450028309
2026-01-09,41.57237286980821
2026-01-10,31.976856976321024
2026-01-11,33.89346352672617
2026-01-12,26.21792084906858
2026-01-13,27.495217226155702
2026-01-14,31.96929143604137
2026-01-15,63.93480010194291
2026-01-16,35.16205953249169
2026-01-17,24.93162147904867
2026-01-18,33.24019493159218
2026-01-19,23.650277537911933
2026-01-20,30.67962540059701
2026-01-21,34.51253587979613
2026-01-22,41.54040846212668
2026-01-23,29.396087452779174
2026-01-24,22.365264309739562
2026-01-25,22.36394034019062
2026-01-26,33.863390504114555
2026-01-27,26.194656812708644
2026-01-28,25.554249636050063
2026-01-29,45.356107337189584
2026-01-30,27.46756517643357
2026-01-31,30.659652374258727
2026-02-01,29.380426784400292
2026-02-02,24.21511930501273
2026-02-03,22.88790119973831
2026-02-04,26.006713482591945
2026-02-05,57.58890742663874
2026-02-06,34.09453016127031
2026-02-07,23.93677911190126
2026-02-08,24.509561364681044
2026-02-09,21.31750166258755
2026-02-10,20.64217302287196
2026-02-11,26.21032874240283
2026-02-12,52.2976018204827
2026-02-13,24.84502197912368
2026-02-14,25.40608464482509
2026-02-15,25.964217413756902
2026-02-16,27.136150990242818
2026-02-17,23.380098725678323
2026-02-18,31.303841185259405
2026-02-19,58.78424248025365
2026-02-20,28.10006189608753
2026-02-21,22.548020608789432
2026-02-22,29.181168672716023
2026-02-23,27.89789901898552
2026-02-24,23.595433572567586
2026-02-25,28.366669936444698
2026-02-26,48.16649763805826
2026-02-27,28.829581060364696
2026-02-28,23.966052948245355
2026-03-01,19.723650385604113
2026-03-02,
2026-03-03,
2026-03-04,
2026-03-05,
2026-03-06,
2026-03-07,
2026-03-08,
2026-03-09,
2026-03-10,
2026-03-11,
2026-03-12,
2026-03-13,
2026-03-14,
2026-03-15,
2026-03-16,
2026-03-17,
2026-03-18,
2026-03-19,
2026-03-20,
2026-03-21,
2026-03-22,
2026-03-23,
2026-03-24,
2026-03-25,
2026-03-26,
2026-03-27,
2026-03-28,
2026-03-29,
2026-03-30,
2026-03-31,
2026-04-01,
2026-04-02,
2026-04-03,
2026-04-04,
2026-04-05,
2026-04-06,
2026-04-07,
2026-04-08,
2026-04-09,
2026-04-10,
2026-04-11,
2026-04-12,
2026-04-13,
2026-04-14,
2026-04-15,
2026-04-16,
2026-04-17,
2026-04-18,
2026-04-19,
2026-04-20,
2026-04-21,
2026-04-22,
2026-04-23,
2026-04-24,
2026-04-25,
2026-04-26,
2026-04-27,
2026-04-28,
2026-04-29,
2026-04-30,
2026-05-01,
2026-05-02,
2026-05-03,
2026-05-04,
2026-05-05,
2026-05-06,
2026-05-07,
2026-05-08,
2026-05-09,
2026-05-10,
2026-05-11,
2026-05-12,
2026-05-13,
2026-05-14,
2026-05-15,
2026-05-16,
2026-05-17,
2026-05-18,
2026-05-19,
2026-05-20,
2026-05-21,
2026-05-22,
2026-05-23,
2026-05-24,
2026-05-25,
2026-05-26,
2026-05-27,
2026-05-28,
2026-05-29,
2026-05-30,
2026-05-31,
