Time,jobless
2022-07-05,36.21800892155212
2022-07-06,33.34764718562101
2022-07-07,42.86134535592426
2022-07-08,32.373397938475925
2022-07-09,16.181334137348983
2022-07-10,25.691245367495306
2022-07-11,22.829088668570865
2022-07-12,19.017928990214177
2022-07-13,54.18310965636501
2022-07-14,95.0265292817888
2022-07-15,74.09607772877526
2022-07-16,65.52475539262963
2022-07-17,72.1482103911779
2022-07-18,49.3481549304768
2022-07-19,41.74224564777677
2022-07-20,33.193013795879885
2022-07-21,47.40281221965074
2022-07-22,30.32770131349134
2022-07-23,27.475327543305625
2022-07-24,21.78351871513702
2022-07-25,33.13778758525806
2022-07-26,43.53800422240428
2022-07-27,44.46965039278395
2022-07-28,56.7508317580885
2022-07-29,33.093606616760596
2022-07-30,24.57561702115834
2022-07-31,32.126615671582954
2022-08-01,34.005055772969996
2022-08-02,27.383809822846594
2022-08-03,27.37465805080069
2022-08-04,56.618288852596116
2022-08-05,42.449515613858615
2022-08-06,23.57517477126119
2022-08-07,27.33805096261708
2022-08-08,26.386523356413548
2022-08-09,16.957084604601896
2022-08-10,23.543616936620147
2022-08-11,45.18859675768297
2022-08-12,29.174519143931533
2022-08-13,25.40154444549051
2022-08-14,25.39302383013743
2022-08-15,32.90583750064638
2022-08-16,29.135387428976635
2022-08-17,23.48839072599832
2022-08-18,46.02178248398259
2022-08-19,27.228229698066244
2022-08-20,26.280489032019638
2022-08-21,25.33337952266585
2022-08-22,27.200774381928532
2022-08-23,19.690485338190868
2022-08-24,19.683858192916247
2022-08-25,37.480440090745965
2022-08-26,22.480690174133727
2022-08-27,21.53673644824405
2022-08-28,24.33767094796486
2022-08-29,18.670414316284766
2022-08-30,22.650844605136168
2022-08-31,13.314292482136462
2022-09-01,36.41276182115279
2022-09-02,20.42520220729956
2022-09-03,18.638931619345243
2022-09-04,22.19017877064132
2022-09-05,13.758596129609167
2022-09-06,17.30908439011983
2022-09-07,11.972325541654852
2022-09-08,27.911173383608592
2022-09-09,17.713269214377355
2022-09-10,14.1569427544581
2022-09-11,21.250405505326793
2022-09-12,20.356225797298418
2022-09-13,14.608068905229391
2022-09-14,20.34243051529819
2022-09-15,43.329305340007664
2022-09-16,13.707434868639911
2022-09-17,21.207216354489475
2022-09-18,15.888948894370122
2022-09-19,13.228921025662283
2022-09-20,17.64731333997757
2022-09-21,16.337009426919142
2022-09-22,37.03859474195015
2022-09-23,14.094623544812189
2022-09-24,15.856579572552594
2022-09-25,14.968110329840218
2022-09-26,22.025206433170183
2022-09-27,23.473788559873306
2022-09-28,17.59934543132318
2022-09-29,46.07781996908457
2022-09-30,30.149748778559285
2022-10-01,23.441809954103714
2022-10-02,18.412283452091035
2022-10-03,20.07927484390193
2022-10-04,22.581475071213074
2022-10-05,19.229504321845887
2022-10-06,51.81835268597453
2022-10-07,25.900325121747468
2022-10-08,10.857714861503217
2022-10-09,12.523849683516712
2022-10-10,15.858117990404303
2022-10-11,21.69315890827404
2022-10-12,15.847268106303906
2022-10-13,23.345874136794937
2022-10-14,17.503409614014405
2022-10-15,14.164572934874014
2022-10-16,16.658492987476958
2022-10-17,14.987504269944864
2022-10-18,12.485304042633722
2022-10-19,22.4658381485641
2022-10-20,39.093780146600466
2022-10-21,21.618922859166055
2022-10-22,17.455441705360016
2022-10-23,19.942223676317962
2022-10-24,19.104730654691316
2022-10-25,18.267808679596268
2022-10-26,21.581804834612065
2022-10-27,24.893516803501463
2022-10-28,18.248964144053474
2022-10-29,15.755044091450529
2022-10-30,17.407473796705627
2022-10-31,16.572836007736978
2022-11-01,15.738769265299933
2022-11-02,15.733344323249732
2022-11-03,30.62805353180962
2022-11-04,20.687492683091232
2022-11-05,17.371497865214835
2022-11-06,14.884715894256889
2022-11-07,21.492721575682488
2022-11-08,16.52715228520899
2022-11-09,16.521441819892992
2022-11-10,23.947810464136637
2022-11-11,18.986524022650144
2022-11-12,13.203448339155997
2022-11-13,10.72408997310885
2022-11-14,15.66824501864735
2022-11-15,10.71666636819805
2022-11-16,18.129615418949104
2022-11-17,38.71803152880776
2022-11-18,18.117052395253904
2022-11-19,16.464337166733007
2022-11-20,9.875176020850205
2022-11-21,18.920853671516163
2022-11-22,18.91428663640276
2022-11-23,32.88299061093802
2022-11-24,42.733040584397834
2022-11-25,37.789171062125135
2022-11-26,28.742636841661778
2022-11-27,32.83730688841003
2022-11-28,22.157473021500174
2022-11-29,22.149763893323577
2022-11-30,17.221598150669873
2022-12-01,34.43120432417615
2022-12-02,24.585151676437533
2022-12-03,20.480488315386285
2022-12-04,22.111218252440583
2022-12-05,16.372969721677027
2022-12-06,18.003985181997134
2022-12-07,21.270013428358542
2022-12-08,58.06322605633806
2022-12-09,17.167634253433686
2022-12-10,22.882184353135848
2022-12-11,16.338706929781036
2022-12-12,19.599595757358045
2022-12-13,15.510921699191586
2022-12-14,13.873339203758086
2022-12-15,36.71069640416334
2022-12-16,23.649724174641513
2022-12-17,12.228333103413783
2022-12-18,15.483796988940592
2022-12-19,16.293023207253047
2022-12-20,13.029850193549638
2022-12-21,13.839361935127894
2022-12-22,45.57249707165414
2022-12-23,21.96474481708522
2022-12-24,13.824800248572096
2022-12-25,14.632884373821348
2022-12-26,17.878354945045164
2022-12-27,16.247339484725057
2022-12-28,22.73828062717268
2022-12-29,71.43804163800947
2022-12-30,27.591353750921005
2022-12-31,18.658172266980223
2023-01-01,17.840665873959573
2023-01-02,19.494696166454137
2023-01-03,18.713229087170273
2023-01-04,22.818832539783298
2023-01-05,40.81489770102983
2023-01-06,19.623302473174373
2023-01-07,22.9313630581635
2023-01-08,24.609507033168114
2023-01-09,18.07644410294667
2023-01-10,23.866889775705985
2023-01-11,19.78406035657467
2023-01-12,22.293238424911564
2023-01-13,19.84836350993479
2023-01-14,18.22380549606361
2023-01-15,19.912666663294903
2023-01-16,19.944818239974964
2023-01-17,21.641717301376275
2023-01-18,15.84055443639027
2023-01-19,45.092864182534065
2023-01-20,21.746209925586466
2023-01-21,21.781040800323197
2023-01-22,23.494015650064537
2023-01-23,22.691114186327294
2023-01-24,20.202030853415437
2023-01-25,16.01872775715893
2023-01-26,31.243931593778978
2023-01-27,23.681566514031545
2023-01-28,22.871966805152628
2023-01-29,18.66588967541442
2023-01-30,23.794097032411752
2023-01-31,21.278220718933174
2023-02-01,17.049369555713255
2023-02-02,38.421365706629935
2023-02-03,31.640467706166373
2023-02-04,22.268673046637424
2023-02-05,21.44567684747515
2023-02-06,22.33833479611089
2023-02-07,23.233672042803292
2023-02-08,20.684304503616318
2023-02-09,54.380697210777996
2023-02-10,22.477658295057807
2023-02-11,16.45143439331139
2023-02-12,19.078501576141843
2023-02-13,13.896708258011076
2023-02-14,19.137446133388618
2023-02-15,23.523036232923822
2023-02-16,41.010471020902884
2023-02-17,20.97366869373685
2023-02-18,15.75436520281268
2023-02-19,19.284807526505556
2023-02-20,16.68051437715681
2023-02-21,20.223013542104706
2023-02-22,18.492623254995003
2023-02-23,37.041511769180104
2023-02-24,26.49841216312158
2023-02-25,23.884741470574486
2023-02-26,20.377073180363322
2023-02-27,18.63328640297026
2023-02-28,20.43869703566677
2023-03-01,19.57953031273943
2023-03-02,47.23986987919224
2023-03-03,23.20910666452915
2023-03-04,23.243937539265882
2023-03-05,23.278768414002613
2023-03-06,24.21027618446008
2023-03-07,21.552397073977914
2023-03-08,21.584548650657972
2023-03-09,89.16888843776938
2023-03-10,34.27734868969531
2023-03-11,19.874253098973302
2023-03-12,19.90372537759669
2023-03-13,20.83925209513917
2023-03-14,17.240487671001173
2023-03-15,19.083408476491087
2023-03-16,50.9641096162297
2023-03-17,22.78532587581094
2023-03-18,23.731569785580106
2023-03-19,19.195938994871295
2023-03-20,16.477775678114007
2023-03-21,22.002519147498738
2023-03-22,22.952782004352912
2023-03-23,42.2947427433128
2023-03-24,23.940555034000493
2023-03-25,21.20899522695985
2023-03-26,55.40819257724758
2023-03-27,92.48095253157955
2023-03-28,63.904293029745055
2023-03-29,28.752153524546483
2023-03-30,58.516193761250584
2023-03-31,20.46369867144105
2023-04-01,21.42467872052191
2023-04-02,28.918270004060115
2023-04-03,20.552115507311214
2023-04-04,20.5815877859346
2023-04-05,22.484792797699622
2023-04-06,85.37674741952296
2023-04-07,29.125915603452164
2023-04-08,26.3447887823631
2023-04-09,31.09342376857731
2023-04-10,25.476244516237408
2023-04-11,19.84298947555748
2023-04-12,22.709853834460034
2023-04-13,32.21784099911513
2023-04-14,22.774156987820156
2023-04-15,24.706834278208568
2023-04-16,21.886857635297762
2023-04-17,24.776496027682025
2023-04-18,18.131354274844472
2023-04-19,25.801779230123
2023-04-20,44.97717179380516
2023-04-21,31.62392478379828
2023-04-22,20.152448401103047
2023-04-23,19.219600981617234
2023-04-24,25.02031215083914
2023-04-25,27.94612106698847
2023-04-26,24.82191862359986
2023-04-27,48.263246779421685
2023-04-28,26.55739318588528
2023-04-29,22.28741269477016
2023-04-30,19.191516825077755
2023-05-01,26.18184233523116
2023-05-02,27.67749376955403
2023-05-03,19.271002667425677
2023-05-04,47.051202862485454
2023-05-05,26.814754649217797
2023-05-06,22.01389844510761
2023-05-07,17.199794600606104
2023-05-08,19.894016463591836
2023-05-09,17.73803838325701
2023-05-10,24.32058704113021
2023-05-11,51.88160319712105
2023-05-12,24.880041933396438
2023-05-13,20.02984199007588
2023-05-14,20.551563434710644
2023-05-15,19.588946036817372
2023-05-16,20.11133730596631
2023-05-17,19.641936598382653
2023-05-18,44.75120736551655
2023-05-19,22.903651247804625
2023-05-20,20.71857301357651
2023-05-21,21.96678488123381
2023-05-22,18.052483780185828
2023-05-23,14.850681212308878
2023-05-24,19.827403563861143
2023-05-25,39.26164265907085
2023-05-26,24.571273638167497
2023-05-27,22.143618552974132
2023-05-28,24.63676759066391
2023-05-29,29.60341748029454
2023-05-30,22.23203538884429
2023-05-31,27.208509371349386
2023-06-01,37.15163324348512
2023-06-02,32.240653213476435
2023-06-03,27.316574392968477
2023-06-04,32.32579535172177
2023-06-05,29.878492080779488
2023-06-06,24.931490376897788
2023-06-07,19.971389882516796
2023-06-08,79.99034985406144
2023-06-09,32.53865069733513
2023-06-10,20.04998262551249
2023-06-11,20.07618020651106
2023-06-12,25.127972234387034
2023-06-13,22.64464728957172
2023-06-14,22.674119568195106
2023-06-15,45.40718369363698
2023-06-16,22.73306412544188
2023-06-17,27.820877827190884
2023-06-18,20.259563273501026
2023-06-19,32.964361388561834
2023-06-20,30.467937653247237
2023-06-21,25.42269502062091
2023-06-22,61.09306079248588
2023-06-23,30.585826767740787
2023-06-24,28.073029544302088
2023-06-25,35.77515609585923
2023-06-26,33.262358872420535
2023-06-27,40.990683004976255
2023-06-28,33.34750101066587
2023-06-29,53.9378087442738
2023-06-30,33.43264314891121
2023-07-01,51.500329566205984
2023-07-02,100.0
2023-07-03,100.0
2023-07-04,82.71489827791237
2023-07-05,51.76230537619165
2023-07-06,80.3330889594665
2023-07-07,62.27195193742136
2023-07-08,62.35054468041707
2023-07-09,80.63763583857482
2023-07-10,85.94812897881165
2023-07-11,70.40961327307969
2023-07-12,62.66491565239986
2023-07-13,75.81507264443633
2023-07-14,54.96933849609236
2023-07-15,60.27983163632918
2023-07-16,100.0
2023-07-17,100.0
2023-07-18,68.39784478623858
2023-07-19,63.21506485336977
2023-07-20,65.93089332954736
2023-07-21,47.529187754520876
2023-07-22,42.300562054904574
2023-07-23,97.94121356408523
2023-07-24,100.0
2023-07-25,68.99383975395597
2023-07-26,58.45144621647803
2023-07-27,74.48444126355793
2023-07-28,42.614933026887385
2023-07-29,50.667452224300355
2023-07-30,98.78936024891381
2023-07-31,98.91052406103218
2023-08-01,69.58983472167336
2023-08-02,58.95574965070045
2023-08-03,64.39395599830526
2023-08-04,40.29534296331311
2023-08-05,56.48224879875958
2023-08-06,91.55879015533084
2023-08-07,83.58158900328876
2023-08-08,62.08746472523028
2023-08-09,64.86551245627946
2023-08-10,64.94410519927516
2023-08-11,43.348465294847244
2023-08-12,51.5385217925027
2023-08-13,81.47485428532782
2023-08-14,67.97757934506038
2023-08-15,65.33706891425366
2023-08-16,49.06174624293702
2023-08-17,73.6810362002757
2023-08-18,54.644039286033966
2023-08-19,49.23857991467735
2023-08-20,79.42378942698886
2023-08-21,74.03470354375635
2023-08-22,49.41541358641767
2023-08-23,49.474358143664446
2023-08-24,66.04440360121497
2023-08-25,41.32687271513167
2023-08-26,44.13439272480424
2023-08-27,100.0
2023-08-28,77.41857033539738
2023-08-29,58.13269640166928
2023-08-30,38.800976701193676
2023-08-31,66.59455280218485
2023-09-01,38.89266823468866
2023-09-02,44.501158858784166
2023-09-03,77.96871953636729
2023-09-04,78.06041106986227
2023-09-05,66.98751651716336
2023-09-06,50.29958194511929
2023-09-07,75.5377897535491
2023-09-08,47.61650044518991
2023-09-09,44.86792499276411
2023-09-10,72.99552025148701
2023-09-11,73.08066238973235
2023-09-12,50.65324928859994
2023-09-13,47.89484974329968
2023-09-14,59.232994803609074
2023-09-15,42.358402466950224
2023-09-16,50.88902751758704
2023-09-17,79.25240100529705
2023-09-18,62.34178699476518
2023-09-19,53.90285347762333
2023-09-20,45.44427177473257
2023-09-21,76.77562545573137
2023-09-22,45.549062098726836
2023-09-23,51.30163941831447
2023-09-24,100.0
2023-09-25,100.0
2023-09-26,82.93753997842161
2023-09-27,54.40060751659609
2023-09-28,83.12747244066121
2023-09-29,48.78556749725093
2023-09-30,51.71425131904189
2023-10-01,77.659793814433
2023-10-02,68.97659804805134
2023-10-03,60.306984728419756
2023-10-04,48.78145641911942
2023-10-05,74.54807607763831
2023-10-06,57.29939908337547
2023-10-07,54.39141804783154
2023-10-08,57.20884943837515
2023-10-09,62.87993207746248
2023-10-10,48.55055482436858
2023-10-11,42.804768728155985
2023-10-12,42.77081261128086
2023-10-13,39.88773272811202
2023-10-14,45.54976040269932
2023-10-15,48.35813682874288
2023-10-16,39.79265560086167
2023-10-17,36.920894423317876
2023-10-18,34.05366072802409
2023-10-19,59.546367710416995
2023-10-20,33.99933094102389
2023-10-21,33.97216604752379
2023-10-22,39.60250134636098
2023-10-23,39.57080897061086
2023-10-24,31.066448753104876
2023-10-25,28.219588727936166
2023-10-26,42.29542697502913
2023-10-27,33.8091766865232
2023-10-28,22.52134119534874
2023-10-29,25.316135174642255
2023-10-30,28.106401671685756
2023-10-31,22.46701140834854
2023-11-01,33.6733522190227
2023-11-02,53.27312993207746
2023-11-03,30.81743722935397
2023-11-04,27.993214615435342
2023-11-05,30.767634924603787
2023-11-06,30.742733772228696
2023-11-07,30.71783261985361
2023-11-08,39.06373095860902
2023-11-09,52.97205236245137
2023-11-10,39.00034620710879
2023-11-11,27.834752736684766
2023-11-12,33.374538390521614
2023-11-13,30.56842570560306
2023-11-14,27.766840502934517
2023-11-15,27.744203091684437
2023-11-16,63.75960106499901
2023-11-17,22.15914261534742
2023-11-18,27.67629085793419
2023-11-19,27.65365344668411
2023-11-20,30.39411763897743
2023-11-21,30.369216486602337
2023-11-22,44.137185940694174
2023-11-23,30.319414181852157
2023-11-24,30.294513029477063
2023-11-25,24.766046081265248
2023-11-26,35.74374903831358
2023-11-27,27.47255415668345
2023-11-28,30.194908419976706
2023-11-29,24.684551400764956
2023-11-30,35.62603449981316
2023-12-01,24.643804060514807
2023-12-02,30.09530381047634
2023-12-03,30.070402658101248
2023-12-04,30.045501505726158
2023-12-05,30.020600353351067
2023-12-06,27.268817455432703
2023-12-07,65.39083210603829
2023-12-08,51.72473100257183
2023-12-09,29.920995743850707
2023-12-10,21.7426142483459
2023-12-11,24.440067359264063
2023-12-12,24.419693689138988
2023-12-13,21.688284461345702
2023-12-14,43.340349064691274
2023-12-15,18.945556527927373
2023-12-16,24.338199008638693
2023-12-17,18.913864152177258
2023-12-18,21.597734816345373
2023-12-19,16.18471866550898
2023-12-20,21.561514958345242
2023-12-21,35.008033172685906
2023-12-22,24.813881851786725
2023-12-23,19.864275192978408
2023-12-24,30.44285659332205
2023-12-25,19.830822129686617
2023-12-26,26.816069230431054
2023-12-27,32.44982298100807
2023-12-28,52.20304909546524
2023-12-29,26.748156996680812
2023-12-30,21.825840994768427
2023-12-31,29.521519737010827
2024-01-01,21.78886655639329
2024-01-02,32.28532445925747
2024-01-03,35.06937708823335
2024-01-04,45.53665788326409
2024-01-05,27.328297760094962
2024-01-06,32.1756587780904
2024-01-07,24.479854272452172
2024-01-08,20.922739830853104
2024-01-09,21.640968802892754
2024-01-10,21.622481583705184
2024-01-11,34.830929689732486
2024-01-12,26.431233239179655
2024-01-13,29.92974193832018
2024-01-14,24.333717206493308
2024-01-15,21.530045487767346
2024-01-16,28.389403429282165
2024-01-17,26.31804618292924
2024-01-18,54.05167358622939
2024-01-19,31.81924531429744
2024-01-20,32.083497048996556
2024-01-21,26.227496537928914
2024-01-22,24.749033619641118
2024-01-23,27.636789588508126
2024-01-24,23.252963825936593
2024-01-25,47.91773597036907
2024-01-26,21.761924568065417
2024-01-27,27.541209407674444
2024-01-28,30.4138737690414
2024-01-29,24.59937517859891
2024-01-30,23.132230965936156
2024-01-31,15.889574815539389
2024-02-01,38.967727521267015
2024-02-02,24.513856069431927
2024-02-03,21.61100849306487
2024-02-04,27.350049046007083
2024-02-05,25.887935369177676
2024-02-06,21.554414964939664
2024-02-07,27.27836391038182
2024-02-08,43.03337189237906
2024-02-09,30.09695001154024
2024-02-10,25.774748312927265
2024-02-11,20.029419590193367
2024-02-12,24.300058296514482
2024-02-13,25.706836079177016
2024-02-14,22.830398815935055
2024-02-15,44.19491105316569
2024-02-16,28.4876931615853
2024-02-17,27.03941345829762
2024-02-18,27.015518413089193
2024-02-19,31.25345863649353
2024-02-20,22.709665955934614
2024-02-21,18.435254347738482
2024-02-22,45.338843338535604
2024-02-23,31.14278684815979
2024-02-24,22.629177382600986
2024-02-25,25.435187144176027
2024-02-26,31.059783006909488
2024-02-27,31.032115059826054
2024-02-28,28.185861011584205
2024-02-29,28.160708332417446
2024-03-01,30.949111218575755
2024-03-02,19.677282081858753
2024-03-03,15.446887662204443
2024-03-04,21.04507321181281
2024-03-05,22.42795594926692
2024-03-06,21.00734419306267
2024-03-07,36.38003145172517
2024-03-08,30.755435588991713
2024-03-09,16.76060053194997
2024-03-10,16.74550892444992
2024-03-11,23.701424532345637
2024-03-12,18.108269518570626
2024-03-13,22.26697880259967
2024-03-14,44.49371331853253
2024-03-15,25.005076330424462
2024-03-16,19.43078582602452
2024-03-17,22.18649022926604
2024-03-18,22.166368085932636
2024-03-19,20.76210557118678
2024-03-20,23.509006536719934
2024-03-21,49.738503725847934
2024-03-22,51.07359637288521
2024-03-23,49.647954080847605
2024-03-24,42.71341825024363
2024-03-25,45.42762073286001
2024-03-26,37.13409721001033
2024-03-27,19.23711019644048
2024-03-28,31.57489831311044
2024-03-29,24.688152572923304
2024-03-30,31.5170471510269
2024-03-31,34.226219097809924
2024-04-01,21.884658079264945
2024-04-02,35.52987089588875
2024-04-03,23.20968965463551
2024-04-04,62.744838491636074
2024-04-05,64.04974792367324
2024-04-06,29.953065123572124
2024-04-07,69.37251163640559
2024-04-08,57.077483074319126
2024-04-09,44.805091923482735
2024-04-10,37.981227881212504
2024-04-11,50.142947243715156
2024-04-12,39.26475753595791
2024-04-13,29.75938949398809
2024-04-14,48.65190798584398
2024-04-15,48.60663316334381
2024-04-16,40.46779861736971
2024-04-17,37.73473162537827
2024-04-18,52.510042753830255
2024-04-19,40.3546115611193
2024-04-20,33.597402118640964
2024-04-21,53.70553803149203
2024-04-22,52.31385185632955
2024-04-23,34.843202754636245
2024-04-24,34.81050427171946
2024-04-25,49.491492853296116
2024-04-26,32.07240674389466
2024-04-27,36.047501470006374
2024-04-28,56.021070549315276
2024-04-29,54.63567254394448
2024-04-30,39.93959235486779
2024-05-01,33.251552780098045
2024-05-02,49.1657656580866
2024-05-03,30.53357739560665
2024-05-04,35.80980865188051
2024-05-05,49.026168288711084
2024-05-06,47.65586189084035
2024-05-07,34.38542399380125
2024-05-08,35.67398418438001
2024-05-09,72.60005717454699
2024-05-10,38.243558761787526
2024-05-11,27.667201204031393
2024-05-12,67.12763502077243
2024-05-13,61.80361367408173
2024-05-14,36.78396035287481
2024-05-15,34.12383613046696
2024-05-16,68.18227529510034
2024-05-17,37.98825906824493
2024-05-18,30.099693679980067
2024-05-19,95.44200309663024
2024-05-20,84.90085928970758
2024-05-21,41.75710182518922
2024-05-22,28.680339557734158
2024-05-23,75.53886151898827
2024-05-24,32.52841325405374
2024-05-25,32.49697240509529
2024-05-26,49.347607965328
2024-05-27,50.59718150319829
2024-05-28,40.179285824192725
2024-05-29,32.3712090092615
2024-05-30,47.86285687724851
2024-05-31,32.308327311344605
2024-06-01,29.694735545395265
2024-06-02,60.621437753244095
2024-06-03,46.38816686083573
2024-06-04,45.05558948171514
2024-06-05,37.29530275720074
2024-06-06,68.0937263012991
2024-06-07,43.640008261344235
2024-06-08,43.597248706760745
2024-06-09,55.08361863363595
2024-06-10,53.749783620557004
2024-06-11,43.46897004301028
2024-06-12,42.14896900347307
2024-06-13,56.143289443797215
2024-06-14,43.34069137925981
2024-06-15,29.28977741081045
2024-06-16,89.05476643842643
2024-06-17,96.592451952315
2024-06-18,62.21508837898138
2024-06-19,57.079712126041365
2024-06-20,78.5651856237956
2024-06-21,45.573220055832756
2024-06-22,42.9986149425919
2024-06-23,90.96534082166487
2024-06-24,70.68039313740576
2024-06-25,58.00104320078547
2024-06-26,44.08721133379494
2024-06-27,78.01937248587694
2024-06-28,49.02765432319257
2024-06-29,57.76963855245128
2024-06-30,100.0
2024-07-01,100.0
2024-07-02,68.86488431828339
2024-07-03,71.29737679423208
2024-07-04,54.98123566629298
2024-07-05,52.4292679643022
2024-07-06,51.129389068098384
2024-07-07,54.815227983792376
2024-07-08,48.53717707944079
2024-07-09,47.24484398698701
2024-07-10,54.64922030129176
2024-07-11,53.35311430696297
2024-07-12,33.46683658749698
2024-07-13,37.147644967357614
2024-07-14,38.346913146894394
2024-07-15,32.12922867254303
2024-07-16,33.33101211999648
2024-07-17,35.76350459594516
2024-07-18,51.742599823049694
2024-07-19,31.998434740875883
2024-07-20,31.965736257959097
2024-07-21,41.75858785967071
2024-07-22,50.30438119142871
2024-07-23,42.898747243165616
2024-07-24,35.50820490240257
2024-07-25,53.81918188878875
2024-07-26,39.10097890517955
2024-07-27,41.50203053216978
2024-07-28,35.362319363235365
2024-07-29,31.671449911708024
2024-07-30,30.42187637383773
2024-07-31,25.5279658408986
2024-08-01,54.646190416657504
2024-08-02,40.03237105159035
2024-08-03,21.813201344162838
2024-08-04,25.422324588398215
2024-08-05,33.861219033697495
2024-08-06,25.36950396214802
2024-08-07,41.0316754317514
2024-08-08,100.0
2024-08-09,28.903169168883117
2024-08-10,22.857780546824053
2024-08-11,31.24636963378981
2024-08-12,22.809990456407213
2024-08-13,21.586827231662014
2024-08-14,29.950263639461017
2024-08-15,62.23115140424534
2024-08-16,27.496391386220587
2024-08-17,21.49627758666168
2024-08-18,23.70053619360243
2024-08-19,23.67555119896345
2024-08-20,20.27758276914397
2024-08-21,26.995001348650707
2024-08-22,61.29819285384564
2024-08-23,22.665814143109927
2024-08-24,22.325677546240325
2024-08-25,25.972939480005472
2024-08-26,21.3714021479495
2024-08-27,18.591471184822083
2024-08-28,17.666708263420258
2024-08-29,48.06985340922412
2024-08-30,18.84621443592054
2024-08-31,12.746833323105873
2024-09-01,18.805970149253728
2024-09-02,18.797652121482407
2024-09-03,18.789334093711084
2024-09-04,17.881092379446812
2024-09-05,45.40646337981991
2024-09-06,17.86525346823225
2024-09-07,15.434676006535808
2024-09-08,18.747743954854467
2024-09-09,22.3701897004555
2024-09-10,14.204423490311465
2024-09-11,18.7227898715405
2024-09-12,39.53432176996238
2024-09-13,17.809817278981285
2024-09-14,12.971623578082156
2024-09-15,21.99911986386915
2024-09-16,14.322253128390978
2024-09-17,15.5607347540938
