Time,aol_mail
2023-01-24,62.54545454545455
2023-01-25,62.54545454545455
2023-01-26,61.09090909090909
2023-01-27,62.54545454545455
2023-01-28,48.0
2023-01-29,46.54545454545455
2023-01-30,58.18181818181819
2023-01-31,65.45454545454545
2023-02-01,65.45454545454545
2023-02-02,62.54545454545455
2023-02-03,66.9090909090909
2023-02-04,51.63636363636364
2023-02-05,52.36363636363637
2023-02-06,61.81818181818182
2023-02-07,69.0909090909091
2023-02-08,61.09090909090909
2023-02-09,61.09090909090909
2023-02-10,60.36363636363637
2023-02-11,54.54545454545455
2023-02-12,49.45454545454545
2023-02-13,56.0
2023-02-14,63.27272727272727
2023-02-15,64.72727272727273
2023-02-16,65.45454545454545
2023-02-17,66.9090909090909
2023-02-18,55.27272727272727
2023-02-19,49.45454545454545
2023-02-20,56.72727272727273
2023-02-21,72.0
2023-02-22,62.54545454545455
2023-02-23,63.27272727272727
2023-02-24,62.54545454545455
2023-02-25,52.36363636363637
2023-02-26,56.0
2023-02-27,64.72727272727273
2023-02-28,66.18181818181819
2023-03-01,66.18181818181819
2023-03-02,66.9090909090909
2023-03-03,58.18181818181819
2023-03-04,50.909090909090914
2023-03-05,48.72727272727273
2023-03-06,64.0
2023-03-07,71.27272727272728
2023-03-08,64.0
2023-03-09,64.72727272727273
2023-03-10,65.45454545454545
2023-03-11,53.09090909090909
2023-03-12,51.63636363636364
2023-03-13,61.81818181818182
2023-03-14,66.9090909090909
2023-03-15,65.45454545454545
2023-03-16,63.27272727272727
2023-03-17,63.27272727272727
2023-03-18,51.63636363636364
2023-03-19,51.63636363636364
2023-03-20,63.27272727272727
2023-03-21,64.72727272727273
2023-03-22,65.45454545454545
2023-03-23,69.0909090909091
2023-03-24,66.18181818181819
2023-03-25,51.63636363636364
2023-03-26,48.72727272727273
2023-03-27,63.27272727272727
2023-03-28,72.72727272727273
2023-03-29,62.54545454545455
2023-03-30,64.0
2023-03-31,61.81818181818182
2023-04-01,53.09090909090909
2023-04-02,48.72727272727273
2023-04-03,62.54545454545455
2023-04-04,64.72727272727273
2023-04-05,64.72727272727273
2023-04-06,64.0
2023-04-07,58.909090909090914
2023-04-08,50.909090909090914
2023-04-09,45.81818181818182
2023-04-10,62.54545454545455
2023-04-11,66.9090909090909
2023-04-12,64.0
2023-04-13,72.72727272727273
2023-04-14,65.45454545454545
2023-04-15,53.81818181818182
2023-04-16,48.72727272727273
2023-04-17,62.54545454545455
2023-04-18,66.9090909090909
2023-04-19,64.72727272727273
2023-04-20,62.54545454545455
2023-04-21,60.36363636363637
2023-04-22,50.909090909090914
2023-04-23,49.45454545454545
2023-04-24,60.36363636363637
2023-04-25,60.36363636363637
2023-04-26,61.14391659827969
2023-04-27,58.29853195951491
2023-04-28,59.721224278897296
2023-04-29,52.26005288593052
2023-04-30,47.280629768092155
2023-05-01,62.56660891766208
2023-05-02,63.989301237044465
2023-05-03,62.56660891766208
2023-05-04,60.4325704385885
2023-05-05,58.29853195951491
2023-05-06,50.12601440685693
2023-05-07,46.569283608400966
2023-05-08,59.00987811920611
2023-05-09,63.989301237044465
2023-05-10,65.41199355642686
2023-05-11,61.14391659827969
2023-05-12,61.14391659827969
2023-05-13,52.971399045621716
2023-05-14,50.12601440685693
2023-05-15,61.855262757970884
2023-05-16,66.12333971611805
2023-05-17,63.989301237044465
2023-05-18,60.4325704385885
2023-05-19,66.12333971611805
2023-05-20,51.548706726239324
2023-05-21,51.548706726239324
2023-05-22,62.56660891766208
2023-05-23,63.989301237044465
2023-05-24,66.12333971611805
2023-05-25,64.70064739673566
2023-05-26,55.63356736877299
2023-05-27,51.46104981611501
2023-05-28,50.070210631895684
2023-05-29,52.15646940822467
2023-05-30,64.67402206619859
2023-05-31,63.97860247408893
2023-06-01,64.67402206619859
2023-06-02,60.501504513540624
2023-06-03,53.547308592444
2023-06-04,50.070210631895684
2023-06-05,60.501504513540624
2023-06-06,66.06486125041792
2023-06-07,68.84653961885657
2023-06-08,62.587763289869606
2023-06-09,62.587763289869606
2023-06-10,52.15646940822467
2023-06-11,47.288532263457036
2023-06-12,63.97860247408893
2023-06-13,66.76028084252758
2023-06-14,69.54195921096623
2023-06-15,65.36944165830826
2023-06-16,64.67402206619859
2023-06-17,50.76563022400535
2023-06-18,47.9839518555667
2023-06-19,61.89234369775995
2023-06-20,68.15112002674691
2023-06-21,66.76028084252758
2023-06-22,61.19692410565028
2023-06-23,62.587763289869606
2023-06-24,51.46104981611501
2023-06-25,51.46104981611501
2023-06-26,66.76028084252758
2023-06-27,66.06486125041792
2023-06-28,65.36944165830826
2023-06-29,66.06486125041792
2023-06-30,61.89234369775995
2023-07-01,52.15646940822467
2023-07-02,49.374791039786025
2023-07-03,59.11066532932129
2023-07-04,52.85188900033434
2023-07-05,69.54195921096623
2023-07-06,66.76028084252758
2023-07-07,62.587763289869606
2023-07-08,55.63356736877299
2023-07-09,48.67937144767636
2023-07-10,63.28318288197927
2023-07-11,64.67402206619859
2023-07-12,60.501504513540624
2023-07-13,63.28318288197927
2023-07-14,59.80608492143096
2023-07-15,52.85188900033434
2023-07-16,50.76563022400535
2023-07-17,61.19692410565028
2023-07-18,63.97860247408893
2023-07-19,63.97860247408893
2023-07-20,62.587763289869606
2023-07-21,61.89234369775995
2023-07-22,52.15646940822467
2023-07-23,50.070210631895684
2023-07-24,63.97860247408893
2023-07-25,63.28318288197927
2023-07-26,60.501504513540624
2023-07-27,66.06486125041792
2023-07-28,60.501504513540624
2023-07-29,57.02440655299231
2023-07-30,50.070210631895684
2023-07-31,63.28318288197927
2023-08-01,63.97860247408893
2023-08-02,62.587763289869606
2023-08-03,63.28318288197927
2023-08-04,63.97860247408893
2023-08-05,52.85188900033434
2023-08-06,47.288532263457036
2023-08-07,62.587763289869606
2023-08-08,61.89234369775995
2023-08-09,63.97860247408893
2023-08-10,67.45570043463725
2023-08-11,63.28318288197927
2023-08-12,50.070210631895684
2023-08-13,48.67937144767636
2023-08-14,61.89234369775995
2023-08-15,60.501504513540624
2023-08-16,59.80608492143096
2023-08-17,61.89234369775995
2023-08-18,61.19692410565028
2023-08-19,52.15646940822467
2023-08-20,49.374791039786025
2023-08-21,59.80608492143096
2023-08-22,59.11066532932129
2023-08-23,61.89234369775995
2023-08-24,59.80608492143096
2023-08-25,62.587763289869606
2023-08-26,49.374791039786025
2023-08-27,49.374791039786025
2023-08-28,59.80608492143096
2023-08-29,59.80608492143096
2023-08-30,58.415245737211634
2023-08-31,57.02440655299231
2023-09-01,55.63356736877299
2023-09-02,48.67937144767636
2023-09-03,50.76563022400535
2023-09-04,49.374791039786025
2023-09-05,59.80608492143096
2023-09-06,59.80608492143096
2023-09-07,59.11066532932129
2023-09-08,52.85188900033434
2023-09-09,47.288532263457036
2023-09-10,44.50685389501839
2023-09-11,58.415245737211634
2023-09-12,65.36944165830826
2023-09-13,58.415245737211634
2023-09-14,61.19692410565028
2023-09-15,55.63356736877299
2023-09-16,48.67937144767636
2023-09-17,58.415245737211634
2023-09-18,59.11066532932129
2023-09-19,61.19692410565028
2023-09-20,57.02440655299231
2023-09-21,57.02440655299231
2023-09-22,55.63356736877299
2023-09-23,49.374791039786025
2023-09-24,47.9839518555667
2023-09-25,57.71982614510197
2023-09-26,60.501504513540624
2023-09-27,55.63356736877299
2023-09-28,57.71982614510197
2023-09-29,54.93814777666332
2023-09-30,50.070210631895684
2023-10-01,46.59311267134738
2023-10-02,54.93814777666332
2023-10-03,59.80608492143096
2023-10-04,58.415245737211634
2023-10-05,59.80608492143096
2023-10-06,58.415245737211634
2023-10-07,50.76563022400535
2023-10-08,45.20227348712805
2023-10-09,57.02440655299231
2023-10-10,63.97860247408893
2023-10-11,59.80608492143096
2023-10-12,61.89234369775995
2023-10-13,57.02440655299231
2023-10-14,49.374791039786025
2023-10-15,47.9839518555667
2023-10-16,57.02440655299231
2023-10-17,57.02440655299231
2023-10-18,57.71982614510197
2023-10-19,58.415245737211634
2023-10-20,58.415245737211634
2023-10-21,47.288532263457036
2023-10-22,44.50685389501839
2023-10-23,54.93814777666332
2023-10-24,61.19692410565028
2023-10-25,57.71982614510197
2023-10-26,57.71982614510197
2023-10-27,56.328986960882645
2023-10-28,49.374791039786025
2023-10-29,45.89769307923771
2023-10-30,54.93814777666332
2023-10-31,57.02440655299231
2023-11-01,64.67402206619859
2023-11-02,60.501504513540624
2023-11-03,54.93814777666332
2023-11-04,47.288532263457036
2023-11-05,46.59311267134738
2023-11-06,57.71982614510197
2023-11-07,59.11066532932129
2023-11-08,60.501504513540624
2023-11-09,63.28318288197927
2023-11-10,56.328986960882645
2023-11-11,49.374791039786025
2023-11-12,47.288532263457036
2023-11-13,59.11066532932129
2023-11-14,57.71982614510197
2023-11-15,58.415245737211634
2023-11-16,59.11066532932129
2023-11-17,51.46104981611501
2023-11-18,49.374791039786025
2023-11-19,43.81143430290872
2023-11-20,59.11066532932129
2023-11-21,54.93814777666332
2023-11-22,58.415245737211634
2023-11-23,48.67937144767636
2023-11-24,53.547308592444
2023-11-25,50.070210631895684
2023-11-26,46.59311267134738
2023-11-27,62.587763289869606
2023-11-28,61.19692410565028
2023-11-29,62.587763289869606
2023-11-30,59.11066532932129
2023-12-01,58.415245737211634
2023-12-02,52.85188900033434
2023-12-03,47.9839518555667
2023-12-04,56.328986960882645
2023-12-05,59.80608492143096
2023-12-06,59.80608492143096
2023-12-07,57.02440655299231
2023-12-08,57.71982614510197
2023-12-09,50.76563022400535
2023-12-10,49.374791039786025
2023-12-11,61.19692410565028
2023-12-12,63.28318288197927
2023-12-13,66.06486125041792
2023-12-14,60.501504513540624
2023-12-15,56.328986960882645
2023-12-16,50.070210631895684
2023-12-17,47.9839518555667
2023-12-18,54.24272818455366
2023-12-19,56.328986960882645
2023-12-20,59.80608492143096
2023-12-21,61.19692410565028
2023-12-22,55.63356736877299
2023-12-23,50.07021063189569
2023-12-24,50.07021063189569
2023-12-25,45.163639065344185
2023-12-26,53.35413648352465
2023-12-27,59.226568594672905
2023-12-28,55.63356736877299
2023-12-29,56.94713770942457
2023-12-30,50.07021063189569
2023-12-31,47.443069950592516
2024-01-01,48.09985512091831
2024-01-02,61.19692410565028
2024-01-03,61.85370927597608
2024-01-04,59.8833537649987
2024-01-05,56.29035253909878
2024-01-06,49.4134254615699
2024-01-07,46.129499609940936
2024-01-08,52.34964151714402
2024-01-09,59.57427839072774
2024-01-10,58.260708050076154
2024-01-11,52.69735131319886
2024-01-12,56.29035253909878
2024-01-13,51.38378097254727
2024-01-14,45.820424235669975
2024-01-15,46.477209405995765
2024-01-16,53.35413648352465
2024-01-17,59.226568594672905
2024-01-18,53.66321185779561
2024-01-19,54.9767821984472
2024-01-20,47.133994576321555
2024-01-21,45.12500464356031
2024-01-22,51.924662877521456
2024-01-23,56.86986886585683
2024-01-24,56.86986886585683
2024-01-25,55.015416620231065
2024-01-26,44.50685389501839
2024-01-27,38.94349715814109
2024-01-28,36.470894163973405
2024-01-29,44.50685389501839
2024-01-30,46.36130614064416
2024-01-31,43.270552397934544
2024-02-01,45.74315539210223
2024-02-02,42.65240164939262
2024-02-03,42.65240164939262
2024-02-04,37.70719566105725
2024-02-05,39.561647906683014
2024-02-06,42.65240164939262
2024-02-07,40.79794940376686
2024-02-08,43.888703146476466
2024-02-09,42.65240164939262
2024-02-10,37.70719566105725
2024-02-11,35.23459266688956
2024-02-12,38.32534640959917
2024-02-13,42.65240164939262
2024-02-14,41.41610015230878
2024-02-15,45.12500464356031
2024-02-16,44.50685389501839
2024-02-17,37.08904491251533
2024-02-18,37.70719566105725
2024-02-19,42.0342509008507
2024-02-20,46.36130614064416
2024-02-21,40.79794940376686
2024-02-22,42.0342509008507
2024-02-23,42.0342509008507
2024-02-24,41.41610015230878
2024-02-25,36.470894163973405
2024-02-26,42.0342509008507
2024-02-27,43.270552397934544
2024-02-28,39.561647906683014
2024-02-29,44.50685389501839
2024-03-01,44.50685389501839
2024-03-02,38.32534640959917
2024-03-03,37.08904491251533
2024-03-04,44.50685389501839
2024-03-05,46.36130614064416
2024-03-06,43.270552397934544
2024-03-07,42.65240164939262
2024-03-08,41.41610015230878
2024-03-09,37.70719566105725
2024-03-10,35.23459266688956
2024-03-11,40.79794940376686
2024-03-12,43.270552397934544
2024-03-13,45.12500464356031
2024-03-14,42.0342509008507
2024-03-15,43.888703146476466
2024-03-16,39.561647906683014
2024-03-17,37.70719566105725
2024-03-18,43.270552397934544
2024-03-19,49.45205988335377
2024-03-20,47.597607637728004
2024-03-21,44.50685389501839
2024-03-22,42.0342509008507
2024-03-23,38.94349715814109
2024-03-24,35.23459266688956
2024-03-25,41.41610015230878
2024-03-26,42.0342509008507
2024-03-27,43.270552397934544
2024-03-28,41.41610015230878
2024-03-29,40.179798655224936
2024-03-30,35.85274341543148
2024-03-31,32.143838924179946
2024-04-01,43.888703146476466
2024-04-02,40.79794940376686
2024-04-03,42.65240164939262
2024-04-04,42.0342509008507
2024-04-05,45.12500464356031
2024-04-06,37.08904491251533
2024-04-07,34.61644191834764
2024-04-08,39.561647906683014
2024-04-09,42.0342509008507
2024-04-10,41.41610015230878
2024-04-11,40.79794940376686
2024-04-12,40.79794940376686
2024-04-13,38.94349715814109
2024-04-14,35.85274341543148
2024-04-15,40.79794940376686
2024-04-16,43.270552397934544
2024-04-17,40.179798655224936
2024-04-18,39.561647906683014
2024-04-19,40.179798655224936
2024-04-20,35.23459266688956
2024-04-21,34.61644191834764
2024-04-22,40.79794940376686
2024-04-23,40.179798655224936
2024-04-24,39.561647906683014
2024-04-25,42.0342509008507
2024-04-26,42.0342509008507
2024-04-27,35.23459266688956
2024-04-28,33.99829116980572
2024-04-29,41.41610015230878
2024-04-30,43.270552397934544
2024-05-01,42.0342509008507
2024-05-02,39.561647906683014
2024-05-03,40.79794940376686
2024-05-04,34.61644191834764
2024-05-05,33.99829116980572
2024-05-06,38.94349715814109
2024-05-07,42.0342509008507
2024-05-08,43.888703146476466
2024-05-09,43.270552397934544
2024-05-10,40.179798655224936
2024-05-11,34.61644191834764
2024-05-12,33.380140421263796
2024-05-13,39.561647906683014
2024-05-14,44.50685389501839
2024-05-15,40.179798655224936
2024-05-16,43.270552397934544
2024-05-17,38.94349715814109
2024-05-18,38.32534640959917
2024-05-19,34.61644191834764
2024-05-20,42.0342509008507
2024-05-21,42.0342509008507
2024-05-22,47.597607637728004
2024-05-23,40.79794940376686
2024-05-24,40.179798655224936
2024-05-25,36.470894163973405
2024-05-26,31.525688175638027
2024-05-27,34.61644191834764
2024-05-28,41.41610015230878
2024-05-29,42.0342509008507
2024-05-30,42.65240164939262
2024-05-31,42.0342509008507
2024-06-01,35.85274341543148
2024-06-02,34.61644191834764
2024-06-03,40.179798655224936
2024-06-04,41.41610015230878
2024-06-05,42.0342509008507
2024-06-06,45.74315539210223
2024-06-07,39.561647906683014
2024-06-08,36.470894163973405
2024-06-09,33.99829116980572
2024-06-10,50.68836138043761
2024-06-11,42.0342509008507
2024-06-12,40.179798655224936
2024-06-13,44.50685389501839
2024-06-14,40.179798655224936
2024-06-15,33.99829116980572
2024-06-16,33.380140421263796
2024-06-17,46.36130614064416
2024-06-18,42.65240164939262
2024-06-19,40.179798655224936
2024-06-20,40.179798655224936
2024-06-21,42.0342509008507
2024-06-22,35.85274341543148
2024-06-23,33.380140421263796
2024-06-24,43.270552397934544
2024-06-25,42.65240164939262
2024-06-26,40.179798655224936
2024-06-27,41.41610015230878
2024-06-28,39.561647906683014
2024-06-29,36.470894163973405
2024-06-30,32.76198967272187
2024-07-01,42.65240164939262
2024-07-02,43.888703146476466
2024-07-03,41.41610015230878
2024-07-04,35.85274341543148
2024-07-05,39.561647906683014
2024-07-06,35.23459266688956
2024-07-07,31.525688175638027
2024-07-08,39.561647906683014
2024-07-09,41.41610015230878
2024-07-10,40.79794940376686
2024-07-11,42.65240164939262
2024-07-12,40.79794940376686
2024-07-13,33.99829116980572
2024-07-14,30.907537427096106
2024-07-15,40.79794940376686
2024-07-16,40.79794940376686
2024-07-17,41.41610015230878
2024-07-18,43.888703146476466
2024-07-19,38.94349715814109
2024-07-20,35.23459266688956
2024-07-21,32.143838924179946
2024-07-22,40.79794940376686
2024-07-23,40.79794940376686
2024-07-24,42.65240164939262
2024-07-25,40.79794940376686
2024-07-26,40.179798655224936
2024-07-27,33.99829116980572
2024-07-28,31.525688175638027
2024-07-29,40.79794940376686
2024-07-30,42.0342509008507
2024-07-31,41.41610015230878
2024-08-01,43.888703146476466
2024-08-02,43.270552397934544
2024-08-03,34.61644191834764
2024-08-04,33.380140421263796
2024-08-05,42.0342509008507
2024-08-06,40.79794940376686
2024-08-07,42.65240164939262
2024-08-08,39.561647906683014
2024-08-09,40.179798655224936
2024-08-10,33.380140421263796
2024-08-11,33.99829116980572
2024-08-12,42.0342509008507
2024-08-13,42.65240164939262
2024-08-14,42.65240164939262
2024-08-15,40.179798655224936
2024-08-16,39.561647906683014
2024-08-17,33.99829116980572
2024-08-18,33.4719541011254
2024-08-19,40.17730580259712
2024-08-20,40.43157677063489
2024-08-21,39.61395946028837
2024-08-22,39.35968849225059
2024-08-23,39.61395946028837
2024-08-24,35.16199312805162
2024-08-25,33.21768313308762
2024-08-26,41.3039984872146
2024-08-27,39.61395946028837
2024-08-28,40.74065214490585
2024-08-29,38.23299580763311
2024-08-30,40.17730580259712
2024-08-31,34.03530044343414
2024-09-01,31.527644106161393
2024-09-02,34.598646785742886
2024-09-03,38.23299580763311
2024-09-04,40.17730580259712
2024-09-05,38.23299580763311
2024-09-06,39.61395946028837
2024-09-07,34.85291775378066
2024-09-08,32.90860775881666
2024-09-09,37.92392043336215
2024-09-10,40.74065214490585
2024-09-11,38.23299580763311
2024-09-12,42.68496213986985
2024-09-13,40.17730580259712
2024-09-14,32.90860775881666
2024-09-15,30.964297763852652
2024-09-16,39.61395946028837
2024-09-17,38.14064520566705
2024-09-18,38.14064520566705
2024-09-19,39.15772907781817
2024-09-20,37.63210326959149
2024-09-21,33.563767780987
2024-09-22,31.52960003668476
2024-09-23,37.63210326959149
2024-09-24,36.106477461364804
2024-09-25,39.66627101389373
2024-09-26,39.15772907781817
2024-09-27,36.106477461364804
2024-09-28,34.072309717062566
2024-09-29,33.05522584491144
