Time,tpt
2022-04-21,64.0
2022-04-22,56.0
2022-04-23,17.0
2022-04-24,28.0
2022-04-25,83.0
2022-04-26,74.0
2022-04-27,63.0
2022-04-28,64.0
2022-04-29,56.0
2022-04-30,17.0
2022-05-01,30.0
2022-05-02,74.0
2022-05-03,75.0
2022-05-04,71.0
2022-05-05,70.0
2022-05-06,60.0
2022-05-07,15.0
2022-05-08,22.0
2022-05-09,70.0
2022-05-10,63.0
2022-05-11,60.0
2022-05-12,65.0
2022-05-13,56.0
2022-05-14,16.0
2022-05-15,24.0
2022-05-16,67.0
2022-05-17,65.0
2022-05-18,61.0
2022-05-19,61.0
2022-05-20,50.0
2022-05-21,16.0
2022-05-22,23.0
2022-05-23,65.0
2022-05-24,59.0
2022-05-25,47.0
2022-05-26,47.0
2022-05-27,34.0
2022-05-28,14.0
2022-05-29,14.0
2022-05-30,17.0
2022-05-31,48.0
2022-06-01,45.0
2022-06-02,43.0
2022-06-03,32.0
2022-06-04,12.0
2022-06-05,20.0
2022-06-06,38.0
2022-06-07,40.0
2022-06-08,34.0
2022-06-09,35.0
2022-06-10,27.0
2022-06-11,13.0
2022-06-12,20.0
2022-06-13,35.0
2022-06-14,36.0
2022-06-15,30.0
2022-06-16,29.0
2022-06-17,21.0
2022-06-18,13.0
2022-06-19,15.0
2022-06-20,24.0
2022-06-21,30.0
2022-06-22,26.0
2022-06-23,26.0
2022-06-24,19.0
2022-06-25,14.0
2022-06-26,15.0
2022-06-27,24.0
2022-06-28,24.0
2022-06-29,23.0
2022-06-30,23.0
2022-07-01,16.0
2022-07-02,15.0
2022-07-03,15.0
2022-07-04,19.0
2022-07-05,27.0
2022-07-06,26.0
2022-07-07,26.0
2022-07-08,22.0
2022-07-09,20.0
2022-07-10,20.0
2022-07-11,25.0
2022-07-12,26.0
2022-07-13,29.0
2022-07-14,27.0
2022-07-15,21.0
2022-07-16,17.0
2022-07-17,19.0
2022-07-18,29.0
2022-07-19,36.0
2022-07-20,32.0
2022-07-21,33.0
2022-07-22,28.0
2022-07-23,20.0
2022-07-24,22.0
2022-07-25,33.0
2022-07-26,39.0
2022-07-27,40.0
2022-07-28,40.0
2022-07-29,37.0
2022-07-30,26.0
2022-07-31,32.0
2022-08-01,46.0
2022-08-02,67.0
2022-08-03,74.0
2022-08-04,63.0
2022-08-05,60.0
2022-08-06,37.0
2022-08-07,47.0
2022-08-08,66.0
2022-08-09,74.0
2022-08-10,74.0
2022-08-11,77.0
2022-08-12,73.0
2022-08-13,38.0
2022-08-14,50.0
2022-08-15,90.0
2022-08-16,90.0
2022-08-17,85.0
2022-08-18,90.0
2022-08-19,74.0
2022-08-20,37.0
2022-08-21,53.0
2022-08-22,81.0
2022-08-23,87.0
2022-08-24,91.0
2022-08-25,84.0
2022-08-26,76.0
2022-08-27,35.0
2022-08-28,57.0
2022-08-29,94.0
2022-08-30,96.23684210526315
2022-08-31,100.09210526315789
2022-09-01,92.88157894736842
2022-09-02,70.75
2022-09-03,27.60526315789474
2022-09-04,33.19736842105263
2022-09-05,51.973684210526315
2022-09-06,92.88157894736842
2022-09-07,90.14473684210526
2022-09-08,85.17105263157896
2022-09-09,77.96052631578948
2022-09-10,29.342105263157897
2022-09-11,48.618421052631575
2022-09-12,89.02631578947368
2022-09-13,90.64473684210526
2022-09-14,86.28947368421052
2022-09-15,86.78947368421052
2022-09-16,74.60526315789474
2022-09-17,25.986842105263158
2022-09-18,44.26315789473684
2022-09-19,94.0
2022-09-20,87.90789473684211
2022-09-21,89.02631578947368
2022-09-22,85.67105263157896
2022-09-23,69.13157894736842
2022-09-24,23.75
2022-09-25,38.171052631578945
2022-09-26,85.17105263157896
2022-09-27,80.19736842105263
2022-09-28,72.97368421052632
2022-09-29,80.39473684210527
2022-09-30,71.73684210526316
2022-10-01,23.5
2022-10-02,40.81578947368421
2022-10-03,81.63157894736842
2022-10-04,82.86842105263159
2022-10-05,74.21052631578948
2022-10-06,80.39473684210527
2022-10-07,66.78947368421053
2022-10-08,22.263157894736842
2022-10-09,30.92105263157895
2022-10-10,68.02631578947368
2022-10-11,81.63157894736842
2022-10-12,72.97368421052632
2022-10-13,74.21052631578948
2022-10-14,68.02631578947368
2022-10-15,23.5
2022-10-16,37.10526315789474
2022-10-17,87.81578947368422
2022-10-18,85.3421052631579
2022-10-19,82.86842105263159
2022-10-20,77.92105263157895
2022-10-21,66.78947368421053
2022-10-22,19.789473684210527
2022-10-23,38.3421052631579
2022-10-24,90.28947368421053
2022-10-25,81.63157894736842
2022-10-26,80.39473684210527
2022-10-27,84.10526315789474
2022-10-28,68.02631578947368
2022-10-29,21.026315789473685
2022-10-30,35.86842105263158
2022-10-31,95.23684210526316
2022-11-01,82.86842105263159
2022-11-02,85.3421052631579
2022-11-03,81.63157894736842
2022-11-04,66.78947368421053
2022-11-05,21.026315789473685
2022-11-06,32.15789473684211
2022-11-07,82.86842105263159
2022-11-08,70.5
2022-11-09,79.15789473684211
2022-11-10,71.73684210526316
2022-11-11,47.0
2022-11-12,17.315789473684212
2022-11-13,32.15789473684211
2022-11-14,89.05263157894737
2022-11-15,81.63157894736842
2022-11-16,79.15789473684211
2022-11-17,74.21052631578948
2022-11-18,68.02631578947368
2022-11-19,17.315789473684212
2022-11-20,22.263157894736842
2022-11-21,59.36842105263158
2022-11-22,48.23684210526316
2022-11-23,24.736842105263158
2022-11-24,8.657894736842106
2022-11-25,13.605263157894738
2022-11-26,14.842105263157896
2022-11-27,33.39473684210527
2022-11-28,92.76315789473685
2022-11-29,86.57894736842105
2022-11-30,82.86842105263159
2022-12-01,81.63157894736842
2022-12-02,66.78947368421053
2022-12-03,17.315789473684212
2022-12-04,27.210526315789476
2022-12-05,87.81578947368422
2022-12-06,84.10526315789474
2022-12-07,80.39473684210527
2022-12-08,80.39473684210527
2022-12-09,64.31578947368422
2022-12-10,16.078947368421055
2022-12-11,27.210526315789476
2022-12-12,81.63157894736842
2022-12-13,72.97368421052632
2022-12-14,74.21052631578948
2022-12-15,75.44736842105263
2022-12-16,64.31578947368422
2022-12-17,13.605263157894738
2022-12-18,18.55263157894737
2022-12-19,65.55263157894737
2022-12-20,55.65789473684211
2022-12-21,43.28947368421053
2022-12-22,30.92105263157895
2022-12-23,17.315789473684212
2022-12-24,8.657894736842106
2022-12-25,7.421052631578948
2022-12-26,9.894736842105264
2022-12-27,16.078947368421055
2022-12-28,18.55263157894737
2022-12-29,18.55263157894737
2022-12-30,19.789473684210527
2022-12-31,19.789473684210527
2023-01-01,21.026315789473685
2023-01-02,48.23684210526316
2023-01-03,101.42105263157896
2023-01-04,98.94736842105263
2023-01-05,91.52631578947368
2023-01-06,82.86842105263159
2023-01-07,24.736842105263158
2023-01-08,43.28947368421053
2023-01-09,115.02631578947368
2023-01-10,105.13157894736842
2023-01-11,105.13157894736842
2023-01-12,97.71052631578948
2023-01-13,89.05263157894737
2023-01-14,21.026315789473685
2023-01-15,24.736842105263158
2023-01-16,47.0
2023-01-17,110.07894736842105
2023-01-18,97.71052631578948
2023-01-19,95.23684210526316
2023-01-20,89.05263157894737
2023-01-21,25.97368421052632
2023-01-22,40.81578947368421
2023-01-23,115.02631578947368
2023-01-24,105.13157894736842
2023-01-25,92.76315789473685
2023-01-26,96.47368421052632
2023-01-27,86.57894736842105
2023-01-28,27.210526315789476
2023-01-29,40.81578947368421
2023-01-30,112.55263157894737
2023-01-31,108.8421052631579
2023-02-01,108.8421052631579
2023-02-02,106.36842105263159
2023-02-03,113.78947368421053
2023-02-04,28.447368421052634
2023-02-05,47.0
2023-02-06,118.73684210526316
2023-02-07,121.21052631578948
2023-02-08,117.5
2023-02-09,111.31578947368422
2023-02-10,103.89473684210527
2023-02-11,27.210526315789476
2023-02-12,42.05263157894737
2023-02-13,116.26315789473685
2023-02-14,115.02631578947368
2023-02-15,108.8421052631579
2023-02-16,98.94736842105263
2023-02-17,81.63157894736842
2023-02-18,21.026315789473685
2023-02-19,23.5
2023-02-20,50.71052631578948
2023-02-21,94.0
2023-02-22,91.52631578947368
2023-02-23,85.3421052631579
2023-02-24,81.63157894736842
2023-02-25,27.210526315789476
2023-02-26,43.28947368421053
2023-02-27,123.6842105263158
2023-02-28,103.89473684210527
2023-03-01,105.13157894736842
2023-03-02,103.89473684210527
2023-03-03,81.63157894736842
2023-03-04,27.210526315789476
2023-03-05,37.10526315789474
2023-03-06,108.8421052631579
2023-03-07,103.89473684210527
2023-03-08,105.13157894736842
2023-03-09,96.47368421052632
2023-03-10,77.92105263157895
2023-03-11,22.263157894736842
2023-03-12,33.39473684210527
2023-03-13,86.57894736842105
2023-03-14,81.63157894736842
2023-03-15,76.6842105263158
2023-03-16,84.10526315789474
2023-03-17,70.5
2023-03-18,24.736842105263158
2023-03-19,38.3421052631579
2023-03-20,100.1842105263158
2023-03-21,94.0
2023-03-22,90.28947368421053
2023-03-23,86.57894736842105
2023-03-24,74.21052631578948
2023-03-25,19.789473684210527
2023-03-26,33.39473684210527
2023-03-27,100.1842105263158
2023-03-28,96.47368421052632
2023-03-29,92.76315789473685
2023-03-30,90.28947368421053
2023-03-31,66.78947368421053
2023-04-01,19.789473684210527
2023-04-02,29.68421052631579
2023-04-03,82.86842105263159
2023-04-04,74.21052631578948
2023-04-05,74.21052631578948
2023-04-06,64.31578947368422
2023-04-07,30.92105263157895
2023-04-08,16.078947368421055
2023-04-09,22.263157894736842
2023-04-10,74.21052631578948
2023-04-11,87.81578947368422
2023-04-12,81.63157894736842
2023-04-13,76.6842105263158
2023-04-14,65.55263157894737
2023-04-15,19.789473684210527
2023-04-16,37.10526315789474
2023-04-17,108.8421052631579
2023-04-18,91.52631578947368
2023-04-19,94.0
2023-04-20,95.23684210526316
2023-04-21,74.21052631578948
2023-04-22,22.263157894736842
2023-04-23,33.39473684210527
2023-04-24,98.94736842105263
2023-04-25,95.23684210526316
2023-04-26,93.05892448512586
2023-04-27,84.83123569794051
2023-04-28,76.73798627002289
2023-04-29,21.05320366132723
2023-04-30,34.631578947368425
2023-05-01,101.15217391304348
2023-05-02,90.31636155606408
2023-05-03,91.68764302059498
2023-05-04,86.95537757437071
2023-05-05,73.99542334096111
2023-05-06,19.68192219679634
2023-05-07,33.26029748283753
2023-05-08,102.52345537757438
2023-05-09,99.162471395881
2023-05-10,95.04862700228833
2023-05-11,88.32665903890161
2023-05-12,73.37700228832952
2023-05-13,18.310640732265448
2023-05-14,25.78546910755149
2023-05-15,97.0383295194508
2023-05-16,86.95537757437071
2023-05-17,82.84153318077804
2023-05-18,83.4599542334096
2023-05-19,66.52059496567506
2023-05-20,18.310640732265448
2023-05-21,29.899313501144164
2023-05-22,90.31636155606408
2023-05-23,74.74828375286042
2023-05-24,69.26315789473685
2023-05-25,63.15961098398169
2023-05-26,48.183066361556065
2023-05-27,15.05720823798627
2023-05-28,19.57437070938215
2023-05-29,24.091533180778033
2023-05-30,64.74599542334096
2023-05-31,60.22883295194508
2023-06-01,51.19450800915332
2023-06-02,42.160183066361554
2023-06-03,18.068649885583525
2023-06-04,24.091533180778033
2023-06-05,58.723112128146454
2023-06-06,51.19450800915332
2023-06-07,48.183066361556065
2023-06-08,43.66590389016019
2023-06-09,36.13729977116705
2023-06-10,18.068649885583525
2023-06-11,16.562929061784896
2023-06-12,43.66590389016019
2023-06-13,42.160183066361554
2023-06-14,40.65446224256293
2023-06-15,37.64302059496568
2023-06-16,25.59725400457666
2023-06-17,16.562929061784896
2023-06-18,16.562929061784896
2023-06-19,25.59725400457666
2023-06-20,39.1487414187643
2023-06-21,33.12585812356979
2023-06-22,31.62013729977117
2023-06-23,24.091533180778033
2023-06-24,16.562929061784896
2023-06-25,19.57437070938215
2023-06-26,30.11441647597254
2023-06-27,34.631578947368425
2023-06-28,31.62013729977117
2023-06-29,30.11441647597254
2023-06-30,22.585812356979407
2023-07-01,15.05720823798627
2023-07-02,16.562929061784896
2023-07-03,24.091533180778033
2023-07-04,27.102974828375288
2023-07-05,30.11441647597254
2023-07-06,31.62013729977117
2023-07-07,27.102974828375288
2023-07-08,21.080091533180777
2023-07-09,22.585812356979407
2023-07-10,39.1487414187643
2023-07-11,34.631578947368425
2023-07-12,37.64302059496568
2023-07-13,39.1487414187643
2023-07-14,30.11441647597254
2023-07-15,24.091533180778033
2023-07-16,25.59725400457666
2023-07-17,42.160183066361554
2023-07-18,46.67734553775744
2023-07-19,43.66590389016019
2023-07-20,39.1487414187643
2023-07-21,34.631578947368425
2023-07-22,27.102974828375288
2023-07-23,30.11441647597254
2023-07-24,48.183066361556065
2023-07-25,54.205949656750576
2023-07-26,51.19450800915332
2023-07-27,55.7116704805492
2023-07-28,49.68878718535469
2023-07-29,39.1487414187643
2023-07-30,40.65446224256293
2023-07-31,66.25171624713958
2023-08-01,90.34324942791763
2023-08-02,96.36613272311213
2023-08-03,94.8604118993135
2023-08-04,82.81464530892448
2023-08-05,51.19450800915332
2023-08-06,55.7116704805492
2023-08-07,102.38901601830663
2023-08-08,114.43478260869566
2023-08-09,115.94050343249428
2023-08-10,111.4233409610984
2023-08-11,108.41189931350115
2023-08-12,51.19450800915332
2023-08-13,75.28604118993135
2023-08-14,124.97482837528604
2023-08-15,132.50343249427917
2023-08-16,130.99771167048056
2023-08-17,127.9862700228833
2023-08-18,112.92906178489703
2023-08-19,52.70022883295194
2023-08-20,75.28604118993135
2023-08-21,134.0091533180778
2023-08-22,137.02059496567506
2023-08-23,135.51487414187645
2023-08-24,140.0320366132723
2023-08-25,115.94050343249428
2023-08-26,48.183066361556065
2023-08-27,73.78032036613273
2023-08-28,146.05491990846681
2023-08-29,146.05491990846681
2023-08-30,144.5491990846682
2023-08-31,132.50343249427917
2023-09-01,103.89473684210526
2023-09-02,34.631578947368425
2023-09-03,37.64302059496568
2023-09-04,70.76887871853548
2023-09-05,144.5491990846682
2023-09-06,140.0320366132723
2023-09-07,135.51487414187645
2023-09-08,123.46910755148741
2023-09-09,39.1487414187643
2023-09-10,70.76887871853548
2023-09-11,146.05491990846681
2023-09-12,138.5263157894737
2023-09-13,134.0091533180778
2023-09-14,129.49199084668192
2023-09-15,114.43478260869566
2023-09-16,31.62013729977117
2023-09-17,61.734553775743706
2023-09-18,149.06636155606407
2023-09-19,134.0091533180778
2023-09-20,126.48054919908468
2023-09-21,129.49199084668192
2023-09-22,103.89473684210526
2023-09-23,33.12585812356979
2023-09-24,55.7116704805492
2023-09-25,127.9862700228833
2023-09-26,134.0091533180778
2023-09-27,127.9862700228833
2023-09-28,129.49199084668192
2023-09-29,105.40045766590389
2023-09-30,34.631578947368425
2023-10-01,52.70022883295194
2023-10-02,138.5263157894737
2023-10-03,129.49199084668192
2023-10-04,123.46910755148741
2023-10-05,117.44622425629291
2023-10-06,94.8604118993135
2023-10-07,28.608695652173914
2023-10-08,42.160183066361554
2023-10-09,105.40045766590389
2023-10-10,121.96338672768879
2023-10-11,115.94050343249428
2023-10-12,111.4233409610984
2023-10-13,93.35469107551488
2023-10-14,31.62013729977117
2023-10-15,51.19450800915332
2023-10-16,135.51487414187645
2023-10-17,126.48054919908468
2023-10-18,129.49199084668192
2023-10-19,123.46910755148741
2023-10-20,96.36613272311213
2023-10-21,28.608695652173914
2023-10-22,51.19450800915332
2023-10-23,135.51487414187645
2023-10-24,135.51487414187645
2023-10-25,124.97482837528604
2023-10-26,121.96338672768879
2023-10-27,100.88329519450801
2023-10-28,28.608695652173914
2023-10-29,48.183066361556065
2023-10-30,149.06636155606407
2023-10-31,127.9862700228833
2023-11-01,129.49199084668192
2023-11-02,129.49199084668192
2023-11-03,106.90617848970253
2023-11-04,28.608695652173914
2023-11-05,46.67734553775744
2023-11-06,137.02059496567506
2023-11-07,130.99771167048056
2023-11-08,124.97482837528604
2023-11-09,115.94050343249428
2023-11-10,70.76887871853548
2023-11-11,25.59725400457666
2023-11-12,46.67734553775744
2023-11-13,135.51487414187645
2023-11-14,135.51487414187645
2023-11-15,124.97482837528604
2023-11-16,123.46910755148741
2023-11-17,105.40045766590389
2023-11-18,22.585812356979407
2023-11-19,28.608695652173914
2023-11-20,97.87185354691076
2023-11-21,73.78032036613273
2023-11-22,31.62013729977117
2023-11-23,15.05720823798627
2023-11-24,19.57437070938215
2023-11-25,24.091533180778033
2023-11-26,49.68878718535469
2023-11-27,150.5720823798627
2023-11-28,138.5263157894737
2023-11-29,138.5263157894737
2023-11-30,121.96338672768879
2023-12-01,103.89473684210526
2023-12-02,24.091533180778033
2023-12-03,42.160183066361554
2023-12-04,135.51487414187645
2023-12-05,129.49199084668192
2023-12-06,121.96338672768879
2023-12-07,114.43478260869566
2023-12-08,97.87185354691076
2023-12-09,24.091533180778033
2023-12-10,39.1487414187643
2023-12-11,121.96338672768879
2023-12-12,112.92906178489703
2023-12-13,103.89473684210526
2023-12-14,112.92906178489703
2023-12-15,96.36613272311213
2023-12-16,18.068649885583525
2023-12-17,33.12585812356979
2023-12-18,102.38901601830663
2023-12-19,88.837528604119
2023-12-20,75.28604118993135
2023-12-21,58.723112128146454
2023-12-22,34.12808354294374
2023-12-23,10.874120906381703
2023-12-24,9.187244157301306
2023-12-25,9.187244157301306
2023-12-26,15.000734816441813
2023-12-27,18.374488314602612
2023-12-28,20.814225475582322
2023-12-29,22.501102224662723
2023-12-30,19.127348726501925
2023-12-31,24.18797897374312
2024-01-01,31.688346381964028
2024-01-02,100.8785298050326
2024-01-03,117.5661413705548
2024-01-04,106.69202046417311
2024-01-05,99.19165305595219
2024-01-06,26.62771613472283
2024-01-07,48.37595794748624
2024-01-08,147.56761100343843
2024-01-09,121.6927552806149
2024-01-10,127.50624593975542
2024-01-11,125.0665087787757
2024-01-12,90.0044088986509
2024-01-13,22.501102224662723
2024-01-14,24.18797897374312
2024-01-15,46.689081198405844
2024-01-16,95.06503914589209
2024-01-17,110.0657739623339
2024-01-18,115.8792646214744
2024-01-19,89.25154848675157
2024-01-20,28.31459288380323
2024-01-21,42.964751510329904
2024-01-22,123.2901565079032
2024-01-23,121.42212383354104
2024-01-24,121.42212383354104
2024-01-25,119.55409115917887
2024-01-26,108.34589511300585
2024-01-27,31.756555464156886
2024-01-28,44.83278418469207
2024-01-29,143.83851592588707
2024-01-30,141.9704832515249
2024-01-31,132.63031987971405
2024-02-01,132.63031987971405
2024-02-02,123.2901565079032
2024-02-03,33.62458813851906
2024-02-04,50.43688220777859
2024-02-05,138.23441790280057
2024-02-06,138.23441790280057
2024-02-07,141.9704832515249
2024-02-08,140.10245057716273
2024-02-09,119.55409115917887
2024-02-10,28.020490115432548
2024-02-11,42.964751510329904
2024-02-12,134.49835255407623
2024-02-13,138.23441790280057
2024-02-14,141.9704832515249
2024-02-15,121.42212383354104
2024-02-16,91.53360104374632
2024-02-17,24.284424766708206
2024-02-18,29.888522789794717
2024-02-19,65.38114360267595
2024-02-20,119.55409115917887
2024-02-21,117.6860584848167
2024-02-22,115.81802581045453
2024-02-23,100.87376441555718
2024-02-24,29.888522789794717
2024-02-25,44.83278418469207
2024-02-26,149.4426139489736
2024-02-27,132.63031987971405
2024-02-28,134.49835255407623
2024-02-29,138.23441790280057
2024-03-01,106.47786243864368
2024-03-02,28.020490115432548
2024-03-03,44.83278418469207
2024-03-04,136.3663852284384
2024-03-05,128.8942545309897
2024-03-06,115.81802581045453
2024-03-07,121.42212383354104
2024-03-08,99.00573174119499
2024-03-09,26.15245744107038
2024-03-10,42.964751510329904
2024-03-11,117.6860584848167
2024-03-12,106.47786243864368
2024-03-13,102.74179708991934
2024-03-14,106.47786243864368
2024-03-15,87.79753569502198
2024-03-16,24.284424766708206
2024-03-17,42.964751510329904
2024-03-18,138.23441790280057
2024-03-19,115.81802581045453
2024-03-20,113.94999313609236
2024-03-21,110.21392778736802
2024-03-22,93.40163371810849
2024-03-23,24.284424766708206
2024-03-24,37.3606534872434
2024-03-25,102.74179708991934
2024-03-26,99.00573174119499
2024-03-27,95.26966639247065
2024-03-28,80.3254049975733
2024-03-29,33.62458813851906
2024-03-30,16.81229406925953
2024-03-31,24.284424766708206
2024-04-01,85.92950302065981
2024-04-02,102.74179708991934
2024-04-03,97.13769906683282
2024-04-04,93.40163371810849
2024-04-05,82.19343767193547
2024-04-06,26.15245744107038
2024-04-07,44.83278418469207
2024-04-08,127.02622185662754
2024-04-09,123.2901565079032
2024-04-10,110.21392778736802
2024-04-11,113.94999313609236
2024-04-12,95.26966639247065
2024-04-13,26.15245744107038
2024-04-14,37.3606534872434
2024-04-15,125.15818918226537
2024-04-16,128.8942545309897
2024-04-17,119.55409115917887
2024-04-18,113.94999313609236
2024-04-19,91.53360104374632
2024-04-20,24.284424766708206
2024-04-21,39.228686161605566
2024-04-22,140.10245057716273
2024-04-23,112.08196046173019
2024-04-24,110.21392778736802
2024-04-25,104.60982976428151
2024-04-26,87.79753569502198
2024-04-27,22.416392092346037
2024-04-28,39.228686161605566
2024-04-29,132.63031987971405
2024-04-30,127.02622185662754
2024-05-01,112.08196046173019
2024-05-02,108.34589511300585
2024-05-03,89.66556836938415
2024-05-04,24.284424766708206
2024-05-05,41.096718835967735
2024-05-06,134.49835255407623
2024-05-07,123.2901565079032
2024-05-08,119.55409115917887
2024-05-09,115.81802581045453
2024-05-10,95.26966639247065
2024-05-11,20.548359417983868
2024-05-12,29.888522789794717
2024-05-13,125.15818918226537
2024-05-14,113.94999313609236
2024-05-15,108.34589511300585
2024-05-16,102.74179708991934
2024-05-17,84.06147034629764
2024-05-18,22.416392092346037
2024-05-19,31.756555464156886
2024-05-20,121.42212383354104
2024-05-21,100.87376441555718
2024-05-22,97.13769906683282
2024-05-23,82.19343767193547
2024-05-24,59.77704557958943
2024-05-25,16.81229406925953
2024-05-26,20.548359417983868
2024-05-27,29.888522789794717
2024-05-28,84.06147034629764
2024-05-29,72.85327430012462
2024-05-30,69.11720895140029
2024-05-31,52.30491488214076
2024-06-01,22.416392092346037
2024-06-02,31.756555464156886
2024-06-03,74.7213069744868
2024-06-04,63.51311092831377
2024-06-05,65.38114360267595
2024-06-06,57.909012905227264
2024-06-07,41.096718835967735
2024-06-08,20.548359417983868
2024-06-09,26.15245744107038
2024-06-10,56.040980230865095
2024-06-11,54.172947556502926
2024-06-12,52.30491488214076
2024-06-13,48.56884953341641
2024-06-14,35.49262081288123
2024-06-15,16.81229406925953
2024-06-16,16.81229406925953
2024-06-17,44.83278418469207
2024-06-18,48.56884953341641
2024-06-19,33.62458813851906
2024-06-20,42.964751510329904
2024-06-21,31.756555464156886
2024-06-22,20.548359417983868
2024-06-23,22.416392092346037
2024-06-24,44.83278418469207
2024-06-25,42.964751510329904
2024-06-26,39.228686161605566
2024-06-27,31.756555464156886
2024-06-28,26.15245744107038
2024-06-29,18.6803267436217
2024-06-30,24.284424766708206
2024-07-01,33.62458813851906
2024-07-02,37.3606534872434
2024-07-03,33.62458813851906
2024-07-04,20.548359417983868
2024-07-05,24.284424766708206
2024-07-06,22.416392092346037
2024-07-07,26.15245744107038
2024-07-08,44.83278418469207
2024-07-09,46.70081685905424
2024-07-10,44.83278418469207
2024-07-11,42.964751510329904
2024-07-12,35.49262081288123
2024-07-13,24.284424766708206
2024-07-14,26.15245744107038
2024-07-15,44.83278418469207
2024-07-16,50.43688220777859
2024-07-17,50.43688220777859
2024-07-18,48.56884953341641
2024-07-19,41.096718835967735
2024-07-20,29.888522789794717
2024-07-21,31.756555464156886
2024-07-22,52.30491488214076
2024-07-23,57.909012905227264
2024-07-24,57.909012905227264
2024-07-25,59.77704557958943
2024-07-26,50.43688220777859
2024-07-27,37.3606534872434
2024-07-28,39.228686161605566
2024-07-29,65.38114360267595
2024-07-30,78.45737232321113
2024-07-31,80.3254049975733
2024-08-01,80.3254049975733
2024-08-02,84.06147034629764
2024-08-03,50.43688220777859
2024-08-04,63.51311092831377
2024-08-05,102.74179708991934
2024-08-06,140.10245057716273
2024-08-07,141.9704832515249
2024-08-08,138.23441790280057
2024-08-09,134.49835255407623
2024-08-10,63.51311092831377
2024-08-11,85.92950302065981
2024-08-12,155.04671197206008
2024-08-13,168.12294069259528
2024-08-14,168.12294069259528
2024-08-15,151.31064662333574
2024-08-16,140.10245057716273
2024-08-17,59.77704557958943
2024-08-18,83.96484796658925
2024-08-19,163.1307844076619
2024-08-20,171.79459112151403
2024-08-21,166.99567959599742
2024-08-22,171.79459112151403
2024-08-23,158.26745796233968
2024-08-24,57.90901290522726
2024-08-25,91.6946383432603
2024-08-26,180.45839783536616
2024-08-27,177.5919339040173
2024-08-28,177.5919339040173
2024-08-29,179.52438149818505
2024-08-30,143.80630846598427
2024-08-31,44.38187974605293
2024-09-01,54.04411771689174
2024-09-02,91.6946383432603
2024-09-03,181.45682909235285
2024-09-04,187.25417187485613
2024-09-05,173.72703871568177
2024-09-06,155.40099403099083
2024-09-07,48.246774934388455
2024-09-08,85.89729556075702
2024-09-09,185.32172428068836
2024-09-10,170.86057478433293
2024-09-11,169.86214352734626
2024-09-12,165.99724833901075
2024-09-13,155.40099403099083
2024-09-14,46.314327340220686
2024-09-15,80.09995277825374
2024-09-16,175.65948630984954
2024-09-17,187.70507631349525
2024-09-18,169.73331368773506
2024-09-19,169.73331368773506
2024-09-20,145.77096352005483
2024-09-21,41.93411279344043
2024-09-22,73.8839130170141
2024-09-23,195.69252636938867
2024-09-24,167.7364511737617
2024-09-25,165.73958865978835
2024-09-26,157.75213860389496
