Time,spy
2022-06-22,73.0
2022-06-23,59.0
2022-06-24,69.0
2022-06-25,67.0
2022-06-26,70.0
2022-06-27,79.0
2022-06-28,68.0
2022-06-29,68.0
2022-06-30,70.0
2022-07-01,70.0
2022-07-02,65.0
2022-07-03,71.0
2022-07-04,67.0
2022-07-05,76.0
2022-07-06,72.0
2022-07-07,76.0
2022-07-08,67.0
2022-07-09,62.0
2022-07-10,63.0
2022-07-11,69.0
2022-07-12,64.0
2022-07-13,67.0
2022-07-14,67.0
2022-07-15,63.0
2022-07-16,56.0
2022-07-17,57.0
2022-07-18,63.0
2022-07-19,64.0
2022-07-20,71.0
2022-07-21,61.0
2022-07-22,60.0
2022-07-23,53.0
2022-07-24,54.0
2022-07-25,63.0
2022-07-26,62.0
2022-07-27,63.0
2022-07-28,66.0
2022-07-29,60.0
2022-07-30,56.0
2022-07-31,55.0
2022-08-01,62.0
2022-08-02,59.0
2022-08-03,57.0
2022-08-04,58.0
2022-08-05,56.0
2022-08-06,51.0
2022-08-07,55.0
2022-08-08,63.0
2022-08-09,60.0
2022-08-10,58.0
2022-08-11,64.0
2022-08-12,58.0
2022-08-13,53.0
2022-08-14,53.0
2022-08-15,58.0
2022-08-16,55.0
2022-08-17,57.0
2022-08-18,55.0
2022-08-19,54.0
2022-08-20,44.0
2022-08-21,50.0
2022-08-22,55.0
2022-08-23,59.0
2022-08-24,49.0
2022-08-25,52.0
2022-08-26,59.0
2022-08-27,53.0
2022-08-28,48.0
2022-08-29,57.5
2022-08-30,54.0
2022-08-31,57.5
2022-09-01,56.0
2022-09-02,56.5
2022-09-03,46.41666666666667
2022-09-04,44.91666666666667
2022-09-05,46.91666666666667
2022-09-06,55.0
2022-09-07,54.0
2022-09-08,54.5
2022-09-09,47.41666666666667
2022-09-10,44.41666666666667
2022-09-11,45.41666666666667
2022-09-12,54.0
2022-09-13,63.583333333333336
2022-09-14,55.0
2022-09-15,48.41666666666667
2022-09-16,64.08333333333334
2022-09-17,46.41666666666667
2022-09-18,44.91666666666667
2022-09-19,56.5
2022-09-20,67.08333333333334
2022-09-21,63.583333333333336
2022-09-22,58.0
2022-09-23,65.08333333333334
2022-09-24,46.91666666666667
2022-09-25,53.5
2022-09-26,64.08333333333334
2022-09-27,63.083333333333336
2022-09-28,64.16666666666667
2022-09-29,64.16666666666667
2022-09-30,64.16666666666667
2022-10-01,64.16666666666667
2022-10-02,55.00000000000001
2022-10-03,64.16666666666667
2022-10-04,64.16666666666667
2022-10-05,64.16666666666667
2022-10-06,64.16666666666667
2022-10-07,64.16666666666667
2022-10-08,55.00000000000001
2022-10-09,55.00000000000001
2022-10-10,55.00000000000001
2022-10-11,55.00000000000001
2022-10-12,55.00000000000001
2022-10-13,73.33333333333334
2022-10-14,64.16666666666667
2022-10-15,55.00000000000001
2022-10-16,55.00000000000001
2022-10-17,64.16666666666667
2022-10-18,64.16666666666667
2022-10-19,64.16666666666667
2022-10-20,55.00000000000001
2022-10-21,55.00000000000001
2022-10-22,55.00000000000001
2022-10-23,45.83333333333334
2022-10-24,55.00000000000001
2022-10-25,64.16666666666667
2022-10-26,55.00000000000001
2022-10-27,55.00000000000001
2022-10-28,55.00000000000001
2022-10-29,55.00000000000001
2022-10-30,45.83333333333334
2022-10-31,55.00000000000001
2022-11-01,55.00000000000001
2022-11-02,55.00000000000001
2022-11-03,55.00000000000001
2022-11-04,55.00000000000001
2022-11-05,45.83333333333334
2022-11-06,45.83333333333334
2022-11-07,55.00000000000001
2022-11-08,55.00000000000001
2022-11-09,55.00000000000001
2022-11-10,64.16666666666667
2022-11-11,55.00000000000001
2022-11-12,45.83333333333334
2022-11-13,55.00000000000001
2022-11-14,64.16666666666667
2022-11-15,64.16666666666667
2022-11-16,55.00000000000001
2022-11-17,55.00000000000001
2022-11-18,55.00000000000001
2022-11-19,45.83333333333334
2022-11-20,45.83333333333334
2022-11-21,55.00000000000001
2022-11-22,55.00000000000001
2022-11-23,55.00000000000001
2022-11-24,45.83333333333334
2022-11-25,55.00000000000001
2022-11-26,45.83333333333334
2022-11-27,45.83333333333334
2022-11-28,45.83333333333334
2022-11-29,45.83333333333334
2022-11-30,45.83333333333334
2022-12-01,55.00000000000001
2022-12-02,45.83333333333334
2022-12-03,45.83333333333334
2022-12-04,45.83333333333334
2022-12-05,55.00000000000001
2022-12-06,55.00000000000001
2022-12-07,55.00000000000001
2022-12-08,55.00000000000001
2022-12-09,55.00000000000001
2022-12-10,45.83333333333334
2022-12-11,45.83333333333334
2022-12-12,55.00000000000001
2022-12-13,55.00000000000001
2022-12-14,55.00000000000001
2022-12-15,55.00000000000001
2022-12-16,55.00000000000001
2022-12-17,45.83333333333334
2022-12-18,45.83333333333334
2022-12-19,64.16666666666667
2022-12-20,64.16666666666667
2022-12-21,55.00000000000001
2022-12-22,55.00000000000001
2022-12-23,55.00000000000001
2022-12-24,45.83333333333334
2022-12-25,45.83333333333334
2022-12-26,55.00000000000001
2022-12-27,64.16666666666667
2022-12-28,64.16666666666667
2022-12-29,64.16666666666667
2022-12-30,55.00000000000001
2022-12-31,45.83333333333334
2023-01-01,55.00000000000001
2023-01-02,55.00000000000001
2023-01-03,55.00000000000001
2023-01-04,55.00000000000001
2023-01-05,55.00000000000001
2023-01-06,55.00000000000001
2023-01-07,45.83333333333334
2023-01-08,55.00000000000001
2023-01-09,55.00000000000001
2023-01-10,55.00000000000001
2023-01-11,55.00000000000001
2023-01-12,55.00000000000001
2023-01-13,55.00000000000001
2023-01-14,45.83333333333334
2023-01-15,45.83333333333334
2023-01-16,45.83333333333334
2023-01-17,55.00000000000001
2023-01-18,55.00000000000001
2023-01-19,64.16666666666667
2023-01-20,64.16666666666667
2023-01-21,45.83333333333334
2023-01-22,36.66666666666667
2023-01-23,55.00000000000001
2023-01-24,55.00000000000001
2023-01-25,55.00000000000001
2023-01-26,45.83333333333334
2023-01-27,55.00000000000001
2023-01-28,55.00000000000001
2023-01-29,45.83333333333334
2023-01-30,55.00000000000001
2023-01-31,55.00000000000001
2023-02-01,55.00000000000001
2023-02-02,73.33333333333334
2023-02-03,412.50000000000006
2023-02-04,916.6666666666667
2023-02-05,495.00000000000006
2023-02-06,229.16666666666669
2023-02-07,155.83333333333334
2023-02-08,119.16666666666669
2023-02-09,110.00000000000001
2023-02-10,110.00000000000001
2023-02-11,82.50000000000001
2023-02-12,100.83333333333334
2023-02-13,100.83333333333334
2023-02-14,82.50000000000001
2023-02-15,73.33333333333334
2023-02-16,73.33333333333334
2023-02-17,73.33333333333334
2023-02-18,55.00000000000001
2023-02-19,55.00000000000001
2023-02-20,45.83333333333334
2023-02-21,55.00000000000001
2023-02-22,64.16666666666667
2023-02-23,73.33333333333334
2023-02-24,64.16666666666667
2023-02-25,55.00000000000001
2023-02-26,45.83333333333334
2023-02-27,55.00000000000001
2023-02-28,55.00000000000001
2023-03-01,45.83333333333334
2023-03-02,55.00000000000001
2023-03-03,55.00000000000001
2023-03-04,45.83333333333334
2023-03-05,45.83333333333334
2023-03-06,55.00000000000001
2023-03-07,55.00000000000001
2023-03-08,55.00000000000001
2023-03-09,55.00000000000001
2023-03-10,64.16666666666667
2023-03-11,45.83333333333334
2023-03-12,45.83333333333334
2023-03-13,73.33333333333334
2023-03-14,64.16666666666667
2023-03-15,64.16666666666667
2023-03-16,64.16666666666667
2023-03-17,55.00000000000001
2023-03-18,45.83333333333334
2023-03-19,45.83333333333334
2023-03-20,64.16666666666667
2023-03-21,55.00000000000001
2023-03-22,64.16666666666667
2023-03-23,55.00000000000001
2023-03-24,55.00000000000001
2023-03-25,45.83333333333334
2023-03-26,45.83333333333334
2023-03-27,55.00000000000001
2023-03-28,55.00000000000001
2023-03-29,55.00000000000001
2023-03-30,55.00000000000001
2023-03-31,55.00000000000001
2023-04-01,45.83333333333334
2023-04-02,45.83333333333334
2023-04-03,64.16666666666667
2023-04-04,64.16666666666667
2023-04-05,55.00000000000001
2023-04-06,55.00000000000001
2023-04-07,45.83333333333334
2023-04-08,45.83333333333334
2023-04-09,45.83333333333334
2023-04-10,55.00000000000001
2023-04-11,55.00000000000001
2023-04-12,55.00000000000001
2023-04-13,55.00000000000001
2023-04-14,64.16666666666667
2023-04-15,45.83333333333334
2023-04-16,45.83333333333334
2023-04-17,45.83333333333334
2023-04-18,45.83333333333334
2023-04-19,55.00000000000001
2023-04-20,55.00000000000001
2023-04-21,45.83333333333334
2023-04-22,45.83333333333334
2023-04-23,45.83333333333334
2023-04-24,45.83333333333334
2023-04-25,55.00000000000001
2023-04-26,52.88968824940049
2023-04-27,47.97661870503598
2023-04-28,53.21942446043167
2023-04-29,47.64688249400481
2023-04-30,44.67925659472423
2023-05-01,47.31714628297363
2023-05-02,53.54916067146284
2023-05-03,53.87889688249402
2023-05-04,53.87889688249402
2023-05-05,47.31714628297363
2023-05-06,38.44724220623502
2023-05-07,38.11750599520384
2023-05-08,47.97661870503598
2023-05-09,45.99820143884893
2023-05-10,53.21942446043167
2023-05-11,47.31714628297363
2023-05-12,52.88968824940049
2023-05-13,37.78776978417267
2023-05-14,38.77697841726619
2023-05-15,46.327937649880106
2023-05-16,44.67925659472423
2023-05-17,52.88968824940049
2023-05-18,46.987410071942456
2023-05-19,52.88968824940049
2023-05-20,43.690047961630704
2023-05-21,43.690047961630704
2023-05-22,47.64688249400481
2023-05-23,45.668465227817755
2023-05-24,47.97661870503598
2023-05-25,53.54916067146284
2023-05-26,52.09832134292567
2023-05-27,42.206235011990415
2023-05-28,42.865707434052766
2023-05-29,42.206235011990415
2023-05-30,52.09832134292567
2023-05-31,54.73621103117507
2023-06-01,60.01199040767387
2023-06-02,56.71462829736212
2023-06-03,46.16306954436452
2023-06-04,43.525179856115116
2023-06-05,58.69304556354917
2023-06-06,53.417266187050366
2023-06-07,48.80095923261392
2023-06-08,48.80095923261392
2023-06-09,55.39568345323742
2023-06-10,46.82254196642687
2023-06-11,45.50359712230217
2023-06-12,54.73621103117507
2023-06-13,54.07673860911272
2023-06-14,54.07673860911272
2023-06-15,56.05515587529977
2023-06-16,54.07673860911272
2023-06-17,46.82254196642687
2023-06-18,42.206235011990415
2023-06-19,44.18465227817747
2023-06-20,52.09832134292567
2023-06-21,50.11990407673862
2023-06-22,48.80095923261392
2023-06-23,49.46043165467627
2023-06-24,42.206235011990415
2023-06-25,44.18465227817747
2023-06-26,52.09832134292567
2023-06-27,51.43884892086332
2023-06-28,51.43884892086332
2023-06-29,59.35251798561152
2023-06-30,51.43884892086332
2023-07-01,44.18465227817747
2023-07-02,46.82254196642687
2023-07-03,49.46043165467627
2023-07-04,41.546762589928065
2023-07-05,48.14148681055157
2023-07-06,52.09832134292567
2023-07-07,47.48201438848922
2023-07-08,40.887290167865714
2023-07-09,44.18465227817747
2023-07-10,51.43884892086332
2023-07-11,54.73621103117507
2023-07-12,52.75779376498802
2023-07-13,54.73621103117507
2023-07-14,49.46043165467627
2023-07-15,41.546762589928065
2023-07-16,42.865707434052766
2023-07-17,51.43884892086332
2023-07-18,50.11990407673862
2023-07-19,54.07673860911272
2023-07-20,48.14148681055157
2023-07-21,48.80095923261392
2023-07-22,42.206235011990415
2023-07-23,45.50359712230217
2023-07-24,52.75779376498802
2023-07-25,48.14148681055157
2023-07-26,50.11990407673862
2023-07-27,57.37410071942447
2023-07-28,50.77937649880097
2023-07-29,43.525179856115116
2023-07-30,44.18465227817747
2023-07-31,49.46043165467627
2023-08-01,52.75779376498802
2023-08-02,55.39568345323742
2023-08-03,56.05515587529977
2023-08-04,52.75779376498802
2023-08-05,43.525179856115116
2023-08-06,44.84412470023982
2023-08-07,52.75779376498802
2023-08-08,50.77937649880097
2023-08-09,51.43884892086332
2023-08-10,51.43884892086332
2023-08-11,50.11990407673862
2023-08-12,40.887290167865714
2023-08-13,43.525179856115116
2023-08-14,51.43884892086332
2023-08-15,52.09832134292567
2023-08-16,52.75779376498802
2023-08-17,50.77937649880097
2023-08-18,52.09832134292567
2023-08-19,43.525179856115116
2023-08-20,42.206235011990415
2023-08-21,48.80095923261392
2023-08-22,48.80095923261392
2023-08-23,51.43884892086332
2023-08-24,49.46043165467627
2023-08-25,46.82254196642687
2023-08-26,38.90887290167866
2023-08-27,42.206235011990415
2023-08-28,46.16306954436452
2023-08-29,45.50359712230217
2023-08-30,46.16306954436452
2023-08-31,44.84412470023982
2023-09-01,46.16306954436452
2023-09-02,40.887290167865714
2023-09-03,41.546762589928065
2023-09-04,43.525179856115116
2023-09-05,47.48201438848922
2023-09-06,48.14148681055157
2023-09-07,43.525179856115116
2023-09-08,47.48201438848922
2023-09-09,40.887290167865714
2023-09-10,41.546762589928065
2023-09-11,45.50359712230217
2023-09-12,45.50359712230217
2023-09-13,46.82254196642687
2023-09-14,50.11990407673862
2023-09-15,48.14148681055157
2023-09-16,46.16306954436452
2023-09-17,44.18465227817747
2023-09-18,50.77937649880097
2023-09-19,48.80095923261392
2023-09-20,50.11990407673862
2023-09-21,52.09832134292567
2023-09-22,59.35251798561152
2023-09-23,65.94724220623502
2023-09-24,61.33093525179857
2023-09-25,64.62829736211032
2023-09-26,61.33093525179857
2023-09-27,61.99040767386092
2023-09-28,62.64988009592327
2023-09-29,56.71462829736212
2023-09-30,50.77937649880097
2023-10-01,54.07673860911272
2023-10-02,52.75779376498802
2023-10-03,57.37410071942447
2023-10-04,57.37410071942447
2023-10-05,52.09832134292567
2023-10-06,54.07673860911272
2023-10-07,58.69304556354917
2023-10-08,55.39568345323742
2023-10-09,56.71462829736212
2023-10-10,54.07673860911272
2023-10-11,52.75779376498802
2023-10-12,53.417266187050366
2023-10-13,52.75779376498802
2023-10-14,50.11990407673862
2023-10-15,55.39568345323742
2023-10-16,57.37410071942447
2023-10-17,56.71462829736212
2023-10-18,55.39568345323742
2023-10-19,58.69304556354917
2023-10-20,58.69304556354917
2023-10-21,54.07673860911272
2023-10-22,52.75779376498802
2023-10-23,56.71462829736212
2023-10-24,54.73621103117507
2023-10-25,54.07673860911272
2023-10-26,59.35251798561152
2023-10-27,62.64988009592327
2023-10-28,46.16306954436452
2023-10-29,46.16306954436452
2023-10-30,50.11990407673862
2023-10-31,54.07673860911272
2023-11-01,51.43884892086332
2023-11-02,46.82254196642687
2023-11-03,46.16306954436452
2023-11-04,46.82254196642687
2023-11-05,43.525179856115116
2023-11-06,54.73621103117507
2023-11-07,48.14148681055157
2023-11-08,47.48201438848922
2023-11-09,50.77937649880097
2023-11-10,49.46043165467627
2023-11-11,43.525179856115116
2023-11-12,46.16306954436452
2023-11-13,50.77937649880097
2023-11-14,54.07673860911272
2023-11-15,52.75779376498802
2023-11-16,50.77937649880097
2023-11-17,48.80095923261392
2023-11-18,41.546762589928065
2023-11-19,44.84412470023982
2023-11-20,47.48201438848922
2023-11-21,50.11990407673862
2023-11-22,53.417266187050366
2023-11-23,53.417266187050366
2023-11-24,53.417266187050366
2023-11-25,50.77937649880097
2023-11-26,46.16306954436452
2023-11-27,46.82254196642687
2023-11-28,47.48201438848922
2023-11-29,52.09832134292567
2023-11-30,49.46043165467627
2023-12-01,51.43884892086332
2023-12-02,42.865707434052766
2023-12-03,42.865707434052766
2023-12-04,53.417266187050366
2023-12-05,52.09832134292567
2023-12-06,46.82254196642687
2023-12-07,46.82254196642687
2023-12-08,46.16306954436452
2023-12-09,44.18465227817747
2023-12-10,45.50359712230217
2023-12-11,47.48201438848922
2023-12-12,44.18465227817747
2023-12-13,54.73621103117507
2023-12-14,55.39568345323742
2023-12-15,50.77937649880097
2023-12-16,42.865707434052766
2023-12-17,42.865707434052766
2023-12-18,50.11990407673862
2023-12-19,48.80095923261392
2023-12-20,56.05515587529977
2023-12-21,58.03357314148682
2023-12-22,53.275950668037005
2023-12-23,48.70674888660501
2023-12-24,55.39568345323742
2023-12-25,47.48201438848922
2023-12-26,52.94621445700584
2023-12-27,54.170948955121624
2023-12-28,52.94621445700584
2023-12-29,58.74015073655362
2023-12-30,49.931483384720806
2023-12-31,48.70674888660501
2024-01-01,48.70674888660501
2024-01-02,57.51541623843783
2024-01-03,55.39568345323742
2024-01-04,55.72541966426859
2024-01-05,50.826481671805425
2024-01-06,48.70674888660501
2024-01-07,47.152278177458044
2024-01-08,55.39568345323742
2024-01-09,52.380952380952394
2024-01-10,50.826481671805425
2024-01-11,56.950154162384386
2024-01-12,50.826481671805425
2024-01-13,45.36228160328881
2024-01-14,46.257279890373425
2024-01-15,43.242548818088395
2024-01-16,49.60174717368963
2024-01-17,51.1562178828366
2024-01-18,48.37701267557384
2024-01-19,48.37701267557384
2024-01-20,46.257279890373425
2024-01-21,45.220966084275446
2024-01-22,54.26515930113053
2024-01-23,46.351490236382325
2024-01-24,52.00411099691676
2024-01-25,53.134635149023644
2024-01-26,46.351490236382325
2024-01-27,41.829393627954786
2024-01-28,44.09044193216856
2024-01-29,44.09044193216856
2024-01-30,49.743062692702985
2024-01-31,48.6125385405961
2024-02-01,55.39568345323742
2024-02-02,52.00411099691676
2024-02-03,45.220966084275446
2024-02-04,46.351490236382325
2024-02-05,52.00411099691676
2024-02-06,46.351490236382325
2024-02-07,48.6125385405961
2024-02-08,49.743062692702985
2024-02-09,49.743062692702985
2024-02-10,44.09044193216856
2024-02-11,41.829393627954786
2024-02-12,42.95991778006167
2024-02-13,54.26515930113053
2024-02-14,54.26515930113053
2024-02-15,50.87358684480987
2024-02-16,55.39568345323742
2024-02-17,50.87358684480987
2024-02-18,53.134635149023644
2024-02-19,47.48201438848921
2024-02-20,50.87358684480987
2024-02-21,52.00411099691676
2024-02-22,57.65673175745119
2024-02-23,55.39568345323742
2024-02-24,62.178828365878736
2024-02-25,61.04830421377185
2024-02-26,52.00411099691676
2024-02-27,49.743062692702985
2024-02-28,50.87358684480987
2024-02-29,48.6125385405961
2024-03-01,52.00411099691676
2024-03-02,48.6125385405961
2024-03-03,48.6125385405961
2024-03-04,50.87358684480987
2024-03-05,49.743062692702985
2024-03-06,52.00411099691676
2024-03-07,48.6125385405961
2024-03-08,49.743062692702985
2024-03-09,44.09044193216856
2024-03-10,46.351490236382325
2024-03-11,52.00411099691676
2024-03-12,52.00411099691676
2024-03-13,47.48201438848921
2024-03-14,50.87358684480987
2024-03-15,49.743062692702985
2024-03-16,42.95991778006167
2024-03-17,45.220966084275446
2024-03-18,53.134635149023644
2024-03-19,53.134635149023644
2024-03-20,52.00411099691676
2024-03-21,47.48201438848921
2024-03-22,46.351490236382325
2024-03-23,42.95991778006167
2024-03-24,45.220966084275446
2024-03-25,55.39568345323742
2024-03-26,45.220966084275446
2024-03-27,53.134635149023644
2024-03-28,50.87358684480987
2024-03-29,44.09044193216856
2024-03-30,44.09044193216856
2024-03-31,42.95991778006167
2024-04-01,53.134635149023644
2024-04-02,52.00411099691676
2024-04-03,52.00411099691676
2024-04-04,56.526207605344304
2024-04-05,58.78725590955808
2024-04-06,44.09044193216856
2024-04-07,42.95991778006167
2024-04-08,48.6125385405961
2024-04-09,48.6125385405961
2024-04-10,56.526207605344304
2024-04-11,48.6125385405961
2024-04-12,54.26515930113053
2024-04-13,45.220966084275446
2024-04-14,47.48201438848921
2024-04-15,62.178828365878736
2024-04-16,64.4398766700925
2024-04-17,59.91778006166496
2024-04-18,65.57040082219939
2024-04-19,84.78931140801646
2024-04-20,62.178828365878736
2024-04-21,63.309352517985616
2024-04-22,62.178828365878736
2024-04-23,58.78725590955808
2024-04-24,57.65673175745119
2024-04-25,59.91778006166496
2024-04-26,54.26515930113053
2024-04-27,50.87358684480987
2024-04-28,54.26515930113053
2024-04-29,56.526207605344304
2024-04-30,56.526207605344304
2024-05-01,55.39568345323742
2024-05-02,54.26515930113053
2024-05-03,54.26515930113053
2024-05-04,42.95991778006167
2024-05-05,45.220966084275446
2024-05-06,52.00411099691676
2024-05-07,50.87358684480987
2024-05-08,49.743062692702985
2024-05-09,49.743062692702985
2024-05-10,52.00411099691676
2024-05-11,41.829393627954786
2024-05-12,42.95991778006167
2024-05-13,50.87358684480987
2024-05-14,52.00411099691676
2024-05-15,52.00411099691676
2024-05-16,55.39568345323742
2024-05-17,48.6125385405961
2024-05-18,41.829393627954786
2024-05-19,41.829393627954786
2024-05-20,50.87358684480987
2024-05-21,47.48201438848921
2024-05-22,48.6125385405961
2024-05-23,53.134635149023644
2024-05-24,54.26515930113053
2024-05-25,42.95991778006167
2024-05-26,42.95991778006167
2024-05-27,45.220966084275446
2024-05-28,53.134635149023644
2024-05-29,52.00411099691676
2024-05-30,55.39568345323742
2024-05-31,53.134635149023644
2024-06-01,41.829393627954786
2024-06-02,42.95991778006167
2024-06-03,52.00411099691676
2024-06-04,47.48201438848921
2024-06-05,47.48201438848921
2024-06-06,50.87358684480987
2024-06-07,48.6125385405961
2024-06-08,40.6988694758479
2024-06-09,44.09044193216856
2024-06-10,50.87358684480987
2024-06-11,53.134635149023644
2024-06-12,56.526207605344304
2024-06-13,54.26515930113053
2024-06-14,50.87358684480987
2024-06-15,41.829393627954786
2024-06-16,41.829393627954786
2024-06-17,53.134635149023644
2024-06-18,52.00411099691676
2024-06-19,41.829393627954786
2024-06-20,52.00411099691676
2024-06-21,50.87358684480987
2024-06-22,41.829393627954786
2024-06-23,42.95991778006167
2024-06-24,52.00411099691676
2024-06-25,47.48201438848921
2024-06-26,45.220966084275446
2024-06-27,44.09044193216856
2024-06-28,47.48201438848921
2024-06-29,40.6988694758479
2024-06-30,40.6988694758479
2024-07-01,46.351490236382325
2024-07-02,47.48201438848921
2024-07-03,50.87358684480987
2024-07-04,41.829393627954786
2024-07-05,54.26515930113053
2024-07-06,46.351490236382325
2024-07-07,45.220966084275446
2024-07-08,49.743062692702985
2024-07-09,48.6125385405961
2024-07-10,50.87358684480987
2024-07-11,54.26515930113053
2024-07-12,48.6125385405961
2024-07-13,44.09044193216856
2024-07-14,41.829393627954786
2024-07-15,53.134635149023644
2024-07-16,55.39568345323742
2024-07-17,56.526207605344304
2024-07-18,73.4840698869476
2024-07-19,80.26721479958891
2024-07-20,75.74511819116137
2024-07-21,76.87564234326825
2024-07-22,72.35354573484071
2024-07-23,64.4398766700925
2024-07-24,64.4398766700925
2024-07-25,64.4398766700925
2024-07-26,56.526207605344304
2024-07-27,54.26515930113053
2024-07-28,54.26515930113053
2024-07-29,55.39568345323742
2024-07-30,57.65673175745119
2024-07-31,53.134635149023644
2024-08-01,58.78725590955808
2024-08-02,67.83144912641316
2024-08-03,56.526207605344304
2024-08-04,54.26515930113053
2024-08-05,113.05241521068861
2024-08-06,80.26721479958891
2024-08-07,66.70092497430628
2024-08-08,63.309352517985616
2024-08-09,59.91778006166496
2024-08-10,45.220966084275446
2024-08-11,47.48201438848921
2024-08-12,58.78725590955808
2024-08-13,59.91778006166496
2024-08-14,55.39568345323742
2024-08-15,56.526207605344304
2024-08-16,52.00411099691676
2024-08-17,44.09044193216856
2024-08-18,48.660133928267584
2024-08-19,53.92183077433175
2024-08-20,53.35656869827831
2024-08-21,53.35656869827831
2024-08-22,53.92183077433175
2024-08-23,55.29888833898417
2024-08-24,45.34075672290928
2024-08-25,48.660133928267584
2024-08-26,47.28307636361515
2024-08-27,48.660133928267584
2024-08-28,50.03719149292
2024-08-29,48.09487185221414
2024-08-30,49.22539600432103
2024-08-31,42.586641593604426
2024-09-01,43.96369915825686
2024-09-02,55.29888833898417
2024-09-03,61.37238067364733
2024-09-04,56.6759459036366
2024-09-05,51.97951113362588
2024-09-06,55.29888833898417
2024-09-07,42.586641593604426
2024-09-08,42.586641593604426
2024-09-09,51.97951113362588
2024-09-10,46.71781428756171
2024-09-11,47.28307636361515
2024-09-12,50.03719149292
2024-09-13,48.660133928267584
2024-09-14,40.64432195289856
2024-09-15,37.32494474754026
2024-09-16,45.34075672290928
2024-09-17,48.70772931593906
2024-09-18,58.44927517912687
2024-09-19,58.44927517912687
2024-09-20,53.57850224753297
2024-09-21,42.21336540714719
2024-09-22,40.589774429949216
2024-09-23,56.8256842019289
2024-09-24,45.46054736154312
2024-09-25,50.331320293137026
2024-09-26,47.08413833874109
