Time,panera bread
2022-08-29,71
2022-08-30,82
2022-08-31,79
2022-09-01,78
2022-09-02,79
2022-09-03,73
2022-09-04,77
2022-09-05,90
2022-09-06,75
2022-09-07,75
2022-09-08,78
2022-09-09,76
2022-09-10,85
2022-09-11,88
2022-09-12,81
2022-09-13,84
2022-09-14,88
2022-09-15,89
2022-09-16,86
2022-09-17,86
2022-09-18,81
2022-09-19,83
2022-09-20,83
2022-09-21,82
2022-09-22,88
2022-09-23,88
2022-09-24,84
2022-09-25,92
2022-09-26,77
2022-09-27,78
2022-09-28,82
2022-09-29,88
2022-09-30,88
2022-10-01,82
2022-10-02,87
2022-10-03,79
2022-10-04,85
2022-10-05,84
2022-10-06,89
2022-10-07,90
2022-10-08,91
2022-10-09,94
2022-10-10,87
2022-10-11,85
2022-10-12,85
2022-10-13,90
2022-10-14,89
2022-10-15,92
2022-10-16,86
2022-10-17,86
2022-10-18,90
2022-10-19,88
2022-10-20,91
2022-10-21,89
2022-10-22,88
2022-10-23,93
2022-10-24,82
2022-10-25,89
2022-10-26,82
2022-10-27,87
2022-10-28,82
2022-10-29,84
2022-10-30,87
2022-10-31,73
2022-11-01,81
2022-11-02,82
2022-11-03,88
2022-11-04,90
2022-11-05,91
2022-11-06,82
2022-11-07,79
2022-11-08,93
2022-11-09,95
2022-11-10,100
2022-11-11,100
2022-11-12,95
2022-11-13,97
2022-11-14,91
2022-11-15,96
2022-11-16,89
2022-11-17,90
2022-11-18,89
2022-11-19,89
2022-11-20,82
2022-11-21,81
2022-11-22,80
2022-11-23,77
2022-11-24,59
2022-11-25,57
2022-11-26,69
2022-11-27,80
2022-11-28,71
2022-11-29,74
2022-11-30,75
2022-12-01,81
2022-12-02,81
2022-12-03,78
2022-12-04,78
2022-12-05,77
2022-12-06,78
2022-12-07,77
2022-12-08,81
2022-12-09,79
2022-12-10,79
2022-12-11,80
2022-12-12,75
2022-12-13,76
2022-12-14,79
2022-12-15,83
2022-12-16,84
2022-12-17,87
2022-12-18,84
2022-12-19,86
2022-12-20,94
2022-12-21,87
2022-12-22,90
2022-12-23,79
2022-12-24,80
2022-12-25,53
2022-12-26,80
2022-12-27,84
2022-12-28,87
2022-12-29,88
2022-12-30,84
2022-12-31,79
2023-01-01,90
2023-01-02,81
2023-01-03,70
2023-01-04,72
2023-01-05,81
2023-01-06,83
2023-01-07,77
2023-01-08,80
2023-01-09,71
2023-01-10,80
2023-01-11,79
2023-01-12,78
2023-01-13,83
2023-01-14,81
2023-01-15,79
2023-01-16,85
2023-01-17,73
2023-01-18,77
2023-01-19,78
2023-01-20,81
2023-01-21,80
2023-01-22,81
2023-01-23,82
2023-01-24,83
2023-01-25,78
2023-01-26,81
2023-01-27,84
2023-01-28,86
2023-01-29,81
2023-01-30,78
2023-01-31,79
2023-02-01,75
2023-02-02,84
2023-02-03,87
2023-02-04,85
2023-02-05,92
2023-02-06,74
2023-02-07,80
2023-02-08,78
2023-02-09,81
2023-02-10,82
2023-02-11,86
2023-02-12,74
2023-02-13,61
2023-02-14,77
2023-02-15,78
2023-02-16,81
2023-02-17,88
2023-02-18,83
2023-02-19,89
2023-02-20,83
2023-02-21,75
2023-02-22,79
2023-02-23,76
2023-02-24,81
2023-02-25,89
2023-02-26,84
2023-02-27,77
2023-02-28,74
2023-03-01,79
2023-03-02,76
2023-03-03,79
2023-03-04,82
2023-03-05,77
2023-03-06,70
2023-03-07,75
2023-03-08,71
2023-03-09,78
2023-03-10,83
2023-03-11,80
2023-03-12,77
2023-03-13,71
2023-03-14,74
2023-03-15,80
2023-03-16,79
2023-03-17,79
2023-03-18,79
2023-03-19,81
2023-03-20,74
2023-03-21,74
2023-03-22,73
2023-03-23,73
2023-03-24,76
2023-03-25,76
2023-03-26,82
2023-03-27,70
2023-03-28,69
2023-03-29,76
2023-03-30,71
2023-03-31,72
2023-04-01,74
2023-04-02,73
2023-04-03,65
2023-04-04,72
2023-04-05,70
2023-04-06,81
2023-04-07,85
2023-04-08,77
2023-04-09,84
2023-04-10,68
2023-04-11,70
2023-04-12,72
2023-04-13,75
2023-04-14,77
2023-04-15,73
2023-04-16,78
2023-04-17,67
2023-04-18,68
2023-04-19,71
2023-04-20,72
2023-04-21,74
2023-04-22,78
2023-04-23,79
2023-04-24,69
2023-04-25,71
2023-04-26,73
2023-04-27,75
2023-04-28,75
2023-04-29,79
2023-04-30,80
2023-05-01,71
2023-05-02,77
2023-05-03,77
2023-05-04,75
2023-05-05,70
2023-05-06,73
2023-05-07,78
2023-05-08,72
2023-05-09,71
2023-05-10,73
2023-05-11,76
2023-05-12,75
2023-05-13,80
2023-05-14,82
2023-05-15,72
2023-05-16,74
2023-05-17,74
2023-05-18,79
2023-05-19,86
2023-05-20,77
2023-05-21,79
2023-05-22,70
2023-05-23,73
2023-05-24,70
2023-05-25,74
