Time,gallagher
2023-04-26,65
2023-04-27,66
2023-04-28,63
2023-04-29,65
2023-04-30,68
2023-05-01,69
2023-05-02,77
2023-05-03,68
2023-05-04,70
2023-05-05,60
2023-05-06,63
2023-05-07,61
2023-05-08,69
2023-05-09,64
2023-05-10,69
2023-05-11,69
2023-05-12,63
2023-05-13,69
2023-05-14,70
2023-05-15,67
2023-05-16,64
2023-05-17,65
2023-05-18,65
2023-05-19,64
2023-05-20,58
2023-05-21,69
2023-05-22,64
2023-05-23,66
2023-05-24,65
2023-05-25,67
2023-05-26,60
2023-05-27,53
2023-05-28,62
2023-05-29,63
2023-05-30,71
2023-05-31,68
2023-06-01,72
2023-06-02,70
2023-06-03,66
2023-06-04,69
2023-06-05,71
2023-06-06,69
2023-06-07,74
2023-06-08,67
2023-06-09,65
2023-06-10,75
2023-06-11,68
2023-06-12,73
2023-06-13,66
2023-06-14,67
2023-06-15,62
2023-06-16,64
2023-06-17,57
2023-06-18,58
2023-06-19,65
2023-06-20,61
2023-06-21,61
2023-06-22,63
2023-06-23,69
2023-06-24,54
2023-06-25,57
2023-06-26,65
2023-06-27,81
2023-06-28,75
2023-06-29,66
2023-06-30,63
2023-07-01,50
2023-07-02,53
2023-07-03,67
2023-07-04,65
2023-07-05,63
2023-07-06,64
2023-07-07,62
2023-07-08,54
2023-07-09,73
2023-07-10,72
2023-07-11,63
2023-07-12,66
2023-07-13,69
2023-07-14,73
2023-07-15,68
2023-07-16,63
2023-07-17,65
2023-07-18,68
2023-07-19,63
2023-07-20,65
2023-07-21,68
2023-07-22,56
2023-07-23,55
2023-07-24,65
2023-07-25,64
2023-07-26,62
2023-07-27,59
2023-07-28,53
2023-07-29,53
2023-07-30,49
2023-07-31,51
2023-08-01,61
2023-08-02,55
2023-08-03,55
2023-08-04,54
2023-08-05,49
2023-08-06,53
2023-08-07,56
2023-08-08,55
2023-08-09,52
2023-08-10,59
2023-08-11,54
2023-08-12,60
2023-08-13,56
2023-08-14,60
2023-08-15,59
2023-08-16,60
2023-08-17,62
2023-08-18,55
2023-08-19,53
2023-08-20,48
2023-08-21,59
2023-08-22,58
2023-08-23,53
2023-08-24,56
2023-08-25,71
2023-08-26,63
2023-08-27,60
2023-08-28,65
2023-08-29,58
2023-08-30,58
2023-08-31,59
2023-09-01,63
2023-09-02,56
2023-09-03,56
2023-09-04,57
2023-09-05,57
2023-09-06,55
2023-09-07,48
2023-09-08,45
2023-09-09,44
2023-09-10,44
2023-09-11,55
2023-09-12,56
2023-09-13,51
2023-09-14,67
2023-09-15,65
2023-09-16,100
2023-09-17,79
2023-09-18,70
2023-09-19,68
2023-09-20,60
2023-09-21,61
2023-09-22,53
2023-09-23,45
2023-09-24,47
2023-09-25,51
2023-09-26,51
2023-09-27,55
2023-09-28,51
2023-09-29,51
2023-09-30,48
2023-10-01,45
2023-10-02,53
2023-10-03,49
2023-10-04,50
2023-10-05,58
2023-10-06,50
2023-10-07,44
2023-10-08,44
2023-10-09,50
2023-10-10,51
2023-10-11,60
2023-10-12,60
2023-10-13,58
2023-10-14,49
2023-10-15,50
2023-10-16,58
2023-10-17,52
2023-10-18,60
2023-10-19,59
2023-10-20,54
2023-10-21,49
2023-10-22,50
2023-10-23,55
2023-10-24,60
2023-10-25,60
2023-10-26,58
2023-10-27,59
2023-10-28,47
2023-10-29,45
2023-10-30,58
2023-10-31,57
2023-11-01,50
2023-11-02,50
2023-11-03,50
2023-11-04,48
2023-11-05,49
2023-11-06,58
2023-11-07,59
2023-11-08,60
2023-11-09,57
2023-11-10,51
2023-11-11,51
2023-11-12,56
2023-11-13,57
2023-11-14,56
2023-11-15,55
2023-11-16,60
2023-11-17,58
2023-11-18,52
2023-11-19,53
2023-11-20,50
2023-11-21,50
2023-11-22,51
2023-11-23,46
2023-11-24,50
2023-11-25,49
2023-11-26,52
2023-11-27,55
2023-11-28,55
2023-11-29,57
2023-11-30,58
2023-12-01,57
2023-12-02,52
2023-12-03,51
2023-12-04,54
2023-12-05,57
2023-12-06,56
2023-12-07,50
2023-12-08,58
2023-12-09,48
2023-12-10,50
2023-12-11,57
2023-12-12,53
2023-12-13,57
2023-12-14,52
2023-12-15,50
2023-12-16,48
2023-12-17,49
2023-12-18,51
2023-12-19,48
2023-12-20,53
2023-12-21,51
2023-12-22,50
2023-12-23,49
2023-12-24,49
2023-12-25,48
2023-12-26,52
2023-12-27,54
2023-12-28,53
2023-12-29,52
2023-12-30,55
2023-12-31,46
2024-01-01,46
2024-01-02,49
2024-01-03,56
2024-01-04,59
2024-01-05,62
2024-01-06,57
2024-01-07,54
2024-01-08,58
2024-01-09,57
2024-01-10,65
2024-01-11,65
2024-01-12,59
2024-01-13,50
2024-01-14,54
2024-01-15,52
2024-01-16,61
2024-01-17,64
2024-01-18,55
2024-01-19,56
2024-01-20,57
