Time,gallagher
2022-01-01,52
2022-01-02,77
2022-01-03,62
2022-01-04,72
2022-01-05,67
2022-01-06,48
2022-01-07,59
2022-01-08,58
2022-01-09,62
2022-01-10,60
2022-01-11,60
2022-01-12,59
2022-01-13,75
2022-01-14,50
2022-01-15,52
2022-01-16,52
2022-01-17,50
2022-01-18,49
2022-01-19,50
2022-01-20,50
2022-01-21,51
2022-01-22,51
2022-01-23,47
2022-01-24,53
2022-01-25,47
2022-01-26,51
2022-01-27,52
2022-01-28,54
2022-01-29,59
2022-01-30,50
2022-01-31,48
2022-02-01,46
2022-02-02,45
2022-02-03,54
2022-02-04,53
2022-02-05,74
2022-02-06,55
2022-02-07,53
2022-02-08,54
2022-02-09,50
2022-02-10,44
2022-02-11,47
2022-02-12,45
2022-02-13,48
2022-02-14,45
2022-02-15,47
2022-02-16,52
2022-02-17,52
2022-02-18,57
2022-02-19,47
2022-02-20,47
2022-02-21,47
2022-02-22,59
2022-02-23,56
2022-02-24,54
2022-02-25,52
2022-02-26,52
2022-02-27,48
2022-02-28,52
2022-03-01,48
2022-03-02,57
2022-03-03,51
2022-03-04,54
2022-03-05,46
2022-03-06,47
2022-03-07,53
2022-03-08,49
2022-03-09,48
2022-03-10,48
2022-03-11,44
2022-03-12,45
2022-03-13,43
2022-03-14,50
2022-03-15,53
2022-03-16,44
2022-03-17,45
2022-03-18,47
2022-03-19,42
2022-03-20,44
2022-03-21,53
2022-03-22,53
2022-03-23,68
2022-03-24,55
2022-03-25,47
2022-03-26,51
2022-03-27,53
2022-03-28,53
2022-03-29,50
2022-03-30,50
2022-03-31,46
2022-04-01,48
2022-04-02,49
2022-04-03,47
2022-04-04,50
2022-04-05,51
2022-04-06,54
2022-04-07,49
2022-04-08,49
2022-04-09,45
2022-04-10,51
2022-04-11,53
2022-04-12,55
2022-04-13,47
2022-04-14,51
2022-04-15,50
2022-04-16,43
2022-04-17,49
2022-04-18,54
2022-04-19,53
2022-04-20,54
2022-04-21,49
2022-04-22,51
2022-04-23,52
2022-04-24,52
2022-04-25,56
2022-04-26,51
2022-04-27,50
2022-04-28,56
2022-04-29,60
2022-04-30,71
2022-05-01,56
2022-05-02,47
2022-05-03,50
2022-05-04,52
2022-05-05,54
2022-05-06,54
2022-05-07,53
2022-05-08,51
2022-05-09,56
2022-05-10,55
2022-05-11,49
2022-05-12,46
2022-05-13,45
2022-05-14,43
2022-05-15,44
2022-05-16,45
2022-05-17,57
2022-05-18,59
2022-05-19,64
2022-05-20,59
2022-05-21,49
2022-05-22,50
2022-05-23,61
2022-05-24,68
2022-05-25,66
2022-05-26,56
2022-05-27,51
2022-05-28,46
2022-05-29,46
2022-05-30,49
2022-05-31,50
2022-06-01,48
2022-06-02,47
2022-06-03,50
2022-06-04,46
2022-06-05,45
2022-06-06,62
2022-06-07,54
2022-06-08,47
2022-06-09,47
2022-06-10,46
2022-06-11,41
2022-06-12,46
2022-06-13,54
2022-06-14,59
2022-06-15,60
2022-06-16,50
2022-06-17,44
2022-06-18,48
2022-06-19,46
2022-06-20,58
2022-06-21,56
2022-06-22,68
2022-06-23,87
2022-06-24,89
2022-06-25,83
2022-06-26,100
2022-06-27,95
2022-06-28,99
2022-06-29,93
2022-06-30,88
2022-07-01,78
2022-07-02,72
2022-07-03,72
2022-07-04,76
2022-07-05,77
2022-07-06,78
2022-07-07,71
2022-07-08,72
2022-07-09,68
2022-07-10,67
2022-07-11,72
2022-07-12,71
2022-07-13,64
2022-07-14,70
2022-07-15,62
2022-07-16,59
2022-07-17,69
2022-07-18,68
2022-07-19,72
2022-07-20,74
2022-07-21,69
2022-07-22,70
2022-07-23,56
2022-07-24,68
2022-07-25,69
2022-07-26,72
2022-07-27,61
2022-07-28,65
2022-07-29,68
2022-07-30,66
2022-07-31,56
2022-08-01,63
2022-08-02,70
2022-08-03,69
2022-08-04,65
2022-08-05,66
2022-08-06,54
2022-08-07,56
2022-08-08,75
2022-08-09,99
2022-08-10,96
2022-08-11,72
2022-08-12,62
2022-08-13,55
2022-08-14,66
2022-08-15,84
2022-08-16,68
2022-08-17,62
2022-08-18,62
2022-08-19,60
2022-08-20,51
2022-08-21,63
2022-08-22,61
2022-08-23,56
2022-08-24,57
2022-08-25,56
2022-08-26,58
2022-08-27,61
2022-08-28,57
2022-08-29,52
2022-08-30,59
2022-08-31,56
2022-09-01,60
2022-09-02,56
2022-09-03,72
2022-09-04,70
2022-09-05,65
2022-09-06,60
2022-09-07,51
2022-09-08,46
2022-09-09,47
2022-09-10,50
2022-09-11,47
2022-09-12,58
2022-09-13,60
2022-09-14,57
2022-09-15,47
2022-09-16,47
2022-09-17,49
2022-09-18,46
2022-09-19,52
2022-09-20,52
2022-09-21,56
2022-09-22,66
2022-09-23,47
2022-09-24,42
2022-09-25,43
2022-09-26,44
2022-09-27,48
