Time,world_cup
2025-03-22,2.5063291139240502
2025-03-23,2.9999999999999996
2025-03-24,2.5063291139240502
2025-03-25,3.2278481012658222
2025-03-26,3.797468354430379
2025-03-27,1.5949367088607593
2025-03-28,1.2151898734177213
2025-03-29,1.1392405063291138
2025-03-30,1.0632911392405062
2025-03-31,0.8354430379746834
2025-04-01,0.911392405063291
2025-04-02,0.8354430379746834
2025-04-03,0.911392405063291
2025-04-04,0.8734177215189872
2025-04-05,0.9873417721518986
2025-04-06,1.0253164556962024
2025-04-07,0.8354430379746834
2025-04-08,0.8734177215189872
2025-04-09,0.911392405063291
2025-04-10,0.8734177215189872
2025-04-11,0.8354430379746834
2025-04-12,0.8734177215189872
2025-04-13,0.9493670886075948
2025-04-14,0.7974683544303797
2025-04-15,0.9113924050632911
2025-04-16,0.9493670886075949
2025-04-17,0.9493670886075949
2025-04-18,0.9873417721518987
2025-04-19,1.0063291139240507
2025-04-20,1.1835443037974682
2025-04-21,0.9493670886075949
2025-04-22,0.9493670886075949
2025-04-23,0.9303797468354429
2025-04-24,0.8924050632911391
2025-04-25,0.8924050632911391
2025-04-26,0.8924050632911391
2025-04-27,0.9493670886075949
2025-04-28,0.9493670886075949
2025-04-29,0.9683544303797467
2025-04-30,0.9683544303797467
2025-05-01,0.9683544303797467
2025-05-02,0.9683544303797467
2025-05-03,0.9873417721518987
2025-05-04,1.221518987341772
2025-05-05,0.9683544303797467
2025-05-06,1.221518987341772
2025-05-07,1.512658227848101
2025-05-08,1.2974683544303796
2025-05-09,1.20253164556962
2025-05-10,1.20253164556962
2025-05-11,1.4936708860759491
2025-05-12,1.240506329113924
2025-05-13,1.2594936708860758
2025-05-14,1.4936708860759491
2025-05-15,1.2658227848101264
2025-05-16,1.2658227848101264
2025-05-17,1.2658227848101264
2025-05-18,1.2658227848101264
2025-05-19,1.2658227848101264
2025-05-20,1.2658227848101264
2025-05-21,1.2658227848101264
2025-05-22,1.2658227848101264
2025-05-23,1.2658227848101264
2025-05-24,1.582278481012658
2025-05-25,1.582278481012658
2025-05-26,1.582278481012658
2025-05-27,1.582278481012658
2025-05-28,1.582278481012658
2025-05-29,1.582278481012658
2025-05-30,1.582278481012658
2025-05-31,2.2151898734177213
2025-06-01,3.4810126582278476
2025-06-02,2.2151898734177213
2025-06-03,2.2151898734177213
2025-06-04,2.531645569620253
2025-06-05,3.7974683544303796
2025-06-06,4.746835443037974
2025-06-07,4.746835443037974
2025-06-08,4.113924050632911
2025-06-09,3.7974683544303796
2025-06-10,5.063291139240506
2025-06-11,6.962025316455695
2025-06-12,4.430379746835443
2025-06-13,4.746835443037974
2025-06-14,7.278481012658227
2025-06-15,19.93670886075949
2025-06-16,13.291139240506327
2025-06-17,11.70886075949367
2025-06-18,12.025316455696201
2025-06-19,12.341772151898732
2025-06-20,14.240506329113922
2025-06-21,14.556962025316453
2025-06-22,13.92405063291139
2025-06-23,11.70886075949367
2025-06-24,14.873417721518985
2025-06-25,10.759493670886075
2025-06-26,12.658227848101264
2025-06-27,10.126582278481012
2025-06-28,12.658227848101264
2025-06-29,16.772151898734176
2025-06-30,10.443037974683543
2025-07-01,13.291139240506327
2025-07-02,9.177215189873417
2025-07-03,5.379746835443037
2025-07-04,11.075949367088606
2025-07-05,20.886075949367086
2025-07-06,7.278481012658227
2025-07-07,6.0126582278481004
2025-07-08,9.177215189873417
2025-07-09,10.443037974683543
2025-07-10,4.113924050632911
2025-07-11,3.164556962025316
2025-07-12,4.113924050632911
2025-07-13,16.139240506329113
2025-07-14,5.696202531645569
2025-07-15,2.8481012658227844
2025-07-16,1.8987341772151898
2025-07-17,2.8481012658227844
2025-07-18,1.582278481012658
2025-07-19,2.8481012658227844
2025-07-20,2.531645569620253
2025-07-21,1.8987341772151898
2025-07-22,1.582278481012658
2025-07-23,1.582278481012658
2025-07-24,1.582278481012658
2025-07-25,1.582278481012658
2025-07-26,1.8987341772151898
2025-07-27,2.2151898734177213
2025-07-28,1.582278481012658
2025-07-29,2.2151898734177213
2025-07-30,3.164556962025316
2025-07-31,2.8481012658227844
2025-08-01,1.8987341772151898
2025-08-02,0.9493670886075949
2025-08-03,1.2658227848101264
2025-08-04,0.9493670886075949
2025-08-05,1.2658227848101264
2025-08-06,1.2658227848101264
2025-08-07,1.2658227848101264
2025-08-08,1.2658227848101264
2025-08-09,1.582278481012658
2025-08-10,1.8987341772151898
2025-08-11,1.2658227848101264
2025-08-12,0.9493670886075949
2025-08-13,0.9493670886075949
2025-08-14,0.9493670886075949
2025-08-15,0.9493670886075949
2025-08-16,0.9493670886075949
2025-08-17,1.2658227848101264
2025-08-18,0.9493670886075949
2025-08-19,0.9493670886075949
2025-08-20,0.9493670886075949
2025-08-21,0.9493670886075949
2025-08-22,1.8987341772151898
2025-08-23,1.582278481012658
2025-08-24,1.2658227848101264
2025-08-25,0.9493670886075949
2025-08-26,0.9493670886075949
2025-08-27,0.9493670886075949
2025-08-28,0.9493670886075949
2025-08-29,0.9493670886075949
2025-08-30,1.2658227848101264
2025-08-31,1.582278481012658
2025-09-01,1.2658227848101264
2025-09-02,1.2658227848101264
2025-09-03,1.582278481012658
2025-09-04,3.7974683544303796
2025-09-05,5.063291139240506
2025-09-06,4.430379746835443
2025-09-07,4.113924050632911
2025-09-08,3.4810126582278476
2025-09-09,5.063291139240506
2025-09-10,9.81012658227848
2025-09-11,3.164556962025316
2025-09-12,1.8987341772151898
2025-09-13,1.8987341772151898
2025-09-14,1.582278481012658
2025-09-15,1.2658227848101264
2025-09-16,1.582278481012658
2025-09-17,1.582278481012658
2025-09-18,1.2658227848101264
2025-09-19,1.582278481012658
2025-09-20,1.582278481012658
2025-09-21,1.2658227848101264
2025-09-22,1.2658227848101264
2025-09-23,1.2658227848101264
2025-09-24,1.2658227848101264
2025-09-25,1.2658227848101264
2025-09-26,1.582278481012658
2025-09-27,1.8987341772151898
2025-09-28,1.8987341772151898
2025-09-29,2.2151898734177213
2025-09-30,1.8987341772151898
2025-10-01,2.531645569620253
2025-10-02,3.164556962025316
2025-10-03,2.531645569620253
2025-10-04,3.7974683544303796
2025-10-05,2.8481012658227844
2025-10-06,2.8481012658227844
2025-10-07,2.8481012658227844
2025-10-08,4.430379746835443
2025-10-09,4.746835443037974
2025-10-10,4.746835443037974
2025-10-11,6.645569620253164
2025-10-12,6.0126582278481004
2025-10-13,4.746835443037974
2025-10-14,6.0126582278481004
2025-10-15,5.379746835443037
2025-10-16,3.164556962025316
2025-10-17,1.8987341772151898
2025-10-18,2.2151898734177213
2025-10-19,2.531645569620253
2025-10-20,2.2151898734177213
2025-10-21,1.582278481012658
2025-10-22,1.2658227848101264
2025-10-23,1.582278481012658
2025-10-24,1.2658227848101264
2025-10-25,1.582278481012658
2025-10-26,1.582278481012658
2025-10-27,1.8987341772151898
2025-10-28,1.582278481012658
2025-10-29,1.582278481012658
2025-10-30,2.531645569620253
2025-10-31,2.2151898734177213
2025-11-01,1.8987341772151898
2025-11-02,5.063291139240506
2025-11-03,2.2151898734177213
2025-11-04,1.8987341772151898
2025-11-05,1.8987341772151898
2025-11-06,2.2151898734177213
2025-11-07,2.531645569620253
2025-11-08,2.531645569620253
2025-11-09,2.2151898734177213
2025-11-10,2.531645569620253
2025-11-11,2.2151898734177213
2025-11-12,2.8481012658227844
2025-11-13,5.063291139240506
2025-11-14,6.329113924050632
2025-11-15,5.063291139240506
2025-11-16,7.278481012658227
2025-11-17,5.696202531645569
2025-11-18,6.329113924050632
2025-11-19,8.860759493670885
2025-11-20,5.379746835443037
2025-11-21,3.4810126582278476
2025-11-22,2.8481012658227844
2025-11-23,2.531645569620253
2025-11-24,2.531645569620253
2025-11-25,2.2151898734177213
2025-11-26,2.2151898734177213
2025-11-27,2.531645569620253
2025-11-28,2.2151898734177213
2025-11-29,2.2151898734177213
2025-11-30,2.2151898734177213
2025-12-01,1.8987341772151898
2025-12-02,2.2151898734177213
2025-12-03,2.531645569620253
2025-12-04,3.7974683544303796
2025-12-05,31.645569620253163
2025-12-06,24.050632911392402
2025-12-07,11.70886075949367
2025-12-08,7.278481012658227
2025-12-09,5.379746835443037
2025-12-10,4.430379746835443
2025-12-11,6.276371308016877
2025-12-12,5.432489451476792
2025-12-13,4.694092827004219
2025-12-14,3.6392405063291138
2025-12-15,3.164556962025316
2025-12-16,3.164556962025316
2025-12-17,3.7974683544303796
2025-12-18,3.428270042194092
2025-12-19,2.795358649789029
2025-12-20,2.531645569620253
2025-12-21,2.531645569620253
2025-12-22,2.162447257383966
2025-12-23,2.0042194092827
2025-12-24,2.0569620253164556
2025-12-25,2.6371308016877633
2025-12-26,2.162447257383966
2025-12-27,2.2679324894514767
2025-12-28,2.373417721518987
2025-12-29,2.0042194092827
2025-12-30,2.0042194092827
2025-12-31,1.8987341772151898
2026-01-01,2.531645569620253
2026-01-02,1.8987341772151898
2026-01-03,2.2679324894514767
2026-01-04,2.2679324894514767
2026-01-05,2.0042194092827
2026-01-06,2.373417721518987
2026-01-07,2.531645569620253
2026-01-08,2.90084388185654
2026-01-09,2.795358649789029
2026-01-10,2.953586497890295
2026-01-11,3.5864978902953584
2026-01-12,3.164556962025316
2026-01-13,4.0084388185654
2026-01-14,3.7974683544303796
2026-01-15,3.5864978902953584
2026-01-16,2.742616033755274
2026-01-17,3.164556962025316
2026-01-18,3.5864978902953584
2026-01-19,3.164556962025316
2026-01-20,3.164556962025316
2026-01-21,3.5864978902953584
2026-01-22,2.953586497890295
2026-01-23,2.953586497890295
2026-01-24,3.7974683544303796
2026-01-25,4.219409282700422
2026-01-26,3.7974683544303796
2026-01-27,3.164556962025316
2026-01-28,3.164556962025316
2026-01-29,3.164556962025316
2026-01-30,3.5864978902953584
2026-01-31,4.219409282700422
2026-02-01,5.2742616033755265
2026-02-02,3.7974683544303796
2026-02-03,3.5864978902953584
2026-02-04,4.852320675105485
2026-02-05,6.118143459915611
2026-02-06,5.90717299578059
2026-02-07,7.3839662447257375
2026-02-08,7.3839662447257375
2026-02-09,6.962025316455695
2026-02-10,7.80590717299578
2026-02-11,5.2742616033755265
2026-02-12,5.063291139240506
2026-02-13,5.2742616033755265
2026-02-14,5.90717299578059
2026-02-15,8.0168776371308
2026-02-16,7.3839662447257375
2026-02-17,7.172995780590717
2026-02-18,6.118143459915611
2026-02-19,5.063291139240506
2026-02-20,4.430379746835443
2026-02-21,5.90717299578059
2026-02-22,6.962025316455695
2026-02-23,6.118143459915611
2026-02-24,6.329113924050632
2026-02-25,6.329113924050632
2026-02-26,8.0168776371308
2026-02-27,6.540084388185654
2026-02-28,5.696202531645569
2026-03-01,6.540084388185654
2026-03-02,4.430379746835443
2026-03-03,5.2742616033755265
2026-03-04,5.696202531645569
2026-03-05,6.962025316455695
2026-03-06,4.641350210970463
2026-03-07,4.641350210970463
2026-03-08,10.126582278481012
2026-03-09,4.219409282700422
2026-03-10,3.5864978902953584
2026-03-11,3.7974683544303796
2026-03-12,3.5864978902953584
2026-03-13,3.375527426160337
2026-03-14,3.375527426160337
2026-03-15,3.5864978902953584
2026-03-16,4.0084388185654
2026-03-17,4.219409282700422
2026-03-18,4.430379746835443
2026-03-19,4.641350210970463
2026-03-20,4.852320675105485
2026-03-21,4.641350210970463
2026-03-22,4.430379746835443
2026-03-23,4.0084388185654
2026-03-24,3.375527426160337
2026-03-25,5.696202531645569
2026-03-26,9.493670886075948
2026-03-27,8.860759493670885
2026-03-28,7.80590717299578
2026-03-29,8.438818565400844
2026-03-30,6.962025316455695
2026-03-31,11.81434599156118
2026-04-01,14.135021097046412
2026-04-02,8.649789029535864
2026-04-03,7.172995780590717
2026-04-04,5.90717299578059
2026-04-05,5.696202531645569
2026-04-06,4.641350210970463
2026-04-07,4.852320675105485
2026-04-08,4.852320675105485
2026-04-09,4.641350210970463
2026-04-10,4.219409282700422
2026-04-11,4.0084388185654
2026-04-12,4.0084388185654
2026-04-13,3.5864978902953584
2026-04-14,4.219409282700422
2026-04-15,4.430379746835443
2026-04-16,4.219409282700422
2026-04-17,4.641350210970463
2026-04-18,4.852320675105485
2026-04-19,4.430379746835443
2026-04-20,4.0084388185654
2026-04-21,4.219409282700422
2026-04-22,5.485232067510548
2026-04-23,4.852320675105485
2026-04-24,4.219409282700422
2026-04-25,4.219409282700422
2026-04-26,4.641350210970463
2026-04-27,4.430379746835443
2026-04-28,4.852320675105485
2026-04-29,5.2742616033755265
2026-04-30,4.641350210970463
2026-05-01,4.641350210970463
2026-05-02,5.063291139240506
2026-05-03,5.696202531645569
2026-05-04,4.641350210970463
2026-05-05,5.2742616033755265
2026-05-06,5.90717299578059
2026-05-07,6.751054852320674
2026-05-08,6.329113924050632
2026-05-09,6.751054852320674
2026-05-10,7.80590717299578
2026-05-11,7.172995780590717
2026-05-12,7.172995780590717
2026-05-13,7.3839662447257375
2026-05-14,8.649789029535864
2026-05-15,8.438818565400844
2026-05-16,8.438818565400844
2026-05-17,8.438818565400844
2026-05-18,9.282700421940927
2026-05-19,10.759493670886075
2026-05-20,10.337552742616033
2026-05-21,11.392405063291138
2026-05-22,12.236286919831223
2026-05-23,12.236286919831223
2026-05-24,11.81434599156118
2026-05-25,13.291139240506327
2026-05-26,13.92405063291139
2026-05-27,13.92405063291139
2026-05-28,14.135021097046412
2026-05-29,14.135021097046412
2026-05-30,17.72151898734177
2026-05-31,21.097046413502106
