Time,scream
2022-12-17,8.88888888888889
2022-12-18,7.777777777777779
2022-12-19,6.666666666666667
2022-12-20,7.777777777777779
2022-12-21,7.777777777777779
2022-12-22,6.666666666666667
2022-12-23,6.666666666666667
2022-12-24,6.666666666666667
2022-12-25,6.666666666666667
2022-12-26,6.666666666666667
2022-12-27,6.666666666666667
2022-12-28,6.666666666666667
2022-12-29,6.666666666666667
2022-12-30,7.777777777777779
2022-12-31,7.777777777777779
2023-01-01,7.777777777777779
2023-01-02,7.777777777777779
2023-01-03,6.666666666666667
2023-01-04,5.555555555555555
2023-01-05,5.555555555555555
2023-01-06,6.666666666666667
2023-01-07,6.666666666666667
2023-01-08,7.777777777777779
2023-01-09,6.666666666666667
2023-01-10,5.555555555555555
2023-01-11,5.555555555555555
2023-01-12,5.555555555555555
2023-01-13,6.666666666666667
2023-01-14,10.0
2023-01-15,8.88888888888889
2023-01-16,7.777777777777779
2023-01-17,5.555555555555555
2023-01-18,7.777777777777779
2023-01-19,16.666666666666668
2023-01-20,17.77777777777778
2023-01-21,14.444444444444445
2023-01-22,14.444444444444445
2023-01-23,10.0
2023-01-24,8.88888888888889
2023-01-25,7.777777777777779
2023-01-26,7.777777777777779
2023-01-27,7.777777777777779
2023-01-28,10.0
2023-01-29,10.0
2023-01-30,7.777777777777779
2023-01-31,7.777777777777779
2023-02-01,7.777777777777779
2023-02-02,7.777777777777779
2023-02-03,7.777777777777779
2023-02-04,11.11111111111111
2023-02-05,11.11111111111111
2023-02-06,8.88888888888889
2023-02-07,7.777777777777779
2023-02-08,8.88888888888889
2023-02-09,8.88888888888889
2023-02-10,8.88888888888889
2023-02-11,10.0
2023-02-12,11.11111111111111
2023-02-13,7.777777777777779
2023-02-14,7.777777777777779
2023-02-15,10.0
2023-02-16,11.11111111111111
2023-02-17,11.11111111111111
2023-02-18,12.222222222222223
2023-02-19,13.333333333333334
2023-02-20,12.222222222222223
2023-02-21,11.11111111111111
2023-02-22,10.0
2023-02-23,10.0
2023-02-24,10.0
2023-02-25,13.333333333333334
2023-02-26,14.444444444444445
2023-02-27,11.11111111111111
2023-02-28,12.222222222222223
2023-03-01,12.222222222222223
2023-03-02,12.222222222222223
2023-03-03,14.444444444444445
2023-03-04,23.333333333333336
2023-03-05,26.666666666666668
2023-03-06,21.11111111111111
2023-03-07,26.666666666666668
2023-03-08,32.22222222222222
2023-03-09,45.55555555555556
2023-03-10,80.0
2023-03-11,111.11111111111111
2023-03-12,104.44444444444444
2023-03-13,57.77777777777778
2023-03-14,46.66666666666667
2023-03-15,42.22222222222222
2023-03-16,37.77777777777778
2023-03-17,38.88888888888889
2023-03-18,54.44444444444445
2023-03-19,57.77777777777778
2023-03-20,34.44444444444444
2023-03-21,27.77777777777778
2023-03-22,25.555555555555557
2023-03-23,22.22222222222222
2023-03-24,24.444444444444446
2023-03-25,37.77777777777778
2023-03-26,37.77777777777778
2023-03-27,23.333333333333336
2023-03-28,18.88888888888889
2023-03-29,16.666666666666668
2023-03-30,16.666666666666668
2023-03-31,18.88888888888889
2023-04-01,25.555555555555557
2023-04-02,27.77777777777778
2023-04-03,17.77777777777778
2023-04-04,15.555555555555557
2023-04-05,14.444444444444445
2023-04-06,13.333333333333334
2023-04-07,17.77777777777778
2023-04-08,23.333333333333336
2023-04-09,22.22222222222222
2023-04-10,15.555555555555557
2023-04-11,12.222222222222223
2023-04-12,13.333333333333334
2023-04-13,12.222222222222223
2023-04-14,13.333333333333334
2023-04-15,16.666666666666668
2023-04-16,18.88888888888889
2023-04-17,12.222222222222223
2023-04-18,10.0
2023-04-19,10.0
2023-04-20,10.0
2023-04-21,11.11111111111111
2023-04-22,14.444444444444445
2023-04-23,15.555555555555557
2023-04-24,11.11111111111111
2023-04-25,18.88888888888889
2023-04-26,28.999805409612765
2023-04-27,25.40669390932088
2023-04-28,24.208990075890252
2023-04-29,38.922942206654994
2023-04-30,42.51605370694688
2023-05-01,24.42303950184861
2023-05-02,18.862619186612182
2023-05-03,15.483557112278653
2023-05-04,14.285853278848025
2023-05-05,14.499902704806383
2023-05-06,20.829928001556723
2023-05-07,25.834792761237594
2023-05-08,15.697606538237011
2023-05-09,13.516248297334112
2023-05-10,12.104495037945126
2023-05-11,10.906791204514498
2023-05-12,12.318544463903484
2023-05-13,14.285853278848025
2023-05-14,16.681260945709283
2023-05-15,12.318544463903484
2023-05-16,10.906791204514498
2023-05-17,10.137186223000583
2023-05-18,9.709087371083868
2023-05-19,10.906791204514498
2023-05-20,14.71395213076474
2023-05-21,19.07666861257054
2023-05-22,11.334890056431213
2023-05-23,9.923136797042226
2023-05-24,9.153531815528314
2023-05-25,9.153531815528314
2023-05-26,9.418174742167738
2023-05-27,13.69916326133489
2023-05-28,12.84296555750146
2023-05-29,12.84296555750146
2023-05-30,9.418174742167738
2023-05-31,8.561977038334307
2023-06-01,8.561977038334307
2023-06-02,9.846273594084453
2023-06-03,11.558669001751314
2023-06-04,12.414866705584744
2023-06-05,9.846273594084453
2023-06-06,8.990075890251022
2023-06-07,8.561977038334307
2023-06-08,8.133878186417592
2023-06-09,8.133878186417592
2023-06-10,9.846273594084453
2023-06-11,11.130570149834599
2023-06-12,8.990075890251022
2023-06-13,8.133878186417592
2023-06-14,8.133878186417592
2023-06-15,8.133878186417592
2023-06-16,8.133878186417592
2023-06-17,9.418174742167738
2023-06-18,10.702471297917883
2023-06-19,9.846273594084453
2023-06-20,8.133878186417592
2023-06-21,7.705779334500876
2023-06-22,7.27768048258416
2023-06-23,8.133878186417592
2023-06-24,9.418174742167738
2023-06-25,9.846273594084453
2023-06-26,8.133878186417592
2023-06-27,8.133878186417592
2023-06-28,8.133878186417592
2023-06-29,8.133878186417592
2023-06-30,8.133878186417592
2023-07-01,9.418174742167738
2023-07-02,9.846273594084453
2023-07-03,8.990075890251022
2023-07-04,9.846273594084453
2023-07-05,8.133878186417592
2023-07-06,8.561977038334307
2023-07-07,8.561977038334307
2023-07-08,10.274372446001168
2023-07-09,10.702471297917883
2023-07-10,8.561977038334307
2023-07-11,8.561977038334307
2023-07-12,8.133878186417592
2023-07-13,8.133878186417592
2023-07-14,7.705779334500876
2023-07-15,9.418174742167738
2023-07-16,10.274372446001168
2023-07-17,8.133878186417592
2023-07-18,8.561977038334307
2023-07-19,8.133878186417592
2023-07-20,7.705779334500876
2023-07-21,7.705779334500876
2023-07-22,8.990075890251022
2023-07-23,10.274372446001168
2023-07-24,8.561977038334307
2023-07-25,7.705779334500876
2023-07-26,7.705779334500876
2023-07-27,7.705779334500876
2023-07-28,8.561977038334307
2023-07-29,10.274372446001168
2023-07-30,10.702471297917883
2023-07-31,8.561977038334307
2023-08-01,8.133878186417592
2023-08-02,8.133878186417592
2023-08-03,8.990075890251022
2023-08-04,9.418174742167738
2023-08-05,9.846273594084453
2023-08-06,10.702471297917883
2023-08-07,8.990075890251022
2023-08-08,8.133878186417592
2023-08-09,7.705779334500876
2023-08-10,8.133878186417592
2023-08-11,8.133878186417592
2023-08-12,8.990075890251022
2023-08-13,11.130570149834599
2023-08-14,8.561977038334307
2023-08-15,7.705779334500876
2023-08-16,8.133878186417592
2023-08-17,8.561977038334307
2023-08-18,8.133878186417592
2023-08-19,9.846273594084453
2023-08-20,10.702471297917883
2023-08-21,8.561977038334307
2023-08-22,7.705779334500876
2023-08-23,8.133878186417592
2023-08-24,7.27768048258416
2023-08-25,7.705779334500876
2023-08-26,9.418174742167738
2023-08-27,10.274372446001168
2023-08-28,7.705779334500876
2023-08-29,7.27768048258416
2023-08-30,7.27768048258416
2023-08-31,7.705779334500876
2023-09-01,8.133878186417592
2023-09-02,9.846273594084453
2023-09-03,11.558669001751314
2023-09-04,12.414866705584744
2023-09-05,7.705779334500876
2023-09-06,7.27768048258416
2023-09-07,7.705779334500876
2023-09-08,8.561977038334307
2023-09-09,11.130570149834599
2023-09-10,11.558669001751314
2023-09-11,8.561977038334307
2023-09-12,8.133878186417592
2023-09-13,8.133878186417592
2023-09-14,7.705779334500876
2023-09-15,8.133878186417592
2023-09-16,11.986767853668029
2023-09-17,12.84296555750146
2023-09-18,9.846273594084453
2023-09-19,8.990075890251022
2023-09-20,8.990075890251022
2023-09-21,8.990075890251022
2023-09-22,9.418174742167738
2023-09-23,12.84296555750146
2023-09-24,13.69916326133489
2023-09-25,10.702471297917883
2023-09-26,11.558669001751314
2023-09-27,9.846273594084453
2023-09-28,10.274372446001168
2023-09-29,10.702471297917883
2023-09-30,14.983459817085036
2023-10-01,17.123954076668614
2023-10-02,12.84296555750146
2023-10-03,12.414866705584744
2023-10-04,11.986767853668029
2023-10-05,12.414866705584744
2023-10-06,14.55536096516832
2023-10-07,19.692547188168906
2023-10-08,22.689239151585912
2023-10-09,15.839657520918466
2023-10-10,14.55536096516832
2023-10-11,12.84296555750146
2023-10-12,14.983459817085036
2023-10-13,18.40825063241876
2023-10-14,26.54212881883635
2023-10-15,26.970227670753065
2023-10-16,16.267756372835183
2023-10-17,14.127262113251605
2023-10-18,14.127262113251605
2023-10-19,14.983459817085036
2023-10-20,16.267756372835183
2023-10-21,26.114029966919635
2023-10-22,28.25452422650321
2023-10-23,19.26444833625219
2023-10-24,16.267756372835183
2023-10-25,16.267756372835183
2023-10-26,17.123954076668614
2023-10-27,21.404942595835767
2023-10-28,31.679315041836933
2023-10-29,31.679315041836933
2023-10-30,23.973535707336058
2023-10-31,30.823117338003502
2023-11-01,24.401634559252773
2023-11-02,11.558669001751314
2023-11-03,10.702471297917883
2023-11-04,12.414866705584744
2023-11-05,13.271064409418175
2023-11-06,8.990075890251022
2023-11-07,8.561977038334307
2023-11-08,7.705779334500876
2023-11-09,7.705779334500876
2023-11-10,7.705779334500876
2023-11-11,9.846273594084453
2023-11-12,9.846273594084453
2023-11-13,6.849581630667445
2023-11-14,6.849581630667445
2023-11-15,6.42148277875073
2023-11-16,6.849581630667445
2023-11-17,5.9933839268340146
2023-11-18,7.27768048258416
2023-11-19,8.133878186417592
2023-11-20,6.849581630667445
2023-11-21,7.705779334500876
2023-11-22,16.267756372835183
2023-11-23,14.983459817085036
2023-11-24,11.558669001751314
2023-11-25,10.702471297917883
2023-11-26,9.418174742167738
2023-11-27,7.705779334500876
2023-11-28,6.42148277875073
2023-11-29,8.561977038334307
2023-11-30,8.990075890251022
2023-12-01,6.42148277875073
2023-12-02,6.42148277875073
2023-12-03,6.849581630667445
2023-12-04,5.137186223000584
2023-12-05,5.137186223000584
2023-12-06,5.565285074917299
2023-12-07,5.137186223000584
2023-12-08,5.137186223000584
2023-12-09,5.9933839268340146
2023-12-10,6.849581630667445
2023-12-11,5.565285074917299
2023-12-12,4.709087371083869
2023-12-13,5.137186223000584
2023-12-14,5.137186223000584
2023-12-15,5.137186223000584
2023-12-16,5.565285074917299
2023-12-17,6.42148277875073
2023-12-18,5.137186223000584
2023-12-19,5.137186223000584
2023-12-20,5.565285074917299
2023-12-21,5.565285074917299
2023-12-22,5.993383926834014
2023-12-23,6.7884246518222
2023-12-24,7.308258972006783
2023-12-25,6.9107386095126895
2023-12-26,6.054540905679259
2023-12-27,5.993383926834014
2023-12-28,6.329747310482862
2023-12-29,6.115697884524504
2023-12-30,6.849581630667444
2023-12-31,7.247101993161538
2024-01-01,6.513218247018598
2024-01-02,5.932226947988769
2024-01-03,5.595863564339922
2024-01-04,5.534706585494677
2024-01-05,5.657020543185167
2024-01-06,6.7884246518222
2024-01-07,6.7884246518222
2024-01-08,5.137186223000583
2024-01-09,5.076029244155339
2024-01-10,5.137186223000583
2024-01-11,5.076029244155339
2024-01-12,5.534706585494677
2024-01-13,6.390904289328107
2024-01-14,6.9107386095126895
2024-01-15,6.115697884524504
2024-01-16,5.595863564339922
2024-01-17,5.473549606649431
2024-01-18,5.198343201845828
2024-01-19,5.657020543185167
2024-01-20,6.971895588357935
2024-01-21,7.461151419119895
2024-01-22,5.626442053762544
2024-01-23,5.259500180691074
2024-01-24,5.626442053762544
2024-01-25,5.626442053762544
2024-01-26,5.871069969143524
2024-01-27,6.7272676729769545
2024-01-28,7.216523503738915
2024-01-29,5.626442053762544
2024-01-30,5.626442053762544
2024-01-31,5.626442053762544
2024-02-01,5.137186223000583
2024-02-02,5.504128096072054
2024-02-03,6.849581630667444
2024-02-04,7.0942095460484245
2024-02-05,5.504128096072054
2024-02-06,5.259500180691074
2024-02-07,4.892558307619604
2024-02-08,5.259500180691074
2024-02-09,5.0148722653100934
2024-02-10,6.604953715286465
2024-02-11,6.7272676729769545
2024-02-12,6.115697884524504
2024-02-13,5.137186223000583
2024-02-14,5.0148722653100934
2024-02-15,5.259500180691074
2024-02-16,4.770244349929113
2024-02-17,5.993383926834014
2024-02-18,7.0942095460484245
2024-02-19,6.238011842214994
2024-02-20,5.504128096072054
2024-02-21,5.259500180691074
2024-02-22,5.381814138381563
2024-02-23,5.504128096072054
2024-02-24,6.115697884524504
2024-02-25,6.971895588357935
2024-02-26,5.259500180691074
2024-02-27,5.0148722653100934
2024-02-28,5.0148722653100934
2024-02-29,4.892558307619604
2024-03-01,5.0148722653100934
2024-03-02,5.993383926834014
2024-03-03,6.7272676729769545
2024-03-04,5.504128096072054
2024-03-05,5.137186223000583
2024-03-06,5.0148722653100934
2024-03-07,5.504128096072054
2024-03-08,5.381814138381563
2024-03-09,6.3603257999054845
2024-03-10,6.849581630667444
2024-03-11,5.626442053762544
2024-03-12,6.849581630667444
2024-03-13,12.231395769049008
2024-03-14,7.828093292191365
2024-03-15,5.748756011453034
2024-03-16,6.7272676729769545
2024-03-17,6.971895588357935
2024-03-18,5.626442053762544
2024-03-19,5.748756011453034
2024-03-20,5.748756011453034
2024-03-21,5.381814138381563
2024-03-22,5.748756011453034
2024-03-23,7.216523503738915
2024-03-24,7.338837461429405
2024-03-25,6.604953715286465
2024-03-26,5.748756011453034
2024-03-27,5.626442053762544
2024-03-28,5.626442053762544
2024-03-29,5.993383926834014
2024-03-30,6.482639757595974
2024-03-31,6.3603257999054845
2024-04-01,6.238011842214994
2024-04-02,5.381814138381563
2024-04-03,5.137186223000583
2024-04-04,5.381814138381563
2024-04-05,5.993383926834014
2024-04-06,6.3603257999054845
2024-04-07,7.0942095460484245
2024-04-08,5.504128096072054
2024-04-09,5.259500180691074
2024-04-10,5.871069969143524
2024-04-11,5.626442053762544
2024-04-12,5.993383926834014
2024-04-13,6.482639757595974
2024-04-14,6.971895588357935
2024-04-15,5.626442053762544
2024-04-16,5.748756011453034
2024-04-17,5.504128096072054
2024-04-18,5.504128096072054
2024-04-19,5.871069969143524
2024-04-20,6.849581630667444
2024-04-21,7.338837461429405
2024-04-22,5.626442053762544
2024-04-23,5.381814138381563
2024-04-24,5.504128096072054
2024-04-25,5.381814138381563
2024-04-26,6.115697884524504
2024-04-27,6.7272676729769545
2024-04-28,7.583465376810385
2024-04-29,6.238011842214994
2024-04-30,5.626442053762544
2024-05-01,5.504128096072054
2024-05-02,5.748756011453034
2024-05-03,5.993383926834014
2024-05-04,6.849581630667444
2024-05-05,7.0942095460484245
2024-05-06,6.115697884524504
2024-05-07,6.238011842214994
2024-05-08,5.993383926834014
2024-05-09,6.971895588357935
2024-05-10,9.051232869096266
2024-05-11,10.763628276763127
2024-05-12,11.986767853668027
2024-05-13,8.561977038334305
2024-05-14,7.461151419119895
2024-05-15,7.705779334500876
2024-05-16,6.604953715286465
2024-05-17,6.7272676729769545
2024-05-18,8.561977038334305
2024-05-19,9.173546826786756
2024-05-20,6.7272676729769545
2024-05-21,6.849581630667444
2024-05-22,6.849581630667444
2024-05-23,6.3603257999054845
2024-05-24,6.482639757595974
2024-05-25,7.0942095460484245
2024-05-26,8.195035165262835
2024-05-27,7.950407249881855
2024-05-28,6.482639757595974
2024-05-29,6.238011842214994
2024-05-30,6.3603257999054845
2024-05-31,6.7272676729769545
2024-06-01,7.216523503738915
2024-06-02,7.828093292191365
2024-06-03,6.482639757595974
2024-06-04,6.482639757595974
2024-06-05,6.115697884524504
2024-06-06,6.604953715286465
2024-06-07,6.3603257999054845
2024-06-08,7.461151419119895
2024-06-09,7.338837461429405
2024-06-10,6.7272676729769545
2024-06-11,6.604953715286465
2024-06-12,5.993383926834014
2024-06-13,5.993383926834014
2024-06-14,6.3603257999054845
2024-06-15,7.0942095460484245
2024-06-16,7.950407249881855
2024-06-17,6.238011842214994
2024-06-18,6.115697884524504
2024-06-19,6.3603257999054845
2024-06-20,6.3603257999054845
2024-06-21,6.3603257999054845
2024-06-22,7.0942095460484245
2024-06-23,7.461151419119895
2024-06-24,6.482639757595974
2024-06-25,5.993383926834014
2024-06-26,6.115697884524504
2024-06-27,5.871069969143524
2024-06-28,5.871069969143524
2024-06-29,6.971895588357935
2024-06-30,7.216523503738915
2024-07-01,6.238011842214994
2024-07-02,6.238011842214994
2024-07-03,6.7272676729769545
2024-07-04,7.0942095460484245
2024-07-05,6.7272676729769545
2024-07-06,7.705779334500876
2024-07-07,7.950407249881855
2024-07-08,5.993383926834014
2024-07-09,6.482639757595974
2024-07-10,6.3603257999054845
2024-07-11,6.482639757595974
2024-07-12,6.849581630667444
2024-07-13,6.482639757595974
2024-07-14,7.216523503738915
2024-07-15,5.748756011453034
2024-07-16,5.993383926834014
2024-07-17,6.238011842214994
2024-07-18,6.482639757595974
2024-07-19,6.7272676729769545
2024-07-20,7.461151419119895
2024-07-21,7.705779334500876
2024-07-22,6.849581630667444
2024-07-23,6.3603257999054845
2024-07-24,6.238011842214994
2024-07-25,11.497512022906069
2024-07-26,7.705779334500876
2024-07-27,8.317349122953326
2024-07-28,8.684290996024796
2024-07-29,6.3603257999054845
2024-07-30,6.482639757595974
2024-07-31,6.3603257999054845
2024-08-01,6.3603257999054845
2024-08-02,6.238011842214994
2024-08-03,8.439663080643816
2024-08-04,8.195035165262835
2024-08-05,6.115697884524504
2024-08-06,6.604953715286465
2024-08-07,6.604953715286465
2024-08-08,6.3603257999054845
2024-08-09,6.238011842214994
2024-08-10,7.705779334500876
2024-08-11,8.195035165262835
2024-08-12,6.482639757595974
2024-08-13,6.482639757595974
2024-08-14,6.482639757595974
2024-08-15,6.3603257999054845
2024-08-16,6.3603257999054845
2024-08-17,7.705779334500876
2024-08-18,8.424373835932505
2024-08-19,6.788424651822199
2024-08-20,6.31445806577155
2024-08-21,6.375615044616795
2024-08-22,6.375615044616795
2024-08-23,7.078920301337114
2024-08-24,8.424373835932505
2024-08-25,9.357017763322492
2024-08-26,7.017763322491868
2024-08-27,6.7272676729769545
2024-08-28,6.7272676729769545
2024-08-29,7.078920301337114
2024-08-30,7.782225558057432
2024-08-31,9.066522113807576
2024-09-01,10.763628276763127
2024-09-02,11.054123926278042
2024-09-03,7.491729908542517
2024-09-04,7.369415950852027
2024-09-05,7.7210685792121865
2024-09-06,8.072721207572345
2024-09-07,10.763628276763127
2024-09-08,11.176437883968532
2024-09-09,8.072721207572345
2024-09-10,7.369415950852027
2024-09-11,7.491729908542517
2024-09-12,7.782225558057432
2024-09-13,9.418174742167736
2024-09-14,11.757429182998358
2024-09-15,11.115280905123285
2024-09-16,8.36321685708726
2024-09-17,8.409084591221193
2024-09-18,8.409084591221193
2024-09-19,8.409084591221193
2024-09-20,8.745447974870041
2024-09-21,12.109081811358518
2024-09-22,13.11817196230506
2024-09-23,9.418174742167736
2024-09-24,8.745447974870041
