Time,affluent
2024-09-16,63.16741433057252
2024-09-17,57.73170949669102
2024-09-18,60.30533054688766
2024-09-19,51.60402235851848
2024-09-20,61.45015148063522
2024-09-21,38.91822720665037
2024-09-22,39.83887060106302
2024-09-23,47.28623715366435
2024-09-24,44.146173221204215
2024-09-25,50.005573604428676
2024-09-26,55.89635884316003
2024-09-27,52.7518113599132
2024-09-28,30.58008663200373
2024-09-29,41.43653016426709
2024-09-30,47.36542558468538
2024-10-01,45.82677847396219
2024-10-02,60.988282850973405
2024-10-03,52.774955406100496
2024-10-04,52.076247775629405
2024-10-05,39.5825190153355
2024-10-06,47.28768973817198
2024-10-07,57.57320683738514
2024-10-08,35.6540764366703
2024-10-09,45.11086293259812
2024-10-10,52.056798089343076
2024-10-11,55.6160740203595
2024-10-12,30.883452602359668
2024-10-13,35.26473381048138
2024-10-14,50.87907681694909
2024-10-15,53.605138593893464
2024-10-16,54.61096945325338
2024-10-17,56.49036642376563
2024-10-18,58.37873049585127
2024-10-19,32.321946112635956
2024-10-20,34.15650757528121
2024-10-21,63.21957565960953
2024-10-22,51.05690336527748
2024-10-23,55.59959240172032
2024-10-24,53.97127427526317
2024-10-25,53.22100581074505
2024-10-26,43.573668406382566
2024-10-27,60.622021372339866
2024-10-28,67.03065672693485
2024-10-29,66.30280601635022
2024-10-30,62.8757948335414
2024-10-31,58.53038203171327
2024-11-01,49.64900551962235
2024-11-02,52.487156066234185
2024-11-03,44.4524443605754
2024-11-04,62.75098170376767
2024-11-05,57.4356064488732
2024-11-06,43.86806727516511
2024-11-07,58.634229992061144
2024-11-08,45.92008095096523
2024-11-09,40.50830935415675
2024-11-10,48.91291399971813
2024-11-11,53.6573628215624
2024-11-12,72.33476020623065
2024-11-13,60.42468223909324
2024-11-14,63.36595445379912
2024-11-15,54.177454712819376
2024-11-16,45.88045528613875
2024-11-17,46.92887987797231
2024-11-18,61.153259241931686
2024-11-19,49.039179713999495
2024-11-20,64.28059881428554
2024-11-21,56.85268194797054
2024-11-22,55.0876155225191
2024-11-23,38.08112999678161
2024-11-24,45.8049612150187
2024-11-25,50.69512543743064
2024-11-26,49.855185957178556
2024-11-27,30.751851247773974
2024-11-28,31.78682518724743
2024-11-29,42.48107170030393
2024-11-30,29.03162033018952
2024-12-01,41.70838548185231
2024-12-02,47.53153108002849
2024-12-03,60.14620247975537
2024-12-04,59.180298841115814
2024-12-05,48.511881346288796
2024-12-06,58.21838522343819
2024-12-07,33.9631324849424
2024-12-08,34.93598426353289
2024-12-09,60.171793648683554
2024-12-10,58.23489565500476
2024-12-11,73.76942946633544
2024-12-12,50.47739742134964
2024-12-13,58.24727847867969
2024-12-14,43.688554564928495
2024-12-15,59.22645925603735
2024-12-16,97.09943550392437
2024-12-17,87.3956833653694
2024-12-18,88.37300671917582
2024-12-19,74.78245662840459
2024-12-20,55.362363147225125
2024-12-21,36.91085624981479
2024-12-22,41.770505980621536
2024-12-23,32.05870500667787
2024-12-24,21.373983460678843
2024-12-25,34.00647236780465
2024-12-26,34.980562428762624
2024-12-27,28.180781411428633
2024-12-28,28.182776421909594
2024-12-29,36.93176946313245
2024-12-30,34.018511224155276
2024-12-31,32.07686648140109
2025-01-01,28.190756463833434
2025-01-02,38.886553757675024
2025-01-03,35.97260758404925
2025-01-04,30.14134435701951
2025-01-05,35.97769830044894
2025-01-06,45.70463383666197
2025-01-07,44.73535931824424
2025-01-08,67.10778572644176
2025-01-09,67.11253247551716
2025-01-10,73.92627856621786
2025-01-11,50.58471522653235
2025-01-12,53.50684782247655
2025-01-13,61.293996039486636
2025-01-14,48.64946827601022
2025-01-15,63.248780334029234
2025-01-16,55.46823628964576
2025-01-17,53.525766025313246
2025-01-18,44.77016881146377
2025-01-19,62.293333302048495
2025-01-20,60.35093183118085
2025-01-21,52.56742966780838
2025-01-22,63.28008136054085
2025-01-23,60.363727415644945
2025-01-24,54.52592880945344
2025-01-25,43.81857421351524
2025-01-26,35.05733593554718
2025-01-27,60.3807881949304
2025-01-28,64.28086328586478
2025-01-29,59.415297317080004
2025-01-30,74.03084463280615
2025-01-31,55.527054702101665
2025-02-01,39.943333563395576
2025-02-02,50.66341495033301
2025-02-03,66.25683596758445
2025-02-04,58.466041696936756
2025-02-05,63.3426834135641
2025-02-06,65.29629821920405
2025-02-07,56.52914370325796
2025-02-08,41.91249569209404
2025-02-09,46.789343789115975
2025-02-10,70.18896881314393
2025-02-11,55.570188204569334
2025-02-12,59.474046936071055
2025-02-13,63.378456015291675
2025-02-14,55.58195188706051
2025-02-15,50.70991933257885
2025-02-16,49.738237042891
2025-02-17,46.81576047962248
2025-02-18,69.25319671211338
2025-02-19,55.601558024545824
2025-02-20,69.26296538412359
2025-02-21,53.65819344517012
2025-02-22,41.9539093579402
2025-02-23,60.495948455107225
2025-02-24,66.35507303540555
2025-02-25,60.50447884474996
2025-02-26,76.12390379171876
2025-02-27,68.32113945818529
2025-02-28,69.30204007216449
2025-03-01,32.2130775418253
2025-03-02,34.16779304290302
2025-03-03,81.03219050218203
2025-03-04,65.4161364349914
2025-03-05,83.97289733363863
2025-03-06,75.19033308156375
2025-03-07,60.5471307929636
2025-03-08,44.92522928125981
2025-03-09,37.11476007966194
2025-03-10,76.18829447482838
2025-03-11,64.47155877045867
2025-03-12,60.56845676707042
2025-03-13,46.89501055114203
2025-03-14,44.94421627756137
2025-03-15,41.03891288329758
2025-03-16,46.90491681008197
2025-03-17,69.38507378425136
2025-03-18,51.79813775174074
2025-03-19,67.440058161719
2025-03-20,44.96320327386292
2025-03-21,51.8090759126536
2025-03-22,44.969532272630104
2025-03-23,42.039694808621505
2025-03-24,53.77548630275763
2025-03-25,65.51292884005044
2025-03-26,71.38478021134799
2025-03-27,54.76477971944983
2025-03-28,58.680677307302176
2025-03-29,39.12320327679588
2025-03-30,39.1259550153903
2025-03-31,72.38810749487176
2025-04-01,56.74061481423979
2025-04-02,69.46322316033313
2025-04-03,65.55441129936143
2025-04-04,49.90313497816213
2025-04-05,35.22821890226118
2025-04-06,41.10247804482887
2025-04-07,94.9338246410534
2025-04-08,47.9596328118567
2025-04-09,71.45508713243564
2025-04-10,56.77652500289708
2025-04-11,66.57025899348986
2025-04-12,47.973116330969404
2025-04-13,63.6422789530325
2025-04-14,88.12626996219014
2025-04-15,59.73422382017428
2025-04-16,60.228079403674464
2025-04-17,73.20919004198072
2025-04-18,43.58578982916145
2025-04-19,32.569197760675564
2025-04-20,37.224554449579635
2025-04-21,62.20855805734253
2025-04-22,62.94772478616861
2025-04-23,45.805646191811135
2025-04-24,54.872647872351415
2025-04-25,54.87650030638363
2025-04-26,44.34528502685385
2025-04-27,49.73881093934352
2025-04-28,82.57712238418678
2025-04-29,61.01823928832854
2025-04-30,60.287310576919545
2025-05-01,61.27189164126878
2025-05-02,48.530743456395484
2025-05-03,49.024392659501096
2025-05-04,56.13686802099204
2025-05-05,67.41799900823236
2025-05-06,56.88026554790704
2025-05-07,51.4900589200969
2025-05-08,47.3251353398162
2025-05-09,52.23295769439167
2025-05-10,44.38886568684311
2025-05-11,44.391978591128066
2025-05-12,40.71594026651139
2025-05-13,51.51172886152803
2025-05-14,52.00596280908495
2025-05-15,50.04698211318588
2025-05-16,48.08772624342735
2025-05-17,41.22094039131901
2025-05-18,49.07598775814663
2025-05-19,43.189896139622896
2025-05-20,56.93612584137393
2025-05-21,50.06803291343325
2025-05-22,50.07154138014114
2025-05-23,34.365230287053265
2025-05-24,24.548312898802422
2025-05-25,53.028070708515706
2025-05-26,42.22901442391818
2025-05-27,57.94619488445406
2025-05-28,45.18155373133082
2025-05-29,58.93658899658402
2025-05-30,55.99368077425188
2025-05-31,34.38449245721426
2025-06-01,38.31683168316832
2025-06-02,40.2793238644359
2025-06-03,38.31212591258778
2025-06-04,44.20358426226636
2025-06-05,48.129835563034746
2025-06-06,55.98432906750943
2025-06-07,48.123923184613055
2025-06-08,32.40799818057699
2025-06-09,42.226009482984246
2025-06-10,40.25953549584083
2025-06-11,32.40202547176324
2025-06-12,52.03641915599218
2025-06-13,38.2885970596851
2025-06-14,34.359449900097935
2025-06-15,31.412423621829397
2025-06-16,49.078895389505526
2025-06-17,50.05739644730067
2025-06-18,41.221204374251755
2025-06-19,40.23727358117137
2025-06-20,48.08549272487202
2025-06-21,44.15743151234189
2025-06-22,30.417693688570612
2025-06-23,44.152001777056654
2025-06-24,42.187096380106745
2025-06-25,51.99485151586412
2025-06-26,48.06775558960693
2025-06-27,49.04571367387355
2025-06-28,48.061843211185234
2025-06-29,47.078093409281024
2025-06-30,38.248598009750566
2025-07-01,47.072301691643446
2025-07-02,50.011243697376194
2025-07-03,50.00816684738123
2025-07-04,43.14164627225481
2025-07-05,56.86503455977834
2025-07-06,53.92042149719212
2025-07-07,62.739902051640925
2025-07-08,56.85453707156022
2025-07-09,39.207612350910935
2025-07-10,55.86740876770076
2025-07-11,48.0234127514442
2025-07-12,50.96048451502314
2025-07-13,45.07765341140887
2025-07-14,53.89387612468654
2025-07-15,60.74935623806631
2025-07-16,63.684919741843814
2025-07-17,60.741875269451114
2025-07-18,43.104482750746996
2025-07-19,46.040589228053015
2025-07-20,51.914913746387086
2025-07-21,62.68584602035684
2025-07-22,44.07327061542079
2025-07-23,54.84335826390172
2025-07-24,41.12998482145985
2025-07-25,48.96125112499215
2025-07-26,53.854058065928164
2025-07-27,57.76715734122788
2025-07-28,59.72168591074378
2025-07-29,54.82308725217019
2025-07-30,64.60894245561046
2025-07-31,81.24563233224202
2025-08-01,62.643373424347914
2025-08-02,32.29849851899147
2025-08-03,51.87014859547995
2025-08-04,52.845572803280135
2025-08-05,60.67080606760662
2025-08-06,62.624067698889306
2025-08-07,32.28854400430188
2025-08-08,47.94063945354043
2025-08-09,55.764243797281345
2025-08-10,66.52166206343007
2025-08-11,44.997172668403316
2025-08-12,54.775788224796614
2025-08-13,47.92585850748618
2025-08-14,52.812994391568736
2025-08-15,37.16240720213165
2025-08-16,35.204319139484305
2025-08-17,46.93619632716029
2025-08-18,63.555511050879105
2025-08-19,43.01953755872914
2025-08-20,45.94985231839758
2025-08-21,64.52134272634204
2025-08-22,54.74200320524405
2025-08-23,48.87377205650785
2025-08-24,34.20952887583346
2025-08-25,51.799803358340164
2025-08-26,60.59225589714692
2025-08-27,58.63404717371547
2025-08-28,60.58477492853172
2025-08-29,52.764126774001646
2025-08-30,44.94444390574451
2025-08-31,60.5735534756089
2025-09-01,62.52367792650457
2025-09-02,62.51981678141285
2025-09-03,81.07537996585395
2025-09-04,77.1633666376113
2025-09-05,73.2518359525051
2025-09-06,38.08860181001238
2025-09-07,67.38336348220068
2025-09-08,71.28524130457757
2025-09-09,69.32793753702698
2025-09-10,56.63059065624042
2025-09-11,50.76911651141473
2025-09-12,53.69478583089469
2025-09-13,41.97696562456826
2025-09-14,45.87896410772927
2025-09-15,96.63269636916917
2025-09-16,84.91439351970627
2025-09-17,80.02930886895369
2025-09-18,81.97617547867823
2025-09-19,81.97110772574533
2025-09-20,71.23239188113465
2025-09-21,79.03379464059816
2025-09-22,85.85856658442033
2025-09-23,96.58491469865913
2025-09-24,76.09249974957514
2025-09-25,97.54845381922387
2025-09-26,66.32884613041227
2025-09-27,49.743557747814236
2025-09-28,62.419427009028105
2025-09-29,81.92043019641649
2025-09-30,70.21316780870025
2025-10-01,61.432721017913046
2025-10-02,84.83041361396134
2025-10-03,58.50011370334641
2025-10-04,48.74707823318577
2025-10-05,56.543111587756115
2025-10-06,72.13674688709033
2025-10-07,82.85464874644097
2025-10-08,72.12781798906572
2025-10-09,68.22479388923972
2025-10-10,75.04262783797522
2025-10-11,52.62403960364265
2025-10-12,48.72294607636252
2025-10-13,77.95188729081536
2025-10-14,76.97272259870759
2025-10-15,66.25089926387315
2025-10-16,72.0921023969673
2025-10-17,68.19100886968717
2025-10-18,52.601234715444676
2025-10-19,62.33834296210197
2025-10-20,73.04822087930889
2025-10-21,70.12194825590834
2025-10-22,90.5685724374202
2025-10-23,85.69398527488573
2025-10-24,69.13518193440123
2025-10-25,46.73638206866374
2025-10-26,62.311314946459916
2025-10-27,80.8049791486494
2025-10-28,73.98551627932831
2025-10-29,62.29973151118476
2025-10-30,80.78995688102691
2025-10-31,79.81163681440793
2025-11-01,75.91368046751482
2025-11-02,88.56047047975667
2025-11-03,87.5818487611774
2025-11-04,92.44177563844174
2025-11-05,77.84087936942838
2025-11-06,73.94425029116056
2025-11-07,72.9667748500304
2025-11-08,51.55999004990906
2025-11-09,53.50233188022923
2025-11-10,88.51654995433834
2025-11-11,87.53841087889553
2025-11-12,70.02638491488825
2025-11-13,71.96709782462284
2025-11-14,74.88003743137854
2025-11-15,53.48242285085004
2025-11-16,70.98135711978072
2025-11-17,81.6721103027052
2025-11-18,79.72258915573012
2025-11-19,82.63414116346848
2025-11-20,75.82427082648466
2025-11-21,78.7357021734389
2025-11-22,62.20706402898346
2025-11-23,69.0066781993174
2025-11-24,48.59323573343752
2025-11-25,72.88532882075192
2025-11-26,57.3328991791934
2025-11-27,64.13112575051001
2025-11-28,53.43928662052847
2025-11-29,57.32222069979911
2025-11-30,46.632131151187274
2025-12-01,78.68683455587181
2025-12-02,94.22406093863167
2025-12-03,84.50499147919976
2025-12-04,84.49974273509069
2025-12-05,75.75368426777663
2025-12-06,69.92213399741179
2025-12-07,63.12022727217965
2025-12-08,94.18894865045382
2025-12-09,94.18309660242419
2025-12-10,89.32274741241544
2025-12-11,85.23628615671402
2025-12-12,92.00104245031731
2025-12-13,48.10135604897116
2025-12-14,51.38844605100007
2025-12-15,62.72488130214608
2025-12-16,70.21725568933114
2025-12-17,64.36181661764923
2025-12-18,76.05923652372886
2025-12-19,58.50346765682482
2025-12-20,61.424821810166485
2025-12-21,82.2585085303371
2025-12-22,61.78099915005154
2025-12-23,70.18670185333463
2025-12-24,76.03086510458924
2025-12-25,43.861232616191906
2025-12-26,52.993930817441026
2025-12-27,67.2455240802095
2025-12-28,68.88494942741742
2025-12-29,58.46709404254325
2025-12-30,60.10686050199697
2025-12-31,63.02611186056895
2026-01-01,52.610563762432896
2026-01-02,52.60729013714756
2026-01-03,65.57324848376783
2026-01-04,61.367533367673026
2026-01-05,68.85066773440467
2026-01-06,63.00258300766628
2026-01-07,80.16551505255761
2026-01-08,73.4018317279619
2026-01-09,80.569651673647
2026-01-10,61.522085545132754
2026-01-11,67.37713672072977
2026-01-12,82.01923331783166
2026-01-13,86.40774018784904
2026-01-14,87.86680633087819
2026-01-15,73.21777875385145
2026-01-16,86.39159830039256
2026-01-17,89.31456403297737
2026-01-18,93.70124696090929
2026-01-19,100.0
2026-01-20,98.0812725002292
2026-01-21,99.53897068669421
2026-01-22,100.0
2026-01-23,87.81755989457027
2026-01-24,65.85906605123537
2026-01-25,79.02595461785167
2026-01-26,93.65455404352103
2026-01-27,84.86915016989306
2026-01-28,76.08484066151637
2026-01-29,98.02628064635202
2026-01-30,84.8532818737494
2026-01-31,83.38509602029285
2026-02-01,100.0
2026-02-02,100.0
2026-02-03,100.0
2026-02-04,100.0
2026-02-05,100.0
2026-02-06,87.72565244155584
2026-02-07,92.10297625012527
2026-02-08,87.70858803487323
2026-02-09,89.16172342872414
2026-02-10,89.15304902199382
2026-02-11,84.76022504402103
2026-02-12,93.51942316960857
2026-02-13,100.0
2026-02-14,83.27452507408415
2026-02-15,84.72723385776798
2026-02-16,99.3257077958952
2026-02-17,99.31603796544171
2026-02-18,100.0
2026-02-19,74.47252372840109
2026-02-20,84.68599487495169
2026-02-21,67.15821320010117
2026-02-22,65.69185289107126
2026-02-23,97.79834223297497
2026-02-24,72.97672731784367
2026-02-25,78.80718652026398
2026-02-26,100.0
2026-02-27,100.0
2026-02-28,70.03035517443774
2026-03-01,65.64705882352942
2026-03-02,
2026-03-03,
2026-03-04,
2026-03-05,
2026-03-06,
2026-03-07,
2026-03-08,
2026-03-09,
2026-03-10,
2026-03-11,
2026-03-12,
2026-03-13,
2026-03-14,
2026-03-15,
2026-03-16,
2026-03-17,
2026-03-18,
2026-03-19,
2026-03-20,
2026-03-21,
2026-03-22,
2026-03-23,
2026-03-24,
2026-03-25,
2026-03-26,
2026-03-27,
2026-03-28,
2026-03-29,
2026-03-30,
2026-03-31,
2026-04-01,
2026-04-02,
2026-04-03,
2026-04-04,
2026-04-05,
2026-04-06,
2026-04-07,
2026-04-08,
2026-04-09,
2026-04-10,
2026-04-11,
2026-04-12,
2026-04-13,
2026-04-14,
2026-04-15,
2026-04-16,
2026-04-17,
2026-04-18,
2026-04-19,
2026-04-20,
2026-04-21,
2026-04-22,
2026-04-23,
2026-04-24,
2026-04-25,
2026-04-26,
2026-04-27,
2026-04-28,
2026-04-29,
2026-04-30,
2026-05-01,
2026-05-02,
2026-05-03,
2026-05-04,
2026-05-05,
2026-05-06,
2026-05-07,
2026-05-08,
2026-05-09,
2026-05-10,
2026-05-11,
2026-05-12,
2026-05-13,
2026-05-14,
2026-05-15,
2026-05-16,
2026-05-17,
2026-05-18,
2026-05-19,
2026-05-20,
2026-05-21,
2026-05-22,
2026-05-23,
2026-05-24,
2026-05-25,
2026-05-26,
2026-05-27,
2026-05-28,
2026-05-29,
2026-05-30,
2026-05-31,
