Time,affluent
2022-07-05,96.65219565600464
2022-07-06,53.25656069911175
2022-07-07,46.53930056192608
2022-07-08,43.15917404697728
2022-07-09,53.05019481409449
2022-07-10,33.11337886609713
2022-07-11,52.91261755741631
2022-07-12,42.93561100487525
2022-07-13,36.28284020675747
2022-07-14,36.235548024774346
2022-07-15,39.478097283044974
2022-07-16,22.998795056877885
2022-07-17,29.531185755402255
2022-07-18,39.32332286928202
2022-07-19,39.27173139802771
2022-07-20,39.22013992677339
2022-07-21,35.90450275089249
2022-07-22,29.337717738198574
2022-07-23,39.06536551301045
2022-07-24,39.01377404175613
2022-07-25,51.94957676066909
2022-07-26,38.910591099247505
2022-07-27,45.335499565992045
2022-07-28,35.57345747701063
2022-07-29,35.52616529502751
2022-07-30,29.028168910672683
2022-07-31,25.76842249531728
2022-08-01,41.817795794365075
2022-08-02,35.33699656709502
2022-08-03,38.49785932921297
2022-08-04,35.24241220312877
2022-08-05,38.39467638670435
2022-08-06,25.56205661030002
2022-08-07,25.527662296130476
2022-08-08,22.306609484215816
2022-08-09,41.370669710161
2022-08-10,44.49283886883823
2022-08-11,47.60640944897307
2022-08-12,22.18622938462241
2022-08-13,31.651620513891515
2022-08-14,31.608627621179586
2022-08-15,34.72219820131442
2022-08-16,47.28396275363359
2022-08-17,47.2194734145657
2022-08-18,40.86765286543143
2022-08-19,40.81176210490592
2022-08-20,31.35067026490801
2022-08-21,34.43844510941569
2022-08-22,53.14996361512305
2022-08-23,56.19904485619
2022-08-24,46.76804804109044
2022-08-25,71.61212334310123
2022-08-26,49.74834065381829
2022-08-27,37.2596640191094
2022-08-28,40.308745260176345
2022-08-29,40.25285449965084
2022-08-30,61.841482675577424
2022-08-31,55.57994720113821
2022-09-01,55.502559994256735
2022-09-02,36.95011519158351
2022-09-03,33.823646743635095
2022-09-04,42.98808762392069
2022-09-05,45.9941759722757
2022-09-06,58.177603068729894
2022-09-07,48.92287711374924
2022-09-08,48.85408848541015
2022-09-09,51.83438109813801
2022-09-10,30.447819517957484
2022-09-11,36.48579195029467
2022-09-12,57.68748409181389
2022-09-13,63.66956576362557
2022-09-14,48.441356715375626
2022-09-15,69.53556662511502
2022-09-16,54.34175189103464
2022-09-17,100.0
2022-09-18,57.19736511489789
2022-09-19,54.109590270390214
2022-09-20,72.04293741801166
2022-09-21,65.94477493587777
2022-09-22,56.87061913028723
2022-09-23,59.77782382540481
2022-09-24,32.830510921989514
2022-09-25,38.74380396546211
2022-09-26,62.49585979258989
2022-09-27,50.51879858115296
2022-09-28,65.28268438811405
2022-09-29,56.29881365721857
2022-09-30,53.258330994694006
2022-10-01,35.453962525208354
2022-10-02,44.25296381744255
2022-10-03,53.02616937404959
2022-10-04,44.12398513930676
2022-10-05,52.87139496028664
2022-10-06,38.12900559968151
2022-10-07,49.787919405050154
2022-10-08,29.244018522023456
2022-10-09,29.201025629311527
2022-10-10,46.65285237855936
2022-10-11,55.318575703386564
2022-10-12,52.32968451211633
2022-10-13,63.86391892862038
2022-10-14,49.27630398177819
2022-10-15,28.94306827303995
2022-10-16,43.35011307049203
2022-10-17,54.82845672647057
2022-10-18,66.27240606827957
2022-10-19,43.156645053288344
2022-10-20,45.96496609516848
2022-10-21,51.633199650183066
2022-10-22,42.963177036084666
2022-10-23,34.318950157613415
2022-10-24,54.256651253401905
2022-10-25,51.32365082265717
2022-10-26,76.86939542366355
2022-10-27,90.96689139358973
2022-10-28,70.96040166946216
2022-10-29,56.682335550145865
2022-10-30,53.766532276485904
2022-10-31,70.63795497412269
2022-11-01,62.06681601326172
2022-11-02,73.23991013098555
2022-11-03,75.94074894108587
2022-11-04,50.54977875384244
2022-11-05,47.66836979435203
2022-11-06,47.595281876741744
2022-11-07,75.47642569979703
2022-11-08,39.07573438713509
2022-11-09,55.73649191048341
2022-11-10,52.86798081880658
2022-11-11,50.008068305672126
2022-11-12,47.156754371080055
2022-11-13,44.31403901503038
2022-11-14,58.07189113253233
2022-11-15,57.98160605783727
2022-11-16,44.10767313001312
2022-11-17,55.04860562709254
2022-11-18,41.22196488125151
2022-11-19,35.66981213655913
2022-11-20,41.09298620311572
2022-11-21,35.558030615508116
2022-11-22,35.50213985498261
2022-11-23,32.71961454872963
2022-11-24,19.05634679519393
2022-11-25,27.18035967185083
2022-11-26,27.1373667791389
2022-11-27,43.35099821828316
2022-11-28,48.69248578868708
2022-11-29,56.717615012106535
2022-11-30,45.841171854095016
2022-12-01,56.53704486271644
2022-12-02,59.13470073030811
2022-12-03,37.57098314221756
2022-12-04,26.793423637443468
2022-12-05,58.85094763840938
2022-12-06,58.75636327444313
2022-12-07,58.66177891047689
2022-12-08,47.91861371987234
2022-12-09,42.52553467821411
2022-12-10,34.49610616552346
2022-12-11,26.492473388459956
2022-12-12,47.60906489234645
2022-12-13,42.25038016485776
2022-12-14,39.54524206548625
2022-12-15,39.48075272641836
2022-12-16,36.788512494860434
2022-12-17,20.987612825750702
2022-12-18,26.19152313947645
2022-12-19,28.763383271440972
2022-12-20,31.326644824863106
2022-12-21,20.85003556907253
2022-12-22,33.82541703921735
2022-12-23,23.37890280832512
2022-12-24,18.15349604824341
2022-12-25,18.12340102334506
2022-12-26,10.339031999112406
2022-12-27,28.385045815575992
2022-12-28,18.033115948650007
2022-12-29,25.718601319645224
2022-12-30,20.540486741546637
2022-12-31,28.1958770876435
2023-01-01,12.794811320754718
2023-01-02,17.9294474393531
2023-01-03,38.456055063534855
2023-01-04,30.79349249133616
2023-01-05,28.25362918752407
2023-01-06,30.850789372352715
2023-01-07,23.15957835964575
2023-01-08,25.756738544474395
2023-01-09,41.248979591836736
2023-01-10,49.0285232961109
2023-01-11,41.32537543319215
2023-01-12,43.948796688486716
2023-01-13,31.051328455910667
2023-01-14,20.71998459761263
2023-01-15,23.33146900269542
2023-01-16,25.94772814786292
2023-01-17,33.76308240277243
2023-01-18,38.99321332306508
2023-01-19,44.232893723527155
2023-01-20,41.66915671929149
2023-01-21,31.280515979976897
2023-01-22,31.309164420485175
2023-01-23,39.17226607624182
2023-01-24,49.66356372737775
2023-01-25,44.47640546784752
2023-01-26,49.754283788987294
2023-01-27,47.17860993453986
2023-01-28,31.48105506353485
2023-01-29,31.509703504043127
2023-01-30,49.93572391220639
2023-01-31,52.611667308432814
2023-02-01,44.76050250288795
2023-02-02,47.43644589911436
2023-02-03,47.47941855987678
2023-02-04,26.40132845591067
2023-02-05,29.067722371967655
2023-02-06,55.54305929919138
2023-02-07,60.88778398151713
2023-02-08,55.643328840970355
2023-02-09,55.69346361185984
2023-02-10,42.471313053523296
2023-02-11,29.225288794763188
2023-02-12,34.57001347708895
2023-02-13,50.57076434347324
2023-02-14,53.28013092029265
2023-02-15,47.9950904890258
2023-02-16,58.713188294185606
2023-02-17,45.409867154408936
2023-02-18,34.75622834039276
2023-02-19,29.435377358490566
2023-02-20,42.85329226030035
2023-02-21,53.614362726222566
2023-02-22,48.295899114362726
2023-02-23,51.02436465152098
2023-02-24,56.44548517520216
2023-02-25,24.21240854832499
2023-02-26,45.77513477088949
2023-02-27,61.98597420100115
2023-02-28,45.85630535232961
2023-03-01,48.59670773969965
2023-03-02,64.8529072006161
2023-03-03,45.97806122448979
2023-03-04,29.776771274547556
2023-03-05,32.51239892183288
2023-03-06,51.52332499037351
2023-03-07,54.2828263380824
2023-03-08,51.61404505198306
2023-03-09,51.659405082787835
2023-03-10,62.58997882171737
2023-03-11,35.4079803619561
2023-03-12,38.16509433962264
2023-03-13,46.38391413169041
2023-03-14,51.886205236811705
2023-03-15,43.73184443588756
2023-03-16,46.5056700038506
2023-03-17,43.80824027724297
2023-03-18,32.884828648440504
2023-03-19,35.656266846361184
2023-03-20,41.17765691182134
2023-03-21,43.96103195995379
2023-03-22,54.99903735078937
2023-03-23,60.55146322680016
2023-03-24,63.35871197535619
2023-03-25,35.842481709664995
2023-03-26,41.392520215633425
2023-03-27,57.99966307277627
2023-03-28,71.8711782826338
2023-03-29,58.09993261455526
2023-03-30,47.07386407393146
2023-03-31,49.8858875625722
2023-04-01,24.96443011166731
2023-04-02,44.41940700808625
2023-04-03,55.57200616095494
2023-04-04,58.40074123989218
2023-04-05,55.667500962649214
2023-04-06,50.143723527146705
2023-04-07,50.18669618790912
2023-04-08,39.06752021563342
2023-04-09,22.343396226415095
2023-04-10,58.70154986522911
2023-04-11,61.54938390450519
2023-04-12,53.20164613015017
2023-04-13,58.851954177897575
2023-04-14,61.70695032730073
2023-04-15,33.686984982672314
2023-04-16,44.95417789757413
2023-04-17,64.676540238737
2023-04-18,53.47380631497882
2023-04-19,61.96956103195995
2023-04-20,62.022083172891804
2023-04-21,59.25303234501348
2023-04-22,33.88752406623026
2023-04-23,56.52695417789757
2023-04-24,62.23217173661918
2023-04-25,59.45357142857143
2023-04-26,71.76596420936625
2023-04-27,63.66100241658147
2023-04-28,56.96143494483025
2023-04-29,33.89215474088139
2023-04-30,34.70493075564644
2023-05-01,52.29734740350271
2023-05-02,60.14821893298634
2023-05-03,55.38275048796356
2023-05-04,57.64237050708376
2023-05-05,58.47819699122329
2023-05-06,34.87978503047283
2023-05-07,35.3033785667813
2023-05-08,60.45075634352634
2023-05-09,51.85815363881402
2023-05-10,45.87092799383905
2023-05-11,57.584291556570584
2023-05-12,40.69903037988129
2023-05-13,25.61908916787274
2023-05-14,28.665635746816616
2023-05-15,49.08969450825222
2023-05-16,38.598911376521976
2023-05-17,34.40486303825369
2023-05-18,52.24713030950833
2023-05-19,37.89805362288051
2023-05-20,29.60584792798056
2023-05-21,35.71598196858444
2023-05-22,35.34606309667654
2023-05-23,38.42306922443668
2023-05-24,49.45607348664904
2023-05-25,46.443896804004616
2023-05-26,48.886341003545205
2023-05-27,38.49955253409106
2023-05-28,32.10930383864672
2023-05-29,26.511908966579472
2023-05-30,38.59438875094605
2023-05-31,38.626000823231045
2023-06-01,40.268346766162544
2023-06-02,37.883199447638525
2023-06-03,28.233943675062736
2023-06-04,37.13776373268891
2023-06-05,44.44007010741837
2023-06-06,29.111754942705772
2023-06-07,42.8938775510204
2023-06-08,33.209058197124
2023-06-09,23.508432807085097
2023-06-10,27.58400276180739
2023-06-11,31.66615856492239
2023-06-12,29.254009267988263
2023-06-13,38.22368780954151
2023-06-14,34.18499860581838
2023-06-15,37.47100766135993
2023-06-16,33.425074024404815
2023-06-17,17.13399014778325
2023-06-18,26.130012082907335
2023-06-19,31.054415572344748
2023-06-20,43.34764250527797
2023-06-21,41.74547023754199
2023-06-22,27.03350815928193
2023-06-23,36.89351108042436
2023-06-24,26.25646037204732
2023-06-25,27.098708058369734
2023-06-26,31.229599139590775
2023-06-27,46.0594479040803
2023-06-28,34.5722464913096
2023-06-29,29.657063189621976
2023-06-30,32.154169930822036
2023-07-01,27.22910785654535
2023-07-02,35.50867180964774
2023-07-03,30.57834105665688
2023-07-04,33.084009400767464
2023-07-05,36.42138807377212
2023-07-06,33.96511359260685
2023-07-07,30.675811612868955
2023-07-08,32.35964840067452
2023-07-09,44.01083743842364
2023-07-10,28.255759297863577
2023-07-11,31.604992497975115
2023-07-12,28.300543066933994
2023-07-13,31.655044945759695
2023-07-14,30.012699002828196
2023-07-15,25.864684715786115
2023-07-16,20.875081327260897
2023-07-17,34.26213535511797
2023-07-18,48.50658452060069
2023-07-19,30.131244273896936
2023-07-20,29.317315735663165
2023-07-21,46.106289750773435
2023-07-22,36.91400953354666
2023-07-23,34.42414722557858
2023-07-24,47.055228181057714
2023-07-25,38.682803765618154
2023-07-26,37.871509566741466
2023-07-27,51.377108865667275
2023-07-28,39.616594744599205
2023-07-29,26.99407539203059
2023-07-30,36.30160795612975
2023-07-31,32.9503990015004
2023-08-01,40.58594930490088
2023-08-02,35.54036620503764
2023-08-03,40.64917344947087
2023-08-04,16.102810935695032
2023-08-05,32.230648095282355
2023-08-06,36.499841992750255
2023-08-07,30.581716303958146
2023-08-08,34.856178880140206
2023-08-09,39.13722730471499
2023-08-10,28.949907718454977
2023-08-11,47.719081699042654
2023-08-12,32.40583166252838
2023-08-13,22.18953434334046
2023-08-14,52.10023501918659
2023-08-15,35.899953527279486
2023-08-16,43.62638853849932
2023-08-17,42.803898397355034
2023-08-18,27.41556968916389
2023-08-19,25.72185412876927
2023-08-20,35.18020262106143
2023-08-21,41.218190750600826
2023-08-22,46.40602817574655
2023-08-23,41.28141489517082
2023-08-24,49.91990758567577
2023-08-25,39.621945746418284
2023-08-26,31.03218833401936
2023-08-27,46.58384608234965
2023-08-28,63.02253528607279
2023-08-29,52.70284014711935
2023-08-30,50.14909510974201
2023-08-31,53.648485653207274
2023-09-01,61.482928578067515
2023-09-02,44.19738159414709
2023-09-03,37.29277813923227
2023-09-04,39.92489477248284
2023-09-05,49.50969155391499
2023-09-06,64.3244751902062
2023-09-07,58.28385272130973
2023-09-08,60.069111574362985
2023-09-09,83.63764024803153
2023-09-10,54.92869225764476
2023-09-11,73.29357747002508
2023-09-12,56.758076294929154
2023-09-13,61.17018310251882
2023-09-14,62.09080238471445
2023-09-15,53.385792625443145
2023-09-16,46.41928219563687
2023-09-17,42.071716702295745
2023-09-18,54.38346633383346
2023-09-19,62.32460000265557
2023-09-20,59.735949968796874
2023-09-21,72.08853186036939
2023-09-22,70.3829617728679
2023-09-23,38.739606708005255
2023-09-24,27.314229947021094
2023-09-25,75.83159879436484
2023-09-26,60.004652583219354
2023-09-27,64.46483608407578
2023-09-28,69.81534396452139
2023-09-29,54.83262119421613
2023-09-30,34.51717233412558
2023-10-01,43.4
2023-10-02,62.84388009445376
2023-10-03,53.956687325278715
2023-10-04,58.34047849278255
2023-10-05,88.33574298686229
2023-10-06,87.39405337481352
2023-10-07,44.10895009728958
2023-10-08,30.855642579453153
2023-10-09,55.503036163446495
2023-10-10,71.3133201649851
2023-10-11,68.62612739581004
2023-10-12,68.58016870681962
2023-10-13,65.01963514512
2023-10-14,36.00023467285115
2023-10-15,45.62819509323224
2023-10-16,61.381325340513534
2023-10-17,63.96894095020934
2023-10-18,66.55302127613665
2023-10-19,63.88291571184264
2023-10-20,47.22403790415893
2023-10-21,31.461480233494992
2023-10-22,48.90708438137515
2023-10-23,74.18388417786696
2023-10-24,86.34407409557078
2023-10-25,74.08371780442629
2023-10-26,58.355923757485876
2023-10-27,51.35328864033119
2023-10-28,24.354554245169744
2023-10-29,43.46081473973233
2023-10-30,71.22742062832494
2023-10-31,64.23480214851432
2023-11-01,63.32375166245916
2023-11-02,58.946441848530895
2023-11-03,56.307564624191926
2023-11-04,33.76155943001995
2023-11-05,56.23096680920789
2023-11-06,69.1602066482657
2023-11-07,66.52132942392672
2023-11-08,54.38942177637086
2023-11-09,63.84238565021148
2023-11-10,51.72874363545951
2023-11-11,37.046930071738444
2023-11-12,43.90933226607618
2023-11-13,68.8302468298729
2023-11-14,63.62437648448768
2023-11-15,67.01757328114525
2023-11-16,53.23384749632819
2023-11-17,62.63554975552565
2023-11-18,26.58039248255632
2023-11-19,35.987397667406526
2023-11-20,53.94397602154061
2023-11-21,47.91720492619681
2023-11-22,35.058081548547484
2023-11-23,25.634578372777643
2023-11-24,26.470798685733005
2023-11-25,29.012455606438387
2023-11-26,35.81416876275031
2023-11-27,43.45858358559318
2023-11-28,66.42011032426974
2023-11-29,66.37415163527932
2023-11-30,62.926747154171515
2023-12-01,65.43246202323054
2023-12-02,38.21323590479311
2023-12-03,38.186721276529404
2023-12-04,64.44834900595984
2023-12-05,69.48806101422585
2023-12-06,65.2056146480855
2023-12-07,61.775297371858755
2023-12-08,71.88005758873165
2023-12-09,39.71775055170037
2023-12-10,51.51262781332647
2023-12-11,69.19816774520933
2023-12-12,64.93339779791145
2023-12-13,53.09020499144928
2023-12-14,64.00054639528392
2023-12-15,62.27271965700011
2023-12-16,34.47829501051445
2023-12-17,43.697930155634474
2023-12-18,46.18655781981245
2023-12-19,34.40582169326032
2023-12-20,45.28316711525569
2023-12-21,46.08933751617886
2023-12-22,34.34466457520725
2023-12-23,43.60456129447459
2023-12-24,21.786929234837167
2023-12-25,21.77157782243704
2023-12-26,25.92015148540186
2023-12-27,31.5175029141052
2023-12-28,38.87606658146602
2023-12-29,29.60375655725479
2023-12-30,33.73499618246283
2023-12-31,33.71112505467467
2024-01-01,27.675685931261327
2024-01-02,44.229507953852014
2024-01-03,30.845569574526902
2024-01-04,47.889393182582545
2024-01-05,36.796321134512986
2024-01-06,33.98217855367416
2024-01-07,40.872692200151896
2024-01-08,40.843605732570126
2024-01-09,39.473774038654206
2024-01-10,60.04491037077814
2024-01-11,52.18106536670971
2024-01-12,53.06919160806918
2024-01-13,36.58713425350876
2024-01-14,35.63694148742988
2024-01-15,37.86984986699429
2024-01-16,43.79041615498405
2024-01-17,67.94373313408911
2024-01-18,47.41329237705702
2024-01-19,50.55195564271841
2024-01-20,36.71448388138574
2024-01-21,28.535198669784315
2024-01-22,64.15804722160436
2024-01-23,62.07659910488627
2024-01-24,49.82891483949842
2024-01-25,61.98722967917101
2024-01-26,66.0043511936126
2024-01-27,38.559322780841285
2024-01-28,47.6573647607887
2024-01-29,65.86150661972346
2024-01-30,59.738763291444066
2024-01-31,71.83701015645558
2024-02-01,55.6080986541675
2024-02-02,56.57813296185832
2024-02-03,38.36446813133095
2024-02-04,43.38092540451756
2024-02-05,79.64196933083979
2024-02-06,62.458406782664326
2024-02-07,54.359700561461906
2024-02-08,60.35571511393195
2024-02-09,58.30137083943899
2024-02-10,31.138368893064193
2024-02-11,32.119391244900335
2024-02-12,58.17390952735328
2024-02-13,69.15634736567941
2024-02-14,55.08433521657394
2024-02-15,60.048049877863015
2024-02-16,45.0030732759613
2024-02-17,37.97475883231029
2024-02-18,32.95390634146555
2024-02-19,44.90418087865342
2024-02-20,65.81111789445228
2024-02-21,55.79871436381699
2024-02-22,63.72307695124701
2024-02-23,66.66101625282094
2024-02-24,39.76832019242101
2024-02-25,44.70639608403768
2024-02-26,68.4992623257893
2024-02-27,65.47268613477645
2024-02-28,65.42433874053704
2024-02-29,56.461083435438866
2024-03-01,64.33783116490582
2024-03-02,31.65056802803337
2024-03-03,53.37077658838316
2024-03-04,64.19498659101667
2024-03-05,64.14737173305363
2024-03-06,63.11360676931996
2024-03-07,60.110471739150455
2024-03-08,56.12704689342116
2024-03-09,36.40624238683774
2024-03-10,41.29523834793864
2024-03-11,68.77411970721957
2024-03-12,51.05125418184982
2024-03-13,59.842363462004656
2024-03-14,56.85680930246766
2024-03-15,47.01874940560477
2024-03-16,42.08946394930435
2024-03-17,38.14559606249821
2024-03-18,55.70950121589902
2024-03-19,56.64437378232482
2024-03-20,62.45725426570621
2024-03-21,56.55939957426769
2024-03-22,54.568053419541215
2024-03-23,35.05309160661344
2024-03-24,33.08079139507219
2024-03-25,62.22284265727272
2024-03-26,50.517967772663646
2024-03-27,62.12907801389933
2024-03-28,60.142127076830995
2024-03-29,44.587881485065516
2024-03-30,34.86849246497207
2024-03-31,27.09942756812924
2024-04-01,59.96045808029505
2024-04-02,48.31858131545247
2024-04-03,49.24759359166743
2024-04-04,55.96458011786772
2024-04-05,50.137048908959244
2024-04-06,41.42798369175612
2024-04-07,48.13544724636381
2024-04-08,53.87067888445161
2024-04-09,65.36458332147055
2024-04-10,56.67016882979452
2024-04-11,62.385621988420745
2024-04-12,50.82945196791166
2024-04-13,34.49929418168934
2024-04-14,40.21841002169734
2024-04-15,75.5910437225987
2024-04-16,63.10366381704558
2024-04-17,48.72456269035022
2024-04-18,48.68720334025613
2024-04-19,52.465518028606134
2024-04-20,20.970091413362653
2024-04-21,34.28832373409921
2024-04-22,78.04111386412045
2024-04-23,57.05930187033612
2024-04-24,47.51279141146237
2024-04-25,51.27425776545621
2024-04-26,42.695584005444225
2024-04-27,26.545630143205145
2024-04-28,34.10372459245784
2024-04-29,80.46041748203533
2024-04-30,71.8854064034051
2024-05-01,47.256403714738255
2024-05-02,50.997359052994156
2024-05-03,53.78879109929718
2024-05-04,35.831357687696645
2024-05-05,35.80352130919517
2024-05-06,45.19033885982362
2024-05-07,47.977375688468506
2024-05-08,53.580018260536114
2024-05-09,56.35606704503568
2024-05-10,38.47994516011051
2024-05-11,29.07188405746778
2024-05-12,25.30089473188133
2024-05-13,53.37124542177504
2024-05-14,37.424204108086194
2024-05-15,49.54824602056741
2024-05-16,32.694901055230595
2024-05-17,47.60378218752764
2024-05-18,39.172348219062926
2024-05-19,93.19424213203818
2024-05-20,58.66622275777371
2024-05-21,51.176254182221996
2024-05-22,39.97902693712666
2024-05-23,38.0895033248135
2024-05-24,20.422154278649387
2024-05-25,25.043774498880854
2024-05-26,28.73125468896288
2024-05-27,40.74761376881997
2024-05-28,39.79003257782717
2024-05-29,36.984682342273416
2024-05-30,35.10761184665827
2024-05-31,35.0797754681568
2024-06-01,24.905325142649833
2024-06-02,33.18072888425101
2024-06-03,32.23340320112718
2024-06-04,40.48976099954314
2024-06-05,38.618550794138834
2024-06-06,32.156486892109946
2024-06-07,38.55701774692504
2024-06-08,26.601459178005385
2024-06-09,31.163011423575774
2024-06-10,39.38054479934493
2024-06-11,46.669798435175494
2024-06-12,28.34520807132399
2024-06-13,36.54516057646064
2024-06-14,30.125583778460328
2024-06-15,31.925737965058236
2024-06-16,23.697216545143757
2024-06-17,30.053062687101214
2024-06-18,35.48868698815997
2024-06-19,34.55088427662875
2024-06-20,33.61454663765024
2024-06-21,35.40298024382648
2024-06-22,38.09551989282162
2024-06-23,30.814324156030974
2024-06-24,49.80641134543884
2024-06-25,42.52741321747724
2024-06-26,25.314969198929365
2024-06-27,30.714699222446747
2024-06-28,27.079229107985896
2024-06-29,18.03816867979684
2024-06-30,27.936452829118107
2024-07-01,29.714630927425375
2024-07-02,26.99132475482334
2024-07-03,32.36321839983924
2024-07-04,17.964915052161377
2024-07-05,34.10550222060514
2024-07-06,16.14205224099647
2024-07-07,29.56958874470716
2024-07-08,24.17352140257156
2024-07-09,34.88873977782553
2024-07-10,38.43557300284747
2024-07-11,33.93848394959628
2024-07-12,66.03652421739515
2024-07-13,24.96628193138456
2024-07-14,32.96405442424734
2024-07-15,28.486011314181372
2024-07-16,39.13603396083978
2024-07-17,34.660188459602885
2024-07-18,26.639707342173118
2024-07-19,40.81385458928647
2024-07-20,32.80143137089661
2024-07-21,26.573779077301204
2024-07-22,27.436863088644248
2024-07-23,33.604447407578576
2024-07-24,23.857065731186356
2024-07-25,36.19736212298949
2024-07-26,25.58176868131974
2024-07-27,31.730307057068842
2024-07-28,27.30061134124229
2024-07-29,25.51803802527689
2024-07-30,23.738394854416907
2024-07-31,25.475550921248324
2024-08-01,24.576572632363902
2024-08-02,28.064070419001105
2024-08-03,19.27793261498346
2024-08-04,26.266113841232258
2024-08-05,60.36151683176573
2024-08-06,37.585098385999736
2024-08-07,37.55359932611649
2024-08-08,33.15906535155496
2024-08-09,31.38748007973488
2024-08-10,27.87654113225432
2024-08-11,29.593918719624163
2024-08-12,27.829658810567626
2024-08-13,26.937273348170397
2024-08-14,32.12383531526858
2024-08-15,32.964210702044625
2024-08-16,32.936374323543156
2024-08-17,23.382382224108557
2024-08-18,32.71846126275793
2024-08-19,36.35609012174131
2024-08-20,35.50645934277247
2024-08-21,37.9307442068366
2024-08-22,30.972790479478686
2024-08-23,41.51926261295939
2024-08-24,17.092182116579696
2024-08-25,32.90984531969592
2024-08-26,44.67200454694536
2024-08-27,45.447893340761176
2024-08-28,40.95847424691094
2024-08-29,32.413771955311674
2024-08-30,34.39347414186792
2024-08-31,25.485562253008247
2024-09-01,25.84672685316384
2024-09-02,36.87372804791602
2024-09-03,31.704684697479117
2024-09-04,41.99459750049825
2024-09-05,42.116435386411204
2024-09-06,45.91627438953337
2024-09-07,28.385080904492636
2024-09-08,47.83536538711204
2024-09-09,57.05115583980836
2024-09-10,44.78237825705309
2024-09-11,48.24693970903749
2024-09-12,57.98189533745532
2024-09-13,56.86481431447856
2024-09-14,35.64099783191376
2024-09-15,33.65540772599758
