Time,quizlet
2022-05-17,60.0
2022-05-18,57.0
2022-05-19,55.0
2022-05-20,44.0
2022-05-21,17.0
2022-05-22,19.0
2022-05-23,52.0
2022-05-24,47.0
2022-05-25,43.0
2022-05-26,38.0
2022-05-27,31.0
2022-05-28,16.0
2022-05-29,15.0
2022-05-30,17.0
2022-05-31,35.0
2022-06-01,35.0
2022-06-02,33.0
2022-06-03,29.0
2022-06-04,17.0
2022-06-05,19.0
2022-06-06,34.0
2022-06-07,34.0
2022-06-08,34.0
2022-06-09,31.0
2022-06-10,25.0
2022-06-11,17.0
2022-06-12,18.0
2022-06-13,31.0
2022-06-14,29.0
2022-06-15,27.0
2022-06-16,26.0
2022-06-17,20.0
2022-06-18,18.0
2022-06-19,18.0
2022-06-20,25.0
2022-06-21,26.0
2022-06-22,23.0
2022-06-23,22.0
2022-06-24,18.0
2022-06-25,16.0
2022-06-26,18.0
2022-06-27,22.0
2022-06-28,21.0
2022-06-29,22.0
2022-06-30,20.0
2022-07-01,18.0
2022-07-02,14.0
2022-07-03,16.0
2022-07-04,15.0
2022-07-05,18.0
2022-07-06,20.0
2022-07-07,21.0
2022-07-08,18.0
2022-07-09,15.0
2022-07-10,18.0
2022-07-11,23.0
2022-07-12,21.0
2022-07-13,21.0
2022-07-14,20.0
2022-07-15,16.0
2022-07-16,15.0
2022-07-17,21.0
2022-07-18,22.0
2022-07-19,21.0
2022-07-20,17.0
2022-07-21,20.0
2022-07-22,16.0
2022-07-23,14.0
2022-07-24,18.0
2022-07-25,20.0
2022-07-26,20.0
2022-07-27,17.0
2022-07-28,18.0
2022-07-29,16.0
2022-07-30,13.0
2022-07-31,16.0
2022-08-01,18.0
2022-08-02,19.0
2022-08-03,19.0
2022-08-04,19.0
2022-08-05,16.0
2022-08-06,12.0
2022-08-07,13.0
2022-08-08,17.0
2022-08-09,18.0
2022-08-10,18.0
2022-08-11,20.0
2022-08-12,20.0
2022-08-13,10.0
2022-08-14,12.0
2022-08-15,25.0
2022-08-16,28.0
2022-08-17,30.0
2022-08-18,34.0
2022-08-19,32.0
2022-08-20,12.0
2022-08-21,15.0
2022-08-22,39.0
2022-08-23,45.0
2022-08-24,51.0
2022-08-25,53.0
2022-08-26,51.0
2022-08-27,18.0
2022-08-28,26.0
2022-08-29,56.121212121212125
2022-08-30,61.04545454545455
2022-08-31,64.0
2022-09-01,67.93939393939394
2022-09-02,56.121212121212125
2022-09-03,20.68181818181818
2022-09-04,26.590909090909093
2022-09-05,32.0
2022-09-06,69.9090909090909
2022-09-07,75.81818181818181
2022-09-08,76.80303030303031
2022-09-09,69.9090909090909
2022-09-10,27.075757575757578
2022-09-11,40.36363636363636
2022-09-12,84.68181818181819
2022-09-13,80.74242424242425
2022-09-14,88.12121212121212
2022-09-15,88.12121212121212
2022-09-16,76.30303030303031
2022-09-17,27.075757575757578
2022-09-18,39.878787878787875
2022-09-19,91.07575757575758
2022-09-20,84.18181818181819
2022-09-21,96.98484848484848
2022-09-22,91.07575757575758
2022-09-23,71.87878787878788
2022-09-24,28.060606060606062
2022-09-25,39.878787878787875
2022-09-26,82.71212121212122
2022-09-27,81.22727272727272
2022-09-28,79.51515151515152
2022-09-29,83.39393939393939
2022-09-30,68.84848484848484
2022-10-01,26.181818181818183
2022-10-02,37.81818181818182
2022-10-03,86.30303030303031
2022-10-04,87.27272727272728
2022-10-05,80.48484848484848
2022-10-06,79.51515151515152
2022-10-07,70.7878787878788
2022-10-08,25.21212121212121
2022-10-09,38.78787878787879
2022-10-10,72.72727272727273
2022-10-11,81.45454545454545
2022-10-12,73.6969696969697
2022-10-13,85.33333333333334
2022-10-14,68.84848484848484
2022-10-15,26.181818181818183
2022-10-16,37.81818181818182
2022-10-17,81.45454545454545
2022-10-18,82.42424242424242
2022-10-19,82.42424242424242
2022-10-20,83.39393939393939
2022-10-21,69.81818181818181
2022-10-22,27.151515151515152
2022-10-23,38.78787878787879
2022-10-24,87.27272727272728
2022-10-25,85.33333333333334
2022-10-26,83.39393939393939
2022-10-27,85.33333333333334
2022-10-28,72.72727272727273
2022-10-29,24.242424242424242
2022-10-30,35.87878787878788
2022-10-31,78.54545454545455
2022-11-01,73.6969696969697
2022-11-02,78.54545454545455
2022-11-03,82.42424242424242
2022-11-04,71.75757575757576
2022-11-05,27.151515151515152
2022-11-06,33.93939393939394
2022-11-07,84.36363636363636
2022-11-08,66.9090909090909
2022-11-09,73.6969696969697
2022-11-10,70.7878787878788
2022-11-11,50.42424242424242
2022-11-12,24.242424242424242
2022-11-13,35.87878787878788
2022-11-14,85.33333333333334
2022-11-15,79.51515151515152
2022-11-16,77.57575757575758
2022-11-17,78.54545454545455
2022-11-18,64.96969696969697
2022-11-19,22.303030303030305
2022-11-20,29.090909090909093
2022-11-21,56.24242424242424
2022-11-22,47.515151515151516
2022-11-23,21.333333333333336
2022-11-24,12.606060606060606
2022-11-25,12.606060606060606
2022-11-26,15.515151515151516
2022-11-27,24.242424242424242
2022-11-28,65.93939393939394
2022-11-29,75.63636363636364
2022-11-30,78.54545454545455
2022-12-01,81.45454545454545
2022-12-02,71.75757575757576
2022-12-03,28.12121212121212
2022-12-04,37.81818181818182
2022-12-05,89.21212121212122
2022-12-06,86.30303030303031
2022-12-07,87.27272727272728
2022-12-08,84.36363636363636
2022-12-09,76.60606060606061
2022-12-10,28.12121212121212
2022-12-11,34.90909090909091
2022-12-12,88.24242424242425
2022-12-13,82.42424242424242
2022-12-14,75.63636363636364
2022-12-15,69.81818181818181
2022-12-16,51.3939393939394
2022-12-17,16.484848484848484
2022-12-18,15.515151515151516
2022-12-19,37.81818181818182
2022-12-20,33.93939393939394
2022-12-21,24.242424242424242
2022-12-22,14.545454545454547
2022-12-23,8.727272727272727
2022-12-24,4.848484848484849
2022-12-25,3.878787878787879
2022-12-26,5.818181818181818
2022-12-27,7.757575757575758
2022-12-28,9.696969696969697
2022-12-29,8.727272727272727
2022-12-30,7.757575757575758
2022-12-31,5.818181818181818
2023-01-01,4.848484848484849
2023-01-02,10.666666666666668
2023-01-03,24.242424242424242
2023-01-04,35.87878787878788
2023-01-05,39.75757575757576
2023-01-06,41.696969696969695
2023-01-07,10.666666666666668
2023-01-08,14.545454545454547
2023-01-09,52.36363636363637
2023-01-10,58.18181818181819
2023-01-11,58.18181818181819
2023-01-12,62.06060606060606
2023-01-13,53.333333333333336
2023-01-14,14.545454545454547
2023-01-15,16.484848484848484
2023-01-16,26.181818181818183
2023-01-17,62.06060606060606
2023-01-18,67.87878787878788
2023-01-19,70.7878787878788
2023-01-20,64.96969696969697
2023-01-21,21.333333333333336
2023-01-22,29.090909090909093
2023-01-23,73.6969696969697
2023-01-24,74.66666666666667
2023-01-25,68.84848484848484
2023-01-26,70.7878787878788
2023-01-27,68.84848484848484
2023-01-28,24.242424242424242
2023-01-29,32.0
2023-01-30,76.60606060606061
2023-01-31,78.54545454545455
2023-02-01,74.66666666666667
2023-02-02,76.60606060606061
2023-02-03,70.7878787878788
2023-02-04,28.12121212121212
2023-02-05,37.81818181818182
2023-02-06,87.27272727272728
2023-02-07,84.36363636363636
2023-02-08,77.57575757575758
2023-02-09,84.36363636363636
2023-02-10,76.60606060606061
2023-02-11,29.090909090909093
2023-02-12,36.84848484848485
2023-02-13,76.60606060606061
2023-02-14,76.60606060606061
2023-02-15,81.45454545454545
2023-02-16,80.48484848484848
2023-02-17,61.09090909090909
2023-02-18,26.181818181818183
2023-02-19,32.96969696969697
2023-02-20,52.36363636363637
2023-02-21,71.75757575757576
2023-02-22,71.75757575757576
2023-02-23,72.72727272727273
2023-02-24,67.87878787878788
2023-02-25,28.12121212121212
2023-02-26,35.87878787878788
2023-02-27,87.27272727272728
2023-02-28,76.60606060606061
2023-03-01,79.51515151515152
2023-03-02,79.51515151515152
2023-03-03,64.96969696969697
2023-03-04,26.181818181818183
2023-03-05,34.90909090909091
2023-03-06,82.42424242424242
2023-03-07,75.63636363636364
2023-03-08,76.60606060606061
2023-03-09,76.60606060606061
2023-03-10,59.151515151515156
2023-03-11,22.303030303030305
2023-03-12,29.090909090909093
2023-03-13,60.121212121212125
2023-03-14,55.27272727272727
2023-03-15,57.21212121212121
2023-03-16,58.18181818181819
2023-03-17,46.54545454545455
2023-03-18,17.454545454545453
2023-03-19,27.151515151515152
2023-03-20,71.75757575757576
2023-03-21,72.72727272727273
2023-03-22,68.84848484848484
2023-03-23,69.81818181818181
2023-03-24,60.121212121212125
2023-03-25,22.303030303030305
2023-03-26,33.93939393939394
2023-03-27,76.60606060606061
2023-03-28,70.7878787878788
2023-03-29,68.84848484848484
2023-03-30,68.84848484848484
2023-03-31,53.333333333333336
2023-04-01,21.333333333333336
2023-04-02,33.93939393939394
2023-04-03,70.7878787878788
2023-04-04,62.06060606060606
2023-04-05,58.18181818181819
2023-04-06,54.303030303030305
2023-04-07,32.0
2023-04-08,20.363636363636363
2023-04-09,26.181818181818183
2023-04-10,60.121212121212125
2023-04-11,68.84848484848484
2023-04-12,64.0
2023-04-13,66.9090909090909
2023-04-14,59.151515151515156
2023-04-15,24.242424242424242
2023-04-16,33.93939393939394
2023-04-17,76.60606060606061
2023-04-18,70.7878787878788
2023-04-19,74.66666666666667
2023-04-20,71.75757575757576
2023-04-21,54.303030303030305
2023-04-22,27.151515151515152
2023-04-23,33.93939393939394
2023-04-24,75.63636363636364
2023-04-25,73.6969696969697
2023-04-26,71.88775239248426
2023-04-27,73.73571678934456
2023-04-28,63.13277889303126
2023-04-29,24.901804586347176
2023-04-30,35.01989399781198
2023-05-01,82.49069028879754
2023-05-02,75.58368118620484
2023-05-03,70.03978799562395
2023-05-04,69.60065428204229
2023-05-05,55.786636076856894
2023-05-06,21.205875792626586
2023-05-07,27.188902696789135
2023-05-08,69.60065428204229
2023-05-09,65.9047254883217
2023-05-10,61.76966298101945
2023-05-11,58.99771638572901
2023-05-12,49.31876068784587
2023-05-13,15.661982602045693
2023-05-14,16.585964800475843
2023-05-15,55.30178759200841
2023-05-16,52.09070728313631
2023-05-17,51.16672508470616
2023-05-18,48.394778489415714
2023-05-19,42.850885298834825
2023-05-20,15.661982602045693
2023-05-21,19.357911395766287
2023-05-22,45.18369818054361
2023-05-23,44.698849695695124
2023-05-24,39.154956505114235
2023-05-25,36.86785839467228
2023-05-26,27.226290242063115
2023-05-27,13.174011407449894
2023-05-28,14.930546261776547
2023-05-29,17.565348543266527
2023-05-30,31.617627377879746
2023-05-31,32.49589480504307
2023-06-01,30.73935995071642
2023-06-02,23.71322053340981
2023-06-03,15.808813688939873
2023-06-04,19.32188339759318
2023-06-05,30.73935995071642
2023-06-06,29.861092523553094
2023-06-07,31.617627377879746
2023-06-08,28.982825096389767
2023-06-09,21.956685679083158
2023-06-10,15.808813688939873
2023-06-11,18.443615970429853
2023-06-12,28.982825096389767
2023-06-13,27.226290242063115
2023-06-14,26.34802281489979
2023-06-15,22.834953106246484
2023-06-16,18.443615970429853
2023-06-17,14.930546261776547
2023-06-18,16.6870811161032
2023-06-19,20.200150824756506
2023-06-20,21.956685679083158
2023-06-21,21.956685679083158
2023-06-22,20.200150824756506
2023-06-23,18.443615970429853
2023-06-24,14.930546261776547
2023-06-25,16.6870811161032
2023-06-26,22.834953106246484
2023-06-27,20.200150824756506
2023-06-28,20.200150824756506
2023-06-29,19.32188339759318
2023-06-30,16.6870811161032
2023-07-01,13.174011407449894
2023-07-02,15.808813688939873
2023-07-03,16.6870811161032
2023-07-04,13.174011407449894
2023-07-05,16.6870811161032
2023-07-06,19.32188339759318
2023-07-07,17.565348543266527
2023-07-08,14.930546261776547
2023-07-09,16.6870811161032
2023-07-10,21.07841825191983
2023-07-11,21.956685679083158
2023-07-12,20.200150824756506
2023-07-13,18.443615970429853
2023-07-14,17.565348543266527
2023-07-15,14.930546261776547
2023-07-16,18.443615970429853
2023-07-17,21.07841825191983
2023-07-18,20.200150824756506
2023-07-19,18.443615970429853
2023-07-20,19.32188339759318
2023-07-21,17.565348543266527
2023-07-22,14.05227883461322
2023-07-23,16.6870811161032
2023-07-24,19.32188339759318
2023-07-25,18.443615970429853
2023-07-26,20.200150824756506
2023-07-27,18.443615970429853
2023-07-28,15.808813688939873
2023-07-29,13.174011407449894
2023-07-30,14.05227883461322
2023-07-31,16.6870811161032
2023-08-01,17.565348543266527
2023-08-02,17.565348543266527
2023-08-03,17.565348543266527
2023-08-04,15.808813688939873
2023-08-05,11.417476553123242
2023-08-06,12.295743980286568
2023-08-07,17.565348543266527
2023-08-08,18.443615970429853
2023-08-09,16.6870811161032
2023-08-10,19.32188339759318
2023-08-11,19.32188339759318
2023-08-12,10.539209125959916
2023-08-13,12.295743980286568
2023-08-14,21.07841825191983
2023-08-15,23.71322053340981
2023-08-16,28.10455766922644
2023-08-17,32.49589480504307
2023-08-18,31.617627377879746
2023-08-19,11.417476553123242
2023-08-20,14.05227883461322
2023-08-21,36.88723194085971
2023-08-22,43.035103931002986
2023-08-23,45.66990621249297
2023-08-24,49.18297592114627
2023-08-25,45.66990621249297
2023-08-26,17.565348543266527
2023-08-27,22.834953106246484
2023-08-28,56.20911533845288
2023-08-29,57.965650192779535
2023-08-30,59.72218504710619
2023-08-31,63.23525475575949
2023-09-01,53.5743130569629
2023-09-02,18.443615970429853
2023-09-03,21.956685679083158
2023-09-04,31.617627377879746
2023-09-05,65.87005703724947
2023-09-06,72.89619645455608
2023-09-07,74.65273130888274
2023-09-08,67.62659189157613
2023-09-09,25.469755387736463
2023-09-10,35.130697086533054
2023-09-11,76.40926616320938
2023-09-12,79.04406844469936
2023-09-13,79.92233587186269
2023-09-14,84.31367300767933
2023-09-15,71.13966160022943
2023-09-16,24.591487960573136
2023-09-17,37.76549936802303
2023-09-18,84.31367300767933
2023-09-19,87.82674271633263
2023-09-20,85.19194043484265
2023-09-21,86.94847528916931
2023-09-22,71.13966160022943
2023-09-23,26.34802281489979
2023-09-24,39.52203422234968
2023-09-25,79.92233587186269
2023-09-26,83.43540558051599
2023-09-27,82.55713815335267
2023-09-28,76.40926616320938
2023-09-29,66.7483244644128
2023-09-30,24.591487960573136
2023-10-01,36.88723194085971
2023-10-02,78.16580101753604
2023-10-03,83.43540558051599
2023-10-04,80.80060329902602
2023-10-05,79.04406844469936
2023-10-06,61.47871990143284
2023-10-07,23.71322053340981
2023-10-08,34.252429659369724
2023-10-09,66.7483244644128
2023-10-10,74.65273130888274
2023-10-11,76.40926616320938
2023-10-12,74.65273130888274
2023-10-13,59.72218504710619
2023-10-14,22.834953106246484
2023-10-15,35.130697086533054
2023-10-16,78.16580101753604
2023-10-17,76.40926616320938
2023-10-18,76.40926616320938
2023-10-19,75.53099873604606
2023-10-20,57.08738276561621
2023-10-21,23.71322053340981
2023-10-22,34.252429659369724
2023-10-23,80.80060329902602
2023-10-24,76.40926616320938
2023-10-25,75.53099873604606
2023-10-26,77.28753359037272
2023-10-27,59.72218504710619
2023-10-28,21.07841825191983
2023-10-29,36.00896451369638
2023-10-30,75.53099873604606
2023-10-31,70.26139417306611
2023-11-01,65.87005703724947
2023-11-02,72.89619645455608
2023-11-03,58.843917619942864
2023-11-04,23.71322053340981
2023-11-05,32.49589480504307
2023-11-06,76.40926616320938
2023-11-07,67.62659189157613
2023-11-08,70.26139417306611
2023-11-09,69.38312674590277
2023-11-10,48.30470849398294
2023-11-11,22.834953106246484
2023-11-12,29.861092523553094
2023-11-13,77.28753359037272
2023-11-14,74.65273130888274
2023-11-15,72.89619645455608
2023-11-16,70.26139417306611
2023-11-17,56.20911533845288
2023-11-18,21.07841825191983
2023-11-19,25.469755387736463
2023-11-20,54.45258048412623
2023-11-21,43.035103931002986
2023-11-22,21.07841825191983
2023-11-23,12.295743980286568
2023-11-24,12.295743980286568
2023-11-25,14.930546261776547
2023-11-26,20.200150824756506
2023-11-27,64.11352218292282
2023-11-28,69.38312674590277
2023-11-29,72.89619645455608
2023-11-30,73.77446388171941
2023-12-01,61.47871990143284
2023-12-02,24.591487960573136
2023-12-03,31.617627377879746
2023-12-04,76.40926616320938
2023-12-05,77.28753359037272
2023-12-06,79.92233587186269
2023-12-07,75.53099873604606
2023-12-08,72.89619645455608
2023-12-09,30.73935995071642
2023-12-10,34.252429659369724
2023-12-11,77.28753359037272
2023-12-12,72.89619645455608
2023-12-13,72.89619645455608
2023-12-14,67.62659189157613
2023-12-15,50.939510775472925
2023-12-16,16.6870811161032
2023-12-17,16.6870811161032
2023-12-18,44.79163878532964
2023-12-19,39.52203422234968
2023-12-20,31.617627377879746
2023-12-21,21.07841825191983
2023-12-22,12.002988171232126
2023-12-23,6.001494085616063
2023-12-24,4.391337135816632
2023-12-25,3.586258660916916
2023-12-26,6.367438846934116
2023-12-27,8.782674271633264
2023-12-28,8.782674271633264
2023-12-29,7.977595796733548
2023-12-30,6.367438846934116
2023-12-31,5.196415610716347
2024-01-01,6.001494085616063
2024-01-02,15.589246832149042
2024-01-03,25.17699957868202
2024-01-04,28.324124526017272
2024-01-05,27.95817976469922
2024-01-06,9.953697507851032
2024-01-07,11.563854457650464
2024-01-08,39.52203422234969
2024-01-09,41.937269647048836
2024-01-10,47.49963001908323
2024-01-11,51.89096715489986
2024-01-12,43.913371358166316
2024-01-13,13.97908988234961
2024-01-14,15.15011311856738
2024-01-15,19.980583967965675
2024-01-16,43.1082928832666
2024-01-17,52.696045629799585
2024-01-18,55.91635952939844
2024-01-19,46.69455154418351
2024-01-20,19.980583967965675
2024-01-21,22.688575201719264
2024-01-22,57.81927228825232
2024-01-23,60.014940856160635
2024-01-24,61.47871990143285
2024-01-25,65.13816751461337
2024-01-26,57.08738276561621
2024-01-27,21.224796156447052
2024-01-28,28.543691382808106
2024-01-29,68.7976151277939
2024-01-30,71.72517321833831
2024-01-31,69.52950465043
2024-02-01,68.0657256051578
2024-02-02,60.014940856160635
2024-02-03,23.42046472435537
2024-02-04,32.93502851862474
2024-02-05,73.18895226361053
2024-02-06,70.99328369570222
2024-02-07,70.99328369570222
2024-02-08,71.72517321833831
2024-02-09,60.74683037879674
2024-02-10,24.152354246991475
2024-02-11,30.007470428080318
2024-02-12,62.21060942406895
2024-02-13,65.87005703724948
2024-02-14,65.87005703724948
2024-02-15,66.60194655988558
2024-02-16,52.696045629799585
2024-02-17,21.956685679083158
2024-02-18,29.27558090544421
2024-02-19,46.10903992607464
2024-02-20,65.13816751461337
2024-02-21,65.87005703724948
2024-02-22,65.87005703724948
2024-02-23,55.623603720344
2024-02-24,23.42046472435537
2024-02-25,31.47124947335253
2024-02-26,73.18895226361053
2024-02-27,70.99328369570222
2024-02-28,68.0657256051578
2024-02-29,68.0657256051578
2024-03-01,54.8917141977079
2024-03-02,21.956685679083158
2024-03-03,27.079912337535895
2024-03-04,70.99328369570222
2024-03-05,64.40627799197726
2024-03-06,65.13816751461337
2024-03-07,63.67438846934116
2024-03-08,50.500377061891264
2024-03-09,19.02912758853874
2024-03-10,23.42046472435537
2024-03-11,54.8917141977079
2024-03-12,52.696045629799585
2024-03-13,47.57281897134684
2024-03-14,49.03659801661905
2024-03-15,40.25392374498579
2024-03-16,19.761017111174844
2024-03-17,24.88424376962758
2024-03-18,60.014940856160635
2024-03-19,59.283051333524526
2024-03-20,60.014940856160635
2024-03-21,54.8917141977079
2024-03-22,44.645260880802425
2024-03-23,19.761017111174844
2024-03-24,26.348022814899792
2024-03-25,58.55116181088842
2024-03-26,53.42793515243569
2024-03-27,52.696045629799585
2024-03-28,46.84092944871074
2024-03-29,27.811801860172
2024-03-30,19.02912758853874
2024-03-31,21.956685679083158
2024-04-01,47.57281897134684
2024-04-02,56.35549324298011
2024-04-03,53.42793515243569
2024-04-04,51.23226658452737
2024-04-05,44.645260880802425
2024-04-06,18.297238065902633
2024-04-07,26.348022814899792
2024-04-08,55.623603720344
2024-04-09,62.94249894670506
2024-04-10,57.81927228825232
2024-04-11,60.014940856160635
2024-04-12,52.696045629799585
2024-04-13,20.492906633810946
2024-04-14,27.079912337535895
2024-04-15,68.7976151277939
2024-04-16,60.014940856160635
2024-04-17,61.47871990143285
2024-04-18,62.21060942406895
2024-04-19,50.500377061891264
2024-04-20,21.224796156447052
2024-04-21,27.079912337535895
2024-04-22,67.33383608252169
2024-04-23,62.21060942406895
2024-04-24,62.94249894670506
2024-04-25,59.283051333524526
2024-04-26,49.03659801661905
2024-04-27,21.956685679083158
2024-04-28,30.739359950716423
2024-04-29,70.26139417306611
2024-04-30,63.67438846934116
2024-05-01,59.283051333524526
2024-05-02,59.283051333524526
2024-05-03,50.500377061891264
2024-05-04,21.224796156447052
2024-05-05,27.079912337535895
2024-05-06,62.94249894670506
2024-05-07,58.55116181088842
2024-05-08,54.15982467507179
2024-05-09,52.696045629799585
2024-05-10,41.717702790258
2024-05-11,14.637790452722106
2024-05-12,16.83345902063042
2024-05-13,46.84092944871074
2024-05-14,43.913371358166316
2024-05-15,41.717702790258
2024-05-16,40.98581326762189
2024-05-17,32.93502851862474
2024-05-18,13.905900930086
2024-05-19,16.101569497994316
2024-05-20,37.32636565444137
2024-05-21,35.862586609169156
2024-05-22,34.39880756389695
2024-05-23,30.007470428080318
2024-05-24,22.688575201719264
2024-05-25,11.710232362177685
2024-05-26,12.44212188481379
2024-05-27,16.101569497994316
2024-05-28,26.348022814899792
2024-05-29,27.079912337535895
2024-05-30,25.616133292263687
2024-05-31,22.688575201719264
2024-06-01,13.905900930086
2024-06-02,16.83345902063042
2024-06-03,24.88424376962758
2024-06-04,25.616133292263687
2024-06-05,26.348022814899792
2024-06-06,22.688575201719264
2024-06-07,19.02912758853874
2024-06-08,14.637790452722106
2024-06-09,16.83345902063042
2024-06-10,24.152354246991475
2024-06-11,24.152354246991475
2024-06-12,22.688575201719264
2024-06-13,21.224796156447052
2024-06-14,18.297238065902633
2024-06-15,14.637790452722106
2024-06-16,16.101569497994316
2024-06-17,22.688575201719264
2024-06-18,19.761017111174844
2024-06-19,16.83345902063042
2024-06-20,18.297238065902633
2024-06-21,17.565348543266527
2024-06-22,13.905900930086
2024-06-23,16.101569497994316
2024-06-24,19.761017111174844
2024-06-25,17.565348543266527
2024-06-26,16.101569497994316
2024-06-27,18.297238065902633
2024-06-28,16.101569497994316
2024-06-29,13.174011407449896
2024-06-30,16.101569497994316
2024-07-01,18.297238065902633
2024-07-02,16.101569497994316
2024-07-03,15.369679975358212
2024-07-04,10.978342839541579
2024-07-05,12.44212188481379
2024-07-06,11.710232362177685
2024-07-07,14.637790452722106
2024-07-08,19.02912758853874
2024-07-09,17.565348543266527
2024-07-10,17.565348543266527
2024-07-11,17.565348543266527
2024-07-12,14.637790452722106
2024-07-13,12.44212188481379
2024-07-14,15.369679975358212
2024-07-15,16.83345902063042
2024-07-16,17.565348543266527
2024-07-17,16.83345902063042
2024-07-18,17.565348543266527
2024-07-19,15.369679975358212
2024-07-20,12.44212188481379
2024-07-21,15.369679975358212
2024-07-22,18.297238065902633
2024-07-23,16.83345902063042
2024-07-24,18.297238065902633
2024-07-25,16.101569497994316
2024-07-26,14.637790452722106
2024-07-27,10.978342839541579
2024-07-28,13.174011407449896
2024-07-29,16.101569497994316
2024-07-30,16.83345902063042
2024-07-31,14.637790452722106
2024-08-01,14.637790452722106
2024-08-02,13.905900930086
2024-08-03,10.246453316905473
2024-08-04,10.978342839541579
2024-08-05,14.637790452722106
2024-08-06,14.637790452722106
2024-08-07,16.83345902063042
2024-08-08,16.101569497994316
2024-08-09,15.369679975358212
2024-08-10,8.782674271633264
2024-08-11,9.51456379426937
2024-08-12,18.297238065902633
2024-08-13,19.761017111174844
2024-08-14,21.224796156447052
2024-08-15,22.688575201719264
2024-08-16,21.224796156447052
2024-08-17,9.51456379426937
2024-08-18,11.13640610717253
2024-08-19,27.671035480627744
2024-08-20,34.860004773434355
2024-08-21,38.08854465851961
2024-08-22,39.52633851708094
2024-08-23,36.65075079995829
2024-08-24,13.293096895014514
2024-08-25,17.606478470698484
2024-08-26,44.19267226072751
2024-08-27,44.55861702204557
2024-08-28,49.5908955270102
2024-08-29,51.028689385571525
2024-08-30,43.120823163484246
2024-08-31,16.168684612137163
2024-09-01,17.606478470698484
2024-09-02,22.638756975663114
2024-09-03,50.66274462425346
2024-09-04,54.97612619993744
2024-09-05,60.00840470490206
2024-09-06,53.53833234137611
2024-09-07,20.48206618782113
2024-09-08,26.233241622066423
2024-09-09,62.88399242202471
2024-09-10,62.16509549274405
2024-09-11,61.44619856346339
2024-09-12,67.91627092698934
2024-09-13,55.6950231292181
2024-09-14,19.76316925854047
2024-09-15,30.899575365712998
2024-09-16,65.75958013914736
2024-09-17,70.59043359252176
2024-09-18,66.35500757697045
2024-09-19,64.2372945691948
2024-09-20,54.354633866241755
2024-09-21,20.47122574183131
2024-09-22,25.412556093307835
2024-09-23,67.06091191289568
2024-09-24,64.2372945691948
