Time,etsy
2023-04-26,58
2023-04-27,57
2023-04-28,56
2023-04-29,65
2023-04-30,66
2023-05-01,64
2023-05-02,67
2023-05-03,63
2023-05-04,62
2023-05-05,56
2023-05-06,59
2023-05-07,66
2023-05-08,64
2023-05-09,61
2023-05-10,61
2023-05-11,59
2023-05-12,57
2023-05-13,60
2023-05-14,53
2023-05-15,56
2023-05-16,60
2023-05-17,58
2023-05-18,58
2023-05-19,55
2023-05-20,58
2023-05-21,60
2023-05-22,57
2023-05-23,58
2023-05-24,56
2023-05-25,53
2023-05-26,53
2023-05-27,58
2023-05-28,57
2023-05-29,60
2023-05-30,58
2023-05-31,58
2023-06-01,57
2023-06-02,56
2023-06-03,57
2023-06-04,61
2023-06-05,57
2023-06-06,59
2023-06-07,60
2023-06-08,56
2023-06-09,57
2023-06-10,58
2023-06-11,61
2023-06-12,62
2023-06-13,62
2023-06-14,61
2023-06-15,58
2023-06-16,57
2023-06-17,59
2023-06-18,58
2023-06-19,60
2023-06-20,59
2023-06-21,57
2023-06-22,52
2023-06-23,55
2023-06-24,57
2023-06-25,61
2023-06-26,57
2023-06-27,59
2023-06-28,57
2023-06-29,56
2023-06-30,54
2023-07-01,52
2023-07-02,57
2023-07-03,56
2023-07-04,58
2023-07-05,54
2023-07-06,59
2023-07-07,57
2023-07-08,61
2023-07-09,61
2023-07-10,62
2023-07-11,59
2023-07-12,60
2023-07-13,59
2023-07-14,60
2023-07-15,57
2023-07-16,61
2023-07-17,60
2023-07-18,64
2023-07-19,62
2023-07-20,58
2023-07-21,60
2023-07-22,57
2023-07-23,59
2023-07-24,64
2023-07-25,63
2023-07-26,61
2023-07-27,56
2023-07-28,56
2023-07-29,58
2023-07-30,59
2023-07-31,61
2023-08-01,62
2023-08-02,59
2023-08-03,62
2023-08-04,60
2023-08-05,57
2023-08-06,63
2023-08-07,63
2023-08-08,63
2023-08-09,64
2023-08-10,60
2023-08-11,58
2023-08-12,59
2023-08-13,63
2023-08-14,61
2023-08-15,61
2023-08-16,63
2023-08-17,60
2023-08-18,60
2023-08-19,58
2023-08-20,63
2023-08-21,62
2023-08-22,63
2023-08-23,61
2023-08-24,59
2023-08-25,58
2023-08-26,61
2023-08-27,62
2023-08-28,59
2023-08-29,60
2023-08-30,57
2023-08-31,56
2023-09-01,56
2023-09-02,57
2023-09-03,62
2023-09-04,65
2023-09-05,62
2023-09-06,58
2023-09-07,57
2023-09-08,55
2023-09-09,61
2023-09-10,66
2023-09-11,62
2023-09-12,61
2023-09-13,59
2023-09-14,57
2023-09-15,56
2023-09-16,65
2023-09-17,65
2023-09-18,62
2023-09-19,60
2023-09-20,59
2023-09-21,60
2023-09-22,59
2023-09-23,61
2023-09-24,64
2023-09-25,64
2023-09-26,59
2023-09-27,59
2023-09-28,56
2023-09-29,57
2023-09-30,60
2023-10-01,64
2023-10-02,59
2023-10-03,61
2023-10-04,61
2023-10-05,57
2023-10-06,57
2023-10-07,59
2023-10-08,59
2023-10-09,62
2023-10-10,59
2023-10-11,62
2023-10-12,58
2023-10-13,56
2023-10-14,59
2023-10-15,65
2023-10-16,60
2023-10-17,61
2023-10-18,57
2023-10-19,58
2023-10-20,56
2023-10-21,59
2023-10-22,64
2023-10-23,60
2023-10-24,54
2023-10-25,57
2023-10-26,51
2023-10-27,53
2023-10-28,55
2023-10-29,55
2023-10-30,56
2023-10-31,54
2023-11-01,56
2023-11-02,64
2023-11-03,59
2023-11-04,64
2023-11-05,69
2023-11-06,68
2023-11-07,65
2023-11-08,66
2023-11-09,64
2023-11-10,66
2023-11-11,73
2023-11-12,75
2023-11-13,72
2023-11-14,71
2023-11-15,75
2023-11-16,71
2023-11-17,71
2023-11-18,73
2023-11-19,79
2023-11-20,80
2023-11-21,78
2023-11-22,75
2023-11-23,71
2023-11-24,96
2023-11-25,96
2023-11-26,100
2023-11-27,100
2023-11-28,94
2023-11-29,85
2023-11-30,84
2023-12-01,83
2023-12-02,91
2023-12-03,94
2023-12-04,91
2023-12-05,97
2023-12-06,88
2023-12-07,85
2023-12-08,83
2023-12-09,90
2023-12-10,94
2023-12-11,86
2023-12-12,89
2023-12-13,83
2023-12-14,80
2023-12-15,76
2023-12-16,75
2023-12-17,77
2023-12-18,72
2023-12-19,73
2023-12-20,64
2023-12-21,60
2023-12-22,59
2023-12-23,57
2023-12-24,50
2023-12-25,58
2023-12-26,59
2023-12-27,63
2023-12-28,59
2023-12-29,63
2023-12-30,59
2023-12-31,58
2024-01-01,56
2024-01-02,59
2024-01-03,61
2024-01-04,60
2024-01-05,55
2024-01-06,61
2024-01-07,67
2024-01-08,56
2024-01-09,56
2024-01-10,56
2024-01-11,55
2024-01-12,54
2024-01-13,57
2024-01-14,61
2024-01-15,59
2024-01-16,57
2024-01-17,60
2024-01-18,55
2024-01-19,55
2024-01-20,62
