Time,etsy
2022-08-29,62
2022-08-30,64
2022-08-31,62
2022-09-01,62
2022-09-02,59
2022-09-03,60
2022-09-04,68
2022-09-05,72
2022-09-06,66
2022-09-07,62
2022-09-08,60
2022-09-09,56
2022-09-10,63
2022-09-11,68
2022-09-12,67
2022-09-13,60
2022-09-14,63
2022-09-15,63
2022-09-16,58
2022-09-17,60
2022-09-18,65
2022-09-19,64
2022-09-20,63
2022-09-21,62
2022-09-22,62
2022-09-23,59
2022-09-24,63
2022-09-25,67
2022-09-26,66
2022-09-27,66
2022-09-28,61
2022-09-29,60
2022-09-30,57
2022-10-01,63
2022-10-02,68
2022-10-03,64
2022-10-04,65
2022-10-05,62
2022-10-06,62
2022-10-07,61
2022-10-08,63
2022-10-09,67
2022-10-10,66
2022-10-11,64
2022-10-12,60
2022-10-13,63
2022-10-14,66
2022-10-15,63
2022-10-16,66
2022-10-17,64
2022-10-18,64
2022-10-19,63
2022-10-20,60
2022-10-21,59
2022-10-22,62
2022-10-23,66
2022-10-24,61
2022-10-25,62
2022-10-26,60
2022-10-27,59
2022-10-28,55
2022-10-29,58
2022-10-30,63
2022-10-31,59
2022-11-01,60
2022-11-02,65
2022-11-03,65
2022-11-04,64
2022-11-05,71
2022-11-06,72
2022-11-07,68
2022-11-08,66
2022-11-09,61
2022-11-10,64
2022-11-11,72
2022-11-12,75
2022-11-13,79
2022-11-14,71
2022-11-15,76
2022-11-16,75
2022-11-17,74
2022-11-18,72
2022-11-19,77
2022-11-20,85
2022-11-21,80
2022-11-22,77
2022-11-23,76
2022-11-24,67
2022-11-25,94
2022-11-26,99
2022-11-27,99
2022-11-28,96
2022-11-29,95
2022-11-30,85
2022-12-01,89
2022-12-02,84
2022-12-03,89
2022-12-04,100
2022-12-05,92
2022-12-06,88
2022-12-07,94
2022-12-08,92
2022-12-09,86
2022-12-10,89
2022-12-11,98
2022-12-12,94
2022-12-13,90
2022-12-14,80
2022-12-15,79
2022-12-16,75
2022-12-17,74
2022-12-18,70
2022-12-19,69
2022-12-20,67
2022-12-21,63
2022-12-22,58
2022-12-23,59
2022-12-24,52
2022-12-25,59
2022-12-26,64
2022-12-27,67
2022-12-28,68
2022-12-29,67
2022-12-30,66
2022-12-31,59
2023-01-01,58
2023-01-02,69
2023-01-03,62
2023-01-04,64
2023-01-05,66
2023-01-06,61
2023-01-07,64
2023-01-08,68
2023-01-09,65
2023-01-10,62
2023-01-11,59
2023-01-12,58
2023-01-13,60
2023-01-14,65
2023-01-15,68
2023-01-16,69
2023-01-17,66
2023-01-18,63
2023-01-19,61
2023-01-20,57
2023-01-21,65
2023-01-22,72
2023-01-23,69
2023-01-24,65
2023-01-25,61
2023-01-26,64
2023-01-27,62
2023-01-28,65
2023-01-29,71
2023-01-30,62
2023-01-31,67
2023-02-01,63
2023-02-02,63
2023-02-03,63
2023-02-04,66
2023-02-05,72
2023-02-06,64
2023-02-07,65
2023-02-08,62
2023-02-09,61
2023-02-10,59
2023-02-11,63
2023-02-12,62
2023-02-13,55
2023-02-14,56
2023-02-15,57
2023-02-16,57
2023-02-17,64
2023-02-18,62
2023-02-19,64
2023-02-20,61
2023-02-21,59
2023-02-22,58
2023-02-23,57
2023-02-24,56
2023-02-25,62
2023-02-26,64
2023-02-27,57
2023-02-28,56
2023-03-01,57
2023-03-02,56
2023-03-03,53
2023-03-04,60
2023-03-05,64
2023-03-06,59
2023-03-07,59
2023-03-08,57
2023-03-09,56
2023-03-10,56
2023-03-11,60
2023-03-12,66
2023-03-13,60
2023-03-14,60
2023-03-15,57
2023-03-16,55
2023-03-17,54
2023-03-18,57
2023-03-19,64
2023-03-20,57
2023-03-21,59
2023-03-22,56
2023-03-23,56
2023-03-24,54
2023-03-25,59
2023-03-26,61
2023-03-27,55
2023-03-28,56
2023-03-29,54
2023-03-30,55
2023-03-31,55
2023-04-01,55
2023-04-02,62
2023-04-03,56
2023-04-04,56
2023-04-05,52
2023-04-06,54
2023-04-07,52
2023-04-08,55
2023-04-09,51
2023-04-10,55
2023-04-11,53
2023-04-12,56
2023-04-13,55
2023-04-14,52
2023-04-15,55
2023-04-16,59
2023-04-17,56
2023-04-18,57
2023-04-19,58
2023-04-20,54
2023-04-21,53
2023-04-22,58
2023-04-23,62
2023-04-24,58
2023-04-25,58
2023-04-26,57
2023-04-27,55
2023-04-28,55
2023-04-29,63
2023-04-30,65
2023-05-01,63
2023-05-02,65
2023-05-03,61
2023-05-04,61
2023-05-05,54
2023-05-06,58
2023-05-07,64
2023-05-08,63
2023-05-09,60
2023-05-10,59
2023-05-11,57
2023-05-12,55
2023-05-13,58
2023-05-14,52
2023-05-15,55
2023-05-16,58
2023-05-17,57
2023-05-18,57
2023-05-19,54
2023-05-20,57
2023-05-21,58
2023-05-22,56
2023-05-23,57
2023-05-24,55
2023-05-25,51
