Time,go
2022-08-29,85
2022-08-30,86
2022-08-31,83
2022-09-01,81
2022-09-02,82
2022-09-03,88
2022-09-04,88
2022-09-05,93
2022-09-06,82
2022-09-07,84
2022-09-08,81
2022-09-09,80
2022-09-10,85
2022-09-11,79
2022-09-12,79
2022-09-13,83
2022-09-14,89
2022-09-15,83
2022-09-16,86
2022-09-17,86
2022-09-18,87
2022-09-19,89
2022-09-20,86
2022-09-21,85
2022-09-22,81
2022-09-23,81
2022-09-24,87
2022-09-25,84
2022-09-26,81
2022-09-27,83
2022-09-28,79
2022-09-29,81
2022-09-30,81
2022-10-01,81
2022-10-02,82
2022-10-03,81
2022-10-04,81
2022-10-05,83
2022-10-06,84
2022-10-07,85
2022-10-08,85
2022-10-09,87
2022-10-10,85
2022-10-11,83
2022-10-12,82
2022-10-13,83
2022-10-14,84
2022-10-15,84
2022-10-16,86
2022-10-17,83
2022-10-18,81
2022-10-19,85
2022-10-20,84
2022-10-21,84
2022-10-22,83
2022-10-23,84
2022-10-24,82
2022-10-25,83
2022-10-26,80
2022-10-27,83
2022-10-28,80
2022-10-29,81
2022-10-30,80
2022-10-31,82
2022-11-01,79
2022-11-02,75
2022-11-03,84
2022-11-04,82
2022-11-05,85
2022-11-06,100
2022-11-07,85
2022-11-08,90
2022-11-09,79
2022-11-10,77
2022-11-11,78
2022-11-12,79
2022-11-13,85
2022-11-14,83
2022-11-15,88
2022-11-16,79
2022-11-17,82
2022-11-18,82
2022-11-19,82
2022-11-20,81
2022-11-21,76
2022-11-22,79
2022-11-23,81
2022-11-24,79
2022-11-25,76
2022-11-26,78
2022-11-27,85
2022-11-28,79
2022-11-29,79
2022-11-30,80
2022-12-01,79
2022-12-02,72
2022-12-03,78
2022-12-04,78
2022-12-05,78
2022-12-06,77
2022-12-07,80
2022-12-08,79
2022-12-09,79
2022-12-10,80
2022-12-11,76
2022-12-12,80
2022-12-13,77
2022-12-14,77
2022-12-15,75
2022-12-16,73
2022-12-17,76
2022-12-18,79
2022-12-19,75
2022-12-20,72
2022-12-21,75
2022-12-22,73
2022-12-23,75
2022-12-24,76
2022-12-25,80
2022-12-26,80
2022-12-27,80
2022-12-28,82
2022-12-29,83
2022-12-30,80
2022-12-31,83
2023-01-01,84
2023-01-02,85
2023-01-03,85
2023-01-04,90
2023-01-05,83
2023-01-06,83
2023-01-07,86
2023-01-08,90
2023-01-09,82
2023-01-10,85
2023-01-11,82
2023-01-12,82
2023-01-13,83
2023-01-14,82
2023-01-15,82
2023-01-16,81
2023-01-17,80
2023-01-18,81
2023-01-19,82
2023-01-20,83
2023-01-21,87
2023-01-22,83
2023-01-23,83
2023-01-24,85
2023-01-25,82
2023-01-26,82
2023-01-27,83
2023-01-28,81
2023-01-29,83
2023-01-30,80
2023-01-31,78
2023-02-01,81
2023-02-02,84
2023-02-03,87
2023-02-04,85
2023-02-05,87
2023-02-06,82
2023-02-07,86
2023-02-08,85
2023-02-09,80
2023-02-10,86
2023-02-11,88
2023-02-12,83
2023-02-13,78
2023-02-14,80
2023-02-15,83
2023-02-16,83
2023-02-17,85
2023-02-18,86
2023-02-19,88
2023-02-20,84
2023-02-21,84
2023-02-22,86
2023-02-23,82
2023-02-24,84
2023-02-25,96
2023-02-26,94
2023-02-27,90
2023-02-28,85
2023-03-01,87
2023-03-02,85
2023-03-03,84
2023-03-04,85
2023-03-05,84
2023-03-06,83
2023-03-07,86
2023-03-08,89
2023-03-09,84
2023-03-10,83
2023-03-11,83
2023-03-12,94
2023-03-13,84
2023-03-14,80
2023-03-15,84
2023-03-16,83
2023-03-17,83
2023-03-18,85
2023-03-19,86
2023-03-20,83
2023-03-21,87
2023-03-22,89
2023-03-23,88
2023-03-24,85
2023-03-25,85
2023-03-26,91
2023-03-27,82
2023-03-28,82
2023-03-29,82
2023-03-30,80
2023-03-31,77
2023-04-01,83
2023-04-02,87
2023-04-03,84
2023-04-04,81
2023-04-05,80
2023-04-06,82
2023-04-07,84
2023-04-08,85
2023-04-09,84
2023-04-10,82
2023-04-11,82
2023-04-12,85
2023-04-13,85
2023-04-14,85
2023-04-15,86
2023-04-16,84
2023-04-17,81
2023-04-18,83
2023-04-19,89
2023-04-20,82
2023-04-21,83
2023-04-22,88
2023-04-23,85
2023-04-24,85
2023-04-25,84
2023-04-26,85
2023-04-27,82
2023-04-28,80
2023-04-29,86
2023-04-30,83
2023-05-01,79
2023-05-02,84
2023-05-03,83
2023-05-04,81
2023-05-05,82
2023-05-06,90
2023-05-07,85
2023-05-08,84
2023-05-09,84
2023-05-10,89
2023-05-11,81
2023-05-12,82
2023-05-13,83
2023-05-14,80
2023-05-15,88
2023-05-16,88
2023-05-17,84
2023-05-18,86
2023-05-19,85
2023-05-20,83
2023-05-21,87
2023-05-22,84
2023-05-23,86
2023-05-24,82
2023-05-25,84
