Time,go
2023-12-22,79
2023-12-23,84
2023-12-24,77
2023-12-25,80
2023-12-26,82
2023-12-27,85
2023-12-28,83
2023-12-29,86
2023-12-30,87
2023-12-31,86
2024-01-01,89
2024-01-02,87
2024-01-03,87
2024-01-04,90
2024-01-05,86
2024-01-06,87
2024-01-07,92
2024-01-08,90
2024-01-09,87
2024-01-10,87
2024-01-11,87
2024-01-12,87
2024-01-13,87
2024-01-14,85
2024-01-15,83
2024-01-16,80
2024-01-17,83
2024-01-18,86
2024-01-19,85
2024-01-20,89
2024-01-21,89
2024-01-22,85
2024-01-23,86
2024-01-24,88
2024-01-25,86
2024-01-26,86
2024-01-27,87
2024-01-28,90
2024-01-29,89
2024-01-30,91
2024-01-31,88
2024-02-01,85
2024-02-02,84
2024-02-03,86
2024-02-04,90
2024-02-05,88
2024-02-06,87
2024-02-07,85
2024-02-08,89
2024-02-09,86
2024-02-10,91
2024-02-11,86
2024-02-12,83
2024-02-13,87
2024-02-14,86
2024-02-15,87
2024-02-16,88
2024-02-17,86
2024-02-18,94
2024-02-19,93
2024-02-20,91
2024-02-21,87
2024-02-22,90
2024-02-23,93
2024-02-24,98
2024-02-25,100
2024-02-26,94
2024-02-27,90
2024-02-28,85
2024-02-29,88
2024-03-01,89
2024-03-02,87
2024-03-03,95
2024-03-04,87
2024-03-05,86
2024-03-06,88
2024-03-07,90
2024-03-08,88
2024-03-09,86
2024-03-10,97
2024-03-11,89
2024-03-12,81
2024-03-13,88
2024-03-14,87
2024-03-15,88
2024-03-16,97
2024-03-17,96
2024-03-18,92
2024-03-19,88
2024-03-20,91
2024-03-21,84
2024-03-22,85
2024-03-23,92
2024-03-24,92
2024-03-25,88
2024-03-26,87
2024-03-27,87
2024-03-28,87
2024-03-29,88
2024-03-30,90
2024-03-31,94
2024-04-01,87
2024-04-02,88
2024-04-03,86
2024-04-04,89
2024-04-05,89
2024-04-06,91
2024-04-07,90
2024-04-08,92
2024-04-09,91
2024-04-10,88
2024-04-11,87
2024-04-12,85
2024-04-13,87
2024-04-14,92
2024-04-15,87
2024-04-16,93
2024-04-17,89
2024-04-18,90
2024-04-19,89
2024-04-20,87
2024-04-21,91
2024-04-22,89
2024-04-23,85
2024-04-24,87
2024-04-25,93
2024-04-26,91
2024-04-27,89
2024-04-28,99
2024-04-29,86
2024-04-30,87
2024-05-01,91
2024-05-02,86
2024-05-03,87
2024-05-04,92
2024-05-05,89
2024-05-06,91
2024-05-07,91
2024-05-08,92
2024-05-09,86
2024-05-10,86
2024-05-11,85
2024-05-12,85
2024-05-13,90
2024-05-14,89
2024-05-15,86
2024-05-16,91
2024-05-17,90
2024-05-18,87
2024-05-19,90
2024-05-20,92
2024-05-21,90
2024-05-22,84
2024-05-23,85
2024-05-24,88
2024-05-25,90
2024-05-26,90
2024-05-27,89
2024-05-28,89
2024-05-29,92
2024-05-30,94
2024-05-31,90
2024-06-01,85
2024-06-02,91
2024-06-03,78
2024-06-04,83
2024-06-05,88
2024-06-06,89
2024-06-07,85
2024-06-08,88
2024-06-09,91
2024-06-10,91
2024-06-11,86
2024-06-12,86
2024-06-13,87
2024-06-14,87
2024-06-15,89
2024-06-16,92
2024-06-17,86
2024-06-18,84
2024-06-19,87
2024-06-20,80
2024-06-21,85
2024-06-22,95
2024-06-23,93
2024-06-24,88
2024-06-25,86
2024-06-26,81
2024-06-27,90
2024-06-28,86
2024-06-29,94
2024-06-30,90
2024-07-01,87
2024-07-02,86
2024-07-03,89
2024-07-04,89
2024-07-05,90
2024-07-06,89
2024-07-07,94
2024-07-08,87
2024-07-09,89
2024-07-10,88
2024-07-11,92
2024-07-12,92
2024-07-13,100
2024-07-14,98
2024-07-15,91
2024-07-16,85
2024-07-17,86
2024-07-18,87
2024-07-19,88
2024-07-20,90
2024-07-21,91
2024-07-22,84
2024-07-23,85
2024-07-24,87
2024-07-25,83
2024-07-26,84
2024-07-27,90
2024-07-28,93
2024-07-29,86
2024-07-30,82
2024-07-31,87
2024-08-01,87
2024-08-02,85
2024-08-03,94
2024-08-04,95
2024-08-05,87
2024-08-06,82
2024-08-07,86
2024-08-08,83
2024-08-09,86
2024-08-10,90
2024-08-11,93
2024-08-12,89
2024-08-13,83
2024-08-14,86
2024-08-15,88
2024-08-16,88
2024-08-17,92
2024-08-18,93
2024-08-19,85
2024-08-20,89
2024-08-21,89
2024-08-22,85
2024-08-23,88
2024-08-24,88
2024-08-25,94
2024-08-26,89
2024-08-27,88
2024-08-28,86
2024-08-29,85
2024-08-30,84
2024-08-31,86
2024-09-01,92
2024-09-02,92
2024-09-03,87
2024-09-04,87
2024-09-05,87
2024-09-06,86
2024-09-07,90
2024-09-08,90
2024-09-09,85
2024-09-10,88
2024-09-11,88
2024-09-12,86
2024-09-13,90
2024-09-14,90
2024-09-15,86
2024-09-16,87
