date,end_period_ts,ticker,price_close,price_open,price_high,price_low,price_mean,yes_bid_close,yes_ask_close,yes_mid_close,volume,open_interest
2024-09-20,1726804800,FED-25OCT-T3.75,,,,,,0.2,0.4,0.30000000000000004,0.0,0.0
2024-09-21,1726891200,FED-25OCT-T3.75,,,,,,0.17,0.38,0.275,0.0,0.0
2024-09-26,1727323200,FED-25OCT-T3.75,,,,,,0.0,1.0,0.5,0.0,0.0
2024-10-02,1727841600,FED-25OCT-T3.75,,,,,,0.23,0.38,0.305,0.0,0.0
2024-10-03,1727928000,FED-25OCT-T3.75,,,,,,0.22,0.32,0.27,0.0,0.0
2024-10-04,1728014400,FED-25OCT-T3.75,,,,,,0.18,0.33,0.255,0.0,0.0
2024-10-05,1728100800,FED-25OCT-T3.75,,,,,,0.16,0.27,0.21500000000000002,0.0,0.0
2024-10-06,1728187200,FED-25OCT-T3.75,,,,,,0.22,0.32,0.27,0.0,0.0
2024-10-07,1728273600,FED-25OCT-T3.75,,,,,,0.21,0.31,0.26,0.0,0.0
2024-10-08,1728360000,FED-25OCT-T3.75,,,,,,0.25,0.35,0.3,0.0,0.0
2024-10-10,1728532800,FED-25OCT-T3.75,,,,,,0.25,0.36,0.305,0.0,0.0
2024-10-11,1728619200,FED-25OCT-T3.75,,,,,,0.3,0.51,0.405,0.0,0.0
2024-10-13,1728792000,FED-25OCT-T3.75,,,,,,0.31,0.51,0.41000000000000003,0.0,0.0
2024-10-15,1728964800,FED-25OCT-T3.75,,,,,,0.32,0.52,0.42000000000000004,0.0,0.0
2024-10-16,1729051200,FED-25OCT-T3.75,,,,,,0.31,0.52,0.41500000000000004,0.0,0.0
2024-10-17,1729137600,FED-25OCT-T3.75,,,,,,0.32,0.52,0.42000000000000004,0.0,0.0
2024-10-18,1729224000,FED-25OCT-T3.75,,,,,,0.31,0.52,0.41500000000000004,0.0,0.0
2024-10-22,1729569600,FED-25OCT-T3.75,,,,,,0.32,0.52,0.42000000000000004,0.0,0.0
2024-10-23,1729656000,FED-25OCT-T3.75,,,,,,0.32,0.52,0.42000000000000004,0.0,0.0
2024-10-24,1729742400,FED-25OCT-T3.75,,,,,,0.32,0.52,0.42000000000000004,0.0,0.0
2024-10-25,1729828800,FED-25OCT-T3.75,,,,,,0.32,0.52,0.42000000000000004,0.0,0.0
2024-11-07,1730955600,FED-25OCT-T3.75,,,,,,0.01,0.99,0.5,0.0,0.0
2024-11-08,1731042000,FED-25OCT-T3.75,,,,,,0.15,0.65,0.4,0.0,0.0
2024-11-09,1731128400,FED-25OCT-T3.75,,,,,,0.13,0.64,0.385,0.0,0.0
2024-11-11,1731301200,FED-25OCT-T3.75,,,,,,0.11,0.62,0.365,0.0,0.0
2024-11-12,1731387600,FED-25OCT-T3.75,,,,,,0.11,0.62,0.365,0.0,0.0
2024-11-13,1731474000,FED-25OCT-T3.75,,,,,,0.1,0.61,0.355,0.0,0.0
